name_admin_unit,part_of_district,admin_unit,religion,all_sexes_overall,female_overall,male_overall,tgend_overall,all_sexes_rural,female_rural,male_rural,tgend_rural,all_sexes_urban,female_urban,male_urban,tgend_urban
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,HINDU JATI,238,108,130,,203,92,111,,35,16,19,
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,MUSLIM,2440350,1187327,1252800,223,1895906,922061,973761,84,544444,265266,279039,139
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,OTHERS,153,68,85,,133,60,73,,20,8,12,
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,PARSI,4,2,2,,4,2,2,,,,,
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,SCHEDULED CASTE,41,16,25,,35,12,23,,6,4,2,
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,SIKH,19,12,7,,12,9,3,,7,3,4,
VEHARI,VEHARI,DISTRICT,QADIANI/AHMADI,673,342,331,,576,293,283,,97,49,48,
VEHARI,VEHARI,DISTRICT,CHRISTIAN,29043,14955,14084,4,17179,8909,8266,4,11864,6046,5818,
VEHARI,VEHARI,DISTRICT,HINDU JATI,137,79,58,,95,56,39,,42,23,19,
VEHARI,VEHARI,DISTRICT,MUSLIM,3397920,1678528,1718958,434,2627681,1296524,1330921,236,770239,382004,388037,198
VEHARI,VEHARI,DISTRICT,OTHERS,263,117,145,1,89,47,42,,174,70,103,1
VEHARI,VEHARI,DISTRICT,PARSI,,,,,,,,,,,,
VEHARI,VEHARI,DISTRICT,SCHEDULED CASTE,89,35,54,,73,30,43,,16,5,11,
VEHARI,VEHARI,DISTRICT,SIKH,66,31,35,,34,13,21,,32,18,14,
