name_admin_unit,part_of_district,admin_unit,disab_func_lim,age_group,overall,rural,urban
ABBOTTABAD,ABBOTTABAD,DISTRICT,Communication,0 - 4,405,355,50
ABBOTTABAD,ABBOTTABAD,DISTRICT,Communication,10 - 12,649,541,108
ABBOTTABAD,ABBOTTABAD,DISTRICT,Communication,13 - 14,467,404,63
ABBOTTABAD,ABBOTTABAD,DISTRICT,Communication,15 - 24,1717,1475,242
ABBOTTABAD,ABBOTTABAD,DISTRICT,Communication,15 - 49,5517,4680,837
ABBOTTABAD,ABBOTTABAD,DISTRICT,Communication,25 - 40,1948,1698,250
ABBOTTABAD,ABBOTTABAD,DISTRICT,Communication,41 - 60,6379,5275,1104
ABBOTTABAD,ABBOTTABAD,DISTRICT,Communication,5 - 16,2599,2226,373
ABBOTTABAD,ABBOTTABAD,DISTRICT,Communication,5 - 9,1101,954,147
ABBOTTABAD,ABBOTTABAD,DISTRICT,Communication,>18,16361,13594,2767
ABBOTTABAD,ABBOTTABAD,DISTRICT,Communication,>60,7096,5803,1293
ABBOTTABAD,ABBOTTABAD,DISTRICT,Disability,0 - 4,1201,1103,98
ABBOTTABAD,ABBOTTABAD,DISTRICT,Disability,10 - 12,1509,1349,160
ABBOTTABAD,ABBOTTABAD,DISTRICT,Disability,13 - 14,1041,933,108
ABBOTTABAD,ABBOTTABAD,DISTRICT,Disability,15 - 24,4369,3870,499
ABBOTTABAD,ABBOTTABAD,DISTRICT,Disability,15 - 49,13933,12587,1346
ABBOTTABAD,ABBOTTABAD,DISTRICT,Disability,25 - 40,5649,5119,530
ABBOTTABAD,ABBOTTABAD,DISTRICT,Disability,41 - 60,15283,13476,1807
ABBOTTABAD,ABBOTTABAD,DISTRICT,Disability,5 - 16,5817,5186,631
ABBOTTABAD,ABBOTTABAD,DISTRICT,Disability,5 - 9,2276,2016,260
ABBOTTABAD,ABBOTTABAD,DISTRICT,Disability,>18,50885,43831,7054
ABBOTTABAD,ABBOTTABAD,DISTRICT,Disability,>60,27532,23089,4443
ABBOTTABAD,ABBOTTABAD,DISTRICT,Functional limitation,0 - 4,1443,1286,157
ABBOTTABAD,ABBOTTABAD,DISTRICT,Functional limitation,10 - 12,1806,1579,227
ABBOTTABAD,ABBOTTABAD,DISTRICT,Functional limitation,13 - 14,1255,1103,152
ABBOTTABAD,ABBOTTABAD,DISTRICT,Functional limitation,15 - 24,5254,4498,756
ABBOTTABAD,ABBOTTABAD,DISTRICT,Functional limitation,15 - 49,31234,25597,5637
ABBOTTABAD,ABBOTTABAD,DISTRICT,Functional limitation,25 - 40,7810,6739,1071
ABBOTTABAD,ABBOTTABAD,DISTRICT,Functional limitation,41 - 60,63095,50231,12864
ABBOTTABAD,ABBOTTABAD,DISTRICT,Functional limitation,5 - 16,6910,6034,876
ABBOTTABAD,ABBOTTABAD,DISTRICT,Functional limitation,5 - 9,2664,2322,342
ABBOTTABAD,ABBOTTABAD,DISTRICT,Functional limitation,>18,144114,116363,27751
ABBOTTABAD,ABBOTTABAD,DISTRICT,Functional limitation,>60,70246,56873,13373
ABBOTTABAD,ABBOTTABAD,DISTRICT,Hearing,0 - 4,246,209,37
ABBOTTABAD,ABBOTTABAD,DISTRICT,Hearing,10 - 12,384,331,53
ABBOTTABAD,ABBOTTABAD,DISTRICT,Hearing,13 - 14,299,266,33
ABBOTTABAD,ABBOTTABAD,DISTRICT,Hearing,15 - 24,1129,950,179
ABBOTTABAD,ABBOTTABAD,DISTRICT,Hearing,15 - 49,6668,5384,1284
ABBOTTABAD,ABBOTTABAD,DISTRICT,Hearing,25 - 40,1486,1267,219
ABBOTTABAD,ABBOTTABAD,DISTRICT,Hearing,41 - 60,13560,10783,2777
ABBOTTABAD,ABBOTTABAD,DISTRICT,Hearing,5 - 16,1574,1364,210
ABBOTTABAD,ABBOTTABAD,DISTRICT,Hearing,5 - 9,646,563,83
ABBOTTABAD,ABBOTTABAD,DISTRICT,Hearing,>18,30098,24378,5720
ABBOTTABAD,ABBOTTABAD,DISTRICT,Hearing,>60,14418,11790,2628
ABBOTTABAD,ABBOTTABAD,DISTRICT,Memorization/ Focus,0 - 4,306,259,47
ABBOTTABAD,ABBOTTABAD,DISTRICT,Memorization/ Focus,10 - 12,601,525,76
ABBOTTABAD,ABBOTTABAD,DISTRICT,Memorization/ Focus,13 - 14,428,374,54
ABBOTTABAD,ABBOTTABAD,DISTRICT,Memorization/ Focus,15 - 24,1774,1500,274
ABBOTTABAD,ABBOTTABAD,DISTRICT,Memorization/ Focus,15 - 49,6869,5721,1148
ABBOTTABAD,ABBOTTABAD,DISTRICT,Memorization/ Focus,25 - 40,2140,1838,302
ABBOTTABAD,ABBOTTABAD,DISTRICT,Memorization/ Focus,41 - 60,9520,7564,1956
ABBOTTABAD,ABBOTTABAD,DISTRICT,Memorization/ Focus,5 - 16,2286,1971,315
ABBOTTABAD,ABBOTTABAD,DISTRICT,Memorization/ Focus,5 - 9,853,731,122
ABBOTTABAD,ABBOTTABAD,DISTRICT,Memorization/ Focus,>18,22746,18459,4287
ABBOTTABAD,ABBOTTABAD,DISTRICT,Memorization/ Focus,>60,10117,8234,1883
ABBOTTABAD,ABBOTTABAD,DISTRICT,Population,0 - 4,166605,132484,34121
ABBOTTABAD,ABBOTTABAD,DISTRICT,Population,10 - 12,96642,74878,21764
ABBOTTABAD,ABBOTTABAD,DISTRICT,Population,13 - 14,62990,48841,14149
ABBOTTABAD,ABBOTTABAD,DISTRICT,Population,15 - 24,257126,196762,60364
ABBOTTABAD,ABBOTTABAD,DISTRICT,Population,15 - 49,700234,538694,161540
ABBOTTABAD,ABBOTTABAD,DISTRICT,Population,25 - 40,313668,243236,70432
ABBOTTABAD,ABBOTTABAD,DISTRICT,Population,41 - 60,237482,182333,55149
ABBOTTABAD,ABBOTTABAD,DISTRICT,Population,5 - 16,384237,299956,84281
ABBOTTABAD,ABBOTTABAD,DISTRICT,Population,5 - 9,167669,132443,35226
ABBOTTABAD,ABBOTTABAD,DISTRICT,Population,>18,792617,612601,180016
ABBOTTABAD,ABBOTTABAD,DISTRICT,Population,>60,95405,75711,19694
ABBOTTABAD,ABBOTTABAD,DISTRICT,Seeing,0 - 4,245,213,32
ABBOTTABAD,ABBOTTABAD,DISTRICT,Seeing,10 - 12,404,337,67
ABBOTTABAD,ABBOTTABAD,DISTRICT,Seeing,13 - 14,308,260,48
ABBOTTABAD,ABBOTTABAD,DISTRICT,Seeing,15 - 24,1325,1068,257
ABBOTTABAD,ABBOTTABAD,DISTRICT,Seeing,15 - 49,6751,5440,1311
ABBOTTABAD,ABBOTTABAD,DISTRICT,Seeing,25 - 40,1758,1451,307
ABBOTTABAD,ABBOTTABAD,DISTRICT,Seeing,41 - 60,11619,9395,2224
ABBOTTABAD,ABBOTTABAD,DISTRICT,Seeing,5 - 16,1611,1350,261
ABBOTTABAD,ABBOTTABAD,DISTRICT,Seeing,5 - 9,625,534,91
ABBOTTABAD,ABBOTTABAD,DISTRICT,Seeing,>18,28041,22895,5146
ABBOTTABAD,ABBOTTABAD,DISTRICT,Seeing,>60,13916,11445,2471
ABBOTTABAD,ABBOTTABAD,DISTRICT,Self care etc,0 - 4,127,121,6
ABBOTTABAD,ABBOTTABAD,DISTRICT,Self care etc,10 - 12,110,105,5
ABBOTTABAD,ABBOTTABAD,DISTRICT,Self care etc,13 - 14,61,58,3
ABBOTTABAD,ABBOTTABAD,DISTRICT,Self care etc,15 - 24,274,263,11
ABBOTTABAD,ABBOTTABAD,DISTRICT,Self care etc,15 - 49,2622,2189,433
ABBOTTABAD,ABBOTTABAD,DISTRICT,Self care etc,25 - 40,433,407,26
ABBOTTABAD,ABBOTTABAD,DISTRICT,Self care etc,41 - 60,7350,5753,1597
ABBOTTABAD,ABBOTTABAD,DISTRICT,Self care etc,5 - 16,356,343,13
ABBOTTABAD,ABBOTTABAD,DISTRICT,Self care etc,5 - 9,121,117,4
ABBOTTABAD,ABBOTTABAD,DISTRICT,Self care etc,>18,15913,12722,3191
ABBOTTABAD,ABBOTTABAD,DISTRICT,Self care etc,>60,7972,6412,1560
ABBOTTABAD,ABBOTTABAD,DISTRICT,Walking/ Climbing,0 - 4,774,670,104
ABBOTTABAD,ABBOTTABAD,DISTRICT,Walking/ Climbing,10 - 12,818,712,106
ABBOTTABAD,ABBOTTABAD,DISTRICT,Walking/ Climbing,13 - 14,570,505,65
ABBOTTABAD,ABBOTTABAD,DISTRICT,Walking/ Climbing,15 - 24,2285,1924,361
ABBOTTABAD,ABBOTTABAD,DISTRICT,Walking/ Climbing,15 - 49,11418,9342,2076
ABBOTTABAD,ABBOTTABAD,DISTRICT,Walking/ Climbing,25 - 40,3628,3044,584
ABBOTTABAD,ABBOTTABAD,DISTRICT,Walking/ Climbing,41 - 60,18793,15036,3757
ABBOTTABAD,ABBOTTABAD,DISTRICT,Walking/ Climbing,5 - 16,3270,2833,437
ABBOTTABAD,ABBOTTABAD,DISTRICT,Walking/ Climbing,5 - 9,1353,1167,186
ABBOTTABAD,ABBOTTABAD,DISTRICT,Walking/ Climbing,>18,47744,38699,9045
ABBOTTABAD,ABBOTTABAD,DISTRICT,Walking/ Climbing,>60,24037,19540,4497
BAJAUR,BAJAUR,DISTRICT,Communication,0 - 4,416,416,0
BAJAUR,BAJAUR,DISTRICT,Communication,10 - 12,531,531,0
BAJAUR,BAJAUR,DISTRICT,Communication,13 - 14,272,272,0
BAJAUR,BAJAUR,DISTRICT,Communication,15 - 24,1229,1229,0
BAJAUR,BAJAUR,DISTRICT,Communication,15 - 49,3382,3382,0
BAJAUR,BAJAUR,DISTRICT,Communication,25 - 40,1300,1300,0
BAJAUR,BAJAUR,DISTRICT,Communication,41 - 60,3067,3067,0
BAJAUR,BAJAUR,DISTRICT,Communication,5 - 16,1937,1937,0
BAJAUR,BAJAUR,DISTRICT,Communication,5 - 9,833,833,0
BAJAUR,BAJAUR,DISTRICT,Communication,>18,8359,8359,0
BAJAUR,BAJAUR,DISTRICT,Communication,>60,3314,3314,0
BAJAUR,BAJAUR,DISTRICT,Disability,0 - 4,1160,1160,0
BAJAUR,BAJAUR,DISTRICT,Disability,10 - 12,1362,1362,0
BAJAUR,BAJAUR,DISTRICT,Disability,13 - 14,766,766,0
BAJAUR,BAJAUR,DISTRICT,Disability,15 - 24,3380,3380,0
BAJAUR,BAJAUR,DISTRICT,Disability,15 - 49,11566,11566,0
BAJAUR,BAJAUR,DISTRICT,Disability,25 - 40,4438,4438,0
BAJAUR,BAJAUR,DISTRICT,Disability,41 - 60,11768,11768,0
BAJAUR,BAJAUR,DISTRICT,Disability,5 - 16,4727,4727,0
BAJAUR,BAJAUR,DISTRICT,Disability,5 - 9,1858,1858,0
BAJAUR,BAJAUR,DISTRICT,Disability,>18,34841,34841,0
BAJAUR,BAJAUR,DISTRICT,Disability,>60,16640,16640,0
BAJAUR,BAJAUR,DISTRICT,Functional limitation,0 - 4,1253,1253,0
BAJAUR,BAJAUR,DISTRICT,Functional limitation,10 - 12,1480,1480,0
BAJAUR,BAJAUR,DISTRICT,Functional limitation,13 - 14,819,819,0
BAJAUR,BAJAUR,DISTRICT,Functional limitation,15 - 24,3933,3933,0
BAJAUR,BAJAUR,DISTRICT,Functional limitation,15 - 49,22125,22125,0
BAJAUR,BAJAUR,DISTRICT,Functional limitation,25 - 40,8381,8381,0
BAJAUR,BAJAUR,DISTRICT,Functional limitation,41 - 60,31522,31522,0
BAJAUR,BAJAUR,DISTRICT,Functional limitation,5 - 16,5136,5136,0
BAJAUR,BAJAUR,DISTRICT,Functional limitation,5 - 9,2032,2032,0
BAJAUR,BAJAUR,DISTRICT,Functional limitation,>18,73968,73968,0
BAJAUR,BAJAUR,DISTRICT,Functional limitation,>60,31635,31635,0
BAJAUR,BAJAUR,DISTRICT,Hearing,0 - 4,260,260,0
BAJAUR,BAJAUR,DISTRICT,Hearing,10 - 12,343,343,0
BAJAUR,BAJAUR,DISTRICT,Hearing,13 - 14,175,175,0
BAJAUR,BAJAUR,DISTRICT,Hearing,15 - 24,780,780,0
BAJAUR,BAJAUR,DISTRICT,Hearing,15 - 49,4094,4094,0
BAJAUR,BAJAUR,DISTRICT,Hearing,25 - 40,1515,1515,0
BAJAUR,BAJAUR,DISTRICT,Hearing,41 - 60,6042,6042,0
BAJAUR,BAJAUR,DISTRICT,Hearing,5 - 16,1220,1220,0
BAJAUR,BAJAUR,DISTRICT,Hearing,5 - 9,510,510,0
BAJAUR,BAJAUR,DISTRICT,Hearing,>18,13676,13676,0
BAJAUR,BAJAUR,DISTRICT,Hearing,>60,5689,5689,0
BAJAUR,BAJAUR,DISTRICT,Memorization/ Focus,0 - 4,318,318,0
BAJAUR,BAJAUR,DISTRICT,Memorization/ Focus,10 - 12,440,440,0
BAJAUR,BAJAUR,DISTRICT,Memorization/ Focus,13 - 14,241,241,0
BAJAUR,BAJAUR,DISTRICT,Memorization/ Focus,15 - 24,1193,1193,0
BAJAUR,BAJAUR,DISTRICT,Memorization/ Focus,15 - 49,4461,4461,0
BAJAUR,BAJAUR,DISTRICT,Memorization/ Focus,25 - 40,1799,1799,0
BAJAUR,BAJAUR,DISTRICT,Memorization/ Focus,41 - 60,4554,4554,0
BAJAUR,BAJAUR,DISTRICT,Memorization/ Focus,5 - 16,1606,1606,0
BAJAUR,BAJAUR,DISTRICT,Memorization/ Focus,5 - 9,650,650,0
BAJAUR,BAJAUR,DISTRICT,Memorization/ Focus,>18,11464,11464,0
BAJAUR,BAJAUR,DISTRICT,Memorization/ Focus,>60,4439,4439,0
BAJAUR,BAJAUR,DISTRICT,Population,0 - 4,237802,237802,0
BAJAUR,BAJAUR,DISTRICT,Population,10 - 12,115823,115823,0
BAJAUR,BAJAUR,DISTRICT,Population,13 - 14,61664,61664,0
BAJAUR,BAJAUR,DISTRICT,Population,15 - 24,227032,227032,0
BAJAUR,BAJAUR,DISTRICT,Population,15 - 49,535591,535591,0
BAJAUR,BAJAUR,DISTRICT,Population,25 - 40,234964,234964,0
BAJAUR,BAJAUR,DISTRICT,Population,41 - 60,132748,132748,0
BAJAUR,BAJAUR,DISTRICT,Population,5 - 16,462668,462668,0
BAJAUR,BAJAUR,DISTRICT,Population,5 - 9,228252,228252,0
BAJAUR,BAJAUR,DISTRICT,Population,>18,535210,535210,0
BAJAUR,BAJAUR,DISTRICT,Population,>60,44828,44828,0
BAJAUR,BAJAUR,DISTRICT,Seeing,0 - 4,311,311,0
BAJAUR,BAJAUR,DISTRICT,Seeing,10 - 12,360,360,0
BAJAUR,BAJAUR,DISTRICT,Seeing,13 - 14,210,210,0
BAJAUR,BAJAUR,DISTRICT,Seeing,15 - 24,894,894,0
BAJAUR,BAJAUR,DISTRICT,Seeing,15 - 49,4418,4418,0
BAJAUR,BAJAUR,DISTRICT,Seeing,25 - 40,1752,1752,0
BAJAUR,BAJAUR,DISTRICT,Seeing,41 - 60,5263,5263,0
BAJAUR,BAJAUR,DISTRICT,Seeing,5 - 16,1331,1331,0
BAJAUR,BAJAUR,DISTRICT,Seeing,5 - 9,575,575,0
BAJAUR,BAJAUR,DISTRICT,Seeing,>18,13193,13193,0
BAJAUR,BAJAUR,DISTRICT,Seeing,>60,5667,5667,0
BAJAUR,BAJAUR,DISTRICT,Self care etc,0 - 4,87,87,0
BAJAUR,BAJAUR,DISTRICT,Self care etc,10 - 12,98,98,0
BAJAUR,BAJAUR,DISTRICT,Self care etc,13 - 14,56,56,0
BAJAUR,BAJAUR,DISTRICT,Self care etc,15 - 24,284,284,0
BAJAUR,BAJAUR,DISTRICT,Self care etc,15 - 49,2124,2124,0
BAJAUR,BAJAUR,DISTRICT,Self care etc,25 - 40,743,743,0
BAJAUR,BAJAUR,DISTRICT,Self care etc,41 - 60,3940,3940,0
BAJAUR,BAJAUR,DISTRICT,Self care etc,5 - 16,272,272,0
BAJAUR,BAJAUR,DISTRICT,Self care etc,5 - 9,80,80,0
BAJAUR,BAJAUR,DISTRICT,Self care etc,>18,8916,8916,0
BAJAUR,BAJAUR,DISTRICT,Self care etc,>60,4034,4034,0
BAJAUR,BAJAUR,DISTRICT,Walking/ Climbing,0 - 4,595,595,0
BAJAUR,BAJAUR,DISTRICT,Walking/ Climbing,10 - 12,639,639,0
BAJAUR,BAJAUR,DISTRICT,Walking/ Climbing,13 - 14,367,367,0
BAJAUR,BAJAUR,DISTRICT,Walking/ Climbing,15 - 24,1726,1726,0
BAJAUR,BAJAUR,DISTRICT,Walking/ Climbing,15 - 49,8508,8508,0
BAJAUR,BAJAUR,DISTRICT,Walking/ Climbing,25 - 40,3301,3301,0
BAJAUR,BAJAUR,DISTRICT,Walking/ Climbing,41 - 60,10192,10192,0
BAJAUR,BAJAUR,DISTRICT,Walking/ Climbing,5 - 16,2406,2406,0
BAJAUR,BAJAUR,DISTRICT,Walking/ Climbing,5 - 9,1048,1048,0
BAJAUR,BAJAUR,DISTRICT,Walking/ Climbing,>18,25394,25394,0
BAJAUR,BAJAUR,DISTRICT,Walking/ Climbing,>60,10814,10814,0
BANNU,BANNU,DISTRICT,Communication,0 - 4,432,422,10
BANNU,BANNU,DISTRICT,Communication,10 - 12,579,565,14
BANNU,BANNU,DISTRICT,Communication,13 - 14,339,331,8
BANNU,BANNU,DISTRICT,Communication,15 - 24,1663,1603,60
BANNU,BANNU,DISTRICT,Communication,15 - 49,6429,6192,237
BANNU,BANNU,DISTRICT,Communication,25 - 40,2598,2509,89
BANNU,BANNU,DISTRICT,Communication,41 - 60,6279,6077,202
BANNU,BANNU,DISTRICT,Communication,5 - 16,2092,2028,64
BANNU,BANNU,DISTRICT,Communication,5 - 9,804,775,29
BANNU,BANNU,DISTRICT,Communication,>18,14124,13656,468
BANNU,BANNU,DISTRICT,Communication,>60,4220,4078,142
BANNU,BANNU,DISTRICT,Disability,0 - 4,1101,1087,14
BANNU,BANNU,DISTRICT,Disability,10 - 12,1234,1194,40
BANNU,BANNU,DISTRICT,Disability,13 - 14,717,702,15
BANNU,BANNU,DISTRICT,Disability,15 - 24,3316,3229,87
BANNU,BANNU,DISTRICT,Disability,15 - 49,14569,14207,362
BANNU,BANNU,DISTRICT,Disability,25 - 40,5958,5825,133
BANNU,BANNU,DISTRICT,Disability,41 - 60,18567,18114,453
BANNU,BANNU,DISTRICT,Disability,5 - 16,4597,4474,123
BANNU,BANNU,DISTRICT,Disability,5 - 9,1875,1829,46
BANNU,BANNU,DISTRICT,Disability,>18,44177,42999,1178
BANNU,BANNU,DISTRICT,Disability,>60,17743,17197,546
BANNU,BANNU,DISTRICT,Functional limitation,0 - 4,3161,3127,34
BANNU,BANNU,DISTRICT,Functional limitation,10 - 12,3783,3663,120
BANNU,BANNU,DISTRICT,Functional limitation,13 - 14,2156,2088,68
BANNU,BANNU,DISTRICT,Functional limitation,15 - 24,12875,12404,471
BANNU,BANNU,DISTRICT,Functional limitation,15 - 49,62950,60469,2481
BANNU,BANNU,DISTRICT,Functional limitation,25 - 40,24848,23958,890
BANNU,BANNU,DISTRICT,Functional limitation,41 - 60,66117,63574,2543
BANNU,BANNU,DISTRICT,Functional limitation,5 - 16,12140,11799,341
BANNU,BANNU,DISTRICT,Functional limitation,5 - 9,4129,4050,79
BANNU,BANNU,DISTRICT,Functional limitation,>18,146644,141292,5352
BANNU,BANNU,DISTRICT,Functional limitation,>60,46288,44712,1576
BANNU,BANNU,DISTRICT,Hearing,0 - 4,624,621,3
BANNU,BANNU,DISTRICT,Hearing,10 - 12,856,829,27
BANNU,BANNU,DISTRICT,Hearing,13 - 14,479,464,15
BANNU,BANNU,DISTRICT,Hearing,15 - 24,2901,2794,107
BANNU,BANNU,DISTRICT,Hearing,15 - 49,13253,12706,547
BANNU,BANNU,DISTRICT,Hearing,25 - 40,5198,5000,198
BANNU,BANNU,DISTRICT,Hearing,41 - 60,13273,12749,524
BANNU,BANNU,DISTRICT,Hearing,5 - 16,2662,2584,78
BANNU,BANNU,DISTRICT,Hearing,5 - 9,861,849,12
BANNU,BANNU,DISTRICT,Hearing,>18,29507,28376,1131
BANNU,BANNU,DISTRICT,Hearing,>60,8896,8559,337
BANNU,BANNU,DISTRICT,Memorization/ Focus,0 - 4,569,562,7
BANNU,BANNU,DISTRICT,Memorization/ Focus,10 - 12,825,795,30
BANNU,BANNU,DISTRICT,Memorization/ Focus,13 - 14,449,436,13
BANNU,BANNU,DISTRICT,Memorization/ Focus,15 - 24,2428,2332,96
BANNU,BANNU,DISTRICT,Memorization/ Focus,15 - 49,9779,9391,388
BANNU,BANNU,DISTRICT,Memorization/ Focus,25 - 40,3854,3716,138
BANNU,BANNU,DISTRICT,Memorization/ Focus,41 - 60,9252,8885,367
BANNU,BANNU,DISTRICT,Memorization/ Focus,5 - 16,2678,2592,86
BANNU,BANNU,DISTRICT,Memorization/ Focus,5 - 9,945,922,23
BANNU,BANNU,DISTRICT,Memorization/ Focus,>18,21035,20243,792
BANNU,BANNU,DISTRICT,Memorization/ Focus,>60,6339,6112,227
BANNU,BANNU,DISTRICT,Population,0 - 4,227460,221801,5659
BANNU,BANNU,DISTRICT,Population,10 - 12,110075,106461,3614
BANNU,BANNU,DISTRICT,Population,13 - 14,61136,58648,2488
BANNU,BANNU,DISTRICT,Population,15 - 24,250363,239818,10545
BANNU,BANNU,DISTRICT,Population,15 - 49,604751,579624,25127
BANNU,BANNU,DISTRICT,Population,25 - 40,268993,258344,10649
BANNU,BANNU,DISTRICT,Population,41 - 60,161291,154320,6971
BANNU,BANNU,DISTRICT,Population,5 - 16,447509,432968,14541
BANNU,BANNU,DISTRICT,Population,5 - 9,217847,211741,6106
BANNU,BANNU,DISTRICT,Population,>18,623583,598196,25387
BANNU,BANNU,DISTRICT,Population,>60,57509,55445,2064
BANNU,BANNU,DISTRICT,Seeing,0 - 4,671,667,4
BANNU,BANNU,DISTRICT,Seeing,10 - 12,768,740,28
BANNU,BANNU,DISTRICT,Seeing,13 - 14,401,388,13
BANNU,BANNU,DISTRICT,Seeing,15 - 24,2518,2428,90
BANNU,BANNU,DISTRICT,Seeing,15 - 49,11674,11204,470
BANNU,BANNU,DISTRICT,Seeing,25 - 40,4629,4452,177
BANNU,BANNU,DISTRICT,Seeing,41 - 60,11140,10686,454
BANNU,BANNU,DISTRICT,Seeing,5 - 16,2569,2498,71
BANNU,BANNU,DISTRICT,Seeing,5 - 9,991,974,17
BANNU,BANNU,DISTRICT,Seeing,>18,26825,25784,1041
BANNU,BANNU,DISTRICT,Seeing,>60,9248,8904,344
BANNU,BANNU,DISTRICT,Self care etc,0 - 4,226,226,0
BANNU,BANNU,DISTRICT,Self care etc,10 - 12,305,298,7
BANNU,BANNU,DISTRICT,Self care etc,13 - 14,190,184,6
BANNU,BANNU,DISTRICT,Self care etc,15 - 24,1231,1184,47
BANNU,BANNU,DISTRICT,Self care etc,15 - 49,6610,6362,248
BANNU,BANNU,DISTRICT,Self care etc,25 - 40,2506,2428,78
BANNU,BANNU,DISTRICT,Self care etc,41 - 60,8335,8044,291
BANNU,BANNU,DISTRICT,Self care etc,5 - 16,911,892,19
BANNU,BANNU,DISTRICT,Self care etc,5 - 9,250,250,0
BANNU,BANNU,DISTRICT,Self care etc,>18,16816,16253,563
BANNU,BANNU,DISTRICT,Self care etc,>60,5032,4876,156
BANNU,BANNU,DISTRICT,Walking/ Climbing,0 - 4,1282,1258,24
BANNU,BANNU,DISTRICT,Walking/ Climbing,10 - 12,1282,1237,45
BANNU,BANNU,DISTRICT,Walking/ Climbing,13 - 14,713,687,26
BANNU,BANNU,DISTRICT,Walking/ Climbing,15 - 24,4129,3988,141
BANNU,BANNU,DISTRICT,Walking/ Climbing,15 - 49,19933,19152,781
BANNU,BANNU,DISTRICT,Walking/ Climbing,25 - 40,8004,7726,278
BANNU,BANNU,DISTRICT,Walking/ Climbing,41 - 60,19995,19153,842
BANNU,BANNU,DISTRICT,Walking/ Climbing,5 - 16,4495,4371,124
BANNU,BANNU,DISTRICT,Walking/ Climbing,5 - 9,1747,1712,35
BANNU,BANNU,DISTRICT,Walking/ Climbing,>18,46988,45178,1810
BANNU,BANNU,DISTRICT,Walking/ Climbing,>60,16092,15505,587
BATAGRAM,BATAGRAM,DISTRICT,Communication,0 - 4,276,276,0
BATAGRAM,BATAGRAM,DISTRICT,Communication,10 - 12,339,339,0
BATAGRAM,BATAGRAM,DISTRICT,Communication,13 - 14,170,170,0
BATAGRAM,BATAGRAM,DISTRICT,Communication,15 - 24,807,807,0
BATAGRAM,BATAGRAM,DISTRICT,Communication,15 - 49,2052,2052,0
BATAGRAM,BATAGRAM,DISTRICT,Communication,25 - 40,608,608,0
BATAGRAM,BATAGRAM,DISTRICT,Communication,41 - 60,1970,1970,0
BATAGRAM,BATAGRAM,DISTRICT,Communication,5 - 16,1363,1363,0
BATAGRAM,BATAGRAM,DISTRICT,Communication,5 - 9,648,648,0
BATAGRAM,BATAGRAM,DISTRICT,Communication,>18,4898,4898,0
BATAGRAM,BATAGRAM,DISTRICT,Communication,>60,1916,1916,0
BATAGRAM,BATAGRAM,DISTRICT,Disability,0 - 4,619,619,0
BATAGRAM,BATAGRAM,DISTRICT,Disability,10 - 12,681,681,0
BATAGRAM,BATAGRAM,DISTRICT,Disability,13 - 14,388,388,0
BATAGRAM,BATAGRAM,DISTRICT,Disability,15 - 24,1846,1846,0
BATAGRAM,BATAGRAM,DISTRICT,Disability,15 - 49,4583,4583,0
BATAGRAM,BATAGRAM,DISTRICT,Disability,25 - 40,1730,1730,0
BATAGRAM,BATAGRAM,DISTRICT,Disability,41 - 60,3391,3391,0
BATAGRAM,BATAGRAM,DISTRICT,Disability,5 - 16,2685,2685,0
BATAGRAM,BATAGRAM,DISTRICT,Disability,5 - 9,1197,1197,0
BATAGRAM,BATAGRAM,DISTRICT,Disability,>18,12222,12222,0
BATAGRAM,BATAGRAM,DISTRICT,Disability,>60,6052,6052,0
BATAGRAM,BATAGRAM,DISTRICT,Functional limitation,0 - 4,673,673,0
BATAGRAM,BATAGRAM,DISTRICT,Functional limitation,10 - 12,786,786,0
BATAGRAM,BATAGRAM,DISTRICT,Functional limitation,13 - 14,442,442,0
BATAGRAM,BATAGRAM,DISTRICT,Functional limitation,15 - 24,2210,2210,0
BATAGRAM,BATAGRAM,DISTRICT,Functional limitation,15 - 49,11178,11178,0
BATAGRAM,BATAGRAM,DISTRICT,Functional limitation,25 - 40,2111,2111,0
BATAGRAM,BATAGRAM,DISTRICT,Functional limitation,41 - 60,21320,21320,0
BATAGRAM,BATAGRAM,DISTRICT,Functional limitation,5 - 16,3076,3076,0
BATAGRAM,BATAGRAM,DISTRICT,Functional limitation,5 - 9,1364,1364,0
BATAGRAM,BATAGRAM,DISTRICT,Functional limitation,>18,43742,43742,0
BATAGRAM,BATAGRAM,DISTRICT,Functional limitation,>60,19017,19017,0
BATAGRAM,BATAGRAM,DISTRICT,Hearing,0 - 4,146,146,0
BATAGRAM,BATAGRAM,DISTRICT,Hearing,10 - 12,206,206,0
BATAGRAM,BATAGRAM,DISTRICT,Hearing,13 - 14,100,100,0
BATAGRAM,BATAGRAM,DISTRICT,Hearing,15 - 24,496,496,0
BATAGRAM,BATAGRAM,DISTRICT,Hearing,15 - 49,2493,2493,0
BATAGRAM,BATAGRAM,DISTRICT,Hearing,25 - 40,417,417,0
BATAGRAM,BATAGRAM,DISTRICT,Hearing,41 - 60,4763,4763,0
BATAGRAM,BATAGRAM,DISTRICT,Hearing,5 - 16,764,764,0
BATAGRAM,BATAGRAM,DISTRICT,Hearing,5 - 9,331,331,0
BATAGRAM,BATAGRAM,DISTRICT,Hearing,>18,9695,9695,0
BATAGRAM,BATAGRAM,DISTRICT,Hearing,>60,4245,4245,0
BATAGRAM,BATAGRAM,DISTRICT,Memorization/ Focus,0 - 4,169,169,0
