name_admin_unit,part_of_district,admin_unit,region,households,toilet_separate,toilet_flush,toilet_non_flush,toilet_none,washroom_separate,washroom_none
ISLAMABAD,ISLAMABAD,DISTRICT,OVERALL,410993,371815,396553,10330,4110,361404,15356
ISLAMABAD,ISLAMABAD,DISTRICT,RURAL,226022,204752,218566,4991,2465,198378,9819
ISLAMABAD,ISLAMABAD,DISTRICT,URBAN,184971,167063,177987,5339,1645,163026,5537
