name_admin_unit,part_of_district,admin_unit,region,type_of_housing_units,all_sexes,male,female,tgend,housing_units_total,housing_units_pct
BANNU,BANNU,DISTRICT,URBAN,REGULAR,46469,24519,21943,7,7076,99.51000000000001
BANNU,BANNU,DISTRICT,URBAN,INSTITUTIONAL,1625,1397,228,,33,.46
BANNU,BANNU,DISTRICT,URBAN,HOMELESS,2,2,,,2,.03
BANNU,BANNU,DISTRICT,URBAN,TOTAL,48096,25918,22171,7,7111,100
BATAGRAM,BATAGRAM,DISTRICT,OVERALL,REGULAR,552981,280601,272370,10,86196,99.97
BATAGRAM,BATAGRAM,DISTRICT,OVERALL,INSTITUTIONAL,301,289,12,,25,.03
BATAGRAM,BATAGRAM,DISTRICT,OVERALL,HOMELESS,3,3,,,3,0
BATAGRAM,BATAGRAM,DISTRICT,OVERALL,TOTAL,553285,280893,272382,10,86224,100
BATAGRAM,BATAGRAM,DISTRICT,RURAL,REGULAR,552981,280601,272370,10,86196,99.97
BATAGRAM,BATAGRAM,DISTRICT,RURAL,INSTITUTIONAL,301,289,12,,25,.03
BATAGRAM,BATAGRAM,DISTRICT,RURAL,HOMELESS,3,3,,,3,0
BATAGRAM,BATAGRAM,DISTRICT,RURAL,TOTAL,553285,280893,272382,10,86224,100
BATAGRAM,BATAGRAM,DISTRICT,URBAN,REGULAR,,,,,,0
BATAGRAM,BATAGRAM,DISTRICT,URBAN,INSTITUTIONAL,,,,,,0
BATAGRAM,BATAGRAM,DISTRICT,URBAN,HOMELESS,,,,,,0
BATAGRAM,BATAGRAM,DISTRICT,URBAN,TOTAL,,,,,,100
BUNER,BUNER,DISTRICT,OVERALL,REGULAR,1016369,507882,508459,28,118665,99.98
BUNER,BUNER,DISTRICT,OVERALL,INSTITUTIONAL,285,182,103,,22,.02
BUNER,BUNER,DISTRICT,OVERALL,HOMELESS,20,15,5,,5,0
BUNER,BUNER,DISTRICT,OVERALL,TOTAL,1016674,508079,508567,28,118692,100
BUNER,BUNER,DISTRICT,RURAL,REGULAR,1016369,507882,508459,28,118665,99.98
BUNER,BUNER,DISTRICT,RURAL,INSTITUTIONAL,285,182,103,,22,.02
BUNER,BUNER,DISTRICT,RURAL,HOMELESS,20,15,5,,5,0
BUNER,BUNER,DISTRICT,RURAL,TOTAL,1016674,508079,508567,28,118692,100
BUNER,BUNER,DISTRICT,URBAN,REGULAR,,,,,,0
BUNER,BUNER,DISTRICT,URBAN,INSTITUTIONAL,,,,,,0
BUNER,BUNER,DISTRICT,URBAN,HOMELESS,,,,,,0
BUNER,BUNER,DISTRICT,URBAN,TOTAL,,,,,,100
CHARSADDA,CHARSADDA,DISTRICT,OVERALL,REGULAR,1833753,949392,884342,19,263934,99.98
CHARSADDA,CHARSADDA,DISTRICT,OVERALL,INSTITUTIONAL,1362,1290,72,,53,.02
CHARSADDA,CHARSADDA,DISTRICT,OVERALL,HOMELESS,21,16,5,,6,0
CHARSADDA,CHARSADDA,DISTRICT,OVERALL,TOTAL,1835136,950698,884419,19,263993,100
CHARSADDA,CHARSADDA,DISTRICT,RURAL,REGULAR,1541955,798210,743729,16,219425,99.98
CHARSADDA,CHARSADDA,DISTRICT,RURAL,INSTITUTIONAL,746,704,42,,43,.02
CHARSADDA,CHARSADDA,DISTRICT,RURAL,HOMELESS,20,15,5,,5,0
CHARSADDA,CHARSADDA,DISTRICT,RURAL,TOTAL,1542721,798929,743776,16,219473,100
CHARSADDA,CHARSADDA,DISTRICT,URBAN,REGULAR,291798,151182,140613,3,44509,99.98
CHARSADDA,CHARSADDA,DISTRICT,URBAN,INSTITUTIONAL,616,586,30,,10,.02
CHARSADDA,CHARSADDA,DISTRICT,URBAN,HOMELESS,1,1,,,1,0
CHARSADDA,CHARSADDA,DISTRICT,URBAN,TOTAL,292415,151769,140643,3,44520,100
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,OVERALL,REGULAR,1811899,946656,865185,58,270021,99.94
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,OVERALL,INSTITUTIONAL,10911,9376,1442,93,150,.06
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,OVERALL,HOMELESS,106,66,40,,18,.01
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,OVERALL,TOTAL,1822916,956098,866667,151,270189,100
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,RURAL,REGULAR,1445398,755744,689641,13,210230,99.95
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,RURAL,INSTITUTIONAL,5955,4808,1147,,96,.05
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,RURAL,HOMELESS,101,61,40,,13,.01
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,RURAL,TOTAL,1451454,760613,690828,13,210339,100
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,URBAN,REGULAR,366501,190912,175544,45,59791,99.90000000000001
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,URBAN,INSTITUTIONAL,4956,4568,295,93,54,.09
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,URBAN,HOMELESS,5,5,,,5,.01
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,URBAN,TOTAL,371462,195485,175839,138,59850,100
HANGU,HANGU,DISTRICT,OVERALL,REGULAR,525565,258674,266883,8,61148,99.98
HANGU,HANGU,DISTRICT,OVERALL,INSTITUTIONAL,56,45,11,,14,.02
HANGU,HANGU,DISTRICT,OVERALL,HOMELESS,2,2,,,1,0
HANGU,HANGU,DISTRICT,OVERALL,TOTAL,525623,258721,266894,8,61163,100
HANGU,HANGU,DISTRICT,RURAL,REGULAR,442019,216330,225685,4,50414,99.97
HANGU,HANGU,DISTRICT,RURAL,INSTITUTIONAL,33,26,7,,12,.02
HANGU,HANGU,DISTRICT,RURAL,HOMELESS,2,2,,,1,0
HANGU,HANGU,DISTRICT,RURAL,TOTAL,442054,216358,225692,4,50427,100
HANGU,HANGU,DISTRICT,URBAN,REGULAR,83546,42344,41198,4,10734,99.98
HANGU,HANGU,DISTRICT,URBAN,INSTITUTIONAL,23,19,4,,2,.02
HANGU,HANGU,DISTRICT,URBAN,HOMELESS,,,,,,0
HANGU,HANGU,DISTRICT,URBAN,TOTAL,83569,42363,41202,4,10736,100
HARIPUR,HARIPUR,DISTRICT,OVERALL,REGULAR,1169308,587813,581450,45,192451,99.89
HARIPUR,HARIPUR,DISTRICT,OVERALL,INSTITUTIONAL,3703,2868,835,,192,.1
HARIPUR,HARIPUR,DISTRICT,OVERALL,HOMELESS,45,31,14,,15,.01
HARIPUR,HARIPUR,DISTRICT,OVERALL,TOTAL,1173056,590712,582299,45,192658,100
HARIPUR,HARIPUR,DISTRICT,RURAL,REGULAR,1023622,515155,508452,15,167945,99.90000000000001
HARIPUR,HARIPUR,DISTRICT,RURAL,INSTITUTIONAL,2030,1547,483,,158,.09
HARIPUR,HARIPUR,DISTRICT,RURAL,HOMELESS,44,30,14,,14,.01
HARIPUR,HARIPUR,DISTRICT,RURAL,TOTAL,1025696,516732,508949,15,168117,100
HARIPUR,HARIPUR,DISTRICT,URBAN,REGULAR,145686,72658,72998,30,24506,99.86
HARIPUR,HARIPUR,DISTRICT,URBAN,INSTITUTIONAL,1673,1321,352,,34,.14
HARIPUR,HARIPUR,DISTRICT,URBAN,HOMELESS,1,1,,,1,0
HARIPUR,HARIPUR,DISTRICT,URBAN,TOTAL,147360,73980,73350,30,24541,100
KARAK,KARAK,DISTRICT,OVERALL,REGULAR,814223,420475,393737,11,95997,99.97
KARAK,KARAK,DISTRICT,OVERALL,INSTITUTIONAL,895,460,435,,24,.02
KARAK,KARAK,DISTRICT,OVERALL,HOMELESS,32,14,18,,5,.01
KARAK,KARAK,DISTRICT,OVERALL,TOTAL,815150,420949,394190,11,96026,100
KARAK,KARAK,DISTRICT,RURAL,REGULAR,756188,390400,365777,11,88061,99.97
KARAK,KARAK,DISTRICT,RURAL,INSTITUTIONAL,893,458,435,,22,.02
KARAK,KARAK,DISTRICT,RURAL,HOMELESS,32,14,18,,5,.01
KARAK,KARAK,DISTRICT,RURAL,TOTAL,757113,390872,366230,11,88088,100
KARAK,KARAK,DISTRICT,URBAN,REGULAR,58035,30075,27960,,7936,99.97
KARAK,KARAK,DISTRICT,URBAN,INSTITUTIONAL,2,2,,,2,.03
KARAK,KARAK,DISTRICT,URBAN,HOMELESS,,,,,,0
KARAK,KARAK,DISTRICT,URBAN,TOTAL,58037,30077,27960,,7938,100
KHYBER,KHYBER,DISTRICT,OVERALL,REGULAR,1145645,597825,547810,10,166805,99.98999999999999
KHYBER,KHYBER,DISTRICT,OVERALL,INSTITUTIONAL,318,295,23,,20,.01
KHYBER,KHYBER,DISTRICT,OVERALL,HOMELESS,19,11,8,,4,0
KHYBER,KHYBER,DISTRICT,OVERALL,TOTAL,1145982,598131,547841,10,166829,100
KHYBER,KHYBER,DISTRICT,RURAL,REGULAR,1051313,548402,502901,10,152977,99.98999999999999
KHYBER,KHYBER,DISTRICT,RURAL,INSTITUTIONAL,72,63,9,,17,.01
KHYBER,KHYBER,DISTRICT,RURAL,HOMELESS,19,11,8,,4,0
KHYBER,KHYBER,DISTRICT,RURAL,TOTAL,1051404,548476,502918,10,152998,100
KHYBER,KHYBER,DISTRICT,URBAN,REGULAR,94332,49423,44909,,13828,99.98
KHYBER,KHYBER,DISTRICT,URBAN,INSTITUTIONAL,246,232,14,,3,.02
KHYBER,KHYBER,DISTRICT,URBAN,HOMELESS,,,,,,0
KHYBER,KHYBER,DISTRICT,URBAN,TOTAL,94578,49655,44923,,13831,100
KOHAT,KOHAT,DISTRICT,OVERALL,REGULAR,1234147,629111,605007,29,169679,99.97
KOHAT,KOHAT,DISTRICT,OVERALL,INSTITUTIONAL,419,407,12,,51,.03
KOHAT,KOHAT,DISTRICT,OVERALL,HOMELESS,13,11,2,,4,0
KOHAT,KOHAT,DISTRICT,OVERALL,TOTAL,1234579,629529,605021,29,169734,100
KOHAT,KOHAT,DISTRICT,RURAL,REGULAR,955729,484706,471014,9,127770,99.98999999999999
KOHAT,KOHAT,DISTRICT,RURAL,INSTITUTIONAL,147,141,6,,12,.01
KOHAT,KOHAT,DISTRICT,RURAL,HOMELESS,4,4,,,3,0
KOHAT,KOHAT,DISTRICT,RURAL,TOTAL,955880,484851,471020,9,127785,100
KOHAT,KOHAT,DISTRICT,URBAN,REGULAR,278418,144405,133993,20,41909,99.90000000000001
KOHAT,KOHAT,DISTRICT,URBAN,INSTITUTIONAL,272,266,6,,39,.09
KOHAT,KOHAT,DISTRICT,URBAN,HOMELESS,9,7,2,,1,0
KOHAT,KOHAT,DISTRICT,URBAN,TOTAL,278699,144678,134001,20,41949,100
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,OVERALL,REGULAR,236694,121723,114969,2,40386,99.98
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,OVERALL,INSTITUTIONAL,26,15,11,,4,.01
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,OVERALL,HOMELESS,6,4,2,,3,.01
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,OVERALL,TOTAL,236726,121742,114982,2,40393,100
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,RURAL,REGULAR,236694,121723,114969,2,40386,99.98
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,RURAL,INSTITUTIONAL,26,15,11,,4,.01
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,RURAL,HOMELESS,6,4,2,,3,.01
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,RURAL,TOTAL,236726,121742,114982,2,40393,100
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,URBAN,REGULAR,,,,,,0
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,URBAN,INSTITUTIONAL,,,,,,0
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,URBAN,HOMELESS,,,,,,0
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,URBAN,TOTAL,,,,,,100
KURRAM,KURRAM,DISTRICT,OVERALL,REGULAR,784956,406530,378411,15,94548,99.97
KURRAM,KURRAM,DISTRICT,OVERALL,INSTITUTIONAL,457,366,91,,20,.02
KURRAM,KURRAM,DISTRICT,OVERALL,HOMELESS,21,18,3,,7,.01
KURRAM,KURRAM,DISTRICT,OVERALL,TOTAL,785434,406914,378505,15,94575,100
KURRAM,KURRAM,DISTRICT,RURAL,REGULAR,739570,382446,357110,14,89810,99.98
KURRAM,KURRAM,DISTRICT,RURAL,INSTITUTIONAL,372,283,89,,14,.02
KURRAM,KURRAM,DISTRICT,RURAL,HOMELESS,21,18,3,,7,.01
KURRAM,KURRAM,DISTRICT,RURAL,TOTAL,739963,382747,357202,14,89831,100
KURRAM,KURRAM,DISTRICT,URBAN,REGULAR,45386,24084,21301,1,4738,99.87
KURRAM,KURRAM,DISTRICT,URBAN,INSTITUTIONAL,85,83,2,,6,.13
KURRAM,KURRAM,DISTRICT,URBAN,HOMELESS,,,,,,0
KURRAM,KURRAM,DISTRICT,URBAN,TOTAL,45471,24167,21303,1,4744,100
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,OVERALL,REGULAR,1031680,521764,509903,13,131801,99.93000000000001
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,OVERALL,INSTITUTIONAL,4282,2983,1299,,85,.06
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,OVERALL,HOMELESS,338,186,152,,8,.01
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,OVERALL,TOTAL,1036300,524933,511354,13,131894,100
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,RURAL,REGULAR,931392,471206,460174,12,117907,99.95
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,RURAL,INSTITUTIONAL,2637,1885,752,,55,.05
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,RURAL,HOMELESS,333,182,151,,6,.01
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,RURAL,TOTAL,934362,473273,461077,12,117968,100
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,URBAN,REGULAR,100288,50558,49729,1,13894,99.77
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,URBAN,INSTITUTIONAL,1645,1098,547,,30,.22
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,URBAN,HOMELESS,5,4,1,,2,.01
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,URBAN,TOTAL,101938,51660,50277,1,13926,100
LOWER CHITRAL,LOWER CHITRAL,DISTRICT,OVERALL,REGULAR,317963,162369,155594,,46028,99.95
LOWER CHITRAL,LOWER CHITRAL,DISTRICT,OVERALL,INSTITUTIONAL,232,156,76,,21,.05
LOWER CHITRAL,LOWER CHITRAL,DISTRICT,OVERALL,HOMELESS,39,16,23,,1,0
LOWER CHITRAL,LOWER CHITRAL,DISTRICT,OVERALL,TOTAL,318234,162541,155693,,46050,100
