name_admin_unit,part_of_district,admin_unit,age_group,nationality,overall_all_sexes,rural_all_sexes,urban_all_sexes,overall_female,rural_female,urban_female,overall_male,rural_male,urban_male,overall_tgend,rural_tgend,urban_tgend
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,10 - 14,BENGALI,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,10 - 14,CHINESE,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,10 - 14,OTHERS,57,57,,23,23,,34,34,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,10 - 14,PAKISTANI,42982,42982,,20467,20467,,22511,22511,,4,4,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,15 - 19,AFGHANI,19,19,,9,9,,10,10,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,15 - 19,BENGALI,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,15 - 19,CHINESE,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,15 - 19,OTHERS,119,119,,62,62,,57,57,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,15 - 19,PAKISTANI,33367,33367,,16029,16029,,17335,17335,,3,3,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,20 - 24,AFGHANI,5,5,,2,2,,3,3,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,20 - 24,BENGALI,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,20 - 24,CHINESE,1,1,,,,,1,1,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,20 - 24,OTHERS,73,73,,36,36,,37,37,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,20 - 24,PAKISTANI,20915,20915,,10726,10726,,10187,10187,,2,2,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,25 - 29,AFGHANI,9,9,,3,3,,6,6,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,25 - 29,BENGALI,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,25 - 29,CHINESE,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,25 - 29,OTHERS,48,48,,27,27,,21,21,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,25 - 29,PAKISTANI,16299,16299,,8270,8270,,8027,8027,,2,2,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,30 - 34,AFGHANI,5,5,,1,1,,4,4,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,30 - 34,BENGALI,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,30 - 34,CHINESE,1,1,,,,,1,1,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,30 - 34,OTHERS,37,37,,25,25,,12,12,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,30 - 34,PAKISTANI,12631,12631,,6701,6701,,5930,5930,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,35 - 39,AFGHANI,3,3,,2,2,,1,1,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,35 - 39,BENGALI,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,35 - 39,CHINESE,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,35 - 39,OTHERS,39,39,,22,22,,17,17,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,35 - 39,PAKISTANI,11042,11042,,5577,5577,,5465,5465,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,40 - 44,AFGHANI,3,3,,1,1,,2,2,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,40 - 44,BENGALI,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,40 - 44,CHINESE,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,40 - 44,OTHERS,11,11,,7,7,,4,4,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,40 - 44,PAKISTANI,8614,8614,,4439,4439,,4175,4175,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,45 - 49,AFGHANI,4,4,,3,3,,1,1,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,45 - 49,BENGALI,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,45 - 49,CHINESE,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,45 - 49,OTHERS,16,16,,10,10,,6,6,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,45 - 49,PAKISTANI,6817,6817,,3310,3310,,3507,3507,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,50 - 54,AFGHANI,2,2,,1,1,,1,1,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,50 - 54,BENGALI,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,50 - 54,CHINESE,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,50 - 54,OTHERS,22,22,,13,13,,9,9,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,50 - 54,PAKISTANI,4433,4433,,2059,2059,,2374,2374,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,55 - 59,AFGHANI,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,55 - 59,BENGALI,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,55 - 59,CHINESE,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,55 - 59,OTHERS,14,14,,8,8,,6,6,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,55 - 59,PAKISTANI,3174,3174,,1487,1487,,1687,1687,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,60 - 64,AFGHANI,3,3,,,,,3,3,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,60 - 64,BENGALI,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,60 - 64,CHINESE,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,60 - 64,OTHERS,2,2,,1,1,,1,1,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,60 - 64,PAKISTANI,2548,2548,,1091,1091,,1457,1457,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,65 - 69,AFGHANI,1,1,,1,1,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,65 - 69,BENGALI,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,65 - 69,CHINESE,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,65 - 69,OTHERS,2,2,,,,,2,2,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,65 - 69,PAKISTANI,1565,1565,,647,647,,918,918,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,70 - 74,AFGHANI,1,1,,1,1,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,70 - 74,BENGALI,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,70 - 74,CHINESE,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,70 - 74,OTHERS,2,2,,1,1,,1,1,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,70 - 74,PAKISTANI,1308,1308,,554,554,,754,754,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,75 & ABOVE,AFGHANI,1,1,,,,,1,1,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,75 & ABOVE,BENGALI,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,75 & ABOVE,CHINESE,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,75 & ABOVE,OTHERS,7,7,,3,3,,4,4,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,75 & ABOVE,PAKISTANI,1374,1374,,514,514,,860,860,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,ALL AGES,AFGHANI,85,85,,38,38,,47,47,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,ALL AGES,BENGALI,,,,,,,,,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,ALL AGES,CHINESE,4,4,,,,,4,4,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,ALL AGES,OTHERS,638,638,,327,327,,311,311,,,,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,ALL AGES,PAKISTANI,302578,302578,,146897,146897,,155670,155670,,11,11,
MALAKAND,MALAKAND,DISTRICT,00 - 04,AFGHANI,1230,884,346,633,468,165,597,416,181,,,
MALAKAND,MALAKAND,DISTRICT,00 - 04,BENGALI,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,00 - 04,CHINESE,1,1,,,,,1,1,,,,
MALAKAND,MALAKAND,DISTRICT,00 - 04,OTHERS,50,48,2,28,27,1,22,21,1,,,
MALAKAND,MALAKAND,DISTRICT,00 - 04,PAKISTANI,126579,116082,10497,60698,55626,5072,65881,60456,5425,,,
MALAKAND,MALAKAND,DISTRICT,05 - 09,AFGHANI,1404,1045,359,692,524,168,712,521,191,,,
MALAKAND,MALAKAND,DISTRICT,05 - 09,BENGALI,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,05 - 09,CHINESE,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,05 - 09,OTHERS,32,30,2,20,20,,12,10,2,,,
MALAKAND,MALAKAND,DISTRICT,05 - 09,PAKISTANI,115328,105654,9674,55675,50911,4764,59653,54743,4910,,,
MALAKAND,MALAKAND,DISTRICT,10 - 14,AFGHANI,1208,845,363,581,407,174,627,438,189,,,
MALAKAND,MALAKAND,DISTRICT,10 - 14,BENGALI,2,1,1,1,1,,1,,1,,,
MALAKAND,MALAKAND,DISTRICT,10 - 14,CHINESE,1,,1,,,,1,,1,,,
MALAKAND,MALAKAND,DISTRICT,10 - 14,OTHERS,32,31,1,9,8,1,23,23,,,,
MALAKAND,MALAKAND,DISTRICT,10 - 14,PAKISTANI,103157,93974,9183,48588,44243,4345,54567,49731,4836,2,,2
MALAKAND,MALAKAND,DISTRICT,15 - 19,AFGHANI,983,686,297,470,331,139,513,355,158,,,
MALAKAND,MALAKAND,DISTRICT,15 - 19,BENGALI,2,2,,2,2,,,,,,,
MALAKAND,MALAKAND,DISTRICT,15 - 19,CHINESE,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,15 - 19,OTHERS,18,18,,10,10,,8,8,,,,
MALAKAND,MALAKAND,DISTRICT,15 - 19,PAKISTANI,85618,78294,7324,40463,36985,3478,45149,41305,3844,6,4,2
MALAKAND,MALAKAND,DISTRICT,20 - 24,AFGHANI,851,609,242,402,287,115,449,322,127,,,
MALAKAND,MALAKAND,DISTRICT,20 - 24,BENGALI,1,,1,,,,1,,1,,,
MALAKAND,MALAKAND,DISTRICT,20 - 24,CHINESE,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,20 - 24,OTHERS,29,28,1,24,24,,5,4,1,,,
MALAKAND,MALAKAND,DISTRICT,20 - 24,PAKISTANI,69943,63746,6197,35923,32836,3087,34020,30910,3110,,,
MALAKAND,MALAKAND,DISTRICT,25 - 29,AFGHANI,647,483,164,309,233,76,338,250,88,,,
MALAKAND,MALAKAND,DISTRICT,25 - 29,BENGALI,1,,1,,,,1,,1,,,
MALAKAND,MALAKAND,DISTRICT,25 - 29,CHINESE,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,25 - 29,OTHERS,21,21,,15,15,,6,6,,,,
MALAKAND,MALAKAND,DISTRICT,25 - 29,PAKISTANI,59060,53691,5369,32072,29281,2791,26987,24409,2578,1,1,
MALAKAND,MALAKAND,DISTRICT,30 - 34,AFGHANI,421,309,112,221,165,56,199,144,55,1,,1
MALAKAND,MALAKAND,DISTRICT,30 - 34,BENGALI,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,30 - 34,CHINESE,1,,1,1,,1,,,,,,
MALAKAND,MALAKAND,DISTRICT,30 - 34,OTHERS,27,25,2,17,16,1,10,9,1,,,
MALAKAND,MALAKAND,DISTRICT,30 - 34,PAKISTANI,52952,48368,4584,28618,26176,2442,24333,22191,2142,1,1,
MALAKAND,MALAKAND,DISTRICT,35 - 39,AFGHANI,431,308,123,212,150,62,219,158,61,,,
MALAKAND,MALAKAND,DISTRICT,35 - 39,BENGALI,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,35 - 39,CHINESE,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,35 - 39,OTHERS,15,15,,10,10,,5,5,,,,
MALAKAND,MALAKAND,DISTRICT,35 - 39,PAKISTANI,47203,42927,4276,23807,21706,2101,23395,21221,2174,1,,1
MALAKAND,MALAKAND,DISTRICT,40 - 44,AFGHANI,344,225,119,162,106,56,182,119,63,,,
MALAKAND,MALAKAND,DISTRICT,40 - 44,BENGALI,2,1,1,1,1,,1,,1,,,
MALAKAND,MALAKAND,DISTRICT,40 - 44,CHINESE,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,40 - 44,OTHERS,16,14,2,10,8,2,6,6,,,,
MALAKAND,MALAKAND,DISTRICT,40 - 44,PAKISTANI,37861,34222,3639,18605,16975,1630,19256,17247,2009,,,
MALAKAND,MALAKAND,DISTRICT,45 - 49,AFGHANI,251,163,88,111,75,36,140,88,52,,,
MALAKAND,MALAKAND,DISTRICT,45 - 49,BENGALI,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,45 - 49,CHINESE,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,45 - 49,OTHERS,16,15,1,10,10,,6,5,1,,,
MALAKAND,MALAKAND,DISTRICT,45 - 49,PAKISTANI,29782,27154,2628,14469,13270,1199,15313,13884,1429,,,
MALAKAND,MALAKAND,DISTRICT,50 - 54,AFGHANI,158,113,45,69,55,14,89,58,31,,,
MALAKAND,MALAKAND,DISTRICT,50 - 54,BENGALI,2,,2,,,,2,,2,,,
MALAKAND,MALAKAND,DISTRICT,50 - 54,CHINESE,2,,2,,,,2,,2,,,
MALAKAND,MALAKAND,DISTRICT,50 - 54,OTHERS,17,17,,13,13,,4,4,,,,
MALAKAND,MALAKAND,DISTRICT,50 - 54,PAKISTANI,25399,22983,2416,12090,11092,998,13309,11891,1418,,,
MALAKAND,MALAKAND,DISTRICT,55 - 59,AFGHANI,141,97,44,73,58,15,68,39,29,,,
MALAKAND,MALAKAND,DISTRICT,55 - 59,BENGALI,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,55 - 59,CHINESE,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,55 - 59,OTHERS,9,8,1,5,5,,4,3,1,,,
MALAKAND,MALAKAND,DISTRICT,55 - 59,PAKISTANI,19655,18001,1654,8897,8215,682,10758,9786,972,,,
MALAKAND,MALAKAND,DISTRICT,60 - 64,AFGHANI,122,94,28,53,38,15,69,56,13,,,
MALAKAND,MALAKAND,DISTRICT,60 - 64,BENGALI,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,60 - 64,CHINESE,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,60 - 64,OTHERS,5,5,,1,1,,4,4,,,,
MALAKAND,MALAKAND,DISTRICT,60 - 64,PAKISTANI,15757,14397,1360,6773,6230,543,8984,8167,817,,,
MALAKAND,MALAKAND,DISTRICT,65 - 69,AFGHANI,73,56,17,24,22,2,49,34,15,,,
MALAKAND,MALAKAND,DISTRICT,65 - 69,BENGALI,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,65 - 69,CHINESE,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,65 - 69,OTHERS,2,2,,1,1,,1,1,,,,
MALAKAND,MALAKAND,DISTRICT,65 - 69,PAKISTANI,11483,10546,937,5095,4691,404,6388,5855,533,,,
MALAKAND,MALAKAND,DISTRICT,70 - 74,AFGHANI,50,26,24,18,10,8,32,16,16,,,
MALAKAND,MALAKAND,DISTRICT,70 - 74,BENGALI,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,70 - 74,CHINESE,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,70 - 74,OTHERS,2,2,,1,1,,1,1,,,,
MALAKAND,MALAKAND,DISTRICT,70 - 74,PAKISTANI,8487,7811,676,3596,3320,276,4891,4491,400,,,
MALAKAND,MALAKAND,DISTRICT,75 & ABOVE,AFGHANI,57,43,14,22,16,6,35,27,8,,,
MALAKAND,MALAKAND,DISTRICT,75 & ABOVE,BENGALI,,,,,,,,,,,,
MALAKAND,MALAKAND,DISTRICT,75 & ABOVE,CHINESE,1,,1,,,,1,,1,,,
MALAKAND,MALAKAND,DISTRICT,75 & ABOVE,OTHERS,4,4,,4,4,,,,,,,
MALAKAND,MALAKAND,DISTRICT,75 & ABOVE,PAKISTANI,8431,7728,703,3387,3142,245,5044,4586,458,,,
MALAKAND,MALAKAND,DISTRICT,ALL AGES,AFGHANI,8371,5986,2385,4052,2945,1107,4318,3041,1277,1,,1
MALAKAND,MALAKAND,DISTRICT,ALL AGES,BENGALI,10,4,6,4,4,,6,,6,,,
MALAKAND,MALAKAND,DISTRICT,ALL AGES,CHINESE,6,1,5,1,,1,5,1,4,,,
MALAKAND,MALAKAND,DISTRICT,ALL AGES,OTHERS,295,283,12,178,173,5,117,110,7,,,
MALAKAND,MALAKAND,DISTRICT,ALL AGES,PAKISTANI,816695,745578,71117,398756,364699,34057,417928,380873,37055,11,6,5
MANSEHRA,MANSEHRA,DISTRICT,00 - 04,AFGHANI,6953,5767,1186,3344,2758,586,3609,3009,600,,,
MANSEHRA,MANSEHRA,DISTRICT,00 - 04,BENGALI,1,1,,,,,1,1,,,,
MANSEHRA,MANSEHRA,DISTRICT,00 - 04,CHINESE,1,1,,,,,1,1,,,,
MANSEHRA,MANSEHRA,DISTRICT,00 - 04,OTHERS,381,369,12,177,169,8,204,200,4,,,
MANSEHRA,MANSEHRA,DISTRICT,00 - 04,PAKISTANI,231267,215103,16164,112028,104240,7788,119239,110863,8376,,,
MANSEHRA,MANSEHRA,DISTRICT,05 - 09,AFGHANI,7450,6124,1326,3593,2918,675,3857,3206,651,,,
MANSEHRA,MANSEHRA,DISTRICT,05 - 09,BENGALI,1,1,,,,,1,1,,,,
MANSEHRA,MANSEHRA,DISTRICT,05 - 09,CHINESE,1,1,,,,,1,1,,,,
MANSEHRA,MANSEHRA,DISTRICT,05 - 09,OTHERS,337,328,9,177,176,1,160,152,8,,,
MANSEHRA,MANSEHRA,DISTRICT,05 - 09,PAKISTANI,232593,215786,16807,113080,105049,8031,119513,110737,8776,,,
MANSEHRA,MANSEHRA,DISTRICT,10 - 14,AFGHANI,6516,5280,1236,3118,2546,572,3398,2734,664,,,
MANSEHRA,MANSEHRA,DISTRICT,10 - 14,BENGALI,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,10 - 14,CHINESE,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,10 - 14,OTHERS,271,260,11,127,123,4,144,137,7,,,
MANSEHRA,MANSEHRA,DISTRICT,10 - 14,PAKISTANI,216454,199111,17343,104371,96230,8141,112080,102878,9202,3,3,
MANSEHRA,MANSEHRA,DISTRICT,15 - 19,AFGHANI,4968,4019,949,2345,1896,449,2623,2123,500,,,
MANSEHRA,MANSEHRA,DISTRICT,15 - 19,BENGALI,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,15 - 19,CHINESE,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,15 - 19,OTHERS,232,227,5,131,130,1,101,97,4,,,
MANSEHRA,MANSEHRA,DISTRICT,15 - 19,PAKISTANI,182805,167534,15271,89114,81835,7279,93684,85692,7992,7,7,
MANSEHRA,MANSEHRA,DISTRICT,20 - 24,AFGHANI,4369,3559,810,2145,1760,385,2224,1799,425,,,
MANSEHRA,MANSEHRA,DISTRICT,20 - 24,BENGALI,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,20 - 24,CHINESE,1,1,,,,,1,1,,,,
MANSEHRA,MANSEHRA,DISTRICT,20 - 24,OTHERS,274,262,12,172,165,7,102,97,5,,,
MANSEHRA,MANSEHRA,DISTRICT,20 - 24,PAKISTANI,146093,133165,12928,72703,66290,6413,73381,66872,6509,9,3,6
MANSEHRA,MANSEHRA,DISTRICT,25 - 29,AFGHANI,3296,2677,619,1620,1325,295,1676,1352,324,,,
MANSEHRA,MANSEHRA,DISTRICT,25 - 29,BENGALI,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,25 - 29,CHINESE,1,1,,1,1,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,25 - 29,OTHERS,248,239,9,147,139,8,101,100,1,,,
MANSEHRA,MANSEHRA,DISTRICT,25 - 29,PAKISTANI,128415,117082,11333,66428,60532,5896,61966,56543,5423,21,7,14
MANSEHRA,MANSEHRA,DISTRICT,30 - 34,AFGHANI,2425,1965,460,1257,1017,240,1168,948,220,,,
MANSEHRA,MANSEHRA,DISTRICT,30 - 34,BENGALI,1,1,,1,1,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,30 - 34,CHINESE,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,30 - 34,OTHERS,232,224,8,139,135,4,93,89,4,,,
MANSEHRA,MANSEHRA,DISTRICT,30 - 34,PAKISTANI,113967,103801,10166,60545,55194,5351,53401,48602,4799,21,5,16
MANSEHRA,MANSEHRA,DISTRICT,35 - 39,AFGHANI,2147,1769,378,1047,867,180,1100,902,198,,,
MANSEHRA,MANSEHRA,DISTRICT,35 - 39,BENGALI,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,35 - 39,CHINESE,1,1,,,,,1,1,,,,
MANSEHRA,MANSEHRA,DISTRICT,35 - 39,OTHERS,208,202,6,129,126,3,79,76,3,,,
MANSEHRA,MANSEHRA,DISTRICT,35 - 39,PAKISTANI,106258,96260,9998,55044,49858,5186,51202,46399,4803,12,3,9
MANSEHRA,MANSEHRA,DISTRICT,40 - 44,AFGHANI,1679,1362,317,791,650,141,888,712,176,,,
MANSEHRA,MANSEHRA,DISTRICT,40 - 44,BENGALI,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,40 - 44,CHINESE,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,40 - 44,OTHERS,169,162,7,95,93,2,74,69,5,,,
MANSEHRA,MANSEHRA,DISTRICT,40 - 44,PAKISTANI,89407,80988,8419,44521,40372,4149,44876,40611,4265,10,5,5
MANSEHRA,MANSEHRA,DISTRICT,45 - 49,AFGHANI,1407,1159,248,672,563,109,735,596,139,,,
MANSEHRA,MANSEHRA,DISTRICT,45 - 49,BENGALI,1,1,,,,,1,1,,,,
MANSEHRA,MANSEHRA,DISTRICT,45 - 49,CHINESE,1,1,,,,,1,1,,,,
MANSEHRA,MANSEHRA,DISTRICT,45 - 49,OTHERS,156,148,8,89,86,3,67,62,5,,,
MANSEHRA,MANSEHRA,DISTRICT,45 - 49,PAKISTANI,69377,62411,6966,34596,31199,3397,34776,31212,3564,5,,5
MANSEHRA,MANSEHRA,DISTRICT,50 - 54,AFGHANI,967,776,191,460,376,84,507,400,107,,,
MANSEHRA,MANSEHRA,DISTRICT,50 - 54,BENGALI,2,2,,1,1,,1,1,,,,
MANSEHRA,MANSEHRA,DISTRICT,50 - 54,CHINESE,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,50 - 54,OTHERS,115,109,6,71,66,5,44,43,1,,,
MANSEHRA,MANSEHRA,DISTRICT,50 - 54,PAKISTANI,61779,55863,5916,30905,28046,2859,30863,27812,3051,11,5,6
MANSEHRA,MANSEHRA,DISTRICT,55 - 59,AFGHANI,700,584,116,348,292,56,352,292,60,,,
MANSEHRA,MANSEHRA,DISTRICT,55 - 59,BENGALI,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,55 - 59,CHINESE,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,55 - 59,OTHERS,93,89,4,51,48,3,42,41,1,,,
MANSEHRA,MANSEHRA,DISTRICT,55 - 59,PAKISTANI,50161,45409,4752,23921,21612,2309,26237,23794,2443,3,3,
MANSEHRA,MANSEHRA,DISTRICT,60 - 64,AFGHANI,586,499,87,262,223,39,324,276,48,,,
MANSEHRA,MANSEHRA,DISTRICT,60 - 64,BENGALI,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,60 - 64,CHINESE,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,60 - 64,OTHERS,75,72,3,44,41,3,31,31,,,,
MANSEHRA,MANSEHRA,DISTRICT,60 - 64,PAKISTANI,38502,34684,3818,17115,15471,1644,21386,19213,2173,1,,1
MANSEHRA,MANSEHRA,DISTRICT,65 - 69,AFGHANI,403,348,55,204,176,28,199,172,27,,,
MANSEHRA,MANSEHRA,DISTRICT,65 - 69,BENGALI,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,65 - 69,CHINESE,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,65 - 69,OTHERS,51,50,1,28,28,,23,22,1,,,
MANSEHRA,MANSEHRA,DISTRICT,65 - 69,PAKISTANI,28162,25444,2718,12465,11332,1133,15695,14110,1585,2,2,
MANSEHRA,MANSEHRA,DISTRICT,70 - 74,AFGHANI,261,229,32,95,86,9,166,143,23,,,
MANSEHRA,MANSEHRA,DISTRICT,70 - 74,BENGALI,1,1,,,,,1,1,,,,
MANSEHRA,MANSEHRA,DISTRICT,70 - 74,CHINESE,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,70 - 74,OTHERS,63,61,2,31,31,,32,30,2,,,
MANSEHRA,MANSEHRA,DISTRICT,70 - 74,PAKISTANI,22233,20416,1817,10202,9482,720,12030,10934,1096,1,,1
MANSEHRA,MANSEHRA,DISTRICT,75 & ABOVE,AFGHANI,265,221,44,112,98,14,153,123,30,,,
MANSEHRA,MANSEHRA,DISTRICT,75 & ABOVE,BENGALI,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,75 & ABOVE,CHINESE,,,,,,,,,,,,
MANSEHRA,MANSEHRA,DISTRICT,75 & ABOVE,OTHERS,61,61,,33,33,,28,28,,,,
MANSEHRA,MANSEHRA,DISTRICT,75 & ABOVE,PAKISTANI,24780,23020,1760,10882,10143,739,13897,12877,1020,1,,1
MANSEHRA,MANSEHRA,DISTRICT,ALL AGES,AFGHANI,44392,36338,8054,21413,17551,3862,22979,18787,4192,,,
MANSEHRA,MANSEHRA,DISTRICT,ALL AGES,BENGALI,7,7,,2,2,,5,5,,,,
MANSEHRA,MANSEHRA,DISTRICT,ALL AGES,CHINESE,6,6,,1,1,,5,5,,,,
MANSEHRA,MANSEHRA,DISTRICT,ALL AGES,OTHERS,2966,2863,103,1641,1589,52,1325,1274,51,,,
MANSEHRA,MANSEHRA,DISTRICT,ALL AGES,PAKISTANI,1742253,1596077,146176,857920,786885,71035,884226,809149,75077,107,43,64
