name_admin_unit,part_of_district,admin_unit,age_group,nationality,overall_all_sexes,rural_all_sexes,urban_all_sexes,overall_female,rural_female,urban_female,overall_male,rural_male,urban_male,overall_tgend,rural_tgend,urban_tgend
ABBOTTABAD,ABBOTTABAD,DISTRICT,00 - 04,AFGHANI,2727,1413,1314,1366,709,657,1361,704,657,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,00 - 04,BENGALI,1,1,,1,1,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,00 - 04,CHINESE,1,1,,1,1,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,00 - 04,OTHERS,153,113,40,82,65,17,71,48,23,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,00 - 04,PAKISTANI,163723,130956,32767,81391,65073,16318,82332,65883,16449,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,05 - 09,AFGHANI,2869,1564,1305,1379,749,630,1490,815,675,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,05 - 09,BENGALI,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,05 - 09,CHINESE,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,05 - 09,OTHERS,113,82,31,58,44,14,55,38,17,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,05 - 09,PAKISTANI,164687,130797,33890,81952,65189,16763,82735,65608,17127,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,10 - 14,AFGHANI,2559,1401,1158,1286,721,565,1273,680,593,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,10 - 14,BENGALI,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,10 - 14,CHINESE,1,1,,1,1,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,10 - 14,OTHERS,82,58,24,50,38,12,32,20,12,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,10 - 14,PAKISTANI,156990,122259,34731,77876,61002,16874,79113,61256,17857,1,1,
ABBOTTABAD,ABBOTTABAD,DISTRICT,15 - 19,AFGHANI,2172,1178,994,1065,573,492,1106,605,501,1,,1
ABBOTTABAD,ABBOTTABAD,DISTRICT,15 - 19,BENGALI,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,15 - 19,CHINESE,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,15 - 19,OTHERS,62,44,18,29,20,9,33,24,9,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,15 - 19,PAKISTANI,135762,104771,30991,67139,52114,15025,68616,52655,15961,7,2,5
ABBOTTABAD,ABBOTTABAD,DISTRICT,20 - 24,AFGHANI,1699,869,830,838,439,399,861,430,431,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,20 - 24,BENGALI,1,,1,1,,1,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,20 - 24,CHINESE,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,20 - 24,OTHERS,94,68,26,66,48,18,27,20,7,1,,1
ABBOTTABAD,ABBOTTABAD,DISTRICT,20 - 24,PAKISTANI,117336,89832,27504,58300,44611,13689,59011,45218,13793,25,3,22
ABBOTTABAD,ABBOTTABAD,DISTRICT,25 - 29,AFGHANI,1303,645,658,615,307,308,688,338,350,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,25 - 29,BENGALI,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,25 - 29,CHINESE,2,2,,1,1,,1,1,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,25 - 29,OTHERS,94,77,17,57,47,10,37,30,7,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,25 - 29,PAKISTANI,105541,82671,22870,54578,42636,11942,50950,40034,10916,13,1,12
ABBOTTABAD,ABBOTTABAD,DISTRICT,30 - 34,AFGHANI,920,488,432,461,258,203,459,230,229,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,30 - 34,BENGALI,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,30 - 34,CHINESE,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,30 - 34,OTHERS,108,85,23,72,59,13,36,26,10,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,30 - 34,PAKISTANI,96121,75182,20939,50298,39298,11000,45808,35881,9927,15,3,12
ABBOTTABAD,ABBOTTABAD,DISTRICT,35 - 39,AFGHANI,837,433,404,409,218,191,428,215,213,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,35 - 39,BENGALI,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,35 - 39,CHINESE,2,2,,1,1,,1,1,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,35 - 39,OTHERS,93,73,20,58,46,12,35,27,8,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,35 - 39,PAKISTANI,92384,71329,21055,47456,36542,10914,44920,34786,10134,8,1,7
ABBOTTABAD,ABBOTTABAD,DISTRICT,40 - 44,AFGHANI,730,396,334,373,202,171,357,194,163,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,40 - 44,BENGALI,3,2,1,2,2,,1,,1,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,40 - 44,CHINESE,1,1,,1,1,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,40 - 44,OTHERS,60,45,15,42,31,11,18,14,4,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,40 - 44,PAKISTANI,80612,61786,18826,39681,30219,9462,40921,31564,9357,10,3,7
ABBOTTABAD,ABBOTTABAD,DISTRICT,45 - 49,AFGHANI,546,297,249,247,123,124,299,174,125,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,45 - 49,BENGALI,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,45 - 49,CHINESE,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,45 - 49,OTHERS,66,48,18,36,26,10,30,22,8,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,45 - 49,PAKISTANI,63685,48370,15315,30846,23482,7364,32833,24887,7946,6,1,5
ABBOTTABAD,ABBOTTABAD,DISTRICT,50 - 54,AFGHANI,415,210,205,167,87,80,248,123,125,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,50 - 54,BENGALI,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,50 - 54,CHINESE,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,50 - 54,OTHERS,46,33,13,27,22,5,19,11,8,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,50 - 54,PAKISTANI,53656,41357,12299,26463,20623,5840,27185,20730,6455,8,4,4
ABBOTTABAD,ABBOTTABAD,DISTRICT,55 - 59,AFGHANI,303,154,149,158,85,73,145,69,76,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,55 - 59,BENGALI,1,,1,1,,1,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,55 - 59,CHINESE,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,55 - 59,OTHERS,44,38,6,28,25,3,16,13,3,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,55 - 59,PAKISTANI,44660,34875,9785,22062,17375,4687,22592,17498,5094,6,2,4
ABBOTTABAD,ABBOTTABAD,DISTRICT,60 - 64,AFGHANI,243,121,122,103,48,55,140,73,67,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,60 - 64,BENGALI,1,1,,1,1,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,60 - 64,CHINESE,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,60 - 64,OTHERS,26,22,4,13,12,1,13,10,3,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,60 - 64,PAKISTANI,36303,28343,7960,16577,13124,3453,19726,15219,4507,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,65 - 69,AFGHANI,148,84,64,58,34,24,90,50,40,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,65 - 69,BENGALI,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,65 - 69,CHINESE,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,65 - 69,OTHERS,20,11,9,12,5,7,8,6,2,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,65 - 69,PAKISTANI,25950,20394,5556,12098,9682,2416,13852,10712,3140,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,70 - 74,AFGHANI,114,63,51,46,28,18,68,35,33,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,70 - 74,BENGALI,1,,1,,,,1,,1,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,70 - 74,CHINESE,1,,1,1,,1,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,70 - 74,OTHERS,24,14,10,12,8,4,12,6,6,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,70 - 74,PAKISTANI,20488,16528,3960,9644,7911,1733,10843,8617,2226,1,,1
ABBOTTABAD,ABBOTTABAD,DISTRICT,75 & ABOVE,AFGHANI,119,63,56,50,27,23,69,36,33,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,75 & ABOVE,BENGALI,1,1,,1,1,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,75 & ABOVE,CHINESE,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,75 & ABOVE,OTHERS,25,20,5,11,9,2,14,11,3,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,75 & ABOVE,PAKISTANI,20858,17016,3842,9929,8227,1702,10927,8787,2140,2,2,
ABBOTTABAD,ABBOTTABAD,DISTRICT,ALL AGES,AFGHANI,17704,9379,8325,8621,4608,4013,9082,4771,4311,1,,1
ABBOTTABAD,ABBOTTABAD,DISTRICT,ALL AGES,BENGALI,9,5,4,7,5,2,2,,2,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,ALL AGES,CHINESE,8,7,1,6,5,1,2,2,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,ALL AGES,OTHERS,1110,831,279,653,505,148,456,326,130,1,,1
ABBOTTABAD,ABBOTTABAD,DISTRICT,ALL AGES,PAKISTANI,1378756,1076466,302290,686290,537108,149182,692364,539335,153029,102,23,79
BAJAUR,BAJAUR,DISTRICT,00 - 04,AFGHANI,115,115,,57,57,,58,58,,,,
BAJAUR,BAJAUR,DISTRICT,00 - 04,BENGALI,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,00 - 04,CHINESE,1,1,,1,1,,,,,,,
BAJAUR,BAJAUR,DISTRICT,00 - 04,OTHERS,94,94,,42,42,,52,52,,,,
BAJAUR,BAJAUR,DISTRICT,00 - 04,PAKISTANI,237592,237592,,118076,118076,,119516,119516,,,,
BAJAUR,BAJAUR,DISTRICT,05 - 09,AFGHANI,105,105,,62,62,,43,43,,,,
BAJAUR,BAJAUR,DISTRICT,05 - 09,BENGALI,1,1,,,,,1,1,,,,
BAJAUR,BAJAUR,DISTRICT,05 - 09,CHINESE,1,1,,,,,1,1,,,,
BAJAUR,BAJAUR,DISTRICT,05 - 09,OTHERS,95,95,,46,46,,49,49,,,,
BAJAUR,BAJAUR,DISTRICT,05 - 09,PAKISTANI,228050,228050,,112920,112920,,115130,115130,,,,
BAJAUR,BAJAUR,DISTRICT,10 - 14,AFGHANI,83,83,,50,50,,33,33,,,,
BAJAUR,BAJAUR,DISTRICT,10 - 14,BENGALI,3,3,,2,2,,1,1,,,,
BAJAUR,BAJAUR,DISTRICT,10 - 14,CHINESE,1,1,,,,,1,1,,,,
BAJAUR,BAJAUR,DISTRICT,10 - 14,OTHERS,53,53,,28,28,,25,25,,,,
BAJAUR,BAJAUR,DISTRICT,10 - 14,PAKISTANI,177347,177347,,87642,87642,,89701,89701,,4,4,
BAJAUR,BAJAUR,DISTRICT,15 - 19,AFGHANI,60,60,,28,28,,32,32,,,,
BAJAUR,BAJAUR,DISTRICT,15 - 19,BENGALI,1,1,,,,,1,1,,,,
BAJAUR,BAJAUR,DISTRICT,15 - 19,CHINESE,1,1,,,,,1,1,,,,
BAJAUR,BAJAUR,DISTRICT,15 - 19,OTHERS,39,39,,22,22,,17,17,,,,
BAJAUR,BAJAUR,DISTRICT,15 - 19,PAKISTANI,124832,124832,,61473,61473,,63354,63354,,5,5,
BAJAUR,BAJAUR,DISTRICT,20 - 24,AFGHANI,57,57,,33,33,,24,24,,,,
BAJAUR,BAJAUR,DISTRICT,20 - 24,BENGALI,1,1,,,,,1,1,,,,
BAJAUR,BAJAUR,DISTRICT,20 - 24,CHINESE,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,20 - 24,OTHERS,55,55,,39,39,,16,16,,,,
BAJAUR,BAJAUR,DISTRICT,20 - 24,PAKISTANI,101986,101986,,51245,51245,,50738,50738,,3,3,
BAJAUR,BAJAUR,DISTRICT,25 - 29,AFGHANI,54,54,,28,28,,26,26,,,,
BAJAUR,BAJAUR,DISTRICT,25 - 29,BENGALI,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,25 - 29,CHINESE,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,25 - 29,OTHERS,34,34,,18,18,,16,16,,,,
BAJAUR,BAJAUR,DISTRICT,25 - 29,PAKISTANI,85899,85899,,42922,42922,,42975,42975,,2,2,
BAJAUR,BAJAUR,DISTRICT,30 - 34,AFGHANI,44,44,,24,24,,20,20,,,,
BAJAUR,BAJAUR,DISTRICT,30 - 34,BENGALI,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,30 - 34,CHINESE,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,30 - 34,OTHERS,35,35,,23,23,,12,12,,,,
BAJAUR,BAJAUR,DISTRICT,30 - 34,PAKISTANI,78105,78105,,39225,39225,,38880,38880,,,,
BAJAUR,BAJAUR,DISTRICT,35 - 39,AFGHANI,26,26,,10,10,,16,16,,,,
BAJAUR,BAJAUR,DISTRICT,35 - 39,BENGALI,1,1,,,,,1,1,,,,
BAJAUR,BAJAUR,DISTRICT,35 - 39,CHINESE,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,35 - 39,OTHERS,26,26,,14,14,,12,12,,,,
BAJAUR,BAJAUR,DISTRICT,35 - 39,PAKISTANI,61332,61332,,28415,28415,,32917,32917,,,,
BAJAUR,BAJAUR,DISTRICT,40 - 44,AFGHANI,23,23,,13,13,,10,10,,,,
BAJAUR,BAJAUR,DISTRICT,40 - 44,BENGALI,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,40 - 44,CHINESE,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,40 - 44,OTHERS,20,20,,12,12,,8,8,,,,
BAJAUR,BAJAUR,DISTRICT,40 - 44,PAKISTANI,46393,46393,,23006,23006,,23387,23387,,,,
BAJAUR,BAJAUR,DISTRICT,45 - 49,AFGHANI,20,20,,11,11,,9,9,,,,
BAJAUR,BAJAUR,DISTRICT,45 - 49,BENGALI,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,45 - 49,CHINESE,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,45 - 49,OTHERS,14,14,,10,10,,4,4,,,,
BAJAUR,BAJAUR,DISTRICT,45 - 49,PAKISTANI,36533,36533,,18047,18047,,18486,18486,,,,
BAJAUR,BAJAUR,DISTRICT,50 - 54,AFGHANI,24,24,,13,13,,11,11,,,,
BAJAUR,BAJAUR,DISTRICT,50 - 54,BENGALI,1,1,,1,1,,,,,,,
BAJAUR,BAJAUR,DISTRICT,50 - 54,CHINESE,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,50 - 54,OTHERS,5,5,,3,3,,2,2,,,,
BAJAUR,BAJAUR,DISTRICT,50 - 54,PAKISTANI,31201,31201,,15898,15898,,15303,15303,,,,
BAJAUR,BAJAUR,DISTRICT,55 - 59,AFGHANI,8,8,,3,3,,5,5,,,,
BAJAUR,BAJAUR,DISTRICT,55 - 59,BENGALI,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,55 - 59,CHINESE,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,55 - 59,OTHERS,6,6,,2,2,,4,4,,,,
BAJAUR,BAJAUR,DISTRICT,55 - 59,PAKISTANI,22784,22784,,11416,11416,,11367,11367,,1,1,
BAJAUR,BAJAUR,DISTRICT,60 - 64,AFGHANI,11,11,,5,5,,6,6,,,,
BAJAUR,BAJAUR,DISTRICT,60 - 64,BENGALI,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,60 - 64,CHINESE,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,60 - 64,OTHERS,8,8,,3,3,,5,5,,,,
BAJAUR,BAJAUR,DISTRICT,60 - 64,PAKISTANI,19830,19830,,9673,9673,,10157,10157,,,,
BAJAUR,BAJAUR,DISTRICT,65 - 69,AFGHANI,12,12,,7,7,,5,5,,,,
BAJAUR,BAJAUR,DISTRICT,65 - 69,BENGALI,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,65 - 69,CHINESE,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,65 - 69,OTHERS,6,6,,4,4,,2,2,,,,
BAJAUR,BAJAUR,DISTRICT,65 - 69,PAKISTANI,11936,11936,,5680,5680,,6256,6256,,,,
BAJAUR,BAJAUR,DISTRICT,70 - 74,AFGHANI,10,10,,4,4,,6,6,,,,
BAJAUR,BAJAUR,DISTRICT,70 - 74,BENGALI,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,70 - 74,CHINESE,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,70 - 74,OTHERS,7,7,,6,6,,1,1,,,,
BAJAUR,BAJAUR,DISTRICT,70 - 74,PAKISTANI,9926,9926,,4836,4836,,5090,5090,,,,
BAJAUR,BAJAUR,DISTRICT,75 & ABOVE,AFGHANI,4,4,,,,,4,4,,,,
BAJAUR,BAJAUR,DISTRICT,75 & ABOVE,BENGALI,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,75 & ABOVE,CHINESE,,,,,,,,,,,,
BAJAUR,BAJAUR,DISTRICT,75 & ABOVE,OTHERS,7,7,,5,5,,2,2,,,,
BAJAUR,BAJAUR,DISTRICT,75 & ABOVE,PAKISTANI,8195,8195,,3522,3522,,4673,4673,,,,
BAJAUR,BAJAUR,DISTRICT,ALL AGES,AFGHANI,656,656,,348,348,,308,308,,,,
BAJAUR,BAJAUR,DISTRICT,ALL AGES,BENGALI,8,8,,3,3,,5,5,,,,
BAJAUR,BAJAUR,DISTRICT,ALL AGES,CHINESE,4,4,,1,1,,3,3,,,,
BAJAUR,BAJAUR,DISTRICT,ALL AGES,OTHERS,504,504,,277,277,,227,227,,,,
BAJAUR,BAJAUR,DISTRICT,ALL AGES,PAKISTANI,1281941,1281941,,633996,633996,,647930,647930,,15,15,
BANNU,BANNU,DISTRICT,00 - 04,AFGHANI,1100,1095,5,534,531,3,566,564,2,,,
BANNU,BANNU,DISTRICT,00 - 04,BENGALI,8,8,,4,4,,4,4,,,,
BANNU,BANNU,DISTRICT,00 - 04,CHINESE,2,2,,2,2,,,,,,,
BANNU,BANNU,DISTRICT,00 - 04,OTHERS,102,101,1,52,52,,50,49,1,,,
BANNU,BANNU,DISTRICT,00 - 04,PAKISTANI,226248,220595,5653,108905,106163,2742,117343,114432,2911,,,
BANNU,BANNU,DISTRICT,05 - 09,AFGHANI,1235,1229,6,575,573,2,660,656,4,,,
BANNU,BANNU,DISTRICT,05 - 09,BENGALI,9,9,,6,6,,3,3,,,,
BANNU,BANNU,DISTRICT,05 - 09,CHINESE,1,1,,1,1,,,,,,,
BANNU,BANNU,DISTRICT,05 - 09,OTHERS,103,101,2,42,41,1,61,60,1,,,
BANNU,BANNU,DISTRICT,05 - 09,PAKISTANI,216499,210401,6098,100768,97792,2976,115731,112609,3122,,,
BANNU,BANNU,DISTRICT,10 - 14,AFGHANI,906,901,5,394,391,3,512,510,2,,,
BANNU,BANNU,DISTRICT,10 - 14,BENGALI,6,6,,4,4,,2,2,,,,
BANNU,BANNU,DISTRICT,10 - 14,CHINESE,2,2,,1,1,,1,1,,,,
BANNU,BANNU,DISTRICT,10 - 14,OTHERS,84,75,9,36,33,3,48,42,6,,,
BANNU,BANNU,DISTRICT,10 - 14,PAKISTANI,170213,164125,6088,77692,74990,2702,92519,89134,3385,2,1,1
BANNU,BANNU,DISTRICT,15 - 19,AFGHANI,722,715,7,326,323,3,396,392,4,,,
BANNU,BANNU,DISTRICT,15 - 19,BENGALI,4,4,,,,,4,4,,,,
BANNU,BANNU,DISTRICT,15 - 19,CHINESE,,,,,,,,,,,,
BANNU,BANNU,DISTRICT,15 - 19,OTHERS,74,69,5,44,42,2,30,27,3,,,
BANNU,BANNU,DISTRICT,15 - 19,PAKISTANI,137755,131748,6007,63284,60907,2377,74467,70838,3629,4,3,1
BANNU,BANNU,DISTRICT,20 - 24,AFGHANI,628,626,2,292,291,1,336,335,1,,,
BANNU,BANNU,DISTRICT,20 - 24,BENGALI,5,5,,,,,5,5,,,,
BANNU,BANNU,DISTRICT,20 - 24,CHINESE,3,3,,3,3,,,,,,,
BANNU,BANNU,DISTRICT,20 - 24,OTHERS,67,65,2,47,46,1,20,19,1,,,
BANNU,BANNU,DISTRICT,20 - 24,PAKISTANI,111105,106583,4522,56283,54276,2007,54819,52305,2514,3,2,1
BANNU,BANNU,DISTRICT,25 - 29,AFGHANI,561,558,3,259,258,1,301,299,2,1,1,
BANNU,BANNU,DISTRICT,25 - 29,BENGALI,4,4,,3,3,,1,1,,,,
BANNU,BANNU,DISTRICT,25 - 29,CHINESE,2,2,,2,2,,,,,,,
BANNU,BANNU,DISTRICT,25 - 29,OTHERS,65,64,1,43,43,,22,21,1,,,
BANNU,BANNU,DISTRICT,25 - 29,PAKISTANI,98257,94592,3665,51646,49799,1847,46609,44792,1817,2,1,1
BANNU,BANNU,DISTRICT,30 - 34,AFGHANI,405,402,3,186,185,1,219,217,2,,,
BANNU,BANNU,DISTRICT,30 - 34,BENGALI,4,4,,3,3,,1,1,,,,
BANNU,BANNU,DISTRICT,30 - 34,CHINESE,,,,,,,,,,,,
BANNU,BANNU,DISTRICT,30 - 34,OTHERS,57,52,5,31,29,2,26,23,3,,,
BANNU,BANNU,DISTRICT,30 - 34,PAKISTANI,84040,80857,3183,43670,42044,1626,40368,38813,1555,2,,2
BANNU,BANNU,DISTRICT,35 - 39,AFGHANI,317,313,4,140,138,2,177,175,2,,,
BANNU,BANNU,DISTRICT,35 - 39,BENGALI,4,4,,2,2,,2,2,,,,
BANNU,BANNU,DISTRICT,35 - 39,CHINESE,,,,,,,,,,,,
BANNU,BANNU,DISTRICT,35 - 39,OTHERS,37,33,4,22,20,2,15,13,2,,,
BANNU,BANNU,DISTRICT,35 - 39,PAKISTANI,70159,67173,2986,34495,32975,1520,35662,34197,1465,2,1,1
BANNU,BANNU,DISTRICT,40 - 44,AFGHANI,298,296,2,141,141,,157,155,2,,,
BANNU,BANNU,DISTRICT,40 - 44,BENGALI,3,3,,1,1,,2,2,,,,
BANNU,BANNU,DISTRICT,40 - 44,CHINESE,1,1,,1,1,,,,,,,
BANNU,BANNU,DISTRICT,40 - 44,OTHERS,39,37,2,23,22,1,16,15,1,,,
BANNU,BANNU,DISTRICT,40 - 44,PAKISTANI,55521,52873,2648,27264,26096,1168,28256,26776,1480,1,1,
BANNU,BANNU,DISTRICT,45 - 49,AFGHANI,206,206,,90,90,,116,116,,,,
BANNU,BANNU,DISTRICT,45 - 49,BENGALI,,,,,,,,,,,,
BANNU,BANNU,DISTRICT,45 - 49,CHINESE,,,,,,,,,,,,
BANNU,BANNU,DISTRICT,45 - 49,OTHERS,23,22,1,12,11,1,11,11,,,,
BANNU,BANNU,DISTRICT,45 - 49,PAKISTANI,44385,42310,2075,22123,21215,908,22262,21095,1167,,,
BANNU,BANNU,DISTRICT,50 - 54,AFGHANI,202,201,1,101,101,,101,100,1,,,
BANNU,BANNU,DISTRICT,50 - 54,BENGALI,1,1,,,,,1,1,,,,
BANNU,BANNU,DISTRICT,50 - 54,CHINESE,,,,,,,,,,,,
BANNU,BANNU,DISTRICT,50 - 54,OTHERS,23,23,,17,17,,6,6,,,,
BANNU,BANNU,DISTRICT,50 - 54,PAKISTANI,38689,37153,1536,19031,18311,720,19657,18841,816,1,1,
BANNU,BANNU,DISTRICT,55 - 59,AFGHANI,122,121,1,53,53,,69,68,1,,,
BANNU,BANNU,DISTRICT,55 - 59,BENGALI,1,1,,1,1,,,,,,,
BANNU,BANNU,DISTRICT,55 - 59,CHINESE,1,1,,1,1,,,,,,,
BANNU,BANNU,DISTRICT,55 - 59,OTHERS,19,17,2,10,10,,9,7,2,,,
BANNU,BANNU,DISTRICT,55 - 59,PAKISTANI,29593,28411,1182,14230,13704,526,15362,14706,656,1,1,
BANNU,BANNU,DISTRICT,60 - 64,AFGHANI,115,114,1,53,53,,62,61,1,,,
BANNU,BANNU,DISTRICT,60 - 64,BENGALI,1,1,,,,,1,1,,,,
BANNU,BANNU,DISTRICT,60 - 64,CHINESE,,,,,,,,,,,,
BANNU,BANNU,DISTRICT,60 - 64,OTHERS,18,18,,10,10,,8,8,,,,
BANNU,BANNU,DISTRICT,60 - 64,PAKISTANI,26304,25337,967,11681,11261,420,14623,14076,547,,,
BANNU,BANNU,DISTRICT,65 - 69,AFGHANI,106,106,,37,37,,69,69,,,,
BANNU,BANNU,DISTRICT,65 - 69,BENGALI,,,,,,,,,,,,
BANNU,BANNU,DISTRICT,65 - 69,CHINESE,,,,,,,,,,,,
BANNU,BANNU,DISTRICT,65 - 69,OTHERS,12,12,,9,9,,3,3,,,,
BANNU,BANNU,DISTRICT,65 - 69,PAKISTANI,17329,16705,624,7009,6760,249,10320,9945,375,,,
BANNU,BANNU,DISTRICT,70 - 74,AFGHANI,40,40,,12,12,,28,28,,,,
BANNU,BANNU,DISTRICT,70 - 74,BENGALI,1,1,,1,1,,,,,,,
BANNU,BANNU,DISTRICT,70 - 74,CHINESE,,,,,,,,,,,,
BANNU,BANNU,DISTRICT,70 - 74,OTHERS,8,7,1,3,3,,5,4,1,,,
BANNU,BANNU,DISTRICT,70 - 74,PAKISTANI,11666,11218,448,4744,4535,209,6922,6683,239,,,
BANNU,BANNU,DISTRICT,75 & ABOVE,AFGHANI,43,43,,11,11,,32,32,,,,
BANNU,BANNU,DISTRICT,75 & ABOVE,BENGALI,,,,,,,,,,,,
BANNU,BANNU,DISTRICT,75 & ABOVE,CHINESE,,,,,,,,,,,,
BANNU,BANNU,DISTRICT,75 & ABOVE,OTHERS,7,7,,4,4,,3,3,,,,
BANNU,BANNU,DISTRICT,75 & ABOVE,PAKISTANI,9104,8765,339,3629,3484,145,5475,5281,194,,,
BANNU,BANNU,DISTRICT,ALL AGES,AFGHANI,7006,6966,40,3204,3188,16,3801,3777,24,1,1,
BANNU,BANNU,DISTRICT,ALL AGES,BENGALI,51,51,,25,25,,26,26,,,,
BANNU,BANNU,DISTRICT,ALL AGES,CHINESE,12,12,,11,11,,1,1,,,,
BANNU,BANNU,DISTRICT,ALL AGES,OTHERS,738,703,35,405,392,13,333,311,22,,,
BANNU,BANNU,DISTRICT,ALL AGES,PAKISTANI,1346867,1298846,48021,646454,624312,22142,700395,674523,25872,18,11,7
BATAGRAM,BATAGRAM,DISTRICT,00 - 04,AFGHANI,74,74,,31,31,,43,43,,,,
