name_admin_unit,part_of_district,admin_unit,disab_func_lim,all_sexes_overall,male_overall,female_overall,all_sexes_rural,male_rural,female_rural,all_sexes_urban,male_urban,female_urban
SOHBATPUR,SOHBATPUR,DISTRICT,Functional limitation,9630,5763,3867,9197,5513,3684,433,250,183
SOHBATPUR,SOHBATPUR,DISTRICT,Seeing,1828,1034,794,1742,987,755,86,47,39
SOHBATPUR,SOHBATPUR,DISTRICT,Hearing,1889,1103,786,1816,1061,755,73,42,31
SOHBATPUR,SOHBATPUR,DISTRICT,Walking/ Climbing,3515,2096,1419,3356,2001,1355,159,95,64
SOHBATPUR,SOHBATPUR,DISTRICT,Communication,1405,812,593,1346,779,567,59,33,26
SOHBATPUR,SOHBATPUR,DISTRICT,Memorization/ Focus,1520,895,625,1461,861,600,59,34,25
SOHBATPUR,SOHBATPUR,DISTRICT,Self care etc,1059,657,402,1022,633,389,37,24,13
SURAB,SURAB,DISTRICT,Population,279038,141666,137372,242570,124535,118035,36468,17131,19337
SURAB,SURAB,DISTRICT,Disability,5073,2705,2368,4531,2428,2103,542,277,265
SURAB,SURAB,DISTRICT,Functional limitation,14705,7526,7179,12608,6498,6110,2097,1028,1069
SURAB,SURAB,DISTRICT,Seeing,2812,1458,1354,2451,1274,1177,361,184,177
SURAB,SURAB,DISTRICT,Hearing,2815,1444,1371,2394,1234,1160,421,210,211
SURAB,SURAB,DISTRICT,Walking/ Climbing,4955,2571,2384,4271,2233,2038,684,338,346
SURAB,SURAB,DISTRICT,Communication,1320,701,619,1143,611,532,177,90,87
SURAB,SURAB,DISTRICT,Memorization/ Focus,2032,1047,985,1742,900,842,290,147,143
SURAB,SURAB,DISTRICT,Self care etc,1719,870,849,1463,751,712,256,119,137
WASHUK,WASHUK,DISTRICT,Population,302367,162815,139552,261516,141910,119606,40851,20905,19946
WASHUK,WASHUK,DISTRICT,Disability,5977,3030,2947,3311,1705,1606,2666,1325,1341
WASHUK,WASHUK,DISTRICT,Functional limitation,23194,11857,11337,17978,9277,8701,5216,2580,2636
WASHUK,WASHUK,DISTRICT,Seeing,4695,2469,2226,3741,1986,1755,954,483,471
WASHUK,WASHUK,DISTRICT,Hearing,4855,2468,2387,3850,1964,1886,1005,504,501
WASHUK,WASHUK,DISTRICT,Walking/ Climbing,7206,3741,3465,5759,3017,2742,1447,724,723
WASHUK,WASHUK,DISTRICT,Communication,2075,1115,960,1520,848,672,555,267,288
WASHUK,WASHUK,DISTRICT,Memorization/ Focus,3217,1672,1545,2499,1317,1182,718,355,363
WASHUK,WASHUK,DISTRICT,Self care etc,2645,1327,1318,1954,975,979,691,352,339
ZHOB,ZHOB,DISTRICT,Population,355556,192142,163414,308655,166738,141917,46901,25404,21497
ZHOB,ZHOB,DISTRICT,Disability,7812,4086,3726,7004,3646,3358,808,440,368
ZHOB,ZHOB,DISTRICT,Functional limitation,21151,11401,9750,18525,9940,8585,2626,1461,1165
ZHOB,ZHOB,DISTRICT,Seeing,4137,2241,1896,3650,1983,1667,487,258,229
ZHOB,ZHOB,DISTRICT,Hearing,4227,2321,1906,3714,2029,1685,513,292,221
ZHOB,ZHOB,DISTRICT,Walking/ Climbing,6867,3672,3195,5897,3155,2742,970,517,453
ZHOB,ZHOB,DISTRICT,Communication,2161,1209,952,1854,1026,828,307,183,124
ZHOB,ZHOB,DISTRICT,Memorization/ Focus,3082,1699,1383,2654,1445,1209,428,254,174
ZHOB,ZHOB,DISTRICT,Self care etc,2358,1252,1106,2114,1117,997,244,135,109
ZIARAT,ZIARAT,DISTRICT,Population,189535,96180,93355,140133,70766,69367,49402,25414,23988
ZIARAT,ZIARAT,DISTRICT,Disability,4823,2151,2672,4122,1864,2258,701,287,414
ZIARAT,ZIARAT,DISTRICT,Functional limitation,12712,6442,6270,10010,5055,4955,2702,1387,1315
ZIARAT,ZIARAT,DISTRICT,Seeing,2312,1218,1094,1831,961,870,481,257,224
ZIARAT,ZIARAT,DISTRICT,Hearing,2459,1295,1164,1935,1016,919,524,279,245
ZIARAT,ZIARAT,DISTRICT,Walking/ Climbing,4165,2106,2059,3210,1614,1596,955,492,463
ZIARAT,ZIARAT,DISTRICT,Communication,1335,700,635,1077,557,520,258,143,115
ZIARAT,ZIARAT,DISTRICT,Memorization/ Focus,1858,964,894,1479,765,714,379,199,180
ZIARAT,ZIARAT,DISTRICT,Self care etc,1472,710,762,1186,575,611,286,135,151
