name_admin_unit,part_of_district,admin_unit,region,households,light_elect,light_solar,light_others,fuel_gas,fuel_lpgcng,fuel_firewood,fuel_others,sep_kitchen,no_kitchen
ISLAMABAD,ISLAMABAD,DISTRICT,OVERALL,410993,397358,9055,4580,252912,99909,54101,4071,349502,15756
ISLAMABAD,ISLAMABAD,DISTRICT,RURAL,226022,221669,2710,1643,130811,66283,26879,2049,198282,7712
ISLAMABAD,ISLAMABAD,DISTRICT,URBAN,184971,175689,6345,2937,122101,33626,27222,2022,151220,8044
