name_admin_unit,part_of_district,admin_unit,age_group,nationality,overall_all_sexes,rural_all_sexes,urban_all_sexes,overall_female,rural_female,urban_female,overall_male,rural_male,urban_male,overall_tgend,rural_tgend,urban_tgend
GUJRANWALA,GUJRANWALA,DISTRICT,25 - 29,OTHERS,115,18,97,59,10,49,56,8,48,,,
GUJRANWALA,GUJRANWALA,DISTRICT,25 - 29,PAKISTANI,467282,180678,286604,240524,94213,146311,226642,86433,140209,116,32,84
GUJRANWALA,GUJRANWALA,DISTRICT,30 - 34,AFGHANI,567,191,376,270,85,185,297,106,191,,,
GUJRANWALA,GUJRANWALA,DISTRICT,30 - 34,BENGALI,3,1,2,2,1,1,1,,1,,,
GUJRANWALA,GUJRANWALA,DISTRICT,30 - 34,CHINESE,2,,2,,,,2,,2,,,
GUJRANWALA,GUJRANWALA,DISTRICT,30 - 34,OTHERS,110,19,91,75,12,63,35,7,28,,,
GUJRANWALA,GUJRANWALA,DISTRICT,30 - 34,PAKISTANI,406792,156557,250235,210730,81627,129103,196001,74920,121081,61,10,51
GUJRANWALA,GUJRANWALA,DISTRICT,35 - 39,AFGHANI,479,136,343,222,60,162,257,76,181,,,
GUJRANWALA,GUJRANWALA,DISTRICT,35 - 39,BENGALI,3,,3,1,,1,2,,2,,,
GUJRANWALA,GUJRANWALA,DISTRICT,35 - 39,CHINESE,2,2,,1,1,,1,1,,,,
GUJRANWALA,GUJRANWALA,DISTRICT,35 - 39,OTHERS,116,34,82,66,12,54,50,22,28,,,
GUJRANWALA,GUJRANWALA,DISTRICT,35 - 39,PAKISTANI,364399,137387,227012,180515,69067,111448,183827,68307,115520,57,13,44
GUJRANWALA,GUJRANWALA,DISTRICT,40 - 44,AFGHANI,432,142,290,202,73,129,230,69,161,,,
GUJRANWALA,GUJRANWALA,DISTRICT,40 - 44,BENGALI,,,,,,,,,,,,
GUJRANWALA,GUJRANWALA,DISTRICT,40 - 44,CHINESE,3,2,1,2,1,1,1,1,,,,
GUJRANWALA,GUJRANWALA,DISTRICT,40 - 44,OTHERS,77,20,57,44,13,31,33,7,26,,,
GUJRANWALA,GUJRANWALA,DISTRICT,40 - 44,PAKISTANI,316071,123882,192189,154450,61431,93019,161589,62445,99144,32,6,26
GUJRANWALA,GUJRANWALA,DISTRICT,45 - 49,AFGHANI,345,98,247,155,51,104,190,47,143,,,
GUJRANWALA,GUJRANWALA,DISTRICT,45 - 49,BENGALI,1,1,,1,1,,,,,,,
GUJRANWALA,GUJRANWALA,DISTRICT,45 - 49,CHINESE,3,2,1,2,1,1,1,1,,,,
GUJRANWALA,GUJRANWALA,DISTRICT,45 - 49,OTHERS,78,15,63,45,7,38,33,8,25,,,
GUJRANWALA,GUJRANWALA,DISTRICT,45 - 49,PAKISTANI,253744,98156,155588,120623,47390,73233,133098,50756,82342,23,10,13
GUJRANWALA,GUJRANWALA,DISTRICT,50 - 54,AFGHANI,231,75,156,103,31,72,128,44,84,,,
GUJRANWALA,GUJRANWALA,DISTRICT,50 - 54,BENGALI,1,1,,1,1,,,,,,,
GUJRANWALA,GUJRANWALA,DISTRICT,50 - 54,CHINESE,2,2,,,,,2,2,,,,
GUJRANWALA,GUJRANWALA,DISTRICT,50 - 54,OTHERS,64,23,41,33,11,22,31,12,19,,,
GUJRANWALA,GUJRANWALA,DISTRICT,50 - 54,PAKISTANI,206867,82526,124341,97217,39324,57893,109632,43197,66435,18,5,13
GUJRANWALA,GUJRANWALA,DISTRICT,55 - 59,AFGHANI,160,43,117,60,15,45,100,28,72,,,
GUJRANWALA,GUJRANWALA,DISTRICT,55 - 59,BENGALI,2,,2,,,,,,,2,,2
GUJRANWALA,GUJRANWALA,DISTRICT,55 - 59,CHINESE,1,1,,,,,1,1,,,,
GUJRANWALA,GUJRANWALA,DISTRICT,55 - 59,OTHERS,42,11,31,16,3,13,26,8,18,,,
GUJRANWALA,GUJRANWALA,DISTRICT,55 - 59,PAKISTANI,167769,68888,98881,76774,31342,45432,90977,37536,53441,18,10,8
GUJRANWALA,GUJRANWALA,DISTRICT,60 - 64,AFGHANI,140,46,94,66,25,41,74,21,53,,,
GUJRANWALA,GUJRANWALA,DISTRICT,60 - 64,BENGALI,3,1,2,,,,3,1,2,,,
GUJRANWALA,GUJRANWALA,DISTRICT,60 - 64,CHINESE,,,,,,,,,,,,
GUJRANWALA,GUJRANWALA,DISTRICT,60 - 64,OTHERS,33,3,30,17,1,16,16,2,14,,,
GUJRANWALA,GUJRANWALA,DISTRICT,60 - 64,PAKISTANI,134346,54205,80141,59760,24363,35397,74574,29838,44736,12,4,8
GUJRANWALA,GUJRANWALA,DISTRICT,65 - 69,AFGHANI,87,25,62,39,14,25,48,11,37,,,
GUJRANWALA,GUJRANWALA,DISTRICT,65 - 69,BENGALI,1,1,,,,,1,1,,,,
GUJRANWALA,GUJRANWALA,DISTRICT,65 - 69,CHINESE,1,1,,,,,1,1,,,,
GUJRANWALA,GUJRANWALA,DISTRICT,65 - 69,OTHERS,17,5,12,5,2,3,12,3,9,,,
GUJRANWALA,GUJRANWALA,DISTRICT,65 - 69,PAKISTANI,92646,38247,54399,40861,17080,23781,51779,21165,30614,6,2,4
GUJRANWALA,GUJRANWALA,DISTRICT,70 - 74,AFGHANI,53,21,32,19,11,8,34,10,24,,,
GUJRANWALA,GUJRANWALA,DISTRICT,70 - 74,BENGALI,,,,,,,,,,,,
GUJRANWALA,GUJRANWALA,DISTRICT,70 - 74,CHINESE,,,,,,,,,,,,
GUJRANWALA,GUJRANWALA,DISTRICT,70 - 74,OTHERS,15,6,9,3,1,2,12,5,7,,,
GUJRANWALA,GUJRANWALA,DISTRICT,70 - 74,PAKISTANI,55084,24141,30943,21863,10066,11797,33220,14074,19146,1,1,
GUJRANWALA,GUJRANWALA,DISTRICT,75 & ABOVE,AFGHANI,61,19,42,25,7,18,36,12,24,,,
GUJRANWALA,GUJRANWALA,DISTRICT,75 & ABOVE,BENGALI,,,,,,,,,,,,
GUJRANWALA,GUJRANWALA,DISTRICT,75 & ABOVE,CHINESE,,,,,,,,,,,,
GUJRANWALA,GUJRANWALA,DISTRICT,75 & ABOVE,OTHERS,23,9,14,10,2,8,13,7,6,,,
GUJRANWALA,GUJRANWALA,DISTRICT,75 & ABOVE,PAKISTANI,64632,31788,32844,26404,13108,13296,38225,18678,19547,3,2,1
GUJRANWALA,GUJRANWALA,DISTRICT,ALL AGES,AFGHANI,9030,2991,6039,4401,1486,2915,4628,1505,3123,1,,1
GUJRANWALA,GUJRANWALA,DISTRICT,ALL AGES,BENGALI,38,10,28,19,7,12,17,3,14,2,,2
GUJRANWALA,GUJRANWALA,DISTRICT,ALL AGES,CHINESE,31,12,19,13,3,10,18,9,9,,,
GUJRANWALA,GUJRANWALA,DISTRICT,ALL AGES,OTHERS,1398,356,1042,720,160,560,676,196,480,2,,2
GUJRANWALA,GUJRANWALA,DISTRICT,ALL AGES,PAKISTANI,5929676,2362049,3567627,2915588,1170101,1745487,3013556,1191794,1821762,532,154,378
GUJRAT,GUJRAT,DISTRICT,00 - 04,AFGHANI,3178,1028,2150,1649,546,1103,1529,482,1047,,,
GUJRAT,GUJRAT,DISTRICT,00 - 04,BENGALI,2,1,1,1,,1,1,1,,,,
GUJRAT,GUJRAT,DISTRICT,00 - 04,CHINESE,2,1,1,,,,2,1,1,,,
GUJRAT,GUJRAT,DISTRICT,00 - 04,OTHERS,150,64,86,71,32,39,79,32,47,,,
GUJRAT,GUJRAT,DISTRICT,00 - 04,PAKISTANI,375525,224875,150650,188226,112757,75469,187299,112118,75181,,,
GUJRAT,GUJRAT,DISTRICT,05 - 09,AFGHANI,2902,981,1921,1450,472,978,1452,509,943,,,
GUJRAT,GUJRAT,DISTRICT,05 - 09,BENGALI,,,,,,,,,,,,
GUJRAT,GUJRAT,DISTRICT,05 - 09,CHINESE,3,1,2,1,1,,2,,2,,,
GUJRAT,GUJRAT,DISTRICT,05 - 09,OTHERS,127,59,68,59,29,30,68,30,38,,,
GUJRAT,GUJRAT,DISTRICT,05 - 09,PAKISTANI,335937,199123,136814,168245,99637,68608,167692,99486,68206,,,
GUJRAT,GUJRAT,DISTRICT,10 - 14,AFGHANI,2478,842,1636,1195,395,800,1283,447,836,,,
GUJRAT,GUJRAT,DISTRICT,10 - 14,BENGALI,1,,1,1,,1,,,,,,
GUJRAT,GUJRAT,DISTRICT,10 - 14,CHINESE,,,,,,,,,,,,
GUJRAT,GUJRAT,DISTRICT,10 - 14,OTHERS,136,65,71,66,31,35,70,34,36,,,
GUJRAT,GUJRAT,DISTRICT,10 - 14,PAKISTANI,347650,205015,142635,174724,103216,71508,172922,101798,71124,4,1,3
GUJRAT,GUJRAT,DISTRICT,15 - 19,AFGHANI,1886,600,1286,866,266,600,1020,334,686,,,
GUJRAT,GUJRAT,DISTRICT,15 - 19,BENGALI,2,1,1,2,1,1,,,,,,
GUJRAT,GUJRAT,DISTRICT,15 - 19,CHINESE,,,,,,,,,,,,
GUJRAT,GUJRAT,DISTRICT,15 - 19,OTHERS,80,50,30,39,23,16,41,27,14,,,
GUJRAT,GUJRAT,DISTRICT,15 - 19,PAKISTANI,305954,181620,124334,153049,91531,61518,152883,90080,62803,22,9,13
GUJRAT,GUJRAT,DISTRICT,20 - 24,AFGHANI,1577,532,1045,735,248,487,842,284,558,,,
GUJRAT,GUJRAT,DISTRICT,20 - 24,BENGALI,1,1,,1,1,,,,,,,
GUJRAT,GUJRAT,DISTRICT,20 - 24,CHINESE,2,1,1,2,1,1,,,,,,
GUJRAT,GUJRAT,DISTRICT,20 - 24,OTHERS,89,43,46,59,29,30,30,14,16,,,
GUJRAT,GUJRAT,DISTRICT,20 - 24,PAKISTANI,281263,165037,116226,143143,84908,58235,138097,80128,57969,23,1,22
GUJRAT,GUJRAT,DISTRICT,25 - 29,AFGHANI,1357,448,909,621,200,421,736,248,488,,,
GUJRAT,GUJRAT,DISTRICT,25 - 29,BENGALI,1,1,,1,1,,,,,,,
GUJRAT,GUJRAT,DISTRICT,25 - 29,CHINESE,2,1,1,1,,1,1,1,,,,
GUJRAT,GUJRAT,DISTRICT,25 - 29,OTHERS,88,42,46,48,29,19,40,13,27,,,
GUJRAT,GUJRAT,DISTRICT,25 - 29,PAKISTANI,254224,146772,107452,132063,77895,54168,122140,68874,53266,21,3,18
GUJRAT,GUJRAT,DISTRICT,30 - 34,AFGHANI,962,324,638,451,155,296,511,169,342,,,
GUJRAT,GUJRAT,DISTRICT,30 - 34,BENGALI,1,1,,1,1,,,,,,,
GUJRAT,GUJRAT,DISTRICT,30 - 34,CHINESE,1,,1,1,,1,,,,,,
GUJRAT,GUJRAT,DISTRICT,30 - 34,OTHERS,105,38,67,64,24,40,41,14,27,,,
GUJRAT,GUJRAT,DISTRICT,30 - 34,PAKISTANI,240201,136987,103214,123957,72921,51036,116225,64061,52164,19,5,14
GUJRAT,GUJRAT,DISTRICT,35 - 39,AFGHANI,822,305,517,390,145,245,432,160,272,,,
GUJRAT,GUJRAT,DISTRICT,35 - 39,BENGALI,2,1,1,2,1,1,,,,,,
GUJRAT,GUJRAT,DISTRICT,35 - 39,CHINESE,,,,,,,,,,,,
GUJRAT,GUJRAT,DISTRICT,35 - 39,OTHERS,82,32,50,51,24,27,31,8,23,,,
GUJRAT,GUJRAT,DISTRICT,35 - 39,PAKISTANI,222755,126268,96487,112456,65932,46524,110277,60333,49944,22,3,19
GUJRAT,GUJRAT,DISTRICT,40 - 44,AFGHANI,629,229,400,281,105,176,348,124,224,,,
GUJRAT,GUJRAT,DISTRICT,40 - 44,BENGALI,,,,,,,,,,,,
GUJRAT,GUJRAT,DISTRICT,40 - 44,CHINESE,,,,,,,,,,,,
GUJRAT,GUJRAT,DISTRICT,40 - 44,OTHERS,83,40,43,49,23,26,34,17,17,,,
GUJRAT,GUJRAT,DISTRICT,40 - 44,PAKISTANI,184216,105814,78402,93156,54641,38515,91033,51170,39863,27,3,24
GUJRAT,GUJRAT,DISTRICT,45 - 49,AFGHANI,504,193,311,227,78,149,277,115,162,,,
GUJRAT,GUJRAT,DISTRICT,45 - 49,BENGALI,,,,,,,,,,,,
GUJRAT,GUJRAT,DISTRICT,45 - 49,CHINESE,2,1,1,1,,1,1,1,,,,
GUJRAT,GUJRAT,DISTRICT,45 - 49,OTHERS,55,20,35,32,9,23,23,11,12,,,
GUJRAT,GUJRAT,DISTRICT,45 - 49,PAKISTANI,147109,85221,61888,72168,42537,29631,74929,42682,32247,12,2,10
GUJRAT,GUJRAT,DISTRICT,50 - 54,AFGHANI,406,145,261,202,76,126,204,69,135,,,
GUJRAT,GUJRAT,DISTRICT,50 - 54,BENGALI,1,1,,1,1,,,,,,,
GUJRAT,GUJRAT,DISTRICT,50 - 54,CHINESE,,,,,,,,,,,,
GUJRAT,GUJRAT,DISTRICT,50 - 54,OTHERS,41,17,24,26,10,16,15,7,8,,,
GUJRAT,GUJRAT,DISTRICT,50 - 54,PAKISTANI,126545,74480,52065,62380,37081,25299,64154,37396,26758,11,3,8
GUJRAT,GUJRAT,DISTRICT,55 - 59,AFGHANI,286,103,183,117,36,81,169,67,102,,,
GUJRAT,GUJRAT,DISTRICT,55 - 59,BENGALI,,,,,,,,,,,,
GUJRAT,GUJRAT,DISTRICT,55 - 59,CHINESE,,,,,,,,,,,,
GUJRAT,GUJRAT,DISTRICT,55 - 59,OTHERS,33,14,19,14,6,8,19,8,11,,,
GUJRAT,GUJRAT,DISTRICT,55 - 59,PAKISTANI,106734,64156,42578,51625,31399,20226,55096,32751,22345,13,6,7
GUJRAT,GUJRAT,DISTRICT,60 - 64,AFGHANI,230,77,153,96,31,65,134,46,88,,,
GUJRAT,GUJRAT,DISTRICT,60 - 64,BENGALI,2,2,,2,2,,,,,,,
GUJRAT,GUJRAT,DISTRICT,60 - 64,CHINESE,,,,,,,,,,,,
GUJRAT,GUJRAT,DISTRICT,60 - 64,OTHERS,23,13,10,15,8,7,8,5,3,,,
GUJRAT,GUJRAT,DISTRICT,60 - 64,PAKISTANI,91106,55497,35609,43672,27067,16605,47428,28429,18999,6,1,5
GUJRAT,GUJRAT,DISTRICT,65 - 69,AFGHANI,161,61,100,70,26,44,91,35,56,,,
GUJRAT,GUJRAT,DISTRICT,65 - 69,BENGALI,2,2,,1,1,,1,1,,,,
GUJRAT,GUJRAT,DISTRICT,65 - 69,CHINESE,,,,,,,,,,,,
GUJRAT,GUJRAT,DISTRICT,65 - 69,OTHERS,27,17,10,10,7,3,17,10,7,,,
GUJRAT,GUJRAT,DISTRICT,65 - 69,PAKISTANI,71303,44548,26755,33335,21095,12240,37964,23450,14514,4,3,1
GUJRAT,GUJRAT,DISTRICT,70 - 74,AFGHANI,74,32,42,29,15,14,45,17,28,,,
GUJRAT,GUJRAT,DISTRICT,70 - 74,BENGALI,,,,,,,,,,,,
GUJRAT,GUJRAT,DISTRICT,70 - 74,CHINESE,,,,,,,,,,,,
GUJRAT,GUJRAT,DISTRICT,70 - 74,OTHERS,23,13,10,11,7,4,12,6,6,,,
GUJRAT,GUJRAT,DISTRICT,70 - 74,PAKISTANI,47571,30898,16673,20492,13624,6868,27077,17273,9804,2,1,1
GUJRAT,GUJRAT,DISTRICT,75 & ABOVE,AFGHANI,93,24,69,32,7,25,61,17,44,,,
GUJRAT,GUJRAT,DISTRICT,75 & ABOVE,BENGALI,,,,,,,,,,,,
GUJRAT,GUJRAT,DISTRICT,75 & ABOVE,CHINESE,,,,,,,,,,,,
GUJRAT,GUJRAT,DISTRICT,75 & ABOVE,OTHERS,19,6,13,13,4,9,6,2,4,,,
GUJRAT,GUJRAT,DISTRICT,75 & ABOVE,PAKISTANI,59174,40036,19138,27461,18976,8485,31709,21059,10650,4,1,3
GUJRAT,GUJRAT,DISTRICT,ALL AGES,AFGHANI,17545,5924,11621,8411,2801,5610,9134,3123,6011,,,
GUJRAT,GUJRAT,DISTRICT,ALL AGES,BENGALI,15,11,4,13,9,4,2,2,,,,
GUJRAT,GUJRAT,DISTRICT,ALL AGES,CHINESE,12,5,7,6,2,4,6,3,3,,,
GUJRAT,GUJRAT,DISTRICT,ALL AGES,OTHERS,1161,533,628,627,295,332,534,238,296,,,
GUJRAT,GUJRAT,DISTRICT,ALL AGES,PAKISTANI,3197267,1886347,1310920,1600152,955217,644935,1596925,931088,665837,190,42,148
HAFIZABAD,HAFIZABAD,DISTRICT,00 - 04,AFGHANI,199,47,152,99,25,74,100,22,78,,,
HAFIZABAD,HAFIZABAD,DISTRICT,00 - 04,BENGALI,1,,1,,,,1,,1,,,
HAFIZABAD,HAFIZABAD,DISTRICT,00 - 04,CHINESE,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,00 - 04,OTHERS,43,27,16,23,12,11,20,15,5,,,
HAFIZABAD,HAFIZABAD,DISTRICT,00 - 04,PAKISTANI,177818,111150,66668,88455,55023,33432,89363,56127,33236,,,
HAFIZABAD,HAFIZABAD,DISTRICT,05 - 09,AFGHANI,145,31,114,68,16,52,77,15,62,,,
HAFIZABAD,HAFIZABAD,DISTRICT,05 - 09,BENGALI,1,,1,1,,1,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,05 - 09,CHINESE,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,05 - 09,OTHERS,24,16,8,19,14,5,5,2,3,,,
HAFIZABAD,HAFIZABAD,DISTRICT,05 - 09,PAKISTANI,152777,95834,56943,76175,47690,28485,76602,48144,28458,,,
HAFIZABAD,HAFIZABAD,DISTRICT,10 - 14,AFGHANI,111,18,93,57,9,48,54,9,45,,,
HAFIZABAD,HAFIZABAD,DISTRICT,10 - 14,BENGALI,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,10 - 14,CHINESE,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,10 - 14,OTHERS,22,13,9,12,7,5,10,6,4,,,
HAFIZABAD,HAFIZABAD,DISTRICT,10 - 14,PAKISTANI,153332,94367,58965,76250,46951,29299,77080,47414,29666,2,2,
HAFIZABAD,HAFIZABAD,DISTRICT,15 - 19,AFGHANI,72,21,51,31,10,21,41,11,30,,,
HAFIZABAD,HAFIZABAD,DISTRICT,15 - 19,BENGALI,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,15 - 19,CHINESE,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,15 - 19,OTHERS,18,8,10,5,4,1,13,4,9,,,
HAFIZABAD,HAFIZABAD,DISTRICT,15 - 19,PAKISTANI,134727,82602,52125,66773,40818,25955,67944,41778,26166,10,6,4
HAFIZABAD,HAFIZABAD,DISTRICT,20 - 24,AFGHANI,63,16,47,34,9,25,29,7,22,,,
HAFIZABAD,HAFIZABAD,DISTRICT,20 - 24,BENGALI,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,20 - 24,CHINESE,1,,1,1,,1,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,20 - 24,OTHERS,19,9,10,11,6,5,8,3,5,,,
HAFIZABAD,HAFIZABAD,DISTRICT,20 - 24,PAKISTANI,114617,69418,45199,57288,34528,22760,57323,34890,22433,6,,6
HAFIZABAD,HAFIZABAD,DISTRICT,25 - 29,AFGHANI,71,18,53,37,9,28,34,9,25,,,
HAFIZABAD,HAFIZABAD,DISTRICT,25 - 29,BENGALI,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,25 - 29,CHINESE,1,1,,1,1,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,25 - 29,OTHERS,26,17,9,17,9,8,9,8,1,,,
HAFIZABAD,HAFIZABAD,DISTRICT,25 - 29,PAKISTANI,103072,62479,40593,52940,32237,20703,50127,30241,19886,5,1,4
HAFIZABAD,HAFIZABAD,DISTRICT,30 - 34,AFGHANI,63,21,42,29,12,17,34,9,25,,,
HAFIZABAD,HAFIZABAD,DISTRICT,30 - 34,BENGALI,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,30 - 34,CHINESE,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,30 - 34,OTHERS,15,10,5,7,4,3,8,6,2,,,
HAFIZABAD,HAFIZABAD,DISTRICT,30 - 34,PAKISTANI,88604,53468,35136,45979,27658,18321,42616,25807,16809,9,3,6
HAFIZABAD,HAFIZABAD,DISTRICT,35 - 39,AFGHANI,61,19,42,26,9,17,35,10,25,,,
HAFIZABAD,HAFIZABAD,DISTRICT,35 - 39,BENGALI,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,35 - 39,CHINESE,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,35 - 39,OTHERS,16,11,5,11,7,4,5,4,1,,,
HAFIZABAD,HAFIZABAD,DISTRICT,35 - 39,PAKISTANI,81334,48812,32522,40853,24708,16145,40472,24101,16371,9,3,6
HAFIZABAD,HAFIZABAD,DISTRICT,40 - 44,AFGHANI,55,15,40,21,8,13,34,7,27,,,
HAFIZABAD,HAFIZABAD,DISTRICT,40 - 44,BENGALI,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,40 - 44,CHINESE,1,1,,1,1,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,40 - 44,OTHERS,13,9,4,5,4,1,8,5,3,,,
HAFIZABAD,HAFIZABAD,DISTRICT,40 - 44,PAKISTANI,73476,45272,28204,35774,22042,13732,37694,23226,14468,8,4,4
HAFIZABAD,HAFIZABAD,DISTRICT,45 - 49,AFGHANI,33,12,21,14,4,10,19,8,11,,,
HAFIZABAD,HAFIZABAD,DISTRICT,45 - 49,BENGALI,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,45 - 49,CHINESE,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,45 - 49,OTHERS,9,5,4,8,4,4,1,1,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,45 - 49,PAKISTANI,59866,36705,23161,28343,17532,10811,31521,19173,12348,2,,2
HAFIZABAD,HAFIZABAD,DISTRICT,50 - 54,AFGHANI,27,9,18,8,4,4,19,5,14,,,
HAFIZABAD,HAFIZABAD,DISTRICT,50 - 54,BENGALI,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,50 - 54,CHINESE,1,1,,1,1,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,50 - 54,OTHERS,8,6,2,,,,8,6,2,,,
HAFIZABAD,HAFIZABAD,DISTRICT,50 - 54,PAKISTANI,49007,30419,18588,23176,14409,8767,25827,16010,9817,4,,4
HAFIZABAD,HAFIZABAD,DISTRICT,55 - 59,AFGHANI,18,9,9,8,4,4,10,5,5,,,
HAFIZABAD,HAFIZABAD,DISTRICT,55 - 59,BENGALI,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,55 - 59,CHINESE,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,55 - 59,OTHERS,12,7,5,8,5,3,4,2,2,,,
HAFIZABAD,HAFIZABAD,DISTRICT,55 - 59,PAKISTANI,39145,24278,14867,17488,10758,6730,21653,13519,8134,4,1,3
HAFIZABAD,HAFIZABAD,DISTRICT,60 - 64,AFGHANI,15,7,8,10,6,4,5,1,4,,,
HAFIZABAD,HAFIZABAD,DISTRICT,60 - 64,BENGALI,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,60 - 64,CHINESE,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,60 - 64,OTHERS,1,1,,,,,1,1,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,60 - 64,PAKISTANI,31629,20000,11629,14360,9152,5208,17268,10848,6420,1,,1
HAFIZABAD,HAFIZABAD,DISTRICT,65 - 69,AFGHANI,10,5,5,5,2,3,5,3,2,,,
HAFIZABAD,HAFIZABAD,DISTRICT,65 - 69,BENGALI,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,65 - 69,CHINESE,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,65 - 69,OTHERS,1,,1,,,,1,,1,,,
HAFIZABAD,HAFIZABAD,DISTRICT,65 - 69,PAKISTANI,23345,15245,8100,10584,6953,3631,12761,8292,4469,,,
HAFIZABAD,HAFIZABAD,DISTRICT,70 - 74,AFGHANI,5,4,1,3,2,1,2,2,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,70 - 74,BENGALI,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,70 - 74,CHINESE,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,70 - 74,OTHERS,6,2,4,3,2,1,3,,3,,,
HAFIZABAD,HAFIZABAD,DISTRICT,70 - 74,PAKISTANI,15711,10695,5016,6283,4308,1975,9428,6387,3041,,,
HAFIZABAD,HAFIZABAD,DISTRICT,75 & ABOVE,AFGHANI,11,8,3,6,5,1,5,3,2,,,
HAFIZABAD,HAFIZABAD,DISTRICT,75 & ABOVE,BENGALI,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,75 & ABOVE,CHINESE,,,,,,,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,75 & ABOVE,OTHERS,1,1,,,,,1,1,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,75 & ABOVE,PAKISTANI,19992,14368,5624,8380,5984,2396,11612,8384,3228,,,
HAFIZABAD,HAFIZABAD,DISTRICT,ALL AGES,AFGHANI,959,260,699,456,134,322,503,126,377,,,
HAFIZABAD,HAFIZABAD,DISTRICT,ALL AGES,BENGALI,2,,2,1,,1,1,,1,,,
HAFIZABAD,HAFIZABAD,DISTRICT,ALL AGES,CHINESE,4,3,1,4,3,1,,,,,,
HAFIZABAD,HAFIZABAD,DISTRICT,ALL AGES,OTHERS,234,142,92,129,78,51,105,64,41,,,
HAFIZABAD,HAFIZABAD,DISTRICT,ALL AGES,PAKISTANI,1318452,815112,503340,649101,400751,248350,669291,414341,254950,60,20,40
JHANG,JHANG,DISTRICT,00 - 04,AFGHANI,180,94,86,85,46,39,95,48,47,,,
JHANG,JHANG,DISTRICT,00 - 04,BENGALI,4,3,1,1,1,,3,2,1,,,
JHANG,JHANG,DISTRICT,00 - 04,CHINESE,,,,,,,,,,,,
JHANG,JHANG,DISTRICT,00 - 04,OTHERS,57,45,12,27,20,7,30,25,5,,,
JHANG,JHANG,DISTRICT,00 - 04,PAKISTANI,431763,329611,102152,206982,157939,49043,224781,171672,53109,,,
JHANG,JHANG,DISTRICT,05 - 09,AFGHANI,138,72,66,76,37,39,62,35,27,,,
JHANG,JHANG,DISTRICT,05 - 09,BENGALI,,,,,,,,,,,,
JHANG,JHANG,DISTRICT,05 - 09,CHINESE,,,,,,,,,,,,
JHANG,JHANG,DISTRICT,05 - 09,OTHERS,59,48,11,25,22,3,34,26,8,,,
JHANG,JHANG,DISTRICT,05 - 09,PAKISTANI,404968,310166,94802,196139,149953,46186,208829,160213,48616,,,
JHANG,JHANG,DISTRICT,10 - 14,AFGHANI,99,42,57,41,17,24,58,25,33,,,
JHANG,JHANG,DISTRICT,10 - 14,BENGALI,,,,,,,,,,,,
JHANG,JHANG,DISTRICT,10 - 14,CHINESE,1,1,,,,,1,1,,,,
JHANG,JHANG,DISTRICT,10 - 14,OTHERS,52,35,17,22,10,12,30,25,5,,,
JHANG,JHANG,DISTRICT,10 - 14,PAKISTANI,368236,274335,93901,173920,129363,44557,194313,144970,49343,3,2,1
JHANG,JHANG,DISTRICT,15 - 19,AFGHANI,90,46,44,48,27,21,42,19,23,,,
JHANG,JHANG,DISTRICT,15 - 19,BENGALI,,,,,,,,,,,,
