name_admin_unit,part_of_district,admin_unit,disab_func_lim,all_sexes_overall,male_overall,female_overall,all_sexes_rural,male_rural,female_rural,all_sexes_urban,male_urban,female_urban
PAKPATTAN,PAKPATTAN,DISTRICT,Seeing,45432,24784,20648,35726,19557,16169,9706,5227,4479
PAKPATTAN,PAKPATTAN,DISTRICT,Hearing,49432,27231,22201,38395,21253,17142,11037,5978,5059
PAKPATTAN,PAKPATTAN,DISTRICT,Walking/ Climbing,76092,42113,33979,59031,32803,26228,17061,9310,7751
PAKPATTAN,PAKPATTAN,DISTRICT,Communication,25843,14536,11307,19942,11194,8748,5901,3342,2559
PAKPATTAN,PAKPATTAN,DISTRICT,Memorization/ Focus,35769,19774,15995,27804,15377,12427,7965,4397,3568
PAKPATTAN,PAKPATTAN,DISTRICT,Self care etc,25607,13959,11648,19846,10843,9003,5761,3116,2645
RAHIM YAR KHAN,RAHIM YAR KHAN,DISTRICT,Population,5561720,2895941,2665779,4221634,2202573,2019061,1340086,693368,646718
RAHIM YAR KHAN,RAHIM YAR KHAN,DISTRICT,Disability,210132,111105,99027,161238,85162,76076,48894,25943,22951
RAHIM YAR KHAN,RAHIM YAR KHAN,DISTRICT,Functional limitation,655839,338332,317507,493453,254648,238805,162386,83684,78702
RAHIM YAR KHAN,RAHIM YAR KHAN,DISTRICT,Seeing,117603,60789,56814,88787,45899,42888,28816,14890,13926
RAHIM YAR KHAN,RAHIM YAR KHAN,DISTRICT,Hearing,133289,68757,64532,100746,52233,48513,32543,16524,16019
RAHIM YAR KHAN,RAHIM YAR KHAN,DISTRICT,Walking/ Climbing,207079,108491,98588,155158,81426,73732,51921,27065,24856
RAHIM YAR KHAN,RAHIM YAR KHAN,DISTRICT,Communication,69838,37404,32434,52545,28219,24326,17293,9185,8108
RAHIM YAR KHAN,RAHIM YAR KHAN,DISTRICT,Memorization/ Focus,96385,50639,45746,72154,37801,34353,24231,12838,11393
RAHIM YAR KHAN,RAHIM YAR KHAN,DISTRICT,Self care etc,76223,38625,37598,57247,28774,28473,18976,9851,9125
RAJANPUR,RAJANPUR,DISTRICT,Population,2323980,1181907,1142073,1694281,865385,828896,629699,316522,313177
RAJANPUR,RAJANPUR,DISTRICT,Disability,83988,42348,41640,63973,32323,31650,20015,10025,9990
RAJANPUR,RAJANPUR,DISTRICT,Functional limitation,188715,89330,99385,137350,65330,72020,51365,24000,27365
RAJANPUR,RAJANPUR,DISTRICT,Seeing,33867,16257,17610,24613,11818,12795,9254,4439,4815
RAJANPUR,RAJANPUR,DISTRICT,Hearing,35486,16695,18791,25498,12038,13460,9988,4657,5331
RAJANPUR,RAJANPUR,DISTRICT,Walking/ Climbing,63606,31220,32386,45508,22395,23113,18098,8825,9273
RAJANPUR,RAJANPUR,DISTRICT,Communication,22278,11291,10987,16261,8232,8029,6017,3059,2958
RAJANPUR,RAJANPUR,DISTRICT,Memorization/ Focus,28487,13810,14677,20431,9902,10529,8056,3908,4148
RAJANPUR,RAJANPUR,DISTRICT,Self care etc,22074,10156,11918,16215,7561,8654,5859,2595,3264
RAWALPINDI,RAWALPINDI,DISTRICT,Population,6058540,3082174,2976366,1907111,940477,966634,4151429,2141697,2009732
RAWALPINDI,RAWALPINDI,DISTRICT,Disability,267966,143314,124652,104772,53786,50986,163194,89528,73666
RAWALPINDI,RAWALPINDI,DISTRICT,Functional limitation,650571,336451,314120,235585,116298,119287,414986,220153,194833
RAWALPINDI,RAWALPINDI,DISTRICT,Seeing,119402,61892,57510,45857,22904,22953,73545,38988,34557
RAWALPINDI,RAWALPINDI,DISTRICT,Hearing,126763,65279,61484,47093,23326,23767,79670,41953,37717
RAWALPINDI,RAWALPINDI,DISTRICT,Walking/ Climbing,220739,115305,105434,77330,38823,38507,143409,76482,66927
RAWALPINDI,RAWALPINDI,DISTRICT,Communication,78289,41868,36421,31107,16064,15043,47182,25804,21378
RAWALPINDI,RAWALPINDI,DISTRICT,Memorization/ Focus,102401,53613,48788,39874,19911,19963,62527,33702,28825
RAWALPINDI,RAWALPINDI,DISTRICT,Self care etc,75631,38739,36892,26357,12450,13907,49274,26289,22985
SAHIWAL,SAHIWAL,DISTRICT,Population,2878122,1459134,1418988,2124128,1077147,1046981,753994,381987,372007
SAHIWAL,SAHIWAL,DISTRICT,Disability,112197,63894,48303,75851,42937,32914,36346,20957,15389
SAHIWAL,SAHIWAL,DISTRICT,Functional limitation,376867,200573,176294,270904,143525,127379,105963,57048,48915
SAHIWAL,SAHIWAL,DISTRICT,Seeing,68930,36378,32552,50659,26609,24050,18271,9769,8502
SAHIWAL,SAHIWAL,DISTRICT,Hearing,77300,40882,36418,55795,29418,26377,21505,11464,10041
SAHIWAL,SAHIWAL,DISTRICT,Walking/ Climbing,119297,64319,54978,87316,46944,40372,31981,17375,14606
SAHIWAL,SAHIWAL,DISTRICT,Communication,38708,21392,17316,27131,14959,12172,11577,6433,5144
SAHIWAL,SAHIWAL,DISTRICT,Memorization/ Focus,55247,29562,25685,39470,21022,18448,15777,8540,7237
SAHIWAL,SAHIWAL,DISTRICT,Self care etc,43079,22975,20104,30103,15933,14170,12976,7042,5934
SARGODHA,SARGODHA,DISTRICT,Population,4327263,2191088,2136175,2722559,1378150,1344409,1604704,812938,791766
SARGODHA,SARGODHA,DISTRICT,Disability,202525,113268,89257,129996,72195,57801,72529,41073,31456
SARGODHA,SARGODHA,DISTRICT,Functional limitation,587574,320729,266845,372495,202754,169741,215079,117975,97104
SARGODHA,SARGODHA,DISTRICT,Seeing,107899,58630,49269,69493,37716,31777,38406,20914,17492
SARGODHA,SARGODHA,DISTRICT,Hearing,118077,64235,53842,75307,40937,34370,42770,23298,19472
SARGODHA,SARGODHA,DISTRICT,Walking/ Climbing,190028,104570,85458,120775,66412,54363,69253,38158,31095
SARGODHA,SARGODHA,DISTRICT,Communication,64940,36297,28643,41865,23473,18392,23075,12824,10251
SARGODHA,SARGODHA,DISTRICT,Memorization/ Focus,88473,48936,39537,56440,30975,25465,32033,17961,14072
SARGODHA,SARGODHA,DISTRICT,Self care etc,67518,36622,30896,42006,22555,19451,25512,14067,11445
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Population,4049377,2079965,1969412,2498625,1286788,1211837,1550752,793177,757575
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Disability,107514,57680,49834,68661,37117,31544,38853,20563,18290
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Functional limitation,329440,163230,166210,203329,101519,101810,126111,61711,64400
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Seeing,59946,29858,30088,37512,18744,18768,22434,11114,11320
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Hearing,67261,33173,34088,42222,21001,21221,25039,12172,12867
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Walking/ Climbing,106419,54131,52288,65304,33449,31855,41115,20682,20433
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Communication,36573,19145,17428,22762,12141,10621,13811,7004,6807
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Memorization/ Focus,49745,25383,24362,30901,15977,14924,18844,9406,9438
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Self care etc,37787,18369,19418,23382,11441,11941,14405,6928,7477
SIALKOT,SIALKOT,DISTRICT,Population,4472462,2265871,2206591,3017087,1519544,1497543,1455375,746327,709048
SIALKOT,SIALKOT,DISTRICT,Disability,128725,71958,56767,93546,51576,41970,35179,20382,14797
SIALKOT,SIALKOT,DISTRICT,Functional limitation,360549,198467,162082,247923,135415,112508,112626,63052,49574
SIALKOT,SIALKOT,DISTRICT,Seeing,66039,36813,29226,45983,25521,20462,20056,11292,8764
SIALKOT,SIALKOT,DISTRICT,Hearing,71364,39356,32008,49218,26896,22322,22146,12460,9686
SIALKOT,SIALKOT,DISTRICT,Walking/ Climbing,120765,67197,53568,82644,45623,37021,38121,21574,16547
SIALKOT,SIALKOT,DISTRICT,Communication,42086,23995,18091,29842,16966,12876,12244,7029,5215
SIALKOT,SIALKOT,DISTRICT,Memorization/ Focus,54587,30512,24075,37468,20818,16650,17119,9694,7425
SIALKOT,SIALKOT,DISTRICT,Self care etc,41041,22275,18766,28234,15167,13067,12807,7108,5699
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Population,2524044,1295882,1228162,1960519,1007085,953434,563525,288797,274728
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Disability,101291,57020,44271,79136,44377,34759,22155,12643,9512
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Functional limitation,307480,168916,138564,239518,131432,108086,67962,37484,30478
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Seeing,56199,30754,25445,43749,23932,19817,12450,6822,5628
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Hearing,62160,34345,27815,47616,26347,21269,14544,7998,6546
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Walking/ Climbing,98032,54162,43870,76948,42494,34454,21084,11668,9416
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Communication,33434,18923,14511,25554,14412,11142,7880,4511,3369
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Memorization/ Focus,45849,25486,20363,35223,19514,15709,10626,5972,4654
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Self care etc,35103,19210,15893,27368,14963,12405,7735,4247,3488
VEHARI,VEHARI,DISTRICT,Population,3428191,1734104,1694087,2645727,1339855,1305872,782464,394249,388215
VEHARI,VEHARI,DISTRICT,Disability,80187,43150,37037,67064,35943,31121,13123,7207,5916
VEHARI,VEHARI,DISTRICT,Functional limitation,223914,117344,106570,178816,93559,85257,45098,23785,21313
VEHARI,VEHARI,DISTRICT,Seeing,41862,22085,19777,33190,17491,15699,8672,4594,4078
VEHARI,VEHARI,DISTRICT,Hearing,48335,25428,22907,38464,20211,18253,9871,5217,4654
VEHARI,VEHARI,DISTRICT,Walking/ Climbing,72508,39015,33493,57066,30699,26367,15442,8316,7126
VEHARI,VEHARI,DISTRICT,Communication,30316,16651,13665,24492,13399,11093,5824,3252,2572
VEHARI,VEHARI,DISTRICT,Memorization/ Focus,36584,19437,17147,29200,15488,13712,7384,3949,3435
VEHARI,VEHARI,DISTRICT,Self care etc,24726,12581,12145,19966,10132,9834,4760,2449,2311
