name_admin_unit,part_of_district,admin_unit,disab_func_lim,all_sexes_overall,male_overall,female_overall,all_sexes_rural,male_rural,female_rural,all_sexes_urban,male_urban,female_urban
SWABI,SWABI,DISTRICT,Communication,18086,9998,8088,14897,8201,6696,3189,1797,1392
SWABI,SWABI,DISTRICT,Memorization/ Focus,24637,13269,11368,20287,10855,9432,4350,2414,1936
SWABI,SWABI,DISTRICT,Self care etc,12810,6598,6212,10600,5489,5111,2210,1109,1101
SWAT,SWAT,DISTRICT,Population,2686076,1374819,1311257,1892670,964685,927985,793406,410134,383272
SWAT,SWAT,DISTRICT,Disability,62783,35045,27738,46719,25900,20819,16064,9145,6919
SWAT,SWAT,DISTRICT,Functional limitation,164540,87032,77508,117737,61762,55975,46803,25270,21533
SWAT,SWAT,DISTRICT,Seeing,32749,17512,15237,23520,12444,11076,9229,5068,4161
SWAT,SWAT,DISTRICT,Hearing,34941,18447,16494,24956,13075,11881,9985,5372,4613
SWAT,SWAT,DISTRICT,Walking/ Climbing,57470,31067,26403,40593,21784,18809,16877,9283,7594
SWAT,SWAT,DISTRICT,Communication,24695,13764,10931,17838,9814,8024,6857,3950,2907
SWAT,SWAT,DISTRICT,Memorization/ Focus,30224,16451,13773,21592,11627,9965,8632,4824,3808
SWAT,SWAT,DISTRICT,Self care etc,16732,8587,8145,11960,6145,5815,4772,2442,2330
TANK,TANK,DISTRICT,Population,470293,241590,228703,421121,215542,205579,49172,26048,23124
TANK,TANK,DISTRICT,Disability,11622,6253,5369,10851,5822,5029,771,431,340
TANK,TANK,DISTRICT,Functional limitation,30429,14834,15595,27537,13394,14143,2892,1440,1452
TANK,TANK,DISTRICT,Seeing,5539,2733,2806,5035,2481,2554,504,252,252
TANK,TANK,DISTRICT,Hearing,6073,2877,3196,5475,2593,2882,598,284,314
TANK,TANK,DISTRICT,Walking/ Climbing,10093,5062,5031,9169,4585,4584,924,477,447
TANK,TANK,DISTRICT,Communication,3639,1885,1754,3340,1721,1619,299,164,135
TANK,TANK,DISTRICT,Memorization/ Focus,4629,2292,2337,4210,2079,2131,419,213,206
TANK,TANK,DISTRICT,Self care etc,3412,1624,1788,3090,1464,1626,322,160,162
TORGHAR,TORGHAR,DISTRICT,Population,200445,102164,98281,200445,102164,98281,,,
TORGHAR,TORGHAR,DISTRICT,Disability,6953,3423,3530,6953,3423,3530,,,
TORGHAR,TORGHAR,DISTRICT,Functional limitation,14350,6570,7780,14350,6570,7780,,,
TORGHAR,TORGHAR,DISTRICT,Seeing,3215,1564,1651,3215,1564,1651,,,
TORGHAR,TORGHAR,DISTRICT,Hearing,2950,1326,1624,2950,1326,1624,,,
TORGHAR,TORGHAR,DISTRICT,Walking/ Climbing,5555,2629,2926,5555,2629,2926,,,
TORGHAR,TORGHAR,DISTRICT,Communication,1933,992,941,1933,992,941,,,
TORGHAR,TORGHAR,DISTRICT,Memorization/ Focus,2508,1221,1287,2508,1221,1287,,,
TORGHAR,TORGHAR,DISTRICT,Self care etc,1316,553,763,1316,553,763,,,
UPPER CHITRAL,UPPER CHITRAL,DISTRICT,Population,195161,100319,94842,195161,100319,94842,,,
UPPER CHITRAL,UPPER CHITRAL,DISTRICT,Disability,5247,2799,2448,5247,2799,2448,,,
UPPER CHITRAL,UPPER CHITRAL,DISTRICT,Functional limitation,12480,6311,6169,12480,6311,6169,,,
UPPER CHITRAL,UPPER CHITRAL,DISTRICT,Seeing,3019,1580,1439,3019,1580,1439,,,
UPPER CHITRAL,UPPER CHITRAL,DISTRICT,Hearing,3290,1681,1609,3290,1681,1609,,,
UPPER CHITRAL,UPPER CHITRAL,DISTRICT,Walking/ Climbing,4892,2451,2441,4892,2451,2441,,,
UPPER CHITRAL,UPPER CHITRAL,DISTRICT,Communication,2125,1127,998,2125,1127,998,,,
UPPER CHITRAL,UPPER CHITRAL,DISTRICT,Memorization/ Focus,2339,1192,1147,2339,1192,1147,,,
UPPER CHITRAL,UPPER CHITRAL,DISTRICT,Self care etc,908,443,465,908,443,465,,,
UPPER DIR,UPPER DIR,DISTRICT,Population,1082416,536751,545665,1035578,512924,522654,46838,23827,23011
UPPER DIR,UPPER DIR,DISTRICT,Disability,48122,25162,22960,46490,24250,22240,1632,912,720
UPPER DIR,UPPER DIR,DISTRICT,Functional limitation,82973,43528,39445,79466,41566,37900,3507,1962,1545
UPPER DIR,UPPER DIR,DISTRICT,Seeing,17315,9067,8248,16467,8608,7859,848,459,389
UPPER DIR,UPPER DIR,DISTRICT,Hearing,15241,7981,7260,14540,7600,6940,701,381,320
UPPER DIR,UPPER DIR,DISTRICT,Walking/ Climbing,32869,17310,15559,31521,16572,14949,1348,738,610
UPPER DIR,UPPER DIR,DISTRICT,Communication,12262,6672,5590,11769,6392,5377,493,280,213
UPPER DIR,UPPER DIR,DISTRICT,Memorization/ Focus,14819,7911,6908,14195,7554,6641,624,357,267
UPPER DIR,UPPER DIR,DISTRICT,Self care etc,8287,4242,4045,7926,4040,3886,361,202,159
UPPER KOHISTAN,UPPER KOHISTAN,DISTRICT,Population,374183,192780,181403,374183,192780,181403,,,
UPPER KOHISTAN,UPPER KOHISTAN,DISTRICT,Disability,10169,5417,4752,10169,5417,4752,,,
UPPER KOHISTAN,UPPER KOHISTAN,DISTRICT,Functional limitation,17119,8588,8531,17119,8588,8531,,,
UPPER KOHISTAN,UPPER KOHISTAN,DISTRICT,Seeing,3076,1581,1495,3076,1581,1495,,,
UPPER KOHISTAN,UPPER KOHISTAN,DISTRICT,Hearing,2756,1378,1378,2756,1378,1378,,,
UPPER KOHISTAN,UPPER KOHISTAN,DISTRICT,Walking/ Climbing,6493,3318,3175,6493,3318,3175,,,
UPPER KOHISTAN,UPPER KOHISTAN,DISTRICT,Communication,1996,1076,920,1996,1076,920,,,
UPPER KOHISTAN,UPPER KOHISTAN,DISTRICT,Memorization/ Focus,2495,1297,1198,2495,1297,1198,,,
UPPER KOHISTAN,UPPER KOHISTAN,DISTRICT,Self care etc,2081,1042,1039,2081,1042,1039,,,
