name_admin_unit,admin_unit,part_of_district,region,rural_localities_by_pop_size,number_of_rural_localities,all_sexes,male,female,tgend,note
WASHUK,DISTRICT,WASHUK,RURAL,UN-INHABITED,1,,,,,Rural Localities
ZHOB,DISTRICT,ZHOB,RURAL,OVERALL,102,308716,166762,141949,5,Rural Localities
ZHOB,DISTRICT,ZHOB,RURAL,"5,000 AND ABOVE",20,191803,103292,88510,1,Rural Localities
ZHOB,DISTRICT,ZHOB,RURAL,"2,000 -- 4,999",22,69412,38084,31326,2,Rural Localities
ZHOB,DISTRICT,ZHOB,RURAL,"1,000 -- 1,999",20,28818,15460,13356,2,Rural Localities
ZHOB,DISTRICT,ZHOB,RURAL,500 -- 999,16,12886,6750,6136,,Rural Localities
ZHOB,DISTRICT,ZHOB,RURAL,200 -- 499,13,4752,2625,2127,,Rural Localities
ZHOB,DISTRICT,ZHOB,RURAL,LESS THAN 200,9,1045,551,494,,Rural Localities
ZHOB,DISTRICT,ZHOB,RURAL,UN-INHABITED,2,,,,,Rural Localities
ZIARAT,DISTRICT,ZIARAT,RURAL,OVERALL,69,140133,70760,69367,6,Rural Localities
ZIARAT,DISTRICT,ZIARAT,RURAL,"5,000 AND ABOVE",7,51478,25986,25489,3,Rural Localities
ZIARAT,DISTRICT,ZIARAT,RURAL,"2,000 -- 4,999",17,53751,26585,27164,2,Rural Localities
ZIARAT,DISTRICT,ZIARAT,RURAL,"1,000 -- 1,999",12,17633,9135,8497,1,Rural Localities
ZIARAT,DISTRICT,ZIARAT,RURAL,500 -- 999,18,13056,6885,6171,,Rural Localities
ZIARAT,DISTRICT,ZIARAT,RURAL,200 -- 499,11,3818,1974,1844,,Rural Localities
ZIARAT,DISTRICT,ZIARAT,RURAL,LESS THAN 200,4,397,195,202,,Rural Localities
ZIARAT,DISTRICT,ZIARAT,RURAL,UN-INHABITED,,,,,,Rural Localities
