name_admin_unit,admin_unit,part_of_district,region,rural_localities_by_pop_size,number_of_rural_localities,all_sexes,male,female,tgend,note
TANDO ALLAHYAR,DISTRICT,TANDO ALLAHYAR,RURAL,UN-INHABITED,,,,,,Rural Localities
TANDO MUHAMMAD KHAN,DISTRICT,TANDO MUHAMMAD KHAN,RURAL,OVERALL,153,563977,292529,271442,6,Rural Localities
TANDO MUHAMMAD KHAN,DISTRICT,TANDO MUHAMMAD KHAN,RURAL,"5,000 AND ABOVE",29,220464,114365,106097,2,Rural Localities
TANDO MUHAMMAD KHAN,DISTRICT,TANDO MUHAMMAD KHAN,RURAL,"2,000 -- 4,999",89,299120,155096,144021,3,Rural Localities
TANDO MUHAMMAD KHAN,DISTRICT,TANDO MUHAMMAD KHAN,RURAL,"1,000 -- 1,999",25,38260,19857,18402,1,Rural Localities
TANDO MUHAMMAD KHAN,DISTRICT,TANDO MUHAMMAD KHAN,RURAL,500 -- 999,8,5586,2940,2646,,Rural Localities
TANDO MUHAMMAD KHAN,DISTRICT,TANDO MUHAMMAD KHAN,RURAL,200 -- 499,1,419,207,212,,Rural Localities
TANDO MUHAMMAD KHAN,DISTRICT,TANDO MUHAMMAD KHAN,RURAL,LESS THAN 200,1,128,64,64,,Rural Localities
TANDO MUHAMMAD KHAN,DISTRICT,TANDO MUHAMMAD KHAN,RURAL,UN-INHABITED,,,,,,Rural Localities
THARPARKAR,DISTRICT,THARPARKAR,RURAL,OVERALL,171,1634002,852857,781115,30,Rural Localities
THARPARKAR,DISTRICT,THARPARKAR,RURAL,"5,000 AND ABOVE",129,1510457,788732,721696,29,Rural Localities
THARPARKAR,DISTRICT,THARPARKAR,RURAL,"2,000 -- 4,999",31,113148,58671,54476,1,Rural Localities
THARPARKAR,DISTRICT,THARPARKAR,RURAL,"1,000 -- 1,999",5,6940,3636,3304,,Rural Localities
THARPARKAR,DISTRICT,THARPARKAR,RURAL,500 -- 999,4,3132,1635,1497,,Rural Localities
THARPARKAR,DISTRICT,THARPARKAR,RURAL,200 -- 499,,,,,,Rural Localities
THARPARKAR,DISTRICT,THARPARKAR,RURAL,LESS THAN 200,2,325,183,142,,Rural Localities
THARPARKAR,DISTRICT,THARPARKAR,RURAL,UN-INHABITED,,,,,,Rural Localities
THATTA,DISTRICT,THATTA,RURAL,OVERALL,259,889512,457107,432373,32,Rural Localities
THATTA,DISTRICT,THATTA,RURAL,"5,000 AND ABOVE",43,442559,227224,215317,18,Rural Localities
THATTA,DISTRICT,THATTA,RURAL,"2,000 -- 4,999",103,348490,179478,168998,14,Rural Localities
THATTA,DISTRICT,THATTA,RURAL,"1,000 -- 1,999",49,78175,40080,38095,,Rural Localities
THATTA,DISTRICT,THATTA,RURAL,500 -- 999,20,16249,8231,8018,,Rural Localities
THATTA,DISTRICT,THATTA,RURAL,200 -- 499,9,2978,1559,1419,,Rural Localities
THATTA,DISTRICT,THATTA,RURAL,LESS THAN 200,11,1061,535,526,,Rural Localities
THATTA,DISTRICT,THATTA,RURAL,UN-INHABITED,24,,,,,Rural Localities
UMER KOT,DISTRICT,UMER KOT,RURAL,OVERALL,225,900972,471680,429277,15,Rural Localities
UMER KOT,DISTRICT,UMER KOT,RURAL,"5,000 AND ABOVE",53,476103,250614,225483,6,Rural Localities
UMER KOT,DISTRICT,UMER KOT,RURAL,"2,000 -- 4,999",105,339513,176410,163095,8,Rural Localities
UMER KOT,DISTRICT,UMER KOT,RURAL,"1,000 -- 1,999",47,73217,38276,34940,1,Rural Localities
UMER KOT,DISTRICT,UMER KOT,RURAL,500 -- 999,14,10220,5319,4901,,Rural Localities
UMER KOT,DISTRICT,UMER KOT,RURAL,200 -- 499,4,1629,902,727,,Rural Localities
UMER KOT,DISTRICT,UMER KOT,RURAL,LESS THAN 200,2,290,159,131,,Rural Localities
UMER KOT,DISTRICT,UMER KOT,RURAL,UN-INHABITED,,,,,,Rural Localities
