name_admin_unit,admin_unit,part_of_district,region,rural_localities_by_pop_size,number_of_rural_localities,all_sexes,male,female,tgend,note
TANK,DISTRICT,TANK,RURAL,"1,000 -- 1,999",20,30481,15432,15049,,Rural Localities
TANK,DISTRICT,TANK,RURAL,500 -- 999,10,7430,3693,3737,,Rural Localities
TANK,DISTRICT,TANK,RURAL,200 -- 499,9,3005,1526,1479,,Rural Localities
TANK,DISTRICT,TANK,RURAL,LESS THAN 200,6,331,163,168,,Rural Localities
TANK,DISTRICT,TANK,RURAL,UN-INHABITED,4,,,,,Rural Localities
TORGHAR,DISTRICT,TORGHAR,RURAL,OVERALL,97,200445,102160,98281,4,Rural Localities
TORGHAR,DISTRICT,TORGHAR,RURAL,"5,000 AND ABOVE",5,28130,14393,13737,,Rural Localities
TORGHAR,DISTRICT,TORGHAR,RURAL,"2,000 -- 4,999",38,115024,58693,56330,1,Rural Localities
TORGHAR,DISTRICT,TORGHAR,RURAL,"1,000 -- 1,999",27,39441,20064,19375,2,Rural Localities
TORGHAR,DISTRICT,TORGHAR,RURAL,500 -- 999,19,15615,7867,7747,1,Rural Localities
TORGHAR,DISTRICT,TORGHAR,RURAL,200 -- 499,6,2235,1143,1092,,Rural Localities
TORGHAR,DISTRICT,TORGHAR,RURAL,LESS THAN 200,,,,,,Rural Localities
TORGHAR,DISTRICT,TORGHAR,RURAL,UN-INHABITED,2,,,,,Rural Localities
UPPER CHITRAL,DISTRICT,UPPER CHITRAL ,RURAL,OVERALL,162,195528,100495,95033,,Rural Localities
UPPER CHITRAL,DISTRICT,UPPER CHITRAL ,RURAL,"5,000 AND ABOVE",,,,,,Rural Localities
UPPER CHITRAL,DISTRICT,UPPER CHITRAL ,RURAL,"2,000 -- 4,999",29,85048,43874,41174,,Rural Localities
UPPER CHITRAL,DISTRICT,UPPER CHITRAL ,RURAL,"1,000 -- 1,999",44,63182,32165,31017,,Rural Localities
UPPER CHITRAL,DISTRICT,UPPER CHITRAL ,RURAL,500 -- 999,46,34529,17830,16699,,Rural Localities
UPPER CHITRAL,DISTRICT,UPPER CHITRAL ,RURAL,200 -- 499,33,11438,5932,5506,,Rural Localities
UPPER CHITRAL,DISTRICT,UPPER CHITRAL ,RURAL,LESS THAN 200,10,1331,694,637,,Rural Localities
UPPER CHITRAL,DISTRICT,UPPER CHITRAL ,RURAL,UN-INHABITED,,,,,,Rural Localities
UPPER DIR,DISTRICT,UPPER DIR,RURAL,OVERALL,661,1035724,512983,522730,11,Rural Localities
UPPER DIR,DISTRICT,UPPER DIR,RURAL,"5,000 AND ABOVE",25,172674,85555,87119,,Rural Localities
UPPER DIR,DISTRICT,UPPER DIR,RURAL,"2,000 -- 4,999",143,420921,209235,211681,5,Rural Localities
UPPER DIR,DISTRICT,UPPER DIR,RURAL,"1,000 -- 1,999",188,269286,133375,135905,6,Rural Localities
UPPER DIR,DISTRICT,UPPER DIR,RURAL,500 -- 999,195,139829,68438,71391,,Rural Localities
UPPER DIR,DISTRICT,UPPER DIR,RURAL,200 -- 499,80,29062,14398,14664,,Rural Localities
UPPER DIR,DISTRICT,UPPER DIR,RURAL,LESS THAN 200,28,3952,1982,1970,,Rural Localities
UPPER DIR,DISTRICT,UPPER DIR,RURAL,UN-INHABITED,2,,,,,Rural Localities
UPPER KOHISTAN,DISTRICT,UPPER KOHISTAN,RURAL,OVERALL,511,422947,216184,206759,4,Rural Localities
UPPER KOHISTAN,DISTRICT,UPPER KOHISTAN,RURAL,"5,000 AND ABOVE",2,13972,7032,6940,,Rural Localities
UPPER KOHISTAN,DISTRICT,UPPER KOHISTAN,RURAL,"2,000 -- 4,999",34,100889,51549,49338,2,Rural Localities
UPPER KOHISTAN,DISTRICT,UPPER KOHISTAN,RURAL,"1,000 -- 1,999",103,138983,70563,68418,2,Rural Localities
UPPER KOHISTAN,DISTRICT,UPPER KOHISTAN,RURAL,500 -- 999,149,106890,55039,51851,,Rural Localities
UPPER KOHISTAN,DISTRICT,UPPER KOHISTAN,RURAL,200 -- 499,150,53544,27600,25944,,Rural Localities
UPPER KOHISTAN,DISTRICT,UPPER KOHISTAN,RURAL,LESS THAN 200,73,8669,4401,4268,,Rural Localities
UPPER KOHISTAN,DISTRICT,UPPER KOHISTAN,RURAL,UN-INHABITED,,,,,,Rural Localities
