name_admin_unit,part_of_district,admin_unit,vars,all_sexes_overall,male_overall,female_overall,tgend_overall,all_sexes_rural,male_rural,female_rural,tgend_rural,all_sexes_urban,male_urban,female_urban,tgend_urban
SAHIWAL,SAHIWAL,DISTRICT,Population >=10,2105939,1069760,1036026,153,1540280,782089,758104,87,565659,287671,277922,66
SAHIWAL,SAHIWAL,DISTRICT,Literate >=10,1364032,760123,603862,47,919420,525602,393797,21,444612,234521,210065,26
SAHIWAL,SAHIWAL,DISTRICT,Literate %,64.77,71.06,58.29,30.72,59.69,67.2,51.94,24.14,78.59999999999999,81.52,75.58,39.39
SAHIWAL,SAHIWAL,DISTRICT,Ever Attended,1585191,879637,705515,39,1082868,616283,466567,18,502323,263354,238948,21
SAHIWAL,SAHIWAL,DISTRICT,Primary Completed,249698,131757,117930,11,184926,97956,86967,3,64772,33801,30963,8
SAHIWAL,SAHIWAL,DISTRICT,Enrolment Primary,342176,180455,161721,,255445,136495,118950,,86731,43960,42771,
SAHIWAL,SAHIWAL,DISTRICT,Enrolment Middle,147106,76563,70542,1,103146,54375,48770,1,43960,22188,21772,
SAHIWAL,SAHIWAL,DISTRICT,Enrolment Matric,83448,42047,41398,3,57094,29489,27602,3,26354,12558,13796,
SAHIWAL,SAHIWAL,DISTRICT,Enrolment Intermidiate,44486,22029,22455,2,26993,13600,13392,1,17493,8429,9063,1
SAHIWAL,SAHIWAL,DISTRICT,Enrolment Graduation above,42015,19283,22731,1,21101,9828,11272,1,20914,9455,11459,
SAHIWAL,SAHIWAL,DISTRICT,Never to School (all),869471,365539,503818,114,721664,299235,422360,69,147807,66304,81458,45
SAHIWAL,SAHIWAL,DISTRICT,Drop Out (5 - 16),71089,37864,33220,5,54465,28540,25922,3,16624,9324,7298,2
SAHIWAL,SAHIWAL,DISTRICT,Never to School (5-16),138672,58504,80162,6,115928,47240,68683,5,22744,11264,11479,1
SAHIWAL,SAHIWAL,DISTRICT,Out of School Children (5-16),209761,96368,113382,11,170393,75780,94605,8,39368,20588,18777,3
SARGODHA,SARGODHA,DISTRICT,Population >=5,3734915,1892780,1841754,381,2337178,1183459,1153595,124,1397737,709321,688159,257
SARGODHA,SARGODHA,DISTRICT,Population >=10,3237620,1643269,1593970,381,2016121,1022431,993566,124,1221499,620838,600404,257
SARGODHA,SARGODHA,DISTRICT,Literate >=10,2160405,1209928,950372,105,1222062,706786,515249,27,938343,503142,435123,78
SARGODHA,SARGODHA,DISTRICT,Literate %,66.73,73.63,59.62,27.56,60.61,69.13,51.86,21.77,76.81999999999999,81.04000000000001,72.47,30.35
SARGODHA,SARGODHA,DISTRICT,Ever Attended,2564735,1415109,1149540,86,1480806,837625,643154,27,1083929,577484,506386,59
SARGODHA,SARGODHA,DISTRICT,Primary Completed,382615,198008,184589,18,245209,126462,118739,8,137406,71546,65850,10
SARGODHA,SARGODHA,DISTRICT,Enrolment Primary,551316,281111,270205,,351307,178489,172818,,200009,102622,97387,
SARGODHA,SARGODHA,DISTRICT,Enrolment Middle,244408,120123,124283,2,150008,73393,76614,1,94400,46730,47669,1
SARGODHA,SARGODHA,DISTRICT,Enrolment Matric,127305,62972,64330,3,72035,36754,35279,2,55270,26218,29051,1
SARGODHA,SARGODHA,DISTRICT,Enrolment Intermidiate,76431,37574,38855,2,38029,18940,19089,,38402,18634,19766,2
SARGODHA,SARGODHA,DISTRICT,Enrolment Graduation above,80726,34315,46407,4,30455,13284,17171,,50271,21031,29236,4
SARGODHA,SARGODHA,DISTRICT,Never to School (all),1170180,477671,692214,295,856372,345834,510441,97,313808,131837,181773,198
SARGODHA,SARGODHA,DISTRICT,Drop Out (5 - 16),107874,58148,49721,5,70614,36711,33901,2,37260,21437,15820,3
SARGODHA,SARGODHA,DISTRICT,Never to School (5-16),118799,56905,61887,7,89145,42535,46606,4,29654,14370,15281,3
SARGODHA,SARGODHA,DISTRICT,Out of School Children (5-16),226673,115053,111608,12,159759,79246,80507,6,66914,35807,31101,6
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Population >=5,3445605,1774352,1670647,606,2120733,1095723,1024655,355,1324872,678629,645992,251
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Population >=10,2962186,1531281,1430299,606,1815602,942230,873017,355,1146584,589051,557282,251
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Literate >=10,2040443,1103909,936282,252,1184492,650694,533639,159,855951,453215,402643,93
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Literate %,68.88,72.09,65.45999999999999,41.58,65.23999999999999,69.06,61.13,44.79,74.65000000000001,76.94,72.25,37.05
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Ever Attended,2363139,1262245,1100673,221,1390106,750582,639377,147,973033,511663,461296,74
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Primary Completed,321847,170520,151280,47,204836,108398,96408,30,117011,62122,54872,17
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Enrolment Primary,502967,253388,249574,5,319313,159922,159386,5,183654,93466,90188,
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Enrolment Middle,215973,108367,107595,11,130300,65802,64489,9,85673,42565,43106,2
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Enrolment Matric,132833,64347,68471,15,79471,39431,40028,12,53362,24916,28443,3
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Enrolment Intermidiate,75653,34755,40889,9,41381,18861,22515,5,34272,15894,18374,4
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Enrolment Graduation above,66249,27882,38362,5,32472,13769,18703,,33777,14113,19659,5
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Never to School (all),1082466,512107,569974,385,730627,345141,385278,208,351839,166966,184696,177
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Drop Out (5 - 16),98973,53507,45446,20,63533,33536,29980,17,35440,19971,15466,3
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Never to School (5-16),163103,82343,80705,55,104611,51838,52741,32,58492,30505,27964,23
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,Out of School Children (5-16),262076,135850,126151,75,168144,85374,82721,49,93932,50476,43430,26
SIALKOT,SIALKOT,DISTRICT,Population >=5,3865938,1950934,1914145,859,2599491,1303472,1295820,199,1266447,647462,618325,660
SIALKOT,SIALKOT,DISTRICT,Population >=10,3356203,1690244,1665100,859,2249166,1124865,1124102,199,1107037,565379,540998,660
SIALKOT,SIALKOT,DISTRICT,Literate >=10,2630257,1356195,1273863,199,1707989,879204,828684,101,922268,476991,445179,98
SIALKOT,SIALKOT,DISTRICT,Literate %,78.37,80.23999999999999,76.5,23.17,75.94,78.16,73.72,50.75,83.31,84.37,82.29000000000001,14.85
SIALKOT,SIALKOT,DISTRICT,Ever Attended,3083599,1589764,1493650,185,2022907,1041660,981157,90,1060692,548104,512493,95
SIALKOT,SIALKOT,DISTRICT,Primary Completed,366229,196912,169267,50,263116,141159,121936,21,103113,55753,47331,29
SIALKOT,SIALKOT,DISTRICT,Enrolment Primary,593148,310846,282302,,407777,213561,194216,,185371,97285,88086,
SIALKOT,SIALKOT,DISTRICT,Enrolment Middle,279261,142105,137148,8,190600,96730,93865,5,88661,45375,43283,3
SIALKOT,SIALKOT,DISTRICT,Enrolment Matric,166297,77955,88333,9,112042,51725,60314,3,54255,26230,28019,6
SIALKOT,SIALKOT,DISTRICT,Enrolment Intermidiate,110467,48240,62222,5,68971,28619,40349,3,41496,19621,21873,2
SIALKOT,SIALKOT,DISTRICT,Enrolment Graduation above,104949,37785,67159,5,60079,19860,40216,3,44870,17925,26943,2
SIALKOT,SIALKOT,DISTRICT,Never to School (all),782339,361170,420495,674,576584,261812,314663,109,205755,99358,105832,565
SIALKOT,SIALKOT,DISTRICT,Drop Out (5 - 16),92136,55624,36508,4,65800,39902,25895,3,26336,15722,10613,1
SIALKOT,SIALKOT,DISTRICT,Never to School (5-16),61424,32034,29002,388,42426,21403,21023,,18998,10631,7979,388
SIALKOT,SIALKOT,DISTRICT,Out of School Children (5-16),153560,87658,65510,392,108226,61305,46918,3,45334,26353,18592,389
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Population >=5,2200639,1128097,1072306,236,1703962,874186,829685,91,496677,253911,242621,145
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Population >=10,1902553,976155,926162,236,1467928,753930,713907,91,434625,222225,212255,145
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Literate >=10,1358123,745527,612486,110,1002525,557188,445301,36,355598,188339,167185,74
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Literate %,71.38,76.37,66.13,46.61,68.3,73.90000000000001,62.38,39.56,81.81999999999999,84.75,78.77,51.03
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Ever Attended,1581424,860949,720381,94,1179227,648294,530901,32,402197,212655,189480,62
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Primary Completed,249496,128172,121293,31,194527,99863,94655,9,54969,28309,26638,22
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Enrolment Primary,318388,165143,153245,,246849,127936,118913,,71539,37207,34332,
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Enrolment Middle,142580,73048,69532,,108886,55348,53538,,33694,17700,15994,
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Enrolment Matric,77256,39505,37750,1,56413,29133,27279,1,20843,10372,10471,
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Enrolment Intermidiate,43780,21201,22578,1,29812,14514,15298,,13968,6687,7280,1
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Enrolment Graduation above,39963,16953,23008,2,24836,10519,14316,1,15127,6434,8692,1
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Never to School (all),619215,267148,351925,142,524735,225892,298784,59,94480,41256,53141,83
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Drop Out (5 - 16),66496,36616,29878,2,53786,29241,24543,2,12710,7375,5335,
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Never to School (5-16),75894,38822,37070,2,67343,34506,32836,1,8551,4316,4234,1
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,Out of School Children (5-16),142390,75438,66948,4,121129,63747,57379,3,21261,11691,9569,1
VEHARI,VEHARI,DISTRICT,Population >=5,2919141,1477633,1441069,439,2249366,1139942,1109184,240,669775,337691,331885,199
VEHARI,VEHARI,DISTRICT,Population >=10,2487435,1261062,1225934,439,1911657,970572,940845,240,575778,290490,285089,199
VEHARI,VEHARI,DISTRICT,Literate >=10,1470060,837763,632176,121,1046219,611907,434266,46,423841,225856,197910,75
VEHARI,VEHARI,DISTRICT,Literate %,59.1,66.43000000000001,51.57,27.56,54.73,63.05,46.16,19.17,73.61,77.75,69.42,37.69
VEHARI,VEHARI,DISTRICT,Ever Attended,1732796,970024,762677,95,1241692,711255,530393,44,491104,258769,232284,51
VEHARI,VEHARI,DISTRICT,Primary Completed,307643,170549,137064,30,237208,133586,103600,22,70435,36963,33464,8
VEHARI,VEHARI,DISTRICT,Enrolment Primary,405216,206677,198539,,305792,157250,148542,,99424,49427,49997,
VEHARI,VEHARI,DISTRICT,Enrolment Middle,161701,82797,78903,1,116366,61446,54919,1,45335,21351,23984,
VEHARI,VEHARI,DISTRICT,Enrolment Matric,83366,43333,40032,1,57423,30464,26959,,25943,12869,13073,1
VEHARI,VEHARI,DISTRICT,Enrolment Intermidiate,46175,23067,23108,,28991,14879,14112,,17184,8188,8996,
VEHARI,VEHARI,DISTRICT,Enrolment Graduation above,43628,20099,23529,,24229,11638,12591,,19399,8461,10938,
VEHARI,VEHARI,DISTRICT,Never to School (all),1186345,507609,678392,344,1007674,428687,578791,196,178671,78922,99601,148
VEHARI,VEHARI,DISTRICT,Drop Out (5 - 16),93356,48899,44442,15,75243,38889,36343,11,18113,10010,8099,4
VEHARI,VEHARI,DISTRICT,Never to School (5-16),214027,100181,113801,45,189485,86653,102794,38,24542,13528,11007,7
VEHARI,VEHARI,DISTRICT,Out of School Children (5-16),307383,149080,158243,60,264728,125542,139137,49,42655,23538,19106,11
