name_admin_unit,part_of_district,admin_unit,language,all_sexes_overall,female_overall,male_overall,tgend_overall,all_sexes_rural,female_rural,male_rural,tgend_rural,all_sexes_urban,female_urban,male_urban,tgend_urban
PANJGUR,PANJGUR,DISTRICT,KASHMIRI,737,323,413,1,414,183,231,,323,140,182,1
PANJGUR,PANJGUR,DISTRICT,KOHIOSTANI,4,2,2,,3,2,1,,1,,1,
PANJGUR,PANJGUR,DISTRICT,MEWATI,,,,,,,,,,,,
PANJGUR,PANJGUR,DISTRICT,OTHERS,233,87,146,,188,66,122,,45,21,24,
PANJGUR,PANJGUR,DISTRICT,PUNJABI,61,21,40,,40,13,27,,21,8,13,
PANJGUR,PANJGUR,DISTRICT,PUSHTO,212,66,145,1,114,29,84,1,98,37,61,
PANJGUR,PANJGUR,DISTRICT,SARAIKI,73,25,47,1,57,15,41,1,16,10,6,
PANJGUR,PANJGUR,DISTRICT,SHINA,1,,1,,,,,,1,,1,
PANJGUR,PANJGUR,DISTRICT,SINDHI,52,18,34,,24,12,12,,28,6,22,
PANJGUR,PANJGUR,DISTRICT,TOTAL,509781,240314,269372,95,352088,167494,184562,32,157693,72820,84810,63
PANJGUR,PANJGUR,DISTRICT,URDU,448,173,274,1,332,128,203,1,116,45,71,
PISHIN,PISHIN,DISTRICT,BALOCHI,967,496,471,,674,347,327,,293,149,144,
PISHIN,PISHIN,DISTRICT,BALTI,,,,,,,,,,,,
PISHIN,PISHIN,DISTRICT,BRAHVI,4540,2269,2271,,4540,2269,2271,,,,,
PISHIN,PISHIN,DISTRICT,HINDKO,32,17,15,,15,5,10,,17,12,5,
PISHIN,PISHIN,DISTRICT,KALASHA,,,,,,,,,,,,
PISHIN,PISHIN,DISTRICT,KASHMIRI,58,35,22,1,27,16,11,,31,19,11,1
PISHIN,PISHIN,DISTRICT,KOHIOSTANI,,,,,,,,,,,,
PISHIN,PISHIN,DISTRICT,MEWATI,,,,,,,,,,,,
PISHIN,PISHIN,DISTRICT,OTHERS,231,111,120,,134,60,74,,97,51,46,
PISHIN,PISHIN,DISTRICT,PUNJABI,1070,516,554,,154,71,83,,916,445,471,
PISHIN,PISHIN,DISTRICT,PUSHTO,827702,405009,422672,21,585829,286395,299420,14,241873,118614,123252,7
PISHIN,PISHIN,DISTRICT,SARAIKI,319,125,193,1,21,8,12,1,298,117,181,
PISHIN,PISHIN,DISTRICT,SHINA,1,1,,,1,1,,,,,,
PISHIN,PISHIN,DISTRICT,SINDHI,159,82,77,,74,39,35,,85,43,42,
PISHIN,PISHIN,DISTRICT,TOTAL,835482,408862,426597,23,591697,289328,302354,15,243785,119534,124243,8
PISHIN,PISHIN,DISTRICT,URDU,403,201,202,,228,117,111,,175,84,91,
QUETTA,QUETTA,DISTRICT,BALOCHI,167621,81050,86557,14,73493,34765,38724,4,94128,46285,47833,10
QUETTA,QUETTA,DISTRICT,BALTI,827,397,430,,403,189,214,,424,208,216,
QUETTA,QUETTA,DISTRICT,BRAHVI,352241,173524,178713,4,219694,107330,112363,1,132547,66194,66350,3
QUETTA,QUETTA,DISTRICT,HINDKO,18609,9279,9330,,496,249,247,,18113,9030,9083,
QUETTA,QUETTA,DISTRICT,KALASHA,37,13,24,,7,2,5,,30,11,19,
QUETTA,QUETTA,DISTRICT,KASHMIRI,2567,1151,1415,1,365,138,226,1,2202,1013,1189,
QUETTA,QUETTA,DISTRICT,KOHIOSTANI,892,445,447,,453,231,222,,439,214,225,
QUETTA,QUETTA,DISTRICT,MEWATI,24,11,13,,6,2,4,,18,9,9,
QUETTA,QUETTA,DISTRICT,OTHERS,186007,94270,91728,9,104590,52760,51826,4,81417,41510,39902,5
QUETTA,QUETTA,DISTRICT,PUNJABI,67098,33482,33606,10,5985,2996,2989,,61113,30486,30617,10
QUETTA,QUETTA,DISTRICT,PUSHTO,1361688,657399,704244,45,548618,266349,282251,18,813070,391050,421993,27
QUETTA,QUETTA,DISTRICT,SARAIKI,24870,12106,12758,6,7459,3594,3865,,17411,8512,8893,6
QUETTA,QUETTA,DISTRICT,SHINA,398,194,204,,204,103,101,,194,91,103,
QUETTA,QUETTA,DISTRICT,SINDHI,30361,14565,15785,11,9693,4559,5134,,20668,10006,10651,11
QUETTA,QUETTA,DISTRICT,TOTAL,2271290,1106931,1164248,111,979434,477235,502170,29,1291856,629696,662078,82
QUETTA,QUETTA,DISTRICT,URDU,58050,29045,28994,11,7968,3968,3999,1,50082,25077,24995,10
SHERANI,SHERANI,DISTRICT,BALOCHI,149,76,73,,149,76,73,,,,,
SHERANI,SHERANI,DISTRICT,BALTI,,,,,,,,,,,,
SHERANI,SHERANI,DISTRICT,BRAHVI,,,,,,,,,,,,
SHERANI,SHERANI,DISTRICT,HINDKO,1,,1,,1,,1,,,,,
SHERANI,SHERANI,DISTRICT,KALASHA,,,,,,,,,,,,
SHERANI,SHERANI,DISTRICT,KASHMIRI,2,,2,,2,,2,,,,,
SHERANI,SHERANI,DISTRICT,KOHIOSTANI,,,,,,,,,,,,
SHERANI,SHERANI,DISTRICT,MEWATI,,,,,,,,,,,,
SHERANI,SHERANI,DISTRICT,OTHERS,4,3,1,,4,3,1,,,,,
SHERANI,SHERANI,DISTRICT,PUNJABI,8,5,3,,8,5,3,,,,,
SHERANI,SHERANI,DISTRICT,PUSHTO,191431,86206,105219,6,191431,86206,105219,6,,,,
SHERANI,SHERANI,DISTRICT,SARAIKI,5,1,4,,5,1,4,,,,,
SHERANI,SHERANI,DISTRICT,SHINA,,,,,,,,,,,,
SHERANI,SHERANI,DISTRICT,SINDHI,24,10,14,,24,10,14,,,,,
SHERANI,SHERANI,DISTRICT,TOTAL,191673,86329,105338,6,191673,86329,105338,6,,,,
SHERANI,SHERANI,DISTRICT,URDU,49,28,21,,49,28,21,,,,,
SIBI,SIBI,DISTRICT,BALOCHI,98971,47425,51545,1,71058,33855,37202,1,27913,13570,14343,
SIBI,SIBI,DISTRICT,BALTI,,,,,,,,,,,,
SIBI,SIBI,DISTRICT,BRAHVI,6517,3211,3306,,4624,2283,2341,,1893,928,965,
SIBI,SIBI,DISTRICT,HINDKO,25,15,10,,2,2,,,23,13,10,
SIBI,SIBI,DISTRICT,KALASHA,,,,,,,,,,,,
SIBI,SIBI,DISTRICT,KASHMIRI,97,46,51,,69,36,33,,28,10,18,
SIBI,SIBI,DISTRICT,KOHIOSTANI,,,,,,,,,,,,
SIBI,SIBI,DISTRICT,MEWATI,,,,,,,,,,,,
SIBI,SIBI,DISTRICT,OTHERS,151,65,86,,77,38,39,,74,27,47,
SIBI,SIBI,DISTRICT,PUNJABI,2786,1452,1334,,175,96,79,,2611,1356,1255,
SIBI,SIBI,DISTRICT,PUSHTO,30036,14748,15286,2,25444,12456,12986,2,4592,2292,2300,
SIBI,SIBI,DISTRICT,SARAIKI,29938,14707,15229,2,19541,9505,10034,2,10397,5202,5195,
SIBI,SIBI,DISTRICT,SHINA,5,2,3,,5,2,3,,,,,
SIBI,SIBI,DISTRICT,SINDHI,52684,25979,26705,,33638,16522,17116,,19046,9457,9589,
SIBI,SIBI,DISTRICT,TOTAL,224148,109110,115033,5,154848,74904,79939,5,69300,34206,35094,
SIBI,SIBI,DISTRICT,URDU,2938,1460,1478,,215,109,106,,2723,1351,1372,
SOHBATPUR,SOHBATPUR,DISTRICT,BALOCHI,161801,79115,82685,1,158535,77501,81033,1,3266,1614,1652,
SOHBATPUR,SOHBATPUR,DISTRICT,BALTI,,,,,,,,,,,,
SOHBATPUR,SOHBATPUR,DISTRICT,BRAHVI,19009,9645,9364,,17047,8678,8369,,1962,967,995,
SOHBATPUR,SOHBATPUR,DISTRICT,HINDKO,209,106,103,,179,91,88,,30,15,15,
SOHBATPUR,SOHBATPUR,DISTRICT,KALASHA,,,,,,,,,,,,
SOHBATPUR,SOHBATPUR,DISTRICT,KASHMIRI,57,25,32,,54,24,30,,3,1,2,
SOHBATPUR,SOHBATPUR,DISTRICT,KOHIOSTANI,,,,,,,,,,,,
SOHBATPUR,SOHBATPUR,DISTRICT,MEWATI,,,,,,,,,,,,
SOHBATPUR,SOHBATPUR,DISTRICT,OTHERS,382,205,177,,372,196,176,,10,9,1,
SOHBATPUR,SOHBATPUR,DISTRICT,PUNJABI,70,34,36,,60,31,29,,10,3,7,
SOHBATPUR,SOHBATPUR,DISTRICT,PUSHTO,646,326,320,,631,324,307,,15,2,13,
SOHBATPUR,SOHBATPUR,DISTRICT,SARAIKI,15311,7694,7617,,13031,6568,6463,,2280,1126,1154,
SOHBATPUR,SOHBATPUR,DISTRICT,SHINA,39,16,23,,39,16,23,,,,,
SOHBATPUR,SOHBATPUR,DISTRICT,SINDHI,42335,20960,21374,1,35204,17463,17740,1,7131,3497,3634,
SOHBATPUR,SOHBATPUR,DISTRICT,TOTAL,240106,118241,121863,2,225378,110997,114379,2,14728,7244,7484,
SOHBATPUR,SOHBATPUR,DISTRICT,URDU,247,115,132,,226,105,121,,21,10,11,
SURAB,SURAB,DISTRICT,BALOCHI,8102,4114,3988,,4434,2256,2178,,3668,1858,1810,
SURAB,SURAB,DISTRICT,BALTI,,,,,,,,,,,,
SURAB,SURAB,DISTRICT,BRAHVI,269979,132796,137169,14,237514,115485,122015,14,32465,17311,15154,
SURAB,SURAB,DISTRICT,HINDKO,120,56,64,,101,48,53,,19,8,11,
SURAB,SURAB,DISTRICT,KALASHA,1,,1,,1,,1,,,,,
SURAB,SURAB,DISTRICT,KASHMIRI,5,2,3,,3,2,1,,2,,2,
SURAB,SURAB,DISTRICT,KOHIOSTANI,,,,,,,,,,,,
SURAB,SURAB,DISTRICT,MEWATI,,,,,,,,,,,,
SURAB,SURAB,DISTRICT,OTHERS,127,62,64,1,89,37,51,1,38,25,13,
SURAB,SURAB,DISTRICT,PUNJABI,3,1,2,,1,,1,,2,1,1,
SURAB,SURAB,DISTRICT,PUSHTO,321,154,167,,196,94,102,,125,60,65,
SURAB,SURAB,DISTRICT,SARAIKI,15,7,7,1,15,7,7,1,,,,
SURAB,SURAB,DISTRICT,SHINA,72,45,26,1,60,36,23,1,12,9,3,
SURAB,SURAB,DISTRICT,SINDHI,153,70,83,,61,24,37,,92,46,46,
SURAB,SURAB,DISTRICT,TOTAL,279038,137372,141648,18,242570,118035,124517,18,36468,19337,17131,
SURAB,SURAB,DISTRICT,URDU,140,65,74,1,95,46,48,1,45,19,26,
WASHUK,WASHUK,DISTRICT,BALOCHI,206492,96137,110340,15,165761,76254,89492,15,40731,19883,20848,
WASHUK,WASHUK,DISTRICT,BALTI,,,,,,,,,,,,
WASHUK,WASHUK,DISTRICT,BRAHVI,95144,43104,52030,10,95122,43094,52018,10,22,10,12,
WASHUK,WASHUK,DISTRICT,HINDKO,55,22,33,,52,22,30,,3,,3,
WASHUK,WASHUK,DISTRICT,KALASHA,,,,,,,,,,,,
WASHUK,WASHUK,DISTRICT,KASHMIRI,138,67,71,,111,50,61,,27,17,10,
WASHUK,WASHUK,DISTRICT,KOHIOSTANI,,,,,,,,,,,,
WASHUK,WASHUK,DISTRICT,MEWATI,,,,,,,,,,,,
WASHUK,WASHUK,DISTRICT,OTHERS,34,15,19,,22,7,15,,12,8,4,
WASHUK,WASHUK,DISTRICT,PUNJABI,52,15,37,,44,14,30,,8,1,7,
WASHUK,WASHUK,DISTRICT,PUSHTO,55,22,33,,48,16,32,,7,6,1,
WASHUK,WASHUK,DISTRICT,SARAIKI,54,17,37,,53,16,37,,1,1,,
WASHUK,WASHUK,DISTRICT,SHINA,17,4,13,,15,4,11,,2,,2,
WASHUK,WASHUK,DISTRICT,SINDHI,120,63,57,,98,49,49,,22,14,8,
WASHUK,WASHUK,DISTRICT,TOTAL,302367,139552,162790,25,261516,119606,141885,25,40851,19946,20905,
WASHUK,WASHUK,DISTRICT,URDU,206,86,120,,190,80,110,,16,6,10,
ZHOB,ZHOB,DISTRICT,BALOCHI,403,197,206,,259,131,128,,144,66,78,
ZHOB,ZHOB,DISTRICT,BALTI,,,,,,,,,,,,
ZHOB,ZHOB,DISTRICT,BRAHVI,7,4,3,,,,,,7,4,3,
ZHOB,ZHOB,DISTRICT,HINDKO,122,52,70,,23,8,15,,99,44,55,
ZHOB,ZHOB,DISTRICT,KALASHA,,,,,,,,,,,,
ZHOB,ZHOB,DISTRICT,KASHMIRI,28,12,16,,5,2,3,,23,10,13,
ZHOB,ZHOB,DISTRICT,KOHIOSTANI,,,,,,,,,,,,
ZHOB,ZHOB,DISTRICT,MEWATI,,,,,,,,,,,,
ZHOB,ZHOB,DISTRICT,OTHERS,158,80,78,,39,18,21,,119,62,57,
ZHOB,ZHOB,DISTRICT,PUNJABI,1484,717,767,,258,130,128,,1226,587,639,
ZHOB,ZHOB,DISTRICT,PUSHTO,347202,159382,187815,5,306906,141058,165843,5,40296,18324,21972,
ZHOB,ZHOB,DISTRICT,SARAIKI,5286,2558,2728,,936,460,476,,4350,2098,2252,
ZHOB,ZHOB,DISTRICT,SHINA,4,2,2,,,,,,4,2,2,
ZHOB,ZHOB,DISTRICT,SINDHI,128,64,64,,41,18,23,,87,46,41,
ZHOB,ZHOB,DISTRICT,TOTAL,355556,163414,192137,5,308655,141917,166733,5,46901,21497,25404,
ZHOB,ZHOB,DISTRICT,URDU,734,346,388,,188,92,96,,546,254,292,
ZIARAT,ZIARAT,DISTRICT,BALOCHI,851,442,409,,537,291,246,,314,151,163,
ZIARAT,ZIARAT,DISTRICT,BALTI,,,,,,,,,,,,
ZIARAT,ZIARAT,DISTRICT,BRAHVI,5,2,3,,,,,,5,2,3,
ZIARAT,ZIARAT,DISTRICT,HINDKO,2,,2,,2,,2,,,,,
ZIARAT,ZIARAT,DISTRICT,KALASHA,,,,,,,,,,,,
ZIARAT,ZIARAT,DISTRICT,KASHMIRI,17,5,12,,8,1,7,,9,4,5,
ZIARAT,ZIARAT,DISTRICT,KOHIOSTANI,,,,,,,,,,,,
ZIARAT,ZIARAT,DISTRICT,MEWATI,,,,,,,,,,,,
ZIARAT,ZIARAT,DISTRICT,OTHERS,123,51,71,1,33,13,19,1,90,38,52,
ZIARAT,ZIARAT,DISTRICT,PUNJABI,322,145,177,,28,12,16,,294,133,161,
ZIARAT,ZIARAT,DISTRICT,PUSHTO,187360,92278,95076,6,139420,68993,70423,4,47940,23285,24653,2
ZIARAT,ZIARAT,DISTRICT,SARAIKI,558,273,284,1,9,2,6,1,549,271,278,
ZIARAT,ZIARAT,DISTRICT,SHINA,,,,,,,,,,,,
ZIARAT,ZIARAT,DISTRICT,SINDHI,51,29,22,,50,29,21,,1,,1,
ZIARAT,ZIARAT,DISTRICT,TOTAL,189535,93355,96172,8,140133,69367,70760,6,49402,23988,25412,2
ZIARAT,ZIARAT,DISTRICT,URDU,246,130,116,,46,26,20,,200,104,96,
