name_admin_unit,admin_unit,part_of_district,region,rural_localities_by_pop_size,number_of_rural_localities,all_sexes,male,female,tgend,note
SARGODHA,DISTRICT,SARGODHA,RURAL,OVERALL,786,2724861,1379130,1345607,124,Rural Localities
SARGODHA,DISTRICT,SARGODHA,RURAL,"5,000 AND ABOVE",150,1314991,665262,649642,87,Rural Localities
SARGODHA,DISTRICT,SARGODHA,RURAL,"2,000 -- 4,999",335,1110263,561290,548944,29,Rural Localities
SARGODHA,DISTRICT,SARGODHA,RURAL,"1,000 -- 1,999",155,225607,114569,111033,5,Rural Localities
SARGODHA,DISTRICT,SARGODHA,RURAL,500 -- 999,73,55115,28266,26847,2,Rural Localities
SARGODHA,DISTRICT,SARGODHA,RURAL,200 -- 499,49,16876,8721,8154,1,Rural Localities
SARGODHA,DISTRICT,SARGODHA,RURAL,LESS THAN 200,20,2009,1022,987,,Rural Localities
SARGODHA,DISTRICT,SARGODHA,RURAL,UN-INHABITED,4,,,,,Rural Localities
SHEIKHUPURA,DISTRICT,SHEIKHUPURA,RURAL,OVERALL,651,2498625,1286433,1211837,355,Rural Localities
SHEIKHUPURA,DISTRICT,SHEIKHUPURA,RURAL,"5,000 AND ABOVE",121,1715951,885165,830459,327,Rural Localities
SHEIKHUPURA,DISTRICT,SHEIKHUPURA,RURAL,"2,000 -- 4,999",160,520102,266428,253656,18,Rural Localities
SHEIKHUPURA,DISTRICT,SHEIKHUPURA,RURAL,"1,000 -- 1,999",116,165180,84046,81130,4,Rural Localities
SHEIKHUPURA,DISTRICT,SHEIKHUPURA,RURAL,500 -- 999,92,67381,34888,32490,3,Rural Localities
SHEIKHUPURA,DISTRICT,SHEIKHUPURA,RURAL,200 -- 499,70,24548,12849,11696,3,Rural Localities
SHEIKHUPURA,DISTRICT,SHEIKHUPURA,RURAL,LESS THAN 200,73,5463,3057,2406,,Rural Localities
SHEIKHUPURA,DISTRICT,SHEIKHUPURA,RURAL,UN-INHABITED,19,,,,,Rural Localities
SIALKOT,DISTRICT,SIALKOT,RURAL,OVERALL,1517,3017426,1519508,1497719,199,Rural Localities
SIALKOT,DISTRICT,SIALKOT,RURAL,"5,000 AND ABOVE",123,1076422,545629,530661,132,Rural Localities
SIALKOT,DISTRICT,SIALKOT,RURAL,"2,000 -- 4,999",332,1009902,507755,502100,47,Rural Localities
SIALKOT,DISTRICT,SIALKOT,RURAL,"1,000 -- 1,999",427,622604,311049,311537,18,Rural Localities
SIALKOT,DISTRICT,SIALKOT,RURAL,500 -- 999,326,244833,122660,122171,2,Rural Localities
SIALKOT,DISTRICT,SIALKOT,RURAL,200 -- 499,156,56884,28800,28084,,Rural Localities
SIALKOT,DISTRICT,SIALKOT,RURAL,LESS THAN 200,76,6781,3615,3166,,Rural Localities
SIALKOT,DISTRICT,SIALKOT,RURAL,UN-INHABITED,77,,,,,Rural Localities
TOBA TEK SINGH,DISTRICT,TOBA TEK SINGH,RURAL,OVERALL,535,1960519,1006994,953434,91,Rural Localities
TOBA TEK SINGH,DISTRICT,TOBA TEK SINGH,RURAL,"5,000 AND ABOVE",115,824308,424326,399918,64,Rural Localities
TOBA TEK SINGH,DISTRICT,TOBA TEK SINGH,RURAL,"2,000 -- 4,999",294,1003224,514258,488942,24,Rural Localities
TOBA TEK SINGH,DISTRICT,TOBA TEK SINGH,RURAL,"1,000 -- 1,999",69,105735,54259,51474,2,Rural Localities
TOBA TEK SINGH,DISTRICT,TOBA TEK SINGH,RURAL,500 -- 999,27,19737,10202,9534,1,Rural Localities
TOBA TEK SINGH,DISTRICT,TOBA TEK SINGH,RURAL,200 -- 499,16,6042,3167,2875,,Rural Localities
TOBA TEK SINGH,DISTRICT,TOBA TEK SINGH,RURAL,LESS THAN 200,13,1473,782,691,,Rural Localities
TOBA TEK SINGH,DISTRICT,TOBA TEK SINGH,RURAL,UN-INHABITED,1,,,,,Rural Localities
VEHARI,DISTRICT,VEHARI,RURAL,OVERALL,746,2647506,1340467,1306799,240,Rural Localities
VEHARI,DISTRICT,VEHARI,RURAL,"5,000 AND ABOVE",160,1260272,639156,620981,135,Rural Localities
VEHARI,DISTRICT,VEHARI,RURAL,"2,000 -- 4,999",356,1183722,597920,585726,76,Rural Localities
VEHARI,DISTRICT,VEHARI,RURAL,"1,000 -- 1,999",92,140824,71488,69324,12,Rural Localities
VEHARI,DISTRICT,VEHARI,RURAL,500 -- 999,61,44825,22778,22033,14,Rural Localities
VEHARI,DISTRICT,VEHARI,RURAL,200 -- 499,43,14645,7449,7193,3,Rural Localities
VEHARI,DISTRICT,VEHARI,RURAL,LESS THAN 200,31,3218,1676,1542,,Rural Localities
VEHARI,DISTRICT,VEHARI,RURAL,UN-INHABITED,3,,,,,Rural Localities
