name_admin_unit,part_of_district,admin_unit,disab_func_lim,all_sexes_overall,male_overall,female_overall,all_sexes_rural,male_rural,female_rural,all_sexes_urban,male_urban,female_urban
THARPARKAR,THARPARKAR,DISTRICT,Seeing,23748,11920,11828,21759,10890,10869,1989,1030,959
THARPARKAR,THARPARKAR,DISTRICT,Hearing,24070,11958,12112,22049,10912,11137,2021,1046,975
THARPARKAR,THARPARKAR,DISTRICT,Walking/ Climbing,41339,21045,20294,37919,19235,18684,3420,1810,1610
THARPARKAR,THARPARKAR,DISTRICT,Communication,13225,7102,6123,11884,6384,5500,1341,718,623
THARPARKAR,THARPARKAR,DISTRICT,Memorization/ Focus,17999,9240,8759,16483,8457,8026,1516,783,733
THARPARKAR,THARPARKAR,DISTRICT,Self care etc,12684,6197,6487,11760,5776,5984,924,421,503
THATTA,THATTA,DISTRICT,Population,1083191,555296,527895,889512,457139,432373,193679,98157,95522
THATTA,THATTA,DISTRICT,Disability,29353,16895,12458,26167,14971,11196,3186,1924,1262
THATTA,THATTA,DISTRICT,Functional limitation,97408,53520,43888,81943,45054,36889,15465,8466,6999
THATTA,THATTA,DISTRICT,Seeing,18320,9999,8321,15438,8442,6996,2882,1557,1325
THATTA,THATTA,DISTRICT,Hearing,20236,11103,9133,16952,9315,7637,3284,1788,1496
THATTA,THATTA,DISTRICT,Walking/ Climbing,31167,17136,14031,26091,14367,11724,5076,2769,2307
THATTA,THATTA,DISTRICT,Communication,10188,5781,4407,8774,4950,3824,1414,831,583
THATTA,THATTA,DISTRICT,Memorization/ Focus,14561,8085,6476,12297,6786,5511,2264,1299,965
THATTA,THATTA,DISTRICT,Self care etc,11165,6145,5020,9435,5208,4227,1730,937,793
UMER KOT,UMER KOT,DISTRICT,Population,1158284,606096,552188,900329,471387,428942,257955,134709,123246
UMER KOT,UMER KOT,DISTRICT,Disability,37285,20855,16430,28111,15652,12459,9174,5203,3971
UMER KOT,UMER KOT,DISTRICT,Functional limitation,101909,55904,46005,76646,41945,34701,25263,13959,11304
UMER KOT,UMER KOT,DISTRICT,Seeing,19294,10521,8773,14496,7864,6632,4798,2657,2141
UMER KOT,UMER KOT,DISTRICT,Hearing,20285,11150,9135,15334,8402,6932,4951,2748,2203
UMER KOT,UMER KOT,DISTRICT,Walking/ Climbing,34495,18977,15518,25628,14017,11611,8867,4960,3907
UMER KOT,UMER KOT,DISTRICT,Communication,11166,6350,4816,8444,4740,3704,2722,1610,1112
UMER KOT,UMER KOT,DISTRICT,Memorization/ Focus,15509,8647,6862,11702,6499,5203,3807,2148,1659
UMER KOT,UMER KOT,DISTRICT,Self care etc,11586,6332,5254,8734,4775,3959,2852,1557,1295
