name_admin_unit,part_of_district,admin_unit,region,households,res_st_owned,res_st_rented,res_st_rent_free,res_st_govt,res_st_non_govt,res_st_other,owner_gender_male,owner_gender_female,no_rooms_one,no_rooms_two,no_rooms_three,no_rooms_grtreq_four
PANJPAI,QUETTA,SUB-TEHSIL,OVERALL,3398,3101,11,245,1,4,36,3301,56,390,932,710,1366
PANJPAI,QUETTA,SUB-TEHSIL,RURAL,3398,3101,11,245,1,4,36,3301,56,390,932,710,1366
PANJPAI,QUETTA,SUB-TEHSIL,URBAN,,,,,,,,,,,,,
SHERANI,SHERANI,DISTRICT,OVERALL,36100,34242,722,859,25,19,233,33778,2045,4112,10825,9707,11456
SHERANI,SHERANI,DISTRICT,RURAL,36100,34242,722,859,25,19,233,33778,2045,4112,10825,9707,11456
SHERANI,SHERANI,DISTRICT,URBAN,,,,,,,,,,,,,
SHERANI,SHERANI,SUB-DIVISION,OVERALL,36100,34242,722,859,25,19,233,33778,2045,4112,10825,9707,11456
SHERANI,SHERANI,SUB-DIVISION,RURAL,36100,34242,722,859,25,19,233,33778,2045,4112,10825,9707,11456
SHERANI,SHERANI,SUB-DIVISION,URBAN,,,,,,,,,,,,,
SIBI,SIBI,DISTRICT,OVERALL,31296,23771,2859,2750,755,15,1146,28948,432,11081,10905,4868,4442
SIBI,SIBI,DISTRICT,RURAL,19771,14928,1120,2472,141,6,1104,18267,253,7889,7019,2676,2187
SIBI,SIBI,DISTRICT,URBAN,11525,8843,1739,278,614,9,42,10681,179,3192,3886,2192,2255
KOT MANDAI,SIBI,SUB-TEHSIL,OVERALL,1275,572,47,180,4,,472,794,5,377,510,207,181
KOT MANDAI,SIBI,SUB-TEHSIL,RURAL,1275,572,47,180,4,,472,794,5,377,510,207,181
KOT MANDAI,SIBI,SUB-TEHSIL,URBAN,,,,,,,,,,,,,
LEHRI,SIBI,SUB-DIVISION,OVERALL,7598,5672,255,1257,19,1,394,7060,124,3234,2987,886,491
LEHRI,SIBI,SUB-DIVISION,RURAL,7598,5672,255,1257,19,1,394,7060,124,3234,2987,886,491
LEHRI,SIBI,SUB-DIVISION,URBAN,,,,,,,,,,,,,
SANGAN,SIBI,SUB-TEHSIL,OVERALL,382,300,17,64,,,1,377,4,14,147,106,115
SANGAN,SIBI,SUB-TEHSIL,RURAL,382,300,17,64,,,1,377,4,14,147,106,115
SANGAN,SIBI,SUB-TEHSIL,URBAN,,,,,,,,,,,,,
SIBI,SIBI,SUB-DIVISION,OVERALL,22041,17227,2540,1249,732,14,279,20717,299,7456,7261,3669,3655
SIBI,SIBI,SUB-DIVISION,RURAL,10516,8384,801,971,118,5,237,10036,120,4264,3375,1477,1400
SIBI,SIBI,SUB-DIVISION,URBAN,11525,8843,1739,278,614,9,42,10681,179,3192,3886,2192,2255
SOHBATPUR,SOHBATPUR,DISTRICT,OVERALL,33734,19288,397,10895,19,14,3121,29886,694,25620,6157,1352,605
SOHBATPUR,SOHBATPUR,DISTRICT,RURAL,31941,17723,241,10848,17,14,3098,28156,656,24311,5772,1283,575
SOHBATPUR,SOHBATPUR,DISTRICT,URBAN,1793,1565,156,47,2,,23,1730,38,1309,385,69,30
FARIDABAD,SOHBATPUR,TEHSIL,OVERALL,9246,4952,35,2366,3,,1890,7233,120,6433,2100,517,196
FARIDABAD,SOHBATPUR,TEHSIL,RURAL,9246,4952,35,2366,3,,1890,7233,120,6433,2100,517,196
FARIDABAD,SOHBATPUR,TEHSIL,URBAN,,,,,,,,,,,,,
HAIR DIN,SOHBATPUR,TEHSIL,OVERALL,2560,1530,4,973,6,9,38,2429,78,2171,325,51,13
HAIR DIN,SOHBATPUR,TEHSIL,RURAL,2560,1530,4,973,6,9,38,2429,78,2171,325,51,13
HAIR DIN,SOHBATPUR,TEHSIL,URBAN,,,,,,,,,,,,,
MANJHIPUR,SOHBATPUR,TEHSIL,OVERALL,3300,1553,40,1409,,,298,2919,83,2510,646,103,41
MANJHIPUR,SOHBATPUR,TEHSIL,RURAL,3300,1553,40,1409,,,298,2919,83,2510,646,103,41
MANJHIPUR,SOHBATPUR,TEHSIL,URBAN,,,,,,,,,,,,,
PANHWAR,SOHBATPUR,TEHSIL,OVERALL,7742,5421,8,2104,1,,208,7415,118,6110,1308,246,78
PANHWAR,SOHBATPUR,TEHSIL,RURAL,7742,5421,8,2104,1,,208,7415,118,6110,1308,246,78
PANHWAR,SOHBATPUR,TEHSIL,URBAN,,,,,,,,,,,,,
SAEED MUHAMMAD KANRANI,SOHBATPUR,TEHSIL,OVERALL,2486,2129,46,255,1,2,53,2359,71,1916,455,69,46
SAEED MUHAMMAD KANRANI,SOHBATPUR,TEHSIL,RURAL,2486,2129,46,255,1,2,53,2359,71,1916,455,69,46
SAEED MUHAMMAD KANRANI,SOHBATPUR,TEHSIL,URBAN,,,,,,,,,,,,,
SOHBATPUR,SOHBATPUR,SUB-DIVISION,OVERALL,8400,3703,264,3788,8,3,634,7531,224,6480,1323,366,231
SOHBATPUR,SOHBATPUR,SUB-DIVISION,RURAL,6607,2138,108,3741,6,3,611,5801,186,5171,938,297,201
SOHBATPUR,SOHBATPUR,SUB-DIVISION,URBAN,1793,1565,156,47,2,,23,1730,38,1309,385,69,30
SURAB,SURAB,DISTRICT,OVERALL,51227,49279,724,815,21,29,359,48980,1838,10968,16440,12691,11128
SURAB,SURAB,DISTRICT,RURAL,45045,43497,400,790,10,26,322,43035,1652,10622,14474,10868,9081
SURAB,SURAB,DISTRICT,URBAN,6182,5782,324,25,11,3,37,5945,186,346,1966,1823,2047
DASHT E GORAN,SURAB,SUB-DIVISION,OVERALL,3291,3175,46,23,,2,45,3029,215,327,872,870,1222
DASHT E GORAN,SURAB,SUB-DIVISION,RURAL,3291,3175,46,23,,2,45,3029,215,327,872,870,1222
DASHT E GORAN,SURAB,SUB-DIVISION,URBAN,,,,,,,,,,,,,
GIDDER,SURAB,SUB-DIVISION,OVERALL,19417,18970,124,207,5,14,97,18564,737,4102,6652,4863,3800
GIDDER,SURAB,SUB-DIVISION,RURAL,19417,18970,124,207,5,14,97,18564,737,4102,6652,4863,3800
GIDDER,SURAB,SUB-DIVISION,URBAN,,,,,,,,,,,,,
SHAHEED MEHARABAD ZEHRI,SURAB,SUB-DIVISION,OVERALL,13130,12537,82,421,3,5,82,12720,320,4985,3952,2328,1865
SHAHEED MEHARABAD ZEHRI,SURAB,SUB-DIVISION,RURAL,13130,12537,82,421,3,5,82,12720,320,4985,3952,2328,1865
SHAHEED MEHARABAD ZEHRI,SURAB,SUB-DIVISION,URBAN,,,,,,,,,,,,,
SURAB,SURAB,SUB-DIVISION,OVERALL,15389,14597,472,164,13,8,135,14667,566,1554,4964,4630,4241
SURAB,SURAB,SUB-DIVISION,RURAL,9207,8815,148,139,2,5,98,8722,380,1208,2998,2807,2194
SURAB,SURAB,SUB-DIVISION,URBAN,6182,5782,324,25,11,3,37,5945,186,346,1966,1823,2047
WASHUK,WASHUK,DISTRICT,OVERALL,49049,48194,477,171,28,16,163,46195,2647,18222,16376,8615,5836
WASHUK,WASHUK,DISTRICT,RURAL,41953,41165,466,156,22,13,131,39541,2246,14504,14411,7678,5360
WASHUK,WASHUK,DISTRICT,URBAN,7096,7029,11,15,6,3,32,6654,401,3718,1965,937,476
BESIMA,WASHUK,SUB-DIVISION,OVERALL,10555,10359,122,28,6,1,39,9676,833,3385,2983,2061,2126
BESIMA,WASHUK,SUB-DIVISION,RURAL,10555,10359,122,28,6,1,39,9676,833,3385,2983,2061,2126
BESIMA,WASHUK,SUB-DIVISION,URBAN,,,,,,,,,,,,,
MASHKHEL,WASHUK,SUB-DIVISION,OVERALL,12916,12657,194,25,1,3,36,12411,465,3070,5428,3146,1272
MASHKHEL,WASHUK,SUB-DIVISION,RURAL,12916,12657,194,25,1,3,36,12411,465,3070,5428,3146,1272
MASHKHEL,WASHUK,SUB-DIVISION,URBAN,,,,,,,,,,,,,
NAG,WASHUK,SUB-TEHSIL,OVERALL,9707,9495,136,44,1,4,27,9072,603,3180,3405,1595,1527
NAG,WASHUK,SUB-TEHSIL,RURAL,9707,9495,136,44,1,4,27,9072,603,3180,3405,1595,1527
NAG,WASHUK,SUB-TEHSIL,URBAN,,,,,,,,,,,,,
SHAHOO GARHI,WASHUK,SUB-TEHSIL,OVERALL,6208,6102,12,59,13,2,20,5937,236,2816,2275,765,352
SHAHOO GARHI,WASHUK,SUB-TEHSIL,RURAL,6208,6102,12,59,13,2,20,5937,236,2816,2275,765,352
SHAHOO GARHI,WASHUK,SUB-TEHSIL,URBAN,,,,,,,,,,,,,
WASHUK,WASHUK,SUB-DIVISION,OVERALL,9663,9581,13,15,7,6,41,9099,510,5771,2285,1048,559
WASHUK,WASHUK,SUB-DIVISION,RURAL,2567,2552,2,,1,3,9,2445,109,2053,320,111,83
WASHUK,WASHUK,SUB-DIVISION,URBAN,7096,7029,11,15,6,3,32,6654,401,3718,1965,937,476
ZHOB,ZHOB,DISTRICT,OVERALL,47901,39086,5121,2058,697,30,909,45061,1204,9944,15117,10121,12719
ZHOB,ZHOB,DISTRICT,RURAL,41474,35900,2599,2015,29,28,903,39442,1072,9127,13170,8538,10639
ZHOB,ZHOB,DISTRICT,URBAN,6427,3186,2522,43,668,2,6,5619,132,817,1947,1583,2080
ASHWAT,ZHOB,SUB-TEHSIL,OVERALL,2972,2250,131,582,,1,8,2893,70,576,1189,618,589
ASHWAT,ZHOB,SUB-TEHSIL,RURAL,2972,2250,131,582,,1,8,2893,70,576,1189,618,589
ASHWAT,ZHOB,SUB-TEHSIL,URBAN,,,,,,,,,,,,,
KAKAR KHURASAN,ZHOB,SUB-DIVISION,OVERALL,2739,1789,178,161,5,1,605,2057,71,630,944,655,510
KAKAR KHURASAN,ZHOB,SUB-DIVISION,RURAL,2739,1789,178,161,5,1,605,2057,71,630,944,655,510
KAKAR KHURASAN,ZHOB,SUB-DIVISION,URBAN,,,,,,,,,,,,,
KASHATOO,ZHOB,SUB-TEHSIL,OVERALL,783,118,14,639,,1,11,756,15,458,232,68,25
KASHATOO,ZHOB,SUB-TEHSIL,RURAL,783,118,14,639,,1,11,756,15,458,232,68,25
KASHATOO,ZHOB,SUB-TEHSIL,URBAN,,,,,,,,,,,,,
SAMBAZA,ZHOB,SUB-TEHSIL,OVERALL,2532,2414,12,19,,1,86,2200,245,87,512,494,1439
SAMBAZA,ZHOB,SUB-TEHSIL,RURAL,2532,2414,12,19,,1,86,2200,245,87,512,494,1439
SAMBAZA,ZHOB,SUB-TEHSIL,URBAN,,,,,,,,,,,,,
ZHOB,ZHOB,SUB-DIVISION,OVERALL,38875,32515,4786,657,692,26,199,37155,803,8193,12240,8286,10156
ZHOB,ZHOB,SUB-DIVISION,RURAL,32448,29329,2264,614,24,24,193,31536,671,7376,10293,6703,8076
ZHOB,ZHOB,SUB-DIVISION,URBAN,6427,3186,2522,43,668,2,6,5619,132,817,1947,1583,2080
ZIARAT,ZIARAT,DISTRICT,OVERALL,22894,20225,326,2174,51,5,113,22117,608,8706,7340,3678,3170
ZIARAT,ZIARAT,DISTRICT,RURAL,17299,15434,68,1679,12,5,101,16663,518,6942,5500,2647,2210
ZIARAT,ZIARAT,DISTRICT,URBAN,5595,4791,258,495,39,,12,5454,90,1764,1840,1031,960
SINJAWI,ZIARAT,SUB-DIVISION,OVERALL,12073,10230,270,1475,8,1,89,11788,187,4125,3511,2005,2432
SINJAWI,ZIARAT,SUB-DIVISION,RURAL,7157,6041,31,1005,2,1,77,6951,126,2418,2041,1164,1534
SINJAWI,ZIARAT,SUB-DIVISION,URBAN,4916,4189,239,470,6,,12,4837,61,1707,1470,841,898
ZIARAT,ZIARAT,SUB-DIVISION,OVERALL,10821,9995,56,699,43,4,24,10329,421,4581,3829,1673,738
ZIARAT,ZIARAT,SUB-DIVISION,RURAL,10142,9393,37,674,10,4,24,9712,392,4524,3459,1483,676
ZIARAT,ZIARAT,SUB-DIVISION,URBAN,679,602,19,25,33,,,617,29,57,370,190,62
