name_admin_unit,part_of_district,admin_unit,hh_type,overall,rural,urban
MOOLA,KHUZDAR,SUB-TEHSIL,PAKKA,37,37,
MOOLA,KHUZDAR,SUB-TEHSIL,SEMI PAKKA,969,969,
MOOLA,KHUZDAR,SUB-TEHSIL,TOTAL,4086,4086,
MUSAKHEL,MUSAKHEL,DISTRICT,KACHA,19810,18463,1347
MUSAKHEL,MUSAKHEL,DISTRICT,PAKKA,2928,2301,627
MUSAKHEL,MUSAKHEL,DISTRICT,SEMI PAKKA,8514,8128,386
MUSAKHEL,MUSAKHEL,DISTRICT,TOTAL,31252,28892,2360
MUSAKHEL,MUSAKHEL,TEHSIL,KACHA,5550,4203,1347
MUSAKHEL,MUSAKHEL,TEHSIL,PAKKA,865,238,627
MUSAKHEL,MUSAKHEL,TEHSIL,SEMI PAKKA,1186,800,386
MUSAKHEL,MUSAKHEL,TEHSIL,TOTAL,7601,5241,2360
MUSLIM BAGH,KILLA SAIFULLAH,TEHSIL,KACHA,9999,7443,2556
MUSLIM BAGH,KILLA SAIFULLAH,TEHSIL,PAKKA,1025,446,579
MUSLIM BAGH,KILLA SAIFULLAH,TEHSIL,SEMI PAKKA,3060,1496,1564
MUSLIM BAGH,KILLA SAIFULLAH,TEHSIL,TOTAL,14084,9385,4699
NAG,WASHUK,SUB-TEHSIL,KACHA,8699,8699,
NAG,WASHUK,SUB-TEHSIL,PAKKA,125,125,
NAG,WASHUK,SUB-TEHSIL,SEMI PAKKA,883,883,
NAG,WASHUK,SUB-TEHSIL,TOTAL,9707,9707,
NAL,KHUZDAR,SUB-DIVISION,KACHA,13365,8116,5249
NAL,KHUZDAR,SUB-DIVISION,PAKKA,600,97,503
NAL,KHUZDAR,SUB-DIVISION,SEMI PAKKA,1318,903,415
NAL,KHUZDAR,SUB-DIVISION,TOTAL,15283,9116,6167
NANA SAHIB,PISHIN,TEHSIL,KACHA,6451,6451,
NANA SAHIB,PISHIN,TEHSIL,PAKKA,95,95,
NANA SAHIB,PISHIN,TEHSIL,SEMI PAKKA,1093,1093,
NANA SAHIB,PISHIN,TEHSIL,TOTAL,7639,7639,
NASIRABAD,NASIRABAD,DISTRICT,KACHA,67373,61527,5846
NASIRABAD,NASIRABAD,DISTRICT,PAKKA,11131,5467,5664
NASIRABAD,NASIRABAD,DISTRICT,SEMI PAKKA,9012,6249,2763
NASIRABAD,NASIRABAD,DISTRICT,TOTAL,87516,73243,14273
NOKUNDI,CHAGAI,TEHSIL,KACHA,2664,2664,
NOKUNDI,CHAGAI,TEHSIL,PAKKA,399,399,
NOKUNDI,CHAGAI,TEHSIL,SEMI PAKKA,78,78,
NOKUNDI,CHAGAI,TEHSIL,TOTAL,3141,3141,
NUSHKI,NUSHKI,DISTRICT,KACHA,23236,19822,3414
NUSHKI,NUSHKI,DISTRICT,PAKKA,5833,2570,3263
NUSHKI,NUSHKI,DISTRICT,SEMI PAKKA,2186,1603,583
NUSHKI,NUSHKI,DISTRICT,TOTAL,31255,23995,7260
NUSHKI,NUSHKI,SUB-DIVISION,KACHA,20452,17038,3414
NUSHKI,NUSHKI,SUB-DIVISION,PAKKA,5833,2570,3263
NUSHKI,NUSHKI,SUB-DIVISION,SEMI PAKKA,2183,1600,583
NUSHKI,NUSHKI,SUB-DIVISION,TOTAL,28468,21208,7260
ORMARA,GWADAR,TEHSIL,KACHA,2297,1537,760
ORMARA,GWADAR,TEHSIL,PAKKA,1533,153,1380
ORMARA,GWADAR,TEHSIL,SEMI PAKKA,1585,99,1486
ORMARA,GWADAR,TEHSIL,TOTAL,5415,1789,3626
ORNACH,KHUZDAR,SUB-DIVISION,KACHA,12276,12276,
ORNACH,KHUZDAR,SUB-DIVISION,PAKKA,196,196,
ORNACH,KHUZDAR,SUB-DIVISION,SEMI PAKKA,606,606,
ORNACH,KHUZDAR,SUB-DIVISION,TOTAL,13078,13078,
PANHWAR,SOHBATPUR,TEHSIL,KACHA,6219,6219,
PANHWAR,SOHBATPUR,TEHSIL,PAKKA,1199,1199,
PANHWAR,SOHBATPUR,TEHSIL,SEMI PAKKA,324,324,
PANHWAR,SOHBATPUR,TEHSIL,TOTAL,7742,7742,
PANJGUR,PANJGUR,DISTRICT,KACHA,93917,69278,24639
PANJGUR,PANJGUR,DISTRICT,PAKKA,8318,6132,2186
PANJGUR,PANJGUR,DISTRICT,SEMI PAKKA,14854,12506,2348
PANJGUR,PANJGUR,DISTRICT,TOTAL,117089,87916,29173
PANJGUR,PANJGUR,SUB-DIVISION,KACHA,60238,35599,24639
PANJGUR,PANJGUR,SUB-DIVISION,PAKKA,7014,4828,2186
PANJGUR,PANJGUR,SUB-DIVISION,SEMI PAKKA,11368,9020,2348
PANJGUR,PANJGUR,SUB-DIVISION,TOTAL,78620,49447,29173
PANJPAI,QUETTA,SUB-TEHSIL,KACHA,3230,3230,
PANJPAI,QUETTA,SUB-TEHSIL,PAKKA,31,31,
PANJPAI,QUETTA,SUB-TEHSIL,SEMI PAKKA,137,137,
PANJPAI,QUETTA,SUB-TEHSIL,TOTAL,3398,3398,
PASNI,GWADAR,SUB-DIVISION,KACHA,5996,4603,1393
PASNI,GWADAR,SUB-DIVISION,PAKKA,5225,869,4356
PASNI,GWADAR,SUB-DIVISION,SEMI PAKKA,2487,908,1579
PASNI,GWADAR,SUB-DIVISION,TOTAL,13708,6380,7328
PATKAIN,KHARAN,SUB-TEHSIL,KACHA,2671,2671,
PATKAIN,KHARAN,SUB-TEHSIL,PAKKA,157,157,
PATKAIN,KHARAN,SUB-TEHSIL,SEMI PAKKA,770,770,
PATKAIN,KHARAN,SUB-TEHSIL,TOTAL,3598,3598,
PIR KOH,DERA BUGTI,SUB-TEHSIL,KACHA,7050,7050,
PIR KOH,DERA BUGTI,SUB-TEHSIL,PAKKA,516,516,
PIR KOH,DERA BUGTI,SUB-TEHSIL,SEMI PAKKA,953,953,
PIR KOH,DERA BUGTI,SUB-TEHSIL,TOTAL,8519,8519,
PISHIN,PISHIN,DISTRICT,KACHA,100283,77335,22948
PISHIN,PISHIN,DISTRICT,PAKKA,11003,6434,4569
PISHIN,PISHIN,DISTRICT,SEMI PAKKA,35899,21478,14421
PISHIN,PISHIN,DISTRICT,TOTAL,147185,105247,41938
PISHIN,PISHIN,SUB-DIVISION,KACHA,40285,29843,10442
PISHIN,PISHIN,SUB-DIVISION,PAKKA,8319,4448,3871
PISHIN,PISHIN,SUB-DIVISION,SEMI PAKKA,15919,9021,6898
PISHIN,PISHIN,SUB-DIVISION,TOTAL,64523,43312,21211
QADIRABAD,DERA BUGTI,SUB-DIVISION,KACHA,3665,3665,
QADIRABAD,DERA BUGTI,SUB-DIVISION,PAKKA,52,52,
QADIRABAD,DERA BUGTI,SUB-DIVISION,SEMI PAKKA,131,131,
QADIRABAD,DERA BUGTI,SUB-DIVISION,TOTAL,3848,3848,
QUETTA,QUETTA,DISTRICT,KACHA,45678,30105,15573
QUETTA,QUETTA,DISTRICT,PAKKA,170219,58887,111332
QUETTA,QUETTA,DISTRICT,SEMI PAKKA,72562,38346,34216
QUETTA,QUETTA,DISTRICT,TOTAL,288459,127338,161121
QUETTA,QUETTA,SUB-DIVISION_CITY,KACHA,13730,1000,12730
QUETTA,QUETTA,SUB-DIVISION_CITY,PAKKA,101751,12281,89470
QUETTA,QUETTA,SUB-DIVISION_CITY,SEMI PAKKA,28648,3101,25547
QUETTA,QUETTA,SUB-DIVISION_CITY,TOTAL,144129,16382,127747
SADDAR TEHSIL,QUETTA,SUB-DIVISION,KACHA,7785,6295,1490
SADDAR TEHSIL,QUETTA,SUB-DIVISION,PAKKA,16514,3288,13226
SADDAR TEHSIL,QUETTA,SUB-DIVISION,SEMI PAKKA,10259,5347,4912
SADDAR TEHSIL,QUETTA,SUB-DIVISION,TOTAL,34558,14930,19628
SAEED MUHAMMAD KANRANI,SOHBATPUR,TEHSIL,KACHA,1960,1960,
SAEED MUHAMMAD KANRANI,SOHBATPUR,TEHSIL,PAKKA,398,398,
SAEED MUHAMMAD KANRANI,SOHBATPUR,TEHSIL,SEMI PAKKA,128,128,
SAEED MUHAMMAD KANRANI,SOHBATPUR,TEHSIL,TOTAL,2486,2486,
SAMBAZA,ZHOB,SUB-TEHSIL,KACHA,1821,1821,
SAMBAZA,ZHOB,SUB-TEHSIL,PAKKA,39,39,
SAMBAZA,ZHOB,SUB-TEHSIL,SEMI PAKKA,672,672,
SAMBAZA,ZHOB,SUB-TEHSIL,TOTAL,2532,2532,
SANGAN,SIBI,SUB-TEHSIL,KACHA,377,377,
SANGAN,SIBI,SUB-TEHSIL,PAKKA,2,2,
SANGAN,SIBI,SUB-TEHSIL,SEMI PAKKA,3,3,
SANGAN,SIBI,SUB-TEHSIL,TOTAL,382,382,
SANGSILLAH,DERA BUGTI,SUB-TEHSIL,KACHA,1909,1909,
SANGSILLAH,DERA BUGTI,SUB-TEHSIL,PAKKA,252,252,
SANGSILLAH,DERA BUGTI,SUB-TEHSIL,SEMI PAKKA,333,333,
SANGSILLAH,DERA BUGTI,SUB-TEHSIL,TOTAL,2494,2494,
SANNI,KACHHI,SUB-DIVISION,KACHA,11131,11131,
SANNI,KACHHI,SUB-DIVISION,PAKKA,201,201,
SANNI,KACHHI,SUB-DIVISION,SEMI PAKKA,267,267,
SANNI,KACHHI,SUB-DIVISION,TOTAL,11599,11599,
SAR KHARAN,KHARAN,SUB-DIVISION,KACHA,10758,10758,
SAR KHARAN,KHARAN,SUB-DIVISION,PAKKA,101,101,
SAR KHARAN,KHARAN,SUB-DIVISION,SEMI PAKKA,573,573,
SAR KHARAN,KHARAN,SUB-DIVISION,TOTAL,11432,11432,
SARANAN,PISHIN,TEHSIL,KACHA,8158,2698,5460
SARANAN,PISHIN,TEHSIL,PAKKA,525,208,317
SARANAN,PISHIN,TEHSIL,SEMI PAKKA,2888,476,2412
SARANAN,PISHIN,TEHSIL,TOTAL,11571,3382,8189
SARIAB,QUETTA,SUB-DIVISION,KACHA,10414,9716,698
SARIAB,QUETTA,SUB-DIVISION,PAKKA,39342,34354,4988
SARIAB,QUETTA,SUB-DIVISION,SEMI PAKKA,19404,17878,1526
SARIAB,QUETTA,SUB-DIVISION,TOTAL,69160,61948,7212
SAROONA,KHUZDAR,SUB-TEHSIL,KACHA,5877,5877,
SAROONA,KHUZDAR,SUB-TEHSIL,PAKKA,256,256,
SAROONA,KHUZDAR,SUB-TEHSIL,SEMI PAKKA,347,347,
SAROONA,KHUZDAR,SUB-TEHSIL,TOTAL,6480,6480,
SHAHEED MEHARABAD ZEHRI,SURAB,SUB-DIVISION,KACHA,12360,12360,
SHAHEED MEHARABAD ZEHRI,SURAB,SUB-DIVISION,PAKKA,80,80,
SHAHEED MEHARABAD ZEHRI,SURAB,SUB-DIVISION,SEMI PAKKA,690,690,
SHAHEED MEHARABAD ZEHRI,SURAB,SUB-DIVISION,TOTAL,13130,13130,
SHAHOO GARHI,WASHUK,SUB-TEHSIL,KACHA,6006,6006,
SHAHOO GARHI,WASHUK,SUB-TEHSIL,PAKKA,64,64,
SHAHOO GARHI,WASHUK,SUB-TEHSIL,SEMI PAKKA,138,138,
SHAHOO GARHI,WASHUK,SUB-TEHSIL,TOTAL,6208,6208,
SHAHRIG,HARNAI,TEHSIL,KACHA,3051,1406,1645
SHAHRIG,HARNAI,TEHSIL,PAKKA,460,103,357
SHAHRIG,HARNAI,TEHSIL,SEMI PAKKA,500,119,381
SHAHRIG,HARNAI,TEHSIL,TOTAL,4011,1628,2383
SHERANI,SHERANI,DISTRICT,KACHA,18013,18013,
SHERANI,SHERANI,DISTRICT,PAKKA,6096,6096,
SHERANI,SHERANI,DISTRICT,SEMI PAKKA,11991,11991,
SHERANI,SHERANI,DISTRICT,TOTAL,36100,36100,
SHERANI,SHERANI,SUB-DIVISION,KACHA,18013,18013,
SHERANI,SHERANI,SUB-DIVISION,PAKKA,6096,6096,
SHERANI,SHERANI,SUB-DIVISION,SEMI PAKKA,11991,11991,
SHERANI,SHERANI,SUB-DIVISION,TOTAL,36100,36100,
SHINKI,KILLA SAIFULLAH,SUB-TEHSIL,KACHA,10921,10921,
SHINKI,KILLA SAIFULLAH,SUB-TEHSIL,PAKKA,83,83,
SHINKI,KILLA SAIFULLAH,SUB-TEHSIL,SEMI PAKKA,369,369,
SHINKI,KILLA SAIFULLAH,SUB-TEHSIL,TOTAL,11373,11373,
SIBI,SIBI,DISTRICT,KACHA,19230,16069,3161
SIBI,SIBI,DISTRICT,PAKKA,7350,1358,5992
SIBI,SIBI,DISTRICT,SEMI PAKKA,4716,2344,2372
SIBI,SIBI,DISTRICT,TOTAL,31296,19771,11525
SIBI,SIBI,SUB-DIVISION,KACHA,10874,7713,3161
SIBI,SIBI,SUB-DIVISION,PAKKA,6926,934,5992
SIBI,SIBI,SUB-DIVISION,SEMI PAKKA,4241,1869,2372
SIBI,SIBI,SUB-DIVISION,TOTAL,22041,10516,11525
SINJAWI,ZIARAT,SUB-DIVISION,KACHA,10390,6653,3737
SINJAWI,ZIARAT,SUB-DIVISION,PAKKA,700,143,557
SINJAWI,ZIARAT,SUB-DIVISION,SEMI PAKKA,983,361,622
SINJAWI,ZIARAT,SUB-DIVISION,TOTAL,12073,7157,4916
SOHBATPUR,SOHBATPUR,DISTRICT,KACHA,25800,25299,501
SOHBATPUR,SOHBATPUR,DISTRICT,PAKKA,5383,4553,830
SOHBATPUR,SOHBATPUR,DISTRICT,SEMI PAKKA,2551,2089,462
SOHBATPUR,SOHBATPUR,DISTRICT,TOTAL,33734,31941,1793
SOHBATPUR,SOHBATPUR,SUB-DIVISION,KACHA,6223,5722,501
SOHBATPUR,SOHBATPUR,SUB-DIVISION,PAKKA,1347,517,830
SOHBATPUR,SOHBATPUR,SUB-DIVISION,SEMI PAKKA,830,368,462
SOHBATPUR,SOHBATPUR,SUB-DIVISION,TOTAL,8400,6607,1793
SONMIANI/WINDER,LASBELA,TEHSIL,KACHA,3756,2046,1710
SONMIANI/WINDER,LASBELA,TEHSIL,PAKKA,9656,4396,5260
SONMIANI/WINDER,LASBELA,TEHSIL,SEMI PAKKA,774,419,355
SONMIANI/WINDER,LASBELA,TEHSIL,TOTAL,14186,6861,7325
SUI,DERA BUGTI,SUB-DIVISION,KACHA,14937,8981,5956
SUI,DERA BUGTI,SUB-DIVISION,PAKKA,7329,390,6939
SUI,DERA BUGTI,SUB-DIVISION,SEMI PAKKA,1702,198,1504
SUI,DERA BUGTI,SUB-DIVISION,TOTAL,23968,9569,14399
SUNTSER,GWADAR,SUB-TEHSIL,KACHA,1438,1438,
SUNTSER,GWADAR,SUB-TEHSIL,PAKKA,574,574,
SUNTSER,GWADAR,SUB-TEHSIL,SEMI PAKKA,269,269,
SUNTSER,GWADAR,SUB-TEHSIL,TOTAL,2281,2281,
SURAB,SURAB,DISTRICT,KACHA,46304,42105,4199
SURAB,SURAB,DISTRICT,PAKKA,1510,571,939
SURAB,SURAB,DISTRICT,SEMI PAKKA,3413,2369,1044
SURAB,SURAB,DISTRICT,TOTAL,51227,45045,6182
SURAB,SURAB,SUB-DIVISION,KACHA,12214,8015,4199
SURAB,SURAB,SUB-DIVISION,PAKKA,1298,359,939
SURAB,SURAB,SUB-DIVISION,SEMI PAKKA,1877,833,1044
SURAB,SURAB,SUB-DIVISION,TOTAL,15389,9207,6182
TAFTAN,CHAGAI,SUB-DIVISION,KACHA,1952,1952,
TAFTAN,CHAGAI,SUB-DIVISION,PAKKA,576,576,
TAFTAN,CHAGAI,SUB-DIVISION,SEMI PAKKA,166,166,
TAFTAN,CHAGAI,SUB-DIVISION,TOTAL,2694,2694,
TALAO,DUKI,SUB-TEHSIL,KACHA,4733,4733,
TALAO,DUKI,SUB-TEHSIL,PAKKA,178,178,
TALAO,DUKI,SUB-TEHSIL,SEMI PAKKA,345,345,
TALAO,DUKI,SUB-TEHSIL,TOTAL,5256,5256,
TAMBOO,KOHLU,SUB-TEHSIL,KACHA,7137,7137,
TAMBOO,KOHLU,SUB-TEHSIL,PAKKA,104,104,
TAMBOO,KOHLU,SUB-TEHSIL,SEMI PAKKA,404,404,
TAMBOO,KOHLU,SUB-TEHSIL,TOTAL,7645,7645,
TAMBOO,NASIRABAD,TEHSIL,KACHA,18722,18722,
TAMBOO,NASIRABAD,TEHSIL,PAKKA,2439,2439,
TAMBOO,NASIRABAD,TEHSIL,SEMI PAKKA,2473,2473,
TAMBOO,NASIRABAD,TEHSIL,TOTAL,23634,23634,
THAL CHUTYALI,DUKI,SUB-DIVISION,KACHA,6074,6074,
THAL CHUTYALI,DUKI,SUB-DIVISION,PAKKA,89,89,
THAL CHUTYALI,DUKI,SUB-DIVISION,SEMI PAKKA,2127,2127,
THAL CHUTYALI,DUKI,SUB-DIVISION,TOTAL,8290,8290,
TIYAR ESSOT,MUSAKHEL,SUB-TEHSIL,KACHA,1222,1222,
TIYAR ESSOT,MUSAKHEL,SUB-TEHSIL,PAKKA,19,19,
TIYAR ESSOT,MUSAKHEL,SUB-TEHSIL,SEMI PAKKA,489,489,
TIYAR ESSOT,MUSAKHEL,SUB-TEHSIL,TOTAL,1730,1730,
TOHMULK,KHARAN,SUB-TEHSIL,KACHA,6166,6166,
TOHMULK,KHARAN,SUB-TEHSIL,PAKKA,174,174,
TOHMULK,KHARAN,SUB-TEHSIL,SEMI PAKKA,450,450,
TOHMULK,KHARAN,SUB-TEHSIL,TOTAL,6790,6790,
TOISAR,MUSAKHEL,TEHSIL,KACHA,5185,5185,
TOISAR,MUSAKHEL,TEHSIL,PAKKA,593,593,
TOISAR,MUSAKHEL,TEHSIL,SEMI PAKKA,2665,2665,
TOISAR,MUSAKHEL,TEHSIL,TOTAL,8443,8443,
TUMP,KECH,SUB-DIVISION,KACHA,20496,12942,7554
TUMP,KECH,SUB-DIVISION,PAKKA,2874,747,2127
TUMP,KECH,SUB-DIVISION,SEMI PAKKA,15469,9351,6118
TUMP,KECH,SUB-DIVISION,TOTAL,38839,23040,15799
TURBAT,KECH,SUB-DIVISION,KACHA,43958,26172,17786
TURBAT,KECH,SUB-DIVISION,PAKKA,33966,7137,26829
TURBAT,KECH,SUB-DIVISION,SEMI PAKKA,22850,9517,13333
TURBAT,KECH,SUB-DIVISION,TOTAL,100774,42826,57948
USTA MUHAMMAD,JAFFARABAD,SUB-DIVISION,KACHA,19515,17510,2005
USTA MUHAMMAD,JAFFARABAD,SUB-DIVISION,PAKKA,6828,2466,4362
USTA MUHAMMAD,JAFFARABAD,SUB-DIVISION,SEMI PAKKA,3267,1637,1630
USTA MUHAMMAD,JAFFARABAD,SUB-DIVISION,TOTAL,29610,21613,7997
UTHAL,LASBELA,SUB-DIVISION,KACHA,6461,5262,1199
UTHAL,LASBELA,SUB-DIVISION,PAKKA,5573,1759,3814
UTHAL,LASBELA,SUB-DIVISION,SEMI PAKKA,2244,1435,809
UTHAL,LASBELA,SUB-DIVISION,TOTAL,14278,8456,5822
WADH,KHUZDAR,SUB-DIVISION,KACHA,19078,14932,4146
WADH,KHUZDAR,SUB-DIVISION,PAKKA,1318,715,603
WADH,KHUZDAR,SUB-DIVISION,SEMI PAKKA,1376,1128,248
WADH,KHUZDAR,SUB-DIVISION,TOTAL,21772,16775,4997
WASHUK,WASHUK,DISTRICT,KACHA,45155,38308,6847
WASHUK,WASHUK,DISTRICT,PAKKA,1539,1473,66
WASHUK,WASHUK,DISTRICT,SEMI PAKKA,2355,2172,183
WASHUK,WASHUK,DISTRICT,TOTAL,49049,41953,7096
WASHUK,WASHUK,SUB-DIVISION,KACHA,9289,2442,6847
WASHUK,WASHUK,SUB-DIVISION,PAKKA,93,27,66
WASHUK,WASHUK,SUB-DIVISION,SEMI PAKKA,281,98,183
WASHUK,WASHUK,SUB-DIVISION,TOTAL,9663,2567,7096
YAK MACHH,CHAGAI,SUB-TEHSIL,KACHA,3544,3544,
YAK MACHH,CHAGAI,SUB-TEHSIL,PAKKA,77,77,
YAK MACHH,CHAGAI,SUB-TEHSIL,SEMI PAKKA,51,51,
YAK MACHH,CHAGAI,SUB-TEHSIL,TOTAL,3672,3672,
ZAMORAN,KECH,SUB-TEHSIL,KACHA,18984,18984,
ZAMORAN,KECH,SUB-TEHSIL,PAKKA,182,182,
ZAMORAN,KECH,SUB-TEHSIL,SEMI PAKKA,1795,1795,
ZAMORAN,KECH,SUB-TEHSIL,TOTAL,20961,20961,
ZEHRI,KHUZDAR,SUB-DIVISION,KACHA,14757,9391,5366
ZEHRI,KHUZDAR,SUB-DIVISION,PAKKA,945,294,651
ZEHRI,KHUZDAR,SUB-DIVISION,SEMI PAKKA,3943,2299,1644
ZEHRI,KHUZDAR,SUB-DIVISION,TOTAL,19645,11984,7661
ZHOB,ZHOB,DISTRICT,KACHA,24692,22828,1864
ZHOB,ZHOB,DISTRICT,PAKKA,9156,5568,3588
ZHOB,ZHOB,DISTRICT,SEMI PAKKA,14053,13078,975
ZHOB,ZHOB,DISTRICT,TOTAL,47901,41474,6427
ZHOB,ZHOB,SUB-DIVISION,KACHA,17140,15276,1864
ZHOB,ZHOB,SUB-DIVISION,PAKKA,8988,5400,3588
ZHOB,ZHOB,SUB-DIVISION,SEMI PAKKA,12747,11772,975
ZHOB,ZHOB,SUB-DIVISION,TOTAL,38875,32448,6427
ZIARAT,ZIARAT,DISTRICT,KACHA,15941,12028,3913
ZIARAT,ZIARAT,DISTRICT,PAKKA,1477,886,591
ZIARAT,ZIARAT,DISTRICT,SEMI PAKKA,5476,4385,1091
ZIARAT,ZIARAT,DISTRICT,TOTAL,22894,17299,5595
ZIARAT,ZIARAT,SUB-DIVISION,KACHA,5551,5375,176
ZIARAT,ZIARAT,SUB-DIVISION,PAKKA,777,743,34
ZIARAT,ZIARAT,SUB-DIVISION,SEMI PAKKA,4493,4024,469
ZIARAT,ZIARAT,SUB-DIVISION,TOTAL,10821,10142,679
ZIMRI PLASEEN,MUSAKHEL,SUB-TEHSIL,KACHA,1769,1769,
ZIMRI PLASEEN,MUSAKHEL,SUB-TEHSIL,PAKKA,59,59,
ZIMRI PLASEEN,MUSAKHEL,SUB-TEHSIL,SEMI PAKKA,371,371,
ZIMRI PLASEEN,MUSAKHEL,SUB-TEHSIL,TOTAL,2199,2199,
