name_admin_unit,part_of_district,admin_unit,vars,all_sexes_overall,male_overall,female_overall,tgend_overall,all_sexes_rural,male_rural,female_rural,tgend_rural,all_sexes_urban,male_urban,female_urban,tgend_urban
TAUNSA,DERA GHAZI KHAN,TEHSIL,Population >=10,536509,275865,260625,19,424989,218456,206526,7,111520,57409,54099,12
TAUNSA,DERA GHAZI KHAN,TEHSIL,Literate >=10,310984,188643,122338,3,228096,141647,86447,2,82888,46996,35891,1
TAUNSA,DERA GHAZI KHAN,TEHSIL,Literate %,57.96,68.38,46.94,15.79,53.67,64.84,41.86,28.57,74.33,81.86,66.34,8.33
TAUNSA,DERA GHAZI KHAN,TEHSIL,Ever Attended,383161,227274,155884,3,284991,172038,112951,2,98170,55236,42933,1
TAUNSA,DERA GHAZI KHAN,TEHSIL,Primary Completed,57015,32442,24573,,45168,26120,19048,,11847,6322,5525,
TAUNSA,DERA GHAZI KHAN,TEHSIL,Enrolment Primary,104038,55033,49005,,81756,43364,38392,,22282,11669,10613,
TAUNSA,DERA GHAZI KHAN,TEHSIL,Enrolment Middle,35834,19304,16530,,26484,14657,11827,,9350,4647,4703,
TAUNSA,DERA GHAZI KHAN,TEHSIL,Enrolment Matric,19229,10714,8515,,13410,7810,5600,,5819,2904,2915,
TAUNSA,DERA GHAZI KHAN,TEHSIL,Enrolment Intermidiate,10834,6316,4518,,6785,4085,2700,,4049,2231,1818,
TAUNSA,DERA GHAZI KHAN,TEHSIL,Enrolment Graduation above,11015,6138,4875,2,6351,3779,2571,1,4664,2359,2304,1
TAUNSA,DERA GHAZI KHAN,TEHSIL,Never to School (all),274543,109392,165135,16,239292,96234,143053,5,35251,13158,22082,11
TAUNSA,DERA GHAZI KHAN,TEHSIL,Drop Out (5 - 16),24843,12909,11934,,21110,10901,10209,,3733,2008,1725,
TAUNSA,DERA GHAZI KHAN,TEHSIL,Never to School (5-16),68020,28771,39248,1,62154,26290,35864,,5866,2481,3384,1
TAUNSA,DERA GHAZI KHAN,TEHSIL,Out of School Children (5-16),92863,41680,51182,1,83264,37191,46073,,9599,4489,5109,1
FAISALABAD,FAISALABAD,DISTRICT,Population >=5,7899874,4122606,3776306,962,4049027,2110268,1938467,292,3850847,2012338,1837839,670
FAISALABAD,FAISALABAD,DISTRICT,Population >=10,6865192,3592376,3271854,962,3485007,1820523,1664192,292,3380185,1771853,1607662,670
FAISALABAD,FAISALABAD,DISTRICT,Literate >=10,5040010,2778247,2261339,424,2300947,1306687,994170,90,2739063,1471560,1267169,334
FAISALABAD,FAISALABAD,DISTRICT,Literate %,73.41,77.34,69.11,44.07,66.02,71.78,59.74,30.82,81.03,83.05,78.81999999999999,49.85
FAISALABAD,FAISALABAD,DISTRICT,Ever Attended,5820738,3186775,2633609,354,2724605,1526577,1197958,70,3096133,1660198,1435651,284
FAISALABAD,FAISALABAD,DISTRICT,Primary Completed,822049,439819,382161,69,421135,223202,197917,16,400914,216617,184244,53
FAISALABAD,FAISALABAD,DISTRICT,Enrolment Primary,1115324,588120,527198,6,594540,310183,284356,1,520784,277937,242842,5
FAISALABAD,FAISALABAD,DISTRICT,Enrolment Middle,504162,263214,240944,4,259816,137097,122717,2,244346,126117,118227,2
FAISALABAD,FAISALABAD,DISTRICT,Enrolment Matric,290685,146063,144612,10,137146,70721,66420,5,153539,75342,78192,5
FAISALABAD,FAISALABAD,DISTRICT,Enrolment Intermidiate,170808,82554,88246,8,69929,34545,35380,4,100879,48009,52866,4
FAISALABAD,FAISALABAD,DISTRICT,Enrolment Graduation above,196671,90435,106228,8,59224,26543,32679,2,137447,63892,73549,6
FAISALABAD,FAISALABAD,DISTRICT,Never to School (all),2079136,935831,1142697,608,1324422,583691,740509,222,754714,352140,402188,386
FAISALABAD,FAISALABAD,DISTRICT,Drop Out (5 - 16),218304,122543,95747,14,119961,65644,54311,6,98343,56899,41436,8
FAISALABAD,FAISALABAD,DISTRICT,Never to School (5-16),260794,124338,136436,20,166500,81930,84559,11,94294,42408,51877,9
FAISALABAD,FAISALABAD,DISTRICT,Out of School Children (5-16),479098,246881,232183,34,286461,147574,138870,17,192637,99307,93313,17
CHAK JHUMRA,FAISALABAD,TEHSIL,Population >=5,334027,176401,157600,26,281861,149569,132272,20,52166,26832,25328,6
CHAK JHUMRA,FAISALABAD,TEHSIL,Population >=10,291984,154767,137191,26,246046,131072,114954,20,45938,23695,22237,6
CHAK JHUMRA,FAISALABAD,TEHSIL,Literate >=10,206022,117654,88362,6,169570,98297,71267,6,36452,19357,17095,
CHAK JHUMRA,FAISALABAD,TEHSIL,Literate %,70.56,76.02,64.41,23.08,68.92,74.98999999999999,62,30,79.34999999999999,81.69,76.88,
CHAK JHUMRA,FAISALABAD,TEHSIL,Ever Attended,239236,134714,104518,4,197875,112764,85107,4,41361,21950,19411,
CHAK JHUMRA,FAISALABAD,TEHSIL,Primary Completed,35487,18464,17021,2,29433,15308,14123,2,6054,3156,2898,
CHAK JHUMRA,FAISALABAD,TEHSIL,Enrolment Primary,45137,23675,21462,,37943,19922,18021,,7194,3753,3441,
CHAK JHUMRA,FAISALABAD,TEHSIL,Enrolment Middle,22171,11557,10614,,18600,9744,8856,,3571,1813,1758,
CHAK JHUMRA,FAISALABAD,TEHSIL,Enrolment Matric,11641,5953,5688,,9499,4916,4583,,2142,1037,1105,
CHAK JHUMRA,FAISALABAD,TEHSIL,Enrolment Intermidiate,6633,3155,3478,,5275,2535,2740,,1358,620,738,
CHAK JHUMRA,FAISALABAD,TEHSIL,Enrolment Graduation above,5559,2347,3212,,4270,1778,2492,,1289,569,720,
CHAK JHUMRA,FAISALABAD,TEHSIL,Never to School (all),94791,41687,53082,22,83986,36805,47165,16,10805,4882,5917,6
CHAK JHUMRA,FAISALABAD,TEHSIL,Drop Out (5 - 16),9632,5137,4494,1,8653,4568,4084,1,979,569,410,
CHAK JHUMRA,FAISALABAD,TEHSIL,Never to School (5-16),10322,5015,5304,3,9203,4514,4686,3,1119,501,618,
CHAK JHUMRA,FAISALABAD,TEHSIL,Out of School Children (5-16),19954,10152,9798,4,17856,9082,8770,4,2098,1070,1028,
FAISALABAD CITY,FAISALABAD,TEHSIL,Population >=5,3238133,1694873,1542662,598,,,,,3238133,1694873,1542662,598
FAISALABAD CITY,FAISALABAD,TEHSIL,Population >=10,2845401,1494068,1350735,598,,,,,2845401,1494068,1350735,598
FAISALABAD CITY,FAISALABAD,TEHSIL,Literate >=10,2321552,1245938,1075304,310,,,,,2321552,1245938,1075304,310
FAISALABAD CITY,FAISALABAD,TEHSIL,Literate %,81.59,83.39,79.61,51.84,,,,,81.59,83.39,79.61,51.84
FAISALABAD CITY,FAISALABAD,TEHSIL,Ever Attended,2615452,1401024,1214166,262,,,,,2615452,1401024,1214166,262
FAISALABAD CITY,FAISALABAD,TEHSIL,Primary Completed,333132,181261,151823,48,,,,,333132,181261,151823,48
FAISALABAD CITY,FAISALABAD,TEHSIL,Enrolment Primary,433843,231617,202221,5,,,,,433843,231617,202221,5
FAISALABAD CITY,FAISALABAD,TEHSIL,Enrolment Middle,203876,105432,98442,2,,,,,203876,105432,98442,2
FAISALABAD CITY,FAISALABAD,TEHSIL,Enrolment Matric,127780,62841,64934,5,,,,,127780,62841,64934,5
FAISALABAD CITY,FAISALABAD,TEHSIL,Enrolment Intermidiate,85363,40637,44723,3,,,,,85363,40637,44723,3
FAISALABAD CITY,FAISALABAD,TEHSIL,Enrolment Graduation above,121432,57225,64201,6,,,,,121432,57225,64201,6
FAISALABAD CITY,FAISALABAD,TEHSIL,Never to School (all),622681,293849,328496,336,,,,,622681,293849,328496,336
FAISALABAD CITY,FAISALABAD,TEHSIL,Drop Out (5 - 16),82648,47690,34950,8,,,,,82648,47690,34950,8
FAISALABAD CITY,FAISALABAD,TEHSIL,Never to School (5-16),78776,35529,43238,9,,,,,78776,35529,43238,9
FAISALABAD CITY,FAISALABAD,TEHSIL,Out of School Children (5-16),161424,83219,78188,17,,,,,161424,83219,78188,17
FAISALABAD SADAR,FAISALABAD,TEHSIL,Population >=5,1511873,787461,724304,108,1427140,744054,682981,105,84733,43407,41323,3
FAISALABAD SADAR,FAISALABAD,TEHSIL,Population >=10,1310932,684239,626585,108,1236978,646243,590630,105,73954,37996,35955,3
FAISALABAD SADAR,FAISALABAD,TEHSIL,Literate >=10,934020,513826,420153,41,880083,484997,395047,39,53937,28829,25106,2
FAISALABAD SADAR,FAISALABAD,TEHSIL,Literate %,71.25,75.09,67.05,37.96,71.15000000000001,75.05,66.89,37.14,72.93000000000001,75.87,69.83,66.67
FAISALABAD SADAR,FAISALABAD,TEHSIL,Ever Attended,1085723,592656,493038,29,1023460,559331,464102,27,62263,33325,28936,2
FAISALABAD SADAR,FAISALABAD,TEHSIL,Primary Completed,164877,86601,78269,7,155078,81641,73430,7,9799,4960,4839,
FAISALABAD SADAR,FAISALABAD,TEHSIL,Enrolment Primary,219029,114403,104625,1,207310,108188,99121,1,11719,6215,5504,
FAISALABAD SADAR,FAISALABAD,TEHSIL,Enrolment Middle,100050,52145,47905,,94547,49399,45148,,5503,2746,2757,
FAISALABAD SADAR,FAISALABAD,TEHSIL,Enrolment Matric,53609,27051,26557,1,50308,25406,24901,1,3301,1645,1656,
FAISALABAD SADAR,FAISALABAD,TEHSIL,Enrolment Intermidiate,28985,13768,15215,2,27248,12941,14305,2,1737,827,910,
FAISALABAD SADAR,FAISALABAD,TEHSIL,Enrolment Graduation above,26571,11504,15066,1,25053,10964,14088,1,1518,540,978,
FAISALABAD SADAR,FAISALABAD,TEHSIL,Never to School (all),426150,194805,231266,79,403680,184723,218879,78,22470,10082,12387,1
FAISALABAD SADAR,FAISALABAD,TEHSIL,Drop Out (5 - 16),43491,24556,18935,,41099,23210,17889,,2392,1346,1046,
FAISALABAD SADAR,FAISALABAD,TEHSIL,Never to School (5-16),50891,26142,24748,1,48312,25047,23264,1,2579,1095,1484,
FAISALABAD SADAR,FAISALABAD,TEHSIL,Out of School Children (5-16),94382,50698,43683,1,89411,48257,41153,1,4971,2441,2530,
JARANWALA,FAISALABAD,TEHSIL,Population >=5,1504340,786246,717978,116,1268871,662190,606592,89,235469,124056,111386,27
JARANWALA,FAISALABAD,TEHSIL,Population >=10,1294709,679105,615488,116,1088782,570179,518514,89,205927,108926,96974,27
JARANWALA,FAISALABAD,TEHSIL,Literate >=10,858645,489518,369094,33,694299,399046,295226,27,164346,90472,73868,6
JARANWALA,FAISALABAD,TEHSIL,Literate %,66.31999999999999,72.08,59.97,28.45,63.77,69.98999999999999,56.94,30.34,79.81,83.06,76.17,22.22
JARANWALA,FAISALABAD,TEHSIL,Ever Attended,1022036,573841,448168,27,834156,470953,363180,23,187880,102888,84988,4
JARANWALA,FAISALABAD,TEHSIL,Primary Completed,155884,82604,73276,4,131536,69825,61708,3,24348,12779,11568,1
JARANWALA,FAISALABAD,TEHSIL,Enrolment Primary,223105,116212,106893,,190365,98735,91630,,32740,17477,15263,
JARANWALA,FAISALABAD,TEHSIL,Enrolment Middle,95696,50201,45494,1,80421,42370,38050,1,15275,7831,7444,
JARANWALA,FAISALABAD,TEHSIL,Enrolment Matric,52490,26818,25669,3,42565,21983,20579,3,9925,4835,5090,
JARANWALA,FAISALABAD,TEHSIL,Enrolment Intermidiate,27642,13730,13910,2,21244,10599,10643,2,6398,3131,3267,
JARANWALA,FAISALABAD,TEHSIL,Enrolment Graduation above,23658,10773,12884,1,16823,7778,9044,1,6835,2995,3840,
JARANWALA,FAISALABAD,TEHSIL,Never to School (all),482304,212405,269810,89,434715,191237,243412,66,47589,21168,26398,23
JARANWALA,FAISALABAD,TEHSIL,Drop Out (5 - 16),43115,23235,19877,3,37451,19997,17451,3,5664,3238,2426,
JARANWALA,FAISALABAD,TEHSIL,Never to School (5-16),59301,28661,30636,4,53395,25973,27418,4,5906,2688,3218,
JARANWALA,FAISALABAD,TEHSIL,Out of School Children (5-16),102416,51896,50513,7,90846,45970,44869,7,11570,5926,5644,
SAMMUNDRI,FAISALABAD,TEHSIL,Population >=5,630818,323579,307195,44,468034,240641,227372,21,162784,82938,79823,23
SAMMUNDRI,FAISALABAD,TEHSIL,Population >=10,547873,281120,266709,44,406141,208886,197234,21,141732,72234,69475,23
SAMMUNDRI,FAISALABAD,TEHSIL,Literate >=10,416348,224261,192067,20,304877,165421,139448,8,111471,58840,52619,12
SAMMUNDRI,FAISALABAD,TEHSIL,Literate %,75.98999999999999,79.77,72.01000000000001,45.45,75.06999999999999,79.19,70.7,38.1,78.65000000000001,81.45999999999999,75.73999999999999,52.17
SAMMUNDRI,FAISALABAD,TEHSIL,Ever Attended,482918,259065,223833,20,353629,190792,162829,8,129289,68273,61004,12
SAMMUNDRI,FAISALABAD,TEHSIL,Primary Completed,70190,35421,34764,5,52129,26236,25891,2,18061,9185,8873,3
SAMMUNDRI,FAISALABAD,TEHSIL,Enrolment Primary,92270,48365,43905,,68621,35782,32839,,23649,12583,11066,
SAMMUNDRI,FAISALABAD,TEHSIL,Enrolment Middle,42344,21553,20790,1,31393,15919,15473,1,10951,5634,5317,
SAMMUNDRI,FAISALABAD,TEHSIL,Enrolment Matric,25159,12226,12933,,18041,8839,9202,,7118,3387,3731,
SAMMUNDRI,FAISALABAD,TEHSIL,Enrolment Intermidiate,13373,6179,7194,,9216,4284,4932,,4157,1895,2262,
SAMMUNDRI,FAISALABAD,TEHSIL,Enrolment Graduation above,12119,4676,7443,,7583,2907,4676,,4536,1769,2767,
SAMMUNDRI,FAISALABAD,TEHSIL,Never to School (all),147900,64514,83362,24,114405,49849,64543,13,33495,14665,18819,11
SAMMUNDRI,FAISALABAD,TEHSIL,Drop Out (5 - 16),17477,9931,7546,,13320,7490,5830,,4157,2441,1716,
SAMMUNDRI,FAISALABAD,TEHSIL,Never to School (5-16),15752,7869,7882,1,11889,6158,5730,1,3863,1711,2152,
SAMMUNDRI,FAISALABAD,TEHSIL,Out of School Children (5-16),33229,17800,15428,1,25209,13648,11560,1,8020,4152,3868,
TANDLIAN WALA,FAISALABAD,TEHSIL,Population >=5,680683,354046,326567,70,603121,313814,289250,57,77562,40232,37317,13
TANDLIAN WALA,FAISALABAD,TEHSIL,Population >=10,574293,299077,275146,70,507060,264143,242860,57,67233,34934,32286,13
TANDLIAN WALA,FAISALABAD,TEHSIL,Literate >=10,303423,187050,116359,14,252118,158926,93182,10,51305,28124,23177,4
TANDLIAN WALA,FAISALABAD,TEHSIL,Literate %,52.83,62.54,42.29,20,49.72,60.17,38.37,17.54,76.31,80.51000000000001,71.79000000000001,30.77
TANDLIAN WALA,FAISALABAD,TEHSIL,Ever Attended,375373,225475,149886,12,315485,192737,122740,8,59888,32738,27146,4
TANDLIAN WALA,FAISALABAD,TEHSIL,Primary Completed,62479,35468,27008,3,52959,30192,22765,2,9520,5276,4243,1
TANDLIAN WALA,FAISALABAD,TEHSIL,Enrolment Primary,101940,53848,48092,,90301,47556,42745,,11639,6292,5347,
TANDLIAN WALA,FAISALABAD,TEHSIL,Enrolment Middle,40025,22326,17699,,34855,19665,15190,,5170,2661,2509,
TANDLIAN WALA,FAISALABAD,TEHSIL,Enrolment Matric,20006,11174,8831,1,16733,9577,7155,1,3273,1597,1676,
TANDLIAN WALA,FAISALABAD,TEHSIL,Enrolment Intermidiate,8812,5085,3726,1,6946,4186,2760,,1866,899,966,1
TANDLIAN WALA,FAISALABAD,TEHSIL,Enrolment Graduation above,7332,3910,3422,,5495,3116,2379,,1837,794,1043,
TANDLIAN WALA,FAISALABAD,TEHSIL,Never to School (all),305310,128571,176681,58,287636,121077,166510,49,17674,7494,10171,9
TANDLIAN WALA,FAISALABAD,TEHSIL,Drop Out (5 - 16),21941,11994,9945,2,19438,10379,9057,2,2503,1615,888,
TANDLIAN WALA,FAISALABAD,TEHSIL,Never to School (5-16),45752,21122,24628,2,43701,20238,23461,2,2051,884,1167,
TANDLIAN WALA,FAISALABAD,TEHSIL,Out of School Children (5-16),67693,33116,34573,4,63139,30617,32518,4,4554,2499,2055,
GUJRANWALA,GUJRANWALA,DISTRICT,Population >=5,5016623,2552324,2463762,537,1995755,1007119,988482,154,3020868,1545205,1475280,383
GUJRANWALA,GUJRANWALA,DISTRICT,Population >=10,4345898,2215113,2130248,537,1721436,869303,851979,154,2624462,1345810,1278269,383
GUJRANWALA,GUJRANWALA,DISTRICT,Literate >=10,3336551,1730925,1605363,263,1253922,653519,600337,66,2082629,1077406,1005026,197
GUJRANWALA,GUJRANWALA,DISTRICT,Literate %,76.77,78.14,75.36,48.98,72.84,75.18000000000001,70.45999999999999,42.86,79.34999999999999,80.06,78.62,51.44
GUJRANWALA,GUJRANWALA,DISTRICT,Ever Attended,3827867,1970489,1857137,241,1459639,754337,705239,63,2368228,1216152,1151898,178
GUJRANWALA,GUJRANWALA,DISTRICT,Primary Completed,497133,265274,231810,49,211427,111217,100201,9,285706,154057,131609,40
GUJRANWALA,GUJRANWALA,DISTRICT,Enrolment Primary,713804,358535,355268,1,298575,149263,149312,,415229,209272,205956,1
GUJRANWALA,GUJRANWALA,DISTRICT,Enrolment Middle,341846,168895,172951,,132844,65411,67433,,209002,103484,105518,
GUJRANWALA,GUJRANWALA,DISTRICT,Enrolment Matric,196552,87989,108553,10,78425,34202,44221,2,118127,53787,64332,8
GUJRANWALA,GUJRANWALA,DISTRICT,Enrolment Intermidiate,127115,55834,71278,3,45355,18668,26687,,81760,37166,44591,3
GUJRANWALA,GUJRANWALA,DISTRICT,Enrolment Graduation above,111323,43094,68220,9,37731,13310,24418,3,73592,29784,43802,6
GUJRANWALA,GUJRANWALA,DISTRICT,Never to School (all),1188756,581835,606625,296,536116,252782,283243,91,652640,329053,323382,205
GUJRANWALA,GUJRANWALA,DISTRICT,Drop Out (5 - 16),154459,86454,67994,11,61551,34412,27136,3,92908,52042,40858,8
GUJRANWALA,GUJRANWALA,DISTRICT,Never to School (5-16),167508,92717,74768,23,67291,37426,29853,12,100217,55291,44915,11
GUJRANWALA,GUJRANWALA,DISTRICT,Out of School Children (5-16),321967,179171,142762,34,128842,71838,56989,15,193125,107333,85773,19
GUJRANWALA CITY,GUJRANWALA,TEHSIL,Population >=5,2115630,1089122,1026298,210,,,,,2115630,1089122,1026298,210
GUJRANWALA CITY,GUJRANWALA,TEHSIL,Population >=10,1840237,950334,889693,210,,,,,1840237,950334,889693,210
GUJRANWALA CITY,GUJRANWALA,TEHSIL,Literate >=10,1460947,759104,701749,94,,,,,1460947,759104,701749,94
GUJRANWALA CITY,GUJRANWALA,TEHSIL,Literate %,79.39,79.88,78.88,44.76,,,,,79.39,79.88,78.88,44.76
GUJRANWALA CITY,GUJRANWALA,TEHSIL,Ever Attended,1658243,854669,803493,81,,,,,1658243,854669,803493,81
GUJRANWALA CITY,GUJRANWALA,TEHSIL,Primary Completed,196492,107251,89224,17,,,,,196492,107251,89224,17
GUJRANWALA CITY,GUJRANWALA,TEHSIL,Enrolment Primary,287689,145117,142571,1,,,,,287689,145117,142571,1
GUJRANWALA CITY,GUJRANWALA,TEHSIL,Enrolment Middle,146880,73075,73805,,,,,,146880,73075,73805,
GUJRANWALA CITY,GUJRANWALA,TEHSIL,Enrolment Matric,81644,37626,44015,3,,,,,81644,37626,44015,3
GUJRANWALA CITY,GUJRANWALA,TEHSIL,Enrolment Intermidiate,58230,26874,31354,2,,,,,58230,26874,31354,2
GUJRANWALA CITY,GUJRANWALA,TEHSIL,Enrolment Graduation above,50152,20616,29532,4,,,,,50152,20616,29532,4
GUJRANWALA CITY,GUJRANWALA,TEHSIL,Never to School (all),457387,234453,222805,129,,,,,457387,234453,222805,129
GUJRANWALA CITY,GUJRANWALA,TEHSIL,Drop Out (5 - 16),68738,38261,30474,3,,,,,68738,38261,30474,3
GUJRANWALA CITY,GUJRANWALA,TEHSIL,Never to School (5-16),69949,38891,31049,9,,,,,69949,38891,31049,9
GUJRANWALA CITY,GUJRANWALA,TEHSIL,Out of School Children (5-16),138687,77152,61523,12,,,,,138687,77152,61523,12
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,Population >=5,950959,480981,469937,41,655159,331926,323205,28,295800,149055,146732,13
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,Population >=10,822396,416728,405627,41,565586,287123,278435,28,256810,129605,127192,13
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,Literate >=10,622645,321484,301134,27,414487,214966,199502,19,208158,106518,101632,8
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,Literate %,75.70999999999999,77.14,74.23999999999999,65.84999999999999,73.28,74.87,71.65000000000001,67.86,81.06,82.19,79.90000000000001,61.54
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,Ever Attended,708729,363012,345690,27,478117,245754,232344,19,230612,117258,113346,8
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,Primary Completed,94621,49665,44954,2,68273,36073,32199,1,26348,13592,12755,1
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,Enrolment Primary,136059,67921,68138,,96370,48059,48311,,39689,19862,19827,
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,Enrolment Middle,62722,30717,32005,,42715,20988,21727,,20007,9729,10278,
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,Enrolment Matric,37149,16293,20853,3,25394,11017,14377,,11755,5276,6476,3
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,Enrolment Intermidiate,23254,10063,13191,,14906,6319,8587,,8348,3744,4604,
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,Enrolment Graduation above,21737,8359,13375,3,12755,4703,8049,3,8982,3656,5326,
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,Never to School (all),242230,117969,124247,14,177042,86172,90861,9,65188,31797,33386,5
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,Drop Out (5 - 16),28143,15531,12609,3,20469,11252,9216,1,7674,4279,3393,2
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,Never to School (5-16),36917,20309,16607,1,24937,13943,10993,1,11980,6366,5614,
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,Out of School Children (5-16),65060,35840,29216,4,45406,25195,20209,2,19654,10645,9007,2
KAMOKE,GUJRANWALA,TEHSIL,Population >=5,572459,290075,282341,43,323729,163981,159737,11,248730,126094,122604,32
KAMOKE,GUJRANWALA,TEHSIL,Population >=10,491629,249601,241985,43,277330,140631,136688,11,214299,108970,105297,32
KAMOKE,GUJRANWALA,TEHSIL,Literate >=10,359091,187364,171711,16,198960,104373,94581,6,160131,82991,77130,10
KAMOKE,GUJRANWALA,TEHSIL,Literate %,73.04000000000001,75.06999999999999,70.95999999999999,37.21,71.73999999999999,74.22,69.19,54.55,74.72,76.16,73.25,31.25
KAMOKE,GUJRANWALA,TEHSIL,Ever Attended,419023,216450,202559,14,232564,120706,111854,4,186459,95744,90705,10
KAMOKE,GUJRANWALA,TEHSIL,Primary Completed,60095,31860,28233,2,33686,17876,15810,,26409,13984,12423,2
KAMOKE,GUJRANWALA,TEHSIL,Enrolment Primary,87221,43546,43675,,50534,25225,25309,,36687,18321,18366,
KAMOKE,GUJRANWALA,TEHSIL,Enrolment Middle,38529,18594,19935,,22061,10761,11300,,16468,7833,8635,
KAMOKE,GUJRANWALA,TEHSIL,Enrolment Matric,22689,9782,12906,1,12978,5566,7412,,9711,4216,5494,1
KAMOKE,GUJRANWALA,TEHSIL,Enrolment Intermidiate,12516,5294,7222,,6730,2723,4007,,5786,2571,3215,
KAMOKE,GUJRANWALA,TEHSIL,Enrolment Graduation above,10475,4006,6468,1,5167,1824,3343,,5308,2182,3125,1
KAMOKE,GUJRANWALA,TEHSIL,Never to School (all),153436,73625,79782,29,91165,43275,47883,7,62271,30350,31899,22
KAMOKE,GUJRANWALA,TEHSIL,Drop Out (5 - 16),17712,9755,7957,,9978,5504,4474,,7734,4251,3483,
KAMOKE,GUJRANWALA,TEHSIL,Never to School (5-16),20873,11505,9367,1,11770,6522,5247,1,9103,4983,4120,
KAMOKE,GUJRANWALA,TEHSIL,Out of School Children (5-16),38585,21260,17324,1,21748,12026,9721,1,16837,9234,7603,
NOWSHERA VIRKAN,GUJRANWALA,TEHSIL,Population >=5,545440,276848,268529,63,492899,250030,242816,53,52541,26818,25713,10
NOWSHERA VIRKAN,GUJRANWALA,TEHSIL,Population >=10,470092,238830,231199,63,424710,215628,209029,53,45382,23202,22170,10
NOWSHERA VIRKAN,GUJRANWALA,TEHSIL,Literate >=10,335476,178238,157213,25,299632,159361,140250,21,35844,18877,16963,4
NOWSHERA VIRKAN,GUJRANWALA,TEHSIL,Literate %,71.36,74.63,68,39.68,70.55,73.91,67.09999999999999,39.62,78.98,81.36,76.51000000000001,40
NOWSHERA VIRKAN,GUJRANWALA,TEHSIL,Ever Attended,394821,207719,187077,25,352965,185832,167112,21,41856,21887,19965,4
NOWSHERA VIRKAN,GUJRANWALA,TEHSIL,Primary Completed,59101,31544,27551,6,53620,28598,25019,3,5481,2946,2532,3
NOWSHERA VIRKAN,GUJRANWALA,TEHSIL,Enrolment Primary,83553,41854,41699,,76030,38036,37994,,7523,3818,3705,
NOWSHERA VIRKAN,GUJRANWALA,TEHSIL,Enrolment Middle,36860,18256,18604,,33283,16525,16758,,3577,1731,1846,
NOWSHERA VIRKAN,GUJRANWALA,TEHSIL,Enrolment Matric,22036,9562,12473,1,19765,8592,11172,1,2271,970,1301,
NOWSHERA VIRKAN,GUJRANWALA,TEHSIL,Enrolment Intermidiate,12357,4930,7427,,11108,4430,6678,,1249,500,749,
NOWSHERA VIRKAN,GUJRANWALA,TEHSIL,Enrolment Graduation above,9938,3449,6489,,8772,3071,5701,,1166,378,788,
NOWSHERA VIRKAN,GUJRANWALA,TEHSIL,Never to School (all),150619,69129,81452,38,139934,64198,75704,32,10685,4931,5748,6
NOWSHERA VIRKAN,GUJRANWALA,TEHSIL,Drop Out (5 - 16),17243,9824,7418,1,15889,9024,6864,1,1354,800,554,
NOWSHERA VIRKAN,GUJRANWALA,TEHSIL,Never to School (5-16),16909,9391,7517,1,15409,8530,6878,1,1500,861,639,
NOWSHERA VIRKAN,GUJRANWALA,TEHSIL,Out of School Children (5-16),34152,19215,14935,2,31298,17554,13742,2,2854,1661,1193,
WAZIRABAD,GUJRANWALA,TEHSIL,Population >=5,832135,415298,416657,180,523968,261182,262724,62,308167,154116,153933,118
WAZIRABAD,GUJRANWALA,TEHSIL,Population >=10,721544,359620,361744,180,453810,225921,227827,62,267734,133699,133917,118
WAZIRABAD,GUJRANWALA,TEHSIL,Literate >=10,558392,284735,273556,101,340843,174819,166004,20,217549,109916,107552,81
WAZIRABAD,GUJRANWALA,TEHSIL,Literate %,77.39,79.18000000000001,75.62,56.11,75.11,77.38,72.86,32.26,81.26000000000001,82.20999999999999,80.31,68.64
WAZIRABAD,GUJRANWALA,TEHSIL,Ever Attended,647051,328639,318318,94,395993,202045,193929,19,251058,126594,124389,75
WAZIRABAD,GUJRANWALA,TEHSIL,Primary Completed,86824,44954,41848,22,55848,28670,27173,5,30976,16284,14675,17
WAZIRABAD,GUJRANWALA,TEHSIL,Enrolment Primary,119282,60097,59185,,75641,37943,37698,,43641,22154,21487,
WAZIRABAD,GUJRANWALA,TEHSIL,Enrolment Middle,56855,28253,28602,,34785,17137,17648,,22070,11116,10954,
WAZIRABAD,GUJRANWALA,TEHSIL,Enrolment Matric,33034,14726,18306,2,20288,9027,11260,1,12746,5699,7046,1
WAZIRABAD,GUJRANWALA,TEHSIL,Enrolment Intermidiate,20758,8673,12084,1,12611,5196,7415,,8147,3477,4669,1
WAZIRABAD,GUJRANWALA,TEHSIL,Enrolment Graduation above,19021,6664,12356,1,11037,3712,7325,,7984,2952,5031,1
