district,sex_age_group__in_years_,all_sexes_overall,male_overall,female_overall,transgender_overall,all_sexes_rural,male_rural,female_rural,transgender_rural,all_sexes_urban,male_urban,female_urban,transgender_urban
DERA ISMAIL KHAN,09,50153,26234,23919,,41306,21579,19727,,8847,4655,4192,
DERA ISMAIL KHAN,10,51923,28069,23854,,43194,23347,19847,,8729,4722,4007,
DERA ISMAIL KHAN,11,46364,24607,21757,,37338,19783,17555,,9026,4824,4202,
DERA ISMAIL KHAN,12,47106,25427,21679,,38326,20645,17681,,8780,4782,3998,
DERA ISMAIL KHAN,13,41684,22445,19239,,33567,18104,15463,,8117,4341,3776,
DERA ISMAIL KHAN,14,43081,22888,20191,2,34472,18342,16128,2,8609,4546,4063,
DERA ISMAIL KHAN,15,38645,20999,17644,2,31176,16984,14190,2,7469,4015,3454,
DERA ISMAIL KHAN,16,40719,21932,18786,1,32571,17570,15000,1,8148,4362,3786,
DERA ISMAIL KHAN,17,36400,19549,16850,1,28597,15462,13134,1,7803,4087,3716,
DERA ISMAIL KHAN,18,36625,19678,16942,5,29053,15712,13339,2,7572,3966,3603,3
DERA ISMAIL KHAN,19,33666,17996,15669,1,26339,14242,12097,,7327,3754,3572,1
DERA ISMAIL KHAN,20,33655,17957,15695,3,26923,14337,12586,,6732,3620,3109,3
DERA ISMAIL KHAN,21,30866,16186,14680,,24032,12597,11435,,6834,3589,3245,
DERA ISMAIL KHAN,22,29607,15476,14129,2,23011,12087,10924,,6596,3389,3205,2
DERA ISMAIL KHAN,23,28259,14504,13754,1,22023,11291,10732,,6236,3213,3022,1
DERA ISMAIL KHAN,24,27851,14640,13208,3,21615,11421,10194,,6236,3219,3014,3
DERA ISMAIL KHAN,25,26857,14126,12726,5,21285,11246,10038,1,5572,2880,2688,4
DERA ISMAIL KHAN,26,26879,13801,13075,3,20544,10631,9913,,6335,3170,3162,3
DERA ISMAIL KHAN,27,24416,12736,11674,6,18471,9601,8870,,5945,3135,2804,6
DERA ISMAIL KHAN,28,25462,12788,12664,10,19518,9763,9754,1,5944,3025,2910,9
DERA ISMAIL KHAN,29,24830,12303,12523,4,19062,9302,9760,,5768,3001,2763,4
DERA ISMAIL KHAN,30,23852,12064,11780,8,18434,9244,9189,1,5418,2820,2591,7
DERA ISMAIL KHAN,31,24048,11693,12352,3,18641,8952,9689,,5407,2741,2663,3
DERA ISMAIL KHAN,32,24758,11906,12846,6,19031,9050,9981,,5727,2856,2865,6
DERA ISMAIL KHAN,33,23427,11596,11821,10,18313,8983,9330,,5114,2613,2491,10
DERA ISMAIL KHAN,34,22756,11265,11485,6,17594,8691,8903,,5162,2574,2582,6
DERA ISMAIL KHAN,35,20463,10401,10053,9,15720,7995,7725,,4743,2406,2328,9
DERA ISMAIL KHAN,36,21789,11258,10530,1,16512,8599,7913,,5277,2659,2617,1
DERA ISMAIL KHAN,37,19591,10219,9370,2,15025,7822,7203,,4566,2397,2167,2
DERA ISMAIL KHAN,38,21451,11362,10082,7,16498,8664,7834,,4953,2698,2248,7
DERA ISMAIL KHAN,39,18944,9810,9127,7,14268,7329,6939,,4676,2481,2188,7
DERA ISMAIL KHAN,40,17173,8677,8490,6,12952,6520,6432,,4221,2157,2058,6
DERA ISMAIL KHAN,41,17519,9214,8302,3,13562,7136,6426,,3957,2078,1876,3
DERA ISMAIL KHAN,42,17355,9374,7972,9,13105,7045,6060,,4250,2329,1912,9
DERA ISMAIL KHAN,43,17073,9181,7887,5,13344,7128,6216,,3729,2053,1671,5
DERA ISMAIL KHAN,44,14734,7749,6983,2,11047,5799,5248,,3687,1950,1735,2
DERA ISMAIL KHAN,45,13630,7174,6451,5,10190,5341,4849,,3440,1833,1602,5
DERA ISMAIL KHAN,46,12989,6729,6260,,9616,4941,4675,,3373,1788,1585,
DERA ISMAIL KHAN,47,11591,5923,5668,,8794,4407,4387,,2797,1516,1281,
DERA ISMAIL KHAN,48,13217,6608,6608,1,10212,5015,5197,,3005,1593,1411,1
DERA ISMAIL KHAN,49,11914,6221,5693,,8910,4673,4237,,3004,1548,1456,
DERA ISMAIL KHAN,50,12304,6269,6032,3,9265,4722,4542,1,3039,1547,1490,2
DERA ISMAIL KHAN,51,11262,5708,5553,1,8631,4361,4270,,2631,1347,1283,1
DERA ISMAIL KHAN,52,11748,6267,5479,2,8870,4752,4117,1,2878,1515,1362,1
DERA ISMAIL KHAN,53,11215,5803,5412,,8740,4469,4271,,2475,1334,1141,
DERA ISMAIL KHAN,54,11533,6054,5479,,8769,4569,4200,,2764,1485,1279,
DERA ISMAIL KHAN,55,10136,5460,4673,3,7582,4068,3514,,2554,1392,1159,3
DERA ISMAIL KHAN,56,10369,5624,4745,,7850,4326,3524,,2519,1298,1221,
DERA ISMAIL KHAN,57,8890,4975,3915,,6776,3756,3020,,2114,1219,895,
DERA ISMAIL KHAN,58,9531,5126,4405,,7313,3909,3404,,2218,1217,1001,
DERA ISMAIL KHAN,59,8083,4325,3758,,6028,3233,2795,,2055,1092,963,
DERA ISMAIL KHAN,60,8810,4845,3964,1,6735,3710,3025,,2075,1135,939,1
DERA ISMAIL KHAN,61,7617,4271,3346,,5684,3209,2475,,1933,1062,871,
DERA ISMAIL KHAN,62,7073,3925,3148,,5236,2863,2373,,1837,1062,775,
DERA ISMAIL KHAN,63,6264,3451,2813,,4731,2557,2174,,1533,894,639,
DERA ISMAIL KHAN,64,6172,3326,2846,,4621,2493,2128,,1551,833,718,
DERA ISMAIL KHAN,65,6124,3462,2662,,4575,2582,1993,,1549,880,669,
DERA ISMAIL KHAN,66,5220,2961,2259,,3950,2252,1698,,1270,709,561,
DERA ISMAIL KHAN,67,4865,2806,2059,,3648,2094,1554,,1217,712,505,
DERA ISMAIL KHAN,68,4834,2689,2145,,3696,2030,1666,,1138,659,479,
DERA ISMAIL KHAN,69,4198,2263,1935,,3071,1672,1399,,1127,591,536,
DERA ISMAIL KHAN,70,5278,2933,2345,,4052,2259,1793,,1226,674,552,
DERA ISMAIL KHAN,71,3948,2210,1738,,2973,1663,1310,,975,547,428,
DERA ISMAIL KHAN,72,3385,1986,1399,,2605,1524,1081,,780,462,318,
DERA ISMAIL KHAN,73,3370,2059,1310,1,2629,1594,1035,,741,465,275,1
DERA ISMAIL KHAN,74,2775,1475,1300,,2057,1086,971,,718,389,329,
DERA ISMAIL KHAN,75 & ABOVE,15342,8753,6588,1,11876,6780,5096,,3466,1973,1492,1
HANGU,ALL AGES,525623,258721,266894,8,442054,216358,225692,4,83569,42363,41202,4
HANGU,BELOW 1,9686,5039,4647,,8375,4374,4001,,1311,665,646,
HANGU,01,12978,6833,6145,,10885,5696,5189,,2093,1137,956,
HANGU,02,15520,8172,7348,,13152,6918,6234,,2368,1254,1114,
HANGU,03,17378,8832,8546,,14726,7509,7217,,2652,1323,1329,
HANGU,04,19036,9778,9258,,16108,8255,7853,,2928,1523,1405,
HANGU,05,16033,8513,7520,,13658,7271,6387,,2375,1242,1133,
HANGU,06,15731,8225,7506,,13462,7053,6409,,2269,1172,1097,
HANGU,07,15626,8226,7400,,13322,6981,6341,,2304,1245,1059,
HANGU,08,16359,8519,7840,,14047,7277,6770,,2312,1242,1070,
HANGU,09,14157,7493,6664,,12057,6384,5673,,2100,1109,991,
HANGU,10,15430,8202,7228,,13252,7011,6241,,2178,1191,987,
HANGU,11,13697,7204,6493,,11634,6113,5521,,2063,1091,972,
HANGU,12,14431,7791,6640,,12241,6600,5641,,2190,1191,999,
HANGU,13,13836,7334,6502,,11648,6177,5471,,2188,1157,1031,
HANGU,14,13835,7241,6593,1,11766,6143,5622,1,2069,1098,971,
HANGU,15,13401,6984,6417,,11348,5882,5466,,2053,1102,951,
HANGU,16,13925,7181,6742,2,11971,6151,5818,2,1954,1030,924,
HANGU,17,12021,6392,5629,,10157,5423,4734,,1864,969,895,
HANGU,18,13184,6903,6281,,11232,5878,5354,,1952,1025,927,
HANGU,19,10872,5588,5283,1,9136,4681,4454,1,1736,907,829,
HANGU,20,10606,5198,5408,,8967,4369,4598,,1639,829,810,
HANGU,21,9207,4488,4719,,7741,3786,3955,,1466,702,764,
HANGU,22,8871,4277,4594,,7483,3612,3871,,1388,665,723,
HANGU,23,8156,3854,4302,,6788,3215,3573,,1368,639,729,
HANGU,24,7977,3736,4241,,6708,3168,3540,,1269,568,701,
HANGU,25,8579,3903,4676,,7184,3273,3911,,1395,630,765,
HANGU,26,7987,3506,4481,,6667,2953,3714,,1320,553,767,
HANGU,27,6977,3139,3837,1,5822,2613,3209,,1155,526,628,1
HANGU,28,8005,3427,4578,,6672,2826,3846,,1333,601,732,
HANGU,29,6494,2770,3724,,5455,2317,3138,,1039,453,586,
HANGU,30,7514,3178,4335,1,6264,2617,3647,,1250,561,688,1
HANGU,31,6202,2573,3629,,5235,2138,3097,,967,435,532,
HANGU,32,6708,2843,3865,,5528,2246,3282,,1180,597,583,
HANGU,33,6330,2661,3669,,5212,2123,3089,,1118,538,580,
HANGU,34,6222,2568,3653,1,5165,2078,3087,,1057,490,566,1
HANGU,35,6728,2835,3893,,5539,2283,3256,,1189,552,637,
HANGU,36,6110,2590,3520,,5038,2113,2925,,1072,477,595,
HANGU,37,5489,2370,3119,,4486,1875,2611,,1003,495,508,
HANGU,38,6127,2726,3400,1,4977,2127,2850,,1150,599,550,1
HANGU,39,5369,2260,3109,,4429,1826,2603,,940,434,506,
HANGU,40,5786,2549,3237,,4761,2064,2697,,1025,485,540,
HANGU,41,4441,1911,2530,,3687,1544,2143,,754,367,387,
HANGU,42,4713,2105,2608,,3785,1638,2147,,928,467,461,
HANGU,43,4069,1924,2145,,3332,1517,1815,,737,407,330,
HANGU,44,4290,1901,2389,,3471,1505,1966,,819,396,423,
HANGU,45,4260,1968,2292,,3458,1553,1905,,802,415,387,
HANGU,46,3651,1608,2043,,2959,1263,1696,,692,345,347,
HANGU,47,2986,1343,1643,,2451,1083,1368,,535,260,275,
HANGU,48,3193,1490,1703,,2661,1212,1449,,532,278,254,
HANGU,49,2930,1274,1656,,2381,1006,1375,,549,268,281,
HANGU,50,3453,1511,1942,,2786,1200,1586,,667,311,356,
HANGU,51,2467,1059,1408,,2019,854,1165,,448,205,243,
HANGU,52,2634,1203,1431,,2174,958,1216,,460,245,215,
HANGU,53,2395,1143,1252,,1953,885,1068,,442,258,184,
HANGU,54,2532,1060,1472,,2082,863,1219,,450,197,253,
HANGU,55,2826,1298,1528,,2341,1066,1275,,485,232,253,
HANGU,56,2393,1050,1343,,1923,840,1083,,470,210,260,
HANGU,57,1939,847,1092,,1595,672,923,,344,175,169,
HANGU,58,2156,1011,1145,,1780,800,980,,376,211,165,
HANGU,59,1927,846,1081,,1597,693,904,,330,153,177,
HANGU,60,2695,1338,1357,,2216,1090,1126,,479,248,231,
HANGU,61,1823,845,978,,1518,693,825,,305,152,153,
HANGU,62,1741,801,940,,1444,644,800,,297,157,140,
HANGU,63,1719,836,883,,1433,685,748,,286,151,135,
HANGU,64,1783,827,956,,1482,678,804,,301,149,152,
HANGU,65,1947,996,951,,1608,802,806,,339,194,145,
HANGU,66,1454,752,702,,1204,612,592,,250,140,110,
HANGU,67,1397,732,665,,1172,602,570,,225,130,95,
HANGU,68,1356,738,618,,1145,613,532,,211,125,86,
HANGU,69,1282,626,656,,1082,531,551,,200,95,105,
HANGU,70,1578,866,712,,1309,717,592,,269,149,120,
HANGU,71,1063,536,527,,907,450,457,,156,86,70,
HANGU,72,945,498,447,,793,406,387,,152,92,60,
HANGU,73,926,509,417,,790,423,367,,136,86,50,
HANGU,74,895,481,414,,756,404,352,,139,77,62,
HANGU,75 & ABOVE,5184,2887,2297,,4462,2457,2005,,722,430,292,
HARIPUR,ALL AGES,1173056,590712,582299,45,1025696,516732,508949,15,147360,73980,73350,30
HARIPUR,BELOW 1,21791,11263,10528,,19268,9963,9305,,2523,1300,1223,
HARIPUR,01,26261,13456,12805,,23438,12050,11388,,2823,1406,1417,
HARIPUR,02,29358,15219,14139,,26264,13556,12708,,3094,1663,1431,
HARIPUR,03,32174,16433,15741,,28677,14697,13980,,3497,1736,1761,
HARIPUR,04,32695,16926,15769,,29204,15128,14076,,3491,1798,1693,
HARIPUR,05,28411,14634,13777,,25231,13009,12222,,3180,1625,1555,
HARIPUR,06,27612,13967,13645,,24529,12390,12139,,3083,1577,1506,
HARIPUR,07,30124,15387,14737,,26646,13607,13039,,3478,1780,1698,
HARIPUR,08,25928,13294,12634,,22933,11768,11165,,2995,1526,1469,
HARIPUR,09,27876,14229,13647,,24680,12645,12035,,3196,1584,1612,
HARIPUR,10,24951,12986,11965,,21920,11388,10532,,3031,1598,1433,
HARIPUR,11,29104,14888,14216,,25524,13058,12466,,3580,1830,1750,
HARIPUR,12,26457,14011,12446,,23164,12296,10868,,3293,1715,1578,
HARIPUR,13,25984,13390,12594,,22690,11688,11002,,3294,1702,1592,
HARIPUR,14,25807,13707,12100,,22594,11980,10614,,3213,1727,1486,
HARIPUR,15,22997,12115,10881,1,20042,10552,9490,,2955,1563,1391,1
HARIPUR,16,23437,12092,11344,1,20564,10605,9958,1,2873,1487,1386,
HARIPUR,17,23783,12093,11689,1,20755,10545,10209,1,3028,1548,1480,
HARIPUR,18,20293,10323,9968,2,17625,8959,8666,,2668,1364,1302,2
HARIPUR,19,22842,11670,11171,1,19874,10172,9701,1,2968,1498,1470,
HARIPUR,20,18221,9380,8840,1,15945,8243,7701,1,2276,1137,1139,
HARIPUR,21,21445,10857,10588,,18671,9496,9175,,2774,1361,1413,
HARIPUR,22,19835,9797,10037,1,17284,8565,8718,1,2551,1232,1319,
HARIPUR,23,18537,9008,9528,1,16065,7787,8278,,2472,1221,1250,1
HARIPUR,24,19089,9280,9806,3,16649,8111,8537,1,2440,1169,1269,2
HARIPUR,25,15009,7399,7606,4,13214,6522,6692,,1795,877,914,4
HARIPUR,26,19732,9068,10663,1,17211,7946,9264,1,2521,1122,1399,
HARIPUR,27,18507,8754,9749,4,16036,7613,8423,,2471,1141,1326,4
HARIPUR,28,17144,8104,9037,3,15064,7137,7927,,2080,967,1110,3
HARIPUR,29,17900,8355,9545,,15632,7268,8364,,2268,1087,1181,
HARIPUR,30,14717,7055,7660,2,12869,6188,6680,1,1848,867,980,1
HARIPUR,31,16998,7875,9122,1,14911,6917,7993,1,2087,958,1129,
HARIPUR,32,18097,8225,9872,,15822,7200,8622,,2275,1025,1250,
HARIPUR,33,15239,7041,8197,1,13217,6079,7138,,2022,962,1059,1
HARIPUR,34,16761,7391,9369,1,14560,6418,8142,,2201,973,1227,1
HARIPUR,35,13541,6158,7382,1,11780,5357,6423,,1761,801,959,1
HARIPUR,36,17302,7919,9382,1,15073,6912,8161,,2229,1007,1221,1
HARIPUR,37,16315,7767,8548,,14183,6763,7420,,2132,1004,1128,
HARIPUR,38,15331,7678,7652,1,13328,6685,6643,,2003,993,1009,1
HARIPUR,39,15406,7313,8092,1,13337,6346,6990,1,2069,967,1102,
HARIPUR,40,12807,6355,6450,2,11107,5523,5584,,1700,832,866,2
HARIPUR,41,14539,6992,7547,,12698,6100,6598,,1841,892,949,
HARIPUR,42,15776,7872,7902,2,13644,6828,6815,1,2132,1044,1087,1
HARIPUR,43,12926,6656,6269,1,11146,5735,5410,1,1780,921,859,
HARIPUR,44,13952,7017,6935,,12042,6054,5988,,1910,963,947,
HARIPUR,45,10319,5355,4964,,8932,4639,4293,,1387,716,671,
HARIPUR,46,12209,6133,6076,,10475,5251,5224,,1734,882,852,
HARIPUR,47,10958,5608,5350,,9415,4807,4608,,1543,801,742,
HARIPUR,48,10437,5696,4741,,8879,4834,4045,,1558,862,696,
HARIPUR,49,10450,5287,5163,,8959,4525,4434,,1491,762,729,
HARIPUR,50,9083,4564,4518,1,7720,3884,3836,,1363,680,682,1
HARIPUR,51,9163,4383,4780,,7933,3782,4151,,1230,601,629,
HARIPUR,52,10259,5183,5076,,8853,4435,4418,,1406,748,658,
HARIPUR,53,8528,4410,4117,1,7417,3794,3623,,1111,616,494,1
HARIPUR,54,9516,4726,4789,1,8186,4055,4130,1,1330,671,659,
HARIPUR,55,7347,3798,3548,1,6364,3294,3070,,983,504,478,1
HARIPUR,56,8870,4385,4485,,7679,3818,3861,,1191,567,624,
HARIPUR,57,7904,4020,3884,,6865,3482,3383,,1039,538,501,
HARIPUR,58,7190,3745,3445,,6246,3222,3024,,944,523,421,
HARIPUR,59,6984,3506,3478,,6048,3054,2994,,936,452,484,
HARIPUR,60,6803,3662,3140,1,5846,3139,2706,1,957,523,434,
HARIPUR,61,6481,3428,3053,,5622,2969,2653,,859,459,400,
HARIPUR,62,6421,3503,2918,,5578,3048,2530,,843,455,388,
HARIPUR,63,5295,3029,2266,,4563,2632,1931,,732,397,335,
HARIPUR,64,5709,3086,2623,,4899,2638,2261,,810,448,362,
HARIPUR,65,5195,2824,2371,,4480,2435,2045,,715,389,326,
HARIPUR,66,5200,2880,2320,,4489,2501,1988,,711,379,332,
HARIPUR,67,4731,2476,2255,,4096,2125,1971,,635,351,284,
HARIPUR,68,4311,2322,1989,,3774,2051,1723,,537,271,266,
HARIPUR,69,3910,1969,1941,,3366,1711,1655,,544,258,286,
HARIPUR,70,4442,2309,2133,,3815,1991,1824,,627,318,309,
HARIPUR,71,3704,1982,1722,,3213,1718,1495,,491,264,227,
HARIPUR,72,3574,1914,1660,,3147,1680,1467,,427,234,193,
HARIPUR,73,3141,1727,1414,,2737,1489,1248,,404,238,166,
HARIPUR,74,3230,1654,1575,1,2784,1431,1353,,446,223,222,1
HARIPUR,75 & ABOVE,18681,9749,8931,1,16206,8449,7756,1,2475,1300,1175,
KARAK,ALL AGES,815150,420949,394190,11,757113,390872,366230,11,58037,30077,27960,
KARAK,BELOW 1,15618,8095,7523,,14641,7630,7011,,977,465,512,
KARAK,01,22834,12004,10830,,21343,11213,10130,,1491,791,700,
KARAK,02,27151,14105,13046,,25426,13218,12208,,1725,887,838,
KARAK,03,29807,15677,14130,,27759,14608,13151,,2048,1069,979,
KARAK,04,31189,16458,14731,,28853,15249,13604,,2336,1209,1127,
KARAK,05,24747,13161,11586,,23094,12282,10812,,1653,879,774,
KARAK,06,23098,11938,11160,,21615,11141,10474,,1483,797,686,
KARAK,07,24848,12983,11865,,23122,12053,11069,,1726,930,796,
KARAK,08,21308,11236,10072,,19853,10454,9399,,1455,782,673,
KARAK,09,21323,11237,10086,,19840,10491,9349,,1483,746,737,
KARAK,10,20042,10557,9485,,18611,9782,8829,,1431,775,656,
KARAK,11,21403,11177,10226,,19897,10399,9498,,1506,778,728,
KARAK,12,18913,9771,9142,,17452,9025,8427,,1461,746,715,
KARAK,13,19110,10299,8811,,17738,9512,8226,,1372,787,585,
KARAK,14,19035,9912,9123,,17614,9164,8450,,1421,748,673,
KARAK,15,17075,8956,8117,2,15910,8351,7557,2,1165,605,560,
KARAK,16,17721,9101,8619,1,16461,8459,8001,1,1260,642,618,
KARAK,17,17824,9252,8572,,16623,8674,7949,,1201,578,623,
KARAK,18,16229,8556,7671,2,15058,7925,7131,2,1171,631,540,
KARAK,19,16106,8452,7653,1,15040,7874,7165,1,1066,578,488,
KARAK,20,14311,7411,6899,1,13217,6854,6362,1,1094,557,537,
KARAK,21,14308,7411,6897,,13328,6894,6434,,980,517,463,
KARAK,22,14339,7171,7167,1,13226,6625,6600,1,1113,546,567,
KARAK,23,14101,7110,6991,,13177,6633,6544,,924,477,447,
KARAK,24,14551,7521,7030,,13550,7034,6516,,1001,487,514,
KARAK,25,12143,6235,5908,,11114,5728,5386,,1029,507,522,
KARAK,26,13934,6852,7082,,12942,6386,6556,,992,466,526,
KARAK,27,12363,6327,6036,,11552,5906,5646,,811,421,390,
KARAK,28,13056,6529,6527,,12013,6012,6001,,1043,517,526,
KARAK,29,11732,5777,5955,,10927,5402,5525,,805,375,430,
KARAK,30,11376,5736,5639,1,10420,5284,5135,1,956,452,504,
KARAK,31,10947,5452,5495,,10213,5106,5107,,734,346,388,
KARAK,32,11850,5694,6156,,10995,5249,5746,,855,445,410,
KARAK,33,9512,4769,4743,,8860,4450,4410,,652,319,333,
KARAK,34,10615,5093,5521,1,9931,4775,5155,1,684,318,366,
KARAK,35,9027,4426,4600,1,8166,4006,4159,1,861,420,441,
KARAK,36,10109,4966,5143,,9303,4567,4736,,806,399,407,
KARAK,37,8456,4330,4126,,7812,3994,3818,,644,336,308,
KARAK,38,9706,5054,4652,,8947,4642,4305,,759,412,347,
KARAK,39,8320,4138,4182,,7629,3795,3834,,691,343,348,
KARAK,40,8261,4123,4138,,7515,3736,3779,,746,387,359,
KARAK,41,7093,3467,3626,,6575,3201,3374,,518,266,252,
KARAK,42,8053,4182,3871,,7400,3835,3565,,653,347,306,
KARAK,43,6730,3582,3148,,6323,3363,2960,,407,219,188,
KARAK,44,7389,3835,3554,,6833,3544,3289,,556,291,265,
KARAK,45,6293,3328,2965,,5717,3025,2692,,576,303,273,
KARAK,46,6376,3246,3130,,5851,2974,2877,,525,272,253,
KARAK,47,5234,2748,2486,,4870,2554,2316,,364,194,170,
KARAK,48,5811,3030,2781,,5366,2786,2580,,445,244,201,
KARAK,49,5213,2583,2630,,4805,2390,2415,,408,193,215,
KARAK,50,5451,2641,2810,,4992,2420,2572,,459,221,238,
KARAK,51,4334,2029,2305,,4030,1883,2147,,304,146,158,
KARAK,52,5058,2599,2459,,4700,2381,2319,,358,218,140,
KARAK,53,4145,2172,1973,,3861,2010,1851,,284,162,122,
KARAK,54,4902,2361,2541,,4560,2190,2370,,342,171,171,
KARAK,55,4378,2219,2159,,4016,2021,1995,,362,198,164,
KARAK,56,4502,2182,2320,,4184,2020,2164,,318,162,156,
KARAK,57,3687,1960,1727,,3461,1839,1622,,226,121,105,
KARAK,58,4057,2179,1878,,3787,2019,1768,,270,160,110,
KARAK,59,3372,1651,1721,,3127,1521,1606,,245,130,115,
KARAK,60,3779,1973,1806,,3497,1809,1688,,282,164,118,
KARAK,61,3104,1626,1478,,2864,1498,1366,,240,128,112,
KARAK,62,3427,1796,1631,,3209,1671,1538,,218,125,93,
KARAK,63,2953,1664,1289,,2785,1564,1221,,168,100,68,
KARAK,64,3056,1559,1497,,2864,1458,1406,,192,101,91,
KARAK,65,2842,1537,1305,,2644,1433,1211,,198,104,94,
KARAK,66,2341,1237,1104,,2198,1160,1038,,143,77,66,
KARAK,67,2056,1134,922,,1922,1057,865,,134,77,57,
KARAK,68,2001,1107,894,,1875,1023,852,,126,84,42,
KARAK,69,1862,957,905,,1743,894,849,,119,63,56,
KARAK,70,2368,1232,1136,,2211,1146,1065,,157,86,71,
KARAK,71,1684,895,789,,1568,828,740,,116,67,49,
KARAK,72,1594,873,721,,1511,827,684,,83,46,37,
KARAK,73,1346,797,549,,1289,758,531,,57,39,18,
KARAK,74,1474,755,719,,1388,711,677,,86,44,42,
KARAK,75 & ABOVE,8787,4761,4026,,8300,4477,3823,,487,284,203,
KHYBER,ALL AGES,1145982,598131,547841,10,1051404,548476,502918,10,94578,49655,44923,
KHYBER,BELOW 1,20848,10808,10040,,19170,9921,9249,,1678,887,791,
KHYBER,01,35462,18525,16937,,32910,17238,15672,,2552,1287,1265,
KHYBER,02,42301,21928,20373,,39321,20424,18897,,2980,1504,1476,
KHYBER,03,47680,24831,22849,,44131,22981,21150,,3549,1850,1699,
KHYBER,04,49983,26097,23886,,46354,24173,22181,,3629,1924,1705,
KHYBER,05,40641,21670,18971,,37432,19940,17492,,3209,1730,1479,
KHYBER,06,42206,22175,20031,,39145,20553,18592,,3061,1622,1439,
KHYBER,07,40124,21167,18957,,37039,19535,17504,,3085,1632,1453,
KHYBER,08,41637,22123,19514,,38584,20492,18092,,3053,1631,1422,
KHYBER,09,34426,18224,16202,,31720,16810,14910,,2706,1414,1292,
KHYBER,10,38548,20866,17682,,35653,19354,16299,,2895,1512,1383,
KHYBER,11,31576,16928,14648,,29094,15577,13517,,2482,1351,1131,
KHYBER,12,33534,17886,15648,,30783,16469,14314,,2751,1417,1334,
KHYBER,13,30132,16052,14080,,27712,14737,12975,,2420,1315,1105,
KHYBER,14,31447,16655,14789,3,28972,15380,13589,3,2475,1275,1200,
KHYBER,15,28186,15182,13002,2,25945,14010,11933,2,2241,1172,1069,
KHYBER,16,28096,14916,13179,1,25790,13686,12103,1,2306,1230,1076,
KHYBER,17,24114,12881,11233,,22267,11969,10298,,1847,912,935,
KHYBER,18,25311,13875,11435,1,23141,12695,10445,1,2170,1180,990,
KHYBER,19,21395,11396,9999,,19528,10430,9098,,1867,966,901,
KHYBER,20,21631,11306,10324,1,19661,10251,9409,1,1970,1055,915,
KHYBER,21,18867,9761,9106,,17239,8883,8356,,1628,878,750,
KHYBER,22,17448,8833,8615,,15751,7924,7827,,1697,909,788,
KHYBER,23,16499,8302,8197,,15075,7561,7514,,1424,741,683,
KHYBER,24,15375,7736,7639,,14018,7033,6985,,1357,703,654,
KHYBER,25,16876,8805,8071,,15176,7911,7265,,1700,894,806,
KHYBER,26,16091,8235,7856,,14699,7543,7156,,1392,692,700,
KHYBER,27,16126,8273,7853,,14760,7558,7202,,1366,715,651,
KHYBER,28,16827,8392,8435,,15266,7602,7664,,1561,790,771,
KHYBER,29,14795,7525,7269,1,13537,6929,6607,1,1258,596,662,
KHYBER,30,14615,7471,7144,,13106,6694,6412,,1509,777,732,
KHYBER,31,13624,6755,6869,,12544,6238,6306,,1080,517,563,
KHYBER,32,13273,6419,6854,,12053,5844,6209,,1220,575,645,
KHYBER,33,14281,6865,7416,,13268,6342,6926,,1013,523,490,
KHYBER,34,11953,5753,6200,,10957,5304,5653,,996,449,547,
KHYBER,35,12255,6063,6192,,10947,5402,5545,,1308,661,647,
KHYBER,36,10957,5554,5403,,9992,5067,4925,,965,487,478,
KHYBER,37,10921,5589,5332,,10023,5116,4907,,898,473,425,
KHYBER,38,12643,6438,6205,,11543,5856,5687,,1100,582,518,
KHYBER,39,11187,5996,5191,,10202,5478,4724,,985,518,467,
KHYBER,40,10063,5175,4888,,8934,4569,4365,,1129,606,523,
KHYBER,41,8907,4577,4330,,8105,4163,3942,,802,414,388,
KHYBER,42,7701,4091,3610,,6938,3626,3312,,763,465,298,
KHYBER,43,8944,4518,4426,,8190,4108,4082,,754,410,344,
KHYBER,44,7854,4043,3811,,7096,3634,3462,,758,409,349,
KHYBER,45,7653,3917,3736,,6837,3467,3370,,816,450,366,
KHYBER,46,6630,3465,3165,,6004,3116,2888,,626,349,277,
KHYBER,47,6109,3116,2993,,5546,2818,2728,,563,298,265,
KHYBER,48,6783,3339,3444,,6135,2999,3136,,648,340,308,
KHYBER,49,5587,2837,2750,,5048,2550,2498,,539,287,252,
KHYBER,50,6328,3123,3205,,5595,2734,2861,,733,389,344,
KHYBER,51,4771,2345,2426,,4317,2122,2195,,454,223,231,
KHYBER,52,4511,2399,2112,,4123,2168,1955,,388,231,157,
KHYBER,53,5123,2473,2650,,4720,2246,2474,,403,227,176,
KHYBER,54,4516,2276,2239,1,4082,2054,2027,1,434,222,212,
KHYBER,55,4999,2470,2529,,4471,2187,2284,,528,283,245,
KHYBER,56,3798,1933,1865,,3429,1750,1679,,369,183,186,
KHYBER,57,3554,1811,1743,,3242,1649,1593,,312,162,150,
KHYBER,58,4292,1943,2349,,3976,1775,2201,,316,168,148,
KHYBER,59,3161,1543,1618,,2877,1404,1473,,284,139,145,
KHYBER,60,4676,2384,2292,,4209,2112,2097,,467,272,195,
KHYBER,61,3442,1781,1661,,3131,1612,1519,,311,169,142,
KHYBER,62,3062,1636,1426,,2839,1516,1323,,223,120,103,
KHYBER,63,3756,1894,1862,,3506,1765,1741,,250,129,121,
KHYBER,64,2838,1558,1280,,2581,1410,1171,,257,148,109,
KHYBER,65,3225,1853,1372,,2915,1674,1241,,310,179,131,
