district,sex_age_group__in_years_,all_sexes_overall,male_overall,female_overall,transgender_overall,all_sexes_rural,male_rural,female_rural,transgender_rural,all_sexes_urban,male_urban,female_urban,transgender_urban
GUJRANWALA,51,39672,20728,18943,1,15870,8331,7539,,23802,12397,11404,1
GUJRANWALA,52,41736,22358,19377,1,17140,8945,8195,,24596,13413,11182,1
GUJRANWALA,53,34600,18854,15745,1,14804,7909,6895,,19796,10945,8850,1
GUJRANWALA,54,40151,21285,18865,1,16241,8640,7601,,23910,12645,11264,1
GUJRANWALA,55,40746,21808,18930,8,15505,8209,7293,3,25241,13599,11637,5
GUJRANWALA,56,36898,19912,16983,3,14826,8104,6720,2,22072,11808,10263,1
GUJRANWALA,57,31576,17430,14145,1,13687,7564,6122,1,17889,9866,8023,
GUJRANWALA,58,29567,16158,13405,4,12957,7054,5901,2,16610,9104,7504,2
GUJRANWALA,59,29187,15796,13387,4,11968,6642,5324,2,17219,9154,8063,2
GUJRANWALA,60,36521,19810,16703,8,13961,7444,6516,1,22560,12366,10187,7
GUJRANWALA,61,27163,14804,12358,1,11012,6023,4988,1,16151,8781,7370,
GUJRANWALA,62,24667,14221,10444,2,10183,5805,4377,1,14484,8416,6067,1
GUJRANWALA,63,22091,12656,9434,1,9275,5234,4040,1,12816,7422,5394,
GUJRANWALA,64,24080,13176,10904,,9824,5356,4468,,14256,7820,6436,
GUJRANWALA,65,28722,14316,14402,4,11535,5681,5853,1,17187,8635,8549,3
GUJRANWALA,66,19504,11121,8383,,8089,4604,3485,,11415,6517,4898,
GUJRANWALA,67,16193,9546,6647,,6799,3983,2816,,9394,5563,3831,
GUJRANWALA,68,13593,8576,5016,1,5833,3563,2269,1,7760,5013,2747,
GUJRANWALA,69,14740,8282,6457,1,6023,3350,2673,,8717,4932,3784,1
GUJRANWALA,70,18967,10265,8702,,8195,4327,3868,,10772,5938,4834,
GUJRANWALA,71,8825,7094,1730,1,3886,3042,843,1,4939,4052,887,
GUJRANWALA,72,9610,5457,4153,,4211,2316,1895,,5399,3141,2258,
GUJRANWALA,73,8247,5283,2964,,3656,2198,1458,,4591,3085,1506,
GUJRANWALA,74,9503,5167,4336,,4220,2206,2014,,5283,2961,2322,
GUJRANWALA,75 & ABOVE,64716,38274,26439,3,31816,18697,13117,2,32900,19577,13322,1
GUJRAT,ALL AGES,3216000,1606601,1609209,190,1892820,934454,958324,42,1323180,672147,650885,148
GUJRAT,BELOW 1,60971,30448,30523,,37840,18825,19015,,23131,11623,11508,
GUJRAT,01,74176,37196,36980,,43755,21934,21821,,30421,15262,15159,
GUJRAT,02,79644,40298,39346,,47511,24019,23492,,32133,16279,15854,
GUJRAT,03,82188,40638,41550,,48531,24167,24364,,33657,16471,17186,
GUJRAT,04,81878,40330,41548,,48332,23689,24643,,33546,16641,16905,
GUJRAT,05,69636,34987,34649,,41059,20517,20542,,28577,14470,14107,
GUJRAT,06,70869,35321,35548,,41488,20804,20684,,29381,14517,14864,
GUJRAT,07,70428,35115,35313,,41544,20767,20777,,28884,14348,14536,
GUJRAT,08,64990,32355,32635,,38616,19278,19338,,26374,13077,13297,
GUJRAT,09,63046,31436,31610,,37457,18659,18798,,25589,12777,12812,
GUJRAT,10,67113,32871,34242,,39482,19221,20261,,27631,13650,13981,
GUJRAT,11,70757,35173,35584,,41610,20608,21002,,29147,14565,14582,
GUJRAT,12,72025,35729,36296,,42315,21016,21299,,29710,14713,14997,
GUJRAT,13,70315,35233,35082,,41378,20776,20602,,28937,14457,14480,
GUJRAT,14,70055,35269,34782,4,41137,20658,20478,1,28918,14611,14304,3
GUJRAT,15,62615,30909,31699,7,36986,18018,18965,3,25629,12891,12734,4
GUJRAT,16,62489,31672,30814,3,37054,18686,18366,2,25435,12986,12448,1
GUJRAT,17,63760,31778,31979,3,37825,18666,19157,2,25935,13112,12822,1
GUJRAT,18,58558,29474,29078,6,34705,17390,17313,2,23853,12084,11765,4
GUJRAT,19,60500,30111,30386,3,35701,17681,18020,,24799,12430,12366,3
GUJRAT,20,55528,27998,27524,6,33015,16561,16454,,22513,11437,11070,6
GUJRAT,21,59215,29019,30192,4,34684,16739,17944,1,24531,12280,12248,3
GUJRAT,22,59151,29117,30030,4,34925,17103,17822,,24226,12014,12208,4
GUJRAT,23,53779,25919,27857,3,30974,14766,16208,,22805,11153,11649,3
GUJRAT,24,55259,26916,28337,6,32016,15257,16759,,23243,11659,11578,6
GUJRAT,25,50641,26237,24398,6,29487,14964,14522,1,21154,11273,9876,5
GUJRAT,26,56642,26685,29952,5,32747,15110,17637,,23895,11575,12315,5
GUJRAT,27,51675,24723,26947,5,29750,13904,15845,1,21925,10819,11102,4
GUJRAT,28,50076,24429,25643,4,28740,13789,14950,1,21336,10640,10693,3
GUJRAT,29,46638,20843,25794,1,26540,11369,15171,,20098,9474,10623,1
GUJRAT,30,47688,23165,24520,3,27677,13331,14344,2,20011,9834,10176,1
GUJRAT,31,48670,23262,25405,3,27660,12658,15001,1,21010,10604,10404,2
GUJRAT,32,51767,25434,26329,4,29077,13702,15374,1,22690,11732,10955,3
GUJRAT,33,45438,22110,23323,5,25687,12026,13661,,19751,10084,9662,5
GUJRAT,34,47707,22806,24897,4,27249,12527,14721,1,20458,10279,10176,3
GUJRAT,35,42680,20468,22199,13,24562,11479,13081,2,18118,8989,9118,11
GUJRAT,36,50014,24442,25572,,28225,13193,15032,,21789,11249,10540,
GUJRAT,37,44139,21881,22254,4,24878,11903,12975,,19261,9978,9279,4
GUJRAT,38,43579,22458,21118,3,24473,12346,12126,1,19106,10112,8992,2
GUJRAT,39,43249,21491,21756,2,24468,11580,12888,,18781,9911,8868,2
GUJRAT,40,38334,19414,18902,18,21902,10924,10977,1,16432,8490,7925,17
GUJRAT,41,35580,16849,18730,1,20568,9451,11117,,15012,7398,7613,1
GUJRAT,42,39993,19604,20384,5,22931,11031,11898,2,17062,8573,8486,3
GUJRAT,43,34142,17204,16936,2,19513,9607,9906,,14629,7597,7030,2
GUJRAT,44,36879,18344,18534,1,21169,10298,10871,,15710,8046,7663,1
GUJRAT,45,31449,16382,15060,7,18070,9291,8779,,13379,7091,6281,7
GUJRAT,46,33241,16711,16529,1,19278,9519,9758,1,13963,7192,6771,
GUJRAT,47,28442,14431,14010,1,16248,8076,8171,1,12194,6355,5839,
GUJRAT,48,27145,14011,13133,1,16011,8174,7837,,11134,5837,5296,1
GUJRAT,49,27393,13695,13696,2,15828,7749,8079,,11565,5946,5617,2
GUJRAT,50,26929,13667,13257,5,15771,7934,7835,2,11158,5733,5422,3
GUJRAT,51,24600,12294,12303,3,14357,7039,7318,,10243,5255,4985,3
GUJRAT,52,26965,13781,13183,1,15843,8021,7821,1,11122,5760,5362,
GUJRAT,53,22573,11629,10943,1,13303,6775,6528,,9270,4854,4415,1
GUJRAT,54,25926,13002,12923,1,15369,7703,7666,,10557,5299,5257,1
GUJRAT,55,23530,12539,10985,6,13970,7393,6574,3,9560,5146,4411,3
GUJRAT,56,23940,12236,11700,4,14218,7207,7009,2,9722,5029,4691,2
GUJRAT,57,20735,10664,10070,1,12444,6314,6130,,8291,4350,3940,1
GUJRAT,58,19526,10130,9395,1,12014,6129,5884,1,7512,4001,3511,
GUJRAT,59,19322,9715,9606,1,11627,5783,5844,,7695,3932,3762,1
GUJRAT,60,21291,10894,10397,,12913,6539,6374,,8378,4355,4023,
GUJRAT,61,18420,9525,8894,1,11146,5704,5441,1,7274,3821,3453,
GUJRAT,62,17911,9600,8310,1,10769,5648,5121,,7142,3952,3189,1
GUJRAT,63,16323,8683,7636,4,10012,5242,4770,,6311,3441,2866,4
GUJRAT,64,17416,8868,8548,,10749,5347,5402,,6667,3521,3146,
GUJRAT,65,19146,9078,10067,1,11846,5541,6304,1,7300,3537,3763,
GUJRAT,66,15714,8625,7089,,9785,5359,4426,,5929,3266,2663,
GUJRAT,67,13580,7486,6093,1,8443,4587,3855,1,5137,2899,2238,
GUJRAT,68,11367,6787,4579,1,7177,4221,2956,,4190,2566,1623,1
GUJRAT,69,11686,6097,5588,1,7377,3788,3588,1,4309,2309,2000,
GUJRAT,70,13502,6865,6635,2,8575,4288,4286,1,4927,2577,2349,1
GUJRAT,71,7663,5657,2006,,4952,3573,1379,,2711,2084,627,
GUJRAT,72,9546,5175,4371,,6260,3334,2926,,3286,1841,1445,
GUJRAT,73,8236,4850,3386,,5413,3117,2296,,2823,1733,1090,
GUJRAT,74,8721,4587,4134,,5743,2984,2759,,2978,1603,1375,
GUJRAT,75 & ABOVE,59286,31776,27506,4,40066,21078,18987,1,19220,10698,8519,3
HAFIZABAD,ALL AGES,1319651,669900,649691,60,815517,414531,400966,20,504134,255369,248725,40
HAFIZABAD,BELOW 1,28927,14644,14283,,18207,9311,8896,,10720,5333,5387,
HAFIZABAD,01,33684,16988,16696,,20928,10656,10272,,12756,6332,6424,
HAFIZABAD,02,36210,18516,17694,,22347,11508,10839,,13863,7008,6855,
HAFIZABAD,03,37565,18634,18931,,23586,11654,11932,,13979,6980,6999,
HAFIZABAD,04,41675,20702,20973,,26156,13035,13121,,15519,7667,7852,
HAFIZABAD,05,31085,15562,15523,,19380,9708,9672,,11705,5854,5851,
HAFIZABAD,06,32424,16158,16266,,20361,10159,10202,,12063,5999,6064,
HAFIZABAD,07,31034,15538,15496,,19274,9672,9602,,11760,5866,5894,
HAFIZABAD,08,31350,15696,15654,,19921,9971,9950,,11429,5725,5704,
HAFIZABAD,09,27054,13730,13324,,16945,8651,8294,,10109,5079,5030,
HAFIZABAD,10,32474,16140,16334,,20434,10144,10290,,12040,5996,6044,
HAFIZABAD,11,29752,14910,14842,,18329,9181,9148,,11423,5729,5694,
HAFIZABAD,12,31848,15998,15850,,19567,9781,9786,,12281,6217,6064,
HAFIZABAD,13,29092,14728,14364,,17599,8969,8630,,11493,5759,5734,
HAFIZABAD,14,30299,15368,14929,2,18469,9354,9113,2,11830,6014,5816,
HAFIZABAD,15,27981,13805,14174,2,17220,8528,8692,,10761,5277,5482,2
HAFIZABAD,16,28244,14179,14064,1,17323,8732,8590,1,10921,5447,5474,
HAFIZABAD,17,26476,13503,12970,3,15990,8171,7817,2,10486,5332,5153,1
HAFIZABAD,18,27685,13938,13745,2,17156,8640,8514,2,10529,5298,5231,
HAFIZABAD,19,24431,12573,11856,2,14942,7722,7219,1,9489,4851,4637,1
HAFIZABAD,20,25671,12979,12690,2,15978,8076,7902,,9693,4903,4788,2
HAFIZABAD,21,22043,11138,10903,2,13227,6778,6449,,8816,4360,4454,2
HAFIZABAD,22,24790,12418,12371,1,14992,7552,7440,,9798,4866,4931,1
HAFIZABAD,23,20547,10167,10379,1,12220,6092,6128,,8327,4075,4251,1
HAFIZABAD,24,21649,10658,10991,,13026,6402,6624,,8623,4256,4367,
HAFIZABAD,25,24316,12379,11935,2,15151,7645,7506,,9165,4734,4429,2
HAFIZABAD,26,22299,10757,11542,,13343,6427,6916,,8956,4330,4626,
HAFIZABAD,27,19268,9512,9755,1,11651,5729,5922,,7617,3783,3833,1
HAFIZABAD,28,20966,10252,10712,2,12504,6103,6400,1,8462,4149,4312,1
HAFIZABAD,29,16321,7270,9051,,9866,4354,5512,,6455,2916,3539,
HAFIZABAD,30,21114,10035,11077,2,13000,6203,6796,1,8114,3832,4281,1
HAFIZABAD,31,16760,8122,8637,1,10183,4947,5236,,6577,3175,3401,1
HAFIZABAD,32,18941,9203,9734,4,11168,5459,5708,1,7773,3744,4026,3
HAFIZABAD,33,15825,7673,8151,1,9625,4663,4962,,6200,3010,3189,1
HAFIZABAD,34,16042,7625,8416,1,9523,4550,4972,1,6519,3075,3444,
HAFIZABAD,35,18930,9391,9535,4,11702,5726,5975,1,7228,3665,3560,3
HAFIZABAD,36,16376,8114,8260,2,9508,4722,4785,1,6868,3392,3475,1
HAFIZABAD,37,15019,7667,7351,1,9077,4572,4505,,5942,3095,2846,1
HAFIZABAD,38,16051,7910,8139,2,9457,4635,4821,1,6594,3275,3318,1
HAFIZABAD,39,15035,7430,7605,,9098,4460,4638,,5937,2970,2967,
HAFIZABAD,40,17047,8519,8525,3,10462,5205,5255,2,6585,3314,3270,1
HAFIZABAD,41,13585,6792,6793,,8448,4241,4207,,5137,2551,2586,
HAFIZABAD,42,14947,7788,7158,1,9063,4787,4276,,5884,3001,2882,1
HAFIZABAD,43,13823,7222,6597,4,8638,4469,4167,2,5185,2753,2430,2
HAFIZABAD,44,14143,7415,6728,,8686,4536,4150,,5457,2879,2578,
HAFIZABAD,45,14822,7713,7108,1,9126,4697,4429,,5696,3016,2679,1
HAFIZABAD,46,12343,6525,5818,,7500,3946,3554,,4843,2579,2264,
HAFIZABAD,47,10908,5845,5063,,6699,3525,3174,,4209,2320,1889,
HAFIZABAD,48,11204,5877,5326,1,6917,3645,3272,,4287,2232,2054,1
HAFIZABAD,49,10631,5581,5050,,6480,3369,3111,,4151,2212,1939,
HAFIZABAD,50,11784,5963,5820,1,7408,3754,3654,,4376,2209,2166,1
HAFIZABAD,51,9486,5039,4447,,5798,3072,2726,,3688,1967,1721,
HAFIZABAD,52,9610,5097,4511,2,5881,3094,2787,,3729,2003,1724,2
HAFIZABAD,53,8883,4785,4098,,5670,3033,2637,,3213,1752,1461,
HAFIZABAD,54,9280,4970,4309,1,5678,3068,2610,,3602,1902,1699,1
HAFIZABAD,55,9954,5324,4628,2,6254,3379,2874,1,3700,1945,1754,1
HAFIZABAD,56,8107,4407,3699,1,4951,2743,2208,,3156,1664,1491,1
HAFIZABAD,57,7359,4206,3153,,4600,2630,1970,,2759,1576,1183,
HAFIZABAD,58,7038,4018,3019,1,4375,2477,1898,,2663,1541,1121,1
HAFIZABAD,59,6717,3712,3005,,4114,2297,1817,,2603,1415,1188,
HAFIZABAD,60,8852,4755,4096,1,5629,2982,2647,,3223,1773,1449,1
HAFIZABAD,61,6363,3465,2898,,3960,2172,1788,,2403,1293,1110,
HAFIZABAD,62,5488,3095,2393,,3358,1904,1454,,2130,1191,939,
HAFIZABAD,63,5336,2922,2414,,3478,1880,1598,,1858,1042,816,
HAFIZABAD,64,5606,3037,2569,,3583,1912,1671,,2023,1125,898,
HAFIZABAD,65,7639,3764,3875,,5052,2476,2576,,2587,1288,1299,
HAFIZABAD,66,4544,2551,1993,,2888,1639,1249,,1656,912,744,
HAFIZABAD,67,3844,2276,1568,,2515,1483,1032,,1329,793,536,
HAFIZABAD,68,3518,2104,1414,,2310,1354,956,,1208,750,458,
HAFIZABAD,69,3811,2072,1739,,2485,1343,1142,,1326,729,597,
HAFIZABAD,70,5483,2950,2533,,3753,2022,1731,,1730,928,802,
HAFIZABAD,71,2379,1900,479,,1590,1266,324,,789,634,155,
HAFIZABAD,72,2659,1533,1126,,1780,1022,758,,879,511,368,
HAFIZABAD,73,2549,1575,974,,1750,1062,688,,799,513,286,
HAFIZABAD,74,2652,1475,1177,,1828,1017,811,,824,458,366,
HAFIZABAD,75 & ABOVE,20004,11618,8386,,14377,8388,5989,,5627,3230,2397,
JHANG,ALL AGES,3065639,1585616,1479771,252,2264713,1172367,1092267,79,800926,413249,387504,173
JHANG,BELOW 1,74492,39238,35254,,56066,29712,26354,,18426,9526,8900,
JHANG,01,77351,40330,37021,,58368,30276,28092,,18983,10054,8929,
JHANG,02,86230,44981,41249,,65986,34346,31640,,20244,10635,9609,
JHANG,03,94382,49052,45330,,72559,37794,34765,,21823,11258,10565,
JHANG,04,99549,51308,48241,,76774,39619,37155,,22775,11689,11086,
JHANG,05,83886,43221,40665,,64754,33582,31172,,19132,9639,9493,
JHANG,06,84059,43179,40880,,64586,33216,31370,,19473,9963,9510,
JHANG,07,83546,43017,40529,,63721,32771,30950,,19825,10246,9579,
JHANG,08,78448,40526,37922,,60220,31144,29076,,18228,9382,8846,
JHANG,09,75226,38982,36244,,57005,29561,27444,,18221,9421,8800,
JHANG,10,76681,40120,36561,,58376,30612,27764,,18305,9508,8797,
JHANG,11,77702,40560,37142,,58061,30286,27775,,19641,10274,9367,
JHANG,12,73423,39015,34408,,54762,29095,25667,,18661,9920,8741,
JHANG,13,70233,37391,32842,,51418,27481,23937,,18815,9910,8905,
JHANG,14,70349,37316,33030,3,51796,27547,24247,2,18553,9769,8783,1
JHANG,15,62498,33067,29424,7,45799,24353,21441,5,16699,8714,7983,2
JHANG,16,64239,34660,29575,4,46455,25004,21449,2,17784,9656,8126,2
JHANG,17,58931,31284,27646,1,42380,22442,19938,,16551,8842,7708,1
JHANG,18,61468,31434,30029,5,45564,23188,22375,1,15904,8246,7654,4
JHANG,19,56763,29609,27146,8,40909,21493,19415,1,15854,8116,7731,7
JHANG,20,56405,28382,28014,9,41585,20900,20684,1,14820,7482,7330,8
JHANG,21,50204,26156,24040,8,35680,18799,16879,2,14524,7357,7161,6
JHANG,22,52198,26813,25372,13,37682,19494,18186,2,14516,7319,7186,11
JHANG,23,46411,23837,22566,8,33306,17206,16098,2,13105,6631,6468,6
JHANG,24,46838,23980,22848,10,33418,17285,16132,1,13420,6695,6716,9
JHANG,25,49996,26013,23966,17,37153,19230,17918,5,12843,6783,6048,12
JHANG,26,46835,23236,23589,10,33391,16692,16697,2,13444,6544,6892,8
JHANG,27,42906,21467,21432,7,30613,15423,15189,1,12293,6044,6243,6
JHANG,28,43425,21795,21620,10,31345,15812,15532,1,12080,5983,6088,9
JHANG,29,39496,18429,21062,5,28257,13187,15070,,11239,5242,5992,5
JHANG,30,41760,21135,20601,24,30154,15313,14834,7,11606,5822,5767,17
JHANG,31,40547,20191,20354,2,28959,14455,14504,,11588,5736,5850,2
JHANG,32,40113,19727,20380,6,28320,13904,14413,3,11793,5823,5967,3
JHANG,33,40788,20055,20732,1,29400,14495,14904,1,11388,5560,5828,
JHANG,34,38927,19299,19627,1,27634,13723,13910,1,11293,5576,5717,
JHANG,35,37643,18752,18877,14,27397,13603,13792,2,10246,5149,5085,12
JHANG,36,37175,18691,18481,3,26004,13048,12955,1,11171,5643,5526,2
JHANG,37,37414,18673,18740,1,26829,13332,13497,,10585,5341,5243,1
JHANG,38,36858,18955,17900,3,26472,13554,12918,,10386,5401,4982,3
JHANG,39,34728,17586,17140,2,24658,12417,12241,,10070,5169,4899,2
JHANG,40,31962,15967,15978,17,23000,11425,11564,11,8962,4542,4414,6
JHANG,41,33764,17026,16735,3,24692,12477,12213,2,9072,4549,4522,1
JHANG,42,34974,17686,17282,6,24947,12631,12315,1,10027,5055,4967,5
JHANG,43,34962,17588,17370,4,25661,12729,12931,1,9301,4859,4439,3
JHANG,44,30898,16116,14780,2,22049,11413,10635,1,8849,4703,4145,1
JHANG,45,27004,13817,13180,7,19552,9785,9763,4,7452,4032,3417,3
JHANG,46,25858,13493,12365,,18276,9507,8769,,7582,3986,3596,
JHANG,47,24064,12288,11775,1,17318,8722,8595,1,6746,3566,3180,
JHANG,48,24468,12007,12460,1,18059,8783,9276,,6409,3224,3184,1
JHANG,49,22540,11656,10884,,16079,8252,7827,,6461,3404,3057,
JHANG,50,21896,10967,10928,1,15801,7879,7921,1,6095,3088,3007,
JHANG,51,21306,11068,10238,,15555,8049,7506,,5751,3019,2732,
JHANG,52,23003,11818,11184,1,16676,8585,8090,1,6327,3233,3094,
JHANG,53,23422,11664,11757,1,17490,8599,8891,,5932,3065,2866,1
JHANG,54,21602,11536,10066,,15490,8360,7130,,6112,3176,2936,
JHANG,55,19880,10876,9001,3,14586,7969,6615,2,5294,2907,2386,1
JHANG,56,19352,10665,8686,1,13899,7723,6175,1,5453,2942,2511,
JHANG,57,18759,9962,8796,1,13749,7317,6431,1,5010,2645,2365,
JHANG,58,18041,9387,8652,2,13496,7011,6484,1,4545,2376,2168,1
JHANG,59,15996,8699,7296,1,11589,6355,5234,,4407,2344,2062,1
JHANG,60,16744,8723,8018,3,12363,6413,5949,1,4381,2310,2069,2
JHANG,61,15416,8514,6902,,11276,6228,5048,,4140,2286,1854,
JHANG,62,13526,7513,6008,5,9905,5452,4451,2,3621,2061,1557,3
JHANG,63,13690,7222,6467,1,10295,5326,4969,,3395,1896,1498,1
JHANG,64,11547,6048,5499,,8351,4401,3950,,3196,1647,1549,
JHANG,65,14222,6777,7444,1,10707,5090,5616,1,3515,1687,1828,
JHANG,66,10862,5854,5008,,7824,4233,3591,,3038,1621,1417,
JHANG,67,10201,5615,4585,1,7589,4170,3418,1,2612,1445,1167,
JHANG,68,8850,4993,3857,,6660,3743,2917,,2190,1250,940,
JHANG,69,8672,4465,4207,,6546,3405,3141,,2126,1060,1066,
JHANG,70,10628,5470,5155,3,8091,4143,3947,1,2537,1327,1208,2
JHANG,71,6288,4436,1852,,4820,3383,1437,,1468,1053,415,
JHANG,72,7775,4300,3473,2,6149,3432,2716,1,1626,868,757,1
JHANG,73,7011,4002,3009,,5621,3210,2411,,1390,792,598,
JHANG,74,6176,3270,2906,,4717,2530,2187,,1459,740,719,
JHANG,75 & ABOVE,40157,22666,17489,2,32019,18243,13775,1,8138,4423,3714,1
JHELUM,ALL AGES,1366297,695983,670216,98,837927,425051,412859,17,528370,270932,257357,81
JHELUM,BELOW 1,22792,11703,11089,,14355,7363,6992,,8437,4340,4097,
JHELUM,01,29054,15031,14023,,18341,9516,8825,,10713,5515,5198,
JHELUM,02,31200,16014,15186,,19519,10052,9467,,11681,5962,5719,
JHELUM,03,32398,16507,15891,,20087,10251,9836,,12311,6256,6055,
JHELUM,04,31830,16223,15607,,19478,9897,9581,,12352,6326,6026,
JHELUM,05,28760,14556,14204,,17829,9040,8789,,10931,5516,5415,
JHELUM,06,28548,14451,14097,,17597,8954,8643,,10951,5497,5454,
JHELUM,07,28165,14180,13985,,17068,8657,8411,,11097,5523,5574,
JHELUM,08,26083,13173,12910,,16074,8071,8003,,10009,5102,4907,
JHELUM,09,26097,13193,12904,,15965,8090,7875,,10132,5103,5029,
JHELUM,10,25822,13458,12364,,15770,8188,7582,,10052,5270,4782,
JHELUM,11,29038,15149,13889,,17812,9280,8532,,11226,5869,5357,
JHELUM,12,28462,14969,13493,,16948,8840,8108,,11514,6129,5385,
JHELUM,13,28713,15244,13469,,17233,9111,8122,,11480,6133,5347,
JHELUM,14,28791,15298,13492,1,17183,9046,8136,1,11608,6252,5356,
JHELUM,15,25644,13357,12287,,15483,8066,7417,,10161,5291,4870,
JHELUM,16,25779,13683,12095,1,15563,8228,7334,1,10216,5455,4761,
JHELUM,17,26154,13787,12366,1,15876,8304,7572,,10278,5483,4794,1
JHELUM,18,23296,12233,11060,3,13926,7251,6673,2,9370,4982,4387,1
JHELUM,19,25369,13170,12198,1,15525,8053,7471,1,9844,5117,4727,
JHELUM,20,22109,11470,10639,,13473,6946,6527,,8636,4524,4112,
JHELUM,21,24870,12548,12319,3,15049,7493,7556,,9821,5055,4763,3
JHELUM,22,23803,12045,11755,3,14451,7260,7191,,9352,4785,4564,3
JHELUM,23,22384,11258,11125,1,13465,6743,6721,1,8919,4515,4404,
JHELUM,24,23324,11527,11796,1,14206,7000,7206,,9118,4527,4590,1
JHELUM,25,20735,11152,9577,6,12691,6801,5890,,8044,4351,3687,6
JHELUM,26,24210,11633,12574,3,14842,7061,7779,2,9368,4572,4795,1
JHELUM,27,22523,11014,11505,4,13926,6772,7154,,8597,4242,4351,4
JHELUM,28,21582,10752,10824,6,13142,6524,6618,,8440,4228,4206,6
JHELUM,29,21596,9937,11658,1,13308,6036,7272,,8288,3901,4386,1
JHELUM,30,19656,10094,9552,10,11815,6139,5676,,7841,3955,3876,10
JHELUM,31,22354,10816,11536,2,13794,6623,7171,,8560,4193,4365,2
JHELUM,32,22347,10882,11459,6,13472,6605,6866,1,8875,4277,4593,5
JHELUM,33,20524,9869,10652,3,12710,6046,6664,,7814,3823,3988,3
JHELUM,34,21069,10111,10958,,12881,6138,6743,,8188,3973,4215,
JHELUM,35,17612,8915,8691,6,10503,5325,5176,2,7109,3590,3515,4
JHELUM,36,21532,10480,11050,2,12891,6271,6620,,8641,4209,4430,2
JHELUM,37,19731,9858,9871,2,11819,5836,5983,,7912,4022,3888,2
JHELUM,38,19622,9976,9645,1,11547,5831,5715,1,8075,4145,3930,
JHELUM,39,19435,9613,9822,,11815,5791,6024,,7620,3822,3798,
JHELUM,40,16331,8280,8045,6,9558,4886,4670,2,6773,3394,3375,4
JHELUM,41,16883,8271,8612,,10570,5183,5387,,6313,3088,3225,
JHELUM,42,18500,9299,9200,1,11173,5604,5569,,7327,3695,3631,1
JHELUM,43,16189,8318,7869,2,9912,5009,4903,,6277,3309,2966,2
JHELUM,44,16961,8595,8366,,10380,5274,5106,,6581,3321,3260,
JHELUM,45,13450,7072,6374,4,7774,4131,3643,,5676,2941,2731,4
JHELUM,46,15380,7751,7628,1,9341,4671,4669,1,6039,3080,2959,
JHELUM,47,12849,6606,6243,,7586,3816,3770,,5263,2790,2473,
JHELUM,48,12746,6564,6181,1,7786,3941,3845,,4960,2623,2336,1
JHELUM,49,12635,6211,6423,1,7583,3722,3861,,5052,2489,2562,1
JHELUM,50,11365,5663,5698,4,6640,3319,3320,1,4725,2344,2378,3
JHELUM,51,11469,5712,5757,,6967,3454,3513,,4502,2258,2244,
JHELUM,52,12253,6300,5952,1,7457,3731,3726,,4796,2569,2226,1
JHELUM,53,10723,5549,5174,,6699,3357,3342,,4024,2192,1832,
JHELUM,54,12125,6057,6067,1,7467,3676,3791,,4658,2381,2276,1
JHELUM,55,10124,5396,4728,,6119,3320,2799,,4005,2076,1929,
JHELUM,56,10971,5415,5556,,6748,3284,3464,,4223,2131,2092,
JHELUM,57,9794,4911,4883,,6229,3104,3125,,3565,1807,1758,
JHELUM,58,9808,4998,4809,1,6409,3234,3175,,3399,1764,1634,1
JHELUM,59,9316,4731,4583,2,5884,2952,2931,1,3432,1779,1652,1
JHELUM,60,9146,4713,4433,,5597,2873,2724,,3549,1840,1709,
JHELUM,61,8724,4549,4175,,5546,2924,2622,,3178,1625,1553,
JHELUM,62,8589,4540,4048,1,5280,2757,2523,,3309,1783,1525,1
JHELUM,63,8282,4410,3871,1,5326,2805,2521,,2956,1605,1350,1
JHELUM,64,7973,4022,3950,1,5109,2542,2567,,2864,1480,1383,1
JHELUM,65,8029,3789,4238,2,4956,2342,2614,,3073,1447,1624,2
JHELUM,66,7115,3694,3421,,4552,2297,2255,,2563,1397,1166,
JHELUM,67,6312,3368,2944,,4059,2130,1929,,2253,1238,1015,
JHELUM,68,5574,3151,2423,,3627,2003,1624,,1947,1148,799,
JHELUM,69,5363,2810,2553,,3437,1789,1648,,1926,1021,905,
JHELUM,70,5695,2908,2786,1,3686,1878,1808,,2009,1030,978,1
JHELUM,71,3852,2600,1252,,2590,1710,880,,1262,890,372,
JHELUM,72,4561,2472,2089,,2957,1593,1364,,1604,879,725,
JHELUM,73,3945,2259,1686,,2625,1487,1138,,1320,772,548,
JHELUM,74,4167,2122,2045,,2777,1388,1389,,1390,734,656,
JHELUM,75 & ABOVE,26085,13548,12537,,18089,9366,8723,,7996,4182,3814,
KASUR,ALL AGES,4081568,2085912,1995257,399,2840199,1454358,1385702,139,1241369,631554,609555,260
KASUR,BELOW 1,108758,55399,53359,,75427,38332,37095,,33331,17067,16264,
KASUR,01,118533,59720,58813,,83803,42217,41586,,34730,17503,17227,
KASUR,02,131324,66281,65043,,92888,46775,46113,,38436,19506,18930,
KASUR,03,135352,67942,67410,,95620,47992,47628,,39732,19950,19782,
KASUR,04,139801,70267,69534,,99189,50019,49170,,40612,20248,20364,
KASUR,05,109187,55335,53852,,77831,39326,38505,,31356,16009,15347,
KASUR,06,108767,55054,53713,,77842,39535,38307,,30925,15519,15406,
KASUR,07,103762,51835,51927,,73752,36820,36932,,30010,15015,14995,
KASUR,08,102090,51046,51044,,73473,36837,36636,,28617,14209,14408,
KASUR,09,89414,44660,44754,,63291,31552,31739,,26123,13108,13015,
