name_admin_unit,admin_unit,part_of_district,region,area_sqkm,all_sexes,male,female,tgend,sex_ratio,pop_den_sqkm,urban_prop,avg_hh_size,pop_2017,avg_annual_gr_rate_17_23
CENTRAL,TEHSIL,ORAKZAI,RURAL,,92819,48953,43864,2,111.6,,,7.8,59132,7.83
CENTRAL,TEHSIL,ORAKZAI,URBAN,,,,,,,,,,,
ISMAIL ZAI,TEHSIL,ORAKZAI,OVERALL,275,39328,20403,18925,,107.81,143.01,,7,23963,8.630000000000001
ISMAIL ZAI,TEHSIL,ORAKZAI,RURAL,,39328,20403,18925,,107.81,,,7,23963,8.630000000000001
ISMAIL ZAI,TEHSIL,ORAKZAI,URBAN,,,,,,,,,,,
LOWER,TEHSIL,ORAKZAI,OVERALL,565,125944,65308,60635,1,107.71,222.91,,7.4,107323,2.71
LOWER,TEHSIL,ORAKZAI,RURAL,,125944,65308,60635,1,107.71,,,7.4,107323,2.71
LOWER,TEHSIL,ORAKZAI,URBAN,,,,,,,,,,,
UPPER,TEHSIL,ORAKZAI,OVERALL,299,129470,70206,59260,4,118.47,433.01,,7.2,63885,12.53
UPPER,TEHSIL,ORAKZAI,RURAL,,129470,70206,59260,4,118.47,,,7.2,63885,12.53
UPPER,TEHSIL,ORAKZAI,URBAN,,,,,,,,,,,
PESHAWAR,DISTRICT,PESHAWAR,OVERALL,1518,4758762,2425808,2332767,187,103.99,3134.89,40.05,6.8,4331959,1.58
PESHAWAR,DISTRICT,PESHAWAR,RURAL,,2852787,1445832,1406925,30,102.77,,,6.8,2362136,3.2
PESHAWAR,DISTRICT,PESHAWAR,URBAN,,1905975,979976,925842,157,105.85,,,6.9,1969823,-.55
BADHBER,TEHSIL,PESHAWAR,OVERALL,357,439912,223006,216904,2,102.81,1232.25,,7.2,384916,2.26
BADHBER,TEHSIL,PESHAWAR,RURAL,,439912,223006,216904,2,102.81,,,7.2,384916,2.26
BADHBER,TEHSIL,PESHAWAR,URBAN,,,,,,,,,,,
CHAM KANI,TEHSIL,PESHAWAR,OVERALL,226,624354,315688,308654,12,102.28,2762.63,,6.3,461177,5.19
CHAM KANI,TEHSIL,PESHAWAR,RURAL,,624354,315688,308654,12,102.28,,,6.3,461177,5.19
CHAM KANI,TEHSIL,PESHAWAR,URBAN,,,,,,,,,,,
HASSAN KHEL,SUB-DIVISION,PESHAWAR,OVERALL,261,72557,35697,36860,,96.84,278,,7.4,64761,1.92
HASSAN KHEL,SUB-DIVISION,PESHAWAR,RURAL,,72557,35697,36860,,96.84,,,7.4,64761,1.92
HASSAN KHEL,SUB-DIVISION,PESHAWAR,URBAN,,,,,,,,,,,
MATHRA,TEHSIL,PESHAWAR,OVERALL,218,495059,249829,245223,7,101.88,2270.91,,7.2,408190,3.28
MATHRA,TEHSIL,PESHAWAR,RURAL,,495059,249829,245223,7,101.88,,,7.2,408190,3.28
MATHRA,TEHSIL,PESHAWAR,URBAN,,,,,,,,,,,
PESHAWAR,TEHSIL,PESHAWAR,OVERALL,176,2113596,1086408,1027029,159,105.78,12009.07,90.18000000000001,6.9,2183787,-.54
PESHAWAR,TEHSIL,PESHAWAR,RURAL,,207621,106432,101187,2,105.18,,,7,213964,-.5
PESHAWAR,TEHSIL,PESHAWAR,URBAN,,1905975,979976,925842,157,105.85,,,6.9,1969823,-.55
PISHTA KHARA,TEHSIL,PESHAWAR,OVERALL,135,480436,243992,236438,6,103.19,3558.79,,6.7,406984,2.81
PISHTA KHARA,TEHSIL,PESHAWAR,RURAL,,480436,243992,236438,6,103.19,,,6.7,406984,2.81
PISHTA KHARA,TEHSIL,PESHAWAR,URBAN,,,,,,,,,,,
SHAH ALAM,TEHSIL,PESHAWAR,OVERALL,145,532848,271188,261659,1,103.64,3674.81,,6.8,422144,3.97
SHAH ALAM,TEHSIL,PESHAWAR,RURAL,,532848,271188,261659,1,103.64,,,6.8,422144,3.97
SHAH ALAM,TEHSIL,PESHAWAR,URBAN,,,,,,,,,,,
SHANGLA,DISTRICT,SHANGLA,OVERALL,1586,891252,459965,431281,6,106.65,561.95,0,7,759609,2.71
SHANGLA,DISTRICT,SHANGLA,RURAL,,891252,459965,431281,6,106.65,,,7,759609,2.71
SHANGLA,DISTRICT,SHANGLA,URBAN,,,,,,0,,,,,0
ALPURI,TEHSIL,SHANGLA,OVERALL,582,366772,189265,177504,3,106.63,630.1900000000001,,7,307333,3
ALPURI,TEHSIL,SHANGLA,RURAL,,366772,189265,177504,3,106.63,,,7,307333,3
ALPURI,TEHSIL,SHANGLA,URBAN,,,,,,,,,,,
BISHAM,TEHSIL,SHANGLA,OVERALL,184,121279,62067,59211,1,104.82,659.13,,6.6,105950,2.28
BISHAM,TEHSIL,SHANGLA,RURAL,,121279,62067,59211,1,104.82,,,6.6,105950,2.28
BISHAM,TEHSIL,SHANGLA,URBAN,,,,,,,,,,,
CHAKISAR,TEHSIL,SHANGLA,OVERALL,335,128238,65314,62923,1,103.8,382.8,,7.3,110785,2.48
CHAKISAR,TEHSIL,SHANGLA,RURAL,,128238,65314,62923,1,103.8,,,7.3,110785,2.48
CHAKISAR,TEHSIL,SHANGLA,URBAN,,,,,,,,,,,
MARTUNG,TEHSIL,SHANGLA,OVERALL,188,103205,53427,49777,1,107.33,548.96,,8.5,90243,2.27
MARTUNG,TEHSIL,SHANGLA,RURAL,,103205,53427,49777,1,107.33,,,8.5,90243,2.27
MARTUNG,TEHSIL,SHANGLA,URBAN,,,,,,,,,,,
PURAN,TEHSIL,SHANGLA,OVERALL,297,171758,89892,81866,,109.8,578.3099999999999,,6.7,145298,2.84
PURAN,TEHSIL,SHANGLA,RURAL,,171758,89892,81866,,109.8,,,6.7,145298,2.84
PURAN,TEHSIL,SHANGLA,URBAN,,,,,,,,,,,
SOUTH WAZIRISTAN,DISTRICT,SOUTH WAZIRISTAN,OVERALL,6620,888675,459531,429130,14,107.08,134.24,0,4.9,675215,4.7
SOUTH WAZIRISTAN,DISTRICT,SOUTH WAZIRISTAN,RURAL,,888675,459531,429130,14,107.08,,,4.9,675215,4.7
SOUTH WAZIRISTAN,DISTRICT,SOUTH WAZIRISTAN,URBAN,,,,,,0,,,,,0
BIRMIL,TEHSIL,SOUTH WAZIRISTAN,OVERALL,923,112757,56388,56368,1,100.04,122.16,,5.7,104282,1.31
BIRMIL,TEHSIL,SOUTH WAZIRISTAN,RURAL,,112757,56388,56368,1,100.04,,,5.7,104282,1.31
BIRMIL,TEHSIL,SOUTH WAZIRISTAN,URBAN,,,,,,,,,,,
LADHA,TEHSIL,SOUTH WAZIRISTAN,OVERALL,289,108344,56820,51521,3,110.29,374.89,,4.5,77883,5.67
LADHA,TEHSIL,SOUTH WAZIRISTAN,RURAL,,108344,56820,51521,3,110.29,,,4.5,77883,5.67
LADHA,TEHSIL,SOUTH WAZIRISTAN,URBAN,,,,,,,,,,,
MAKIN,TEHSIL,SOUTH WAZIRISTAN,OVERALL,404,66042,35905,30135,2,119.15,163.47,,4.9,58646,2
MAKIN,TEHSIL,SOUTH WAZIRISTAN,RURAL,,66042,35905,30135,2,119.15,,,4.9,58646,2
MAKIN,TEHSIL,SOUTH WAZIRISTAN,URBAN,,,,,,,,,,,
SARAROGHA,TEHSIL,SOUTH WAZIRISTAN,OVERALL,813,145118,75860,69256,2,109.54,178.5,,4.5,98180,6.75
SARAROGHA,TEHSIL,SOUTH WAZIRISTAN,RURAL,,145118,75860,69256,2,109.54,,,4.5,98180,6.75
SARAROGHA,TEHSIL,SOUTH WAZIRISTAN,URBAN,,,,,,,,,,,
SERWEKAI,TEHSIL,SOUTH WAZIRISTAN,OVERALL,398,58804,30136,28667,1,105.12,147.75,,4.7,54540,1.27
SERWEKAI,TEHSIL,SOUTH WAZIRISTAN,RURAL,,58804,30136,28667,1,105.12,,,4.7,54540,1.27
SERWEKAI,TEHSIL,SOUTH WAZIRISTAN,URBAN,,,,,,,,,,,
SHAKTOI,TEHSIL,SOUTH WAZIRISTAN,OVERALL,177,44332,23152,21180,,109.31,250.46,,5,32959,5.08
