name_admin_unit,part_of_district,admin_unit,region,all_structures,high_rise_res,high_rise_econ,high_rise_res_econ,normal_res,normal_econ,normal_res_econ,other_jughi,other_under_constr
MODEL TOWN,LAHORE,TEHSIL,URBAN,429421,1668,172,493,349444,38138,22935,1155,15416
RAIWIND,LAHORE,TEHSIL,OVERALL,197074,499,124,241,152763,20325,6224,633,16265
RAIWIND,LAHORE,TEHSIL,RURAL,,,,,,,,,
RAIWIND,LAHORE,TEHSIL,URBAN,197074,499,124,241,152763,20325,6224,633,16265
SHALIMAR,LAHORE,TEHSIL,OVERALL,389715,906,98,149,313829,40846,22447,698,10742
SHALIMAR,LAHORE,TEHSIL,RURAL,,,,,,,,,
SHALIMAR,LAHORE,TEHSIL,URBAN,389715,906,98,149,313829,40846,22447,698,10742
LAYYAH,LAYYAH,DISTRICT,OVERALL,383273,16,8,15,291080,77270,5341,1922,7621
LAYYAH,LAYYAH,DISTRICT,RURAL,290795,7,5,13,228100,52836,3817,1357,4660
LAYYAH,LAYYAH,DISTRICT,URBAN,92478,9,3,2,62980,24434,1524,565,2961
CHOUBARA,LAYYAH,TEHSIL,OVERALL,49673,4,,1,39515,8746,767,297,343
CHOUBARA,LAYYAH,TEHSIL,RURAL,39444,3,,1,31512,6839,601,221,267
CHOUBARA,LAYYAH,TEHSIL,URBAN,10229,1,,,8003,1907,166,76,76
KAROR LAL ESAN,LAYYAH,TEHSIL,OVERALL,123235,1,1,2,92783,24932,2108,856,2552
KAROR LAL ESAN,LAYYAH,TEHSIL,RURAL,98723,,1,2,77824,16946,1733,633,1584
KAROR LAL ESAN,LAYYAH,TEHSIL,URBAN,24512,1,,,14959,7986,375,223,968
LAYYAH,LAYYAH,TEHSIL,OVERALL,210365,11,7,12,158782,43592,2466,769,4726
LAYYAH,LAYYAH,TEHSIL,RURAL,152628,4,4,10,118764,29051,1483,503,2809
LAYYAH,LAYYAH,TEHSIL,URBAN,57737,7,3,2,40018,14541,983,266,1917
LODHRAN,LODHRAN,DISTRICT,OVERALL,348734,4,2,2,260778,69124,12834,1021,4969
LODHRAN,LODHRAN,DISTRICT,RURAL,282688,2,1,,213608,54796,9807,826,3648
LODHRAN,LODHRAN,DISTRICT,URBAN,66046,2,1,2,47170,14328,3027,195,1321
DUNYAPUR,LODHRAN,TEHSIL,OVERALL,107253,,,,79184,21164,4918,501,1486
DUNYAPUR,LODHRAN,TEHSIL,RURAL,94746,,,,70733,17852,4494,443,1224
DUNYAPUR,LODHRAN,TEHSIL,URBAN,12507,,,,8451,3312,424,58,262
KAHROR PACCA,LODHRAN,TEHSIL,OVERALL,100168,1,,,75366,19828,3662,64,1247
KAHROR PACCA,LODHRAN,TEHSIL,RURAL,74585,1,,,56706,14706,2327,45,800
KAHROR PACCA,LODHRAN,TEHSIL,URBAN,25583,,,,18660,5122,1335,19,447
LODHRAN,LODHRAN,TEHSIL,OVERALL,141313,3,2,2,106228,28132,4254,456,2236
LODHRAN,LODHRAN,TEHSIL,RURAL,113357,1,1,,86169,22238,2986,338,1624
LODHRAN,LODHRAN,TEHSIL,URBAN,27956,2,1,2,20059,5894,1268,118,612
MANDI BAHAUDDIN,MANDI BAHAUDDIN,DISTRICT,OVERALL,369618,151,34,126,281452,61382,14569,2165,9739
MANDI BAHAUDDIN,MANDI BAHAUDDIN,DISTRICT,RURAL,302179,103,12,18,229683,52465,11006,1691,7201
MANDI BAHAUDDIN,MANDI BAHAUDDIN,DISTRICT,URBAN,67439,48,22,108,51769,8917,3563,474,2538
MALAKWAL,MANDI BAHAUDDIN,TEHSIL,OVERALL,88327,15,3,11,67488,14844,3547,516,1903
MALAKWAL,MANDI BAHAUDDIN,TEHSIL,RURAL,77375,14,2,6,59444,12879,2959,414,1657
MALAKWAL,MANDI BAHAUDDIN,TEHSIL,URBAN,10952,1,1,5,8044,1965,588,102,246
MANDI BAHAUDDIN,MANDI BAHAUDDIN,TEHSIL,OVERALL,148447,79,21,102,119199,18901,4978,964,4203
MANDI BAHAUDDIN,MANDI BAHAUDDIN,TEHSIL,RURAL,105313,36,3,9,85164,14039,2764,650,2648
MANDI BAHAUDDIN,MANDI BAHAUDDIN,TEHSIL,URBAN,43134,43,18,93,34035,4862,2214,314,1555
PHALIA,MANDI BAHAUDDIN,TEHSIL,OVERALL,132844,57,10,13,94765,27637,6044,685,3633
PHALIA,MANDI BAHAUDDIN,TEHSIL,RURAL,119491,53,7,3,85075,25547,5283,627,2896
PHALIA,MANDI BAHAUDDIN,TEHSIL,URBAN,13353,4,3,10,9690,2090,761,58,737
MIANWALI,MIANWALI,DISTRICT,OVERALL,300477,140,3,23,248363,39020,4902,2487,5539
MIANWALI,MIANWALI,DISTRICT,RURAL,230542,51,2,3,195252,25130,3596,2126,4382
MIANWALI,MIANWALI,DISTRICT,URBAN,69935,89,1,20,53111,13890,1306,361,1157
ISAKHEL,MIANWALI,TEHSIL,OVERALL,68270,3,,1,58256,7773,934,264,1039
ISAKHEL,MIANWALI,TEHSIL,RURAL,49790,,,1,43590,4716,546,236,701
ISAKHEL,MIANWALI,TEHSIL,URBAN,18480,3,,,14666,3057,388,28,338
MIANWALI,MIANWALI,TEHSIL,OVERALL,154250,133,2,20,127501,19602,2916,1065,3011
MIANWALI,MIANWALI,TEHSIL,RURAL,123761,48,1,1,104032,14040,2271,905,2463
MIANWALI,MIANWALI,TEHSIL,URBAN,30489,85,1,19,23469,5562,645,160,548
PIPLAN,MIANWALI,TEHSIL,OVERALL,77957,4,1,2,62606,11645,1052,1158,1489
PIPLAN,MIANWALI,TEHSIL,RURAL,56991,3,1,1,47630,6374,779,985,1218
PIPLAN,MIANWALI,TEHSIL,URBAN,20966,1,,1,14976,5271,273,173,271
MULTAN,MULTAN,DISTRICT,OVERALL,972232,222,109,132,746948,158785,36757,3625,25654
MULTAN,MULTAN,DISTRICT,RURAL,507736,26,12,37,392630,84867,15943,1826,12395
MULTAN,MULTAN,DISTRICT,URBAN,464496,196,97,95,354318,73918,20814,1799,13259
JALALPUR PIRWALA,MULTAN,TEHSIL,OVERALL,106567,,1,3,80981,21323,2802,85,1372
JALALPUR PIRWALA,MULTAN,TEHSIL,RURAL,87681,,,3,67199,17548,1901,64,966
JALALPUR PIRWALA,MULTAN,TEHSIL,URBAN,18886,,1,,13782,3775,901,21,406
MULTAN CITY,MULTAN,TEHSIL,OVERALL,478174,198,93,100,366729,71762,20782,1993,16517
MULTAN CITY,MULTAN,TEHSIL,RURAL,78258,11,5,13,59947,11107,2241,385,4549
MULTAN CITY,MULTAN,TEHSIL,URBAN,399916,187,88,87,306782,60655,18541,1608,11968
MULTAN SADDAR,MULTAN,TEHSIL,OVERALL,275367,15,14,15,211515,45977,10471,1259,6101
MULTAN SADDAR,MULTAN,TEHSIL,RURAL,258553,11,6,13,199088,42485,9849,1223,5878
MULTAN SADDAR,MULTAN,TEHSIL,URBAN,16814,4,8,2,12427,3492,622,36,223
SHUJABAD,MULTAN,TEHSIL,OVERALL,112124,9,1,14,87723,19723,2702,288,1664
SHUJABAD,MULTAN,TEHSIL,RURAL,83244,4,1,8,66396,13727,1952,154,1002
SHUJABAD,MULTAN,TEHSIL,URBAN,28880,5,,6,21327,5996,750,134,662
MUZAFFARGARH,MUZAFFARGARH,DISTRICT,OVERALL,805147,111,10,52,626411,150742,10963,3081,13777
MUZAFFARGARH,MUZAFFARGARH,DISTRICT,RURAL,621706,49,4,35,493307,108800,7397,2589,9525
MUZAFFARGARH,MUZAFFARGARH,DISTRICT,URBAN,183441,62,6,17,133104,41942,3566,492,4252
ALIPUR,MUZAFFARGARH,TEHSIL,OVERALL,106759,2,3,5,84421,19333,1702,152,1141
ALIPUR,MUZAFFARGARH,TEHSIL,RURAL,74832,1,,1,61357,11896,928,91,558
ALIPUR,MUZAFFARGARH,TEHSIL,URBAN,31927,1,3,4,23064,7437,774,61,583
CHOWK SARWAR SHAHEED,MUZAFFARGARH,TEHSIL,OVERALL,75609,2,,,58910,14714,855,312,816
CHOWK SARWAR SHAHEED,MUZAFFARGARH,TEHSIL,RURAL,60992,2,,,48102,11529,567,247,545
CHOWK SARWAR SHAHEED,MUZAFFARGARH,TEHSIL,URBAN,14617,,,,10808,3185,288,65,271
JATOI,MUZAFFARGARH,TEHSIL,OVERALL,126419,22,,5,100302,22825,1686,202,1377
JATOI,MUZAFFARGARH,TEHSIL,RURAL,91394,4,,2,73932,15347,1014,166,929
JATOI,MUZAFFARGARH,TEHSIL,URBAN,35025,18,,3,26370,7478,672,36,448
KOT ADDU,MUZAFFARGARH,TEHSIL,OVERALL,194714,28,3,,146482,42135,2188,422,3456
KOT ADDU,MUZAFFARGARH,TEHSIL,RURAL,144363,28,2,,112509,27916,1379,288,2241
KOT ADDU,MUZAFFARGARH,TEHSIL,URBAN,50351,,1,,33973,14219,809,134,1215
MUZAFFARGARH,MUZAFFARGARH,TEHSIL,OVERALL,301646,57,4,42,236296,51735,4532,1993,6987
MUZAFFARGARH,MUZAFFARGARH,TEHSIL,RURAL,250125,14,2,32,197407,42112,3509,1797,5252
MUZAFFARGARH,MUZAFFARGARH,TEHSIL,URBAN,51521,43,2,10,38889,9623,1023,196,1735
NANKANA SAHIB,NANKANA SAHIB,DISTRICT,OVERALL,285726,44,10,14,216411,46970,16349,1278,4650
NANKANA SAHIB,NANKANA SAHIB,DISTRICT,RURAL,227457,31,2,6,172768,38846,11556,876,3372
NANKANA SAHIB,NANKANA SAHIB,DISTRICT,URBAN,58269,13,8,8,43643,8124,4793,402,1278
NANKANA SAHIB,NANKANA SAHIB,TEHSIL,OVERALL,180607,30,4,11,134855,30994,11250,524,2939
NANKANA SAHIB,NANKANA SAHIB,TEHSIL,RURAL,159088,30,2,5,118691,28301,9093,474,2492
NANKANA SAHIB,NANKANA SAHIB,TEHSIL,URBAN,21519,,2,6,16164,2693,2157,50,447
SANGLA HILL,NANKANA SAHIB,TEHSIL,OVERALL,48549,13,4,2,36687,8091,2704,292,756
SANGLA HILL,NANKANA SAHIB,TEHSIL,RURAL,29859,,,,22778,5450,1220,95,316
SANGLA HILL,NANKANA SAHIB,TEHSIL,URBAN,18690,13,4,2,13909,2641,1484,197,440
SHAH KOT,NANKANA SAHIB,TEHSIL,OVERALL,56570,1,2,1,44869,7885,2395,462,955
SHAH KOT,NANKANA SAHIB,TEHSIL,RURAL,38510,1,,1,31299,5095,1243,307,564
SHAH KOT,NANKANA SAHIB,TEHSIL,URBAN,18060,,2,,13570,2790,1152,155,391
NAROWAL,NAROWAL,DISTRICT,OVERALL,374395,80,14,20,282559,70569,9128,426,11599
NAROWAL,NAROWAL,DISTRICT,RURAL,305430,43,8,15,229971,59196,6866,291,9040
NAROWAL,NAROWAL,DISTRICT,URBAN,68965,37,6,5,52588,11373,2262,135,2559
NAROWAL,NAROWAL,TEHSIL,OVERALL,132939,16,1,2,97614,27400,4199,84,3623
NAROWAL,NAROWAL,TEHSIL,RURAL,100251,2,,1,72657,21997,2986,55,2553
NAROWAL,NAROWAL,TEHSIL,URBAN,32688,14,1,1,24957,5403,1213,29,1070
SHAKARGARH,NAROWAL,TEHSIL,OVERALL,145270,39,5,11,114963,23085,2436,211,4520
SHAKARGARH,NAROWAL,TEHSIL,RURAL,119169,35,3,10,94632,18878,1957,132,3522
SHAKARGARH,NAROWAL,TEHSIL,URBAN,26101,4,2,1,20331,4207,479,79,998
ZAFARWAL,NAROWAL,TEHSIL,OVERALL,96186,25,8,7,69982,20084,2493,131,3456
ZAFARWAL,NAROWAL,TEHSIL,RURAL,86010,6,5,4,62682,18321,1923,104,2965
ZAFARWAL,NAROWAL,TEHSIL,URBAN,10176,19,3,3,7300,1763,570,27,491
OKARA,OKARA,DISTRICT,OVERALL,617701,96,32,24,481198,97216,27693,1373,10085
OKARA,OKARA,DISTRICT,RURAL,399511,4,,4,314599,63022,15441,973,5468
OKARA,OKARA,DISTRICT,URBAN,218190,92,32,20,166599,34194,12252,400,4617
DEPALPUR,OKARA,TEHSIL,OVERALL,287448,22,2,3,221967,48352,12344,516,4242
DEPALPUR,OKARA,TEHSIL,RURAL,196351,3,,2,154366,31351,7784,326,2519
DEPALPUR,OKARA,TEHSIL,URBAN,91097,19,2,1,67601,17001,4560,190,1723
OKARA,OKARA,TEHSIL,OVERALL,239572,73,29,21,186289,36299,11877,737,4263
OKARA,OKARA,TEHSIL,RURAL,130733,,,2,101595,21523,5180,553,1880
OKARA,OKARA,TEHSIL,URBAN,108839,73,29,19,84694,14776,6697,184,2383
RENALA KHURD,OKARA,TEHSIL,OVERALL,90681,1,1,,72942,12565,3472,120,1580
RENALA KHURD,OKARA,TEHSIL,RURAL,72427,1,,,58638,10148,2477,94,1069
RENALA KHURD,OKARA,TEHSIL,URBAN,18254,,1,,14304,2417,995,26,511
PAKPATTAN,PAKPATTAN,DISTRICT,OVERALL,384755,15,7,19,301604,60005,14968,1374,6763
PAKPATTAN,PAKPATTAN,DISTRICT,RURAL,293247,2,1,8,233579,44094,10214,908,4441
PAKPATTAN,PAKPATTAN,DISTRICT,URBAN,91508,13,6,11,68025,15911,4754,466,2322
ARIF WALA,PAKPATTAN,TEHSIL,OVERALL,179094,3,4,1,143894,24865,6403,745,3179
ARIF WALA,PAKPATTAN,TEHSIL,RURAL,140093,1,,,114631,18461,4394,521,2085
ARIF WALA,PAKPATTAN,TEHSIL,URBAN,39001,2,4,1,29263,6404,2009,224,1094
PAKPATTAN,PAKPATTAN,TEHSIL,OVERALL,205661,12,3,18,157710,35140,8565,629,3584
PAKPATTAN,PAKPATTAN,TEHSIL,RURAL,153154,1,1,8,118948,25633,5820,387,2356
PAKPATTAN,PAKPATTAN,TEHSIL,URBAN,52507,11,2,10,38762,9507,2745,242,1228
RAHIM YAR KHAN,RAHIM YAR KHAN,DISTRICT,OVERALL,881248,154,41,73,709588,131427,23885,4865,11219
RAHIM YAR KHAN,RAHIM YAR KHAN,DISTRICT,RURAL,638438,17,8,14,522889,94219,10871,4072,6352
RAHIM YAR KHAN,RAHIM YAR KHAN,DISTRICT,URBAN,242810,137,33,59,186699,37208,13014,793,4867
KHANPUR,RAHIM YAR KHAN,TEHSIL,OVERALL,188222,4,4,26,149497,29957,5119,732,2883
KHANPUR,RAHIM YAR KHAN,TEHSIL,RURAL,129843,1,1,1,105499,19995,2422,544,1380
KHANPUR,RAHIM YAR KHAN,TEHSIL,URBAN,58379,3,3,25,43998,9962,2697,188,1503
LIAQUAT PUR,RAHIM YAR KHAN,TEHSIL,OVERALL,195908,9,1,9,160446,29585,2686,1021,2151
LIAQUAT PUR,RAHIM YAR KHAN,TEHSIL,RURAL,176612,9,1,8,146485,25579,1812,955,1763
LIAQUAT PUR,RAHIM YAR KHAN,TEHSIL,URBAN,19296,,,1,13961,4006,874,66,388
RAHIM YAR KHAN,RAHIM YAR KHAN,TEHSIL,OVERALL,288640,140,32,35,232547,40573,10220,1117,3980
RAHIM YAR KHAN,RAHIM YAR KHAN,TEHSIL,RURAL,183140,7,3,5,149513,26969,3954,829,1864
RAHIM YAR KHAN,RAHIM YAR KHAN,TEHSIL,URBAN,105500,133,29,30,83034,13604,6266,288,2116
SADIQABAD,RAHIM YAR KHAN,TEHSIL,OVERALL,208478,1,4,3,167098,31312,5860,1995,2205
SADIQABAD,RAHIM YAR KHAN,TEHSIL,RURAL,148843,,3,,121392,21676,2683,1744,1345
SADIQABAD,RAHIM YAR KHAN,TEHSIL,URBAN,59635,1,1,3,45706,9636,3177,251,860
RAJANPUR,RAJANPUR,DISTRICT,OVERALL,313313,42,2,89,239790,55182,4633,9421,4154
RAJANPUR,RAJANPUR,DISTRICT,RURAL,205259,2,2,9,162891,30416,1568,8143,2228
RAJANPUR,RAJANPUR,DISTRICT,URBAN,108054,40,,80,76899,24766,3065,1278,1926
RAJANPUR,RAJANPUR,DE-EXCLUDED_AREA,OVERALL,5243,,,,2236,121,43,2767,76
RAJANPUR,RAJANPUR,DE-EXCLUDED_AREA,RURAL,5243,,,,2236,121,43,2767,76
RAJANPUR,RAJANPUR,DE-EXCLUDED_AREA,URBAN,,,,,,,,,
JAMPUR,RAJANPUR,TEHSIL,OVERALL,140323,19,,36,106568,27999,1798,2084,1819
JAMPUR,RAJANPUR,TEHSIL,RURAL,86449,2,,5,69791,13698,692,1415,846
JAMPUR,RAJANPUR,TEHSIL,URBAN,53874,17,,31,36777,14301,1106,669,973
RAJANPUR,RAJANPUR,TEHSIL,OVERALL,123384,23,1,52,94006,21309,2573,3835,1585
RAJANPUR,RAJANPUR,TEHSIL,RURAL,71849,,1,4,55699,11610,652,3226,657
RAJANPUR,RAJANPUR,TEHSIL,URBAN,51535,23,,48,38307,9699,1921,609,928
ROJHAN,RAJANPUR,TEHSIL,OVERALL,44363,,1,1,36980,5753,219,735,674
ROJHAN,RAJANPUR,TEHSIL,RURAL,41718,,1,,35165,4987,181,735,649
ROJHAN,RAJANPUR,TEHSIL,URBAN,2645,,,1,1815,766,38,,25
RAWALPINDI,RAWALPINDI,DISTRICT,OVERALL,1039907,4832,552,1121,852588,93836,31955,3133,51891
RAWALPINDI,RAWALPINDI,DISTRICT,RURAL,415330,393,43,140,351035,35575,5626,1616,20903
RAWALPINDI,RAWALPINDI,DISTRICT,URBAN,624577,4439,509,981,501553,58261,26329,1517,30988
GUJAR KHAN,RAWALPINDI,TEHSIL,OVERALL,155048,262,17,47,129499,14356,3066,761,7041
GUJAR KHAN,RAWALPINDI,TEHSIL,RURAL,132171,133,4,25,111617,11306,2314,698,6075
GUJAR KHAN,RAWALPINDI,TEHSIL,URBAN,22877,129,13,22,17882,3050,752,63,966
KAHUTA,RAWALPINDI,TEHSIL,OVERALL,55099,17,2,5,46390,5387,895,67,2336
KAHUTA,RAWALPINDI,TEHSIL,RURAL,39674,14,,3,33996,3829,285,40,1507
KAHUTA,RAWALPINDI,TEHSIL,URBAN,15425,3,2,2,12394,1558,610,27,829
KALLAR SAYADDAN,RAWALPINDI,TEHSIL,OVERALL,54326,24,1,62,44766,5593,857,190,2833
KALLAR SAYADDAN,RAWALPINDI,TEHSIL,RURAL,41499,8,,10,34912,3822,484,131,2132
KALLAR SAYADDAN,RAWALPINDI,TEHSIL,URBAN,12827,16,1,52,9854,1771,373,59,701
KOTLI SATTIAN,RAWALPINDI,TEHSIL,OVERALL,27279,4,1,13,24710,1909,111,14,517
KOTLI SATTIAN,RAWALPINDI,TEHSIL,RURAL,22043,2,,11,19930,1560,77,14,449
KOTLI SATTIAN,RAWALPINDI,TEHSIL,URBAN,5236,2,1,2,4780,349,34,,68
MURREE,RAWALPINDI,TEHSIL,OVERALL,59891,304,89,111,50973,4757,845,73,2739
MURREE,RAWALPINDI,TEHSIL,RURAL,54711,161,30,36,47774,3608,577,58,2467
MURREE,RAWALPINDI,TEHSIL,URBAN,5180,143,59,75,3199,1149,268,15,272
RAWALPINDI,RAWALPINDI,TEHSIL,OVERALL,550267,3627,427,819,442526,50102,22697,1562,28507
RAWALPINDI,RAWALPINDI,TEHSIL,RURAL,80895,66,2,16,67603,7333,1144,413,4318
RAWALPINDI,RAWALPINDI,TEHSIL,URBAN,469372,3561,425,803,374923,42769,21553,1149,24189
TAXILA,RAWALPINDI,TEHSIL,OVERALL,137997,594,15,64,113724,11732,3484,466,7918
TAXILA,RAWALPINDI,TEHSIL,RURAL,44337,9,7,39,35203,4117,745,262,3955
TAXILA,RAWALPINDI,TEHSIL,URBAN,93660,585,8,25,78521,7615,2739,204,3963
SAHIWAL,SAHIWAL,DISTRICT,OVERALL,516481,24,16,36,411696,71882,21444,1559,9824
SAHIWAL,SAHIWAL,DISTRICT,RURAL,381414,12,1,17,306532,53525,13611,990,6726
SAHIWAL,SAHIWAL,DISTRICT,URBAN,135067,12,15,19,105164,18357,7833,569,3098
CHICHAWATNI,SAHIWAL,TEHSIL,OVERALL,218673,11,2,17,171884,33686,7712,630,4731
CHICHAWATNI,SAHIWAL,TEHSIL,RURAL,195567,10,,13,155887,28276,6627,580,4174
CHICHAWATNI,SAHIWAL,TEHSIL,URBAN,23106,1,2,4,15997,5410,1085,50,557
SAHIWAL,SAHIWAL,TEHSIL,OVERALL,297808,13,14,19,239812,38196,13732,929,5093
SAHIWAL,SAHIWAL,TEHSIL,RURAL,185847,2,1,4,150645,25249,6984,410,2552
SAHIWAL,SAHIWAL,TEHSIL,URBAN,111961,11,13,15,89167,12947,6748,519,2541
SARGODHA,SARGODHA,DISTRICT,OVERALL,796374,393,33,61,630388,118594,23716,3172,20017
SARGODHA,SARGODHA,DISTRICT,RURAL,503248,53,3,23,398538,77719,13687,1957,11268
SARGODHA,SARGODHA,DISTRICT,URBAN,293126,340,30,38,231850,40875,10029,1215,8749
BHALWAL,SARGODHA,TEHSIL,OVERALL,79300,,1,,62710,11384,2780,258,2167
BHALWAL,SARGODHA,TEHSIL,RURAL,48517,,1,,39427,6318,1342,145,1284
BHALWAL,SARGODHA,TEHSIL,URBAN,30783,,,,23283,5066,1438,113,883
BHERA,SARGODHA,TEHSIL,OVERALL,74749,29,1,2,58606,11425,2036,589,2061
BHERA,SARGODHA,TEHSIL,RURAL,52452,17,,2,41284,8015,1290,424,1420
BHERA,SARGODHA,TEHSIL,URBAN,22297,12,1,,17322,3410,746,165,641
KOT MOMIN,SARGODHA,TEHSIL,OVERALL,98656,6,1,5,74985,18207,3186,252,2014
KOT MOMIN,SARGODHA,TEHSIL,RURAL,86106,3,,3,65722,15640,2876,189,1673
KOT MOMIN,SARGODHA,TEHSIL,URBAN,12550,3,1,2,9263,2567,310,63,341
SAHIWAL,SARGODHA,TEHSIL,OVERALL,77641,2,,3,59776,14097,1959,402,1402
SAHIWAL,SARGODHA,TEHSIL,RURAL,59477,1,,3,45484,11074,1480,366,1069
SAHIWAL,SARGODHA,TEHSIL,URBAN,18164,1,,,14292,3023,479,36,333
SARGODHA,SARGODHA,TEHSIL,OVERALL,309996,352,28,50,251757,38467,9263,1133,8946
SARGODHA,SARGODHA,TEHSIL,RURAL,128959,31,2,15,105881,16376,3004,417,3233
SARGODHA,SARGODHA,TEHSIL,URBAN,181037,321,26,35,145876,22091,6259,716,5713
SHAHPUR,SARGODHA,TEHSIL,OVERALL,80585,1,,1,63216,13376,1992,368,1631
SHAHPUR,SARGODHA,TEHSIL,RURAL,62506,1,,,49047,10582,1536,287,1053
SHAHPUR,SARGODHA,TEHSIL,URBAN,18079,,,1,14169,2794,456,81,578
SILLANWALI,SARGODHA,TEHSIL,OVERALL,75447,3,2,,59338,11638,2500,170,1796
SILLANWALI,SARGODHA,TEHSIL,RURAL,65231,,,,51693,9714,2159,129,1536
SILLANWALI,SARGODHA,TEHSIL,URBAN,10216,3,2,,7645,1924,341,41,260
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,OVERALL,690439,696,32,135,530773,104641,33873,1720,18569
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,RURAL,431409,200,8,58,327729,71782,19298,841,11493
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,URBAN,259030,496,24,77,203044,32859,14575,879,7076
FEROZEWALA,SHEIKHUPURA,TEHSIL,OVERALL,164714,482,15,90,133014,16044,8223,125,6721
FEROZEWALA,SHEIKHUPURA,TEHSIL,RURAL,109137,163,7,40,86947,11948,5366,80,4586
FEROZEWALA,SHEIKHUPURA,TEHSIL,URBAN,55577,319,8,50,46067,4096,2857,45,2135
MURIDKE,SHEIKHUPURA,TEHSIL,OVERALL,119187,104,9,10,89791,20080,6502,221,2470
MURIDKE,SHEIKHUPURA,TEHSIL,RURAL,66700,4,,,49644,12822,2884,83,1263
MURIDKE,SHEIKHUPURA,TEHSIL,URBAN,52487,100,9,10,40147,7258,3618,138,1207
SAFDARABAD,SHEIKHUPURA,TEHSIL,OVERALL,57221,3,,1,41167,11998,3025,147,880
SAFDARABAD,SHEIKHUPURA,TEHSIL,RURAL,40806,2,,1,29259,8926,2010,72,536
SAFDARABAD,SHEIKHUPURA,TEHSIL,URBAN,16415,1,,,11908,3072,1015,75,344
SHARAK PUR,SHEIKHUPURA,TEHSIL,OVERALL,40215,33,1,16,29851,6947,2251,84,1032
SHARAK PUR,SHEIKHUPURA,TEHSIL,RURAL,31954,16,,9,23560,5956,1599,53,761
SHARAK PUR,SHEIKHUPURA,TEHSIL,URBAN,8261,17,1,7,6291,991,652,31,271
SHEIKHUPURA,SHEIKHUPURA,TEHSIL,OVERALL,309102,74,7,18,236950,49572,13872,1143,7466
SHEIKHUPURA,SHEIKHUPURA,TEHSIL,RURAL,182812,15,1,8,138319,32130,7439,553,4347
SHEIKHUPURA,SHEIKHUPURA,TEHSIL,URBAN,126290,59,6,10,98631,17442,6433,590,3119
SIALKOT,SIALKOT,DISTRICT,OVERALL,839499,1117,73,202,653106,126666,23331,2473,32531
SIALKOT,SIALKOT,DISTRICT,RURAL,582753,408,30,71,455156,90488,13171,1467,21962
SIALKOT,SIALKOT,DISTRICT,URBAN,256746,709,43,131,197950,36178,10160,1006,10569
DASKA,SIALKOT,TEHSIL,OVERALL,185710,43,18,24,142520,30980,5796,282,6047
DASKA,SIALKOT,TEHSIL,RURAL,138587,17,15,11,107149,23549,3298,201,4347
DASKA,SIALKOT,TEHSIL,URBAN,47123,26,3,13,35371,7431,2498,81,1700
PASRUR,SIALKOT,TEHSIL,OVERALL,187606,41,,16,138668,36561,5538,838,5944
PASRUR,SIALKOT,TEHSIL,RURAL,163964,40,,13,120823,33040,4272,650,5126
PASRUR,SIALKOT,TEHSIL,URBAN,23642,1,,3,17845,3521,1266,188,818
SAMBRIAL,SIALKOT,TEHSIL,OVERALL,91410,149,3,29,72764,11412,2840,109,4104
SAMBRIAL,SIALKOT,TEHSIL,RURAL,65208,138,1,11,51911,8516,1782,50,2799
SAMBRIAL,SIALKOT,TEHSIL,URBAN,26202,11,2,18,20853,2896,1058,59,1305
SIALKOT,SIALKOT,TEHSIL,OVERALL,374773,884,52,133,299154,47713,9157,1244,16436
SIALKOT,SIALKOT,TEHSIL,RURAL,214994,213,14,36,175273,25383,3819,566,9690
SIALKOT,SIALKOT,TEHSIL,URBAN,159779,671,38,97,123881,22330,5338,678,6746
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,OVERALL,484187,245,7,47,387834,68724,16551,2756,8024
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,RURAL,372331,50,4,20,301710,51467,11522,2206,5353
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,URBAN,111856,195,3,27,86124,17257,5029,550,2671
GOJRA,TOBA TEK SINGH,TEHSIL,OVERALL,142883,98,5,30,113865,20606,5102,1008,2169
GOJRA,TOBA TEK SINGH,TEHSIL,RURAL,102735,18,2,9,81698,15442,3418,814,1334
GOJRA,TOBA TEK SINGH,TEHSIL,URBAN,40148,80,3,21,32167,5164,1684,194,835
KAMALIA,TOBA TEK SINGH,TEHSIL,OVERALL,81019,30,,3,61329,14125,3081,430,2021
KAMALIA,TOBA TEK SINGH,TEHSIL,RURAL,47367,16,,2,35552,8798,1544,314,1141
KAMALIA,TOBA TEK SINGH,TEHSIL,URBAN,33652,14,,1,25777,5327,1537,116,880
PIRMAHAL,TOBA TEK SINGH,TEHSIL,OVERALL,91247,57,,3,74604,11706,3250,462,1165
PIRMAHAL,TOBA TEK SINGH,TEHSIL,RURAL,78918,,,,65425,9705,2470,412,906
PIRMAHAL,TOBA TEK SINGH,TEHSIL,URBAN,12329,57,,3,9179,2001,780,50,259
TOBA TEK SINGH,TOBA TEK SINGH,TEHSIL,OVERALL,169038,60,2,11,138036,22287,5118,856,2669
TOBA TEK SINGH,TOBA TEK SINGH,TEHSIL,RURAL,143311,16,2,9,119035,17522,4090,666,1972
TOBA TEK SINGH,TOBA TEK SINGH,TEHSIL,URBAN,25727,44,,2,19001,4765,1028,190,697
