name_admin_unit,admin_units,part_of_district,region,all_sexes,male,female,tgend,population_2017,average_annual_growth_rate,household_size,note
ISLAMABAD,TEHSIL,ISLAMABAD,URBAN,1108872,591589,517063,220,1009003,1.59,5.99,Urban Localities
