name_admin_unit,part_of_district,admin_unit,region,households,res_st_owned,res_st_rented,res_st_rent_free,res_st_govt,res_st_non_govt,res_st_other,owner_gender_male,owner_gender_female,no_rooms_one,no_rooms_two,no_rooms_three,no_rooms_grtreq_four
GAMBAT,KHAIRPUR,TALUKA,OVERALL,47323,43788,2217,994,101,22,201,45832,1167,27992,13940,3614,1777
GAMBAT,KHAIRPUR,TALUKA,RURAL,30107,29068,267,640,8,15,109,29265,710,20967,7373,1324,443
GAMBAT,KHAIRPUR,TALUKA,URBAN,17216,14720,1950,354,93,7,92,16567,457,7025,6567,2290,1334
KHAIRPUR,KHAIRPUR,TALUKA,OVERALL,87201,77030,6151,2248,1263,36,473,82925,2504,50951,24005,7346,4899
KHAIRPUR,KHAIRPUR,TALUKA,RURAL,40498,37826,670,1163,495,17,327,38566,1093,29025,8990,1692,791
KHAIRPUR,KHAIRPUR,TALUKA,URBAN,46703,39204,5481,1085,768,19,146,44359,1411,21926,15015,5654,4108
KINGRI,KHAIRPUR,TALUKA,OVERALL,59508,56144,1660,1311,115,45,233,57575,1540,38343,15724,3712,1729
KINGRI,KHAIRPUR,TALUKA,RURAL,43524,41946,382,971,28,28,169,42182,1117,29969,10446,2152,957
KINGRI,KHAIRPUR,TALUKA,URBAN,15984,14198,1278,340,87,17,64,15393,423,8374,5278,1560,772
KOT DIJI,KHAIRPUR,TALUKA,OVERALL,62663,59924,753,1472,105,58,351,60164,1985,43698,14347,3205,1413
KOT DIJI,KHAIRPUR,TALUKA,RURAL,46815,45177,246,1091,31,18,252,45129,1385,34093,9598,2200,924
KOT DIJI,KHAIRPUR,TALUKA,URBAN,15848,14747,507,381,74,40,99,15035,600,9605,4749,1005,489
MIRWAH,KHAIRPUR,TALUKA,OVERALL,67276,63810,884,1533,51,34,964,64311,1916,46370,15691,3891,1324
MIRWAH,KHAIRPUR,TALUKA,RURAL,49908,47828,207,1116,30,27,700,47710,1441,35717,11008,2479,704
MIRWAH,KHAIRPUR,TALUKA,URBAN,17368,15982,677,417,21,7,264,16601,475,10653,4683,1412,620
NARA,KHAIRPUR,TALUKA,OVERALL,32911,31143,369,912,16,163,308,31601,823,21837,8591,1830,653
NARA,KHAIRPUR,TALUKA,RURAL,25084,23995,43,652,4,151,239,24075,615,16140,7143,1366,435
NARA,KHAIRPUR,TALUKA,URBAN,7827,7148,326,260,12,12,69,7526,208,5697,1448,464,218
SOBHO DERO,KHAIRPUR,TALUKA,OVERALL,48003,43305,1725,2289,83,38,563,46317,1002,29558,13075,3408,1962
SOBHO DERO,KHAIRPUR,TALUKA,RURAL,31904,29582,197,1667,18,29,411,30756,690,21509,7919,1643,833
SOBHO DERO,KHAIRPUR,TALUKA,URBAN,16099,13723,1528,622,65,9,152,15561,312,8049,5156,1765,1129
KORANGI,KORANGI,DISTRICT,OVERALL,493050,307258,166150,14943,2647,676,1376,451037,37314,109975,192012,113624,77439
KORANGI,KORANGI,DISTRICT,RURAL,,,,,,,,,,,,,
KORANGI,KORANGI,DISTRICT,URBAN,493050,307258,166150,14943,2647,676,1376,451037,37314,109975,192012,113624,77439
KORANGI,KORANGI,SUB-DIVISION,OVERALL,207086,124453,76771,4760,288,405,409,192483,13501,53361,85427,39651,28647
KORANGI,KORANGI,SUB-DIVISION,RURAL,,,,,,,,,,,,,
KORANGI,KORANGI,SUB-DIVISION,URBAN,207086,124453,76771,4760,288,405,409,192483,13501,53361,85427,39651,28647
LANDHI,KORANGI,SUB-DIVISION,OVERALL,115900,76477,34855,3902,317,67,282,106181,9053,29063,46014,22429,18394
LANDHI,KORANGI,SUB-DIVISION,RURAL,,,,,,,,,,,,,
LANDHI,KORANGI,SUB-DIVISION,URBAN,115900,76477,34855,3902,317,67,282,106181,9053,29063,46014,22429,18394
MODEL COLONY,KORANGI,SUB-DIVISION,OVERALL,76383,51816,21097,2905,163,119,283,68856,6962,13892,25865,22089,14537
MODEL COLONY,KORANGI,SUB-DIVISION,RURAL,,,,,,,,,,,,,
MODEL COLONY,KORANGI,SUB-DIVISION,URBAN,76383,51816,21097,2905,163,119,283,68856,6962,13892,25865,22089,14537
SHAH FAISAL,KORANGI,SUB-DIVISION,OVERALL,93681,54512,33427,3376,1879,85,402,83517,7798,13659,34706,29455,15861
SHAH FAISAL,KORANGI,SUB-DIVISION,RURAL,,,,,,,,,,,,,
SHAH FAISAL,KORANGI,SUB-DIVISION,URBAN,93681,54512,33427,3376,1879,85,402,83517,7798,13659,34706,29455,15861
LARKANA,LARKANA,DISTRICT,OVERALL,321528,280888,30482,5496,2826,181,1655,307508,9358,154561,109303,35742,21922
LARKANA,LARKANA,DISTRICT,RURAL,177901,168942,3570,3811,346,45,1187,170482,5841,105554,54272,12353,5722
LARKANA,LARKANA,DISTRICT,URBAN,143627,111946,26912,1685,2480,136,468,137026,3517,49007,55031,23389,16200
BAKRANI,LARKANA,TALUKA,OVERALL,48638,46606,646,712,64,5,605,46553,1411,26811,16619,3400,1808
BAKRANI,LARKANA,TALUKA,RURAL,41557,39866,520,590,44,3,534,39780,1196,23103,13968,2883,1603
BAKRANI,LARKANA,TALUKA,URBAN,7081,6740,126,122,20,2,71,6773,215,3708,2651,517,205
DOKRI,LARKANA,TALUKA,OVERALL,45083,42952,927,770,300,19,115,42768,1881,26206,14141,3332,1404
DOKRI,LARKANA,TALUKA,RURAL,32678,31509,224,718,107,18,102,30970,1481,20625,9523,1933,597
DOKRI,LARKANA,TALUKA,URBAN,12405,11443,703,52,193,1,13,11798,400,5581,4618,1399,807
LARKANA,LARKANA,TALUKA,OVERALL,157275,126548,25572,2114,2276,45,720,150782,3452,60503,57142,23982,15648
LARKANA,LARKANA,TALUKA,RURAL,58047,54180,2398,957,131,12,369,56191,1344,31857,17934,5435,2821
LARKANA,LARKANA,TALUKA,URBAN,99228,72368,23174,1157,2145,33,351,94591,2108,28646,39208,18547,12827
RATODERO,LARKANA,TALUKA,OVERALL,70532,64782,3337,1900,186,112,215,67405,2614,41041,21401,5028,3062
RATODERO,LARKANA,TALUKA,RURAL,45619,43387,428,1546,64,12,182,43541,1820,29969,12847,2102,701
RATODERO,LARKANA,TALUKA,URBAN,24913,21395,2909,354,122,100,33,23864,794,11072,8554,2926,2361
MALIR,MALIR,DISTRICT,OVERALL,421426,264495,133667,9077,10428,1454,2305,390324,16915,138193,150695,77909,54629
MALIR,MALIR,DISTRICT,RURAL,226404,155335,59711,5918,2611,968,1861,212377,8587,87012,76450,38987,23955
MALIR,MALIR,DISTRICT,URBAN,195022,109160,73956,3159,7817,486,444,177947,8328,51181,74245,38922,30674
AIRPORT,MALIR,SUB-DIVISION,OVERALL,42700,21164,16022,501,4775,42,196,35063,2624,6663,14173,9906,11958
AIRPORT,MALIR,SUB-DIVISION,RURAL,,,,,,,,,,,,,
AIRPORT,MALIR,SUB-DIVISION,URBAN,42700,21164,16022,501,4775,42,196,35063,2624,6663,14173,9906,11958
BIN QASIM,MALIR,SUB-DIVISION,OVERALL,58696,31868,20723,2555,2269,166,1115,53332,1814,17348,19920,11712,9716
BIN QASIM,MALIR,SUB-DIVISION,RURAL,58696,31868,20723,2555,2269,166,1115,53332,1814,17348,19920,11712,9716
BIN QASIM,MALIR,SUB-DIVISION,URBAN,,,,,,,,,,,,,
GADAP,MALIR,SUB-DIVISION,OVERALL,22131,17910,2969,610,8,403,231,20177,1312,14050,4133,3065,883
GADAP,MALIR,SUB-DIVISION,RURAL,22131,17910,2969,610,8,403,231,20177,1312,14050,4133,3065,883
GADAP,MALIR,SUB-DIVISION,URBAN,,,,,,,,,,,,,
IBRAHIM HYDRI,MALIR,SUB-DIVISION,OVERALL,214288,128926,80164,2197,1839,734,428,204341,6946,65232,85511,39981,23564
IBRAHIM HYDRI,MALIR,SUB-DIVISION,RURAL,106921,71750,33214,1165,158,342,292,102237,3892,34195,41347,20391,10988
IBRAHIM HYDRI,MALIR,SUB-DIVISION,URBAN,107367,57176,46950,1032,1681,392,136,102104,3054,31037,44164,19590,12576
MURAD MEMON,MALIR,SUB-DIVISION,OVERALL,75396,57042,13554,2948,1516,77,259,69761,3783,29324,25063,12746,8263
MURAD MEMON,MALIR,SUB-DIVISION,RURAL,30441,26222,2570,1322,155,25,147,28981,1133,15843,9155,3320,2123
MURAD MEMON,MALIR,SUB-DIVISION,URBAN,44955,30820,10984,1626,1361,52,112,40780,2650,13481,15908,9426,6140
SHAH MUREED,MALIR,SUB-DIVISION,OVERALL,8215,7585,235,266,21,32,76,7650,436,5576,1895,499,245
SHAH MUREED,MALIR,SUB-DIVISION,RURAL,8215,7585,235,266,21,32,76,7650,436,5576,1895,499,245
SHAH MUREED,MALIR,SUB-DIVISION,URBAN,,,,,,,,,,,,,
MATIARI,MATIARI,DISTRICT,OVERALL,158463,131312,3818,16994,1418,924,3997,147728,4396,119709,28889,6149,3716
MATIARI,MATIARI,DISTRICT,RURAL,122399,100464,759,15386,1041,871,3878,113112,3497,99393,18402,3047,1557
MATIARI,MATIARI,DISTRICT,URBAN,36064,30848,3059,1608,377,53,119,34616,899,20316,10487,3102,2159
HALA,MATIARI,TALUKA,OVERALL,52849,45577,2218,3990,367,25,672,50258,1527,36411,11760,2836,1842
HALA,MATIARI,TALUKA,RURAL,29725,25633,196,3248,22,23,603,28193,884,23946,4716,735,328
HALA,MATIARI,TALUKA,URBAN,23124,19944,2022,742,345,2,69,22065,643,12465,7044,2101,1514
MATIARI,MATIARI,TALUKA,OVERALL,70479,55076,900,10295,879,636,2693,64378,1893,55761,11345,2223,1150
MATIARI,MATIARI,TALUKA,RURAL,61730,47592,431,9587,867,586,2667,55895,1715,50227,9076,1612,815
MATIARI,MATIARI,TALUKA,URBAN,8749,7484,469,708,12,50,26,8483,178,5534,2269,611,335
SAEEDABAD,MATIARI,TALUKA,OVERALL,35135,30659,700,2709,172,263,632,33092,976,27537,5784,1090,724
SAEEDABAD,MATIARI,TALUKA,RURAL,30944,27239,132,2551,152,262,608,29024,898,25220,4610,700,414
SAEEDABAD,MATIARI,TALUKA,URBAN,4191,3420,568,158,20,1,24,4068,78,2317,1174,390,310
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,OVERALL,312986,206538,14555,70799,2946,2856,15292,282298,9594,217174,63139,19429,13244
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,RURAL,228271,143194,2575,64321,1084,2611,14486,203974,6116,182043,37314,6223,2691
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,URBAN,84715,63344,11980,6478,1862,245,806,78324,3478,35131,25825,13206,10553
DIGRI,MIRPUR KHAS,TALUKA,OVERALL,43507,30335,1337,9735,295,540,1265,40141,1266,30749,8569,2606,1583
DIGRI,MIRPUR KHAS,TALUKA,RURAL,30186,19848,138,8667,155,346,1032,27832,821,24534,4516,767,369
DIGRI,MIRPUR KHAS,TALUKA,URBAN,13321,10487,1199,1068,140,194,233,12309,445,6215,4053,1839,1214
HUSSAIN BUX MARI,MIRPUR KHAS,TALUKA,OVERALL,32660,23954,831,6296,34,60,1485,30404,677,25557,5233,1225,645
HUSSAIN BUX MARI,MIRPUR KHAS,TALUKA,RURAL,32660,23954,831,6296,34,60,1485,30404,677,25557,5233,1225,645
HUSSAIN BUX MARI,MIRPUR KHAS,TALUKA,URBAN,,,,,,,,,,,,,
JHUDO,MIRPUR KHAS,TALUKA,OVERALL,41817,24179,1448,13253,252,48,2637,37715,1165,30220,8507,1938,1152
JHUDO,MIRPUR KHAS,TALUKA,RURAL,30147,15679,142,11637,105,30,2554,26681,777,24315,4931,661,240
JHUDO,MIRPUR KHAS,TALUKA,URBAN,11670,8500,1306,1616,147,18,83,11034,388,5905,3576,1277,912
KOT GHULAM MUHAMMAD,MIRPUR KHAS,TALUKA,OVERALL,58713,30396,788,22357,553,459,4160,51845,1696,45747,9981,1953,1032
KOT GHULAM MUHAMMAD,MIRPUR KHAS,TALUKA,RURAL,53032,26327,167,21408,523,459,4148,46359,1543,43144,8379,1103,406
KOT GHULAM MUHAMMAD,MIRPUR KHAS,TALUKA,URBAN,5681,4069,621,949,30,,12,5486,153,2603,1602,850,626
MIRPUR KHAS,MIRPUR KHAS,TALUKA,OVERALL,49553,36328,8777,2365,1675,30,378,45195,2275,17443,15339,9115,7656
MIRPUR KHAS,MIRPUR KHAS,TALUKA,RURAL,3822,2850,347,465,149,,11,3547,115,2272,956,424,170
MIRPUR KHAS,MIRPUR KHAS,TALUKA,URBAN,45731,33478,8430,1900,1526,30,367,41648,2160,15171,14383,8691,7486
SHUJAABAD,MIRPUR KHAS,TALUKA,OVERALL,35675,27094,643,7192,72,61,613,33931,998,26645,6805,1416,809
SHUJAABAD,MIRPUR KHAS,TALUKA,RURAL,31262,23367,331,6863,54,60,587,29742,819,24278,5425,1021,538
SHUJAABAD,MIRPUR KHAS,TALUKA,URBAN,4413,3727,312,329,18,1,26,4189,179,2367,1380,395,271
SINDHRI,MIRPUR KHAS,TALUKA,OVERALL,51061,34252,731,9601,65,1658,4754,43067,1517,40813,8705,1176,367
SINDHRI,MIRPUR KHAS,TALUKA,RURAL,47162,31169,619,8985,64,1656,4669,39409,1364,37943,7874,1022,323
SINDHRI,MIRPUR KHAS,TALUKA,URBAN,3899,3083,112,616,1,2,85,3658,153,2870,831,154,44
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,OVERALL,319768,288869,13358,12414,1351,406,3370,306831,7810,205409,82632,20342,11385
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,RURAL,231188,214993,2656,10080,361,341,2757,222233,5496,160947,54683,10782,4776
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,URBAN,88580,73876,10702,2334,990,65,613,84598,2314,44462,27949,9560,6609
BHIRIA,NAUSHAHRO FEROZE,TALUKA,OVERALL,59731,53264,2111,2919,392,189,856,56904,1390,39747,14692,3259,2033
BHIRIA,NAUSHAHRO FEROZE,TALUKA,RURAL,46631,42215,529,2748,214,188,737,44502,990,33186,10644,1879,922
BHIRIA,NAUSHAHRO FEROZE,TALUKA,URBAN,13100,11049,1582,171,178,1,119,12402,400,6561,4048,1380,1111
KANDIARO,NAUSHAHRO FEROZE,TALUKA,OVERALL,62298,59055,1885,884,41,24,409,60289,1535,37023,18712,4425,2138
KANDIARO,NAUSHAHRO FEROZE,TALUKA,RURAL,54720,52800,634,849,31,21,385,52930,1353,34273,15736,3308,1403
KANDIARO,NAUSHAHRO FEROZE,TALUKA,URBAN,7578,6255,1251,35,10,3,24,7359,182,2750,2976,1117,735
MEHRABPUR,NAUSHAHRO FEROZE,TALUKA,OVERALL,48213,43974,1814,1807,66,66,486,46254,1341,29637,12589,3626,2361
MEHRABPUR,NAUSHAHRO FEROZE,TALUKA,RURAL,33492,31277,339,1413,33,32,398,32110,919,23032,8027,1650,783
MEHRABPUR,NAUSHAHRO FEROZE,TALUKA,URBAN,14721,12697,1475,394,33,34,88,14144,422,6605,4562,1976,1578
MORO,NAUSHAHRO FEROZE,TALUKA,OVERALL,75868,65582,4685,4308,350,97,846,72815,1760,51319,18473,3898,2178
MORO,NAUSHAHRO FEROZE,TALUKA,RURAL,51166,46033,683,3567,24,92,767,49035,1248,38069,10654,1695,748
MORO,NAUSHAHRO FEROZE,TALUKA,URBAN,24702,19549,4002,741,326,5,79,23780,512,13250,7819,2203,1430
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,TALUKA,OVERALL,73658,66994,2863,2496,502,30,773,70569,1784,47683,18166,5134,2675
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,TALUKA,RURAL,45179,42668,471,1503,59,8,470,43656,986,32387,9622,2250,920
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,TALUKA,URBAN,28479,24326,2392,993,443,22,303,26913,798,15296,8544,2884,1755
SANGHAR,SANGHAR,DISTRICT,OVERALL,406937,294882,20021,72773,2309,2550,14402,377030,10646,275037,91823,24845,15232
SANGHAR,SANGHAR,DISTRICT,RURAL,300793,215316,5147,63637,876,2346,13471,277091,7009,221469,60370,13158,5796
SANGHAR,SANGHAR,DISTRICT,URBAN,106144,79566,14874,9136,1433,204,931,99939,3637,53568,31453,11687,9436
JAM NAWAZ ALI,SANGHAR,TALUKA,OVERALL,31724,18515,397,11730,238,19,825,29970,672,25937,4640,753,394
JAM NAWAZ ALI,SANGHAR,TALUKA,RURAL,26563,15240,275,10242,62,19,725,25262,495,22016,3746,559,242
JAM NAWAZ ALI,SANGHAR,TALUKA,URBAN,5161,3275,122,1488,176,,100,4708,177,3921,894,194,152
KHIPRO,SANGHAR,TALUKA,OVERALL,68600,49042,1637,13229,60,741,3891,62326,1582,44297,17269,4749,2285
KHIPRO,SANGHAR,TALUKA,RURAL,58793,42787,534,10899,25,738,3810,52889,1331,38941,14513,3715,1624
KHIPRO,SANGHAR,TALUKA,URBAN,9807,6255,1103,2330,35,3,81,9437,251,5356,2756,1034,661
SANGHAR,SANGHAR,TALUKA,OVERALL,84859,57768,3241,19691,693,314,3152,78601,2099,56959,18755,5937,3208
SANGHAR,SANGHAR,TALUKA,RURAL,68661,45582,1126,18419,181,300,3053,63593,1534,49747,13776,3589,1549
SANGHAR,SANGHAR,TALUKA,URBAN,16198,12186,2115,1272,512,14,99,15008,565,7212,4979,2348,1659
SHAHDADPUR,SANGHAR,TALUKA,OVERALL,89418,73761,6829,6408,398,426,1596,84479,2519,59067,21211,5392,3748
SHAHDADPUR,SANGHAR,TALUKA,RURAL,53246,46128,1341,4279,108,295,1095,50446,1302,40476,10399,1659,712
SHAHDADPUR,SANGHAR,TALUKA,URBAN,36172,27633,5488,2129,290,131,501,34033,1217,18591,10812,3733,3036
SINJHORO,SANGHAR,TALUKA,OVERALL,61602,45002,2170,11065,142,875,2348,56686,1551,43194,13547,3191,1670
SINJHORO,SANGHAR,TALUKA,RURAL,51607,36726,1309,10296,95,873,2308,47108,1223,37503,10598,2414,1092
SINJHORO,SANGHAR,TALUKA,URBAN,9995,8276,861,769,47,2,40,9578,328,5691,2949,777,578
TANDO ADAM,SANGHAR,TALUKA,OVERALL,70734,50794,5747,10650,778,175,2590,64968,2223,45583,16401,4823,3927
TANDO ADAM,SANGHAR,TALUKA,RURAL,41923,28853,562,9502,405,121,2480,37793,1124,32786,7338,1222,577
TANDO ADAM,SANGHAR,TALUKA,URBAN,28811,21941,5185,1148,373,54,110,27175,1099,12797,9063,3601,3350
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,OVERALL,334356,272136,18769,31394,2619,1395,8043,313070,9229,224735,78539,18942,12140
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,RURAL,233705,195879,2969,25864,1159,1029,6805,218409,6303,177763,44722,7712,3508
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,URBAN,100651,76257,15800,5530,1460,366,1238,94661,2926,46972,33817,11230,8632
DAUR,SHAHEED BENAZIRABAD,TALUKA,OVERALL,97671,75489,2187,15192,611,755,3437,90268,2600,70520,21005,3944,2202
DAUR,SHAHEED BENAZIRABAD,TALUKA,RURAL,79128,60939,702,13499,492,698,2798,73055,2085,60033,15389,2491,1215
DAUR,SHAHEED BENAZIRABAD,TALUKA,URBAN,18543,14550,1485,1693,119,57,639,17213,515,10487,5616,1453,987
KAZI AHMED,SHAHEED BENAZIRABAD,TALUKA,OVERALL,73218,64309,2950,4357,127,314,1161,69829,1787,53075,15599,3150,1394
KAZI AHMED,SHAHEED BENAZIRABAD,TALUKA,RURAL,64071,57731,1226,3751,82,217,1064,61133,1575,48397,12548,2283,843
KAZI AHMED,SHAHEED BENAZIRABAD,TALUKA,URBAN,9147,6578,1724,606,45,97,97,8696,212,4678,3051,867,551
NAWABSHAH,SHAHEED BENAZIRABAD,TALUKA,OVERALL,81976,62236,10583,6456,1333,238,1130,76948,2327,42702,24750,8120,6404
NAWABSHAH,SHAHEED BENAZIRABAD,TALUKA,RURAL,22215,17356,106,3685,183,33,852,20577,570,17984,3516,498,217
NAWABSHAH,SHAHEED BENAZIRABAD,TALUKA,URBAN,59761,44880,10477,2771,1150,205,278,56371,1757,24718,21234,7622,6187
SAKRAND,SHAHEED BENAZIRABAD,TALUKA,OVERALL,81491,70102,3049,5389,548,88,2315,76025,2515,58438,17185,3728,2140
SAKRAND,SHAHEED BENAZIRABAD,TALUKA,RURAL,68291,59853,935,4929,402,81,2091,63644,2073,51349,13269,2440,1233
SAKRAND,SHAHEED BENAZIRABAD,TALUKA,URBAN,13200,10249,2114,460,146,7,224,12381,442,7089,3916,1288,907
SHIKARPUR,SHIKARPUR,DISTRICT,OVERALL,214824,193017,6978,10471,742,86,3530,205055,5411,135031,55478,15767,8548
SHIKARPUR,SHIKARPUR,DISTRICT,RURAL,162493,148674,1520,8603,245,67,3384,154530,4267,112009,37206,9318,3960
SHIKARPUR,SHIKARPUR,DISTRICT,URBAN,52331,44343,5458,1868,497,19,146,50525,1144,23022,18272,6449,4588
GARHI YASIN,SHIKARPUR,TALUKA,OVERALL,59269,55794,1058,1722,64,10,621,56728,1846,41549,13290,2979,1451
GARHI YASIN,SHIKARPUR,TALUKA,RURAL,52355,49677,445,1585,48,9,591,50039,1668,38148,10996,2229,982
GARHI YASIN,SHIKARPUR,TALUKA,URBAN,6914,6117,613,137,16,1,30,6689,178,3401,2294,750,469
KHANPUR,SHIKARPUR,TALUKA,OVERALL,43595,40635,379,2047,20,5,509,41920,1141,27241,11180,3574,1600
KHANPUR,SHIKARPUR,TALUKA,RURAL,39996,37290,156,2030,17,5,498,38408,1068,25373,10047,3256,1320
KHANPUR,SHIKARPUR,TALUKA,URBAN,3599,3345,223,17,3,,11,3512,73,1868,1133,318,280
LAKHI,SHIKARPUR,TALUKA,OVERALL,43374,38158,798,3053,58,30,1277,41056,953,28246,10886,3103,1139
LAKHI,SHIKARPUR,TALUKA,RURAL,35350,32138,263,1629,47,27,1246,33299,731,24400,8281,1963,706
LAKHI,SHIKARPUR,TALUKA,URBAN,8024,6020,535,1424,11,3,31,7757,222,3846,2605,1140,433
SHIKARPUR,SHIKARPUR,TALUKA,OVERALL,68586,58430,4743,3649,600,41,1123,65351,1471,37995,20122,6111,4358
SHIKARPUR,SHIKARPUR,TALUKA,RURAL,34792,29569,656,3359,133,26,1049,32784,800,24088,7882,1870,952
SHIKARPUR,SHIKARPUR,TALUKA,URBAN,33794,28861,4087,290,467,15,74,32567,671,13907,12240,4241,3406
SUJAWAL,SUJAWAL,DISTRICT,OVERALL,158854,150826,1616,4085,222,77,2028,151927,4600,136577,17954,3076,1247
SUJAWAL,SUJAWAL,DISTRICT,RURAL,142489,136074,516,3804,112,66,1917,136301,4093,126663,13494,1789,543
SUJAWAL,SUJAWAL,DISTRICT,URBAN,16365,14752,1100,281,110,11,111,15626,507,9914,4460,1287,704
JATI,SUJAWAL,TALUKA,OVERALL,43323,41001,125,1422,14,16,745,41189,1359,38267,4299,552,205
JATI,SUJAWAL,TALUKA,RURAL,41334,39110,47,1412,6,16,743,39322,1247,37002,3812,410,110
JATI,SUJAWAL,TALUKA,URBAN,1989,1891,78,10,8,,2,1867,112,1265,487,142,95
KHARO CHAN,SUJAWAL,TALUKA,OVERALL,2166,2113,3,20,,,30,2073,63,1985,127,44,10
KHARO CHAN,SUJAWAL,TALUKA,RURAL,2166,2113,3,20,,,30,2073,63,1985,127,44,10
KHARO CHAN,SUJAWAL,TALUKA,URBAN,,,,,,,,,,,,,
MIRPUR BATHORO,SUJAWAL,TALUKA,OVERALL,41147,39233,588,596,44,42,644,39383,1034,34279,5582,906,380
MIRPUR BATHORO,SUJAWAL,TALUKA,RURAL,37222,35720,279,534,19,36,634,35616,917,31846,4476,656,244
MIRPUR BATHORO,SUJAWAL,TALUKA,URBAN,3925,3513,309,62,25,6,10,3767,117,2433,1106,250,136
SHAH BUNDER,SUJAWAL,TALUKA,OVERALL,32582,31045,188,1037,9,4,299,31526,744,28931,2950,498,203
SHAH BUNDER,SUJAWAL,TALUKA,RURAL,28935,27681,53,921,3,3,274,27972,683,26371,2194,301,69
SHAH BUNDER,SUJAWAL,TALUKA,URBAN,3647,3364,135,116,6,1,25,3554,61,2560,756,197,134
SUJAWAL,SUJAWAL,TALUKA,OVERALL,39636,37434,712,1010,155,15,310,37756,1400,33115,4996,1076,449
SUJAWAL,SUJAWAL,TALUKA,RURAL,32832,31450,134,917,84,11,236,31318,1183,29459,2885,378,110
SUJAWAL,SUJAWAL,TALUKA,URBAN,6804,5984,578,93,71,4,74,6438,217,3656,2111,698,339
SUKKUR,SUKKUR,DISTRICT,OVERALL,268588,231944,21333,6117,6798,372,2024,254126,5268,156863,71925,24600,15200
SUKKUR,SUKKUR,DISTRICT,RURAL,145392,137937,1565,4100,426,93,1271,141030,2572,105935,30946,6107,2404
SUKKUR,SUKKUR,DISTRICT,URBAN,123196,94007,19768,2017,6372,279,753,113096,2696,50928,40979,18493,12796
NEW SUKKUR,SUKKUR,TALUKA,OVERALL,52376,42995,6957,1134,782,121,387,50227,859,28913,14357,5343,3763
NEW SUKKUR,SUKKUR,TALUKA,RURAL,7706,7402,209,54,17,1,23,7575,90,5691,1549,294,172
NEW SUKKUR,SUKKUR,TALUKA,URBAN,44670,35593,6748,1080,765,120,364,42652,769,23222,12808,5049,3591
PANO AQIL,SUKKUR,TALUKA,OVERALL,87340,79515,3047,1826,2584,21,347,82842,1546,56873,22761,5481,2225
PANO AQIL,SUKKUR,TALUKA,RURAL,69661,66942,650,1699,53,13,304,67989,1302,50089,15338,3185,1049
PANO AQIL,SUKKUR,TALUKA,URBAN,17679,12573,2397,127,2531,8,43,14853,244,6784,7423,2296,1176
ROHRI,SUKKUR,TALUKA,OVERALL,62877,56959,2112,1945,1069,111,681,59908,1108,41305,15902,3659,2011
ROHRI,SUKKUR,TALUKA,RURAL,47388,43993,665,1787,344,71,528,45711,734,34410,10575,1710,693
ROHRI,SUKKUR,TALUKA,URBAN,15489,12966,1447,158,725,40,153,14197,374,6895,5327,1949,1318
SALEHPAT,SUKKUR,TALUKA,OVERALL,26122,24738,243,685,12,11,433,25111,555,19086,5088,1339,609
SALEHPAT,SUKKUR,TALUKA,RURAL,20637,19600,41,560,12,8,416,19755,446,15745,3484,918,490
SALEHPAT,SUKKUR,TALUKA,URBAN,5485,5138,202,125,,3,17,5356,109,3341,1604,421,119
SUKKUR CITY,SUKKUR,TALUKA,OVERALL,39873,27737,8974,527,2351,108,176,36038,1200,10686,13817,8778,6592
SUKKUR CITY,SUKKUR,TALUKA,RURAL,,,,,,,,,,,,,
SUKKUR CITY,SUKKUR,TALUKA,URBAN,39873,27737,8974,527,2351,108,176,36038,1200,10686,13817,8778,6592
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,OVERALL,177471,129912,6902,29888,305,1375,9089,161628,5074,135404,30763,6996,4308
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,RURAL,123667,88496,1370,24522,69,1201,8009,110928,3460,103258,16683,2631,1095
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,URBAN,53804,41416,5532,5366,236,174,1080,50700,1614,32146,14080,4365,3213
CHAMBER,TANDO ALLAHYAR,TALUKA,OVERALL,47078,36453,907,5555,23,593,3547,41574,1341,38999,6630,1012,437
CHAMBER,TANDO ALLAHYAR,TALUKA,RURAL,39427,30764,624,4551,15,442,3031,34812,1127,33034,5354,766,273
CHAMBER,TANDO ALLAHYAR,TALUKA,URBAN,7651,5689,283,1004,8,151,516,6762,214,5965,1276,246,164
JHANDO MARI,TANDO ALLAHYAR,TALUKA,OVERALL,50369,37894,347,9612,10,471,2035,46410,1443,42713,6246,949,461
JHANDO MARI,TANDO ALLAHYAR,TALUKA,RURAL,46484,35084,296,8726,10,471,1897,42779,1327,39566,5637,863,418
