name_admin_unit,part_of_district,admin_unit,region,households,res_st_owned,res_st_rented,res_st_rent_free,res_st_govt,res_st_non_govt,res_st_other,owner_gender_male,owner_gender_female,no_rooms_one,no_rooms_two,no_rooms_three,no_rooms_grtreq_four
JHANDO MARI,TANDO ALLAHYAR,TALUKA,URBAN,3885,2810,51,886,,,138,3631,116,3147,609,86,43
TANDO ALLAHYAR,TANDO ALLAHYAR,TALUKA,OVERALL,80024,55565,5648,14721,272,311,3507,73644,2290,53692,17887,5035,3410
TANDO ALLAHYAR,TANDO ALLAHYAR,TALUKA,RURAL,37756,22648,450,11245,44,288,3081,33337,1006,30658,5692,1002,404
TANDO ALLAHYAR,TANDO ALLAHYAR,TALUKA,URBAN,42268,32917,5198,3476,228,23,426,40307,1284,23034,12195,4033,3006
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,OVERALL,143798,125339,3740,9869,1009,306,3535,134639,4309,122451,16316,3189,1842
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,RURAL,112538,99980,755,7826,498,289,3190,105201,3360,100835,9931,1200,572
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,URBAN,31260,25359,2985,2043,511,17,345,29438,949,21616,6385,1989,1270
BULRI SHAH KARIM,TANDO MUHAMMAD KHAN,TALUKA,OVERALL,48734,45264,263,2007,46,130,1024,45781,1753,44147,3956,438,193
BULRI SHAH KARIM,TANDO MUHAMMAD KHAN,TALUKA,RURAL,47419,44071,186,1991,42,128,1001,44582,1666,43048,3785,407,179
BULRI SHAH KARIM,TANDO MUHAMMAD KHAN,TALUKA,URBAN,1315,1193,77,16,4,2,23,1199,87,1099,171,31,14
TANDO GHULAM HYDER,TANDO MUHAMMAD KHAN,TALUKA,OVERALL,40308,35316,476,3753,57,19,687,38436,1109,36144,3540,463,161
TANDO GHULAM HYDER,TANDO MUHAMMAD KHAN,TALUKA,RURAL,32741,28893,339,2933,15,18,543,31198,967,29730,2689,256,66
TANDO GHULAM HYDER,TANDO MUHAMMAD KHAN,TALUKA,URBAN,7567,6423,137,820,42,1,144,7238,142,6414,851,207,95
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,TALUKA,OVERALL,54756,44759,3001,4109,906,157,1824,50422,1447,42160,8820,2288,1488
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,TALUKA,RURAL,32378,27016,230,2902,441,143,1646,29421,727,28057,3457,537,327
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,TALUKA,URBAN,22378,17743,2771,1207,465,14,178,21001,720,14103,5363,1751,1161
THARPARKAR,THARPARKAR,DISTRICT,OVERALL,327584,320881,1558,3995,167,117,866,314155,12279,128285,115834,54433,29032
THARPARKAR,THARPARKAR,DISTRICT,RURAL,300328,295113,447,3806,94,103,765,287869,11497,116052,106394,50905,26977
THARPARKAR,THARPARKAR,DISTRICT,URBAN,27256,25768,1111,189,73,14,101,26286,782,12233,9440,3528,2055
CHACHRO,THARPARKAR,TALUKA,OVERALL,63372,62586,197,380,8,33,168,60541,2622,13399,25278,15365,9330
CHACHRO,THARPARKAR,TALUKA,RURAL,58604,58074,43,333,3,31,120,56004,2446,11463,23286,14784,9071
CHACHRO,THARPARKAR,TALUKA,URBAN,4768,4512,154,47,5,2,48,4537,176,1936,1992,581,259
DAHLI,THARPARKAR,TALUKA,OVERALL,52739,52342,81,109,8,9,190,50321,2211,8478,18838,15375,10048
DAHLI,THARPARKAR,TALUKA,RURAL,51452,51074,75,105,4,9,185,49079,2175,8239,18294,15049,9870
DAHLI,THARPARKAR,TALUKA,URBAN,1287,1268,6,4,4,,5,1242,36,239,544,326,178
DIPLO,THARPARKAR,TALUKA,OVERALL,32219,32072,70,20,25,10,22,30968,1194,19608,8940,2540,1131
DIPLO,THARPARKAR,TALUKA,RURAL,29413,29357,17,7,3,9,20,28308,1073,17912,8124,2329,1048
DIPLO,THARPARKAR,TALUKA,URBAN,2806,2715,53,13,22,1,2,2660,121,1696,816,211,83
ISLAMKOT,THARPARKAR,TALUKA,OVERALL,52507,50845,283,1276,12,16,75,50438,1966,19999,22363,7606,2539
ISLAMKOT,THARPARKAR,TALUKA,RURAL,48809,47435,52,1244,5,11,62,46896,1835,18120,21176,7195,2318
ISLAMKOT,THARPARKAR,TALUKA,URBAN,3698,3410,231,32,7,5,13,3542,131,1879,1187,411,221
KALOI,THARPARKAR,TALUKA,OVERALL,24894,22397,111,2019,74,13,280,23635,892,19262,4367,902,363
KALOI,THARPARKAR,TALUKA,RURAL,24894,22397,111,2019,74,13,280,23635,892,19262,4367,902,363
KALOI,THARPARKAR,TALUKA,URBAN,,,,,,,,,,,,,
MITHI,THARPARKAR,TALUKA,OVERALL,46405,45551,689,76,29,8,52,45051,1265,21909,16397,5398,2701
MITHI,THARPARKAR,TALUKA,RURAL,34236,34152,41,14,4,3,22,33172,1035,16894,12308,3606,1428
MITHI,THARPARKAR,TALUKA,URBAN,12169,11399,648,62,25,5,30,11879,230,5015,4089,1792,1273
NAGAR PARKAR,THARPARKAR,TALUKA,OVERALL,55448,55088,127,115,11,28,79,53201,2129,25630,19651,7247,2920
NAGAR PARKAR,THARPARKAR,TALUKA,RURAL,52920,52624,108,84,1,27,76,50775,2041,24162,18839,7040,2879
NAGAR PARKAR,THARPARKAR,TALUKA,URBAN,2528,2464,19,31,10,1,3,2426,88,1468,812,207,41
THATTA,THATTA,DISTRICT,OVERALL,206202,191336,5677,4993,1348,445,2403,195841,6165,166258,28089,7593,4262
THATTA,THATTA,DISTRICT,RURAL,172496,162577,2525,4656,530,207,2001,164586,5172,147263,18781,4355,2097
THATTA,THATTA,DISTRICT,URBAN,33706,28759,3152,337,818,238,402,31255,993,18995,9308,3238,2165
GHORABARI,THATTA,TALUKA,OVERALL,39609,38256,199,425,7,9,713,37761,1119,35762,3216,462,169
GHORABARI,THATTA,TALUKA,RURAL,33406,32376,124,416,3,7,480,32063,853,30012,2829,415,150
GHORABARI,THATTA,TALUKA,URBAN,6203,5880,75,9,4,2,233,5698,266,5750,387,47,19
KETI BUNDER,THATTA,TALUKA,OVERALL,12987,12712,25,139,6,3,102,12557,319,12041,774,124,48
KETI BUNDER,THATTA,TALUKA,RURAL,12987,12712,25,139,6,3,102,12557,319,12041,774,124,48
KETI BUNDER,THATTA,TALUKA,URBAN,,,,,,,,,,,,,
MIRPUR SAKRO,THATTA,TALUKA,OVERALL,69456,62072,3219,3074,479,142,470,66248,2117,53373,10917,3253,1913
MIRPUR SAKRO,THATTA,TALUKA,RURAL,60625,54655,2099,2968,354,133,416,57867,1855,48676,8198,2378,1373
MIRPUR SAKRO,THATTA,TALUKA,URBAN,8831,7417,1120,106,125,9,54,8381,262,4697,2719,875,540
THATTA,THATTA,TALUKA,OVERALL,84150,78296,2234,1355,856,291,1118,79275,2610,65082,13182,3754,2132
THATTA,THATTA,TALUKA,RURAL,65478,62834,277,1133,167,64,1003,62099,2145,56534,6980,1438,526
THATTA,THATTA,TALUKA,URBAN,18672,15462,1957,222,689,227,115,17176,465,8548,6202,2316,1606
UMER KOT,UMER KOT,DISTRICT,OVERALL,222562,163373,5188,39182,648,1889,12282,200721,7022,155200,49291,12607,5464
UMER KOT,UMER KOT,DISTRICT,RURAL,171106,118819,1931,36477,201,1874,11804,151686,5541,124196,35587,8426,2897
UMER KOT,UMER KOT,DISTRICT,URBAN,51456,44554,3257,2705,447,15,478,49035,1481,31004,13704,4181,2567
KUNRI,UMER KOT,TALUKA,OVERALL,43910,25719,1839,10473,162,1713,4004,36689,1342,32916,7890,1776,1328
KUNRI,UMER KOT,TALUKA,RURAL,36810,20473,842,9912,116,1712,3755,30193,1034,29582,6002,827,399
KUNRI,UMER KOT,TALUKA,URBAN,7100,5246,997,561,46,1,249,6496,308,3334,1888,949,929
PITHORO,UMER KOT,TALUKA,OVERALL,25284,17490,210,6203,23,12,1346,23105,798,19167,4885,882,350
PITHORO,UMER KOT,TALUKA,RURAL,22574,15428,86,5692,14,9,1345,20526,680,17479,4143,687,265
PITHORO,UMER KOT,TALUKA,URBAN,2710,2062,124,511,9,3,1,2579,118,1688,742,195,85
SAMARO,UMER KOT,TALUKA,OVERALL,33832,18227,401,12451,39,48,2666,29840,1239,28016,4907,647,262
SAMARO,UMER KOT,TALUKA,RURAL,32019,16688,223,12381,30,47,2650,28110,1182,27190,4294,396,139
SAMARO,UMER KOT,TALUKA,URBAN,1813,1539,178,70,9,1,16,1730,57,826,613,251,123
UMER KOT,UMER KOT,TALUKA,OVERALL,119536,101937,2738,10055,424,116,4266,111087,3643,75101,31609,9302,3524
UMER KOT,UMER KOT,TALUKA,RURAL,79703,66230,780,8492,41,106,4054,72857,2645,49945,21148,6516,2094
UMER KOT,UMER KOT,TALUKA,URBAN,39833,35707,1958,1563,383,10,212,38230,998,25156,10461,2786,1430
