name_admin_unit,admin_unit,age_group,marital_status,all_sexes_overall,female_overall,male_overall,tgend_overall,all_sexes_rural,female_rural,male_rural,tgend_rural,all_sexes_urban,female_urban,male_urban,tgend_urban
BALOCHISTAN,PROVINCE,15 &  ABOVE,WIDOWED,147619,114527,33092,0,97762,74952,22810,0,49857,39575,10282,0
BALOCHISTAN,PROVINCE,15 - 19,DIVORCED,320,161,159,0,236,117,119,0,84,44,40,0
BALOCHISTAN,PROVINCE,15 - 19,MARRIED,326446,200525,125921,0,253191,154524,98667,0,73255,46001,27254,0
BALOCHISTAN,PROVINCE,15 - 19,NEVER MARRIED,1284958,557671,727020,267,862235,368448,493635,152,422723,189223,233385,115
BALOCHISTAN,PROVINCE,15 - 19,SEPERATION,564,160,404,0,431,112,319,0,133,48,85,0
BALOCHISTAN,PROVINCE,15 - 19,WIDOWED,854,309,545,0,663,233,430,0,191,76,115,0
BALOCHISTAN,PROVINCE,20 - 24,DIVORCED,770,512,258,0,548,367,181,0,222,145,77,0
BALOCHISTAN,PROVINCE,20 - 24,MARRIED,682308,398772,283536,0,501978,290277,211701,0,180330,108495,71835,0
BALOCHISTAN,PROVINCE,20 - 24,NEVER MARRIED,529993,210784,319085,124,322903,125800,197038,65,207090,84984,122047,59
BALOCHISTAN,PROVINCE,20 - 24,SEPERATION,588,230,358,0,436,168,268,0,152,62,90,0
BALOCHISTAN,PROVINCE,20 - 24,WIDOWED,1985,1082,903,0,1500,785,715,0,485,297,188,0
BALOCHISTAN,PROVINCE,25 - 29,DIVORCED,1062,684,378,0,703,460,243,0,359,224,135,0
BALOCHISTAN,PROVINCE,25 - 29,MARRIED,755463,397746,357717,0,530951,277412,253539,0,224512,120334,104178,0
BALOCHISTAN,PROVINCE,25 - 29,NEVER MARRIED,204987,81563,123348,76,117023,45471,71503,49,87964,36092,51845,27
BALOCHISTAN,PROVINCE,25 - 29,SEPERATION,656,257,399,0,511,200,311,0,145,57,88,0
BALOCHISTAN,PROVINCE,25 - 29,WIDOWED,3379,2107,1272,0,2480,1524,956,0,899,583,316,0
BALOCHISTAN,PROVINCE,30 - 34,DIVORCED,1203,802,401,0,794,527,267,0,409,275,134,0
BALOCHISTAN,PROVINCE,30 - 34,MARRIED,694373,359580,334793,0,479080,249237,229843,0,215293,110343,104950,0
BALOCHISTAN,PROVINCE,30 - 34,NEVER MARRIED,82408,37769,44589,50,46106,20321,25752,33,36302,17448,18837,17
BALOCHISTAN,PROVINCE,30 - 34,SEPERATION,738,309,429,0,564,230,334,0,174,79,95,0
BALOCHISTAN,PROVINCE,30 - 34,WIDOWED,4925,3416,1509,0,3525,2435,1090,0,1400,981,419,0
BALOCHISTAN,PROVINCE,35 - 39,DIVORCED,1141,761,380,0,753,497,256,0,388,264,124,0
BALOCHISTAN,PROVINCE,35 - 39,MARRIED,637881,314596,323285,0,437503,216631,220872,0,200378,97965,102413,0
BALOCHISTAN,PROVINCE,35 - 39,NEVER MARRIED,38143,13827,24275,41,21312,7555,13740,17,16831,6272,10535,24
BALOCHISTAN,PROVINCE,35 - 39,SEPERATION,758,352,406,0,592,282,310,0,166,70,96,0
BALOCHISTAN,PROVINCE,35 - 39,WIDOWED,7229,5337,1892,0,5130,3751,1379,0,2099,1586,513,0
BALOCHISTAN,PROVINCE,40 - 44,DIVORCED,999,684,315,0,660,452,208,0,339,232,107,0
BALOCHISTAN,PROVINCE,40 - 44,MARRIED,551723,261701,290022,0,377487,180040,197447,0,174236,81661,92575,0
BALOCHISTAN,PROVINCE,40 - 44,NEVER MARRIED,17895,6651,11220,24,9948,3549,6389,10,7947,3102,4831,14
BALOCHISTAN,PROVINCE,40 - 44,SEPERATION,593,299,294,0,463,241,222,0,130,58,72,0
BALOCHISTAN,PROVINCE,40 - 44,WIDOWED,10399,8124,2275,0,7196,5576,1620,0,3203,2548,655,0
BALOCHISTAN,PROVINCE,45 - 49,DIVORCED,723,460,263,0,487,297,190,0,236,163,73,0
BALOCHISTAN,PROVINCE,45 - 49,MARRIED,389254,177406,211848,0,263035,121284,141751,0,126219,56122,70097,0
BALOCHISTAN,PROVINCE,45 - 49,NEVER MARRIED,9286,3247,6021,18,5068,1700,3354,14,4218,1547,2667,4
BALOCHISTAN,PROVINCE,45 - 49,SEPERATION,526,295,231,0,396,231,165,0,130,64,66,0
BALOCHISTAN,PROVINCE,45 - 49,WIDOWED,11581,9280,2301,0,7627,6052,1575,0,3954,3228,726,0
BALOCHISTAN,PROVINCE,50 - 54,DIVORCED,497,324,173,0,331,218,113,0,166,106,60,0
BALOCHISTAN,PROVINCE,50 - 54,MARRIED,310535,142273,168262,0,212058,98258,113800,0,98477,44015,54462,0
BALOCHISTAN,PROVINCE,50 - 54,NEVER MARRIED,5187,1835,3328,24,2665,926,1725,14,2522,909,1603,10
BALOCHISTAN,PROVINCE,50 - 54,SEPERATION,452,250,202,0,340,191,149,0,112,59,53,0
BALOCHISTAN,PROVINCE,50 - 54,WIDOWED,16342,13439,2903,0,10581,8610,1971,0,5761,4829,932,0
BALOCHISTAN,PROVINCE,55 - 59,DIVORCED,369,210,159,0,253,140,113,0,116,70,46,0
BALOCHISTAN,PROVINCE,55 - 59,MARRIED,225199,94996,130203,0,152178,65093,87085,0,73021,29903,43118,0
BALOCHISTAN,PROVINCE,55 - 59,NEVER MARRIED,3425,1145,2263,17,1852,612,1230,10,1573,533,1033,7
BALOCHISTAN,PROVINCE,55 - 59,SEPERATION,316,165,151,0,226,114,112,0,90,51,39,0
BALOCHISTAN,PROVINCE,55 - 59,WIDOWED,16151,13079,3072,0,10072,8062,2010,0,6079,5017,1062,0
BALOCHISTAN,PROVINCE,60 - 64,DIVORCED,275,139,136,0,212,112,100,0,63,27,36,0
BALOCHISTAN,PROVINCE,60 - 64,MARRIED,166595,65624,100971,0,114543,45878,68665,0,52052,19746,32306,0
BALOCHISTAN,PROVINCE,60 - 64,NEVER MARRIED,2180,688,1482,10,1143,360,777,6,1037,328,705,4
BALOCHISTAN,PROVINCE,60 - 64,SEPERATION,267,150,117,0,203,118,85,0,64,32,32,0
BALOCHISTAN,PROVINCE,60 - 64,WIDOWED,19116,15515,3601,0,12258,9835,2423,0,6858,5680,1178,0
BALOCHISTAN,PROVINCE,65 - 69,DIVORCED,170,94,76,0,129,71,58,0,41,23,18,0
BALOCHISTAN,PROVINCE,65 - 69,MARRIED,107338,41170,66168,0,73943,28809,45134,0,33395,12361,21034,0
BALOCHISTAN,PROVINCE,65 - 69,NEVER MARRIED,1404,394,1000,10,739,211,520,8,665,183,480,2
BALOCHISTAN,PROVINCE,65 - 69,SEPERATION,179,94,85,0,133,72,61,0,46,22,24,0
BALOCHISTAN,PROVINCE,65 - 69,WIDOWED,16932,13516,3416,0,10642,8398,2244,0,6290,5118,1172,0
BALOCHISTAN,PROVINCE,70 - 74,DIVORCED,90,49,41,0,68,38,30,0,22,11,11,0
BALOCHISTAN,PROVINCE,70 - 74,MARRIED,73766,26045,47721,0,52405,18818,33587,0,21361,7227,14134,0
BALOCHISTAN,PROVINCE,70 - 74,NEVER MARRIED,657,231,423,3,365,120,243,2,292,111,180,1
BALOCHISTAN,PROVINCE,70 - 74,SEPERATION,147,75,72,0,128,69,59,0,19,6,13,0
BALOCHISTAN,PROVINCE,70 - 74,WIDOWED,17178,13532,3646,0,11363,8925,2438,0,5815,4607,1208,0
BALOCHISTAN,PROVINCE,75 & ABOVE,DIVORCED,136,54,82,0,110,46,64,0,26,8,18,0
BALOCHISTAN,PROVINCE,75 & ABOVE,MARRIED,67279,20873,46406,0,48615,14938,33677,0,18664,5935,12729,0
BALOCHISTAN,PROVINCE,75 & ABOVE,NEVER MARRIED,799,221,569,9,449,126,317,6,350,95,252,3
BALOCHISTAN,PROVINCE,75 & ABOVE,SEPERATION,240,76,164,0,197,60,137,0,43,16,27,0
BALOCHISTAN,PROVINCE,75 & ABOVE,WIDOWED,21548,15791,5757,0,14725,10766,3959,0,6823,5025,1798,0
BARKHAN,DISTRICT,15 &  ABOVE,DIVORCED,45,36,9,0,43,34,9,0,2,2,0,0
BARKHAN,DISTRICT,15 &  ABOVE,MARRIED,66158,33581,32577,0,61336,31131,30205,0,4822,2450,2372,0
BARKHAN,DISTRICT,15 &  ABOVE,NEVER MARRIED,26421,10390,16025,6,23874,9309,14560,5,2547,1081,1465,1
BARKHAN,DISTRICT,15 &  ABOVE,SEPERATION,49,26,23,0,49,26,23,0,0,0,0,0
BARKHAN,DISTRICT,15 &  ABOVE,WIDOWED,2673,2205,468,0,2387,1951,436,0,286,254,32,0
BARKHAN,DISTRICT,15 - 19,DIVORCED,1,1,0,0,1,1,0,0,0,0,0,0
BARKHAN,DISTRICT,15 - 19,MARRIED,2848,1641,1207,0,2728,1559,1169,0,120,82,38,0
BARKHAN,DISTRICT,15 - 19,NEVER MARRIED,15641,6679,8959,3,14248,6077,8168,3,1393,602,791,0
BARKHAN,DISTRICT,15 - 19,SEPERATION,3,0,3,0,3,0,3,0,0,0,0,0
BARKHAN,DISTRICT,15 - 19,WIDOWED,19,10,9,0,19,10,9,0,0,0,0,0
BARKHAN,DISTRICT,20 - 24,DIVORCED,3,1,2,0,3,1,2,0,0,0,0,0
BARKHAN,DISTRICT,20 - 24,MARRIED,8401,5028,3373,0,7834,4662,3172,0,567,366,201,0
BARKHAN,DISTRICT,20 - 24,NEVER MARRIED,6314,2197,4116,1,5702,1944,3757,1,612,253,359,0
BARKHAN,DISTRICT,20 - 24,SEPERATION,5,3,2,0,5,3,2,0,0,0,0,0
BARKHAN,DISTRICT,20 - 24,WIDOWED,27,14,13,0,25,14,11,0,2,0,2,0
BARKHAN,DISTRICT,25 - 29,DIVORCED,10,9,1,0,9,8,1,0,1,1,0,0
BARKHAN,DISTRICT,25 - 29,MARRIED,8771,4564,4207,0,8088,4215,3873,0,683,349,334,0
BARKHAN,DISTRICT,25 - 29,NEVER MARRIED,2521,889,1632,0,2217,758,1459,0,304,131,173,0
BARKHAN,DISTRICT,25 - 29,SEPERATION,4,2,2,0,4,2,2,0,0,0,0,0
BARKHAN,DISTRICT,25 - 29,WIDOWED,50,21,29,0,49,20,29,0,1,1,0,0
BARKHAN,DISTRICT,30 - 34,DIVORCED,2,2,0,0,2,2,0,0,0,0,0,0
BARKHAN,DISTRICT,30 - 34,MARRIED,9487,5147,4340,0,8756,4746,4010,0,731,401,330,0
BARKHAN,DISTRICT,30 - 34,NEVER MARRIED,1076,363,713,0,951,315,636,0,125,48,77,0
BARKHAN,DISTRICT,30 - 34,SEPERATION,6,1,5,0,6,1,5,0,0,0,0,0
BARKHAN,DISTRICT,30 - 34,WIDOWED,48,38,10,0,44,36,8,0,4,2,2,0
BARKHAN,DISTRICT,35 - 39,DIVORCED,10,8,2,0,10,8,2,0,0,0,0,0
BARKHAN,DISTRICT,35 - 39,MARRIED,8342,4207,4135,0,7730,3871,3859,0,612,336,276,0
BARKHAN,DISTRICT,35 - 39,NEVER MARRIED,478,146,331,1,409,113,296,0,69,33,35,1
BARKHAN,DISTRICT,35 - 39,SEPERATION,7,4,3,0,7,4,3,0,0,0,0,0
BARKHAN,DISTRICT,35 - 39,WIDOWED,116,90,26,0,108,84,24,0,8,6,2,0
BARKHAN,DISTRICT,40 - 44,DIVORCED,3,3,0,0,2,2,0,0,1,1,0,0
BARKHAN,DISTRICT,40 - 44,MARRIED,7615,3632,3983,0,7018,3358,3660,0,597,274,323,0
BARKHAN,DISTRICT,40 - 44,NEVER MARRIED,189,56,133,0,164,47,117,0,25,9,16,0
BARKHAN,DISTRICT,40 - 44,SEPERATION,7,5,2,0,7,5,2,0,0,0,0,0
BARKHAN,DISTRICT,40 - 44,WIDOWED,123,92,31,0,111,80,31,0,12,12,0,0
BARKHAN,DISTRICT,45 - 49,DIVORCED,1,1,0,0,1,1,0,0,0,0,0,0
BARKHAN,DISTRICT,45 - 49,MARRIED,5337,2528,2809,0,4951,2356,2595,0,386,172,214,0
BARKHAN,DISTRICT,45 - 49,NEVER MARRIED,88,25,63,0,78,22,56,0,10,3,7,0
BARKHAN,DISTRICT,45 - 49,SEPERATION,3,1,2,0,3,1,2,0,0,0,0,0
BARKHAN,DISTRICT,45 - 49,WIDOWED,147,123,24,0,133,110,23,0,14,13,1,0
BARKHAN,DISTRICT,50 - 54,DIVORCED,4,4,0,0,4,4,0,0,0,0,0,0
BARKHAN,DISTRICT,50 - 54,MARRIED,5037,2497,2540,0,4658,2317,2341,0,379,180,199,0
BARKHAN,DISTRICT,50 - 54,NEVER MARRIED,43,11,31,1,39,11,27,1,4,0,4,0
BARKHAN,DISTRICT,50 - 54,SEPERATION,3,1,2,0,3,1,2,0,0,0,0,0
BARKHAN,DISTRICT,50 - 54,WIDOWED,285,252,33,0,242,210,32,0,43,42,1,0
BARKHAN,DISTRICT,55 - 59,DIVORCED,2,2,0,0,2,2,0,0,0,0,0,0
BARKHAN,DISTRICT,55 - 59,MARRIED,3144,1416,1728,0,2848,1286,1562,0,296,130,166,0
BARKHAN,DISTRICT,55 - 59,NEVER MARRIED,24,8,16,0,22,8,14,0,2,0,2,0
BARKHAN,DISTRICT,55 - 59,SEPERATION,1,1,0,0,1,1,0,0,0,0,0,0
BARKHAN,DISTRICT,55 - 59,WIDOWED,236,200,36,0,204,173,31,0,32,27,5,0
BARKHAN,DISTRICT,60 - 64,DIVORCED,2,2,0,0,2,2,0,0,0,0,0,0
BARKHAN,DISTRICT,60 - 64,MARRIED,2654,1109,1545,0,2459,1036,1423,0,195,73,122,0
BARKHAN,DISTRICT,60 - 64,NEVER MARRIED,26,8,18,0,25,7,18,0,1,1,0,0
BARKHAN,DISTRICT,60 - 64,SEPERATION,3,2,1,0,3,2,1,0,0,0,0,0
BARKHAN,DISTRICT,60 - 64,WIDOWED,336,297,39,0,294,261,33,0,42,36,6,0
BARKHAN,DISTRICT,65 - 69,DIVORCED,1,1,0,0,1,1,0,0,0,0,0,0
BARKHAN,DISTRICT,65 - 69,MARRIED,1762,772,990,0,1646,733,913,0,116,39,77,0
BARKHAN,DISTRICT,65 - 69,NEVER MARRIED,7,3,4,0,6,3,3,0,1,0,1,0
BARKHAN,DISTRICT,65 - 69,SEPERATION,3,3,0,0,3,3,0,0,0,0,0,0
BARKHAN,DISTRICT,65 - 69,WIDOWED,333,285,48,0,290,245,45,0,43,40,3,0
BARKHAN,DISTRICT,70 - 74,DIVORCED,1,1,0,0,1,1,0,0,0,0,0,0
BARKHAN,DISTRICT,70 - 74,MARRIED,1465,563,902,0,1391,541,850,0,74,22,52,0
BARKHAN,DISTRICT,70 - 74,NEVER MARRIED,9,4,5,0,8,3,5,0,1,1,0,0
BARKHAN,DISTRICT,70 - 74,SEPERATION,2,2,0,0,2,2,0,0,0,0,0,0
BARKHAN,DISTRICT,70 - 74,WIDOWED,378,315,63,0,336,279,57,0,42,36,6,0
BARKHAN,DISTRICT,75 & ABOVE,DIVORCED,5,1,4,0,5,1,4,0,0,0,0,0
BARKHAN,DISTRICT,75 & ABOVE,MARRIED,1295,477,818,0,1229,451,778,0,66,26,40,0
BARKHAN,DISTRICT,75 & ABOVE,NEVER MARRIED,5,1,4,0,5,1,4,0,0,0,0,0
BARKHAN,DISTRICT,75 & ABOVE,SEPERATION,2,1,1,0,2,1,1,0,0,0,0,0
BARKHAN,DISTRICT,75 & ABOVE,WIDOWED,575,468,107,0,532,429,103,0,43,39,4,0
CHAGAI,DISTRICT,15 &  ABOVE,DIVORCED,110,81,29,0,94,74,20,0,16,7,9,0
CHAGAI,DISTRICT,15 &  ABOVE,MARRIED,82086,40984,41102,0,76250,38084,38166,0,5836,2900,2936,0
CHAGAI,DISTRICT,15 &  ABOVE,NEVER MARRIED,43409,17771,25634,4,38870,15727,23139,4,4539,2044,2495,0
CHAGAI,DISTRICT,15 &  ABOVE,SEPERATION,47,27,20,0,42,26,16,0,5,1,4,0
CHAGAI,DISTRICT,15 &  ABOVE,WIDOWED,2817,2386,431,0,2464,2074,390,0,353,312,41,0
CHAGAI,DISTRICT,15 - 19,DIVORCED,7,7,0,0,7,7,0,0,0,0,0,0
CHAGAI,DISTRICT,15 - 19,MARRIED,3787,2845,942,0,3653,2748,905,0,134,97,37,0
CHAGAI,DISTRICT,15 - 19,NEVER MARRIED,25167,10831,14333,3,22890,9733,13154,3,2277,1098,1179,0
CHAGAI,DISTRICT,15 - 19,SEPERATION,1,1,0,0,1,1,0,0,0,0,0,0
CHAGAI,DISTRICT,15 - 19,WIDOWED,10,6,4,0,7,4,3,0,3,2,1,0
CHAGAI,DISTRICT,20 - 24,DIVORCED,15,10,5,0,13,9,4,0,2,1,1,0
CHAGAI,DISTRICT,20 - 24,MARRIED,10541,6488,4053,0,10047,6153,3894,0,494,335,159,0
CHAGAI,DISTRICT,20 - 24,NEVER MARRIED,11366,4336,7030,0,10186,3817,6369,0,1180,519,661,0
CHAGAI,DISTRICT,20 - 24,SEPERATION,5,2,3,0,5,2,3,0,0,0,0,0
CHAGAI,DISTRICT,20 - 24,WIDOWED,50,37,13,0,48,35,13,0,2,2,0,0
CHAGAI,DISTRICT,25 - 29,DIVORCED,19,12,7,0,16,12,4,0,3,0,3,0
CHAGAI,DISTRICT,25 - 29,MARRIED,11986,6611,5375,0,11170,6091,5079,0,816,520,296,0
CHAGAI,DISTRICT,25 - 29,NEVER MARRIED,3978,1475,2502,1,3404,1250,2153,1,574,225,349,0
CHAGAI,DISTRICT,25 - 29,SEPERATION,8,6,2,0,7,5,2,0,1,1,0,0
CHAGAI,DISTRICT,25 - 29,WIDOWED,69,55,14,0,60,48,12,0,9,7,2,0
CHAGAI,DISTRICT,30 - 34,DIVORCED,19,15,4,0,18,14,4,0,1,1,0,0
CHAGAI,DISTRICT,30 - 34,MARRIED,11607,6048,5559,0,10780,5612,5168,0,827,436,391,0
CHAGAI,DISTRICT,30 - 34,NEVER MARRIED,1586,588,998,0,1309,486,823,0,277,102,175,0
CHAGAI,DISTRICT,30 - 34,SEPERATION,1,1,0,0,1,1,0,0,0,0,0,0
CHAGAI,DISTRICT,30 - 34,WIDOWED,116,92,24,0,105,83,22,0,11,9,2,0
CHAGAI,DISTRICT,35 - 39,DIVORCED,21,14,7,0,18,13,5,0,3,1,2,0
CHAGAI,DISTRICT,35 - 39,MARRIED,11398,5655,5743,0,10527,5190,5337,0,871,465,406,0
CHAGAI,DISTRICT,35 - 39,NEVER MARRIED,713,299,414,0,609,254,355,0,104,45,59,0
CHAGAI,DISTRICT,35 - 39,SEPERATION,9,2,7,0,6,2,4,0,3,0,3,0
CHAGAI,DISTRICT,35 - 39,WIDOWED,147,118,29,0,131,103,28,0,16,15,1,0
CHAGAI,DISTRICT,40 - 44,DIVORCED,13,9,4,0,10,8,2,0,3,1,2,0
CHAGAI,DISTRICT,40 - 44,MARRIED,10219,4500,5719,0,9332,4135,5197,0,887,365,522,0
CHAGAI,DISTRICT,40 - 44,NEVER MARRIED,360,159,201,0,284,124,160,0,76,35,41,0
CHAGAI,DISTRICT,40 - 44,SEPERATION,4,2,2,0,4,2,2,0,0,0,0,0
CHAGAI,DISTRICT,40 - 44,WIDOWED,220,183,37,0,198,166,32,0,22,17,5,0
CHAGAI,DISTRICT,45 - 49,DIVORCED,3,1,2,0,2,1,1,0,1,0,1,0
CHAGAI,DISTRICT,45 - 49,MARRIED,6508,2813,3695,0,5969,2593,3376,0,539,220,319,0
CHAGAI,DISTRICT,45 - 49,NEVER MARRIED,121,39,82,0,95,30,65,0,26,9,17,0
CHAGAI,DISTRICT,45 - 49,SEPERATION,4,2,2,0,4,2,2,0,0,0,0,0
CHAGAI,DISTRICT,45 - 49,WIDOWED,216,185,31,0,183,159,24,0,33,26,7,0
