name_admin_unit,part_of_district,admin_unit,hh_type,overall,rural,urban
NOWSHERA,NOWSHERA,TEHSIL,PAKKA,73832,49516,24316
NOWSHERA,NOWSHERA,TEHSIL,SEMI PAKKA,28738,24123,4615
NOWSHERA,NOWSHERA,TEHSIL,TOTAL,115855,85327,30528
OGHI,MANSEHRA,TEHSIL,KACHA,7873,7873,
OGHI,MANSEHRA,TEHSIL,PAKKA,24379,24379,
OGHI,MANSEHRA,TEHSIL,SEMI PAKKA,4984,4984,
OGHI,MANSEHRA,TEHSIL,TOTAL,37236,37236,
ORAKZAI,ORAKZAI,DISTRICT,KACHA,39790,39790,
ORAKZAI,ORAKZAI,DISTRICT,PAKKA,2256,2256,
ORAKZAI,ORAKZAI,DISTRICT,SEMI PAKKA,10058,10058,
ORAKZAI,ORAKZAI,DISTRICT,TOTAL,52104,52104,
PABBI,NOWSHERA,TEHSIL,KACHA,8851,8344,507
PABBI,NOWSHERA,TEHSIL,PAKKA,45896,39705,6191
PABBI,NOWSHERA,TEHSIL,SEMI PAKKA,22814,21248,1566
PABBI,NOWSHERA,TEHSIL,TOTAL,77561,69297,8264
PAHARPUR,DERA ISMAIL KHAN,TEHSIL,KACHA,18599,14765,3834
PAHARPUR,DERA ISMAIL KHAN,TEHSIL,PAKKA,27997,20190,7807
PAHARPUR,DERA ISMAIL KHAN,TEHSIL,SEMI PAKKA,12865,11044,1821
PAHARPUR,DERA ISMAIL KHAN,TEHSIL,TOTAL,59461,45999,13462
PALAS,KOLAI PALAS KOHISTAN,SUB-DIVISION,KACHA,14012,14012,
PALAS,KOLAI PALAS KOHISTAN,SUB-DIVISION,PAKKA,425,425,
PALAS,KOLAI PALAS KOHISTAN,SUB-DIVISION,SEMI PAKKA,233,233,
PALAS,KOLAI PALAS KOHISTAN,SUB-DIVISION,TOTAL,14670,14670,
PAROA,DERA ISMAIL KHAN,TEHSIL,KACHA,23504,20957,2547
PAROA,DERA ISMAIL KHAN,TEHSIL,PAKKA,15721,12714,3007
PAROA,DERA ISMAIL KHAN,TEHSIL,SEMI PAKKA,9553,8559,994
PAROA,DERA ISMAIL KHAN,TEHSIL,TOTAL,48778,42230,6548
PATTAN,LOWER KOHISTAN,SUB-DIVISION,KACHA,14254,14254,
PATTAN,LOWER KOHISTAN,SUB-DIVISION,PAKKA,5002,5002,
PATTAN,LOWER KOHISTAN,SUB-DIVISION,SEMI PAKKA,4339,4339,
PATTAN,LOWER KOHISTAN,SUB-DIVISION,TOTAL,23595,23595,
PESHAWAR,PESHAWAR,DISTRICT,KACHA,120786,104579,16207
PESHAWAR,PESHAWAR,DISTRICT,PAKKA,462558,218113,244445
PESHAWAR,PESHAWAR,DISTRICT,SEMI PAKKA,107632,92339,15293
PESHAWAR,PESHAWAR,DISTRICT,TOTAL,690976,415031,275945
PESHAWAR,PESHAWAR,TEHSIL,KACHA,21448,5241,16207
PESHAWAR,PESHAWAR,TEHSIL,PAKKA,263859,19414,244445
PESHAWAR,PESHAWAR,TEHSIL,SEMI PAKKA,20191,4898,15293
PESHAWAR,PESHAWAR,TEHSIL,TOTAL,305498,29553,275945
PINDIALI,MOHMAND,TEHSIL,KACHA,8913,8913,
PINDIALI,MOHMAND,TEHSIL,PAKKA,1321,1321,
PINDIALI,MOHMAND,TEHSIL,SEMI PAKKA,3130,3130,
PINDIALI,MOHMAND,TEHSIL,TOTAL,13364,13364,
PISHTA KHARA,PESHAWAR,TEHSIL,KACHA,20288,20288,
PISHTA KHARA,PESHAWAR,TEHSIL,PAKKA,37387,37387,
PISHTA KHARA,PESHAWAR,TEHSIL,SEMI PAKKA,13445,13445,
PISHTA KHARA,PESHAWAR,TEHSIL,TOTAL,71120,71120,
PRANG GHAR,MOHMAND,TEHSIL,KACHA,1382,1382,
PRANG GHAR,MOHMAND,TEHSIL,PAKKA,1742,1742,
PRANG GHAR,MOHMAND,TEHSIL,SEMI PAKKA,1161,1161,
PRANG GHAR,MOHMAND,TEHSIL,TOTAL,4285,4285,
PURAN,SHANGLA,TEHSIL,KACHA,6279,6279,
PURAN,SHANGLA,TEHSIL,PAKKA,12377,12377,
PURAN,SHANGLA,TEHSIL,SEMI PAKKA,6762,6762,
PURAN,SHANGLA,TEHSIL,TOTAL,25418,25418,
RAZAR,SWABI,TEHSIL,KACHA,6438,6367,71
RAZAR,SWABI,TEHSIL,PAKKA,78657,74849,3808
RAZAR,SWABI,TEHSIL,SEMI PAKKA,13436,13155,281
RAZAR,SWABI,TEHSIL,TOTAL,98531,94371,4160
RAZMAK,NORTH WAZIRISTAN,TEHSIL,KACHA,2819,2819,
RAZMAK,NORTH WAZIRISTAN,TEHSIL,PAKKA,405,405,
RAZMAK,NORTH WAZIRISTAN,TEHSIL,SEMI PAKKA,272,272,
RAZMAK,NORTH WAZIRISTAN,TEHSIL,TOTAL,3496,3496,
RUSTAM,MARDAN,TEHSIL,KACHA,4825,4825,
RUSTAM,MARDAN,TEHSIL,PAKKA,27832,27832,
RUSTAM,MARDAN,TEHSIL,SEMI PAKKA,8335,8335,
RUSTAM,MARDAN,TEHSIL,TOTAL,40992,40992,
SAFI,MOHMAND,TEHSIL,KACHA,6304,6304,
SAFI,MOHMAND,TEHSIL,PAKKA,1079,1079,
SAFI,MOHMAND,TEHSIL,SEMI PAKKA,3139,3139,
SAFI,MOHMAND,TEHSIL,TOTAL,10522,10522,
SALARZAI,BAJAUR,TEHSIL,KACHA,21668,21668,
SALARZAI,BAJAUR,TEHSIL,PAKKA,8626,8626,
SALARZAI,BAJAUR,TEHSIL,SEMI PAKKA,17271,17271,
SALARZAI,BAJAUR,TEHSIL,TOTAL,47565,47565,
SAM RANI ZAI,MALAKAND,SUB-DIVISION,KACHA,7117,7117,
SAM RANI ZAI,MALAKAND,SUB-DIVISION,PAKKA,35795,35795,
SAM RANI ZAI,MALAKAND,SUB-DIVISION,SEMI PAKKA,5706,5706,
SAM RANI ZAI,MALAKAND,SUB-DIVISION,TOTAL,48618,48618,
SAMARBAGH,LOWER DIR,SUB-DIVISION,KACHA,11183,11183,
SAMARBAGH,LOWER DIR,SUB-DIVISION,PAKKA,27926,27926,
SAMARBAGH,LOWER DIR,SUB-DIVISION,SEMI PAKKA,14361,14361,
SAMARBAGH,LOWER DIR,SUB-DIVISION,TOTAL,53470,53470,
SARAI NAURANG,LAKKI MARWAT,TEHSIL,KACHA,17476,17240,236
SARAI NAURANG,LAKKI MARWAT,TEHSIL,PAKKA,14261,11110,3151
SARAI NAURANG,LAKKI MARWAT,TEHSIL,SEMI PAKKA,6360,6023,337
SARAI NAURANG,LAKKI MARWAT,TEHSIL,TOTAL,38097,34373,3724
SARAROGHA,SOUTH WAZIRISTAN,TEHSIL,KACHA,22689,22689,
SARAROGHA,SOUTH WAZIRISTAN,TEHSIL,PAKKA,1969,1969,
SARAROGHA,SOUTH WAZIRISTAN,TEHSIL,SEMI PAKKA,7560,7560,
SARAROGHA,SOUTH WAZIRISTAN,TEHSIL,TOTAL,32218,32218,
SEO,UPPER KOHISTAN,SUB-DIVISION,KACHA,7315,7315,
SEO,UPPER KOHISTAN,SUB-DIVISION,PAKKA,1090,1090,
SEO,UPPER KOHISTAN,SUB-DIVISION,SEMI PAKKA,1776,1776,
SEO,UPPER KOHISTAN,SUB-DIVISION,TOTAL,10181,10181,
SERWEKAI,SOUTH WAZIRISTAN,TEHSIL,KACHA,7689,7689,
SERWEKAI,SOUTH WAZIRISTAN,TEHSIL,PAKKA,741,741,
SERWEKAI,SOUTH WAZIRISTAN,TEHSIL,SEMI PAKKA,3856,3856,
SERWEKAI,SOUTH WAZIRISTAN,TEHSIL,TOTAL,12286,12286,
SHABQADAR,CHARSADDA,TEHSIL,KACHA,10341,9188,1153
SHABQADAR,CHARSADDA,TEHSIL,PAKKA,41617,30263,11354
SHABQADAR,CHARSADDA,TEHSIL,SEMI PAKKA,11283,8583,2700
SHABQADAR,CHARSADDA,TEHSIL,TOTAL,63241,48034,15207
SHAH ALAM,PESHAWAR,TEHSIL,KACHA,9659,9659,
SHAH ALAM,PESHAWAR,TEHSIL,PAKKA,45798,45798,
SHAH ALAM,PESHAWAR,TEHSIL,SEMI PAKKA,21848,21848,
SHAH ALAM,PESHAWAR,TEHSIL,TOTAL,77305,77305,
SHAKTOI,SOUTH WAZIRISTAN,TEHSIL,KACHA,8231,8231,
SHAKTOI,SOUTH WAZIRISTAN,TEHSIL,PAKKA,149,149,
SHAKTOI,SOUTH WAZIRISTAN,TEHSIL,SEMI PAKKA,449,449,
SHAKTOI,SOUTH WAZIRISTAN,TEHSIL,TOTAL,8829,8829,
SHANGLA,SHANGLA,DISTRICT,KACHA,36749,36749,
SHANGLA,SHANGLA,DISTRICT,PAKKA,58042,58042,
SHANGLA,SHANGLA,DISTRICT,SEMI PAKKA,30749,30749,
SHANGLA,SHANGLA,DISTRICT,TOTAL,125540,125540,
SHARINGAL,UPPER DIR,SUB-DIVISION,KACHA,9241,9241,
SHARINGAL,UPPER DIR,SUB-DIVISION,PAKKA,4101,4101,
SHARINGAL,UPPER DIR,SUB-DIVISION,SEMI PAKKA,17382,17382,
SHARINGAL,UPPER DIR,SUB-DIVISION,TOTAL,30724,30724,
SHEWA,NORTH WAZIRISTAN,TEHSIL,KACHA,2879,2879,
SHEWA,NORTH WAZIRISTAN,TEHSIL,PAKKA,2740,2740,
SHEWA,NORTH WAZIRISTAN,TEHSIL,SEMI PAKKA,2037,2037,
SHEWA,NORTH WAZIRISTAN,TEHSIL,TOTAL,7656,7656,
SOUTH WAZIRISTAN,SOUTH WAZIRISTAN,DISTRICT,KACHA,149691,149691,
SOUTH WAZIRISTAN,SOUTH WAZIRISTAN,DISTRICT,PAKKA,5010,5010,
SOUTH WAZIRISTAN,SOUTH WAZIRISTAN,DISTRICT,SEMI PAKKA,23935,23935,
SOUTH WAZIRISTAN,SOUTH WAZIRISTAN,DISTRICT,TOTAL,178636,178636,
SPINWAM,NORTH WAZIRISTAN,TEHSIL,KACHA,3182,3182,
SPINWAM,NORTH WAZIRISTAN,TEHSIL,PAKKA,1694,1694,
SPINWAM,NORTH WAZIRISTAN,TEHSIL,SEMI PAKKA,2674,2674,
SPINWAM,NORTH WAZIRISTAN,TEHSIL,TOTAL,7550,7550,
SWABI,SWABI,DISTRICT,KACHA,24354,19376,4978
SWABI,SWABI,DISTRICT,PAKKA,215601,177369,38232
SWABI,SWABI,DISTRICT,SEMI PAKKA,39021,32910,6111
SWABI,SWABI,DISTRICT,TOTAL,278976,229655,49321
SWABI,SWABI,TEHSIL,KACHA,5316,2898,2418
SWABI,SWABI,TEHSIL,PAKKA,55683,34303,21380
SWABI,SWABI,TEHSIL,SEMI PAKKA,6363,3760,2603
SWABI,SWABI,TEHSIL,TOTAL,67362,40961,26401
SWAT,SWAT,DISTRICT,KACHA,71271,58608,12663
SWAT,SWAT,DISTRICT,PAKKA,256511,158086,98425
SWAT,SWAT,DISTRICT,SEMI PAKKA,53430,46465,6965
SWAT,SWAT,DISTRICT,TOTAL,381212,263159,118053
SWAT RANI ZAI,MALAKAND,SUB-DIVISION,KACHA,9424,8078,1346
SWAT RANI ZAI,MALAKAND,SUB-DIVISION,PAKKA,43022,35324,7698
SWAT RANI ZAI,MALAKAND,SUB-DIVISION,SEMI PAKKA,12054,10759,1295
SWAT RANI ZAI,MALAKAND,SUB-DIVISION,TOTAL,64500,54161,10339
TAKHT BHAI,MARDAN,TEHSIL,KACHA,18886,17875,1011
TAKHT BHAI,MARDAN,TEHSIL,PAKKA,73090,62878,10212
TAKHT BHAI,MARDAN,TEHSIL,SEMI PAKKA,15985,13886,2099
TAKHT BHAI,MARDAN,TEHSIL,TOTAL,107961,94639,13322
TAKHT-E-NASRATI,KARAK,TEHSIL,KACHA,8250,8250,
TAKHT-E-NASRATI,KARAK,TEHSIL,PAKKA,20248,20248,
TAKHT-E-NASRATI,KARAK,TEHSIL,SEMI PAKKA,5310,5310,
TAKHT-E-NASRATI,KARAK,TEHSIL,TOTAL,33808,33808,
TALL,HANGU,TEHSIL,KACHA,4310,3405,905
TALL,HANGU,TEHSIL,PAKKA,17870,14175,3695
TALL,HANGU,TEHSIL,SEMI PAKKA,5534,5039,495
TALL,HANGU,TEHSIL,TOTAL,27714,22619,5095
TANGI,CHARSADDA,TEHSIL,KACHA,10398,9865,533
TANGI,CHARSADDA,TEHSIL,PAKKA,50072,44724,5348
TANGI,CHARSADDA,TEHSIL,SEMI PAKKA,10602,9998,604
TANGI,CHARSADDA,TEHSIL,TOTAL,71072,64587,6485
TANK,TANK,DISTRICT,KACHA,29381,28931,450
TANK,TANK,DISTRICT,PAKKA,18867,12771,6096
TANK,TANK,DISTRICT,SEMI PAKKA,22315,21600,715
TANK,TANK,DISTRICT,TOTAL,70563,63302,7261
TANK,TANK,TEHSIL,KACHA,26169,25719,450
TANK,TANK,TEHSIL,PAKKA,17383,11287,6096
TANK,TANK,TEHSIL,SEMI PAKKA,19944,19229,715
TANK,TANK,TEHSIL,TOTAL,63496,56235,7261
TEMERGARA,LOWER DIR,SUB-DIVISION,KACHA,7877,7595,282
TEMERGARA,LOWER DIR,SUB-DIVISION,PAKKA,46730,41841,4889
TEMERGARA,LOWER DIR,SUB-DIVISION,SEMI PAKKA,17083,16181,902
TEMERGARA,LOWER DIR,SUB-DIVISION,TOTAL,71690,65617,6073
TIARZA,SOUTH WAZIRISTAN,TEHSIL,KACHA,12657,12657,
TIARZA,SOUTH WAZIRISTAN,TEHSIL,PAKKA,80,80,
TIARZA,SOUTH WAZIRISTAN,TEHSIL,SEMI PAKKA,2066,2066,
TIARZA,SOUTH WAZIRISTAN,TEHSIL,TOTAL,14803,14803,
TOI KHULLA,SOUTH WAZIRISTAN,TEHSIL,KACHA,19018,19018,
TOI KHULLA,SOUTH WAZIRISTAN,TEHSIL,PAKKA,141,141,
TOI KHULLA,SOUTH WAZIRISTAN,TEHSIL,SEMI PAKKA,1036,1036,
TOI KHULLA,SOUTH WAZIRISTAN,TEHSIL,TOTAL,20195,20195,
TOPI,SWABI,TEHSIL,KACHA,8629,6743,1886
TOPI,SWABI,TEHSIL,PAKKA,42865,34768,8097
TOPI,SWABI,TEHSIL,SEMI PAKKA,8188,6237,1951
TOPI,SWABI,TEHSIL,TOTAL,59682,47748,11934
TORGHAR,TORGHAR,DISTRICT,KACHA,11745,11745,
TORGHAR,TORGHAR,DISTRICT,PAKKA,3134,3134,
TORGHAR,TORGHAR,DISTRICT,SEMI PAKKA,14531,14531,
TORGHAR,TORGHAR,DISTRICT,TOTAL,29410,29410,
UPPER,ORAKZAI,TEHSIL,KACHA,14608,14608,
UPPER,ORAKZAI,TEHSIL,PAKKA,70,70,
UPPER,ORAKZAI,TEHSIL,SEMI PAKKA,3152,3152,
UPPER,ORAKZAI,TEHSIL,TOTAL,17830,17830,
UPPER CHITRAL,UPPER CHITRAL,DISTRICT,KACHA,12644,12644,
UPPER CHITRAL,UPPER CHITRAL,DISTRICT,PAKKA,1355,1355,
UPPER CHITRAL,UPPER CHITRAL,DISTRICT,SEMI PAKKA,12366,12366,
UPPER CHITRAL,UPPER CHITRAL,DISTRICT,TOTAL,26365,26365,
UPPER DIR,UPPER DIR,DISTRICT,KACHA,42818,40412,2406
UPPER DIR,UPPER DIR,DISTRICT,PAKKA,49087,46174,2913
UPPER DIR,UPPER DIR,DISTRICT,SEMI PAKKA,57631,56342,1289
UPPER DIR,UPPER DIR,DISTRICT,TOTAL,149536,142928,6608
UPPER KOHISTAN,UPPER KOHISTAN,DISTRICT,KACHA,31078,31078,
UPPER KOHISTAN,UPPER KOHISTAN,DISTRICT,PAKKA,5117,5117,
UPPER KOHISTAN,UPPER KOHISTAN,DISTRICT,SEMI PAKKA,27517,27517,
UPPER KOHISTAN,UPPER KOHISTAN,DISTRICT,TOTAL,63712,63712,
UPPER KURRAM,KURRAM,TEHSIL,KACHA,16253,16090,163
UPPER KURRAM,KURRAM,TEHSIL,PAKKA,12593,12011,582
UPPER KURRAM,KURRAM,TEHSIL,SEMI PAKKA,5272,5222,50
UPPER KURRAM,KURRAM,TEHSIL,TOTAL,34118,33323,795
UPPER MOHMAND,MOHMAND,TEHSIL,KACHA,6105,6105,
UPPER MOHMAND,MOHMAND,TEHSIL,PAKKA,226,226,
UPPER MOHMAND,MOHMAND,TEHSIL,SEMI PAKKA,961,961,
UPPER MOHMAND,MOHMAND,TEHSIL,TOTAL,7292,7292,
UTMAN KHEL,BAJAUR,TEHSIL,KACHA,8135,8135,
UTMAN KHEL,BAJAUR,TEHSIL,PAKKA,3475,3475,
UTMAN KHEL,BAJAUR,TEHSIL,SEMI PAKKA,4108,4108,
UTMAN KHEL,BAJAUR,TEHSIL,TOTAL,15718,15718,
WANA,SOUTH WAZIRISTAN,TEHSIL,KACHA,28252,28252,
WANA,SOUTH WAZIRISTAN,TEHSIL,PAKKA,1113,1113,
WANA,SOUTH WAZIRISTAN,TEHSIL,SEMI PAKKA,3735,3735,
WANA,SOUTH WAZIRISTAN,TEHSIL,TOTAL,33100,33100,
WARI,UPPER DIR,SUB-DIVISION,KACHA,12756,12756,
WARI,UPPER DIR,SUB-DIVISION,PAKKA,20962,20962,
WARI,UPPER DIR,SUB-DIVISION,SEMI PAKKA,17813,17813,
WARI,UPPER DIR,SUB-DIVISION,TOTAL,51531,51531,
WAZIR,BANNU,SUB-DIVISION,KACHA,3636,3636,
WAZIR,BANNU,SUB-DIVISION,PAKKA,571,571,
WAZIR,BANNU,SUB-DIVISION,SEMI PAKKA,1136,1136,
WAZIR,BANNU,SUB-DIVISION,TOTAL,5343,5343,
YAKE GHUND,MOHMAND,TEHSIL,KACHA,3947,3947,
YAKE GHUND,MOHMAND,TEHSIL,PAKKA,2574,2574,
YAKE GHUND,MOHMAND,TEHSIL,SEMI PAKKA,1819,1819,
YAKE GHUND,MOHMAND,TEHSIL,TOTAL,8340,8340,
