name_admin_unit,part_of_district,admin_unit,hh_type,overall,rural,urban
MANJHAND,JAMSHORO,TALUKA,SEMI PAKKA,3014,2245,769
MANJHAND,JAMSHORO,TALUKA,TOTAL,31713,27063,4650
MATIARI,MATIARI,DISTRICT,KACHA,62669,57078,5591
MATIARI,MATIARI,DISTRICT,PAKKA,75547,49334,26213
MATIARI,MATIARI,DISTRICT,SEMI PAKKA,20247,15987,4260
MATIARI,MATIARI,DISTRICT,TOTAL,158463,122399,36064
MATIARI,MATIARI,TALUKA,KACHA,30886,29231,1655
MATIARI,MATIARI,TALUKA,PAKKA,32353,26370,5983
MATIARI,MATIARI,TALUKA,SEMI PAKKA,7240,6129,1111
MATIARI,MATIARI,TALUKA,TOTAL,70479,61730,8749
MATLI,BADIN,TALUKA,KACHA,54620,48104,6516
MATLI,BADIN,TALUKA,PAKKA,29422,16005,13417
MATLI,BADIN,TALUKA,SEMI PAKKA,11222,8815,2407
MATLI,BADIN,TALUKA,TOTAL,95264,72924,22340
MAURIPUR,KEAMARI,SUB-DIVISION,KACHA,1729,,1729
MAURIPUR,KEAMARI,SUB-DIVISION,PAKKA,33260,,33260
MAURIPUR,KEAMARI,SUB-DIVISION,SEMI PAKKA,2380,,2380
MAURIPUR,KEAMARI,SUB-DIVISION,TOTAL,37369,,37369
MEHAR,DADU,TALUKA,KACHA,55477,50817,4660
MEHAR,DADU,TALUKA,PAKKA,29029,14749,14280
MEHAR,DADU,TALUKA,SEMI PAKKA,17406,13815,3591
MEHAR,DADU,TALUKA,TOTAL,101912,79381,22531
MEHRABPUR,NAUSHAHRO FEROZE,TALUKA,KACHA,18307,15480,2827
MEHRABPUR,NAUSHAHRO FEROZE,TALUKA,PAKKA,20808,11587,9221
MEHRABPUR,NAUSHAHRO FEROZE,TALUKA,SEMI PAKKA,9098,6425,2673
MEHRABPUR,NAUSHAHRO FEROZE,TALUKA,TOTAL,48213,33492,14721
MIRO KHAN,KAMBAR SHAHDAD KOT,TALUKA,KACHA,16305,13785,2520
MIRO KHAN,KAMBAR SHAHDAD KOT,TALUKA,PAKKA,7969,5316,2653
MIRO KHAN,KAMBAR SHAHDAD KOT,TALUKA,SEMI PAKKA,5065,3289,1776
MIRO KHAN,KAMBAR SHAHDAD KOT,TALUKA,TOTAL,29339,22390,6949
MIRPUR BATHORO,SUJAWAL,TALUKA,KACHA,29249,28495,754
MIRPUR BATHORO,SUJAWAL,TALUKA,PAKKA,10133,7323,2810
MIRPUR BATHORO,SUJAWAL,TALUKA,SEMI PAKKA,1765,1404,361
MIRPUR BATHORO,SUJAWAL,TALUKA,TOTAL,41147,37222,3925
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,KACHA,170466,157709,12757
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,PAKKA,104597,40870,63727
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,SEMI PAKKA,37923,29692,8231
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,TOTAL,312986,228271,84715
MIRPUR KHAS,MIRPUR KHAS,TALUKA,KACHA,1894,432,1462
MIRPUR KHAS,MIRPUR KHAS,TALUKA,PAKKA,43064,2275,40789
MIRPUR KHAS,MIRPUR KHAS,TALUKA,SEMI PAKKA,4595,1115,3480
MIRPUR KHAS,MIRPUR KHAS,TALUKA,TOTAL,49553,3822,45731
MIRPUR MATHELO,GHOTKI,TALUKA,KACHA,34197,32411,1786
MIRPUR MATHELO,GHOTKI,TALUKA,PAKKA,25626,14760,10866
MIRPUR MATHELO,GHOTKI,TALUKA,SEMI PAKKA,8046,6503,1543
MIRPUR MATHELO,GHOTKI,TALUKA,TOTAL,67869,53674,14195
MIRPUR SAKRO,THATTA,TALUKA,KACHA,41317,39486,1831
MIRPUR SAKRO,THATTA,TALUKA,PAKKA,25471,18874,6597
MIRPUR SAKRO,THATTA,TALUKA,SEMI PAKKA,2668,2265,403
MIRPUR SAKRO,THATTA,TALUKA,TOTAL,69456,60625,8831
MIRWAH,KHAIRPUR,TALUKA,KACHA,34186,26991,7195
MIRWAH,KHAIRPUR,TALUKA,PAKKA,22745,15231,7514
MIRWAH,KHAIRPUR,TALUKA,SEMI PAKKA,10345,7686,2659
MIRWAH,KHAIRPUR,TALUKA,TOTAL,67276,49908,17368
MITHI,THARPARKAR,TALUKA,KACHA,27233,24551,2682
MITHI,THARPARKAR,TALUKA,PAKKA,16477,7659,8818
MITHI,THARPARKAR,TALUKA,SEMI PAKKA,2695,2026,669
MITHI,THARPARKAR,TALUKA,TOTAL,46405,34236,12169
MODEL COLONY,KORANGI,SUB-DIVISION,KACHA,667,,667
MODEL COLONY,KORANGI,SUB-DIVISION,PAKKA,74134,,74134
MODEL COLONY,KORANGI,SUB-DIVISION,SEMI PAKKA,1582,,1582
MODEL COLONY,KORANGI,SUB-DIVISION,TOTAL,76383,,76383
MOMINABAD,KARACHI WEST,SUB-DIVISION,KACHA,798,,798
MOMINABAD,KARACHI WEST,SUB-DIVISION,PAKKA,164835,,164835
MOMINABAD,KARACHI WEST,SUB-DIVISION,SEMI PAKKA,8623,,8623
MOMINABAD,KARACHI WEST,SUB-DIVISION,TOTAL,174256,,174256
MORO,NAUSHAHRO FEROZE,TALUKA,KACHA,32459,28590,3869
MORO,NAUSHAHRO FEROZE,TALUKA,PAKKA,28022,12450,15572
MORO,NAUSHAHRO FEROZE,TALUKA,SEMI PAKKA,15387,10126,5261
MORO,NAUSHAHRO FEROZE,TALUKA,TOTAL,75868,51166,24702
MURAD MEMON,MALIR,SUB-DIVISION,KACHA,2699,1864,835
MURAD MEMON,MALIR,SUB-DIVISION,PAKKA,68699,26375,42324
MURAD MEMON,MALIR,SUB-DIVISION,SEMI PAKKA,3998,2202,1796
MURAD MEMON,MALIR,SUB-DIVISION,TOTAL,75396,30441,44955
NAGAR PARKAR,THARPARKAR,TALUKA,KACHA,49853,48174,1679
NAGAR PARKAR,THARPARKAR,TALUKA,PAKKA,4278,3619,659
NAGAR PARKAR,THARPARKAR,TALUKA,SEMI PAKKA,1317,1127,190
NAGAR PARKAR,THARPARKAR,TALUKA,TOTAL,55448,52920,2528
NARA,KHAIRPUR,TALUKA,KACHA,25687,20994,4693
NARA,KHAIRPUR,TALUKA,PAKKA,4624,2391,2233
NARA,KHAIRPUR,TALUKA,SEMI PAKKA,2600,1699,901
NARA,KHAIRPUR,TALUKA,TOTAL,32911,25084,7827
NASIRABAD,KAMBAR SHAHDAD KOT,TALUKA,KACHA,14512,13608,904
NASIRABAD,KAMBAR SHAHDAD KOT,TALUKA,PAKKA,9230,5171,4059
NASIRABAD,KAMBAR SHAHDAD KOT,TALUKA,SEMI PAKKA,6028,4436,1592
NASIRABAD,KAMBAR SHAHDAD KOT,TALUKA,TOTAL,29770,23215,6555
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,KACHA,128251,112640,15611
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,PAKKA,125417,68119,57298
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,SEMI PAKKA,66100,50429,15671
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,TOTAL,319768,231188,88580
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,TALUKA,KACHA,28627,22998,5629
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,TALUKA,PAKKA,32600,14151,18449
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,TALUKA,SEMI PAKKA,12431,8030,4401
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,TALUKA,TOTAL,73658,45179,28479
NAWABSHAH,SHAHEED BENAZIRABAD,TALUKA,KACHA,17870,12388,5482
NAWABSHAH,SHAHEED BENAZIRABAD,TALUKA,PAKKA,54326,6627,47699
NAWABSHAH,SHAHEED BENAZIRABAD,TALUKA,SEMI PAKKA,9780,3200,6580
NAWABSHAH,SHAHEED BENAZIRABAD,TALUKA,TOTAL,81976,22215,59761
NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,KACHA,460,,460
NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,PAKKA,93577,,93577
NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,SEMI PAKKA,2238,,2238
NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,TOTAL,96275,,96275
NEW KARACHI,KARACHI CENTRAL,SUB-DIVISION,KACHA,1110,,1110
NEW KARACHI,KARACHI CENTRAL,SUB-DIVISION,PAKKA,185484,,185484
NEW KARACHI,KARACHI CENTRAL,SUB-DIVISION,SEMI PAKKA,9894,,9894
NEW KARACHI,KARACHI CENTRAL,SUB-DIVISION,TOTAL,196488,,196488
NEW SUKKUR,SUKKUR,TALUKA,KACHA,10541,3699,6842
NEW SUKKUR,SUKKUR,TALUKA,PAKKA,33721,2793,30928
NEW SUKKUR,SUKKUR,TALUKA,SEMI PAKKA,8114,1214,6900
NEW SUKKUR,SUKKUR,TALUKA,TOTAL,52376,7706,44670
NORTH NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,KACHA,1841,,1841
NORTH NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,PAKKA,149063,,149063
NORTH NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,SEMI PAKKA,3362,,3362
NORTH NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,TOTAL,154266,,154266
ORANGI,KARACHI WEST,SUB-DIVISION,KACHA,406,,406
ORANGI,KARACHI WEST,SUB-DIVISION,PAKKA,89142,,89142
ORANGI,KARACHI WEST,SUB-DIVISION,SEMI PAKKA,5580,,5580
ORANGI,KARACHI WEST,SUB-DIVISION,TOTAL,95128,,95128
PANO AQIL,SUKKUR,TALUKA,KACHA,29472,28397,1075
PANO AQIL,SUKKUR,TALUKA,PAKKA,43894,29163,14731
PANO AQIL,SUKKUR,TALUKA,SEMI PAKKA,13974,12101,1873
PANO AQIL,SUKKUR,TALUKA,TOTAL,87340,69661,17679
PITHORO,UMER KOT,TALUKA,KACHA,19603,18333,1270
PITHORO,UMER KOT,TALUKA,PAKKA,4317,3273,1044
PITHORO,UMER KOT,TALUKA,SEMI PAKKA,1364,968,396
PITHORO,UMER KOT,TALUKA,TOTAL,25284,22574,2710
QASIMABAD,HYDERABAD,TALUKA,KACHA,5911,,5911
QASIMABAD,HYDERABAD,TALUKA,PAKKA,52801,,52801
QASIMABAD,HYDERABAD,TALUKA,SEMI PAKKA,3818,,3818
QASIMABAD,HYDERABAD,TALUKA,TOTAL,62530,,62530
QUBO SAEED KHAN,KAMBAR SHAHDAD KOT,TALUKA,KACHA,14853,10718,4135
QUBO SAEED KHAN,KAMBAR SHAHDAD KOT,TALUKA,PAKKA,1709,842,867
QUBO SAEED KHAN,KAMBAR SHAHDAD KOT,TALUKA,SEMI PAKKA,2079,1210,869
QUBO SAEED KHAN,KAMBAR SHAHDAD KOT,TALUKA,TOTAL,18641,12770,5871
RATODERO,LARKANA,TALUKA,KACHA,34653,29239,5414
RATODERO,LARKANA,TALUKA,PAKKA,24261,9769,14492
RATODERO,LARKANA,TALUKA,SEMI PAKKA,11618,6611,5007
RATODERO,LARKANA,TALUKA,TOTAL,70532,45619,24913
ROHRI,SUKKUR,TALUKA,KACHA,28219,25984,2235
ROHRI,SUKKUR,TALUKA,PAKKA,25217,14045,11172
ROHRI,SUKKUR,TALUKA,SEMI PAKKA,9441,7359,2082
ROHRI,SUKKUR,TALUKA,TOTAL,62877,47388,15489
SADDAR,KARACHI SOUTH,SUB-DIVISION,KACHA,152,,152
SADDAR,KARACHI SOUTH,SUB-DIVISION,PAKKA,27707,,27707
SADDAR,KARACHI SOUTH,SUB-DIVISION,SEMI PAKKA,639,,639
SADDAR,KARACHI SOUTH,SUB-DIVISION,TOTAL,28498,,28498
SAEEDABAD,MATIARI,TALUKA,KACHA,13779,13325,454
SAEEDABAD,MATIARI,TALUKA,PAKKA,16337,12846,3491
SAEEDABAD,MATIARI,TALUKA,SEMI PAKKA,5019,4773,246
SAEEDABAD,MATIARI,TALUKA,TOTAL,35135,30944,4191
SAKRAND,SHAHEED BENAZIRABAD,TALUKA,KACHA,37207,34759,2448
SAKRAND,SHAHEED BENAZIRABAD,TALUKA,PAKKA,30825,22671,8154
SAKRAND,SHAHEED BENAZIRABAD,TALUKA,SEMI PAKKA,13459,10861,2598
SAKRAND,SHAHEED BENAZIRABAD,TALUKA,TOTAL,81491,68291,13200
SALEHPAT,SUKKUR,TALUKA,KACHA,18444,15434,3010
SALEHPAT,SUKKUR,TALUKA,PAKKA,3913,2511,1402
SALEHPAT,SUKKUR,TALUKA,SEMI PAKKA,3765,2692,1073
SALEHPAT,SUKKUR,TALUKA,TOTAL,26122,20637,5485
SAMARO,UMER KOT,TALUKA,KACHA,26599,26373,226
SAMARO,UMER KOT,TALUKA,PAKKA,4962,3709,1253
SAMARO,UMER KOT,TALUKA,SEMI PAKKA,2271,1937,334
SAMARO,UMER KOT,TALUKA,TOTAL,33832,32019,1813
SANGHAR,SANGHAR,DISTRICT,KACHA,207883,190296,17587
SANGHAR,SANGHAR,DISTRICT,PAKKA,149449,74835,74614
SANGHAR,SANGHAR,DISTRICT,SEMI PAKKA,49605,35662,13943
SANGHAR,SANGHAR,DISTRICT,TOTAL,406937,300793,106144
SANGHAR,SANGHAR,TALUKA,KACHA,50314,47325,2989
SANGHAR,SANGHAR,TALUKA,PAKKA,25378,14876,10502
SANGHAR,SANGHAR,TALUKA,SEMI PAKKA,9167,6460,2707
SANGHAR,SANGHAR,TALUKA,TOTAL,84859,68661,16198
SEHWAN,JAMSHORO,TALUKA,KACHA,25988,22786,3202
SEHWAN,JAMSHORO,TALUKA,PAKKA,23228,9419,13809
SEHWAN,JAMSHORO,TALUKA,SEMI PAKKA,13013,8175,4838
SEHWAN,JAMSHORO,TALUKA,TOTAL,62229,40380,21849
SHAH BUNDER,SUJAWAL,TALUKA,KACHA,29027,27588,1439
SHAH BUNDER,SUJAWAL,TALUKA,PAKKA,2755,1071,1684
SHAH BUNDER,SUJAWAL,TALUKA,SEMI PAKKA,800,276,524
SHAH BUNDER,SUJAWAL,TALUKA,TOTAL,32582,28935,3647
SHAH FAISAL,KORANGI,SUB-DIVISION,KACHA,1115,,1115
SHAH FAISAL,KORANGI,SUB-DIVISION,PAKKA,91106,,91106
SHAH FAISAL,KORANGI,SUB-DIVISION,SEMI PAKKA,1460,,1460
SHAH FAISAL,KORANGI,SUB-DIVISION,TOTAL,93681,,93681
SHAH MUREED,MALIR,SUB-DIVISION,KACHA,1501,1501,
SHAH MUREED,MALIR,SUB-DIVISION,PAKKA,6046,6046,
SHAH MUREED,MALIR,SUB-DIVISION,SEMI PAKKA,668,668,
SHAH MUREED,MALIR,SUB-DIVISION,TOTAL,8215,8215,
SHAHDAD KOT,KAMBAR SHAHDAD KOT,TALUKA,KACHA,16325,12947,3378
SHAHDAD KOT,KAMBAR SHAHDAD KOT,TALUKA,PAKKA,17633,3892,13741
SHAHDAD KOT,KAMBAR SHAHDAD KOT,TALUKA,SEMI PAKKA,6331,2376,3955
SHAHDAD KOT,KAMBAR SHAHDAD KOT,TALUKA,TOTAL,40289,19215,21074
SHAHDADPUR,SANGHAR,TALUKA,KACHA,32200,26516,5684
SHAHDADPUR,SANGHAR,TALUKA,PAKKA,43978,18731,25247
SHAHDADPUR,SANGHAR,TALUKA,SEMI PAKKA,13240,7999,5241
SHAHDADPUR,SANGHAR,TALUKA,TOTAL,89418,53246,36172
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,KACHA,153332,137350,15982
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,PAKKA,134116,62619,71497
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,SEMI PAKKA,46908,33736,13172
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,TOTAL,334356,233705,100651
SHIKARPUR,SHIKARPUR,DISTRICT,KACHA,117500,107781,9719
SHIKARPUR,SHIKARPUR,DISTRICT,PAKKA,63071,29688,33383
SHIKARPUR,SHIKARPUR,DISTRICT,SEMI PAKKA,34253,25024,9229
SHIKARPUR,SHIKARPUR,DISTRICT,TOTAL,214824,162493,52331
SHIKARPUR,SHIKARPUR,TALUKA,KACHA,28417,23937,4480
SHIKARPUR,SHIKARPUR,TALUKA,PAKKA,30127,5962,24165
SHIKARPUR,SHIKARPUR,TALUKA,SEMI PAKKA,10042,4893,5149
SHIKARPUR,SHIKARPUR,TALUKA,TOTAL,68586,34792,33794
SHUJAABAD,MIRPUR KHAS,TALUKA,KACHA,20127,18902,1225
SHUJAABAD,MIRPUR KHAS,TALUKA,PAKKA,8365,5854,2511
SHUJAABAD,MIRPUR KHAS,TALUKA,SEMI PAKKA,7183,6506,677
SHUJAABAD,MIRPUR KHAS,TALUKA,TOTAL,35675,31262,4413
SINDH,,PROVINCE,KACHA,3265925,2878994,386931
SINDH,,PROVINCE,PAKKA,5690125,1285718,4404407
SINDH,,PROVINCE,SEMI PAKKA,906820,553971,352849
SINDH,,PROVINCE,TOTAL,9862870,4718683,5144187
SINDHRI,MIRPUR KHAS,TALUKA,KACHA,39454,36575,2879
SINDHRI,MIRPUR KHAS,TALUKA,PAKKA,7533,6944,589
SINDHRI,MIRPUR KHAS,TALUKA,SEMI PAKKA,4074,3643,431
SINDHRI,MIRPUR KHAS,TALUKA,TOTAL,51061,47162,3899
SINJHORO,SANGHAR,TALUKA,KACHA,33384,31461,1923
SINJHORO,SANGHAR,TALUKA,PAKKA,19639,13313,6326
SINJHORO,SANGHAR,TALUKA,SEMI PAKKA,8579,6833,1746
SINJHORO,SANGHAR,TALUKA,TOTAL,61602,51607,9995
SITE,KEAMARI,SUB-DIVISION,KACHA,743,,743
SITE,KEAMARI,SUB-DIVISION,PAKKA,62036,,62036
SITE,KEAMARI,SUB-DIVISION,SEMI PAKKA,2286,,2286
SITE,KEAMARI,SUB-DIVISION,TOTAL,65065,,65065
SOBHO DERO,KHAIRPUR,TALUKA,KACHA,20125,15145,4980
SOBHO DERO,KHAIRPUR,TALUKA,PAKKA,18357,9873,8484
SOBHO DERO,KHAIRPUR,TALUKA,SEMI PAKKA,9521,6886,2635
SOBHO DERO,KHAIRPUR,TALUKA,TOTAL,48003,31904,16099
SUJAWAL,SUJAWAL,DISTRICT,KACHA,128381,124312,4069
SUJAWAL,SUJAWAL,DISTRICT,PAKKA,25024,14419,10605
SUJAWAL,SUJAWAL,DISTRICT,SEMI PAKKA,5449,3758,1691
SUJAWAL,SUJAWAL,DISTRICT,TOTAL,158854,142489,16365
SUJAWAL,SUJAWAL,TALUKA,KACHA,28184,26934,1250
SUJAWAL,SUJAWAL,TALUKA,PAKKA,9326,4428,4898
SUJAWAL,SUJAWAL,TALUKA,SEMI PAKKA,2126,1470,656
SUJAWAL,SUJAWAL,TALUKA,TOTAL,39636,32832,6804
SUJAWAL JUNEJO,KAMBAR SHAHDAD KOT,TALUKA,KACHA,14600,14600,
SUJAWAL JUNEJO,KAMBAR SHAHDAD KOT,TALUKA,PAKKA,4853,4853,
SUJAWAL JUNEJO,KAMBAR SHAHDAD KOT,TALUKA,SEMI PAKKA,3593,3593,
SUJAWAL JUNEJO,KAMBAR SHAHDAD KOT,TALUKA,TOTAL,23046,23046,
SUKKUR,SUKKUR,DISTRICT,KACHA,87637,73514,14123
SUKKUR,SUKKUR,DISTRICT,PAKKA,143107,48512,94595
SUKKUR,SUKKUR,DISTRICT,SEMI PAKKA,37844,23366,14478
SUKKUR,SUKKUR,DISTRICT,TOTAL,268588,145392,123196
SUKKUR CITY,SUKKUR,TALUKA,KACHA,961,,961
SUKKUR CITY,SUKKUR,TALUKA,PAKKA,36362,,36362
SUKKUR CITY,SUKKUR,TALUKA,SEMI PAKKA,2550,,2550
SUKKUR CITY,SUKKUR,TALUKA,TOTAL,39873,,39873
TALHAR,BADIN,TALUKA,KACHA,28765,24129,4636
TALHAR,BADIN,TALUKA,PAKKA,7796,3635,4161
TALHAR,BADIN,TALUKA,SEMI PAKKA,2715,968,1747
TALHAR,BADIN,TALUKA,TOTAL,39276,28732,10544
TANDO ADAM,SANGHAR,TALUKA,KACHA,25192,24014,1178
TANDO ADAM,SANGHAR,TALUKA,PAKKA,35869,10819,25050
TANDO ADAM,SANGHAR,TALUKA,SEMI PAKKA,9673,7090,2583
TANDO ADAM,SANGHAR,TALUKA,TOTAL,70734,41923,28811
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,KACHA,87994,74318,13676
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,PAKKA,69813,35627,34186
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,SEMI PAKKA,19664,13722,5942
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,TOTAL,177471,123667,53804
TANDO ALLAHYAR,TANDO ALLAHYAR,TALUKA,KACHA,29738,22194,7544
TANDO ALLAHYAR,TANDO ALLAHYAR,TALUKA,PAKKA,41632,11504,30128
TANDO ALLAHYAR,TANDO ALLAHYAR,TALUKA,SEMI PAKKA,8654,4058,4596
TANDO ALLAHYAR,TANDO ALLAHYAR,TALUKA,TOTAL,80024,37756,42268
TANDO BAGO,BADIN,TALUKA,KACHA,69204,62406,6798
TANDO BAGO,BADIN,TALUKA,PAKKA,15559,9280,6279
TANDO BAGO,BADIN,TALUKA,SEMI PAKKA,5595,4035,1560
TANDO BAGO,BADIN,TALUKA,TOTAL,90358,75721,14637
TANDO GHULAM HYDER,TANDO MUHAMMAD KHAN,TALUKA,KACHA,28825,24569,4256
TANDO GHULAM HYDER,TANDO MUHAMMAD KHAN,TALUKA,PAKKA,7999,5791,2208
TANDO GHULAM HYDER,TANDO MUHAMMAD KHAN,TALUKA,SEMI PAKKA,3484,2381,1103
TANDO GHULAM HYDER,TANDO MUHAMMAD KHAN,TALUKA,TOTAL,40308,32741,7567
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,KACHA,89149,79708,9441
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,PAKKA,41358,23530,17828
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,SEMI PAKKA,13291,9300,3991
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,TOTAL,143798,112538,31260
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,TALUKA,KACHA,25662,21002,4660
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,TALUKA,PAKKA,23132,8031,15101
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,TALUKA,SEMI PAKKA,5962,3345,2617
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,TALUKA,TOTAL,54756,32378,22378
TANGWANI,KASHMORE,TALUKA,KACHA,42289,40416,1873
TANGWANI,KASHMORE,TALUKA,PAKKA,10356,8614,1742
TANGWANI,KASHMORE,TALUKA,SEMI PAKKA,5110,4280,830
TANGWANI,KASHMORE,TALUKA,TOTAL,57755,53310,4445
THANO BULA KHAN,JAMSHORO,TALUKA,KACHA,12263,12183,80
THANO BULA KHAN,JAMSHORO,TALUKA,PAKKA,18366,14666,3700
THANO BULA KHAN,JAMSHORO,TALUKA,SEMI PAKKA,2509,2389,120
THANO BULA KHAN,JAMSHORO,TALUKA,TOTAL,33138,29238,3900
THARPARKAR,THARPARKAR,DISTRICT,KACHA,250008,240745,9263
THARPARKAR,THARPARKAR,DISTRICT,PAKKA,62495,46269,16226
THARPARKAR,THARPARKAR,DISTRICT,SEMI PAKKA,15081,13314,1767
THARPARKAR,THARPARKAR,DISTRICT,TOTAL,327584,300328,27256
THATTA,THATTA,DISTRICT,KACHA,123343,113624,9719
THATTA,THATTA,DISTRICT,PAKKA,71592,48912,22680
THATTA,THATTA,DISTRICT,SEMI PAKKA,11267,9960,1307
THATTA,THATTA,DISTRICT,TOTAL,206202,172496,33706
THATTA,THATTA,TALUKA,KACHA,37950,35331,2619
THATTA,THATTA,TALUKA,PAKKA,39514,24303,15211
THATTA,THATTA,TALUKA,SEMI PAKKA,6686,5844,842
THATTA,THATTA,TALUKA,TOTAL,84150,65478,18672
THUL,JACOBABAD,TALUKA,KACHA,60834,56191,4643
THUL,JACOBABAD,TALUKA,PAKKA,21964,11055,10909
THUL,JACOBABAD,TALUKA,SEMI PAKKA,12737,8273,4464
THUL,JACOBABAD,TALUKA,TOTAL,95535,75519,20016
UBAURO,GHOTKI,TALUKA,KACHA,28048,26802,1246
UBAURO,GHOTKI,TALUKA,PAKKA,28632,22415,6217
UBAURO,GHOTKI,TALUKA,SEMI PAKKA,11434,10049,1385
UBAURO,GHOTKI,TALUKA,TOTAL,68114,59266,8848
UMER KOT,UMER KOT,DISTRICT,KACHA,148169,132562,15607
UMER KOT,UMER KOT,DISTRICT,PAKKA,59498,28436,31062
UMER KOT,UMER KOT,DISTRICT,SEMI PAKKA,14895,10108,4787
UMER KOT,UMER KOT,DISTRICT,TOTAL,222562,171106,51456
UMER KOT,UMER KOT,TALUKA,KACHA,73772,61165,12607
UMER KOT,UMER KOT,TALUKA,PAKKA,37503,13847,23656
UMER KOT,UMER KOT,TALUKA,SEMI PAKKA,8261,4691,3570
UMER KOT,UMER KOT,TALUKA,TOTAL,119536,79703,39833
WARAH,KAMBAR SHAHDAD KOT,TALUKA,KACHA,29622,22521,7101
WARAH,KAMBAR SHAHDAD KOT,TALUKA,PAKKA,12268,7180,5088
WARAH,KAMBAR SHAHDAD KOT,TALUKA,SEMI PAKKA,6725,5047,1678
WARAH,KAMBAR SHAHDAD KOT,TALUKA,TOTAL,48615,34748,13867
