name_admin_unit,part_of_district,admin_unit,region,households,res_st_owned,res_st_rented,res_st_rent_free,res_st_govt,res_st_non_govt,res_st_other,owner_gender_male,owner_gender_female,no_rooms_one,no_rooms_two,no_rooms_three,no_rooms_grtreq_four
LOWER KURRAM,KURRAM,TEHSIL,OVERALL,19319,13572,3822,1693,151,11,70,17890,1197,4054,6084,3689,5492
LOWER KURRAM,KURRAM,TEHSIL,RURAL,15376,11318,2460,1538,9,6,45,14223,1093,3458,5121,2883,3914
LOWER KURRAM,KURRAM,TEHSIL,URBAN,3943,2254,1362,155,142,5,25,3667,104,596,963,806,1578
UPPER KURRAM,KURRAM,TEHSIL,OVERALL,34118,28461,3384,1887,269,26,91,32291,1441,6162,8805,6934,12217
UPPER KURRAM,KURRAM,TEHSIL,RURAL,33323,28239,2822,1880,268,26,88,31533,1408,6119,8617,6687,11900
UPPER KURRAM,KURRAM,TEHSIL,URBAN,795,222,562,7,1,,3,758,33,43,188,247,317
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,OVERALL,131800,123454,5509,2164,136,105,432,128709,2418,31745,40151,28080,31824
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,RURAL,117906,112699,2640,2026,71,105,365,115162,2203,29778,35856,24643,27629
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,URBAN,13894,10755,2869,138,65,,67,13547,215,1967,4295,3437,4195
BETTANI,LAKKI MARWAT,SUB-DIVISION,OVERALL,5016,4976,9,26,1,1,3,4959,52,676,1425,1278,1637
BETTANI,LAKKI MARWAT,SUB-DIVISION,RURAL,5016,4976,9,26,1,1,3,4959,52,676,1425,1278,1637
BETTANI,LAKKI MARWAT,SUB-DIVISION,URBAN,,,,,,,,,,,,,
GHAZNI KHEL,LAKKI MARWAT,TEHSIL,OVERALL,43615,42154,809,392,48,73,139,42219,1136,13279,13251,8414,8671
GHAZNI KHEL,LAKKI MARWAT,TEHSIL,RURAL,43615,42154,809,392,48,73,139,42219,1136,13279,13251,8414,8671
GHAZNI KHEL,LAKKI MARWAT,TEHSIL,URBAN,,,,,,,,,,,,,
LAKKI MARWAT,LAKKI MARWAT,TEHSIL,OVERALL,45072,42625,2048,263,41,11,84,44276,660,9780,14289,9754,11249
LAKKI MARWAT,LAKKI MARWAT,TEHSIL,RURAL,34902,34469,186,205,4,11,27,34364,496,8211,11145,7303,8243
LAKKI MARWAT,LAKKI MARWAT,TEHSIL,URBAN,10170,8156,1862,58,37,,57,9912,164,1569,3144,2451,3006
SARAI NAURANG,LAKKI MARWAT,TEHSIL,OVERALL,38097,33699,2643,1483,46,20,206,37255,570,8010,11186,8634,10267
SARAI NAURANG,LAKKI MARWAT,TEHSIL,RURAL,34373,31100,1636,1403,18,20,196,33620,519,7612,10035,7648,9078
SARAI NAURANG,LAKKI MARWAT,TEHSIL,URBAN,3724,2599,1007,80,28,,10,3635,51,398,1151,986,1189
LOWER CHITRAL,LOWER CHITRAL,DISTRICT,OVERALL,46028,42305,2401,1004,211,20,87,43847,1863,8103,13440,11204,13281
LOWER CHITRAL,LOWER CHITRAL,DISTRICT,RURAL,37673,35444,1206,914,26,15,68,36018,1546,7689,11747,9266,8971
LOWER CHITRAL,LOWER CHITRAL,DISTRICT,URBAN,8355,6861,1195,90,185,5,19,7829,317,414,1693,1938,4310
CHITRAL,LOWER CHITRAL,SUB-DIVISION,OVERALL,30425,28331,1454,380,196,12,52,28889,1276,3301,8748,8350,10026
