name_admin_unit,part_of_district,admin_unit,region,households,light_elect,light_solar,light_others,fuel_gas,fuel_lpgcng,fuel_firewood,fuel_others,sep_kitchen,no_kitchen
KORANGI,KORANGI,SUB-DIVISION,URBAN,207086,204781,1196,1109,195916,7367,2470,1333,156413,2882
LANDHI,KORANGI,SUB-DIVISION,OVERALL,115900,114308,876,716,113074,1228,1225,373,91496,1240
LANDHI,KORANGI,SUB-DIVISION,RURAL,,,,,,,,,,
LANDHI,KORANGI,SUB-DIVISION,URBAN,115900,114308,876,716,113074,1228,1225,373,91496,1240
MODEL COLONY,KORANGI,SUB-DIVISION,OVERALL,76383,75887,343,153,75335,565,314,169,60702,332
MODEL COLONY,KORANGI,SUB-DIVISION,RURAL,,,,,,,,,,
MODEL COLONY,KORANGI,SUB-DIVISION,URBAN,76383,75887,343,153,75335,565,314,169,60702,332
SHAH FAISAL,KORANGI,SUB-DIVISION,OVERALL,93681,92988,533,160,92257,628,596,200,76377,679
SHAH FAISAL,KORANGI,SUB-DIVISION,RURAL,,,,,,,,,,
SHAH FAISAL,KORANGI,SUB-DIVISION,URBAN,93681,92988,533,160,92257,628,596,200,76377,679
LARKANA,LARKANA,DISTRICT,OVERALL,321528,221259,76424,23845,148652,1992,106568,64316,169532,37196
LARKANA,LARKANA,DISTRICT,RURAL,177901,98087,59835,19979,34082,1073,85190,57556,85657,30566
LARKANA,LARKANA,DISTRICT,URBAN,143627,123172,16589,3866,114570,919,21378,6760,83875,6630
BAKRANI,LARKANA,TALUKA,OVERALL,48638,29570,16699,2369,6733,216,24777,16912,23651,5523
BAKRANI,LARKANA,TALUKA,RURAL,41557,25836,13930,1791,4413,211,21939,14994,20427,4803
BAKRANI,LARKANA,TALUKA,URBAN,7081,3734,2769,578,2320,5,2838,1918,3224,720
DOKRI,LARKANA,TALUKA,OVERALL,45083,25825,15070,4188,12260,141,21533,11149,21556,8238
DOKRI,LARKANA,TALUKA,RURAL,32678,16560,12188,3930,4021,34,18277,10346,15087,7551
DOKRI,LARKANA,TALUKA,URBAN,12405,9265,2882,258,8239,107,3256,803,6469,687
LARKANA,LARKANA,TALUKA,OVERALL,157275,116671,30036,10568,99181,1534,33506,23054,90827,12706
LARKANA,LARKANA,TALUKA,RURAL,58047,28565,21710,7772,13191,787,23128,20941,27646,10504
LARKANA,LARKANA,TALUKA,URBAN,99228,88106,8326,2796,85990,747,10378,2113,63181,2202
RATODERO,LARKANA,TALUKA,OVERALL,70532,49193,14619,6720,30478,101,26752,13201,33498,10729
RATODERO,LARKANA,TALUKA,RURAL,45619,27126,12007,6486,12457,41,21846,11275,22497,7708
RATODERO,LARKANA,TALUKA,URBAN,24913,22067,2612,234,18021,60,4906,1926,11001,3021
MALIR,MALIR,DISTRICT,OVERALL,421426,383812,20393,17221,319232,25368,73097,3729,309142,14519
MALIR,MALIR,DISTRICT,RURAL,226404,192368,18262,15774,138811,18608,66185,2800,164237,11293
MALIR,MALIR,DISTRICT,URBAN,195022,191444,2131,1447,180421,6760,6912,929,144905,3226
AIRPORT,MALIR,SUB-DIVISION,OVERALL,42700,41937,483,280,40430,932,1134,204,30304,539
AIRPORT,MALIR,SUB-DIVISION,RURAL,,,,,,,,,,
AIRPORT,MALIR,SUB-DIVISION,URBAN,42700,41937,483,280,40430,932,1134,204,30304,539
BIN QASIM,MALIR,SUB-DIVISION,OVERALL,58696,47489,5674,5533,39612,1650,16618,816,37462,3771
BIN QASIM,MALIR,SUB-DIVISION,RURAL,58696,47489,5674,5533,39612,1650,16618,816,37462,3771
BIN QASIM,MALIR,SUB-DIVISION,URBAN,,,,,,,,,,
GADAP,MALIR,SUB-DIVISION,OVERALL,22131,14009,3885,4237,3746,4737,13334,314,16744,1428
GADAP,MALIR,SUB-DIVISION,RURAL,22131,14009,3885,4237,3746,4737,13334,314,16744,1428
GADAP,MALIR,SUB-DIVISION,URBAN,,,,,,,,,,
IBRAHIM HYDRI,MALIR,SUB-DIVISION,OVERALL,214288,206918,5117,2253,179800,13193,19873,1422,161237,6192
IBRAHIM HYDRI,MALIR,SUB-DIVISION,RURAL,106921,101045,3923,1953,77184,10701,18044,992,80468,4276
IBRAHIM HYDRI,MALIR,SUB-DIVISION,URBAN,107367,105873,1194,300,102616,2492,1829,430,80769,1916
MURAD MEMON,MALIR,SUB-DIVISION,OVERALL,75396,69068,3105,3223,55618,4735,14384,659,57152,1915
MURAD MEMON,MALIR,SUB-DIVISION,RURAL,30441,25434,2651,2356,18243,1399,10435,364,23320,1144
MURAD MEMON,MALIR,SUB-DIVISION,URBAN,44955,43634,454,867,37375,3336,3949,295,33832,771
SHAH MUREED,MALIR,SUB-DIVISION,OVERALL,8215,4391,2129,1695,26,121,7754,314,6243,674
SHAH MUREED,MALIR,SUB-DIVISION,RURAL,8215,4391,2129,1695,26,121,7754,314,6243,674
SHAH MUREED,MALIR,SUB-DIVISION,URBAN,,,,,,,,,,
MATIARI,MATIARI,DISTRICT,OVERALL,158463,110093,15936,32434,42853,502,110733,4375,70935,51981
MATIARI,MATIARI,DISTRICT,RURAL,122399,80067,14016,28316,20280,139,98517,3463,50452,45833
MATIARI,MATIARI,DISTRICT,URBAN,36064,30026,1920,4118,22573,363,12216,912,20483,6148
HALA,MATIARI,TALUKA,OVERALL,52849,40356,3987,8506,19275,230,31701,1643,22705,19709
HALA,MATIARI,TALUKA,RURAL,29725,20789,2991,5945,5436,33,23376,880,9933,14542
HALA,MATIARI,TALUKA,URBAN,23124,19567,996,2561,13839,197,8325,763,12772,5167
MATIARI,MATIARI,TALUKA,OVERALL,70479,44515,7046,18918,15332,121,52727,2299,31565,21271
MATIARI,MATIARI,TALUKA,RURAL,61730,37857,6339,17534,9548,48,49961,2173,26351,20804
MATIARI,MATIARI,TALUKA,URBAN,8749,6658,707,1384,5784,73,2766,126,5214,467
SAEEDABAD,MATIARI,TALUKA,OVERALL,35135,25222,4903,5010,8246,151,26305,433,16665,11001
SAEEDABAD,MATIARI,TALUKA,RURAL,30944,21421,4686,4837,5296,58,25180,410,14168,10487
SAEEDABAD,MATIARI,TALUKA,URBAN,4191,3801,217,173,2950,93,1125,23,2497,514
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,OVERALL,312986,179617,24689,108680,51671,5132,247014,9169,141205,130995
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,RURAL,228271,105261,22188,100822,8519,918,210808,8026,86407,122395
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,URBAN,84715,74356,2501,7858,43152,4214,36206,1143,54798,8600
DIGRI,MIRPUR KHAS,TALUKA,OVERALL,43507,22745,3498,17264,131,1840,40491,1045,20969,17774
DIGRI,MIRPUR KHAS,TALUKA,RURAL,30186,12306,2772,15108,62,96,29218,810,11897,15219
DIGRI,MIRPUR KHAS,TALUKA,URBAN,13321,10439,726,2156,69,1744,11273,235,9072,2555
HUSSAIN BUX MARI,MIRPUR KHAS,TALUKA,OVERALL,32660,20863,3032,8765,2733,382,28765,780,15992,14026
HUSSAIN BUX MARI,MIRPUR KHAS,TALUKA,RURAL,32660,20863,3032,8765,2733,382,28765,780,15992,14026
HUSSAIN BUX MARI,MIRPUR KHAS,TALUKA,URBAN,,,,,,,,,,
JHUDO,MIRPUR KHAS,TALUKA,OVERALL,41817,19773,3690,18354,183,1044,36894,3696,17786,19065
JHUDO,MIRPUR KHAS,TALUKA,RURAL,30147,9929,3435,16783,115,36,26509,3487,10811,17973
JHUDO,MIRPUR KHAS,TALUKA,URBAN,11670,9844,255,1571,68,1008,10385,209,6975,1092
KOT GHULAM MUHAMMAD,MIRPUR KHAS,TALUKA,OVERALL,58713,25038,6354,27321,3505,426,53781,1001,22826,31135
KOT GHULAM MUHAMMAD,MIRPUR KHAS,TALUKA,RURAL,53032,20318,6182,26532,616,44,51397,975,19244,29961
KOT GHULAM MUHAMMAD,MIRPUR KHAS,TALUKA,URBAN,5681,4720,172,789,2889,382,2384,26,3582,1174
MIRPUR KHAS,MIRPUR KHAS,TALUKA,OVERALL,49553,46611,1218,1724,42281,1107,5657,508,33128,2252
MIRPUR KHAS,MIRPUR KHAS,TALUKA,RURAL,3822,3087,352,383,2218,172,1384,48,1922,814
MIRPUR KHAS,MIRPUR KHAS,TALUKA,URBAN,45731,43524,866,1341,40063,935,4273,460,31206,1438
SHUJAABAD,MIRPUR KHAS,TALUKA,OVERALL,35675,21410,3154,11111,2718,254,31929,774,11225,20496
SHUJAABAD,MIRPUR KHAS,TALUKA,RURAL,31262,17588,2983,10691,2664,126,27838,634,8801,19501
SHUJAABAD,MIRPUR KHAS,TALUKA,URBAN,4413,3822,171,420,54,128,4091,140,2424,995
SINDHRI,MIRPUR KHAS,TALUKA,OVERALL,51061,23177,3743,24141,120,79,49497,1365,19279,26247
SINDHRI,MIRPUR KHAS,TALUKA,RURAL,47162,21170,3432,22560,111,62,45697,1292,17740,24901
SINDHRI,MIRPUR KHAS,TALUKA,URBAN,3899,2007,311,1581,9,17,3800,73,1539,1346
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,OVERALL,319768,220706,60051,39011,89209,1180,215570,13809,154016,79536
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,RURAL,231188,143006,53491,34691,27216,525,192247,11200,105224,64303
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,URBAN,88580,77700,6560,4320,61993,655,23323,2609,48792,15233
BHIRIA,NAUSHAHRO FEROZE,TALUKA,OVERALL,59731,46273,7662,5796,15300,180,41769,2482,26254,14565
BHIRIA,NAUSHAHRO FEROZE,TALUKA,RURAL,46631,34549,6864,5218,5319,99,39085,2128,20612,11319
BHIRIA,NAUSHAHRO FEROZE,TALUKA,URBAN,13100,11724,798,578,9981,81,2684,354,5642,3246
KANDIARO,NAUSHAHRO FEROZE,TALUKA,OVERALL,62298,46064,11120,5114,13122,146,46145,2885,33073,12470
KANDIARO,NAUSHAHRO FEROZE,TALUKA,RURAL,54720,38718,10952,5050,7261,100,44499,2860,28318,11893
KANDIARO,NAUSHAHRO FEROZE,TALUKA,URBAN,7578,7346,168,64,5861,46,1646,25,4755,577
MEHRABPUR,NAUSHAHRO FEROZE,TALUKA,OVERALL,48213,32045,9988,6180,13377,115,34099,622,24988,11424
MEHRABPUR,NAUSHAHRO FEROZE,TALUKA,RURAL,33492,19269,8556,5667,2889,48,30132,423,15719,9786
MEHRABPUR,NAUSHAHRO FEROZE,TALUKA,URBAN,14721,12776,1432,513,10488,67,3967,199,9269,1638
MORO,NAUSHAHRO FEROZE,TALUKA,OVERALL,75868,48972,15260,11636,24520,438,46710,4200,36789,17740
MORO,NAUSHAHRO FEROZE,TALUKA,RURAL,51166,27095,13291,10780,6945,177,40556,3488,23067,13604
MORO,NAUSHAHRO FEROZE,TALUKA,URBAN,24702,21877,1969,856,17575,261,6154,712,13722,4136
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,TALUKA,OVERALL,73658,47352,16021,10285,22890,301,46847,3620,32912,23337
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,TALUKA,RURAL,45179,23375,13828,7976,4802,101,37975,2301,17508,17701
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,TALUKA,URBAN,28479,23977,2193,2309,18088,200,8872,1319,15404,5636
SANGHAR,SANGHAR,DISTRICT,OVERALL,406937,208544,82867,115526,94868,2102,296430,13537,189813,146393
SANGHAR,SANGHAR,DISTRICT,RURAL,300793,119125,74929,106739,26897,614,262590,10692,126569,128733
SANGHAR,SANGHAR,DISTRICT,URBAN,106144,89419,7938,8787,67971,1488,33840,2845,63244,17660
JAM NAWAZ ALI,SANGHAR,TALUKA,OVERALL,31724,13027,6491,12206,3677,34,26322,1691,12515,14354
JAM NAWAZ ALI,SANGHAR,TALUKA,RURAL,26563,10230,4988,11345,1265,30,24459,809,10381,12998
JAM NAWAZ ALI,SANGHAR,TALUKA,URBAN,5161,2797,1503,861,2412,4,1863,882,2134,1356
KHIPRO,SANGHAR,TALUKA,OVERALL,68600,26185,12350,30065,397,751,65496,1956,35442,28633
KHIPRO,SANGHAR,TALUKA,RURAL,58793,19133,11885,27775,125,67,56904,1697,29928,25602
KHIPRO,SANGHAR,TALUKA,URBAN,9807,7052,465,2290,272,684,8592,259,5514,3031
SANGHAR,SANGHAR,TALUKA,OVERALL,84859,39007,14935,30917,14829,489,66284,3257,38642,33153
SANGHAR,SANGHAR,TALUKA,RURAL,68661,24738,13885,30038,4711,108,60874,2968,28083,31565
SANGHAR,SANGHAR,TALUKA,URBAN,16198,14269,1050,879,10118,381,5410,289,10559,1588
SHAHDADPUR,SANGHAR,TALUKA,OVERALL,89418,48061,27803,13554,32643,435,53988,2352,43719,22347
SHAHDADPUR,SANGHAR,TALUKA,RURAL,53246,18858,23756,10632,8542,210,42877,1617,22774,16697
SHAHDADPUR,SANGHAR,TALUKA,URBAN,36172,29203,4047,2922,24101,225,11111,735,20945,5650
SINJHORO,SANGHAR,TALUKA,OVERALL,61602,31797,11406,18399,14074,87,44869,2572,25989,24097
SINJHORO,SANGHAR,TALUKA,RURAL,51607,23028,10979,17600,6773,65,42410,2359,20148,22282
SINJHORO,SANGHAR,TALUKA,URBAN,9995,8769,427,799,7301,22,2459,213,5841,1815
TANDO ADAM,SANGHAR,TALUKA,OVERALL,70734,50467,9882,10385,29248,306,39471,1709,33506,23809
TANDO ADAM,SANGHAR,TALUKA,RURAL,41923,23138,9436,9349,5481,134,35066,1242,15255,19589
TANDO ADAM,SANGHAR,TALUKA,URBAN,28811,27329,446,1036,23767,172,4405,467,18251,4220
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,OVERALL,334356,226009,65248,43099,86448,1718,234642,11548,149057,115810
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,RURAL,233705,140610,56442,36653,22157,307,201997,9244,88349,99305
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,URBAN,100651,85399,8806,6446,64291,1411,32645,2304,60708,16505
DAUR,SHAHEED BENAZIRABAD,TALUKA,OVERALL,97671,55230,24393,18048,8978,165,85912,2616,35226,47710
DAUR,SHAHEED BENAZIRABAD,TALUKA,RURAL,79128,41138,21679,16311,2284,75,74530,2239,26304,41924
DAUR,SHAHEED BENAZIRABAD,TALUKA,URBAN,18543,14092,2714,1737,6694,90,11382,377,8922,5786
KAZI AHMED,SHAHEED BENAZIRABAD,TALUKA,OVERALL,73218,52451,11611,9156,9117,272,60080,3749,32169,21725
KAZI AHMED,SHAHEED BENAZIRABAD,TALUKA,RURAL,64071,44873,10794,8404,4087,100,56812,3072,27943,19572
KAZI AHMED,SHAHEED BENAZIRABAD,TALUKA,URBAN,9147,7578,817,752,5030,172,3268,677,4226,2153
NAWABSHAH,SHAHEED BENAZIRABAD,TALUKA,OVERALL,81976,67296,9486,5194,48236,928,30891,1921,47491,17750
NAWABSHAH,SHAHEED BENAZIRABAD,TALUKA,RURAL,22215,14945,5269,2001,3766,20,17493,936,7693,11250
NAWABSHAH,SHAHEED BENAZIRABAD,TALUKA,URBAN,59761,52351,4217,3193,44470,908,13398,985,39798,6500
SAKRAND,SHAHEED BENAZIRABAD,TALUKA,OVERALL,81491,51032,19758,10701,20117,353,57759,3262,34171,28625
SAKRAND,SHAHEED BENAZIRABAD,TALUKA,RURAL,68291,39654,18700,9937,12020,112,53162,2997,26409,26559
SAKRAND,SHAHEED BENAZIRABAD,TALUKA,URBAN,13200,11378,1058,764,8097,241,4597,265,7762,2066
SHIKARPUR,SHIKARPUR,DISTRICT,OVERALL,214824,153167,37782,23875,53307,750,122212,38555,96185,47408
SHIKARPUR,SHIKARPUR,DISTRICT,RURAL,162493,104541,36159,21793,15524,328,110831,35810,70891,42429
SHIKARPUR,SHIKARPUR,DISTRICT,URBAN,52331,48626,1623,2082,37783,422,11381,2745,25294,4979
GARHI YASIN,SHIKARPUR,TALUKA,OVERALL,59269,42497,11570,5202,9755,108,36026,13380,30445,13410
GARHI YASIN,SHIKARPUR,TALUKA,RURAL,52355,35924,11268,5163,4821,69,34366,13099,26758,12563
GARHI YASIN,SHIKARPUR,TALUKA,URBAN,6914,6573,302,39,4934,39,1660,281,3687,847
KHANPUR,SHIKARPUR,TALUKA,OVERALL,43595,24711,11394,7490,4881,98,30585,8031,19446,13345
KHANPUR,SHIKARPUR,TALUKA,RURAL,39996,21282,11306,7408,2432,78,29614,7872,18259,12708
KHANPUR,SHIKARPUR,TALUKA,URBAN,3599,3429,88,82,2449,20,971,159,1187,637
LAKHI,SHIKARPUR,TALUKA,OVERALL,43374,30406,7666,5302,10094,256,25988,7036,13967,7904
LAKHI,SHIKARPUR,TALUKA,RURAL,35350,23737,6961,4652,5796,103,23101,6350,11218,6168
LAKHI,SHIKARPUR,TALUKA,URBAN,8024,6669,705,650,4298,153,2887,686,2749,1736
SHIKARPUR,SHIKARPUR,TALUKA,OVERALL,68586,55553,7152,5881,28577,288,29613,10108,32327,12749
SHIKARPUR,SHIKARPUR,TALUKA,RURAL,34792,23598,6624,4570,2475,78,23750,8489,14656,10990
SHIKARPUR,SHIKARPUR,TALUKA,URBAN,33794,31955,528,1311,26102,210,5863,1619,17671,1759
SUJAWAL,SUJAWAL,DISTRICT,OVERALL,158854,49451,21500,87903,13956,285,134642,9971,75387,65203
SUJAWAL,SUJAWAL,DISTRICT,RURAL,142489,35139,21021,86329,2919,240,129471,9859,65114,63207
SUJAWAL,SUJAWAL,DISTRICT,URBAN,16365,14312,479,1574,11037,45,5171,112,10273,1996
JATI,SUJAWAL,TALUKA,OVERALL,43323,7484,8635,27204,1646,38,39095,2544,19386,18441
JATI,SUJAWAL,TALUKA,RURAL,41334,5764,8599,26971,475,38,38306,2515,18417,18258
JATI,SUJAWAL,TALUKA,URBAN,1989,1720,36,233,1171,,789,29,969,183
KHARO CHAN,SUJAWAL,TALUKA,OVERALL,2166,3,708,1455,11,,2087,68,1433,460
KHARO CHAN,SUJAWAL,TALUKA,RURAL,2166,3,708,1455,11,,2087,68,1433,460
KHARO CHAN,SUJAWAL,TALUKA,URBAN,,,,,,,,,,
MIRPUR BATHORO,SUJAWAL,TALUKA,OVERALL,41147,14249,4900,21998,4346,157,33170,3474,19017,16774
MIRPUR BATHORO,SUJAWAL,TALUKA,RURAL,37222,10844,4619,21759,1323,128,32332,3439,16633,16176
MIRPUR BATHORO,SUJAWAL,TALUKA,URBAN,3925,3405,281,239,3023,29,838,35,2384,598
SHAH BUNDER,SUJAWAL,TALUKA,OVERALL,32582,6799,5572,20211,1958,4,28776,1844,19027,11548
SHAH BUNDER,SUJAWAL,TALUKA,RURAL,28935,3932,5435,19568,87,,27018,1830,16412,11047
SHAH BUNDER,SUJAWAL,TALUKA,URBAN,3647,2867,137,643,1871,4,1758,14,2615,501
SUJAWAL,SUJAWAL,TALUKA,OVERALL,39636,20916,1685,17035,5995,86,31514,2041,16524,17980
SUJAWAL,SUJAWAL,TALUKA,RURAL,32832,14596,1660,16576,1023,74,29728,2007,12219,17266
SUJAWAL,SUJAWAL,TALUKA,URBAN,6804,6320,25,459,4972,12,1786,34,4305,714
SUKKUR,SUKKUR,DISTRICT,OVERALL,268588,184390,56354,27844,110859,2431,150457,4841,129617,59884
SUKKUR,SUKKUR,DISTRICT,RURAL,145392,77952,44241,23199,19302,230,123021,2839,54521,46328
SUKKUR,SUKKUR,DISTRICT,URBAN,123196,106438,12113,4645,91557,2201,27436,2002,75096,13556
NEW SUKKUR,SUKKUR,TALUKA,OVERALL,52376,37809,10153,4414,28711,1343,20680,1642,25715,10174
NEW SUKKUR,SUKKUR,TALUKA,RURAL,7706,3568,2794,1344,1579,36,5964,127,1761,2543
NEW SUKKUR,SUKKUR,TALUKA,URBAN,44670,34241,7359,3070,27132,1307,14716,1515,23954,7631
PANO AQIL,SUKKUR,TALUKA,OVERALL,87340,53851,24178,9311,27759,163,57942,1476,35280,16063
PANO AQIL,SUKKUR,TALUKA,RURAL,69661,38041,22560,9060,12327,58,55870,1406,25176,14544
PANO AQIL,SUKKUR,TALUKA,URBAN,17679,15810,1618,251,15432,105,2072,70,10104,1519
ROHRI,SUKKUR,TALUKA,OVERALL,62877,38864,17331,6682,16327,231,45235,1084,28172,20408
ROHRI,SUKKUR,TALUKA,RURAL,47388,25430,15824,6134,5304,127,41071,886,19131,18931
ROHRI,SUKKUR,TALUKA,URBAN,15489,13434,1507,548,11023,104,4164,198,9041,1477
SALEHPAT,SUKKUR,TALUKA,OVERALL,26122,15457,3587,7078,888,10,24793,431,12356,11305
SALEHPAT,SUKKUR,TALUKA,RURAL,20637,10913,3063,6661,92,9,20116,420,8453,10310
SALEHPAT,SUKKUR,TALUKA,URBAN,5485,4544,524,417,796,1,4677,11,3903,995
SUKKUR CITY,SUKKUR,TALUKA,OVERALL,39873,38409,1105,359,37174,684,1807,208,28094,1934
SUKKUR CITY,SUKKUR,TALUKA,RURAL,,,,,,,,,,
SUKKUR CITY,SUKKUR,TALUKA,URBAN,39873,38409,1105,359,37174,684,1807,208,28094,1934
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,OVERALL,177471,122508,7837,47126,48077,412,122482,6500,73018,70397
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,RURAL,123667,79765,6168,37734,18812,134,99738,4983,44889,58270
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,URBAN,53804,42743,1669,9392,29265,278,22744,1517,28129,12127
CHAMBER,TANDO ALLAHYAR,TALUKA,OVERALL,47078,29160,1231,16687,6266,59,38166,2587,14581,24656
CHAMBER,TANDO ALLAHYAR,TALUKA,RURAL,39427,24340,952,14135,4579,46,32346,2456,12658,20636
CHAMBER,TANDO ALLAHYAR,TALUKA,URBAN,7651,4820,279,2552,1687,13,5820,131,1923,4020
JHANDO MARI,TANDO ALLAHYAR,TALUKA,OVERALL,50369,33317,3967,13085,7814,52,41502,1001,18442,23676
JHANDO MARI,TANDO ALLAHYAR,TALUKA,RURAL,46484,30431,3911,12142,7232,48,38228,976,17217,22023
JHANDO MARI,TANDO ALLAHYAR,TALUKA,URBAN,3885,2886,56,943,582,4,3274,25,1225,1653
TANDO ALLAHYAR,TANDO ALLAHYAR,TALUKA,OVERALL,80024,60031,2639,17354,33997,301,42814,2912,39995,22065
TANDO ALLAHYAR,TANDO ALLAHYAR,TALUKA,RURAL,37756,24994,1305,11457,7001,40,29164,1551,15014,15611
TANDO ALLAHYAR,TANDO ALLAHYAR,TALUKA,URBAN,42268,35037,1334,5897,26996,261,13650,1361,24981,6454
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,OVERALL,143798,57014,18984,67800,24961,319,103545,14973,55598,64351
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,RURAL,112538,36249,15536,60753,10213,52,88738,13535,42080,55655
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,URBAN,31260,20765,3448,7047,14748,267,14807,1438,13518,8696
BULRI SHAH KARIM,TANDO MUHAMMAD KHAN,TALUKA,OVERALL,48734,15680,7300,25754,4511,16,39048,5159,18495,24087
BULRI SHAH KARIM,TANDO MUHAMMAD KHAN,TALUKA,RURAL,47419,14872,7200,25347,3980,16,38502,4921,18025,23477
BULRI SHAH KARIM,TANDO MUHAMMAD KHAN,TALUKA,URBAN,1315,808,100,407,531,,546,238,470,610
TANDO GHULAM HYDER,TANDO MUHAMMAD KHAN,TALUKA,OVERALL,40308,11964,6754,21590,3362,21,31957,4968,15662,18810
TANDO GHULAM HYDER,TANDO MUHAMMAD KHAN,TALUKA,RURAL,32741,9461,4723,18557,2085,5,26172,4479,13323,15348
TANDO GHULAM HYDER,TANDO MUHAMMAD KHAN,TALUKA,URBAN,7567,2503,2031,3033,1277,16,5785,489,2339,3462
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,TALUKA,OVERALL,54756,29370,4930,20456,17088,282,32540,4846,21441,21454
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,TALUKA,RURAL,32378,11916,3613,16849,4148,31,24064,4135,10732,16830
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,TALUKA,URBAN,22378,17454,1317,3607,12940,251,8476,711,10709,4624
THARPARKAR,THARPARKAR,DISTRICT,OVERALL,327584,63581,42528,221475,1246,3495,310010,12833,168335,85850
THARPARKAR,THARPARKAR,DISTRICT,RURAL,300328,45264,41412,213652,1033,156,287064,12075,150900,82439
THARPARKAR,THARPARKAR,DISTRICT,URBAN,27256,18317,1116,7823,213,3339,22946,758,17435,3411
CHACHRO,THARPARKAR,TALUKA,OVERALL,63372,8305,10982,44085,205,19,60130,3018,31392,17135
CHACHRO,THARPARKAR,TALUKA,RURAL,58604,6315,10774,41515,186,14,55554,2850,29401,16180
CHACHRO,THARPARKAR,TALUKA,URBAN,4768,1990,208,2570,19,5,4576,168,1991,955
DAHLI,THARPARKAR,TALUKA,OVERALL,52739,3445,12493,36801,188,7,49142,3402,22667,8770
DAHLI,THARPARKAR,TALUKA,RURAL,51452,3204,12053,36195,185,7,47873,3387,22419,8433
DAHLI,THARPARKAR,TALUKA,URBAN,1287,241,440,606,3,,1269,15,248,337
DIPLO,THARPARKAR,TALUKA,OVERALL,32219,7866,3208,21145,170,209,31383,457,17817,5296
DIPLO,THARPARKAR,TALUKA,RURAL,29413,5593,3170,20650,130,40,28805,438,16123,4994
DIPLO,THARPARKAR,TALUKA,URBAN,2806,2273,38,495,40,169,2578,19,1694,302
ISLAMKOT,THARPARKAR,TALUKA,OVERALL,52507,14260,3589,34658,215,724,50088,1480,27320,15126
ISLAMKOT,THARPARKAR,TALUKA,RURAL,48809,11305,3471,34033,148,31,47316,1314,24931,14583
ISLAMKOT,THARPARKAR,TALUKA,URBAN,3698,2955,118,625,67,693,2772,166,2389,543
KALOI,THARPARKAR,TALUKA,OVERALL,24894,7470,2110,15314,87,20,24156,631,14092,10044
KALOI,THARPARKAR,TALUKA,RURAL,24894,7470,2110,15314,87,20,24156,631,14092,10044
KALOI,THARPARKAR,TALUKA,URBAN,,,,,,,,,,
MITHI,THARPARKAR,TALUKA,OVERALL,46405,20933,1914,23558,208,2496,42367,1334,33647,8634
MITHI,THARPARKAR,TALUKA,RURAL,34236,11049,1651,21536,128,29,33116,963,24292,7609
MITHI,THARPARKAR,TALUKA,URBAN,12169,9884,263,2022,80,2467,9251,371,9355,1025
NAGAR PARKAR,THARPARKAR,TALUKA,OVERALL,55448,1302,8232,45914,173,20,52744,2511,21400,20845
NAGAR PARKAR,THARPARKAR,TALUKA,RURAL,52920,328,8183,44409,169,15,50244,2492,19642,20596
NAGAR PARKAR,THARPARKAR,TALUKA,URBAN,2528,974,49,1505,4,5,2500,19,1758,249
THATTA,THATTA,DISTRICT,OVERALL,206202,92356,27686,86160,28493,891,170877,5941,130543,54362
THATTA,THATTA,DISTRICT,RURAL,172496,66694,25390,80412,10446,462,156276,5312,107253,50661
THATTA,THATTA,DISTRICT,URBAN,33706,25662,2296,5748,18047,429,14601,629,23290,3701
GHORABARI,THATTA,TALUKA,OVERALL,39609,12345,5381,21883,792,39,37873,905,21834,13715
GHORABARI,THATTA,TALUKA,RURAL,33406,10210,4138,19058,759,21,31810,816,17790,12115
GHORABARI,THATTA,TALUKA,URBAN,6203,2135,1243,2825,33,18,6063,89,4044,1600
KETI BUNDER,THATTA,TALUKA,OVERALL,12987,1473,4385,7129,24,,12782,181,10356,2350
KETI BUNDER,THATTA,TALUKA,RURAL,12987,1473,4385,7129,24,,12782,181,10356,2350
KETI BUNDER,THATTA,TALUKA,URBAN,,,,,,,,,,
