name_admin_unit,part_of_district,admin_unit,region,households,drink_wtr_improve,drink_wtr_inside,drink_wtr_outside,drink_wtr_tap,drink_wtr_motor,drink_wtr_well,drink_wtr_filter,drink_wtr_bottle,drink_wtr_other
KORANGI,KORANGI,SUB-DIVISION,URBAN,207086,201710,124477,82609,87893,51075,922,7795,12751,46650
LANDHI,KORANGI,SUB-DIVISION,OVERALL,115900,114312,74801,41099,47706,43404,515,9946,10072,4257
LANDHI,KORANGI,SUB-DIVISION,RURAL,,,,,,,,,,
LANDHI,KORANGI,SUB-DIVISION,URBAN,115900,114312,74801,41099,47706,43404,515,9946,10072,4257
MODEL COLONY,KORANGI,SUB-DIVISION,OVERALL,76383,74772,28027,48356,22191,14705,369,16201,17105,5812
MODEL COLONY,KORANGI,SUB-DIVISION,RURAL,,,,,,,,,,
MODEL COLONY,KORANGI,SUB-DIVISION,URBAN,76383,74772,28027,48356,22191,14705,369,16201,17105,5812
SHAH FAISAL,KORANGI,SUB-DIVISION,OVERALL,93681,92087,45257,48424,29329,22606,226,15844,23744,1932
SHAH FAISAL,KORANGI,SUB-DIVISION,RURAL,,,,,,,,,,
SHAH FAISAL,KORANGI,SUB-DIVISION,URBAN,93681,92087,45257,48424,29329,22606,226,15844,23744,1932
LARKANA,LARKANA,DISTRICT,OVERALL,321528,318020,305197,16331,128335,187412,465,277,681,4358
LARKANA,LARKANA,DISTRICT,RURAL,177901,175757,168833,9068,88525,86434,236,62,544,2100
LARKANA,LARKANA,DISTRICT,URBAN,143627,142263,136364,7263,39810,100978,229,215,137,2258
BAKRANI,LARKANA,TALUKA,OVERALL,48638,48423,45593,3045,21173,26980,43,14,215,213
BAKRANI,LARKANA,TALUKA,RURAL,41557,41347,38729,2828,19755,21332,34,14,214,208
BAKRANI,LARKANA,TALUKA,URBAN,7081,7076,6864,217,1418,5648,9,,1,5
DOKRI,LARKANA,TALUKA,OVERALL,45083,43816,41610,3473,24294,19093,46,2,39,1609
DOKRI,LARKANA,TALUKA,RURAL,32678,32113,30293,2385,17332,14723,32,,38,553
DOKRI,LARKANA,TALUKA,URBAN,12405,11703,11317,1088,6962,4370,14,2,1,1056
LARKANA,LARKANA,TALUKA,OVERALL,157275,156282,153880,3395,46591,109150,302,61,213,958
LARKANA,LARKANA,TALUKA,RURAL,58047,57180,56091,1956,25068,31798,113,44,177,847
LARKANA,LARKANA,TALUKA,URBAN,99228,99102,97789,1439,21523,77352,189,17,36,111
RATODERO,LARKANA,TALUKA,OVERALL,70532,69499,64114,6418,36277,32189,74,200,214,1578
RATODERO,LARKANA,TALUKA,RURAL,45619,45117,43720,1899,26370,18581,57,4,115,492
RATODERO,LARKANA,TALUKA,URBAN,24913,24382,20394,4519,9907,13608,17,196,99,1086
MALIR,MALIR,DISTRICT,OVERALL,421426,408301,291337,130089,236429,106146,5171,18435,21722,33523
MALIR,MALIR,DISTRICT,RURAL,226404,216227,144148,82256,124342,56677,3828,5652,7875,28030
MALIR,MALIR,DISTRICT,URBAN,195022,192074,147189,47833,112087,49469,1343,12783,13847,5493
AIRPORT,MALIR,SUB-DIVISION,OVERALL,42700,41738,19492,23208,19120,3530,859,7318,9713,2160
AIRPORT,MALIR,SUB-DIVISION,RURAL,,,,,,,,,,
AIRPORT,MALIR,SUB-DIVISION,URBAN,42700,41738,19492,23208,19120,3530,859,7318,9713,2160
BIN QASIM,MALIR,SUB-DIVISION,OVERALL,58696,56279,36990,21706,33252,15113,271,4022,1986,4052
BIN QASIM,MALIR,SUB-DIVISION,RURAL,58696,56279,36990,21706,33252,15113,271,4022,1986,4052
BIN QASIM,MALIR,SUB-DIVISION,URBAN,,,,,,,,,,
GADAP,MALIR,SUB-DIVISION,OVERALL,22131,19451,3110,19021,2209,7645,1577,617,3860,6223
GADAP,MALIR,SUB-DIVISION,RURAL,22131,19451,3110,19021,2209,7645,1577,617,3860,6223
GADAP,MALIR,SUB-DIVISION,URBAN,,,,,,,,,,
IBRAHIM HYDRI,MALIR,SUB-DIVISION,OVERALL,214288,210169,181472,32816,137045,61252,1355,1841,2791,10004
IBRAHIM HYDRI,MALIR,SUB-DIVISION,RURAL,106921,103541,85599,21322,68923,25587,1168,466,1587,9190
IBRAHIM HYDRI,MALIR,SUB-DIVISION,URBAN,107367,106628,95873,11494,68122,35665,187,1375,1204,814
MURAD MEMON,MALIR,SUB-DIVISION,OVERALL,75396,73466,49062,26334,42795,17272,977,4629,3354,6369
MURAD MEMON,MALIR,SUB-DIVISION,RURAL,30441,29758,17238,13203,17950,6998,680,539,424,3850
MURAD MEMON,MALIR,SUB-DIVISION,URBAN,44955,43708,31824,13131,24845,10274,297,4090,2930,2519
SHAH MUREED,MALIR,SUB-DIVISION,OVERALL,8215,7198,1211,7004,2008,1334,132,8,18,4715
SHAH MUREED,MALIR,SUB-DIVISION,RURAL,8215,7198,1211,7004,2008,1334,132,8,18,4715
SHAH MUREED,MALIR,SUB-DIVISION,URBAN,,,,,,,,,,
MATIARI,MATIARI,DISTRICT,OVERALL,158463,154538,131194,27269,81037,71438,514,1378,304,3792
MATIARI,MATIARI,DISTRICT,RURAL,122399,119574,103031,19368,68586,50138,398,520,60,2697
MATIARI,MATIARI,DISTRICT,URBAN,36064,34964,28163,7901,12451,21300,116,858,244,1095
HALA,MATIARI,TALUKA,OVERALL,52849,51317,40455,12394,23938,25784,279,1134,245,1469
HALA,MATIARI,TALUKA,RURAL,29725,28645,22549,7176,17087,10999,189,387,42,1021
HALA,MATIARI,TALUKA,URBAN,23124,22672,17906,5218,6851,14785,90,747,203,448
MATIARI,MATIARI,TALUKA,OVERALL,70479,68470,58243,12236,45850,22309,150,148,53,1969
MATIARI,MATIARI,TALUKA,RURAL,61730,60307,52034,9696,40893,19273,125,37,18,1384
MATIARI,MATIARI,TALUKA,URBAN,8749,8163,6209,2540,4957,3036,25,111,35,585
SAEEDABAD,MATIARI,TALUKA,OVERALL,35135,34751,32496,2639,11249,23345,85,96,6,354
SAEEDABAD,MATIARI,TALUKA,RURAL,30944,30622,28448,2496,10606,19866,84,96,,292
SAEEDABAD,MATIARI,TALUKA,URBAN,4191,4129,4048,143,643,3479,1,,6,62
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,OVERALL,312986,250859,131409,181577,116593,127241,10121,1899,2008,55124
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,RURAL,228271,171536,68275,159996,80752,87079,9466,517,694,49763
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,URBAN,84715,79323,63134,21581,35841,40162,655,1382,1314,5361
DIGRI,MIRPUR KHAS,TALUKA,OVERALL,43507,36458,17849,25658,20096,15261,2004,343,17,5786
DIGRI,MIRPUR KHAS,TALUKA,RURAL,30186,24223,8867,21319,12635,10709,1788,178,6,4870
DIGRI,MIRPUR KHAS,TALUKA,URBAN,13321,12235,8982,4339,7461,4552,216,165,11,916
HUSSAIN BUX MARI,MIRPUR KHAS,TALUKA,OVERALL,32660,25139,12081,20579,11207,13687,1224,8,25,6509
HUSSAIN BUX MARI,MIRPUR KHAS,TALUKA,RURAL,32660,25139,12081,20579,11207,13687,1224,8,25,6509
HUSSAIN BUX MARI,MIRPUR KHAS,TALUKA,URBAN,,,,,,,,,,
JHUDO,MIRPUR KHAS,TALUKA,OVERALL,41817,21746,12521,29296,12395,8459,1270,100,35,19558
JHUDO,MIRPUR KHAS,TALUKA,RURAL,30147,12165,5056,25091,6042,5618,1125,59,24,17279
JHUDO,MIRPUR KHAS,TALUKA,URBAN,11670,9581,7465,4205,6353,2841,145,41,11,2279
KOT GHULAM MUHAMMAD,MIRPUR KHAS,TALUKA,OVERALL,58713,44135,22820,35893,23664,19994,2066,21,16,12952
KOT GHULAM MUHAMMAD,MIRPUR KHAS,TALUKA,RURAL,53032,38704,18333,34699,19281,18949,2064,20,16,12702
KOT GHULAM MUHAMMAD,MIRPUR KHAS,TALUKA,URBAN,5681,5431,4487,1194,4383,1045,2,1,,250
MIRPUR KHAS,MIRPUR KHAS,TALUKA,OVERALL,49553,48198,39466,10087,13421,31645,182,1304,1630,1371
MIRPUR KHAS,MIRPUR KHAS,TALUKA,RURAL,3822,3709,1946,1876,766,2438,17,147,340,114
MIRPUR KHAS,MIRPUR KHAS,TALUKA,URBAN,45731,44489,37520,8211,12655,29207,165,1157,1290,1257
SHUJAABAD,MIRPUR KHAS,TALUKA,OVERALL,35675,32534,12821,22854,12340,19473,361,84,271,3146
SHUJAABAD,MIRPUR KHAS,TALUKA,RURAL,31262,28762,9681,21581,9953,18162,289,66,270,2522
SHUJAABAD,MIRPUR KHAS,TALUKA,URBAN,4413,3772,3140,1273,2387,1311,72,18,1,624
SINDHRI,MIRPUR KHAS,TALUKA,OVERALL,51061,42649,13851,37210,23470,18722,3014,39,14,5802
SINDHRI,MIRPUR KHAS,TALUKA,RURAL,47162,38834,12311,34851,20868,17516,2959,39,13,5767
SINDHRI,MIRPUR KHAS,TALUKA,URBAN,3899,3815,1540,2359,2602,1206,55,,1,35
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,OVERALL,319768,311355,297410,22358,128382,178489,970,2950,318,8659
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,RURAL,231188,224256,218105,13083,102305,121014,796,151,163,6759
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,URBAN,88580,87099,79305,9275,26077,57475,174,2799,155,1900
BHIRIA,NAUSHAHRO FEROZE,TALUKA,OVERALL,59731,57204,55297,4434,24972,31569,186,63,9,2932
BHIRIA,NAUSHAHRO FEROZE,TALUKA,RURAL,46631,44440,44033,2598,20080,24231,156,4,8,2152
BHIRIA,NAUSHAHRO FEROZE,TALUKA,URBAN,13100,12764,11264,1836,4892,7338,30,59,1,780
KANDIARO,NAUSHAHRO FEROZE,TALUKA,OVERALL,62298,61417,61245,1053,28786,32555,90,2,4,861
KANDIARO,NAUSHAHRO FEROZE,TALUKA,RURAL,54720,53852,53696,1024,26427,27362,69,2,3,857
KANDIARO,NAUSHAHRO FEROZE,TALUKA,URBAN,7578,7565,7549,29,2359,5193,21,,1,4
MEHRABPUR,NAUSHAHRO FEROZE,TALUKA,OVERALL,48213,47198,40923,7290,17100,27824,100,2185,9,995
MEHRABPUR,NAUSHAHRO FEROZE,TALUKA,RURAL,33492,32864,30611,2881,13895,18898,65,18,5,611
MEHRABPUR,NAUSHAHRO FEROZE,TALUKA,URBAN,14721,14334,10312,4409,3205,8926,35,2167,4,384
MORO,NAUSHAHRO FEROZE,TALUKA,OVERALL,75868,73394,71190,4678,26795,45844,441,258,131,2399
MORO,NAUSHAHRO FEROZE,TALUKA,RURAL,51166,49031,47324,3842,21362,27211,394,127,10,2062
MORO,NAUSHAHRO FEROZE,TALUKA,URBAN,24702,24363,23866,836,5433,18633,47,131,121,337
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,TALUKA,OVERALL,73658,72142,68755,4903,30729,40697,153,442,165,1472
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,TALUKA,RURAL,45179,44069,42441,2738,20541,23312,112,,137,1077
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,TALUKA,URBAN,28479,28073,26314,2165,10188,17385,41,442,28,395
SANGHAR,SANGHAR,DISTRICT,OVERALL,406937,373178,244851,162086,173414,184079,8115,10391,685,30253
SANGHAR,SANGHAR,DISTRICT,RURAL,300793,271028,174272,126521,134853,130796,7468,1104,304,26268
SANGHAR,SANGHAR,DISTRICT,URBAN,106144,102150,70579,35565,38561,53283,647,9287,381,3985
JAM NAWAZ ALI,SANGHAR,TALUKA,OVERALL,31724,29398,15550,16174,9856,19336,673,149,9,1701
JAM NAWAZ ALI,SANGHAR,TALUKA,RURAL,26563,24688,13690,12873,8182,16317,450,137,9,1468
JAM NAWAZ ALI,SANGHAR,TALUKA,URBAN,5161,4710,1860,3301,1674,3019,223,12,,233
KHIPRO,SANGHAR,TALUKA,OVERALL,68600,57702,34333,34267,24026,30606,4878,107,80,8903
KHIPRO,SANGHAR,TALUKA,RURAL,58793,48648,29655,29138,18740,27045,4822,3,17,8166
KHIPRO,SANGHAR,TALUKA,URBAN,9807,9054,4678,5129,5286,3561,56,104,63,737
SANGHAR,SANGHAR,TALUKA,OVERALL,84859,76694,48640,36219,35417,40199,1265,409,56,7513
SANGHAR,SANGHAR,TALUKA,RURAL,68661,61147,37625,31036,27476,32939,1159,171,31,6885
SANGHAR,SANGHAR,TALUKA,URBAN,16198,15547,11015,5183,7941,7260,106,238,25,628
SHAHDADPUR,SANGHAR,TALUKA,OVERALL,89418,86636,54550,34868,38694,39076,723,8022,286,2617
SHAHDADPUR,SANGHAR,TALUKA,RURAL,53246,50932,34460,18786,27651,22480,671,538,37,1869
SHAHDADPUR,SANGHAR,TALUKA,URBAN,36172,35704,20090,16082,11043,16596,52,7484,249,748
SINJHORO,SANGHAR,TALUKA,OVERALL,61602,53925,32610,28992,30375,22955,269,156,203,7644
SINJHORO,SANGHAR,TALUKA,RURAL,51607,44828,25832,25775,24361,20060,111,125,173,6777
SINJHORO,SANGHAR,TALUKA,URBAN,9995,9097,6778,3217,6014,2895,158,31,30,867
TANDO ADAM,SANGHAR,TALUKA,OVERALL,70734,68823,59168,11566,35046,31907,307,1548,51,1875
TANDO ADAM,SANGHAR,TALUKA,RURAL,41923,40785,33010,8913,28443,11955,255,130,37,1103
TANDO ADAM,SANGHAR,TALUKA,URBAN,28811,28038,26158,2653,6603,19952,52,1418,14,772
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,OVERALL,334356,326687,268523,65833,124498,195346,1419,4252,1197,7644
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,RURAL,233705,227972,192768,40937,97900,128645,1154,58,692,5256
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,URBAN,100651,98715,75755,24896,26598,66701,265,4194,505,2388
DAUR,SHAHEED BENAZIRABAD,TALUKA,OVERALL,97671,94604,71685,25986,31115,62100,559,40,649,3208
DAUR,SHAHEED BENAZIRABAD,TALUKA,RURAL,79128,76531,58909,20219,25568,49992,496,24,619,2429
DAUR,SHAHEED BENAZIRABAD,TALUKA,URBAN,18543,18073,12776,5767,5547,12108,63,16,30,779
KAZI AHMED,SHAHEED BENAZIRABAD,TALUKA,OVERALL,73218,71578,62685,10533,30406,40872,418,128,23,1371
KAZI AHMED,SHAHEED BENAZIRABAD,TALUKA,RURAL,64071,62655,55578,8493,29115,33377,407,21,3,1148
KAZI AHMED,SHAHEED BENAZIRABAD,TALUKA,URBAN,9147,8923,7107,2040,1291,7495,11,107,20,223
NAWABSHAH,SHAHEED BENAZIRABAD,TALUKA,OVERALL,81976,80524,60070,21906,29800,45833,175,4073,498,1597
NAWABSHAH,SHAHEED BENAZIRABAD,TALUKA,RURAL,22215,21906,16972,5243,13507,8314,30,4,59,301
NAWABSHAH,SHAHEED BENAZIRABAD,TALUKA,URBAN,59761,58618,43098,16663,16293,37519,145,4069,439,1296
SAKRAND,SHAHEED BENAZIRABAD,TALUKA,OVERALL,81491,79981,74083,7408,33177,46541,267,11,27,1468
SAKRAND,SHAHEED BENAZIRABAD,TALUKA,RURAL,68291,66880,61309,6982,29710,36962,221,9,11,1378
SAKRAND,SHAHEED BENAZIRABAD,TALUKA,URBAN,13200,13101,12774,426,3467,9579,46,2,16,90
SHIKARPUR,SHIKARPUR,DISTRICT,OVERALL,214824,212909,197465,17359,109351,102277,699,219,642,1636
SHIKARPUR,SHIKARPUR,DISTRICT,RURAL,162493,160791,146433,16060,96700,63166,582,63,589,1393
SHIKARPUR,SHIKARPUR,DISTRICT,URBAN,52331,52118,51032,1299,12651,39111,117,156,53,243
GARHI YASIN,SHIKARPUR,TALUKA,OVERALL,59269,58897,54689,4580,42082,16548,95,148,15,381
GARHI YASIN,SHIKARPUR,TALUKA,RURAL,52355,51994,48203,4152,38787,13142,85,,13,328
GARHI YASIN,SHIKARPUR,TALUKA,URBAN,6914,6903,6486,428,3295,3406,10,148,2,53
KHANPUR,SHIKARPUR,TALUKA,OVERALL,43595,43407,41288,2307,22807,20546,61,,,181
KHANPUR,SHIKARPUR,TALUKA,RURAL,39996,39810,37752,2244,22022,17740,55,,,179
KHANPUR,SHIKARPUR,TALUKA,URBAN,3599,3597,3536,63,785,2806,6,,,2
LAKHI,SHIKARPUR,TALUKA,OVERALL,43374,42790,40814,2560,22634,19973,345,54,2,366
LAKHI,SHIKARPUR,TALUKA,RURAL,35350,34794,33062,2288,20942,13694,321,53,1,339
LAKHI,SHIKARPUR,TALUKA,URBAN,8024,7996,7752,272,1692,6279,24,1,1,27
SHIKARPUR,SHIKARPUR,TALUKA,OVERALL,68586,67815,60674,7912,21828,45210,198,17,625,708
SHIKARPUR,SHIKARPUR,TALUKA,RURAL,34792,34193,27416,7376,14949,18590,121,10,575,547
SHIKARPUR,SHIKARPUR,TALUKA,URBAN,33794,33622,33258,536,6879,26620,77,7,50,161
SUJAWAL,SUJAWAL,DISTRICT,OVERALL,158854,127126,70005,88849,73029,51030,6051,188,95,28461
SUJAWAL,SUJAWAL,DISTRICT,RURAL,142489,111419,58151,84338,65441,43611,5854,121,89,27373
SUJAWAL,SUJAWAL,DISTRICT,URBAN,16365,15707,11854,4511,7588,7419,197,67,6,1088
JATI,SUJAWAL,TALUKA,OVERALL,43323,30863,14083,29240,17879,11700,3752,96,17,9879
JATI,SUJAWAL,TALUKA,RURAL,41334,28930,12174,29160,17484,10184,3740,93,17,9816
JATI,SUJAWAL,TALUKA,URBAN,1989,1933,1909,80,395,1516,12,3,,63
KHARO CHAN,SUJAWAL,TALUKA,OVERALL,2166,1299,366,1800,795,331,565,,1,474
KHARO CHAN,SUJAWAL,TALUKA,RURAL,2166,1299,366,1800,795,331,565,,1,474
KHARO CHAN,SUJAWAL,TALUKA,URBAN,,,,,,,,,,
MIRPUR BATHORO,SUJAWAL,TALUKA,OVERALL,41147,38594,22657,18490,25741,12276,608,5,62,2455
MIRPUR BATHORO,SUJAWAL,TALUKA,RURAL,37222,34883,21608,15614,24123,10557,475,,59,2008
MIRPUR BATHORO,SUJAWAL,TALUKA,URBAN,3925,3711,1049,2876,1618,1719,133,5,3,447
SHAH BUNDER,SUJAWAL,TALUKA,OVERALL,32582,24435,14972,17610,12976,10645,405,12,12,8532
SHAH BUNDER,SUJAWAL,TALUKA,RURAL,28935,20817,12129,16806,11818,8392,393,12,9,8311
SHAH BUNDER,SUJAWAL,TALUKA,URBAN,3647,3618,2843,804,1158,2253,12,,3,221
SUJAWAL,SUJAWAL,TALUKA,OVERALL,39636,31935,17927,21709,15638,16078,721,75,3,7121
SUJAWAL,SUJAWAL,TALUKA,RURAL,32832,25490,11874,20958,11221,14147,681,16,3,6764
SUJAWAL,SUJAWAL,TALUKA,URBAN,6804,6445,6053,751,4417,1931,40,59,,357
SUKKUR,SUKKUR,DISTRICT,OVERALL,268588,258926,209064,59524,133539,116154,3466,5378,1521,8530
SUKKUR,SUKKUR,DISTRICT,RURAL,145392,139768,114974,30418,75078,63030,2976,100,409,3799
SUKKUR,SUKKUR,DISTRICT,URBAN,123196,119158,94090,29106,58461,53124,490,5278,1112,4731
NEW SUKKUR,SUKKUR,TALUKA,OVERALL,52376,50164,39435,12941,21936,25503,148,1258,601,2930
NEW SUKKUR,SUKKUR,TALUKA,RURAL,7706,7625,6761,945,2306,5178,10,19,,193
NEW SUKKUR,SUKKUR,TALUKA,URBAN,44670,42539,32674,11996,19630,20325,138,1239,601,2737
PANO AQIL,SUKKUR,TALUKA,OVERALL,87340,86668,78088,9252,48459,35617,275,2371,7,611
PANO AQIL,SUKKUR,TALUKA,RURAL,69661,69094,63593,6068,44025,24974,79,19,5,559
PANO AQIL,SUKKUR,TALUKA,URBAN,17679,17574,14495,3184,4434,10643,196,2352,2,52
ROHRI,SUKKUR,TALUKA,OVERALL,62877,58542,41209,21668,30002,27235,1769,62,452,3357
ROHRI,SUKKUR,TALUKA,RURAL,47388,43821,30123,17265,19790,23032,1753,26,402,2385
ROHRI,SUKKUR,TALUKA,URBAN,15489,14721,11086,4403,10212,4203,16,36,50,972
SALEHPAT,SUKKUR,TALUKA,OVERALL,26122,24397,18512,7610,12917,11046,1226,37,2,894
SALEHPAT,SUKKUR,TALUKA,RURAL,20637,19228,14497,6140,8957,9846,1134,36,2,662
SALEHPAT,SUKKUR,TALUKA,URBAN,5485,5169,4015,1470,3960,1200,92,1,,232
SUKKUR CITY,SUKKUR,TALUKA,OVERALL,39873,39155,31820,8053,20225,16753,48,1650,459,738
SUKKUR CITY,SUKKUR,TALUKA,RURAL,,,,,,,,,,
SUKKUR CITY,SUKKUR,TALUKA,URBAN,39873,39155,31820,8053,20225,16753,48,1650,459,738
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,OVERALL,177471,171658,109779,67692,83613,82496,929,3731,713,5989
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,RURAL,123667,119302,73028,50639,67812,50393,638,425,281,4118
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,URBAN,53804,52356,36751,17053,15801,32103,291,3306,432,1871
CHAMBER,TANDO ALLAHYAR,TALUKA,OVERALL,47078,44851,23068,24010,28659,15664,429,46,204,2076
CHAMBER,TANDO ALLAHYAR,TALUKA,RURAL,39427,37542,19801,19626,24482,12595,409,39,198,1704
CHAMBER,TANDO ALLAHYAR,TALUKA,URBAN,7651,7309,3267,4384,4177,3069,20,7,6,372
JHANDO MARI,TANDO ALLAHYAR,TALUKA,OVERALL,50369,48889,30906,19463,21556,26869,78,386,23,1457
JHANDO MARI,TANDO ALLAHYAR,TALUKA,RURAL,46484,45023,28170,18314,19301,25259,77,386,23,1438
JHANDO MARI,TANDO ALLAHYAR,TALUKA,URBAN,3885,3866,2736,1149,2255,1610,1,,,19
TANDO ALLAHYAR,TANDO ALLAHYAR,TALUKA,OVERALL,80024,77918,55805,24219,33398,39963,422,3299,486,2456
TANDO ALLAHYAR,TANDO ALLAHYAR,TALUKA,RURAL,37756,36737,25057,12699,24029,12539,152,,60,976
TANDO ALLAHYAR,TANDO ALLAHYAR,TALUKA,URBAN,42268,41181,30748,11520,9369,27424,270,3299,426,1480
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,OVERALL,143798,138220,89680,54118,82797,52888,760,594,930,5829
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,RURAL,112538,108089,67496,45042,70865,36364,707,297,134,4171
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,URBAN,31260,30131,22184,9076,11932,16524,53,297,796,1658
BULRI SHAH KARIM,TANDO MUHAMMAD KHAN,TALUKA,OVERALL,48734,46800,28277,20457,29604,16683,474,33,228,1712
BULRI SHAH KARIM,TANDO MUHAMMAD KHAN,TALUKA,RURAL,47419,45647,27542,19877,29186,16171,472,32,8,1550
BULRI SHAH KARIM,TANDO MUHAMMAD KHAN,TALUKA,URBAN,1315,1153,735,580,418,512,2,1,220,162
TANDO GHULAM HYDER,TANDO MUHAMMAD KHAN,TALUKA,OVERALL,40308,38975,24898,15410,22740,15983,170,103,12,1300
TANDO GHULAM HYDER,TANDO MUHAMMAD KHAN,TALUKA,RURAL,32741,31729,19789,12952,20005,11492,161,102,1,980
TANDO GHULAM HYDER,TANDO MUHAMMAD KHAN,TALUKA,URBAN,7567,7246,5109,2458,2735,4491,9,1,11,320
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,TALUKA,OVERALL,54756,52445,36505,18251,30453,20222,116,458,690,2817
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,TALUKA,RURAL,32378,30713,20165,12213,21674,8701,74,163,125,1641
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,TALUKA,URBAN,22378,21732,16340,6038,8779,11521,42,295,565,1176
THARPARKAR,THARPARKAR,DISTRICT,OVERALL,327584,180494,48865,278719,32872,61847,207688,1721,351,23105
THARPARKAR,THARPARKAR,DISTRICT,RURAL,300328,161334,35784,264544,20604,57890,202702,1576,271,17285
THARPARKAR,THARPARKAR,DISTRICT,URBAN,27256,19160,13081,14175,12268,3957,4986,145,80,5820
CHACHRO,THARPARKAR,TALUKA,OVERALL,63372,42792,3741,59631,303,11507,44184,306,30,7042
CHACHRO,THARPARKAR,TALUKA,RURAL,58604,40943,3635,54969,267,10402,43127,164,26,4618
CHACHRO,THARPARKAR,TALUKA,URBAN,4768,1849,106,4662,36,1105,1057,142,4,2424
DAHLI,THARPARKAR,TALUKA,OVERALL,52739,8700,4240,48499,573,732,48946,246,86,2156
DAHLI,THARPARKAR,TALUKA,RURAL,51452,8610,4205,47247,568,728,47701,246,84,2125
DAHLI,THARPARKAR,TALUKA,URBAN,1287,90,35,1252,5,4,1245,,2,31
DIPLO,THARPARKAR,TALUKA,OVERALL,32219,21087,7137,25082,6470,9999,14911,9,32,798
DIPLO,THARPARKAR,TALUKA,RURAL,29413,18744,6523,22890,5592,8969,14506,8,32,306
DIPLO,THARPARKAR,TALUKA,URBAN,2806,2343,614,2192,878,1030,405,1,,492
ISLAMKOT,THARPARKAR,TALUKA,OVERALL,52507,32881,9010,43497,5173,13440,31353,944,70,1527
ISLAMKOT,THARPARKAR,TALUKA,RURAL,48809,29638,6006,42803,2647,12821,31235,944,36,1126
ISLAMKOT,THARPARKAR,TALUKA,URBAN,3698,3243,3004,694,2526,619,118,,34,401
KALOI,THARPARKAR,TALUKA,OVERALL,24894,19252,6791,18103,7122,10981,4158,26,17,2590
KALOI,THARPARKAR,TALUKA,RURAL,24894,19252,6791,18103,7122,10981,4158,26,17,2590
KALOI,THARPARKAR,TALUKA,URBAN,,,,,,,,,,
MITHI,THARPARKAR,TALUKA,OVERALL,46405,32290,12377,34028,9816,8848,20686,129,62,6864
MITHI,THARPARKAR,TALUKA,RURAL,34236,22139,3896,30340,1670,7781,20213,127,23,4422
MITHI,THARPARKAR,TALUKA,URBAN,12169,10151,8481,3688,8146,1067,473,2,39,2442
NAGAR PARKAR,THARPARKAR,TALUKA,OVERALL,55448,23492,5569,49879,3415,6340,43450,61,54,2128
NAGAR PARKAR,THARPARKAR,TALUKA,RURAL,52920,22008,4728,48192,2738,6208,41762,61,53,2098
NAGAR PARKAR,THARPARKAR,TALUKA,URBAN,2528,1484,841,1687,677,132,1688,,1,30
THATTA,THATTA,DISTRICT,OVERALL,206202,160980,66638,139564,94552,54062,6164,1029,1759,48636
THATTA,THATTA,DISTRICT,RURAL,172496,130670,48878,123618,73488,47286,5810,819,920,44173
THATTA,THATTA,DISTRICT,URBAN,33706,30310,17760,15946,21064,6776,354,210,839,4463
GHORABARI,THATTA,TALUKA,OVERALL,39609,29646,11667,27942,22506,6589,1911,3,31,8569
GHORABARI,THATTA,TALUKA,RURAL,33406,24613,10112,23294,18291,5779,1884,3,30,7419
GHORABARI,THATTA,TALUKA,URBAN,6203,5033,1555,4648,4215,810,27,,1,1150
KETI BUNDER,THATTA,TALUKA,OVERALL,12987,10964,3583,9404,9509,1120,130,205,1,2022
KETI BUNDER,THATTA,TALUKA,RURAL,12987,10964,3583,9404,9509,1120,130,205,1,2022
KETI BUNDER,THATTA,TALUKA,URBAN,,,,,,,,,,
MIRPUR SAKRO,THATTA,TALUKA,OVERALL,69456,60995,27699,41757,35082,24353,434,113,292,9182
MIRPUR SAKRO,THATTA,TALUKA,RURAL,60625,52412,21322,39303,29215,21840,406,112,231,8821
MIRPUR SAKRO,THATTA,TALUKA,URBAN,8831,8583,6377,2454,5867,2513,28,1,61,361
THATTA,THATTA,TALUKA,OVERALL,84150,59375,23689,60461,27455,22000,3689,708,1435,28863
