name_admin_unit,part_of_district,admin_unit,hh_type,overall,rural,urban
BHALWAL,SARGODHA,TEHSIL,SEMI PAKKA,25345,16967,8378
BHALWAL,SARGODHA,TEHSIL,TOTAL,67654,41882,25772
BHAWANA,CHINIOT,TEHSIL,KACHA,6857,6726,131
BHAWANA,CHINIOT,TEHSIL,PAKKA,55650,49944,5706
BHAWANA,CHINIOT,TEHSIL,SEMI PAKKA,6926,6663,263
BHAWANA,CHINIOT,TEHSIL,TOTAL,69433,63333,6100
BHERA,SARGODHA,TEHSIL,KACHA,5013,3545,1468
BHERA,SARGODHA,TEHSIL,PAKKA,39656,28811,10845
BHERA,SARGODHA,TEHSIL,SEMI PAKKA,20241,13467,6774
BHERA,SARGODHA,TEHSIL,TOTAL,64910,45823,19087
BUREWALA,VEHARI,TEHSIL,KACHA,8258,6876,1382
BUREWALA,VEHARI,TEHSIL,PAKKA,167619,114512,53107
BUREWALA,VEHARI,TEHSIL,SEMI PAKKA,14473,11798,2675
BUREWALA,VEHARI,TEHSIL,TOTAL,190350,133186,57164
CHAK JHUMRA,FAISALABAD,TEHSIL,KACHA,2285,1924,361
CHAK JHUMRA,FAISALABAD,TEHSIL,PAKKA,43043,35342,7701
CHAK JHUMRA,FAISALABAD,TEHSIL,SEMI PAKKA,11330,10004,1326
CHAK JHUMRA,FAISALABAD,TEHSIL,TOTAL,56658,47270,9388
CHAKWAL,CHAKWAL,DISTRICT,KACHA,8930,7175,1755
CHAKWAL,CHAKWAL,DISTRICT,PAKKA,255217,191386,63831
CHAKWAL,CHAKWAL,DISTRICT,SEMI PAKKA,24691,19661,5030
CHAKWAL,CHAKWAL,DISTRICT,TOTAL,288838,218222,70616
CHAKWAL,CHAKWAL,TEHSIL,KACHA,3067,2017,1050
CHAKWAL,CHAKWAL,TEHSIL,PAKKA,111803,76670,35133
CHAKWAL,CHAKWAL,TEHSIL,SEMI PAKKA,12031,8785,3246
CHAKWAL,CHAKWAL,TEHSIL,TOTAL,126901,87472,39429
CHICHAWATNI,SAHIWAL,TEHSIL,KACHA,9236,9065,171
CHICHAWATNI,SAHIWAL,TEHSIL,PAKKA,153767,137146,16621
CHICHAWATNI,SAHIWAL,TEHSIL,SEMI PAKKA,13267,12273,994
CHICHAWATNI,SAHIWAL,TEHSIL,TOTAL,176270,158484,17786
CHINIOT,CHINIOT,DISTRICT,KACHA,23126,20770,2356
CHINIOT,CHINIOT,DISTRICT,PAKKA,199798,128341,71457
CHINIOT,CHINIOT,DISTRICT,SEMI PAKKA,33514,24232,9282
CHINIOT,CHINIOT,DISTRICT,TOTAL,256438,173343,83095
CHINIOT,CHINIOT,TEHSIL,KACHA,6449,4948,1501
CHINIOT,CHINIOT,TEHSIL,PAKKA,86227,39982,46245
CHINIOT,CHINIOT,TEHSIL,SEMI PAKKA,11200,6297,4903
CHINIOT,CHINIOT,TEHSIL,TOTAL,103876,51227,52649
CHISHTIAN,BAHAWALNAGAR,TEHSIL,KACHA,14308,12764,1544
CHISHTIAN,BAHAWALNAGAR,TEHSIL,PAKKA,98172,67243,30929
CHISHTIAN,BAHAWALNAGAR,TEHSIL,SEMI PAKKA,21101,15992,5109
CHISHTIAN,BAHAWALNAGAR,TEHSIL,TOTAL,133581,95999,37582
CHOA SAIDAN SHAH,CHAKWAL,TEHSIL,KACHA,674,441,233
CHOA SAIDAN SHAH,CHAKWAL,TEHSIL,PAKKA,23942,18244,5698
CHOA SAIDAN SHAH,CHAKWAL,TEHSIL,SEMI PAKKA,2060,1886,174
CHOA SAIDAN SHAH,CHAKWAL,TEHSIL,TOTAL,26676,20571,6105
CHOUBARA,LAYYAH,TEHSIL,KACHA,3451,2705,746
CHOUBARA,LAYYAH,TEHSIL,PAKKA,34837,27501,7336
CHOUBARA,LAYYAH,TEHSIL,SEMI PAKKA,5744,5194,550
CHOUBARA,LAYYAH,TEHSIL,TOTAL,44032,35400,8632
CHOWK SARWAR SHAHEED,MUZAFFARGARH,TEHSIL,KACHA,8283,7981,302
CHOWK SARWAR SHAHEED,MUZAFFARGARH,TEHSIL,PAKKA,51461,41626,9835
CHOWK SARWAR SHAHEED,MUZAFFARGARH,TEHSIL,SEMI PAKKA,6426,5959,467
CHOWK SARWAR SHAHEED,MUZAFFARGARH,TEHSIL,TOTAL,66170,55566,10604
CHUNIAN,KASUR,TEHSIL,KACHA,7830,7052,778
CHUNIAN,KASUR,TEHSIL,PAKKA,131920,101863,30057
CHUNIAN,KASUR,TEHSIL,SEMI PAKKA,19148,15734,3414
CHUNIAN,KASUR,TEHSIL,TOTAL,158898,124649,34249
DARYA KHAN,BHAKKAR,TEHSIL,KACHA,8498,7759,739
DARYA KHAN,BHAKKAR,TEHSIL,PAKKA,51709,38184,13525
DARYA KHAN,BHAKKAR,TEHSIL,SEMI PAKKA,10276,8780,1496
DARYA KHAN,BHAKKAR,TEHSIL,TOTAL,70483,54723,15760
DASKA,SIALKOT,TEHSIL,KACHA,3859,3462,397
DASKA,SIALKOT,TEHSIL,PAKKA,123252,86067,37185
DASKA,SIALKOT,TEHSIL,SEMI PAKKA,16555,15295,1260
DASKA,SIALKOT,TEHSIL,TOTAL,143666,104824,38842
DEPALPUR,OKARA,TEHSIL,KACHA,22829,20529,2300
DEPALPUR,OKARA,TEHSIL,PAKKA,201952,134516,67436
DEPALPUR,OKARA,TEHSIL,SEMI PAKKA,29698,24189,5509
DEPALPUR,OKARA,TEHSIL,TOTAL,254479,179234,75245
DERA GHAZI KHAN,DERA GHAZI KHAN,DISTRICT,KACHA,141920,131802,10118
DERA GHAZI KHAN,DERA GHAZI KHAN,DISTRICT,PAKKA,241554,144696,96858
DERA GHAZI KHAN,DERA GHAZI KHAN,DISTRICT,SEMI PAKKA,70990,63367,7623
DERA GHAZI KHAN,DERA GHAZI KHAN,DISTRICT,TOTAL,454464,339865,114599
DERA GHAZI KHAN,DERA GHAZI KHAN,TEHSIL,KACHA,32539,28764,3775
DERA GHAZI KHAN,DERA GHAZI KHAN,TEHSIL,PAKKA,124580,58906,65674
DERA GHAZI KHAN,DERA GHAZI KHAN,TEHSIL,SEMI PAKKA,20583,16332,4251
DERA GHAZI KHAN,DERA GHAZI KHAN,TEHSIL,TOTAL,177702,104002,73700
DINA,JHELUM,TEHSIL,KACHA,502,360,142
DINA,JHELUM,TEHSIL,PAKKA,42132,25714,16418
DINA,JHELUM,TEHSIL,SEMI PAKKA,1751,1542,209
DINA,JHELUM,TEHSIL,TOTAL,44385,27616,16769
DUNYAPUR,LODHRAN,TEHSIL,KACHA,8861,8582,279
DUNYAPUR,LODHRAN,TEHSIL,PAKKA,70215,62599,7616
DUNYAPUR,LODHRAN,TEHSIL,SEMI PAKKA,12232,11588,644
DUNYAPUR,LODHRAN,TEHSIL,TOTAL,91308,82769,8539
FAISALABAD,FAISALABAD,DISTRICT,KACHA,35459,29280,6179
FAISALABAD,FAISALABAD,DISTRICT,PAKKA,1237096,598494,638602
FAISALABAD,FAISALABAD,DISTRICT,SEMI PAKKA,110218,86798,23420
FAISALABAD,FAISALABAD,DISTRICT,TOTAL,1382773,714572,668201
FAISALABAD CITY,FAISALABAD,TEHSIL,KACHA,3852,,3852
FAISALABAD CITY,FAISALABAD,TEHSIL,PAKKA,537660,,537660
FAISALABAD CITY,FAISALABAD,TEHSIL,SEMI PAKKA,15138,,15138
FAISALABAD CITY,FAISALABAD,TEHSIL,TOTAL,556650,,556650
FAISALABAD SADAR,FAISALABAD,TEHSIL,KACHA,7005,6488,517
FAISALABAD SADAR,FAISALABAD,TEHSIL,PAKKA,237921,224301,13620
FAISALABAD SADAR,FAISALABAD,TEHSIL,SEMI PAKKA,23759,22354,1405
FAISALABAD SADAR,FAISALABAD,TEHSIL,TOTAL,268685,253143,15542
FATEH JANG,ATTOCK,TEHSIL,KACHA,2350,2172,178
FATEH JANG,ATTOCK,TEHSIL,PAKKA,51701,39655,12046
FATEH JANG,ATTOCK,TEHSIL,SEMI PAKKA,6080,5722,358
FATEH JANG,ATTOCK,TEHSIL,TOTAL,60131,47549,12582
FEROZEWALA,SHEIKHUPURA,TEHSIL,KACHA,3239,2438,801
FEROZEWALA,SHEIKHUPURA,TEHSIL,PAKKA,132782,86097,46685
FEROZEWALA,SHEIKHUPURA,TEHSIL,SEMI PAKKA,8428,6808,1620
FEROZEWALA,SHEIKHUPURA,TEHSIL,TOTAL,144449,95343,49106
FORT ABBAS,BAHAWALNAGAR,TEHSIL,KACHA,11630,9989,1641
FORT ABBAS,BAHAWALNAGAR,TEHSIL,PAKKA,54028,37091,16937
FORT ABBAS,BAHAWALNAGAR,TEHSIL,SEMI PAKKA,10396,8689,1707
FORT ABBAS,BAHAWALNAGAR,TEHSIL,TOTAL,76054,55769,20285
GOJRA,TOBA TEK SINGH,TEHSIL,KACHA,3802,3091,711
GOJRA,TOBA TEK SINGH,TEHSIL,PAKKA,98988,68219,30769
GOJRA,TOBA TEK SINGH,TEHSIL,SEMI PAKKA,11863,9538,2325
GOJRA,TOBA TEK SINGH,TEHSIL,TOTAL,114653,80848,33805
GUJAR KHAN,RAWALPINDI,TEHSIL,KACHA,2137,1996,141
GUJAR KHAN,RAWALPINDI,TEHSIL,PAKKA,120528,100040,20488
GUJAR KHAN,RAWALPINDI,TEHSIL,SEMI PAKKA,7943,7452,491
GUJAR KHAN,RAWALPINDI,TEHSIL,TOTAL,130608,109488,21120
GUJRANWALA,GUJRANWALA,DISTRICT,KACHA,17801,10670,7131
GUJRANWALA,GUJRANWALA,DISTRICT,PAKKA,741932,254491,487441
GUJRANWALA,GUJRANWALA,DISTRICT,SEMI PAKKA,89444,68028,21416
GUJRANWALA,GUJRANWALA,DISTRICT,TOTAL,849177,333189,515988
GUJRANWALA CITY,GUJRANWALA,TEHSIL,KACHA,4437,,4437
GUJRANWALA CITY,GUJRANWALA,TEHSIL,PAKKA,343826,,343826
GUJRANWALA CITY,GUJRANWALA,TEHSIL,SEMI PAKKA,8024,,8024
GUJRANWALA CITY,GUJRANWALA,TEHSIL,TOTAL,356287,,356287
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,KACHA,4770,4123,647
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,PAKKA,146126,95031,51095
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,SEMI PAKKA,17808,14879,2929
GUJRANWALA SADDAR,GUJRANWALA,TEHSIL,TOTAL,168704,114033,54671
GUJRAT,GUJRAT,DISTRICT,KACHA,10534,5933,4601
GUJRAT,GUJRAT,DISTRICT,PAKKA,428939,246202,182737
GUJRAT,GUJRAT,DISTRICT,SEMI PAKKA,49864,32472,17392
GUJRAT,GUJRAT,DISTRICT,TOTAL,489337,284607,204730
GUJRAT,GUJRAT,TEHSIL,KACHA,6276,2935,3341
GUJRAT,GUJRAT,TEHSIL,PAKKA,232896,103999,128897
GUJRAT,GUJRAT,TEHSIL,SEMI PAKKA,26772,12980,13792
GUJRAT,GUJRAT,TEHSIL,TOTAL,265944,119914,146030
HAFIZABAD,HAFIZABAD,DISTRICT,KACHA,8013,6240,1773
HAFIZABAD,HAFIZABAD,DISTRICT,PAKKA,153252,89546,63706
HAFIZABAD,HAFIZABAD,DISTRICT,SEMI PAKKA,35941,24472,11469
HAFIZABAD,HAFIZABAD,DISTRICT,TOTAL,197206,120258,76948
HAFIZABAD,HAFIZABAD,TEHSIL,KACHA,3395,2362,1033
HAFIZABAD,HAFIZABAD,TEHSIL,PAKKA,87487,43923,43564
HAFIZABAD,HAFIZABAD,TEHSIL,SEMI PAKKA,21276,13844,7432
HAFIZABAD,HAFIZABAD,TEHSIL,TOTAL,112158,60129,52029
HAROONABAD,BAHAWALNAGAR,TEHSIL,KACHA,10627,8021,2606
HAROONABAD,BAHAWALNAGAR,TEHSIL,PAKKA,65574,41528,24046
HAROONABAD,BAHAWALNAGAR,TEHSIL,SEMI PAKKA,20145,13166,6979
HAROONABAD,BAHAWALNAGAR,TEHSIL,TOTAL,96346,62715,33631
HASAN ABDAL,ATTOCK,TEHSIL,KACHA,2005,1536,469
HASAN ABDAL,ATTOCK,TEHSIL,PAKKA,35249,25010,10239
HASAN ABDAL,ATTOCK,TEHSIL,SEMI PAKKA,2581,2300,281
HASAN ABDAL,ATTOCK,TEHSIL,TOTAL,39835,28846,10989
HASILPUR,BAHAWALPUR,TEHSIL,KACHA,8219,6022,2197
HASILPUR,BAHAWALPUR,TEHSIL,PAKKA,65395,37584,27811
HASILPUR,BAHAWALPUR,TEHSIL,SEMI PAKKA,10475,7687,2788
HASILPUR,BAHAWALPUR,TEHSIL,TOTAL,84089,51293,32796
HAZRO,ATTOCK,TEHSIL,KACHA,1916,1670,246
HAZRO,ATTOCK,TEHSIL,PAKKA,51927,43541,8386
HAZRO,ATTOCK,TEHSIL,SEMI PAKKA,8286,7417,869
HAZRO,ATTOCK,TEHSIL,TOTAL,62129,52628,9501
ISAKHEL,MIANWALI,TEHSIL,KACHA,10613,9279,1334
ISAKHEL,MIANWALI,TEHSIL,PAKKA,43230,31272,11958
ISAKHEL,MIANWALI,TEHSIL,SEMI PAKKA,12428,9819,2609
ISAKHEL,MIANWALI,TEHSIL,TOTAL,66271,50370,15901
JAHANIAN,KHANEWAL,TEHSIL,KACHA,4531,4341,190
JAHANIAN,KHANEWAL,TEHSIL,PAKKA,50404,42809,7595
JAHANIAN,KHANEWAL,TEHSIL,SEMI PAKKA,6218,5790,428
JAHANIAN,KHANEWAL,TEHSIL,TOTAL,61153,52940,8213
JALALPUR PIRWALA,MULTAN,TEHSIL,KACHA,16205,14675,1530
JALALPUR PIRWALA,MULTAN,TEHSIL,PAKKA,60717,48907,11810
JALALPUR PIRWALA,MULTAN,TEHSIL,SEMI PAKKA,27961,26297,1664
JALALPUR PIRWALA,MULTAN,TEHSIL,TOTAL,104883,89879,15004
JAMPUR,RAJANPUR,TEHSIL,KACHA,64054,55234,8820
JAMPUR,RAJANPUR,TEHSIL,PAKKA,62875,31256,31619
JAMPUR,RAJANPUR,TEHSIL,SEMI PAKKA,24029,18755,5274
JAMPUR,RAJANPUR,TEHSIL,TOTAL,150958,105245,45713
JAND,ATTOCK,TEHSIL,KACHA,4494,4292,202
JAND,ATTOCK,TEHSIL,PAKKA,45827,36465,9362
JAND,ATTOCK,TEHSIL,SEMI PAKKA,7139,6855,284
JAND,ATTOCK,TEHSIL,TOTAL,57460,47612,9848
JARANWALA,FAISALABAD,TEHSIL,KACHA,11913,11314,599
JARANWALA,FAISALABAD,TEHSIL,PAKKA,217509,179835,37674
JARANWALA,FAISALABAD,TEHSIL,SEMI PAKKA,35097,31696,3401
JARANWALA,FAISALABAD,TEHSIL,TOTAL,264519,222845,41674
JATOI,MUZAFFARGARH,TEHSIL,KACHA,30027,25532,4495
JATOI,MUZAFFARGARH,TEHSIL,PAKKA,65560,43721,21839
JATOI,MUZAFFARGARH,TEHSIL,SEMI PAKKA,42058,32333,9725
JATOI,MUZAFFARGARH,TEHSIL,TOTAL,137645,101586,36059
JHANG,JHANG,DISTRICT,KACHA,40004,36817,3187
JHANG,JHANG,DISTRICT,PAKKA,397371,276167,121204
JHANG,JHANG,DISTRICT,SEMI PAKKA,54624,45157,9467
JHANG,JHANG,DISTRICT,TOTAL,491999,358141,133858
JHANG,JHANG,TEHSIL,KACHA,16915,15092,1823
JHANG,JHANG,TEHSIL,PAKKA,223399,129067,94332
JHANG,JHANG,TEHSIL,SEMI PAKKA,23718,16572,7146
JHANG,JHANG,TEHSIL,TOTAL,264032,160731,103301
JHELUM,JHELUM,DISTRICT,KACHA,7057,5485,1572
JHELUM,JHELUM,DISTRICT,PAKKA,188131,104889,83242
JHELUM,JHELUM,DISTRICT,SEMI PAKKA,33876,28464,5412
JHELUM,JHELUM,DISTRICT,TOTAL,229064,138838,90226
JHELUM,JHELUM,TEHSIL,KACHA,1755,1125,630
JHELUM,JHELUM,TEHSIL,PAKKA,76306,26604,49702
JHELUM,JHELUM,TEHSIL,SEMI PAKKA,4985,3367,1618
JHELUM,JHELUM,TEHSIL,TOTAL,83046,31096,51950
KABIRWALA,KHANEWAL,TEHSIL,KACHA,25211,24240,971
KABIRWALA,KHANEWAL,TEHSIL,PAKKA,113939,89478,24461
KABIRWALA,KHANEWAL,TEHSIL,SEMI PAKKA,28260,26428,1832
KABIRWALA,KHANEWAL,TEHSIL,TOTAL,167410,140146,27264
KAHROR PACCA,LODHRAN,TEHSIL,KACHA,8593,7536,1057
KAHROR PACCA,LODHRAN,TEHSIL,PAKKA,78525,57633,20892
KAHROR PACCA,LODHRAN,TEHSIL,SEMI PAKKA,17406,14953,2453
KAHROR PACCA,LODHRAN,TEHSIL,TOTAL,104524,80122,24402
KAHUTA,RAWALPINDI,TEHSIL,KACHA,647,613,34
KAHUTA,RAWALPINDI,TEHSIL,PAKKA,41442,27798,13644
KAHUTA,RAWALPINDI,TEHSIL,SEMI PAKKA,1559,1509,50
KAHUTA,RAWALPINDI,TEHSIL,TOTAL,43648,29920,13728
KALLAR KAHAR,CHAKWAL,TEHSIL,KACHA,728,492,236
KALLAR KAHAR,CHAKWAL,TEHSIL,PAKKA,30856,23721,7135
KALLAR KAHAR,CHAKWAL,TEHSIL,SEMI PAKKA,2315,1494,821
KALLAR KAHAR,CHAKWAL,TEHSIL,TOTAL,33899,25707,8192
KALLAR SAYADDAN,RAWALPINDI,TEHSIL,KACHA,377,296,81
KALLAR SAYADDAN,RAWALPINDI,TEHSIL,PAKKA,39572,29663,9909
KALLAR SAYADDAN,RAWALPINDI,TEHSIL,SEMI PAKKA,1671,1488,183
KALLAR SAYADDAN,RAWALPINDI,TEHSIL,TOTAL,41620,31447,10173
KALUR KOT,BHAKKAR,TEHSIL,KACHA,7059,6879,180
KALUR KOT,BHAKKAR,TEHSIL,PAKKA,49037,42727,6310
KALUR KOT,BHAKKAR,TEHSIL,SEMI PAKKA,9597,8393,1204
KALUR KOT,BHAKKAR,TEHSIL,TOTAL,65693,57999,7694
KAMALIA,TOBA TEK SINGH,TEHSIL,KACHA,4059,3491,568
KAMALIA,TOBA TEK SINGH,TEHSIL,PAKKA,57045,32591,24454
KAMALIA,TOBA TEK SINGH,TEHSIL,SEMI PAKKA,6821,4066,2755
KAMALIA,TOBA TEK SINGH,TEHSIL,TOTAL,67925,40148,27777
KAMOKE,GUJRANWALA,TEHSIL,KACHA,2598,1672,926
KAMOKE,GUJRANWALA,TEHSIL,PAKKA,74380,36966,37414
KAMOKE,GUJRANWALA,TEHSIL,SEMI PAKKA,17258,13140,4118
KAMOKE,GUJRANWALA,TEHSIL,TOTAL,94236,51778,42458
