name_admin_unit,part_of_district,admin_unit,region,households,toilet_separate,toilet_flush,toilet_non_flush,toilet_none,washroom_separate,washroom_none
CHOUBARA,LAYYAH,TEHSIL,URBAN,8632,6034,7149,52,1431,5877,1694
KAROR LAL ESAN,LAYYAH,TEHSIL,OVERALL,109766,74553,99458,1295,9013,68899,17059
KAROR LAL ESAN,LAYYAH,TEHSIL,RURAL,95119,61668,85210,1233,8676,56779,15903
KAROR LAL ESAN,LAYYAH,TEHSIL,URBAN,14647,12885,14248,62,337,12120,1156
LAYYAH,LAYYAH,TEHSIL,OVERALL,187333,124702,163983,4511,18839,109216,41181
LAYYAH,LAYYAH,TEHSIL,RURAL,146807,90513,124654,3979,18174,76572,38812
LAYYAH,LAYYAH,TEHSIL,URBAN,40526,34189,39329,532,665,32644,2369
LODHRAN,LODHRAN,DISTRICT,OVERALL,323866,206679,277767,7364,38735,192514,58458
LODHRAN,LODHRAN,DISTRICT,RURAL,267053,165098,222724,6693,37636,152100,55583
LODHRAN,LODHRAN,DISTRICT,URBAN,56813,41581,55043,671,1099,40414,2875
DUNYAPUR,LODHRAN,TEHSIL,OVERALL,91308,63543,79659,1697,9952,58520,16279
DUNYAPUR,LODHRAN,TEHSIL,RURAL,82769,56333,71394,1571,9804,51501,15921
DUNYAPUR,LODHRAN,TEHSIL,URBAN,8539,7210,8265,126,148,7019,358
KAHROR PACCA,LODHRAN,TEHSIL,OVERALL,104524,53272,88498,1677,14349,50249,20202
KAHROR PACCA,LODHRAN,TEHSIL,RURAL,80122,38038,65193,1258,13671,35678,18292
KAHROR PACCA,LODHRAN,TEHSIL,URBAN,24402,15234,23305,419,678,14571,1910
LODHRAN,LODHRAN,TEHSIL,OVERALL,128034,89864,109610,3990,14434,83745,21977
LODHRAN,LODHRAN,TEHSIL,RURAL,104162,70727,86137,3864,14161,64921,21370
LODHRAN,LODHRAN,TEHSIL,URBAN,23872,19137,23473,126,273,18824,607
MANDI BAHAUDDIN,MANDI BAHAUDDIN,DISTRICT,OVERALL,285989,224264,248405,6741,30843,225606,30060
MANDI BAHAUDDIN,MANDI BAHAUDDIN,DISTRICT,RURAL,230572,175247,194523,6277,29772,176859,28466
MANDI BAHAUDDIN,MANDI BAHAUDDIN,DISTRICT,URBAN,55417,49017,53882,464,1071,48747,1594
MALAKWAL,MANDI BAHAUDDIN,TEHSIL,OVERALL,68852,50623,58490,700,9662,51107,9249
MALAKWAL,MANDI BAHAUDDIN,TEHSIL,RURAL,60096,42846,50015,652,9429,43423,8927
MALAKWAL,MANDI BAHAUDDIN,TEHSIL,URBAN,8756,7777,8475,48,233,7684,322
MANDI BAHAUDDIN,MANDI BAHAUDDIN,TEHSIL,OVERALL,117780,97135,104967,4346,8467,96957,9185
MANDI BAHAUDDIN,MANDI BAHAUDDIN,TEHSIL,RURAL,80977,64918,69160,3978,7839,64940,8114
MANDI BAHAUDDIN,MANDI BAHAUDDIN,TEHSIL,URBAN,36803,32217,35807,368,628,32017,1071
PHALIA,MANDI BAHAUDDIN,TEHSIL,OVERALL,99357,76506,84948,1695,12714,77542,11626
PHALIA,MANDI BAHAUDDIN,TEHSIL,RURAL,89499,67483,75348,1647,12504,68496,11425
PHALIA,MANDI BAHAUDDIN,TEHSIL,URBAN,9858,9023,9600,48,210,9046,201
MIANWALI,MIANWALI,DISTRICT,OVERALL,296339,207663,259254,10880,26205,204768,31278
MIANWALI,MIANWALI,DISTRICT,RURAL,232193,157800,197234,10127,24832,155712,28743
MIANWALI,MIANWALI,DISTRICT,URBAN,64146,49863,62020,753,1373,49056,2535
ISAKHEL,MIANWALI,TEHSIL,OVERALL,66271,43201,54778,3588,7905,43124,8880
ISAKHEL,MIANWALI,TEHSIL,RURAL,50370,30581,40008,3155,7207,30863,7639
ISAKHEL,MIANWALI,TEHSIL,URBAN,15901,12620,14770,433,698,12261,1241
MIANWALI,MIANWALI,TEHSIL,OVERALL,154194,110011,137915,5219,11060,108420,13210
MIANWALI,MIANWALI,TEHSIL,RURAL,123792,87321,108029,4989,10774,86064,12442
MIANWALI,MIANWALI,TEHSIL,URBAN,30402,22690,29886,230,286,22356,768
PIPLAN,MIANWALI,TEHSIL,OVERALL,75874,54451,66561,2073,7240,53224,9188
PIPLAN,MIANWALI,TEHSIL,RURAL,58031,39898,49197,1983,6851,38785,8662
PIPLAN,MIANWALI,TEHSIL,URBAN,17843,14553,17364,90,389,14439,526
MULTAN,MULTAN,DISTRICT,OVERALL,886392,638044,795090,17900,73402,598038,127874
MULTAN,MULTAN,DISTRICT,RURAL,476748,298304,397615,11731,67402,270760,107400
MULTAN,MULTAN,DISTRICT,URBAN,409644,339740,397475,6169,6000,327278,20474
JALALPUR PIRWALA,MULTAN,TEHSIL,OVERALL,104883,53166,78814,2040,24029,44181,38475
JALALPUR PIRWALA,MULTAN,TEHSIL,RURAL,89879,41701,64886,1902,23091,33505,36498
JALALPUR PIRWALA,MULTAN,TEHSIL,URBAN,15004,11465,13928,138,938,10676,1977
MULTAN CITY,MULTAN,TEHSIL,OVERALL,416791,350879,404638,6740,5413,337762,20001
MULTAN CITY,MULTAN,TEHSIL,RURAL,63726,52845,60635,1228,1863,49896,5336
MULTAN CITY,MULTAN,TEHSIL,URBAN,353065,298034,344003,5512,3550,287866,14665
MULTAN SADDAR,MULTAN,TEHSIL,OVERALL,250073,169303,218835,5635,25603,158564,39858
MULTAN SADDAR,MULTAN,TEHSIL,RURAL,235016,157323,204173,5493,25350,146810,39285
MULTAN SADDAR,MULTAN,TEHSIL,URBAN,15057,11980,14662,142,253,11754,573
SHUJABAD,MULTAN,TEHSIL,OVERALL,114645,64696,92803,3485,18357,57531,29540
SHUJABAD,MULTAN,TEHSIL,RURAL,88127,46435,67921,3108,17098,40549,26281
SHUJABAD,MULTAN,TEHSIL,URBAN,26518,18261,24882,377,1259,16982,3259
MUZAFFARGARH,MUZAFFARGARH,DISTRICT,OVERALL,804438,445353,611886,22621,169931,373556,279394
MUZAFFARGARH,MUZAFFARGARH,DISTRICT,RURAL,652613,333758,472414,20691,159508,269488,258480
MUZAFFARGARH,MUZAFFARGARH,DISTRICT,URBAN,151825,111595,139472,1930,10423,104068,20914
ALIPUR,MUZAFFARGARH,TEHSIL,OVERALL,110102,59823,82332,2762,25008,46639,44608
ALIPUR,MUZAFFARGARH,TEHSIL,RURAL,84074,40302,59117,2033,22924,29665,39171
ALIPUR,MUZAFFARGARH,TEHSIL,URBAN,26028,19521,23215,729,2084,16974,5437
CHOWK SARWAR SHAHEED,MUZAFFARGARH,TEHSIL,OVERALL,66170,43159,54897,1041,10232,39723,15261
CHOWK SARWAR SHAHEED,MUZAFFARGARH,TEHSIL,RURAL,55566,33933,44543,980,10043,30803,14736
CHOWK SARWAR SHAHEED,MUZAFFARGARH,TEHSIL,URBAN,10604,9226,10354,61,189,8920,525
JATOI,MUZAFFARGARH,TEHSIL,OVERALL,137645,61311,91720,2635,43290,49298,62999
JATOI,MUZAFFARGARH,TEHSIL,RURAL,101586,40849,62251,2282,37053,30841,53150
JATOI,MUZAFFARGARH,TEHSIL,URBAN,36059,20462,29469,353,6237,18457,9849
KOT ADDU,MUZAFFARGARH,TEHSIL,OVERALL,185342,114879,157890,4263,23189,97631,49600
KOT ADDU,MUZAFFARGARH,TEHSIL,RURAL,146836,86527,120496,3917,22423,70710,46924
KOT ADDU,MUZAFFARGARH,TEHSIL,URBAN,38506,28352,37394,346,766,26921,2676
MUZAFFARGARH,MUZAFFARGARH,TEHSIL,OVERALL,305179,166181,225047,11920,68212,140265,106926
MUZAFFARGARH,MUZAFFARGARH,TEHSIL,RURAL,264551,132147,186007,11479,67065,107469,104499
MUZAFFARGARH,MUZAFFARGARH,TEHSIL,URBAN,40628,34034,39040,441,1147,32796,2427
NANKANA SAHIB,NANKANA SAHIB,DISTRICT,OVERALL,246956,186801,222957,4025,19974,182014,26256
NANKANA SAHIB,NANKANA SAHIB,DISTRICT,RURAL,196169,143477,173403,3696,19070,139299,24645
NANKANA SAHIB,NANKANA SAHIB,DISTRICT,URBAN,50787,43324,49554,329,904,42715,1611
NANKANA SAHIB,NANKANA SAHIB,TEHSIL,OVERALL,160419,115246,140221,3293,16905,110751,22775
NANKANA SAHIB,NANKANA SAHIB,TEHSIL,RURAL,139908,97679,119950,3193,16765,93497,22280
NANKANA SAHIB,NANKANA SAHIB,TEHSIL,URBAN,20511,17567,20271,100,140,17254,495
SANGLA HILL,NANKANA SAHIB,TEHSIL,OVERALL,41181,32864,39768,204,1209,32767,1379
SANGLA HILL,NANKANA SAHIB,TEHSIL,RURAL,25087,19400,23975,147,965,19471,926
SANGLA HILL,NANKANA SAHIB,TEHSIL,URBAN,16094,13464,15793,57,244,13296,453
SHAH KOT,NANKANA SAHIB,TEHSIL,OVERALL,45356,38691,42968,528,1860,38496,2102
SHAH KOT,NANKANA SAHIB,TEHSIL,RURAL,31174,26398,29478,356,1340,26331,1439
SHAH KOT,NANKANA SAHIB,TEHSIL,URBAN,14182,12293,13490,172,520,12165,663
NAROWAL,NAROWAL,DISTRICT,OVERALL,281536,238888,265022,4014,12500,232544,20041
NAROWAL,NAROWAL,DISTRICT,RURAL,227230,190886,212680,3495,11055,184627,18443
NAROWAL,NAROWAL,DISTRICT,URBAN,54306,48002,52342,519,1445,47917,1598
NAROWAL,NAROWAL,TEHSIL,OVERALL,100371,84594,97286,715,2370,83043,4278
NAROWAL,NAROWAL,TEHSIL,RURAL,73856,61791,71297,602,1957,60211,3863
NAROWAL,NAROWAL,TEHSIL,URBAN,26515,22803,25989,113,413,22832,415
SHAKARGARH,NAROWAL,TEHSIL,OVERALL,108734,92944,99990,2055,6689,91392,8625
SHAKARGARH,NAROWAL,TEHSIL,RURAL,89118,75112,81660,1686,5772,73722,7529
SHAKARGARH,NAROWAL,TEHSIL,URBAN,19616,17832,18330,369,917,17670,1096
ZAFARWAL,NAROWAL,TEHSIL,OVERALL,72431,61350,67746,1244,3441,58109,7138
ZAFARWAL,NAROWAL,TEHSIL,RURAL,64256,53983,59723,1207,3326,50694,7051
ZAFARWAL,NAROWAL,TEHSIL,URBAN,8175,7367,8023,37,115,7415,87
OKARA,OKARA,DISTRICT,OVERALL,549724,403059,490449,9222,50053,382472,75607
OKARA,OKARA,DISTRICT,RURAL,360646,246385,307762,7047,45837,231596,64567
OKARA,OKARA,DISTRICT,URBAN,189078,156674,182687,2175,4216,150876,11040
DEPALPUR,OKARA,TEHSIL,OVERALL,254479,185875,224318,4430,25731,174071,40678
DEPALPUR,OKARA,TEHSIL,RURAL,179234,122918,152085,3811,23338,114827,33907
DEPALPUR,OKARA,TEHSIL,URBAN,75245,62957,72233,619,2393,59244,6771
OKARA,OKARA,TEHSIL,OVERALL,216075,158516,192634,3887,19554,151962,27178
OKARA,OKARA,TEHSIL,RURAL,117278,77259,96922,2467,17889,72788,23191
OKARA,OKARA,TEHSIL,URBAN,98797,81257,95712,1420,1665,79174,3987
RENALA KHURD,OKARA,TEHSIL,OVERALL,79170,58668,73497,905,4768,56439,7751
RENALA KHURD,OKARA,TEHSIL,RURAL,64134,46208,58755,769,4610,43981,7469
RENALA KHURD,OKARA,TEHSIL,URBAN,15036,12460,14742,136,158,12458,282
PAKPATTAN,PAKPATTAN,DISTRICT,OVERALL,344546,232682,294982,7892,41672,213160,67050
PAKPATTAN,PAKPATTAN,DISTRICT,RURAL,267416,171776,221163,7401,38852,157221,58271
PAKPATTAN,PAKPATTAN,DISTRICT,URBAN,77130,60906,73819,491,2820,55939,8779
ARIF WALA,PAKPATTAN,TEHSIL,OVERALL,160886,111229,137972,3729,19185,101529,31406
ARIF WALA,PAKPATTAN,TEHSIL,RURAL,127151,85134,105836,3448,17867,78119,26997
ARIF WALA,PAKPATTAN,TEHSIL,URBAN,33735,26095,32136,281,1318,23410,4409
PAKPATTAN,PAKPATTAN,TEHSIL,OVERALL,183660,121453,157010,4163,22487,111631,35644
PAKPATTAN,PAKPATTAN,TEHSIL,RURAL,140265,86642,115327,3953,20985,79102,31274
PAKPATTAN,PAKPATTAN,TEHSIL,URBAN,43395,34811,41683,210,1502,32529,4370
RAHIM YAR KHAN,RAHIM YAR KHAN,DISTRICT,OVERALL,826942,563119,685407,23874,117661,482604,224088
RAHIM YAR KHAN,RAHIM YAR KHAN,DISTRICT,RURAL,617082,385531,482551,21696,112835,317921,204275
RAHIM YAR KHAN,RAHIM YAR KHAN,DISTRICT,URBAN,209860,177588,202856,2178,4826,164683,19813
KHANPUR,RAHIM YAR KHAN,TEHSIL,OVERALL,170828,118617,144207,4682,21939,99153,47655
KHANPUR,RAHIM YAR KHAN,TEHSIL,RURAL,122933,79387,98457,4375,20101,63836,41116
KHANPUR,RAHIM YAR KHAN,TEHSIL,URBAN,47895,39230,45750,307,1838,35317,6539
LIAQUAT PUR,RAHIM YAR KHAN,TEHSIL,OVERALL,177831,118227,140292,4151,33388,94775,64011
LIAQUAT PUR,RAHIM YAR KHAN,TEHSIL,RURAL,162235,105639,125647,3944,32644,83633,61426
LIAQUAT PUR,RAHIM YAR KHAN,TEHSIL,URBAN,15596,12588,14645,207,744,11142,2585
RAHIM YAR KHAN,RAHIM YAR KHAN,TEHSIL,OVERALL,266856,196145,232347,6257,28252,174211,56261
RAHIM YAR KHAN,RAHIM YAR KHAN,TEHSIL,RURAL,172658,113494,140677,5015,26966,95594,50491
RAHIM YAR KHAN,RAHIM YAR KHAN,TEHSIL,URBAN,94198,82651,91670,1242,1286,78617,5770
SADIQABAD,RAHIM YAR KHAN,TEHSIL,OVERALL,211427,130130,168561,8784,34082,114465,56161
SADIQABAD,RAHIM YAR KHAN,TEHSIL,RURAL,159256,87011,117770,8362,33124,74858,51242
SADIQABAD,RAHIM YAR KHAN,TEHSIL,URBAN,52171,43119,50791,422,958,39607,4919
RAJANPUR,RAJANPUR,DISTRICT,OVERALL,354016,139514,204808,15995,133213,127468,154875
RAJANPUR,RAJANPUR,DISTRICT,RURAL,257505,75471,119302,14475,123728,66657,140900
RAJANPUR,RAJANPUR,DISTRICT,URBAN,96511,64043,85506,1520,9485,60811,13975
RAJANPUR,RAJANPUR,DE-EXCLUDED_AREA,OVERALL,6438,166,209,63,6166,208,6108
RAJANPUR,RAJANPUR,DE-EXCLUDED_AREA,RURAL,6438,166,209,63,6166,208,6108
RAJANPUR,RAJANPUR,DE-EXCLUDED_AREA,URBAN,,,,,,,
JAMPUR,RAJANPUR,TEHSIL,OVERALL,150958,61947,91830,5997,53131,57839,59919
JAMPUR,RAJANPUR,TEHSIL,RURAL,105245,31564,51123,5175,48947,29478,53479
JAMPUR,RAJANPUR,TEHSIL,URBAN,45713,30383,40707,822,4184,28361,6440
RAJANPUR,RAJANPUR,TEHSIL,OVERALL,129625,65035,88959,3942,36724,57424,48657
RAJANPUR,RAJANPUR,TEHSIL,RURAL,81728,32570,46980,3284,31464,26125,41248
RAJANPUR,RAJANPUR,TEHSIL,URBAN,47897,32465,41979,658,5260,31299,7409
ROJHAN,RAJANPUR,TEHSIL,OVERALL,66995,12366,23810,5993,37192,11997,40191
ROJHAN,RAJANPUR,TEHSIL,RURAL,64094,11171,20990,5953,37151,10846,40065
ROJHAN,RAJANPUR,TEHSIL,URBAN,2901,1195,2820,40,41,1151,126
RAWALPINDI,RAWALPINDI,DISTRICT,OVERALL,998000,871788,947903,26351,23746,828974,69238
RAWALPINDI,RAWALPINDI,DISTRICT,RURAL,325262,281556,294355,13174,17733,263355,37931
RAWALPINDI,RAWALPINDI,DISTRICT,URBAN,672738,590232,653548,13177,6013,565619,31307
GUJAR KHAN,RAWALPINDI,TEHSIL,OVERALL,130608,111385,118964,5801,5843,106752,11157
GUJAR KHAN,RAWALPINDI,TEHSIL,RURAL,109488,92879,98473,5375,5640,88853,10284
GUJAR KHAN,RAWALPINDI,TEHSIL,URBAN,21120,18506,20491,426,203,17899,873
KAHUTA,RAWALPINDI,TEHSIL,OVERALL,43648,37745,40377,767,2504,33030,7725
KAHUTA,RAWALPINDI,TEHSIL,RURAL,29920,25485,26966,516,2438,22672,5482
KAHUTA,RAWALPINDI,TEHSIL,URBAN,13728,12260,13411,251,66,10358,2243
KALLAR SAYADDAN,RAWALPINDI,TEHSIL,OVERALL,41620,37287,37641,1636,2343,34761,5051
KALLAR SAYADDAN,RAWALPINDI,TEHSIL,RURAL,31447,27995,28008,1387,2052,26921,3157
KALLAR SAYADDAN,RAWALPINDI,TEHSIL,URBAN,10173,9292,9633,249,291,7840,1894
KOTLI SATTIAN,RAWALPINDI,TEHSIL,OVERALL,20907,17275,17407,1446,2054,15787,4016
KOTLI SATTIAN,RAWALPINDI,TEHSIL,RURAL,16637,13776,13701,1186,1750,12971,2779
KOTLI SATTIAN,RAWALPINDI,TEHSIL,URBAN,4270,3499,3706,260,304,2816,1237
MURREE,RAWALPINDI,TEHSIL,OVERALL,45280,39096,42131,1051,2098,29466,12420
MURREE,RAWALPINDI,TEHSIL,RURAL,41198,35872,38219,923,2056,26890,11714
MURREE,RAWALPINDI,TEHSIL,URBAN,4082,3224,3912,128,42,2576,706
RAWALPINDI,RAWALPINDI,TEHSIL,OVERALL,589748,514225,568480,13338,7930,495370,27031
RAWALPINDI,RAWALPINDI,TEHSIL,RURAL,62208,54601,56705,2262,3241,54019,3966
RAWALPINDI,RAWALPINDI,TEHSIL,URBAN,527540,459624,511775,11076,4689,441351,23065
TAXILA,RAWALPINDI,TEHSIL,OVERALL,126189,114775,122903,2312,974,113808,1838
TAXILA,RAWALPINDI,TEHSIL,RURAL,34364,30948,32283,1525,556,31029,549
TAXILA,RAWALPINDI,TEHSIL,URBAN,91825,83827,90620,787,418,82779,1289
SAHIWAL,SAHIWAL,DISTRICT,OVERALL,446606,343187,397106,8635,40865,330440,56506
SAHIWAL,SAHIWAL,DISTRICT,RURAL,324448,241368,278850,7135,38463,231606,50774
SAHIWAL,SAHIWAL,DISTRICT,URBAN,122158,101819,118256,1500,2402,98834,5732
CHICHAWATNI,SAHIWAL,TEHSIL,OVERALL,176270,143387,159047,4070,13153,137679,19907
CHICHAWATNI,SAHIWAL,TEHSIL,RURAL,158484,127709,141637,3909,12938,122173,19517
CHICHAWATNI,SAHIWAL,TEHSIL,URBAN,17786,15678,17410,161,215,15506,390
SAHIWAL,SAHIWAL,TEHSIL,OVERALL,270336,199800,238059,4565,27712,192761,36599
SAHIWAL,SAHIWAL,TEHSIL,RURAL,165964,113659,137213,3226,25525,109433,31257
SAHIWAL,SAHIWAL,TEHSIL,URBAN,104372,86141,100846,1339,2187,83328,5342
SARGODHA,SARGODHA,DISTRICT,OVERALL,684321,471981,578632,13018,92671,464244,103304
SARGODHA,SARGODHA,DISTRICT,RURAL,424976,263560,331519,9324,84133,259576,90199
SARGODHA,SARGODHA,DISTRICT,URBAN,259345,208421,247113,3694,8538,204668,13105
BHALWAL,SARGODHA,TEHSIL,OVERALL,67654,48702,60618,401,6635,49459,5646
BHALWAL,SARGODHA,TEHSIL,RURAL,41882,27587,35187,338,6357,28784,4919
BHALWAL,SARGODHA,TEHSIL,URBAN,25772,21115,25431,63,278,20675,727
BHERA,SARGODHA,TEHSIL,OVERALL,64910,40916,51820,1882,11208,39111,13735
BHERA,SARGODHA,TEHSIL,RURAL,45823,26207,33689,1582,10552,24904,12524
BHERA,SARGODHA,TEHSIL,URBAN,19087,14709,18131,300,656,14207,1211
KOT MOMIN,SARGODHA,TEHSIL,OVERALL,79456,43059,49220,2902,27334,42096,28725
KOT MOMIN,SARGODHA,TEHSIL,RURAL,69894,35714,41119,2411,26364,35069,27350
KOT MOMIN,SARGODHA,TEHSIL,URBAN,9562,7345,8101,491,970,7027,1375
SAHIWAL,SARGODHA,TEHSIL,OVERALL,62790,43691,54423,478,7889,42744,9172
SAHIWAL,SARGODHA,TEHSIL,RURAL,47812,31673,39738,402,7672,30792,8852
SAHIWAL,SARGODHA,TEHSIL,URBAN,14978,12018,14685,76,217,11952,320
SARGODHA,SARGODHA,TEHSIL,OVERALL,280479,211319,254034,4949,21496,207771,26192
SARGODHA,SARGODHA,TEHSIL,RURAL,113598,76011,95210,2362,16026,74692,18072
SARGODHA,SARGODHA,TEHSIL,URBAN,166881,135308,158824,2587,5470,133079,8120
SHAHPUR,SARGODHA,TEHSIL,OVERALL,70184,42833,58583,1645,9956,42674,10410
SHAHPUR,SARGODHA,TEHSIL,RURAL,54215,31471,43608,1481,9126,31502,9197
SHAHPUR,SARGODHA,TEHSIL,URBAN,15969,11362,14975,164,830,11172,1213
SILLANWALI,SARGODHA,TEHSIL,OVERALL,58848,41461,49934,761,8153,40389,9424
SILLANWALI,SARGODHA,TEHSIL,RURAL,51752,34897,42968,748,8036,33833,9285
SILLANWALI,SARGODHA,TEHSIL,URBAN,7096,6564,6966,13,117,6556,139
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,OVERALL,593260,493564,569941,9699,13620,484694,24649
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,RURAL,362146,294041,343810,6948,11388,287985,19498
SHEIKHUPURA,SHEIKHUPURA,DISTRICT,URBAN,231114,199523,226131,2751,2232,196709,5151
FEROZEWALA,SHEIKHUPURA,TEHSIL,OVERALL,144449,120328,139520,2606,2323,118733,4637
FEROZEWALA,SHEIKHUPURA,TEHSIL,RURAL,95343,77683,91906,1640,1797,76701,3559
FEROZEWALA,SHEIKHUPURA,TEHSIL,URBAN,49106,42645,47614,966,526,42032,1078
MURIDKE,SHEIKHUPURA,TEHSIL,OVERALL,102033,84708,99360,1074,1599,82356,4249
MURIDKE,SHEIKHUPURA,TEHSIL,RURAL,55268,44663,53266,701,1301,42911,3504
MURIDKE,SHEIKHUPURA,TEHSIL,URBAN,46765,40045,46094,373,298,39445,745
SAFDARABAD,SHEIKHUPURA,TEHSIL,OVERALL,45522,36911,42622,1192,1708,35809,3160
SAFDARABAD,SHEIKHUPURA,TEHSIL,RURAL,32330,26106,29850,958,1522,25592,2168
SAFDARABAD,SHEIKHUPURA,TEHSIL,URBAN,13192,10805,12772,234,186,10217,992
SHARAK PUR,SHEIKHUPURA,TEHSIL,OVERALL,35648,28820,32879,834,1935,28097,2858
SHARAK PUR,SHEIKHUPURA,TEHSIL,RURAL,27825,21833,25182,769,1874,21136,2766
SHARAK PUR,SHEIKHUPURA,TEHSIL,URBAN,7823,6987,7697,65,61,6961,92
SHEIKHUPURA,SHEIKHUPURA,TEHSIL,OVERALL,265608,222797,255560,3993,6055,219699,9745
SHEIKHUPURA,SHEIKHUPURA,TEHSIL,RURAL,151380,123756,143606,2880,4894,121645,7501
SHEIKHUPURA,SHEIKHUPURA,TEHSIL,URBAN,114228,99041,111954,1113,1161,98054,2244
SIALKOT,SIALKOT,DISTRICT,OVERALL,671320,579321,644597,10291,16432,571393,25060
SIALKOT,SIALKOT,DISTRICT,RURAL,445606,382715,424588,7249,13769,376382,20773
SIALKOT,SIALKOT,DISTRICT,URBAN,225714,196606,220009,3042,2663,195011,4287
DASKA,SIALKOT,TEHSIL,OVERALL,143666,122800,137421,2028,4217,121341,5815
DASKA,SIALKOT,TEHSIL,RURAL,104824,88389,99537,1421,3866,87452,4881
DASKA,SIALKOT,TEHSIL,URBAN,38842,34411,37884,607,351,33889,934
PASRUR,SIALKOT,TEHSIL,OVERALL,139334,116820,131198,2001,6135,114781,8419
PASRUR,SIALKOT,TEHSIL,RURAL,119326,99662,111997,1916,5413,97535,7929
PASRUR,SIALKOT,TEHSIL,URBAN,20008,17158,19201,85,722,17246,490
SAMBRIAL,SIALKOT,TEHSIL,OVERALL,71680,61332,68364,1417,1899,60763,2430
SAMBRIAL,SIALKOT,TEHSIL,RURAL,48433,42085,45778,1149,1506,41533,2062
SAMBRIAL,SIALKOT,TEHSIL,URBAN,23247,19247,22586,268,393,19230,368
SIALKOT,SIALKOT,TEHSIL,OVERALL,316640,278369,307614,4845,4181,274508,8396
SIALKOT,SIALKOT,TEHSIL,RURAL,173023,152579,167276,2763,2984,149862,5901
SIALKOT,SIALKOT,TEHSIL,URBAN,143617,125790,140338,2082,1197,124646,2495
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,OVERALL,393896,315411,353149,11178,29569,310235,36464
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,RURAL,302354,236845,265140,9140,28074,233283,33088
TOBA TEK SINGH,TOBA TEK SINGH,DISTRICT,URBAN,91542,78566,88009,2038,1495,76952,3376
GOJRA,TOBA TEK SINGH,TEHSIL,OVERALL,114653,95376,108528,1575,4550,93279,7143
GOJRA,TOBA TEK SINGH,TEHSIL,RURAL,80848,66187,75714,919,4215,64984,5691
GOJRA,TOBA TEK SINGH,TEHSIL,URBAN,33805,29189,32814,656,335,28295,1452
KAMALIA,TOBA TEK SINGH,TEHSIL,OVERALL,67925,48353,55549,4265,8111,47177,9606
KAMALIA,TOBA TEK SINGH,TEHSIL,RURAL,40148,25547,29173,3372,7603,24772,8643
KAMALIA,TOBA TEK SINGH,TEHSIL,URBAN,27777,22806,26376,893,508,22405,963
PIRMAHAL,TOBA TEK SINGH,TEHSIL,OVERALL,77813,60020,68575,1980,7258,58961,9011
PIRMAHAL,TOBA TEK SINGH,TEHSIL,RURAL,67723,50981,58946,1645,7132,49887,8907
PIRMAHAL,TOBA TEK SINGH,TEHSIL,URBAN,10090,9039,9629,335,126,9074,104
TOBA TEK SINGH,TOBA TEK SINGH,TEHSIL,OVERALL,133505,111662,120497,3358,9650,110818,10704
TOBA TEK SINGH,TOBA TEK SINGH,TEHSIL,RURAL,113635,94130,101307,3204,9124,93640,9847
TOBA TEK SINGH,TOBA TEK SINGH,TEHSIL,URBAN,19870,17532,19190,154,526,17178,857
VEHARI,VEHARI,DISTRICT,OVERALL,543036,409222,476446,15065,51525,394473,69786
VEHARI,VEHARI,DISTRICT,RURAL,418471,304656,356539,13773,48159,294000,61405
VEHARI,VEHARI,DISTRICT,URBAN,124565,104566,119907,1292,3366,100473,8381
BUREWALA,VEHARI,TEHSIL,OVERALL,190350,149623,169896,5362,15092,146142,19197
BUREWALA,VEHARI,TEHSIL,RURAL,133186,100930,114411,4865,13910,99108,15940
BUREWALA,VEHARI,TEHSIL,URBAN,57164,48693,55485,497,1182,47034,3257
MAILSI,VEHARI,TEHSIL,OVERALL,177997,130867,155652,4500,17845,124468,25661
MAILSI,VEHARI,TEHSIL,RURAL,144266,103595,123838,3964,16464,98334,22972
MAILSI,VEHARI,TEHSIL,URBAN,33731,27272,31814,536,1381,26134,2689
VEHARI,VEHARI,TEHSIL,OVERALL,174689,128732,150898,5203,18588,123863,24928
VEHARI,VEHARI,TEHSIL,RURAL,141019,100131,118290,4944,17785,96558,22493
VEHARI,VEHARI,TEHSIL,URBAN,33670,28601,32608,259,803,27305,2435
