name_admin_unit,part_of_district,admin_unit,age_group,rel_hh_head,all_sexes_overall,female_overall,male_overall,tgend_overall,all_sexes_rural,female_rural,male_rural,tgend_rural,all_sexes_urban,female_urban,male_urban,tgend_urban
CHAMAN,CHAMAN,DISTRICT,00 - 04,BROTHER/SISTER IN LAW,6,3,3,,4,1,3,,2,2,,
CHAMAN,CHAMAN,DISTRICT,00 - 04,FATHER/MOTHER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,00 - 04,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,00 - 04,GRANDSON/GRANDDAUGHTER,5455,2131,3324,,4450,1689,2761,,1005,442,563,
CHAMAN,CHAMAN,DISTRICT,00 - 04,HEAD,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,00 - 04,NEPHEW/NEICE,1746,758,988,,1302,562,740,,444,196,248,
CHAMAN,CHAMAN,DISTRICT,00 - 04,NON-RELATIVE,12,6,6,,5,1,4,,7,5,2,
CHAMAN,CHAMAN,DISTRICT,00 - 04,OTHER RELATIVE,221,87,134,,101,41,60,,120,46,74,
CHAMAN,CHAMAN,DISTRICT,00 - 04,SON/DAUGHTER,88306,36519,51787,,65603,27068,38535,,22703,9451,13252,
CHAMAN,CHAMAN,DISTRICT,00 - 04,SON/DAUGHTER IN LAW,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,00 - 04,SPOUSE,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,05 - 09,BROTHER/SISTER,462,222,240,,364,170,194,,98,52,46,
CHAMAN,CHAMAN,DISTRICT,05 - 09,BROTHER/SISTER IN LAW,14,5,9,,13,5,8,,1,,1,
CHAMAN,CHAMAN,DISTRICT,05 - 09,FATHER/MOTHER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,05 - 09,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,05 - 09,GRANDSON/GRANDDAUGHTER,3374,1387,1987,,2670,1085,1585,,704,302,402,
CHAMAN,CHAMAN,DISTRICT,05 - 09,HEAD,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,05 - 09,NEPHEW/NEICE,1681,783,898,,1207,563,644,,474,220,254,
CHAMAN,CHAMAN,DISTRICT,05 - 09,NON-RELATIVE,15,4,11,,6,2,4,,9,2,7,
CHAMAN,CHAMAN,DISTRICT,05 - 09,OTHER RELATIVE,210,98,112,,102,56,46,,108,42,66,
CHAMAN,CHAMAN,DISTRICT,05 - 09,SON/DAUGHTER,80365,34122,46243,,60011,25164,34847,,20354,8958,11396,
CHAMAN,CHAMAN,DISTRICT,05 - 09,SON/DAUGHTER IN LAW,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,05 - 09,SPOUSE,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,10 - 14,BROTHER/SISTER,1209,624,585,,920,461,459,,289,163,126,
CHAMAN,CHAMAN,DISTRICT,10 - 14,BROTHER/SISTER IN LAW,15,8,7,,12,8,4,,3,,3,
CHAMAN,CHAMAN,DISTRICT,10 - 14,FATHER/MOTHER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,10 - 14,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,10 - 14,GRANDSON/GRANDDAUGHTER,2117,867,1250,,1691,668,1023,,426,199,227,
CHAMAN,CHAMAN,DISTRICT,10 - 14,HEAD,94,2,92,,88,2,86,,6,,6,
CHAMAN,CHAMAN,DISTRICT,10 - 14,NEPHEW/NEICE,1340,570,769,1,896,382,513,1,444,188,256,
CHAMAN,CHAMAN,DISTRICT,10 - 14,NON-RELATIVE,9,4,5,,2,1,1,,7,3,4,
CHAMAN,CHAMAN,DISTRICT,10 - 14,OTHER RELATIVE,188,77,111,,101,48,53,,87,29,58,
CHAMAN,CHAMAN,DISTRICT,10 - 14,SON/DAUGHTER,64899,26980,37915,4,47657,19546,28107,4,17242,7434,9808,
CHAMAN,CHAMAN,DISTRICT,10 - 14,SON/DAUGHTER IN LAW,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,10 - 14,SPOUSE,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,15 - 19,BROTHER/SISTER,1932,725,1207,,1372,494,878,,560,231,329,
CHAMAN,CHAMAN,DISTRICT,15 - 19,BROTHER/SISTER IN LAW,98,86,12,,75,67,8,,23,19,4,
CHAMAN,CHAMAN,DISTRICT,15 - 19,FATHER/MOTHER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,15 - 19,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,15 - 19,GRANDSON/GRANDDAUGHTER,946,358,588,,749,270,479,,197,88,109,
CHAMAN,CHAMAN,DISTRICT,15 - 19,HEAD,1788,7,1781,,1427,7,1420,,361,,361,
CHAMAN,CHAMAN,DISTRICT,15 - 19,NEPHEW/NEICE,823,368,455,,536,243,293,,287,125,162,
CHAMAN,CHAMAN,DISTRICT,15 - 19,NON-RELATIVE,10,2,8,,6,1,5,,4,1,3,
CHAMAN,CHAMAN,DISTRICT,15 - 19,OTHER RELATIVE,208,89,119,,139,53,86,,69,36,33,
CHAMAN,CHAMAN,DISTRICT,15 - 19,SON/DAUGHTER,43565,17937,25625,3,30474,12260,18212,2,13091,5677,7413,1
CHAMAN,CHAMAN,DISTRICT,15 - 19,SON/DAUGHTER IN LAW,429,401,28,,319,300,19,,110,101,9,
CHAMAN,CHAMAN,DISTRICT,15 - 19,SPOUSE,4145,4143,2,,3138,3136,2,,1007,1007,,
CHAMAN,CHAMAN,DISTRICT,20 - 24,BROTHER/SISTER,1732,471,1261,,1172,313,859,,560,158,402,
CHAMAN,CHAMAN,DISTRICT,20 - 24,BROTHER/SISTER IN LAW,329,313,16,,237,227,10,,92,86,6,
CHAMAN,CHAMAN,DISTRICT,20 - 24,FATHER/MOTHER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,20 - 24,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,20 - 24,GRANDSON/GRANDDAUGHTER,324,103,221,,246,77,169,,78,26,52,
CHAMAN,CHAMAN,DISTRICT,20 - 24,HEAD,7869,26,7843,,5684,20,5664,,2185,6,2179,
CHAMAN,CHAMAN,DISTRICT,20 - 24,NEPHEW/NEICE,397,126,271,,268,88,180,,129,38,91,
CHAMAN,CHAMAN,DISTRICT,20 - 24,NON-RELATIVE,23,16,7,,13,10,3,,10,6,4,
CHAMAN,CHAMAN,DISTRICT,20 - 24,OTHER RELATIVE,169,83,86,,102,45,57,,67,38,29,
CHAMAN,CHAMAN,DISTRICT,20 - 24,SON/DAUGHTER,19203,6427,12775,1,13036,4311,8724,1,6167,2116,4051,
CHAMAN,CHAMAN,DISTRICT,20 - 24,SON/DAUGHTER IN LAW,1127,1091,36,,840,810,30,,287,281,6,
CHAMAN,CHAMAN,DISTRICT,20 - 24,SPOUSE,11556,11538,18,,8114,8098,16,,3442,3440,2,
CHAMAN,CHAMAN,DISTRICT,25 - 29,BROTHER/SISTER,1015,162,853,,706,101,605,,309,61,248,
CHAMAN,CHAMAN,DISTRICT,25 - 29,BROTHER/SISTER IN LAW,373,367,6,,281,276,5,,92,91,1,
CHAMAN,CHAMAN,DISTRICT,25 - 29,FATHER/MOTHER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,25 - 29,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,25 - 29,GRANDSON/GRANDDAUGHTER,82,12,70,,60,10,50,,22,2,20,
CHAMAN,CHAMAN,DISTRICT,25 - 29,HEAD,9640,44,9596,,6645,35,6610,,2995,9,2986,
CHAMAN,CHAMAN,DISTRICT,25 - 29,NEPHEW/NEICE,121,37,84,,89,26,63,,32,11,21,
CHAMAN,CHAMAN,DISTRICT,25 - 29,NON-RELATIVE,19,9,10,,9,7,2,,10,2,8,
CHAMAN,CHAMAN,DISTRICT,25 - 29,OTHER RELATIVE,129,66,63,,72,33,39,,57,33,24,
CHAMAN,CHAMAN,DISTRICT,25 - 29,SON/DAUGHTER,5695,1570,4125,,3917,1056,2861,,1778,514,1264,
CHAMAN,CHAMAN,DISTRICT,25 - 29,SON/DAUGHTER IN LAW,908,884,24,,704,686,18,,204,198,6,
CHAMAN,CHAMAN,DISTRICT,25 - 29,SPOUSE,10732,10714,18,,7295,7281,14,,3437,3433,4,
CHAMAN,CHAMAN,DISTRICT,30 - 34,BROTHER/SISTER,647,88,559,,484,52,432,,163,36,127,
CHAMAN,CHAMAN,DISTRICT,30 - 34,BROTHER/SISTER IN LAW,266,254,12,,193,185,8,,73,69,4,
CHAMAN,CHAMAN,DISTRICT,30 - 34,FATHER/MOTHER,3,3,,,1,1,,,2,2,,
CHAMAN,CHAMAN,DISTRICT,30 - 34,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,30 - 34,GRANDSON/GRANDDAUGHTER,26,6,20,,21,6,15,,5,,5,
CHAMAN,CHAMAN,DISTRICT,30 - 34,HEAD,8722,42,8680,,5969,34,5935,,2753,8,2745,
CHAMAN,CHAMAN,DISTRICT,30 - 34,NEPHEW/NEICE,44,8,36,,31,8,23,,13,,13,
CHAMAN,CHAMAN,DISTRICT,30 - 34,NON-RELATIVE,11,10,1,,6,6,,,5,4,1,
CHAMAN,CHAMAN,DISTRICT,30 - 34,OTHER RELATIVE,82,50,32,,42,26,16,,40,24,16,
CHAMAN,CHAMAN,DISTRICT,30 - 34,SON/DAUGHTER,2077,568,1508,1,1491,396,1094,1,586,172,414,
CHAMAN,CHAMAN,DISTRICT,30 - 34,SON/DAUGHTER IN LAW,508,490,18,,380,366,14,,128,124,4,
CHAMAN,CHAMAN,DISTRICT,30 - 34,SPOUSE,8691,8673,18,,5961,5946,15,,2730,2727,3,
CHAMAN,CHAMAN,DISTRICT,35 - 39,BROTHER/SISTER,481,51,429,1,365,31,333,1,116,20,96,
CHAMAN,CHAMAN,DISTRICT,35 - 39,BROTHER/SISTER IN LAW,206,197,9,,145,139,6,,61,58,3,
CHAMAN,CHAMAN,DISTRICT,35 - 39,FATHER/MOTHER,42,42,,,31,31,,,11,11,,
CHAMAN,CHAMAN,DISTRICT,35 - 39,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,35 - 39,GRANDSON/GRANDDAUGHTER,8,3,5,,8,3,5,,,,,
CHAMAN,CHAMAN,DISTRICT,35 - 39,HEAD,8012,58,7952,2,5581,51,5528,2,2431,7,2424,
CHAMAN,CHAMAN,DISTRICT,35 - 39,NEPHEW/NEICE,24,4,20,,15,2,13,,9,2,7,
CHAMAN,CHAMAN,DISTRICT,35 - 39,NON-RELATIVE,12,6,6,,7,4,3,,5,2,3,
CHAMAN,CHAMAN,DISTRICT,35 - 39,OTHER RELATIVE,66,33,33,,35,15,20,,31,18,13,
CHAMAN,CHAMAN,DISTRICT,35 - 39,SON/DAUGHTER,1055,255,800,,799,187,612,,256,68,188,
CHAMAN,CHAMAN,DISTRICT,35 - 39,SON/DAUGHTER IN LAW,304,285,19,,224,209,15,,80,76,4,
CHAMAN,CHAMAN,DISTRICT,35 - 39,SPOUSE,7714,7694,20,,5375,5358,17,,2339,2336,3,
CHAMAN,CHAMAN,DISTRICT,40 - 44,BROTHER/SISTER,365,30,335,,265,19,246,,100,11,89,
CHAMAN,CHAMAN,DISTRICT,40 - 44,BROTHER/SISTER IN LAW,158,157,1,,102,101,1,,56,56,,
CHAMAN,CHAMAN,DISTRICT,40 - 44,FATHER/MOTHER,104,98,6,,79,74,5,,25,24,1,
CHAMAN,CHAMAN,DISTRICT,40 - 44,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,40 - 44,GRANDSON/GRANDDAUGHTER,7,2,5,,7,2,5,,,,,
CHAMAN,CHAMAN,DISTRICT,40 - 44,HEAD,6835,102,6733,,4653,77,4576,,2182,25,2157,
CHAMAN,CHAMAN,DISTRICT,40 - 44,NEPHEW/NEICE,11,4,7,,8,3,5,,3,1,2,
CHAMAN,CHAMAN,DISTRICT,40 - 44,NON-RELATIVE,9,5,4,,5,5,,,4,,4,
CHAMAN,CHAMAN,DISTRICT,40 - 44,OTHER RELATIVE,69,36,33,,37,22,15,,32,14,18,
CHAMAN,CHAMAN,DISTRICT,40 - 44,SON/DAUGHTER,492,130,362,,380,108,272,,112,22,90,
CHAMAN,CHAMAN,DISTRICT,40 - 44,SON/DAUGHTER IN LAW,159,153,6,,114,111,3,,45,42,3,
CHAMAN,CHAMAN,DISTRICT,40 - 44,SPOUSE,6169,6159,10,,4212,4203,9,,1957,1956,1,
CHAMAN,CHAMAN,DISTRICT,45 - 49,BROTHER/SISTER,255,19,236,,180,12,168,,75,7,68,
CHAMAN,CHAMAN,DISTRICT,45 - 49,BROTHER/SISTER IN LAW,81,77,4,,48,45,3,,33,32,1,
CHAMAN,CHAMAN,DISTRICT,45 - 49,FATHER/MOTHER,171,153,18,,110,95,15,,61,58,3,
CHAMAN,CHAMAN,DISTRICT,45 - 49,GRANDFATHER/GRANDMOTHER,1,,1,,1,,1,,,,,
CHAMAN,CHAMAN,DISTRICT,45 - 49,GRANDSON/GRANDDAUGHTER,2,1,1,,2,1,1,,,,,
CHAMAN,CHAMAN,DISTRICT,45 - 49,HEAD,5094,92,5002,,3392,71,3321,,1702,21,1681,
CHAMAN,CHAMAN,DISTRICT,45 - 49,NEPHEW/NEICE,4,1,3,,3,1,2,,1,,1,
CHAMAN,CHAMAN,DISTRICT,45 - 49,NON-RELATIVE,5,5,,,4,4,,,1,1,,
CHAMAN,CHAMAN,DISTRICT,45 - 49,OTHER RELATIVE,55,25,30,,25,14,11,,30,11,19,
CHAMAN,CHAMAN,DISTRICT,45 - 49,SON/DAUGHTER,235,74,161,,178,58,120,,57,16,41,
CHAMAN,CHAMAN,DISTRICT,45 - 49,SON/DAUGHTER IN LAW,42,41,1,,25,24,1,,17,17,,
CHAMAN,CHAMAN,DISTRICT,45 - 49,SPOUSE,4122,4112,10,,2800,2793,7,,1322,1319,3,
CHAMAN,CHAMAN,DISTRICT,50 - 54,BROTHER/SISTER,138,8,130,,98,5,93,,40,3,37,
CHAMAN,CHAMAN,DISTRICT,50 - 54,BROTHER/SISTER IN LAW,28,28,,,17,17,,,11,11,,
CHAMAN,CHAMAN,DISTRICT,50 - 54,FATHER/MOTHER,286,255,31,,197,174,23,,89,81,8,
CHAMAN,CHAMAN,DISTRICT,50 - 54,GRANDFATHER/GRANDMOTHER,5,,5,,3,,3,,2,,2,
CHAMAN,CHAMAN,DISTRICT,50 - 54,GRANDSON/GRANDDAUGHTER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,50 - 54,HEAD,3809,106,3703,,2552,79,2473,,1257,27,1230,
CHAMAN,CHAMAN,DISTRICT,50 - 54,NEPHEW/NEICE,1,1,,,1,1,,,,,,
CHAMAN,CHAMAN,DISTRICT,50 - 54,NON-RELATIVE,1,1,,,1,1,,,,,,
CHAMAN,CHAMAN,DISTRICT,50 - 54,OTHER RELATIVE,36,25,11,,18,14,4,,18,11,7,
CHAMAN,CHAMAN,DISTRICT,50 - 54,SON/DAUGHTER,128,55,73,,99,50,49,,29,5,24,
CHAMAN,CHAMAN,DISTRICT,50 - 54,SON/DAUGHTER IN LAW,23,21,2,,13,11,2,,10,10,,
CHAMAN,CHAMAN,DISTRICT,50 - 54,SPOUSE,3130,3128,2,,2073,2071,2,,1057,1057,,
CHAMAN,CHAMAN,DISTRICT,55 - 59,BROTHER/SISTER,97,7,90,,68,6,62,,29,1,28,
CHAMAN,CHAMAN,DISTRICT,55 - 59,BROTHER/SISTER IN LAW,31,31,,,23,23,,,8,8,,
CHAMAN,CHAMAN,DISTRICT,55 - 59,FATHER/MOTHER,327,293,34,,214,192,22,,113,101,12,
CHAMAN,CHAMAN,DISTRICT,55 - 59,GRANDFATHER/GRANDMOTHER,1,,1,,1,,1,,,,,
CHAMAN,CHAMAN,DISTRICT,55 - 59,GRANDSON/GRANDDAUGHTER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,55 - 59,HEAD,3390,88,3302,,2288,61,2227,,1102,27,1075,
CHAMAN,CHAMAN,DISTRICT,55 - 59,NEPHEW/NEICE,2,2,,,2,2,,,,,,
CHAMAN,CHAMAN,DISTRICT,55 - 59,NON-RELATIVE,2,,2,,2,,2,,,,,
CHAMAN,CHAMAN,DISTRICT,55 - 59,OTHER RELATIVE,25,16,9,,14,7,7,,11,9,2,
CHAMAN,CHAMAN,DISTRICT,55 - 59,SON/DAUGHTER,81,42,39,,67,39,28,,14,3,11,
CHAMAN,CHAMAN,DISTRICT,55 - 59,SON/DAUGHTER IN LAW,10,10,,,6,6,,,4,4,,
CHAMAN,CHAMAN,DISTRICT,55 - 59,SPOUSE,2107,2098,9,,1436,1430,6,,671,668,3,
CHAMAN,CHAMAN,DISTRICT,60 - 64,BROTHER/SISTER,34,9,25,,24,6,18,,10,3,7,
CHAMAN,CHAMAN,DISTRICT,60 - 64,BROTHER/SISTER IN LAW,11,11,,,9,9,,,2,2,,
CHAMAN,CHAMAN,DISTRICT,60 - 64,FATHER/MOTHER,357,309,48,,233,202,31,,124,107,17,
CHAMAN,CHAMAN,DISTRICT,60 - 64,GRANDFATHER/GRANDMOTHER,5,2,3,,3,1,2,,2,1,1,
CHAMAN,CHAMAN,DISTRICT,60 - 64,GRANDSON/GRANDDAUGHTER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,60 - 64,HEAD,2429,97,2332,,1690,70,1620,,739,27,712,
CHAMAN,CHAMAN,DISTRICT,60 - 64,NEPHEW/NEICE,1,,1,,,,,,1,,1,
CHAMAN,CHAMAN,DISTRICT,60 - 64,NON-RELATIVE,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,60 - 64,OTHER RELATIVE,24,10,14,,17,7,10,,7,3,4,
CHAMAN,CHAMAN,DISTRICT,60 - 64,SON/DAUGHTER,47,31,16,,45,30,15,,2,1,1,
CHAMAN,CHAMAN,DISTRICT,60 - 64,SON/DAUGHTER IN LAW,4,4,,,3,3,,,1,1,,
CHAMAN,CHAMAN,DISTRICT,60 - 64,SPOUSE,1390,1385,5,,925,922,3,,465,463,2,
CHAMAN,CHAMAN,DISTRICT,65 - 69,BROTHER/SISTER,26,4,22,,20,2,18,,6,2,4,
CHAMAN,CHAMAN,DISTRICT,65 - 69,BROTHER/SISTER IN LAW,5,5,,,4,4,,,1,1,,
CHAMAN,CHAMAN,DISTRICT,65 - 69,FATHER/MOTHER,325,284,41,,219,194,25,,106,90,16,
CHAMAN,CHAMAN,DISTRICT,65 - 69,GRANDFATHER/GRANDMOTHER,5,4,1,,2,1,1,,3,3,,
CHAMAN,CHAMAN,DISTRICT,65 - 69,GRANDSON/GRANDDAUGHTER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,65 - 69,HEAD,1552,73,1479,,1009,55,954,,543,18,525,
CHAMAN,CHAMAN,DISTRICT,65 - 69,NEPHEW/NEICE,1,1,,,1,1,,,,,,
CHAMAN,CHAMAN,DISTRICT,65 - 69,NON-RELATIVE,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,65 - 69,OTHER RELATIVE,13,6,7,,9,4,5,,4,2,2,
CHAMAN,CHAMAN,DISTRICT,65 - 69,SON/DAUGHTER,27,18,9,,26,17,9,,1,1,,
CHAMAN,CHAMAN,DISTRICT,65 - 69,SON/DAUGHTER IN LAW,2,1,1,,1,,1,,1,1,,
CHAMAN,CHAMAN,DISTRICT,65 - 69,SPOUSE,802,798,4,,563,559,4,,239,239,,
CHAMAN,CHAMAN,DISTRICT,70 - 74,BROTHER/SISTER,17,5,12,,13,3,10,,4,2,2,
CHAMAN,CHAMAN,DISTRICT,70 - 74,BROTHER/SISTER IN LAW,6,6,,,6,6,,,,,,
CHAMAN,CHAMAN,DISTRICT,70 - 74,FATHER/MOTHER,354,288,66,,237,197,40,,117,91,26,
CHAMAN,CHAMAN,DISTRICT,70 - 74,GRANDFATHER/GRANDMOTHER,2,2,,,1,1,,,1,1,,
CHAMAN,CHAMAN,DISTRICT,70 - 74,GRANDSON/GRANDDAUGHTER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,70 - 74,HEAD,1162,53,1109,,827,41,786,,335,12,323,
CHAMAN,CHAMAN,DISTRICT,70 - 74,NEPHEW/NEICE,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,70 - 74,NON-RELATIVE,3,3,,,1,1,,,2,2,,
CHAMAN,CHAMAN,DISTRICT,70 - 74,OTHER RELATIVE,6,5,1,,6,5,1,,,,,
CHAMAN,CHAMAN,DISTRICT,70 - 74,SON/DAUGHTER,20,15,5,,19,14,5,,1,1,,
CHAMAN,CHAMAN,DISTRICT,70 - 74,SON/DAUGHTER IN LAW,4,3,1,,3,2,1,,1,1,,
CHAMAN,CHAMAN,DISTRICT,70 - 74,SPOUSE,568,565,3,,386,384,2,,182,181,1,
CHAMAN,CHAMAN,DISTRICT,75 & ABOVE,BROTHER/SISTER,21,7,14,,18,6,12,,3,1,2,
CHAMAN,CHAMAN,DISTRICT,75 & ABOVE,BROTHER/SISTER IN LAW,2,2,,,1,1,,,1,1,,
CHAMAN,CHAMAN,DISTRICT,75 & ABOVE,FATHER/MOTHER,480,380,100,,336,263,73,,144,117,27,
CHAMAN,CHAMAN,DISTRICT,75 & ABOVE,GRANDFATHER/GRANDMOTHER,22,17,5,,11,9,2,,11,8,3,
CHAMAN,CHAMAN,DISTRICT,75 & ABOVE,GRANDSON/GRANDDAUGHTER,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,75 & ABOVE,HEAD,1545,73,1472,,1018,60,958,,527,13,514,
CHAMAN,CHAMAN,DISTRICT,75 & ABOVE,NEPHEW/NEICE,2,1,1,,1,1,,,1,,1,
CHAMAN,CHAMAN,DISTRICT,75 & ABOVE,NON-RELATIVE,,,,,,,,,,,,
CHAMAN,CHAMAN,DISTRICT,75 & ABOVE,OTHER RELATIVE,14,8,6,,10,5,5,,4,3,1,
CHAMAN,CHAMAN,DISTRICT,75 & ABOVE,SON/DAUGHTER,32,20,12,,31,19,12,,1,1,,
CHAMAN,CHAMAN,DISTRICT,75 & ABOVE,SON/DAUGHTER IN LAW,4,4,,,4,4,,,,,,
CHAMAN,CHAMAN,DISTRICT,75 & ABOVE,SPOUSE,488,484,4,,294,290,4,,194,194,,
CHAMAN,CHAMAN,DISTRICT,ALL AGES,BROTHER/SISTER,8608,2507,6100,1,6205,1731,4473,1,2403,776,1627,
CHAMAN,CHAMAN,DISTRICT,ALL AGES,BROTHER/SISTER IN LAW,1629,1550,79,,1170,1114,56,,459,436,23,
CHAMAN,CHAMAN,DISTRICT,ALL AGES,FATHER/MOTHER,2449,2105,344,,1657,1423,234,,792,682,110,
CHAMAN,CHAMAN,DISTRICT,ALL AGES,GRANDFATHER/GRANDMOTHER,41,25,16,,22,12,10,,19,13,6,
CHAMAN,CHAMAN,DISTRICT,ALL AGES,GRANDSON/GRANDDAUGHTER,12341,4870,7471,,9904,3811,6093,,2437,1059,1378,
CHAMAN,CHAMAN,DISTRICT,ALL AGES,HEAD,61941,863,61076,2,42823,663,42158,2,19118,200,18918,
CHAMAN,CHAMAN,DISTRICT,ALL AGES,NEPHEW/NEICE,6198,2664,3533,1,4360,1883,2476,1,1838,781,1057,
CHAMAN,CHAMAN,DISTRICT,ALL AGES,NON-RELATIVE,131,71,60,,67,43,24,,64,28,36,
CHAMAN,CHAMAN,DISTRICT,ALL AGES,OTHER RELATIVE,1515,714,801,,830,395,435,,685,319,366,
CHAMAN,CHAMAN,DISTRICT,ALL AGES,SON/DAUGHTER,306227,124763,181455,9,223833,90323,133502,8,82394,34440,47953,1
CHAMAN,CHAMAN,DISTRICT,ALL AGES,SON/DAUGHTER IN LAW,3524,3388,136,,2636,2532,104,,888,856,32,
CHAMAN,CHAMAN,DISTRICT,ALL AGES,SPOUSE,61614,61491,123,,42572,42471,101,,19042,19020,22,
DERA BUGTI,DERA BUGTI,DISTRICT,00 - 04,BROTHER/SISTER,247,115,132,,212,99,113,,35,16,19,
DERA BUGTI,DERA BUGTI,DISTRICT,00 - 04,BROTHER/SISTER IN LAW,5,4,1,,3,3,,,2,1,1,
DERA BUGTI,DERA BUGTI,DISTRICT,00 - 04,FATHER/MOTHER,,,,,,,,,,,,
DERA BUGTI,DERA BUGTI,DISTRICT,00 - 04,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
DERA BUGTI,DERA BUGTI,DISTRICT,00 - 04,GRANDSON/GRANDDAUGHTER,2595,1064,1531,,2108,843,1265,,487,221,266,
DERA BUGTI,DERA BUGTI,DISTRICT,00 - 04,HEAD,,,,,,,,,,,,
DERA BUGTI,DERA BUGTI,DISTRICT,00 - 04,NEPHEW/NEICE,696,307,389,,463,188,275,,233,119,114,
DERA BUGTI,DERA BUGTI,DISTRICT,00 - 04,NON-RELATIVE,16,10,6,,16,10,6,,,,,
DERA BUGTI,DERA BUGTI,DISTRICT,00 - 04,OTHER RELATIVE,186,94,92,,112,56,56,,74,38,36,
DERA BUGTI,DERA BUGTI,DISTRICT,00 - 04,SON/DAUGHTER,78140,35948,42192,,55336,25161,30175,,22804,10787,12017,
DERA BUGTI,DERA BUGTI,DISTRICT,00 - 04,SON/DAUGHTER IN LAW,,,,,,,,,,,,
DERA BUGTI,DERA BUGTI,DISTRICT,00 - 04,SPOUSE,,,,,,,,,,,,
DERA BUGTI,DERA BUGTI,DISTRICT,05 - 09,BROTHER/SISTER,622,280,342,,510,221,289,,112,59,53,
DERA BUGTI,DERA BUGTI,DISTRICT,05 - 09,BROTHER/SISTER IN LAW,3,1,2,,2,1,1,,1,,1,
DERA BUGTI,DERA BUGTI,DISTRICT,05 - 09,FATHER/MOTHER,,,,,,,,,,,,
DERA BUGTI,DERA BUGTI,DISTRICT,05 - 09,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
DERA BUGTI,DERA BUGTI,DISTRICT,05 - 09,GRANDSON/GRANDDAUGHTER,1139,418,721,,826,278,548,,313,140,173,
DERA BUGTI,DERA BUGTI,DISTRICT,05 - 09,HEAD,,,,,,,,,,,,
DERA BUGTI,DERA BUGTI,DISTRICT,05 - 09,NEPHEW/NEICE,561,249,312,,375,151,224,,186,98,88,
DERA BUGTI,DERA BUGTI,DISTRICT,05 - 09,NON-RELATIVE,15,6,9,,14,6,8,,1,,1,
DERA BUGTI,DERA BUGTI,DISTRICT,05 - 09,OTHER RELATIVE,160,62,98,,92,33,59,,68,29,39,
DERA BUGTI,DERA BUGTI,DISTRICT,05 - 09,SON/DAUGHTER,68072,29082,38990,,48201,19968,28233,,19871,9114,10757,
DERA BUGTI,DERA BUGTI,DISTRICT,05 - 09,SON/DAUGHTER IN LAW,,,,,,,,,,,,
DERA BUGTI,DERA BUGTI,DISTRICT,05 - 09,SPOUSE,,,,,,,,,,,,
DERA BUGTI,DERA BUGTI,DISTRICT,10 - 14,BROTHER/SISTER,829,343,486,,635,259,376,,194,84,110,
DERA BUGTI,DERA BUGTI,DISTRICT,10 - 14,BROTHER/SISTER IN LAW,6,6,,,6,6,,,,,,
DERA BUGTI,DERA BUGTI,DISTRICT,10 - 14,FATHER/MOTHER,,,,,,,,,,,,
DERA BUGTI,DERA BUGTI,DISTRICT,10 - 14,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
