name_admin_unit,admin_unit,age_group,marital_status,all_sexes_overall,female_overall,male_overall,tgend_overall,all_sexes_rural,female_rural,male_rural,tgend_rural,all_sexes_urban,female_urban,male_urban,tgend_urban
KARAK,DISTRICT,15 &  ABOVE,NEVER MARRIED,149097,60973,88113,11,138138,56365,81762,11,10959,4608,6351,
KARAK,DISTRICT,15 &  ABOVE,SEPERATION,421,301,120,,412,296,116,,9,5,4,
KARAK,DISTRICT,15 &  ABOVE,WIDOWED,15095,12363,2732,,14157,11609,2548,,938,754,184,
KARAK,DISTRICT,15 - 19,DIVORCED,22,18,4,,22,18,4,,,,,
KARAK,DISTRICT,15 - 19,MARRIED,7756,5923,1833,,7326,5588,1738,,430,335,95,
KARAK,DISTRICT,15 - 19,NEVER MARRIED,77144,34665,42473,6,71713,32172,39535,6,5431,2493,2938,
KARAK,DISTRICT,15 - 19,SEPERATION,8,8,,,8,8,,,,,,
KARAK,DISTRICT,15 - 19,WIDOWED,25,18,7,,23,17,6,,2,1,1,
KARAK,DISTRICT,20 - 24,DIVORCED,65,58,7,,63,56,7,,2,2,,
KARAK,DISTRICT,20 - 24,MARRIED,29619,19944,9675,,27650,18601,9049,,1969,1343,626,
KARAK,DISTRICT,20 - 24,NEVER MARRIED,41817,14888,26927,2,38682,13711,24969,2,3135,1177,1958,
KARAK,DISTRICT,20 - 24,SEPERATION,27,22,5,,27,22,5,,,,,
KARAK,DISTRICT,20 - 24,WIDOWED,82,72,10,,76,66,10,,6,6,,
KARAK,DISTRICT,25 - 29,DIVORCED,107,91,16,,102,86,16,,5,5,,
KARAK,DISTRICT,25 - 29,MARRIED,45386,25598,19788,,42232,23751,18481,,3154,1847,1307,
KARAK,DISTRICT,25 - 29,NEVER MARRIED,17498,5628,11870,,15989,5097,10892,,1509,531,978,
KARAK,DISTRICT,25 - 29,SEPERATION,53,39,14,,53,39,14,,,,,
KARAK,DISTRICT,25 - 29,WIDOWED,184,152,32,,172,141,31,,12,11,1,
KARAK,DISTRICT,30 - 34,DIVORCED,129,114,15,,121,106,15,,8,8,,
KARAK,DISTRICT,30 - 34,MARRIED,47585,24777,22808,,44194,22980,21214,,3391,1797,1594,
KARAK,DISTRICT,30 - 34,NEVER MARRIED,6232,2355,3875,2,5770,2178,3590,2,462,177,285,
KARAK,DISTRICT,30 - 34,SEPERATION,52,37,15,,48,34,14,,4,3,1,
KARAK,DISTRICT,30 - 34,WIDOWED,302,271,31,,286,255,31,,16,16,,
KARAK,DISTRICT,35 - 39,DIVORCED,122,107,15,,114,101,13,,8,6,2,
KARAK,DISTRICT,35 - 39,MARRIED,42285,20861,21424,,38797,19165,19632,,3488,1696,1792,
KARAK,DISTRICT,35 - 39,NEVER MARRIED,2709,1296,1412,1,2484,1182,1301,1,225,114,111,
KARAK,DISTRICT,35 - 39,SEPERATION,44,34,10,,43,33,10,,1,1,,
KARAK,DISTRICT,35 - 39,WIDOWED,458,405,53,,419,371,48,,39,34,5,
KARAK,DISTRICT,40 - 44,DIVORCED,107,97,10,,97,88,9,,10,9,1,
KARAK,DISTRICT,40 - 44,MARRIED,35212,16789,18423,,32471,15516,16955,,2741,1273,1468,
KARAK,DISTRICT,40 - 44,NEVER MARRIED,1464,803,661,,1377,753,624,,87,50,37,
KARAK,DISTRICT,40 - 44,SEPERATION,45,33,12,,45,33,12,,,,,
KARAK,DISTRICT,40 - 44,WIDOWED,698,615,83,,656,577,79,,42,38,4,
KARAK,DISTRICT,45 - 49,DIVORCED,86,83,3,,81,78,3,,5,5,,
KARAK,DISTRICT,45 - 49,MARRIED,27051,12608,14443,,24854,11586,13268,,2197,1022,1175,
KARAK,DISTRICT,45 - 49,NEVER MARRIED,835,467,368,,784,436,348,,51,31,20,
KARAK,DISTRICT,45 - 49,SEPERATION,40,28,12,,40,28,12,,,,,
KARAK,DISTRICT,45 - 49,WIDOWED,915,806,109,,850,752,98,,65,54,11,
KARAK,DISTRICT,50 - 54,DIVORCED,59,56,3,,52,49,3,,7,7,,
KARAK,DISTRICT,50 - 54,MARRIED,21894,10432,11462,,20265,9702,10563,,1629,730,899,
KARAK,DISTRICT,50 - 54,NEVER MARRIED,510,328,182,,484,313,171,,26,15,11,
KARAK,DISTRICT,50 - 54,SEPERATION,43,32,11,,43,32,11,,,,,
KARAK,DISTRICT,50 - 54,WIDOWED,1384,1240,144,,1299,1163,136,,85,77,8,
KARAK,DISTRICT,55 - 59,DIVORCED,60,55,5,,55,50,5,,5,5,,
KARAK,DISTRICT,55 - 59,MARRIED,17965,8111,9854,,16669,7574,9095,,1296,537,759,
KARAK,DISTRICT,55 - 59,NEVER MARRIED,345,208,137,,330,198,132,,15,10,5,
KARAK,DISTRICT,55 - 59,SEPERATION,28,23,5,,28,23,5,,,,,
KARAK,DISTRICT,55 - 59,WIDOWED,1598,1408,190,,1493,1310,183,,105,98,7,
KARAK,DISTRICT,60 - 64,DIVORCED,33,29,4,,32,28,4,,1,1,,
KARAK,DISTRICT,60 - 64,MARRIED,13987,5760,8227,,13023,5388,7635,,964,372,592,
KARAK,DISTRICT,60 - 64,NEVER MARRIED,225,135,90,,221,133,88,,4,2,2,
KARAK,DISTRICT,60 - 64,SEPERATION,32,20,12,,32,20,12,,,,,
KARAK,DISTRICT,60 - 64,WIDOWED,2042,1757,285,,1911,1650,261,,131,107,24,
KARAK,DISTRICT,65 - 69,DIVORCED,16,12,4,,15,11,4,,1,1,,
KARAK,DISTRICT,65 - 69,MARRIED,9027,3485,5542,,8438,3271,5167,,589,214,375,
KARAK,DISTRICT,65 - 69,NEVER MARRIED,136,91,45,,130,87,43,,6,4,2,
KARAK,DISTRICT,65 - 69,SEPERATION,19,14,5,,18,13,5,,1,1,,
KARAK,DISTRICT,65 - 69,WIDOWED,1904,1528,376,,1781,1433,348,,123,95,28,
KARAK,DISTRICT,70 - 74,DIVORCED,5,4,1,,5,4,1,,,,,
KARAK,DISTRICT,70 - 74,MARRIED,6219,2164,4055,,5861,2049,3812,,358,115,243,
KARAK,DISTRICT,70 - 74,NEVER MARRIED,95,54,41,,90,52,38,,5,2,3,
KARAK,DISTRICT,70 - 74,SEPERATION,12,3,9,,10,3,7,,2,,2,
KARAK,DISTRICT,70 - 74,WIDOWED,2135,1689,446,,2001,1589,412,,134,100,34,
KARAK,DISTRICT,75 & ABOVE,DIVORCED,9,6,3,,9,6,3,,,,,
KARAK,DISTRICT,75 & ABOVE,MARRIED,5305,1555,3750,,5000,1471,3529,,305,84,221,
KARAK,DISTRICT,75 & ABOVE,NEVER MARRIED,87,55,32,,84,53,31,,3,2,1,
KARAK,DISTRICT,75 & ABOVE,SEPERATION,18,8,10,,17,8,9,,1,,1,
KARAK,DISTRICT,75 & ABOVE,WIDOWED,3368,2402,966,,3190,2285,905,,178,117,61,
KHYBER,DISTRICT,15 &  ABOVE,DIVORCED,230,172,58,,207,154,53,,23,18,5,
KHYBER,DISTRICT,15 &  ABOVE,MARRIED,420704,214883,205821,,385309,196954,188355,,35395,17929,17466,
KHYBER,DISTRICT,15 &  ABOVE,NEVER MARRIED,150665,56659,93999,7,135355,50971,84377,7,15310,5688,9622,
KHYBER,DISTRICT,15 &  ABOVE,SEPERATION,239,126,113,,203,115,88,,36,11,25,
KHYBER,DISTRICT,15 &  ABOVE,WIDOWED,13599,11394,2205,,12310,10291,2019,,1289,1103,186,
KHYBER,DISTRICT,15 - 19,DIVORCED,15,11,4,,14,10,4,,1,1,,
KHYBER,DISTRICT,15 - 19,MARRIED,21849,14924,6925,,20509,13854,6655,,1340,1070,270,
KHYBER,DISTRICT,15 - 19,NEVER MARRIED,105193,43891,61298,4,96104,39991,56109,4,9089,3900,5189,
KHYBER,DISTRICT,15 - 19,SEPERATION,14,5,9,,13,5,8,,1,,1,
KHYBER,DISTRICT,15 - 19,WIDOWED,31,17,14,,31,17,14,,,,,
KHYBER,DISTRICT,20 - 24,DIVORCED,30,20,10,,24,16,8,,6,4,2,
KHYBER,DISTRICT,20 - 24,MARRIED,57405,34696,22709,,53447,32060,21387,,3958,2636,1322,
KHYBER,DISTRICT,20 - 24,NEVER MARRIED,32270,9077,23192,1,28166,7935,20230,1,4104,1142,2962,
KHYBER,DISTRICT,20 - 24,SEPERATION,14,8,6,,14,8,6,,,,,
KHYBER,DISTRICT,20 - 24,WIDOWED,101,80,21,,93,72,21,,8,8,,
KHYBER,DISTRICT,25 - 29,DIVORCED,36,24,12,,34,22,12,,2,2,,
KHYBER,DISTRICT,25 - 29,MARRIED,71702,37146,34556,,65848,33943,31905,,5854,3203,2651,
KHYBER,DISTRICT,25 - 29,NEVER MARRIED,8730,2135,6594,1,7329,1768,5560,1,1401,367,1034,
KHYBER,DISTRICT,25 - 29,SEPERATION,22,6,16,,19,4,15,,3,2,1,
KHYBER,DISTRICT,25 - 29,WIDOWED,225,173,52,,208,157,51,,17,16,1,
KHYBER,DISTRICT,30 - 34,DIVORCED,34,24,10,,33,23,10,,1,1,,
KHYBER,DISTRICT,30 - 34,MARRIED,64980,33302,31678,,59577,30493,29084,,5403,2809,2594,
KHYBER,DISTRICT,30 - 34,NEVER MARRIED,2307,790,1517,,1925,649,1276,,382,141,241,
KHYBER,DISTRICT,30 - 34,SEPERATION,18,10,8,,16,9,7,,2,1,1,
KHYBER,DISTRICT,30 - 34,WIDOWED,407,357,50,,377,332,45,,30,25,5,
KHYBER,DISTRICT,35 - 39,DIVORCED,28,22,6,,24,18,6,,4,4,,
KHYBER,DISTRICT,35 - 39,MARRIED,56253,27366,28887,,51224,24960,26264,,5029,2406,2623,
KHYBER,DISTRICT,35 - 39,NEVER MARRIED,1046,369,677,,874,293,581,,172,76,96,
KHYBER,DISTRICT,35 - 39,SEPERATION,24,15,9,,23,14,9,,1,1,,
KHYBER,DISTRICT,35 - 39,WIDOWED,612,551,61,,562,503,59,,50,48,2,
KHYBER,DISTRICT,40 - 44,DIVORCED,24,15,9,,21,14,7,,3,1,2,
KHYBER,DISTRICT,40 - 44,MARRIED,42079,20089,21990,,38043,18298,19745,,4036,1791,2245,
KHYBER,DISTRICT,40 - 44,NEVER MARRIED,492,171,321,,411,141,270,,81,30,51,
KHYBER,DISTRICT,40 - 44,SEPERATION,20,13,7,,16,11,5,,4,2,2,
KHYBER,DISTRICT,40 - 44,WIDOWED,854,777,77,,772,699,73,,82,78,4,
KHYBER,DISTRICT,45 - 49,DIVORCED,17,15,2,,15,14,1,,2,1,1,
KHYBER,DISTRICT,45 - 49,MARRIED,31312,14915,16397,,28276,13567,14709,,3036,1348,1688,
KHYBER,DISTRICT,45 - 49,NEVER MARRIED,252,96,156,,221,84,137,,31,12,19,
KHYBER,DISTRICT,45 - 49,SEPERATION,22,14,8,,17,13,4,,5,1,4,
KHYBER,DISTRICT,45 - 49,WIDOWED,1159,1048,111,,1041,942,99,,118,106,12,
KHYBER,DISTRICT,50 - 54,DIVORCED,12,10,2,,10,8,2,,2,2,,
KHYBER,DISTRICT,50 - 54,MARRIED,23600,11215,12385,,21344,10232,11112,,2256,983,1273,
KHYBER,DISTRICT,50 - 54,NEVER MARRIED,157,56,100,1,140,52,87,1,17,4,13,
KHYBER,DISTRICT,50 - 54,SEPERATION,26,20,6,,24,20,4,,2,,2,
KHYBER,DISTRICT,50 - 54,WIDOWED,1454,1331,123,,1319,1200,119,,135,131,4,
KHYBER,DISTRICT,55 - 59,DIVORCED,11,10,1,,10,9,1,,1,1,,
KHYBER,DISTRICT,55 - 59,MARRIED,18107,8633,9474,,16472,7906,8566,,1635,727,908,
KHYBER,DISTRICT,55 - 59,NEVER MARRIED,77,30,47,,63,24,39,,14,6,8,
KHYBER,DISTRICT,55 - 59,SEPERATION,13,9,4,,10,8,2,,3,1,2,
KHYBER,DISTRICT,55 - 59,WIDOWED,1596,1422,174,,1440,1283,157,,156,139,17,
KHYBER,DISTRICT,60 - 64,DIVORCED,12,12,,,11,11,,,1,1,,
KHYBER,DISTRICT,60 - 64,MARRIED,15513,6610,8903,,14195,6095,8100,,1318,515,803,
KHYBER,DISTRICT,60 - 64,NEVER MARRIED,67,26,41,,59,24,35,,8,2,6,
KHYBER,DISTRICT,60 - 64,SEPERATION,23,8,15,,19,7,12,,4,1,3,
KHYBER,DISTRICT,60 - 64,WIDOWED,2159,1865,294,,1982,1714,268,,177,151,26,
KHYBER,DISTRICT,65 - 69,DIVORCED,6,5,1,,6,5,1,,,,,
KHYBER,DISTRICT,65 - 69,MARRIED,8852,3155,5697,,8093,2928,5165,,759,227,532,
KHYBER,DISTRICT,65 - 69,NEVER MARRIED,31,9,22,,25,4,21,,6,5,1,
KHYBER,DISTRICT,65 - 69,SEPERATION,17,11,6,,13,10,3,,4,1,3,
KHYBER,DISTRICT,65 - 69,WIDOWED,1656,1306,350,,1488,1171,317,,168,135,33,
KHYBER,DISTRICT,70 - 74,DIVORCED,4,3,1,,4,3,1,,,,,
KHYBER,DISTRICT,70 - 74,MARRIED,5353,1773,3580,,4920,1642,3278,,433,131,302,
KHYBER,DISTRICT,70 - 74,NEVER MARRIED,18,5,13,,16,3,13,,2,2,,
KHYBER,DISTRICT,70 - 74,SEPERATION,15,4,11,,9,3,6,,6,1,5,
KHYBER,DISTRICT,70 - 74,WIDOWED,1599,1227,372,,1437,1100,337,,162,127,35,
KHYBER,DISTRICT,75 & ABOVE,DIVORCED,1,1,,,1,1,,,,,,
KHYBER,DISTRICT,75 & ABOVE,MARRIED,3699,1059,2640,,3361,976,2385,,338,83,255,
KHYBER,DISTRICT,75 & ABOVE,NEVER MARRIED,25,4,21,,22,3,19,,3,1,2,
KHYBER,DISTRICT,75 & ABOVE,SEPERATION,11,3,8,,10,3,7,,1,,1,
KHYBER,DISTRICT,75 & ABOVE,WIDOWED,1746,1240,506,,1560,1101,459,,186,139,47,
KHYBER PAKHTUNKHWA,PROVINCE,15 &  ABOVE,DIVORCED,26843,20435,6408,,22263,16943,5320,,4580,3492,1088,
KHYBER PAKHTUNKHWA,PROVINCE,15 &  ABOVE,MARRIED,15570714,8091765,7478949,,13173882,6879378,6294504,,2396832,1212387,1184445,
KHYBER PAKHTUNKHWA,PROVINCE,15 &  ABOVE,NEVER MARRIED,6672554,2679529,3991984,1041,5455207,2184386,3270417,404,1217347,495143,721567,637
KHYBER PAKHTUNKHWA,PROVINCE,15 &  ABOVE,SEPERATION,16152,10255,5897,,13782,8789,4993,,2370,1466,904,
KHYBER PAKHTUNKHWA,PROVINCE,15 &  ABOVE,WIDOWED,694694,559689,135005,,576607,464969,111638,,118087,94720,23367,
KHYBER PAKHTUNKHWA,PROVINCE,15 - 19,DIVORCED,758,632,126,,670,552,118,,88,80,8,
KHYBER PAKHTUNKHWA,PROVINCE,15 - 19,MARRIED,561722,431311,130411,,502005,382134,119871,,59717,49177,10540,
KHYBER PAKHTUNKHWA,PROVINCE,15 - 19,NEVER MARRIED,3724185,1640829,2083134,222,3123406,1372562,1750678,166,600779,268267,332456,56
KHYBER PAKHTUNKHWA,PROVINCE,15 - 19,SEPERATION,764,457,307,,664,398,266,,100,59,41,
KHYBER PAKHTUNKHWA,PROVINCE,15 - 19,WIDOWED,1045,706,339,,907,604,303,,138,102,36,
KHYBER PAKHTUNKHWA,PROVINCE,20 - 24,DIVORCED,2505,2058,447,,2157,1757,400,,348,301,47,
KHYBER PAKHTUNKHWA,PROVINCE,20 - 24,MARRIED,1696437,1155028,541409,,1487272,1005441,481831,,209165,149587,59578,
KHYBER PAKHTUNKHWA,PROVINCE,20 - 24,NEVER MARRIED,1745005,567967,1176839,199,1396554,444013,952471,70,348451,123954,224368,129
KHYBER PAKHTUNKHWA,PROVINCE,20 - 24,SEPERATION,1400,923,477,,1202,801,401,,198,122,76,
KHYBER PAKHTUNKHWA,PROVINCE,20 - 24,WIDOWED,3900,2975,925,,3426,2606,820,,474,369,105,
KHYBER PAKHTUNKHWA,PROVINCE,25 - 29,DIVORCED,3792,2988,804,,3246,2522,724,,546,466,80,
KHYBER PAKHTUNKHWA,PROVINCE,25 - 29,MARRIED,2251616,1301070,950546,,1928557,1108728,819829,,323059,192342,130717,
KHYBER PAKHTUNKHWA,PROVINCE,25 - 29,NEVER MARRIED,670535,208642,461708,185,522411,160828,361539,44,148124,47814,100169,141
KHYBER PAKHTUNKHWA,PROVINCE,25 - 29,SEPERATION,1644,1017,627,,1400,843,557,,244,174,70,
KHYBER PAKHTUNKHWA,PROVINCE,25 - 29,WIDOWED,7950,6167,1783,,6884,5310,1574,,1066,857,209,
KHYBER PAKHTUNKHWA,PROVINCE,30 - 34,DIVORCED,4425,3412,1013,,3689,2832,857,,736,580,156,
KHYBER PAKHTUNKHWA,PROVINCE,30 - 34,MARRIED,2301269,1229996,1071273,,1948455,1041876,906579,,352814,188120,164694,
KHYBER PAKHTUNKHWA,PROVINCE,30 - 34,NEVER MARRIED,251339,110517,140677,145,194661,86427,108203,31,56678,24090,32474,114
KHYBER PAKHTUNKHWA,PROVINCE,30 - 34,SEPERATION,1959,1235,724,,1663,1032,631,,296,203,93,
KHYBER PAKHTUNKHWA,PROVINCE,30 - 34,WIDOWED,13967,11674,2293,,11824,9860,1964,,2143,1814,329,
KHYBER PAKHTUNKHWA,PROVINCE,35 - 39,DIVORCED,4128,3064,1064,,3317,2444,873,,811,620,191,
KHYBER PAKHTUNKHWA,PROVINCE,35 - 39,MARRIED,2110678,1052527,1058151,,1759706,878790,880916,,350972,173737,177235,
KHYBER PAKHTUNKHWA,PROVINCE,35 - 39,NEVER MARRIED,113189,52691,60404,94,87124,41781,45327,16,26065,10910,15077,78
KHYBER PAKHTUNKHWA,PROVINCE,35 - 39,SEPERATION,1990,1243,747,,1673,1046,627,,317,197,120,
KHYBER PAKHTUNKHWA,PROVINCE,35 - 39,WIDOWED,21933,18776,3157,,18340,15723,2617,,3593,3053,540,
KHYBER PAKHTUNKHWA,PROVINCE,40 - 44,DIVORCED,3427,2500,927,,2765,2024,741,,662,476,186,
KHYBER PAKHTUNKHWA,PROVINCE,40 - 44,MARRIED,1750792,847683,903109,,1451269,708244,743025,,299523,139439,160084,
KHYBER PAKHTUNKHWA,PROVINCE,40 - 44,NEVER MARRIED,62143,33877,28193,73,48437,27219,21198,20,13706,6658,6995,53
KHYBER PAKHTUNKHWA,PROVINCE,40 - 44,SEPERATION,1851,1231,620,,1541,1050,491,,310,181,129,
KHYBER PAKHTUNKHWA,PROVINCE,40 - 44,WIDOWED,35119,31083,4036,,28961,25689,3272,,6158,5394,764,
KHYBER PAKHTUNKHWA,PROVINCE,45 - 49,DIVORCED,2445,1827,618,,1951,1475,476,,494,352,142,
KHYBER PAKHTUNKHWA,PROVINCE,45 - 49,MARRIED,1340545,635683,704862,,1109079,531048,578031,,231466,104635,126831,
KHYBER PAKHTUNKHWA,PROVINCE,45 - 49,NEVER MARRIED,35852,20351,15466,35,27904,16243,11652,9,7948,4108,3814,26
KHYBER PAKHTUNKHWA,PROVINCE,45 - 49,SEPERATION,1527,1023,504,,1294,874,420,,233,149,84,
KHYBER PAKHTUNKHWA,PROVINCE,45 - 49,WIDOWED,45811,40910,4901,,37230,33269,3961,,8581,7641,940,
KHYBER PAKHTUNKHWA,PROVINCE,50 - 54,DIVORCED,1867,1427,440,,1526,1180,346,,341,247,94,
KHYBER PAKHTUNKHWA,PROVINCE,50 - 54,MARRIED,1100424,506738,593686,,917361,427895,489466,,183063,78843,104220,
KHYBER PAKHTUNKHWA,PROVINCE,50 - 54,NEVER MARRIED,24052,14935,9073,44,18726,11929,6774,23,5326,3006,2299,21
KHYBER PAKHTUNKHWA,PROVINCE,50 - 54,SEPERATION,1358,924,434,,1164,814,350,,194,110,84,
KHYBER PAKHTUNKHWA,PROVINCE,50 - 54,WIDOWED,68346,61055,7291,,55746,49888,5858,,12600,11167,1433,
KHYBER PAKHTUNKHWA,PROVINCE,55 - 59,DIVORCED,1341,1003,338,,1114,843,271,,227,160,67,
KHYBER PAKHTUNKHWA,PROVINCE,55 - 59,MARRIED,828057,358737,469320,,690078,301630,388448,,137979,57107,80872,
KHYBER PAKHTUNKHWA,PROVINCE,55 - 59,NEVER MARRIED,16094,10152,5918,24,12492,8046,4432,14,3602,2106,1486,10
KHYBER PAKHTUNKHWA,PROVINCE,55 - 59,SEPERATION,1100,751,349,,922,647,275,,178,104,74,
KHYBER PAKHTUNKHWA,PROVINCE,55 - 59,WIDOWED,74944,65155,9789,,60909,53000,7909,,14035,12155,1880,
KHYBER PAKHTUNKHWA,PROVINCE,60 - 64,DIVORCED,949,702,247,,780,587,193,,169,115,54,
KHYBER PAKHTUNKHWA,PROVINCE,60 - 64,MARRIED,649207,256763,392444,,544934,218967,325967,,104273,37796,66477,
KHYBER PAKHTUNKHWA,PROVINCE,60 - 64,NEVER MARRIED,12532,8209,4319,4,9782,6481,3299,2,2750,1728,1020,2
KHYBER PAKHTUNKHWA,PROVINCE,60 - 64,SEPERATION,938,595,343,,812,516,296,,126,79,47,
KHYBER PAKHTUNKHWA,PROVINCE,60 - 64,WIDOWED,96643,81144,15499,,78966,66523,12443,,17677,14621,3056,
KHYBER PAKHTUNKHWA,PROVINCE,65 - 69,DIVORCED,559,388,171,,470,333,137,,89,55,34,
KHYBER PAKHTUNKHWA,PROVINCE,65 - 69,MARRIED,437906,156649,281257,,369145,134512,234633,,68761,22137,46624,
KHYBER PAKHTUNKHWA,PROVINCE,65 - 69,NEVER MARRIED,7575,4954,2619,2,5804,3814,1988,2,1771,1140,631,
KHYBER PAKHTUNKHWA,PROVINCE,65 - 69,SEPERATION,628,386,242,,544,338,206,,84,48,36,
KHYBER PAKHTUNKHWA,PROVINCE,65 - 69,WIDOWED,90223,71812,18411,,74137,59237,14900,,16086,12575,3511,
KHYBER PAKHTUNKHWA,PROVINCE,70 - 74,DIVORCED,370,252,118,,328,228,100,,42,24,18,
KHYBER PAKHTUNKHWA,PROVINCE,70 - 74,MARRIED,298927,96126,202801,,255475,83912,171563,,43452,12214,31238,
KHYBER PAKHTUNKHWA,PROVINCE,70 - 74,NEVER MARRIED,5433,3508,1918,7,4242,2766,1473,3,1191,742,445,4
KHYBER PAKHTUNKHWA,PROVINCE,70 - 74,SEPERATION,489,266,223,,442,247,195,,47,19,28,
KHYBER PAKHTUNKHWA,PROVINCE,70 - 74,WIDOWED,97282,73789,23493,,81668,62228,19440,,15614,11561,4053,
KHYBER PAKHTUNKHWA,PROVINCE,75 & ABOVE,DIVORCED,277,182,95,,250,166,84,,27,16,11,
KHYBER PAKHTUNKHWA,PROVINCE,75 & ABOVE,MARRIED,243134,63454,179680,,210546,56201,154345,,32588,7253,25335,
KHYBER PAKHTUNKHWA,PROVINCE,75 & ABOVE,NEVER MARRIED,4620,2897,1716,7,3664,2277,1383,4,956,620,333,3
KHYBER PAKHTUNKHWA,PROVINCE,75 & ABOVE,SEPERATION,504,204,300,,461,183,278,,43,21,22,
KHYBER PAKHTUNKHWA,PROVINCE,75 & ABOVE,WIDOWED,137531,94443,43088,,117609,81032,36577,,19922,13411,6511,
KOHAT,DISTRICT,15 &  ABOVE,DIVORCED,1438,1210,228,,1162,979,183,,276,231,45,
KOHAT,DISTRICT,15 &  ABOVE,MARRIED,493026,258472,234554,,379801,201237,178564,,113225,57235,55990,
KOHAT,DISTRICT,15 &  ABOVE,NEVER MARRIED,223003,89033,133944,26,167298,66596,100695,7,55705,22437,33249,19
KOHAT,DISTRICT,15 &  ABOVE,SEPERATION,762,441,321,,624,364,260,,138,77,61,
KOHAT,DISTRICT,15 &  ABOVE,WIDOWED,27266,22167,5099,,21045,17271,3774,,6221,4896,1325,
KOHAT,DISTRICT,15 - 19,DIVORCED,28,25,3,,23,20,3,,5,5,,
KOHAT,DISTRICT,15 - 19,MARRIED,14079,11095,2984,,11731,9220,2511,,2348,1875,473,
KOHAT,DISTRICT,15 - 19,NEVER MARRIED,121003,52672,68326,5,93988,40795,53190,3,27015,11877,15136,2
KOHAT,DISTRICT,15 - 19,SEPERATION,29,19,10,,23,15,8,,6,4,2,
KOHAT,DISTRICT,15 - 19,WIDOWED,31,22,9,,26,18,8,,5,4,1,
KOHAT,DISTRICT,20 - 24,DIVORCED,118,106,12,,90,80,10,,28,26,2,
KOHAT,DISTRICT,20 - 24,MARRIED,47326,32600,14726,,38262,26247,12015,,9064,6353,2711,
KOHAT,DISTRICT,20 - 24,NEVER MARRIED,59053,19664,39378,11,43218,13933,29283,2,15835,5731,10095,9
KOHAT,DISTRICT,20 - 24,SEPERATION,52,38,14,,45,34,11,,7,4,3,
KOHAT,DISTRICT,20 - 24,WIDOWED,139,101,38,,108,82,26,,31,19,12,
KOHAT,DISTRICT,25 - 29,DIVORCED,183,149,34,,143,111,32,,40,38,2,
KOHAT,DISTRICT,25 - 29,MARRIED,70741,41386,29355,,55624,32337,23287,,15117,9049,6068,
KOHAT,DISTRICT,25 - 29,NEVER MARRIED,23481,7397,16082,2,16497,5134,11362,1,6984,2263,4720,1
KOHAT,DISTRICT,25 - 29,SEPERATION,84,49,35,,71,39,32,,13,10,3,
KOHAT,DISTRICT,25 - 29,WIDOWED,323,261,62,,253,205,48,,70,56,14,
KOHAT,DISTRICT,30 - 34,DIVORCED,258,220,38,,205,176,29,,53,44,9,
KOHAT,DISTRICT,30 - 34,MARRIED,73275,39456,33819,,56430,30447,25983,,16845,9009,7836,
KOHAT,DISTRICT,30 - 34,NEVER MARRIED,8714,3563,5149,2,6069,2598,3471,,2645,965,1678,2
KOHAT,DISTRICT,30 - 34,SEPERATION,91,49,42,,74,40,34,,17,9,8,
KOHAT,DISTRICT,30 - 34,WIDOWED,552,472,80,,438,374,64,,114,98,16,
KOHAT,DISTRICT,35 - 39,DIVORCED,200,166,34,,158,131,27,,42,35,7,
KOHAT,DISTRICT,35 - 39,MARRIED,68885,35552,33333,,51933,26962,24971,,16952,8590,8362,
KOHAT,DISTRICT,35 - 39,NEVER MARRIED,4392,2072,2318,2,3052,1514,1538,,1340,558,780,2
KOHAT,DISTRICT,35 - 39,SEPERATION,103,59,44,,79,47,32,,24,12,12,
KOHAT,DISTRICT,35 - 39,WIDOWED,850,744,106,,677,600,77,,173,144,29,
KOHAT,DISTRICT,40 - 44,DIVORCED,227,193,34,,188,161,27,,39,32,7,
KOHAT,DISTRICT,40 - 44,MARRIED,57626,28447,29179,,43079,21609,21470,,14547,6838,7709,
KOHAT,DISTRICT,40 - 44,NEVER MARRIED,2594,1418,1176,,1874,1067,807,,720,351,369,
KOHAT,DISTRICT,40 - 44,SEPERATION,94,51,43,,77,44,33,,17,7,10,
KOHAT,DISTRICT,40 - 44,WIDOWED,1405,1256,149,,1062,956,106,,343,300,43,
KOHAT,DISTRICT,45 - 49,DIVORCED,142,118,24,,117,98,19,,25,20,5,
KOHAT,DISTRICT,45 - 49,MARRIED,44366,21342,23024,,33121,16235,16886,,11245,5107,6138,
KOHAT,DISTRICT,45 - 49,NEVER MARRIED,1367,767,598,2,993,552,440,1,374,215,158,1
KOHAT,DISTRICT,45 - 49,SEPERATION,85,49,36,,67,36,31,,18,13,5,
KOHAT,DISTRICT,45 - 49,WIDOWED,1784,1607,177,,1295,1176,119,,489,431,58,
KOHAT,DISTRICT,50 - 54,DIVORCED,95,77,18,,80,65,15,,15,12,3,
KOHAT,DISTRICT,50 - 54,MARRIED,35222,16756,18466,,26624,13025,13599,,8598,3731,4867,
KOHAT,DISTRICT,50 - 54,NEVER MARRIED,859,521,336,2,584,364,220,,275,157,116,2
KOHAT,DISTRICT,50 - 54,SEPERATION,62,37,25,,53,32,21,,9,5,4,
KOHAT,DISTRICT,50 - 54,WIDOWED,2549,2284,265,,1910,1731,179,,639,553,86,
KOHAT,DISTRICT,55 - 59,DIVORCED,83,72,11,,70,64,6,,13,8,5,
