name_admin_unit,part_of_district,admin_unit,region,type_of_housing_units,all_sexes,male,female,tgend,housing_units_total,housing_units_pct
DADU,DADU,TALUKA,RURAL,TOTAL,307590,156218,151366,6,59043,100
DADU,DADU,TALUKA,URBAN,REGULAR,200856,101379,99461,16,37202,99.97
DADU,DADU,TALUKA,URBAN,INSTITUTIONAL,1,1,,,1,0
DADU,DADU,TALUKA,URBAN,HOMELESS,160,80,80,,10,.03
DADU,DADU,TALUKA,URBAN,TOTAL,201017,101460,99541,16,37213,100
JOHI,DADU,TALUKA,OVERALL,REGULAR,332130,169394,162727,9,65519,99.93000000000001
JOHI,DADU,TALUKA,OVERALL,INSTITUTIONAL,117,109,8,,5,.01
JOHI,DADU,TALUKA,OVERALL,HOMELESS,932,505,427,,41,.06
JOHI,DADU,TALUKA,OVERALL,TOTAL,333179,170008,163162,9,65565,100
JOHI,DADU,TALUKA,RURAL,REGULAR,292089,149080,143002,7,58268,99.92
JOHI,DADU,TALUKA,RURAL,INSTITUTIONAL,104,96,8,,4,.01
JOHI,DADU,TALUKA,RURAL,HOMELESS,900,491,409,,40,.07
JOHI,DADU,TALUKA,RURAL,TOTAL,293093,149667,143419,7,58312,100
JOHI,DADU,TALUKA,URBAN,REGULAR,40041,20314,19725,2,7251,99.97
JOHI,DADU,TALUKA,URBAN,INSTITUTIONAL,13,13,,,1,.01
JOHI,DADU,TALUKA,URBAN,HOMELESS,32,14,18,,1,.01
JOHI,DADU,TALUKA,URBAN,TOTAL,40086,20341,19743,2,7253,100
KHAIRPUR NATHAN SHAH,DADU,TALUKA,OVERALL,REGULAR,379176,191523,187631,22,76845,99.92
KHAIRPUR NATHAN SHAH,DADU,TALUKA,OVERALL,INSTITUTIONAL,42,42,,,3,0
KHAIRPUR NATHAN SHAH,DADU,TALUKA,OVERALL,HOMELESS,744,472,272,,59,.08
KHAIRPUR NATHAN SHAH,DADU,TALUKA,OVERALL,TOTAL,379962,192037,187903,22,76907,100
KHAIRPUR NATHAN SHAH,DADU,TALUKA,RURAL,REGULAR,295730,149833,145881,16,59965,99.93000000000001
KHAIRPUR NATHAN SHAH,DADU,TALUKA,RURAL,INSTITUTIONAL,1,1,,,1,0
KHAIRPUR NATHAN SHAH,DADU,TALUKA,RURAL,HOMELESS,698,431,267,,42,.07
KHAIRPUR NATHAN SHAH,DADU,TALUKA,RURAL,TOTAL,296429,150265,146148,16,60008,100
KHAIRPUR NATHAN SHAH,DADU,TALUKA,URBAN,REGULAR,83446,41690,41750,6,16880,99.89
KHAIRPUR NATHAN SHAH,DADU,TALUKA,URBAN,INSTITUTIONAL,41,41,,,2,.01
KHAIRPUR NATHAN SHAH,DADU,TALUKA,URBAN,HOMELESS,46,41,5,,17,.1
KHAIRPUR NATHAN SHAH,DADU,TALUKA,URBAN,TOTAL,83533,41772,41755,6,16899,100
MEHAR,DADU,TALUKA,OVERALL,REGULAR,520373,263954,256386,33,101912,99.98
MEHAR,DADU,TALUKA,OVERALL,INSTITUTIONAL,24,20,4,,3,0
MEHAR,DADU,TALUKA,OVERALL,HOMELESS,162,90,72,,22,.02
MEHAR,DADU,TALUKA,OVERALL,TOTAL,520559,264064,256462,33,101937,100
MEHAR,DADU,TALUKA,RURAL,REGULAR,406015,206629,199378,8,79381,99.97
MEHAR,DADU,TALUKA,RURAL,INSTITUTIONAL,,,,,,0
MEHAR,DADU,TALUKA,RURAL,HOMELESS,159,88,71,,20,.03
MEHAR,DADU,TALUKA,RURAL,TOTAL,406174,206717,199449,8,79401,100
MEHAR,DADU,TALUKA,URBAN,REGULAR,114358,57325,57008,25,22531,99.98
MEHAR,DADU,TALUKA,URBAN,INSTITUTIONAL,24,20,4,,3,.01
MEHAR,DADU,TALUKA,URBAN,HOMELESS,3,2,1,,2,.01
MEHAR,DADU,TALUKA,URBAN,TOTAL,114385,57347,57013,25,22536,100
GHOTKI,GHOTKI,DISTRICT,OVERALL,REGULAR,1758700,913439,845214,47,331048,99.97
GHOTKI,GHOTKI,DISTRICT,OVERALL,INSTITUTIONAL,207,190,17,,34,.01
GHOTKI,GHOTKI,DISTRICT,OVERALL,HOMELESS,1854,1013,841,,50,.02
GHOTKI,GHOTKI,DISTRICT,OVERALL,TOTAL,1760761,914642,846072,47,331132,100
GHOTKI,GHOTKI,DISTRICT,RURAL,REGULAR,1379965,717021,662921,23,261521,99.98
GHOTKI,GHOTKI,DISTRICT,RURAL,INSTITUTIONAL,177,169,8,,24,.01
GHOTKI,GHOTKI,DISTRICT,RURAL,HOMELESS,1246,679,567,,39,.01
GHOTKI,GHOTKI,DISTRICT,RURAL,TOTAL,1381388,717869,663496,23,261584,100
GHOTKI,GHOTKI,DISTRICT,URBAN,REGULAR,378735,196418,182293,24,69527,99.97
GHOTKI,GHOTKI,DISTRICT,URBAN,INSTITUTIONAL,30,21,9,,10,.01
GHOTKI,GHOTKI,DISTRICT,URBAN,HOMELESS,608,334,274,,11,.02
GHOTKI,GHOTKI,DISTRICT,URBAN,TOTAL,379373,196773,182576,24,69548,100
DAHARKI,GHOTKI,TALUKA,OVERALL,REGULAR,335060,174375,160679,6,62056,99.98
DAHARKI,GHOTKI,TALUKA,OVERALL,INSTITUTIONAL,33,33,,,6,.01
DAHARKI,GHOTKI,TALUKA,OVERALL,HOMELESS,52,25,27,,5,.01
DAHARKI,GHOTKI,TALUKA,OVERALL,TOTAL,335145,174433,160706,6,62067,100
DAHARKI,GHOTKI,TALUKA,RURAL,REGULAR,244885,127514,117368,3,45686,99.98
DAHARKI,GHOTKI,TALUKA,RURAL,INSTITUTIONAL,31,31,,,4,.01
DAHARKI,GHOTKI,TALUKA,RURAL,HOMELESS,52,25,27,,5,.01
DAHARKI,GHOTKI,TALUKA,RURAL,TOTAL,244968,127570,117395,3,45695,100
DAHARKI,GHOTKI,TALUKA,URBAN,REGULAR,90175,46861,43311,3,16370,99.98999999999999
DAHARKI,GHOTKI,TALUKA,URBAN,INSTITUTIONAL,2,2,,,2,.01
DAHARKI,GHOTKI,TALUKA,URBAN,HOMELESS,,,,,,0
DAHARKI,GHOTKI,TALUKA,URBAN,TOTAL,90177,46863,43311,3,16372,100
GHOTKI,GHOTKI,TALUKA,OVERALL,REGULAR,540631,280694,259922,15,100749,99.98
GHOTKI,GHOTKI,TALUKA,OVERALL,INSTITUTIONAL,104,94,10,,13,.01
GHOTKI,GHOTKI,TALUKA,OVERALL,HOMELESS,204,111,93,,10,.01
GHOTKI,GHOTKI,TALUKA,OVERALL,TOTAL,540939,280899,260025,15,100772,100
GHOTKI,GHOTKI,TALUKA,RURAL,REGULAR,409911,212946,196960,5,77059,99.98
GHOTKI,GHOTKI,TALUKA,RURAL,INSTITUTIONAL,78,77,1,,7,.01
GHOTKI,GHOTKI,TALUKA,RURAL,HOMELESS,25,13,12,,5,.01
GHOTKI,GHOTKI,TALUKA,RURAL,TOTAL,410014,213036,196973,5,77071,100
GHOTKI,GHOTKI,TALUKA,URBAN,REGULAR,130720,67748,62962,10,23690,99.95
GHOTKI,GHOTKI,TALUKA,URBAN,INSTITUTIONAL,26,17,9,,6,.03
GHOTKI,GHOTKI,TALUKA,URBAN,HOMELESS,179,98,81,,5,.02
GHOTKI,GHOTKI,TALUKA,URBAN,TOTAL,130925,67863,63052,10,23701,100
KHANGARH,GHOTKI,TALUKA,OVERALL,REGULAR,162159,84084,78073,2,32258,99.97
KHANGARH,GHOTKI,TALUKA,OVERALL,INSTITUTIONAL,9,9,,,4,.01
KHANGARH,GHOTKI,TALUKA,OVERALL,HOMELESS,149,79,70,,5,.02
KHANGARH,GHOTKI,TALUKA,OVERALL,TOTAL,162317,84172,78143,2,32267,100
KHANGARH,GHOTKI,TALUKA,RURAL,REGULAR,129512,67330,62181,1,25835,99.97
