name_admin_unit,admin_unit,part_of_district,region,area_sqkm,all_sexes,male,female,tgend,sex_ratio,pop_den_sqkm,urban_prop,avg_hh_size,pop_2017,avg_annual_gr_rate_17_23
TANDO GHULAM HYDER,TEHSIL,TANDO MUHAMMAD KHAN,OVERALL,390,206665,107095,99568,2,107.56,529.91,19.97,5.1,184683,1.9
TANDO GHULAM HYDER,TEHSIL,TANDO MUHAMMAD KHAN,RURAL,,165388,85519,79868,1,107.08,,,5,150895,1.54
TANDO GHULAM HYDER,TEHSIL,TANDO MUHAMMAD KHAN,URBAN,,41277,21576,19700,1,109.52,,,5.4,33788,3.4
TANDO MUHAMMAD KHAN,DISTRICT,TANDO MUHAMMAD KHAN,OVERALL,263,272427,141399,131014,14,107.93,1035.84,42,4.9,255404,1.08
TANDO MUHAMMAD KHAN,DISTRICT,TANDO MUHAMMAD KHAN,RURAL,,158021,82105,75915,1,108.15,,,4.8,153536,.48
TANDO MUHAMMAD KHAN,DISTRICT,TANDO MUHAMMAD KHAN,URBAN,,114406,59294,55099,13,107.61,,,5.1,101868,1.96
THARPARKAR,DISTRICT,THARPARKAR,OVERALL,19637,1778407,928333,850041,33,109.21,90.56,8.119999999999999,5.4,1647036,1.29
THARPARKAR,DISTRICT,THARPARKAR,RURAL,,1634002,852857,781115,30,109.18,,,5.4,1514502,1.28
THARPARKAR,DISTRICT,THARPARKAR,URBAN,,144405,75476,68926,3,109.5,,,5.2,132534,1.44
CHACHRO,TEHSIL,THARPARKAR,OVERALL,3386,371769,194503,177252,14,109.73,109.8,6.81,5.8,350807,.97
CHACHRO,TEHSIL,THARPARKAR,RURAL,,346460,181310,165136,14,109.79,,,5.9,327492,.95
CHACHRO,TEHSIL,THARPARKAR,URBAN,,25309,13193,12116,,108.89,,,5.3,23315,1.38
DAHLI,TEHSIL,THARPARKAR,OVERALL,2126,326034,173689,152345,,114.01,153.36,2.97,6.1,305529,1.09
DAHLI,TEHSIL,THARPARKAR,RURAL,,316363,168341,148022,,113.73,,,6.1,298045,1
DAHLI,TEHSIL,THARPARKAR,URBAN,,9671,5348,4323,,123.71,,,7.5,7484,4.38
DIPLO,TEHSIL,THARPARKAR,OVERALL,2872,163119,84633,78484,2,107.83,56.8,8.130000000000001,5,148871,1.54
DIPLO,TEHSIL,THARPARKAR,RURAL,,149862,77818,72044,,108.01,,,5.1,135729,1.67
DIPLO,TEHSIL,THARPARKAR,URBAN,,13257,6815,6440,2,105.82,,,4.7,13142,.15
ISLAMKOT,TEHSIL,THARPARKAR,OVERALL,3515,265643,137230,128410,3,106.87,75.56999999999999,7.18,5,244439,1.4
ISLAMKOT,TEHSIL,THARPARKAR,RURAL,,246579,127461,119115,3,107.01,,,5,225927,1.47
ISLAMKOT,TEHSIL,THARPARKAR,URBAN,,19064,9769,9295,,105.1,,,5.1,18512,.49
KALOI,TEHSIL,THARPARKAR,OVERALL,922,129677,67259,62413,5,107.76,140.65,,5.2,117609,1.65
KALOI,TEHSIL,THARPARKAR,RURAL,,129677,67259,62413,5,107.76,,,5.2,117609,1.65
KALOI,TEHSIL,THARPARKAR,URBAN,,,,,,,,,,,
MITHI,TEHSIL,THARPARKAR,OVERALL,2954,239091,123954,115133,4,107.66,80.94,27.13,5.1,219901,1.41
MITHI,TEHSIL,THARPARKAR,RURAL,,174226,89871,84352,3,106.54,,,5,161621,1.26
MITHI,TEHSIL,THARPARKAR,URBAN,,64865,34083,30781,1,110.73,,,5.3,58280,1.81
NAGAR PARKAR,TEHSIL,THARPARKAR,OVERALL,3862,283074,147065,136004,5,108.13,73.3,4.32,5.1,259880,1.44
NAGAR PARKAR,TEHSIL,THARPARKAR,RURAL,,270835,140797,130033,5,108.28,,,5.1,248079,1.48
NAGAR PARKAR,TEHSIL,THARPARKAR,URBAN,,12239,6268,5971,,104.97,,,4.8,11801,.61
THATTA,DISTRICT,THATTA,OVERALL,8570,1083191,555252,527895,44,105.18,126.39,17.88,5.2,982138,1.65
THATTA,DISTRICT,THATTA,RURAL,,889512,457107,432373,32,105.72,,,5.1,805662,1.67
THATTA,DISTRICT,THATTA,URBAN,,193679,98145,95522,12,102.75,,,5.7,176476,1.57
GHORABARI,TEHSIL,THATTA,OVERALL,1018,198920,102091,96827,2,105.44,195.4,17.67,5,174046,2.26
GHORABARI,TEHSIL,THATTA,RURAL,,163775,84097,79676,2,105.55,,,4.9,150844,1.38
GHORABARI,TEHSIL,THATTA,URBAN,,35145,17994,17151,,104.92,,,5.6,23202,7.19
KETI BUNDER,TEHSIL,THATTA,OVERALL,771,63217,32645,30571,1,106.78,81.98999999999999,,4.8,59699,.96
KETI BUNDER,TEHSIL,THATTA,RURAL,,63217,32645,30571,1,106.78,,,4.8,55429,2.22
KETI BUNDER,TEHSIL,THATTA,URBAN,,,,,,,,,,4270,-100
MIRPUR SAKRO,TEHSIL,THATTA,OVERALL,2958,376078,193082,182971,25,105.53,127.14,14.01,5.4,341689,1.62
MIRPUR SAKRO,TEHSIL,THATTA,RURAL,,323404,166403,156981,20,106,,,5.3,294561,1.57
MIRPUR SAKRO,TEHSIL,THATTA,URBAN,,52674,26679,25990,5,102.65,,,5.9,47128,1.88
THATTA,TEHSIL,THATTA,OVERALL,3823,444976,227434,217526,16,104.55,116.39,23.79,5.2,406704,1.51
THATTA,TEHSIL,THATTA,RURAL,,339116,173962,165145,9,105.34,,,5.1,304828,1.8
THATTA,TEHSIL,THATTA,URBAN,,105860,53472,52381,7,102.08,,,5.6,101876,.64
UMER KOT,DISTRICT,UMER KOT,OVERALL,5608,1159831,606812,552994,25,109.73,206.82,22.32,5.2,1073469,1.3
UMER KOT,DISTRICT,UMER KOT,RURAL,,900972,471680,429277,15,109.88,,,5.2,829932,1.38
UMER KOT,DISTRICT,UMER KOT,URBAN,,258859,135132,123717,10,109.23,,,5,243537,1.02
KUNRI,TEHSIL,UMER KOT,OVERALL,585,237063,123471,113589,3,108.7,405.24,17.16,5.4,218460,1.38
KUNRI,TEHSIL,UMER KOT,RURAL,,196380,102546,93832,2,109.29,,,5.3,179266,1.54
KUNRI,TEHSIL,UMER KOT,URBAN,,40683,20925,19757,1,105.91,,,5.7,39194,.63
PITHORO,TEHSIL,UMER KOT,OVERALL,855,130383,68519,61860,4,110.76,152.49,10.22,5.1,120005,1.4
PITHORO,TEHSIL,UMER KOT,RURAL,,117057,61522,55533,2,110.78,,,5.1,107033,1.51
PITHORO,TEHSIL,UMER KOT,URBAN,,13326,6997,6327,2,110.59,,,4.9,12972,.45
SAMARO,TEHSIL,UMER KOT,OVERALL,959,184051,96629,87420,2,110.53,191.92,5.22,5.4,170216,1.31
SAMARO,TEHSIL,UMER KOT,RURAL,,174444,91654,82788,2,110.71,,,5.4,160967,1.35
SAMARO,TEHSIL,UMER KOT,URBAN,,9607,4975,4632,,107.41,,,5.3,9249,.64
UMER KOT,TEHSIL,UMER KOT,OVERALL,3209,608334,318193,290125,16,109.67,189.57,32.09,5,564788,1.25
UMER KOT,TEHSIL,UMER KOT,RURAL,,413091,215958,197124,9,109.55,,,5.1,382666,1.29
UMER KOT,TEHSIL,UMER KOT,URBAN,,195243,102235,93001,7,109.93,,,4.9,182122,1.17
