name_admin_unit,part_of_district,admin_unit,age_group,rel_hh_head,all_sexes_overall,female_overall,male_overall,tgend_overall,all_sexes_rural,female_rural,male_rural,tgend_rural,all_sexes_urban,female_urban,male_urban,tgend_urban
ABBOTTABAD,ABBOTTABAD,DISTRICT,00 - 04,BROTHER/SISTER,327,159,168,,232,112,120,,95,47,48,
ABBOTTABAD,ABBOTTABAD,DISTRICT,00 - 04,BROTHER/SISTER IN LAW,40,21,19,,28,14,14,,12,7,5,
ABBOTTABAD,ABBOTTABAD,DISTRICT,00 - 04,FATHER/MOTHER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,00 - 04,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,00 - 04,GRANDSON/GRANDDAUGHTER,51756,25685,26071,,41857,20695,21162,,9899,4990,4909,
ABBOTTABAD,ABBOTTABAD,DISTRICT,00 - 04,HEAD,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,00 - 04,NEPHEW/NEICE,11390,5731,5659,,9092,4547,4545,,2298,1184,1114,
ABBOTTABAD,ABBOTTABAD,DISTRICT,00 - 04,NON-RELATIVE,122,49,73,,73,30,43,,49,19,30,
ABBOTTABAD,ABBOTTABAD,DISTRICT,00 - 04,OTHER RELATIVE,1061,514,547,,780,383,397,,281,131,150,
ABBOTTABAD,ABBOTTABAD,DISTRICT,00 - 04,SON/DAUGHTER,101909,50682,51227,,80422,40068,40354,,21487,10614,10873,
ABBOTTABAD,ABBOTTABAD,DISTRICT,00 - 04,SON/DAUGHTER IN LAW,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,00 - 04,SPOUSE,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,05 - 09,BROTHER/SISTER,1219,602,617,,907,438,469,,312,164,148,
ABBOTTABAD,ABBOTTABAD,DISTRICT,05 - 09,BROTHER/SISTER IN LAW,27,15,12,,21,12,9,,6,3,3,
ABBOTTABAD,ABBOTTABAD,DISTRICT,05 - 09,FATHER/MOTHER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,05 - 09,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,05 - 09,GRANDSON/GRANDDAUGHTER,31997,15866,16131,,25791,12820,12971,,6206,3046,3160,
ABBOTTABAD,ABBOTTABAD,DISTRICT,05 - 09,HEAD,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,05 - 09,NEPHEW/NEICE,8868,4362,4506,,7060,3465,3595,,1808,897,911,
ABBOTTABAD,ABBOTTABAD,DISTRICT,05 - 09,NON-RELATIVE,408,108,300,,184,76,108,,224,32,192,
ABBOTTABAD,ABBOTTABAD,DISTRICT,05 - 09,OTHER RELATIVE,1014,490,524,,726,344,382,,288,146,142,
ABBOTTABAD,ABBOTTABAD,DISTRICT,05 - 09,SON/DAUGHTER,124136,61946,62190,,97754,48827,48927,,26382,13119,13263,
ABBOTTABAD,ABBOTTABAD,DISTRICT,05 - 09,SON/DAUGHTER IN LAW,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,05 - 09,SPOUSE,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,10 - 14,BROTHER/SISTER,3632,1893,1739,,2817,1492,1325,,815,401,414,
ABBOTTABAD,ABBOTTABAD,DISTRICT,10 - 14,BROTHER/SISTER IN LAW,42,22,20,,31,14,17,,11,8,3,
ABBOTTABAD,ABBOTTABAD,DISTRICT,10 - 14,FATHER/MOTHER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,10 - 14,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,10 - 14,GRANDSON/GRANDDAUGHTER,16249,8191,8058,,12796,6488,6308,,3453,1703,1750,
ABBOTTABAD,ABBOTTABAD,DISTRICT,10 - 14,HEAD,187,7,180,,147,6,141,,40,1,39,
ABBOTTABAD,ABBOTTABAD,DISTRICT,10 - 14,NEPHEW/NEICE,6103,3030,3073,,4756,2359,2397,,1347,671,676,
ABBOTTABAD,ABBOTTABAD,DISTRICT,10 - 14,NON-RELATIVE,1758,310,1448,,772,107,665,,986,203,783,
ABBOTTABAD,ABBOTTABAD,DISTRICT,10 - 14,OTHER RELATIVE,956,459,497,,664,310,354,,292,149,143,
ABBOTTABAD,ABBOTTABAD,DISTRICT,10 - 14,SON/DAUGHTER,130705,65301,65403,1,101736,50986,50749,1,28969,14315,14654,
ABBOTTABAD,ABBOTTABAD,DISTRICT,10 - 14,SON/DAUGHTER IN LAW,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,10 - 14,SPOUSE,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,15 - 19,BROTHER/SISTER,7208,3495,3712,1,5553,2678,2874,1,1655,817,838,
ABBOTTABAD,ABBOTTABAD,DISTRICT,15 - 19,BROTHER/SISTER IN LAW,548,472,76,,456,394,62,,92,78,14,
ABBOTTABAD,ABBOTTABAD,DISTRICT,15 - 19,FATHER/MOTHER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,15 - 19,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,15 - 19,GRANDSON/GRANDDAUGHTER,6335,3099,3236,,4959,2409,2550,,1376,690,686,
ABBOTTABAD,ABBOTTABAD,DISTRICT,15 - 19,HEAD,1448,75,1372,1,1026,64,962,,422,11,410,1
ABBOTTABAD,ABBOTTABAD,DISTRICT,15 - 19,NEPHEW/NEICE,3558,1729,1829,,2733,1341,1392,,825,388,437,
ABBOTTABAD,ABBOTTABAD,DISTRICT,15 - 19,NON-RELATIVE,1978,657,1319,2,653,180,473,,1325,477,846,2
ABBOTTABAD,ABBOTTABAD,DISTRICT,15 - 19,OTHER RELATIVE,816,423,393,,564,291,273,,252,132,120,
ABBOTTABAD,ABBOTTABAD,DISTRICT,15 - 19,SON/DAUGHTER,111347,53584,57759,4,86139,41484,44654,1,25208,12100,13105,3
ABBOTTABAD,ABBOTTABAD,DISTRICT,15 - 19,SON/DAUGHTER IN LAW,3272,3217,55,,2731,2690,41,,541,527,14,
ABBOTTABAD,ABBOTTABAD,DISTRICT,15 - 19,SPOUSE,1486,1482,4,,1179,1176,3,,307,306,1,
ABBOTTABAD,ABBOTTABAD,DISTRICT,20 - 24,BROTHER/SISTER,7975,2959,5016,,6252,2229,4023,,1723,730,993,
ABBOTTABAD,ABBOTTABAD,DISTRICT,20 - 24,BROTHER/SISTER IN LAW,2624,2475,149,,2150,2023,127,,474,452,22,
ABBOTTABAD,ABBOTTABAD,DISTRICT,20 - 24,FATHER/MOTHER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,20 - 24,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,20 - 24,GRANDSON/GRANDDAUGHTER,1804,710,1094,,1413,547,866,,391,163,228,
ABBOTTABAD,ABBOTTABAD,DISTRICT,20 - 24,HEAD,5844,654,5186,4,4414,579,3834,1,1430,75,1352,3
ABBOTTABAD,ABBOTTABAD,DISTRICT,20 - 24,NEPHEW/NEICE,1622,635,987,,1276,491,785,,346,144,202,
ABBOTTABAD,ABBOTTABAD,DISTRICT,20 - 24,NON-RELATIVE,2764,995,1751,18,220,57,163,,2544,938,1588,18
ABBOTTABAD,ABBOTTABAD,DISTRICT,20 - 24,OTHER RELATIVE,818,488,330,,563,356,207,,255,132,123,
ABBOTTABAD,ABBOTTABAD,DISTRICT,20 - 24,SON/DAUGHTER,70562,25499,45059,4,53910,18513,35395,2,16652,6986,9664,2
ABBOTTABAD,ABBOTTABAD,DISTRICT,20 - 24,SON/DAUGHTER IN LAW,15182,14895,287,,12572,12341,231,,2610,2554,56,
ABBOTTABAD,ABBOTTABAD,DISTRICT,20 - 24,SPOUSE,9935,9895,40,,7999,7962,37,,1936,1933,3,
ABBOTTABAD,ABBOTTABAD,DISTRICT,25 - 29,BROTHER/SISTER,7366,1844,5521,1,5713,1323,4390,,1653,521,1131,1
ABBOTTABAD,ABBOTTABAD,DISTRICT,25 - 29,BROTHER/SISTER IN LAW,3908,3687,221,,3121,2932,189,,787,755,32,
ABBOTTABAD,ABBOTTABAD,DISTRICT,25 - 29,FATHER/MOTHER,4,4,,,4,4,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,25 - 29,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,25 - 29,GRANDSON/GRANDDAUGHTER,518,200,318,,413,150,263,,105,50,55,
ABBOTTABAD,ABBOTTABAD,DISTRICT,25 - 29,HEAD,13412,1681,11730,1,10652,1391,9261,,2760,290,2469,1
ABBOTTABAD,ABBOTTABAD,DISTRICT,25 - 29,NEPHEW/NEICE,724,196,528,,580,154,426,,144,42,102,
ABBOTTABAD,ABBOTTABAD,DISTRICT,25 - 29,NON-RELATIVE,679,101,568,10,136,52,83,1,543,49,485,9
ABBOTTABAD,ABBOTTABAD,DISTRICT,25 - 29,OTHER RELATIVE,696,435,260,1,486,317,169,,210,118,91,1
ABBOTTABAD,ABBOTTABAD,DISTRICT,25 - 29,SON/DAUGHTER,40094,8279,31815,,30791,5758,25033,,9303,2521,6782,
ABBOTTABAD,ABBOTTABAD,DISTRICT,25 - 29,SON/DAUGHTER IN LAW,18619,18216,403,,15048,14738,310,,3571,3478,93,
ABBOTTABAD,ABBOTTABAD,DISTRICT,25 - 29,SPOUSE,20920,20608,312,,16451,16172,279,,4469,4436,33,
ABBOTTABAD,ABBOTTABAD,DISTRICT,30 - 34,BROTHER/SISTER,6002,1257,4745,,4664,946,3718,,1338,311,1027,
ABBOTTABAD,ABBOTTABAD,DISTRICT,30 - 34,BROTHER/SISTER IN LAW,3493,3327,166,,2785,2647,138,,708,680,28,
ABBOTTABAD,ABBOTTABAD,DISTRICT,30 - 34,FATHER/MOTHER,49,46,3,,32,31,1,,17,15,2,
ABBOTTABAD,ABBOTTABAD,DISTRICT,30 - 34,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,30 - 34,GRANDSON/GRANDDAUGHTER,201,76,125,,164,70,94,,37,6,31,
ABBOTTABAD,ABBOTTABAD,DISTRICT,30 - 34,HEAD,22407,2768,19635,4,17593,2259,15334,,4814,509,4301,4
ABBOTTABAD,ABBOTTABAD,DISTRICT,30 - 34,NEPHEW/NEICE,390,87,303,,316,70,246,,74,17,57,
ABBOTTABAD,ABBOTTABAD,DISTRICT,30 - 34,NON-RELATIVE,374,60,304,10,101,30,69,2,273,30,235,8
ABBOTTABAD,ABBOTTABAD,DISTRICT,30 - 34,OTHER RELATIVE,552,343,209,,373,234,139,,179,109,70,
ABBOTTABAD,ABBOTTABAD,DISTRICT,30 - 34,SON/DAUGHTER,23035,3149,19885,1,17919,2285,15633,1,5116,864,4252,
ABBOTTABAD,ABBOTTABAD,DISTRICT,30 - 34,SON/DAUGHTER IN LAW,12889,12563,326,,10266,10016,250,,2623,2547,76,
ABBOTTABAD,ABBOTTABAD,DISTRICT,30 - 34,SPOUSE,27757,27155,602,,21542,21027,515,,6215,6128,87,
ABBOTTABAD,ABBOTTABAD,DISTRICT,35 - 39,BROTHER/SISTER,5276,1093,4183,,4003,786,3217,,1273,307,966,
ABBOTTABAD,ABBOTTABAD,DISTRICT,35 - 39,BROTHER/SISTER IN LAW,2607,2472,135,,2059,1942,117,,548,530,18,
ABBOTTABAD,ABBOTTABAD,DISTRICT,35 - 39,FATHER/MOTHER,348,330,18,,238,224,14,,110,106,4,
ABBOTTABAD,ABBOTTABAD,DISTRICT,35 - 39,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,35 - 39,GRANDSON/GRANDDAUGHTER,61,27,34,,45,21,24,,16,6,10,
ABBOTTABAD,ABBOTTABAD,DISTRICT,35 - 39,HEAD,30332,3393,26938,1,23634,2739,20895,,6698,654,6043,1
ABBOTTABAD,ABBOTTABAD,DISTRICT,35 - 39,NEPHEW/NEICE,213,44,169,,183,40,143,,30,4,26,
ABBOTTABAD,ABBOTTABAD,DISTRICT,35 - 39,NON-RELATIVE,378,45,326,7,118,25,92,1,260,20,234,6
ABBOTTABAD,ABBOTTABAD,DISTRICT,35 - 39,OTHER RELATIVE,547,316,231,,355,210,145,,192,106,86,
ABBOTTABAD,ABBOTTABAD,DISTRICT,35 - 39,SON/DAUGHTER,13851,1617,12234,,10635,1172,9463,,3216,445,2771,
ABBOTTABAD,ABBOTTABAD,DISTRICT,35 - 39,SON/DAUGHTER IN LAW,7329,7071,258,,5745,5558,187,,1584,1513,71,
ABBOTTABAD,ABBOTTABAD,DISTRICT,35 - 39,SPOUSE,32374,31516,858,,24822,24090,732,,7552,7426,126,
ABBOTTABAD,ABBOTTABAD,DISTRICT,40 - 44,BROTHER/SISTER,3820,869,2951,,2937,657,2280,,883,212,671,
ABBOTTABAD,ABBOTTABAD,DISTRICT,40 - 44,BROTHER/SISTER IN LAW,1511,1419,92,,1217,1144,73,,294,275,19,
ABBOTTABAD,ABBOTTABAD,DISTRICT,40 - 44,FATHER/MOTHER,1187,1099,88,,862,794,68,,325,305,20,
ABBOTTABAD,ABBOTTABAD,DISTRICT,40 - 44,GRANDFATHER/GRANDMOTHER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,40 - 44,GRANDSON/GRANDDAUGHTER,18,9,9,,15,7,8,,3,2,1,
ABBOTTABAD,ABBOTTABAD,DISTRICT,40 - 44,HEAD,33600,3386,30209,5,25905,2677,23227,1,7695,709,6982,4
ABBOTTABAD,ABBOTTABAD,DISTRICT,40 - 44,NEPHEW/NEICE,143,28,115,,119,22,97,,24,6,18,
ABBOTTABAD,ABBOTTABAD,DISTRICT,40 - 44,NON-RELATIVE,285,30,251,4,117,16,100,1,168,14,151,3
ABBOTTABAD,ABBOTTABAD,DISTRICT,40 - 44,OTHER RELATIVE,470,257,212,1,350,195,154,1,120,62,58,
ABBOTTABAD,ABBOTTABAD,DISTRICT,40 - 44,SON/DAUGHTER,7181,943,6238,,5483,676,4807,,1698,267,1431,
ABBOTTABAD,ABBOTTABAD,DISTRICT,40 - 44,SON/DAUGHTER IN LAW,3140,3012,128,,2443,2352,91,,697,660,37,
ABBOTTABAD,ABBOTTABAD,DISTRICT,40 - 44,SPOUSE,30051,29047,1004,,22782,21915,867,,7269,7132,137,
ABBOTTABAD,ABBOTTABAD,DISTRICT,45 - 49,BROTHER/SISTER,2545,659,1886,,1931,496,1435,,614,163,451,
ABBOTTABAD,ABBOTTABAD,DISTRICT,45 - 49,BROTHER/SISTER IN LAW,831,765,66,,652,593,59,,179,172,7,
ABBOTTABAD,ABBOTTABAD,DISTRICT,45 - 49,FATHER/MOTHER,2265,1974,291,,1690,1473,217,,575,501,74,
ABBOTTABAD,ABBOTTABAD,DISTRICT,45 - 49,GRANDFATHER/GRANDMOTHER,20,6,14,,10,3,7,,10,3,7,
ABBOTTABAD,ABBOTTABAD,DISTRICT,45 - 49,GRANDSON/GRANDDAUGHTER,3,1,2,,3,1,2,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,45 - 49,HEAD,29478,2610,26867,1,22387,2024,20363,,7091,586,6504,1
ABBOTTABAD,ABBOTTABAD,DISTRICT,45 - 49,NEPHEW/NEICE,59,12,47,,48,8,40,,11,4,7,
ABBOTTABAD,ABBOTTABAD,DISTRICT,45 - 49,NON-RELATIVE,232,28,199,5,90,14,75,1,142,14,124,4
ABBOTTABAD,ABBOTTABAD,DISTRICT,45 - 49,OTHER RELATIVE,429,263,166,,302,190,112,,127,73,54,
ABBOTTABAD,ABBOTTABAD,DISTRICT,45 - 49,SON/DAUGHTER,3074,393,2681,,2293,306,1987,,781,87,694,
ABBOTTABAD,ABBOTTABAD,DISTRICT,45 - 49,SON/DAUGHTER IN LAW,1114,1045,69,,862,809,53,,252,236,16,
ABBOTTABAD,ABBOTTABAD,DISTRICT,45 - 49,SPOUSE,24247,23373,874,,18447,17714,733,,5800,5659,141,
ABBOTTABAD,ABBOTTABAD,DISTRICT,50 - 54,BROTHER/SISTER,1745,556,1189,,1306,430,876,,439,126,313,
ABBOTTABAD,ABBOTTABAD,DISTRICT,50 - 54,BROTHER/SISTER IN LAW,495,457,38,,405,378,27,,90,79,11,
ABBOTTABAD,ABBOTTABAD,DISTRICT,50 - 54,FATHER/MOTHER,3765,3242,523,,2873,2488,385,,892,754,138,
ABBOTTABAD,ABBOTTABAD,DISTRICT,50 - 54,GRANDFATHER/GRANDMOTHER,24,8,16,,19,7,12,,5,1,4,
ABBOTTABAD,ABBOTTABAD,DISTRICT,50 - 54,GRANDSON/GRANDDAUGHTER,1,1,,,1,1,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,50 - 54,HEAD,26420,2517,23898,5,20165,1990,18173,2,6255,527,5725,3
ABBOTTABAD,ABBOTTABAD,DISTRICT,50 - 54,NEPHEW/NEICE,22,6,16,,16,3,13,,6,3,3,
ABBOTTABAD,ABBOTTABAD,DISTRICT,50 - 54,NON-RELATIVE,118,21,94,3,60,12,46,2,58,9,48,1
ABBOTTABAD,ABBOTTABAD,DISTRICT,50 - 54,OTHER RELATIVE,411,271,140,,315,212,103,,96,59,37,
ABBOTTABAD,ABBOTTABAD,DISTRICT,50 - 54,SON/DAUGHTER,1036,193,843,,803,150,653,,233,43,190,
ABBOTTABAD,ABBOTTABAD,DISTRICT,50 - 54,SON/DAUGHTER IN LAW,337,308,29,,270,252,18,,67,56,11,
ABBOTTABAD,ABBOTTABAD,DISTRICT,50 - 54,SPOUSE,19743,19077,666,,15367,14809,558,,4376,4268,108,
ABBOTTABAD,ABBOTTABAD,DISTRICT,55 - 59,BROTHER/SISTER,1200,416,784,,892,320,572,,308,96,212,
ABBOTTABAD,ABBOTTABAD,DISTRICT,55 - 59,BROTHER/SISTER IN LAW,308,279,28,1,262,237,24,1,46,42,4,
ABBOTTABAD,ABBOTTABAD,DISTRICT,55 - 59,FATHER/MOTHER,4933,4125,808,,3820,3220,600,,1113,905,208,
ABBOTTABAD,ABBOTTABAD,DISTRICT,55 - 59,GRANDFATHER/GRANDMOTHER,27,16,11,,22,13,9,,5,3,2,
ABBOTTABAD,ABBOTTABAD,DISTRICT,55 - 59,GRANDSON/GRANDDAUGHTER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,55 - 59,HEAD,22278,2179,20098,1,17303,1744,15558,1,4975,435,4540,
ABBOTTABAD,ABBOTTABAD,DISTRICT,55 - 59,NEPHEW/NEICE,15,9,6,,11,6,5,,4,3,1,
ABBOTTABAD,ABBOTTABAD,DISTRICT,55 - 59,NON-RELATIVE,69,18,47,4,28,8,20,,41,10,27,4
ABBOTTABAD,ABBOTTABAD,DISTRICT,55 - 59,OTHER RELATIVE,444,312,132,,348,250,98,,96,62,34,
ABBOTTABAD,ABBOTTABAD,DISTRICT,55 - 59,SON/DAUGHTER,348,67,281,,277,55,222,,71,12,59,
ABBOTTABAD,ABBOTTABAD,DISTRICT,55 - 59,SON/DAUGHTER IN LAW,137,120,17,,122,108,14,,15,12,3,
ABBOTTABAD,ABBOTTABAD,DISTRICT,55 - 59,SPOUSE,15249,14708,541,,11982,11524,458,,3267,3184,83,
ABBOTTABAD,ABBOTTABAD,DISTRICT,60 - 64,BROTHER/SISTER,822,321,501,,609,241,368,,213,80,133,
ABBOTTABAD,ABBOTTABAD,DISTRICT,60 - 64,BROTHER/SISTER IN LAW,173,157,16,,141,126,15,,32,31,1,
ABBOTTABAD,ABBOTTABAD,DISTRICT,60 - 64,FATHER/MOTHER,6032,4843,1189,,4733,3827,906,,1299,1016,283,
ABBOTTABAD,ABBOTTABAD,DISTRICT,60 - 64,GRANDFATHER/GRANDMOTHER,36,22,14,,29,19,10,,7,3,4,
ABBOTTABAD,ABBOTTABAD,DISTRICT,60 - 64,GRANDSON/GRANDDAUGHTER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,60 - 64,HEAD,19273,1823,17450,,14855,1423,13432,,4418,400,4018,
ABBOTTABAD,ABBOTTABAD,DISTRICT,60 - 64,NEPHEW/NEICE,8,5,3,,4,3,1,,4,2,2,
ABBOTTABAD,ABBOTTABAD,DISTRICT,60 - 64,NON-RELATIVE,34,16,18,,20,11,9,,14,5,9,
ABBOTTABAD,ABBOTTABAD,DISTRICT,60 - 64,OTHER RELATIVE,543,372,171,,418,288,130,,125,84,41,
ABBOTTABAD,ABBOTTABAD,DISTRICT,60 - 64,SON/DAUGHTER,121,29,92,,99,24,75,,22,5,17,
ABBOTTABAD,ABBOTTABAD,DISTRICT,60 - 64,SON/DAUGHTER IN LAW,45,40,5,,38,35,3,,7,5,2,
ABBOTTABAD,ABBOTTABAD,DISTRICT,60 - 64,SPOUSE,9486,9066,420,,7541,7188,353,,1945,1878,67,
ABBOTTABAD,ABBOTTABAD,DISTRICT,65 - 69,BROTHER/SISTER,498,214,284,,367,154,213,,131,60,71,
ABBOTTABAD,ABBOTTABAD,DISTRICT,65 - 69,BROTHER/SISTER IN LAW,83,77,6,,72,67,5,,11,10,1,
ABBOTTABAD,ABBOTTABAD,DISTRICT,65 - 69,FATHER/MOTHER,5716,4504,1212,,4540,3610,930,,1176,894,282,
ABBOTTABAD,ABBOTTABAD,DISTRICT,65 - 69,GRANDFATHER/GRANDMOTHER,52,42,10,,36,30,6,,16,12,4,
ABBOTTABAD,ABBOTTABAD,DISTRICT,65 - 69,GRANDSON/GRANDDAUGHTER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,65 - 69,HEAD,13438,1393,12045,,10416,1122,9294,,3022,271,2751,
ABBOTTABAD,ABBOTTABAD,DISTRICT,65 - 69,NEPHEW/NEICE,2,2,,,2,2,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,65 - 69,NON-RELATIVE,33,8,25,,17,4,13,,16,4,12,
ABBOTTABAD,ABBOTTABAD,DISTRICT,65 - 69,OTHER RELATIVE,474,348,126,,395,290,105,,79,58,21,
ABBOTTABAD,ABBOTTABAD,DISTRICT,65 - 69,SON/DAUGHTER,33,11,22,,24,9,15,,9,2,7,
ABBOTTABAD,ABBOTTABAD,DISTRICT,65 - 69,SON/DAUGHTER IN LAW,21,18,3,,18,15,3,,3,3,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,65 - 69,SPOUSE,5768,5551,217,,4602,4418,184,,1166,1133,33,
ABBOTTABAD,ABBOTTABAD,DISTRICT,70 - 74,BROTHER/SISTER,307,138,169,,227,103,124,,80,35,45,
ABBOTTABAD,ABBOTTABAD,DISTRICT,70 - 74,BROTHER/SISTER IN LAW,52,48,4,,47,44,3,,5,4,1,
ABBOTTABAD,ABBOTTABAD,DISTRICT,70 - 74,FATHER/MOTHER,6292,4884,1408,,5089,3957,1132,,1203,927,276,
ABBOTTABAD,ABBOTTABAD,DISTRICT,70 - 74,GRANDFATHER/GRANDMOTHER,120,105,15,,101,87,14,,19,18,1,
ABBOTTABAD,ABBOTTABAD,DISTRICT,70 - 74,GRANDSON/GRANDDAUGHTER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,70 - 74,HEAD,10219,1217,9001,1,8136,1022,7114,,2083,195,1887,1
ABBOTTABAD,ABBOTTABAD,DISTRICT,70 - 74,NEPHEW/NEICE,4,3,1,,4,3,1,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,70 - 74,NON-RELATIVE,25,14,11,,14,8,6,,11,6,5,
ABBOTTABAD,ABBOTTABAD,DISTRICT,70 - 74,OTHER RELATIVE,575,420,155,,484,357,127,,91,63,28,
ABBOTTABAD,ABBOTTABAD,DISTRICT,70 - 74,SON/DAUGHTER,5,3,2,,4,2,2,,1,1,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,70 - 74,SON/DAUGHTER IN LAW,19,16,3,,19,16,3,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,70 - 74,SPOUSE,3010,2855,155,,2480,2348,132,,530,507,23,
ABBOTTABAD,ABBOTTABAD,DISTRICT,75 & ABOVE,BROTHER/SISTER,257,101,156,,190,74,116,,67,27,40,
ABBOTTABAD,ABBOTTABAD,DISTRICT,75 & ABOVE,BROTHER/SISTER IN LAW,30,26,4,,27,24,3,,3,2,1,
ABBOTTABAD,ABBOTTABAD,DISTRICT,75 & ABOVE,FATHER/MOTHER,9216,6450,2766,,7591,5321,2270,,1625,1129,496,
ABBOTTABAD,ABBOTTABAD,DISTRICT,75 & ABOVE,GRANDFATHER/GRANDMOTHER,487,378,109,,408,321,87,,79,57,22,
ABBOTTABAD,ABBOTTABAD,DISTRICT,75 & ABOVE,GRANDSON/GRANDDAUGHTER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,75 & ABOVE,HEAD,8684,1086,7597,1,6960,915,6044,1,1724,171,1553,
ABBOTTABAD,ABBOTTABAD,DISTRICT,75 & ABOVE,NEPHEW/NEICE,9,3,6,,7,3,4,,2,,2,
ABBOTTABAD,ABBOTTABAD,DISTRICT,75 & ABOVE,NON-RELATIVE,32,19,13,,21,13,8,,11,6,5,
ABBOTTABAD,ABBOTTABAD,DISTRICT,75 & ABOVE,OTHER RELATIVE,823,574,248,1,681,471,209,1,142,103,39,
ABBOTTABAD,ABBOTTABAD,DISTRICT,75 & ABOVE,SON/DAUGHTER,,,,,,,,,,,,
ABBOTTABAD,ABBOTTABAD,DISTRICT,75 & ABOVE,SON/DAUGHTER IN LAW,32,25,7,,29,23,6,,3,2,1,
ABBOTTABAD,ABBOTTABAD,DISTRICT,75 & ABOVE,SPOUSE,1433,1329,104,,1186,1099,87,,247,230,17,
ABBOTTABAD,ABBOTTABAD,DISTRICT,ALL AGES,BROTHER/SISTER,50199,16576,33621,2,38600,12479,26120,1,11599,4097,7501,1
ABBOTTABAD,ABBOTTABAD,DISTRICT,ALL AGES,BROTHER/SISTER IN LAW,16772,15719,1052,1,13474,12591,882,1,3298,3128,170,
ABBOTTABAD,ABBOTTABAD,DISTRICT,ALL AGES,FATHER/MOTHER,39807,31501,8306,,31472,24949,6523,,8335,6552,1783,
ABBOTTABAD,ABBOTTABAD,DISTRICT,ALL AGES,GRANDFATHER/GRANDMOTHER,766,577,189,,625,480,145,,141,97,44,
ABBOTTABAD,ABBOTTABAD,DISTRICT,ALL AGES,GRANDSON/GRANDDAUGHTER,108943,53865,55078,,87457,43209,44248,,21486,10656,10830,
ABBOTTABAD,ABBOTTABAD,DISTRICT,ALL AGES,HEAD,237020,24789,212206,25,183593,19955,163632,6,53427,4834,48574,19
ABBOTTABAD,ABBOTTABAD,DISTRICT,ALL AGES,NEPHEW/NEICE,33130,15882,17248,,26207,12517,13690,,6923,3365,3558,
ABBOTTABAD,ABBOTTABAD,DISTRICT,ALL AGES,NON-RELATIVE,9289,2479,6747,63,2624,643,1973,8,6665,1836,4774,55
ABBOTTABAD,ABBOTTABAD,DISTRICT,ALL AGES,OTHER RELATIVE,10629,6285,4341,3,7804,4698,3104,2,2825,1587,1237,1
ABBOTTABAD,ABBOTTABAD,DISTRICT,ALL AGES,SON/DAUGHTER,627437,271696,355731,10,488289,210315,277969,5,139148,61381,77762,5
