district,sex_age_group__in_years_,all_sexes_overall,male_overall,female_overall,transgender_overall,all_sexes_rural,male_rural,female_rural,transgender_rural,all_sexes_urban,male_urban,female_urban,transgender_urban
TANDO ALLAHYAR,08,29009,14760,14249,,21144,10759,10385,,7865,4001,3864,
TANDO ALLAHYAR,09,23131,11861,11270,,16196,8405,7791,,6935,3456,3479,
TANDO ALLAHYAR,10,26027,13026,13001,,18722,9415,9307,,7305,3611,3694,
TANDO ALLAHYAR,11,21279,10836,10443,,14676,7525,7151,,6603,3311,3292,
TANDO ALLAHYAR,12,24092,12560,11532,,16750,8768,7982,,7342,3792,3550,
TANDO ALLAHYAR,13,18262,8938,9324,,12452,6190,6262,,5810,2748,3062,
TANDO ALLAHYAR,14,19355,9991,9361,3,13209,6929,6277,3,6146,3062,3084,
TANDO ALLAHYAR,15,18657,9746,8910,1,12812,6780,6032,,5845,2966,2878,1
TANDO ALLAHYAR,16,18845,9799,9046,,12734,6713,6021,,6111,3086,3025,
TANDO ALLAHYAR,17,16700,8603,8097,,11119,5782,5337,,5581,2821,2760,
TANDO ALLAHYAR,18,17754,8834,8920,,12236,6066,6170,,5518,2768,2750,
TANDO ALLAHYAR,19,15860,8055,7804,1,10549,5353,5195,1,5311,2702,2609,
TANDO ALLAHYAR,20,16975,8415,8560,,11549,5760,5789,,5426,2655,2771,
TANDO ALLAHYAR,21,14556,7374,7182,,9707,4910,4797,,4849,2464,2385,
TANDO ALLAHYAR,22,15586,7660,7925,1,10310,5062,5248,,5276,2598,2677,1
TANDO ALLAHYAR,23,13867,6963,6903,1,9563,4809,4754,,4304,2154,2149,1
TANDO ALLAHYAR,24,15135,7523,7612,,10360,5165,5195,,4775,2358,2417,
TANDO ALLAHYAR,25,14122,7171,6951,,9625,5016,4609,,4497,2155,2342,
TANDO ALLAHYAR,26,14479,7330,7148,1,9735,4988,4747,,4744,2342,2401,1
TANDO ALLAHYAR,27,13451,6766,6684,1,8996,4544,4452,,4455,2222,2232,1
TANDO ALLAHYAR,28,12591,6330,6261,,8261,4204,4057,,4330,2126,2204,
TANDO ALLAHYAR,29,12067,6110,5957,,7906,3940,3966,,4161,2170,1991,
TANDO ALLAHYAR,30,10790,5417,5372,1,6992,3532,3460,,3798,1885,1912,1
TANDO ALLAHYAR,31,11354,5671,5682,1,7467,3699,3768,,3887,1972,1914,1
TANDO ALLAHYAR,32,11845,5792,6053,,7826,3753,4073,,4019,2039,1980,
TANDO ALLAHYAR,33,12169,6124,6045,,8142,4090,4052,,4027,2034,1993,
TANDO ALLAHYAR,34,11895,5779,6116,,7963,3820,4143,,3932,1959,1973,
TANDO ALLAHYAR,35,9813,5044,4768,1,6452,3345,3107,,3361,1699,1661,1
TANDO ALLAHYAR,36,10676,5374,5302,,7089,3547,3542,,3587,1827,1760,
TANDO ALLAHYAR,37,11442,5744,5698,,7754,3829,3925,,3688,1915,1773,
TANDO ALLAHYAR,38,10896,5497,5399,,7101,3541,3560,,3795,1956,1839,
TANDO ALLAHYAR,39,10655,5358,5297,,7031,3490,3541,,3624,1868,1756,
TANDO ALLAHYAR,40,9108,4747,4361,,5922,3097,2825,,3186,1650,1536,
TANDO ALLAHYAR,41,10090,5027,5063,,6681,3299,3382,,3409,1728,1681,
TANDO ALLAHYAR,42,10678,5735,4943,,7214,3840,3374,,3464,1895,1569,
TANDO ALLAHYAR,43,10174,5326,4848,,6824,3533,3291,,3350,1793,1557,
TANDO ALLAHYAR,44,9270,4853,4417,,6124,3203,2921,,3146,1650,1496,
TANDO ALLAHYAR,45,6975,3732,3241,2,4447,2377,2070,,2528,1355,1171,2
TANDO ALLAHYAR,46,7590,4011,3579,,4954,2598,2356,,2636,1413,1223,
TANDO ALLAHYAR,47,7162,3597,3565,,4867,2390,2477,,2295,1207,1088,
TANDO ALLAHYAR,48,6826,3403,3422,1,4380,2189,2191,,2446,1214,1231,1
TANDO ALLAHYAR,49,5842,3036,2806,,3769,1962,1807,,2073,1074,999,
TANDO ALLAHYAR,50,5533,3024,2506,3,3542,1932,1610,,1991,1092,896,3
TANDO ALLAHYAR,51,5830,3139,2691,,3743,2003,1740,,2087,1136,951,
TANDO ALLAHYAR,52,6620,3360,3260,,4402,2225,2177,,2218,1135,1083,
TANDO ALLAHYAR,53,6354,3246,3107,1,4266,2164,2102,,2088,1082,1005,1
TANDO ALLAHYAR,54,5479,2835,2644,,3475,1805,1670,,2004,1030,974,
TANDO ALLAHYAR,55,4815,2764,2050,1,3081,1773,1308,,1734,991,742,1
TANDO ALLAHYAR,56,4512,2466,2046,,2856,1564,1292,,1656,902,754,
TANDO ALLAHYAR,57,4358,2348,2010,,2798,1494,1304,,1560,854,706,
TANDO ALLAHYAR,58,3763,2000,1763,,2386,1267,1119,,1377,733,644,
TANDO ALLAHYAR,59,3101,1847,1254,,1907,1123,784,,1194,724,470,
TANDO ALLAHYAR,60,3267,1869,1397,1,2128,1220,908,,1139,649,489,1
TANDO ALLAHYAR,61,2509,1258,1251,,1519,748,771,,990,510,480,
TANDO ALLAHYAR,62,2564,1219,1345,,1709,774,935,,855,445,410,
TANDO ALLAHYAR,63,2590,1166,1424,,1708,739,969,,882,427,455,
TANDO ALLAHYAR,64,2592,1397,1195,,1714,917,797,,878,480,398,
TANDO ALLAHYAR,65,2753,1403,1350,,1829,929,900,,924,474,450,
TANDO ALLAHYAR,66,2104,1061,1043,,1396,697,699,,708,364,344,
TANDO ALLAHYAR,67,2042,1005,1037,,1340,654,686,,702,351,351,
TANDO ALLAHYAR,68,1726,834,892,,1133,555,578,,593,279,314,
TANDO ALLAHYAR,69,1484,800,684,,984,524,460,,500,276,224,
TANDO ALLAHYAR,70,2350,1208,1142,,1638,831,807,,712,377,335,
TANDO ALLAHYAR,71,1359,629,730,,917,427,490,,442,202,240,
TANDO ALLAHYAR,72,1364,649,715,,908,416,492,,456,233,223,
TANDO ALLAHYAR,73,1198,586,612,,801,394,407,,397,192,205,
TANDO ALLAHYAR,74,928,507,421,,644,354,290,,284,153,131,
TANDO ALLAHYAR,75 & ABOVE,5691,2711,2980,,3941,1903,2038,,1750,808,942,
TANDO MUHAMMAD KHAN,ALL AGES,725923,376642,349260,21,563930,292506,271418,6,161993,84136,77842,15
TANDO MUHAMMAD KHAN,BELOW 1,13584,6942,6642,,10440,5314,5126,,3144,1628,1516,
TANDO MUHAMMAD KHAN,01,19658,10240,9418,,15783,8190,7593,,3875,2050,1825,
TANDO MUHAMMAD KHAN,02,22388,11476,10912,,18006,9267,8739,,4382,2209,2173,
TANDO MUHAMMAD KHAN,03,25514,12885,12629,,20524,10337,10187,,4990,2548,2442,
TANDO MUHAMMAD KHAN,04,26960,13665,13295,,21663,10935,10728,,5297,2730,2567,
TANDO MUHAMMAD KHAN,05,24726,12913,11813,,20026,10460,9566,,4700,2453,2247,
TANDO MUHAMMAD KHAN,06,25093,12897,12196,,20395,10516,9879,,4698,2381,2317,
TANDO MUHAMMAD KHAN,07,23503,12353,11150,,18493,9644,8849,,5010,2709,2301,
TANDO MUHAMMAD KHAN,08,23897,12647,11250,,19487,10335,9152,,4410,2312,2098,
TANDO MUHAMMAD KHAN,09,17989,9361,8628,,13992,7293,6699,,3997,2068,1929,
TANDO MUHAMMAD KHAN,10,20746,11076,9670,,16914,9052,7862,,3832,2024,1808,
TANDO MUHAMMAD KHAN,11,15684,8389,7295,,12042,6491,5551,,3642,1898,1744,
TANDO MUHAMMAD KHAN,12,18650,10502,8148,,14725,8312,6413,,3925,2190,1735,
TANDO MUHAMMAD KHAN,13,13377,6796,6581,,10128,5155,4973,,3249,1641,1608,
TANDO MUHAMMAD KHAN,14,14490,7693,6796,1,11144,5920,5223,1,3346,1773,1573,
TANDO MUHAMMAD KHAN,15,14584,8109,6474,1,11224,6308,4915,1,3360,1801,1559,
TANDO MUHAMMAD KHAN,16,14258,7737,6521,,10993,6016,4977,,3265,1721,1544,
TANDO MUHAMMAD KHAN,17,11842,6377,5465,,8858,4836,4022,,2984,1541,1443,
TANDO MUHAMMAD KHAN,18,15304,7899,7405,,11889,6135,5754,,3415,1764,1651,
TANDO MUHAMMAD KHAN,19,12508,6295,6212,1,9361,4723,4638,,3147,1572,1574,1
TANDO MUHAMMAD KHAN,20,14837,7346,7489,2,11686,5775,5910,1,3151,1571,1579,1
TANDO MUHAMMAD KHAN,21,11854,5684,6170,,8955,4268,4687,,2899,1416,1483,
TANDO MUHAMMAD KHAN,22,13767,6717,7050,,10653,5172,5481,,3114,1545,1569,
TANDO MUHAMMAD KHAN,23,11545,5839,5706,,8787,4410,4377,,2758,1429,1329,
TANDO MUHAMMAD KHAN,24,12469,6314,6155,,9568,4818,4750,,2901,1496,1405,
TANDO MUHAMMAD KHAN,25,12072,6628,5444,,9558,5253,4305,,2514,1375,1139,
TANDO MUHAMMAD KHAN,26,11592,6170,5421,1,8896,4766,4130,,2696,1404,1291,1
TANDO MUHAMMAD KHAN,27,10665,5497,5168,,8032,4134,3898,,2633,1363,1270,
TANDO MUHAMMAD KHAN,28,10003,5256,4746,1,7724,4039,3685,,2279,1217,1061,1
TANDO MUHAMMAD KHAN,29,8990,4554,4436,,6820,3416,3404,,2170,1138,1032,
TANDO MUHAMMAD KHAN,30,8735,4493,4241,1,6834,3525,3308,1,1901,968,933,
TANDO MUHAMMAD KHAN,31,9093,4509,4584,,6912,3406,3506,,2181,1103,1078,
TANDO MUHAMMAD KHAN,32,9759,4772,4986,1,7355,3592,3763,,2404,1180,1223,1
TANDO MUHAMMAD KHAN,33,9742,4935,4807,,7389,3720,3669,,2353,1215,1138,
TANDO MUHAMMAD KHAN,34,9387,4606,4780,1,7030,3446,3584,,2357,1160,1196,1
TANDO MUHAMMAD KHAN,35,8056,4244,3811,1,6213,3286,2927,,1843,958,884,1
TANDO MUHAMMAD KHAN,36,7891,3978,3913,,5959,2996,2963,,1932,982,950,
TANDO MUHAMMAD KHAN,37,9289,4716,4573,,6995,3537,3458,,2294,1179,1115,
TANDO MUHAMMAD KHAN,38,8617,4412,4203,2,6534,3316,3218,,2083,1096,985,2
TANDO MUHAMMAD KHAN,39,8021,4131,3890,,5878,2963,2915,,2143,1168,975,
TANDO MUHAMMAD KHAN,40,7099,3664,3435,,5522,2838,2684,,1577,826,751,
TANDO MUHAMMAD KHAN,41,8329,4227,4102,,6379,3215,3164,,1950,1012,938,
TANDO MUHAMMAD KHAN,42,9441,4951,4489,1,7296,3868,3428,,2145,1083,1061,1
TANDO MUHAMMAD KHAN,43,8775,4621,4154,,6784,3637,3147,,1991,984,1007,
TANDO MUHAMMAD KHAN,44,7522,3990,3531,1,5761,3046,2715,,1761,944,816,1
TANDO MUHAMMAD KHAN,45,5706,3097,2609,,4409,2356,2053,,1297,741,556,
TANDO MUHAMMAD KHAN,46,5920,3199,2721,,4456,2388,2068,,1464,811,653,
TANDO MUHAMMAD KHAN,47,6255,3236,3019,,4709,2464,2245,,1546,772,774,
TANDO MUHAMMAD KHAN,48,6033,3023,3010,,4584,2302,2282,,1449,721,728,
TANDO MUHAMMAD KHAN,49,4693,2509,2184,,3484,1850,1634,,1209,659,550,
TANDO MUHAMMAD KHAN,50,4568,2562,2006,,3512,1982,1530,,1056,580,476,
TANDO MUHAMMAD KHAN,51,4896,2648,2248,,3679,1982,1697,,1217,666,551,
TANDO MUHAMMAD KHAN,52,5737,2944,2793,,4420,2261,2159,,1317,683,634,
TANDO MUHAMMAD KHAN,53,5366,2752,2613,1,4100,2104,1996,,1266,648,617,1
TANDO MUHAMMAD KHAN,54,4184,2168,2015,1,3102,1607,1495,,1082,561,520,1
TANDO MUHAMMAD KHAN,55,3902,2257,1644,1,2932,1696,1236,,970,561,408,1
TANDO MUHAMMAD KHAN,56,3572,1959,1612,1,2564,1427,1136,1,1008,532,476,
TANDO MUHAMMAD KHAN,57,3406,1848,1557,1,2509,1365,1143,1,897,483,414,
TANDO MUHAMMAD KHAN,58,3069,1607,1462,,2231,1155,1076,,838,452,386,
TANDO MUHAMMAD KHAN,59,2191,1354,837,,1546,956,590,,645,398,247,
TANDO MUHAMMAD KHAN,60,2903,1657,1246,,2274,1296,978,,629,361,268,
TANDO MUHAMMAD KHAN,61,2018,995,1023,,1424,661,763,,594,334,260,
TANDO MUHAMMAD KHAN,62,2563,1176,1387,,1864,864,1000,,699,312,387,
TANDO MUHAMMAD KHAN,63,2563,1047,1515,1,1965,778,1187,,598,269,328,1
TANDO MUHAMMAD KHAN,64,2215,1136,1079,,1663,838,825,,552,298,254,
TANDO MUHAMMAD KHAN,65,2539,1347,1192,,1983,1062,921,,556,285,271,
TANDO MUHAMMAD KHAN,66,1885,924,961,,1393,679,714,,492,245,247,
TANDO MUHAMMAD KHAN,67,1737,860,877,,1292,632,660,,445,228,217,
TANDO MUHAMMAD KHAN,68,1685,766,919,,1285,572,713,,400,194,206,
TANDO MUHAMMAD KHAN,69,1211,715,496,,901,542,359,,310,173,137,
TANDO MUHAMMAD KHAN,70,2485,1309,1176,,2023,1065,958,,462,244,218,
TANDO MUHAMMAD KHAN,71,1338,642,696,,1030,492,538,,308,150,158,
TANDO MUHAMMAD KHAN,72,1287,590,697,,974,456,518,,313,134,179,
TANDO MUHAMMAD KHAN,73,1115,516,599,,847,396,451,,268,120,148,
TANDO MUHAMMAD KHAN,74,915,518,397,,723,406,317,,192,112,80,
TANDO MUHAMMAD KHAN,75 & ABOVE,5661,2775,2886,,4445,2191,2254,,1216,584,632,
THARPARKAR,ALL AGES,1778123,928196,849894,33,1633954,852834,781090,30,144169,75362,68804,3
THARPARKAR,BELOW 1,62202,33008,29194,,58581,31093,27488,,3621,1915,1706,
THARPARKAR,01,70330,38347,31983,,65796,35948,29848,,4534,2399,2135,
THARPARKAR,02,85293,45851,39442,,80362,43231,37131,,4931,2620,2311,
THARPARKAR,03,77461,41133,36328,,72482,38506,33976,,4979,2627,2352,
THARPARKAR,04,86564,45742,40822,,81178,42890,38288,,5386,2852,2534,
THARPARKAR,05,62582,33486,29096,,57998,31110,26888,,4584,2376,2208,
THARPARKAR,06,71317,37826,33491,,67017,35587,31430,,4300,2239,2061,
THARPARKAR,07,55560,29300,26260,,51018,26956,24062,,4542,2344,2198,
THARPARKAR,08,66301,34530,31771,,62261,32451,29810,,4040,2079,1961,
THARPARKAR,09,51538,27081,24457,,47298,24881,22417,,4240,2200,2040,
THARPARKAR,10,57941,30069,27872,,54273,28168,26105,,3668,1901,1767,
THARPARKAR,11,46824,24596,22228,,42790,22407,20383,,4034,2189,1845,
THARPARKAR,12,50624,27724,22900,,47231,25832,21399,,3393,1892,1501,
THARPARKAR,13,37689,19201,18488,,34175,17358,16817,,3514,1843,1671,
THARPARKAR,14,40185,21340,18842,3,36952,19572,17377,3,3233,1768,1465,
THARPARKAR,15,35716,19207,16507,2,32602,17477,15123,2,3114,1730,1384,
THARPARKAR,16,35143,18539,16602,2,32207,16935,15270,2,2936,1604,1332,
THARPARKAR,17,29744,14985,14758,1,26868,13482,13385,1,2876,1503,1373,
THARPARKAR,18,30553,15117,15435,1,28215,13901,14313,1,2338,1216,1122,
THARPARKAR,19,28388,14416,13972,,25664,12995,12669,,2724,1421,1303,
THARPARKAR,20,29580,14852,14725,3,27201,13617,13581,3,2379,1235,1144,
THARPARKAR,21,24681,11696,12985,,22199,10476,11723,,2482,1220,1262,
THARPARKAR,22,24102,11781,12321,,21836,10661,11175,,2266,1120,1146,
THARPARKAR,23,23744,11782,11961,1,21557,10663,10893,1,2187,1119,1068,
THARPARKAR,24,23271,11340,11929,2,21051,10238,10811,2,2220,1102,1118,
THARPARKAR,25,22639,11884,10754,1,20802,10939,9862,1,1837,945,892,
THARPARKAR,26,23245,11924,11321,,20987,10766,10221,,2258,1158,1100,
THARPARKAR,27,23184,11927,11255,2,20856,10766,10088,2,2328,1161,1167,
THARPARKAR,28,20837,11069,9768,,18894,10027,8867,,1943,1042,901,
THARPARKAR,29,19634,10126,9507,1,17465,8986,8478,1,2169,1140,1029,
THARPARKAR,30,15803,8393,7409,1,14407,7658,6748,1,1396,735,661,
THARPARKAR,31,17141,8542,8598,1,15232,7569,7662,1,1909,973,936,
THARPARKAR,32,16333,8320,8013,,14634,7445,7189,,1699,875,824,
THARPARKAR,33,19609,9727,9881,1,17605,8728,8876,1,2004,999,1005,
THARPARKAR,34,16608,8026,8582,,14812,7125,7687,,1796,901,895,
THARPARKAR,35,14415,7383,7032,,13216,6779,6437,,1199,604,595,
THARPARKAR,36,15549,7944,7605,,13847,7055,6792,,1702,889,813,
THARPARKAR,37,17969,9161,8808,,16046,8183,7863,,1923,978,945,
THARPARKAR,38,17753,8696,9057,,15975,7799,8176,,1778,897,881,
THARPARKAR,39,14882,7635,7247,,13360,6827,6533,,1522,808,714,
THARPARKAR,40,12801,6721,6080,,11725,6149,5576,,1076,572,504,
THARPARKAR,41,16495,8303,8192,,14813,7490,7323,,1682,813,869,
THARPARKAR,42,14589,7771,6818,,13116,6984,6132,,1473,787,686,
THARPARKAR,43,19807,9572,10235,,17894,8681,9213,,1913,891,1022,
THARPARKAR,44,13122,6926,6196,,11698,6150,5548,,1424,776,648,
THARPARKAR,45,11129,5948,5180,1,10137,5420,4716,1,992,528,464,
THARPARKAR,46,11097,6175,4922,,9937,5515,4422,,1160,660,500,
THARPARKAR,47,10879,5472,5407,,9732,4889,4843,,1147,583,564,
THARPARKAR,48,12012,5443,6569,,10886,4918,5968,,1126,525,601,
THARPARKAR,49,8638,4710,3928,,7592,4135,3457,,1046,575,471,
THARPARKAR,50,8325,4738,3587,,7641,4331,3310,,684,407,277,
THARPARKAR,51,8895,4826,4069,,7894,4273,3621,,1001,553,448,
THARPARKAR,52,9133,4745,4386,2,8252,4300,3950,2,881,445,436,
THARPARKAR,53,11978,5634,6343,1,10847,5118,5729,,1131,516,614,1
THARPARKAR,54,7639,4079,3559,1,6770,3613,3157,,869,466,402,1
THARPARKAR,55,7821,4625,3196,,7085,4178,2907,,736,447,289,
THARPARKAR,56,6932,4042,2889,1,6180,3615,2564,1,752,427,325,
THARPARKAR,57,7416,4260,3156,,6626,3778,2848,,790,482,308,
THARPARKAR,58,7126,3634,3492,,6410,3234,3176,,716,400,316,
THARPARKAR,59,4700,2978,1722,,4113,2601,1512,,587,377,210,
THARPARKAR,60,5891,3537,2353,1,5434,3264,2169,1,457,273,184,
THARPARKAR,61,4100,2130,1970,,3682,1904,1778,,418,226,192,
THARPARKAR,62,4138,2062,2075,1,3743,1861,1881,1,395,201,194,
THARPARKAR,63,5907,2499,3408,,5399,2287,3112,,508,212,296,
THARPARKAR,64,4776,2641,2135,,4349,2383,1966,,427,258,169,
THARPARKAR,65,5809,3145,2664,,5325,2894,2431,,484,251,233,
THARPARKAR,66,4189,2310,1879,,3758,2080,1678,,431,230,201,
THARPARKAR,67,3918,2110,1808,,3557,1915,1642,,361,195,166,
THARPARKAR,68,3784,1772,2012,,3466,1621,1845,,318,151,167,
THARPARKAR,69,3140,1808,1332,,2856,1665,1191,,284,143,141,
THARPARKAR,70,6067,3276,2790,1,5657,3075,2582,,410,201,208,1
THARPARKAR,71,3374,1617,1757,,3053,1482,1571,,321,135,186,
THARPARKAR,72,2644,1339,1305,,2406,1215,1191,,238,124,114,
THARPARKAR,73,2996,1444,1552,,2744,1319,1425,,252,125,127,
THARPARKAR,74,2697,1560,1137,,2509,1457,1052,,188,103,85,
THARPARKAR,75 & ABOVE,21225,10638,10585,2,19718,9953,9763,2,1507,685,822,
THATTA,ALL AGES,1083191,555252,527895,44,889512,457107,432373,32,193679,98145,95522,12
THATTA,BELOW 1,18472,9407,9065,,14999,7677,7322,,3473,1730,1743,
THATTA,01,30853,15755,15098,,25454,12987,12467,,5399,2768,2631,
THATTA,02,37162,18758,18404,,30905,15612,15293,,6257,3146,3111,
THATTA,03,40304,20302,20002,,33376,16736,16640,,6928,3566,3362,
THATTA,04,44855,22636,22219,,37630,19012,18618,,7225,3624,3601,
THATTA,05,36589,18293,18296,,30302,15198,15104,,6287,3095,3192,
THATTA,06,38353,19404,18949,,32204,16335,15869,,6149,3069,3080,
THATTA,07,34850,17626,17224,,28839,14635,14204,,6011,2991,3020,
THATTA,08,36676,18608,18068,,30885,15699,15186,,5791,2909,2882,
THATTA,09,28607,14801,13806,,23475,12239,11236,,5132,2562,2570,
THATTA,10,32520,16252,16268,,27381,13762,13619,,5139,2490,2649,
THATTA,11,24908,12877,12031,,20319,10565,9754,,4589,2312,2277,
THATTA,12,29146,15363,13783,,24270,12804,11466,,4876,2559,2317,
THATTA,13,21329,10373,10956,,17303,8432,8871,,4026,1941,2085,
THATTA,14,24441,12435,12000,6,20133,10277,9851,5,4308,2158,2149,1
THATTA,15,22893,11943,10946,4,18792,9862,8926,4,4101,2081,2020,
THATTA,16,23936,12327,11605,4,19713,10216,9493,4,4223,2111,2112,
THATTA,17,20703,10644,10058,1,16676,8593,8082,1,4027,2051,1976,
THATTA,18,21440,10932,10506,2,17760,9147,8611,2,3680,1785,1895,
THATTA,19,17146,8741,8405,,13763,7029,6734,,3383,1712,1671,
THATTA,20,19764,9927,9836,1,16395,8224,8170,1,3369,1703,1666,
THATTA,21,14702,7196,7506,,11761,5753,6008,,2941,1443,1498,
THATTA,22,17114,8331,8783,,13776,6760,7016,,3338,1571,1767,
THATTA,23,13779,7030,6749,,10994,5618,5376,,2785,1412,1373,
THATTA,24,15193,7723,7469,1,12133,6216,5917,,3060,1507,1552,1
THATTA,25,17330,8730,8597,3,14242,7226,7014,2,3088,1504,1583,1
THATTA,26,15876,8214,7662,,12649,6633,6016,,3227,1581,1646,
THATTA,27,14562,7395,7167,,11637,5968,5669,,2925,1427,1498,
THATTA,28,16091,8045,8046,,13046,6538,6508,,3045,1507,1538,
THATTA,29,13470,6767,6702,1,10768,5433,5335,,2702,1334,1367,1
THATTA,30,15211,7699,7512,,12612,6409,6203,,2599,1290,1309,
THATTA,31,13856,6784,7072,,11305,5527,5778,,2551,1257,1294,
THATTA,32,14323,7003,7319,1,11717,5747,5969,1,2606,1256,1350,
THATTA,33,13041,6427,6613,1,10467,5144,5322,1,2574,1283,1291,
THATTA,34,12715,6040,6674,1,10328,4888,5440,,2387,1152,1234,1
THATTA,35,12860,6765,6095,,10634,5595,5039,,2226,1170,1056,
THATTA,36,12075,6155,5920,,9699,4964,4735,,2376,1191,1185,
THATTA,37,11988,6383,5605,,9732,5166,4566,,2256,1217,1039,
THATTA,38,12947,6615,6332,,10502,5316,5186,,2445,1299,1146,
THATTA,39,11541,5832,5709,,9315,4699,4616,,2226,1133,1093,
THATTA,40,12001,6237,5764,,9952,5144,4808,,2049,1093,956,
THATTA,41,10918,5818,5099,1,9018,4805,4212,1,1900,1013,887,
THATTA,42,11396,6317,5078,1,9298,5205,4093,,2098,1112,985,1
THATTA,43,9637,5436,4200,1,7829,4426,3402,1,1808,1010,798,
THATTA,44,11040,5834,5206,,9097,4808,4289,,1943,1026,917,
THATTA,45,9810,5317,4492,1,8089,4431,3657,1,1721,886,835,
THATTA,46,9612,5071,4541,,7868,4126,3742,,1744,945,799,
THATTA,47,8193,4326,3866,1,6703,3554,3148,1,1490,772,718,
THATTA,48,8411,4388,4021,2,6811,3551,3260,,1600,837,761,2
THATTA,49,7244,3741,3503,,5918,3072,2846,,1326,669,657,
THATTA,50,7951,4374,3573,4,6624,3673,2949,2,1327,701,624,2
THATTA,51,6859,3763,3096,,5589,3074,2515,,1270,689,581,
THATTA,52,7109,3940,3169,,5820,3198,2622,,1289,742,547,
THATTA,53,6134,3396,2738,,4932,2735,2197,,1202,661,541,
THATTA,54,5981,3022,2959,,4886,2456,2430,,1095,566,529,
THATTA,55,6424,3641,2781,2,5269,3004,2263,2,1155,637,518,
THATTA,56,5530,2979,2551,,4470,2424,2046,,1060,555,505,
THATTA,57,5114,2888,2226,,4157,2359,1798,,957,529,428,
THATTA,58,4585,2460,2125,,3718,1992,1726,,867,468,399,
THATTA,59,4028,2409,1619,,3186,1915,1271,,842,494,348,
THATTA,60,5155,2892,2260,3,4247,2399,1846,2,908,493,414,1
THATTA,61,3322,1652,1670,,2658,1301,1357,,664,351,313,
THATTA,62,3390,1818,1572,,2773,1475,1298,,617,343,274,
THATTA,63,3264,1675,1589,,2687,1376,1311,,577,299,278,
THATTA,64,3340,1758,1582,,2725,1433,1292,,615,325,290,
THATTA,65,3953,2172,1780,1,3236,1797,1439,,717,375,341,1
THATTA,66,2805,1485,1320,,2288,1208,1080,,517,277,240,
THATTA,67,2511,1300,1211,,2047,1053,994,,464,247,217,
THATTA,68,2278,1157,1121,,1827,914,913,,451,243,208,
THATTA,69,2044,1153,891,,1661,944,717,,383,209,174,
THATTA,70,3507,1889,1618,,2934,1577,1357,,573,312,261,
THATTA,71,1992,961,1031,,1625,790,835,,367,171,196,
THATTA,72,1828,986,842,,1477,807,670,,351,179,172,
THATTA,73,1460,791,669,,1201,657,544,,259,134,125,
THATTA,74,1407,833,574,,1163,682,481,,244,151,93,
THATTA,75 & ABOVE,9337,4835,4501,1,7838,4101,3736,1,1499,734,765,
UMER KOT,ALL AGES,1158284,606071,552188,25,900329,471372,428942,15,257955,134699,123246,10
UMER KOT,BELOW 1,30649,16210,14439,,25700,13616,12084,,4949,2594,2355,
UMER KOT,01,38799,20601,18198,,32091,17017,15074,,6708,3584,3124,
UMER KOT,02,44179,23402,20777,,36701,19510,17191,,7478,3892,3586,
UMER KOT,03,46531,24510,22021,,38186,20148,18038,,8345,4362,3983,
UMER KOT,04,52179,27395,24784,,43064,22598,20466,,9115,4797,4318,
UMER KOT,05,39174,20644,18530,,31865,16852,15013,,7309,3792,3517,
UMER KOT,06,43451,22916,20535,,35549,18758,16791,,7902,4158,3744,
UMER KOT,07,36995,19399,17596,,29212,15300,13912,,7783,4099,3684,
UMER KOT,08,42205,22297,19908,,34550,18293,16257,,7655,4004,3651,
UMER KOT,09,32423,17072,15351,,25187,13279,11908,,7236,3793,3443,
UMER KOT,10,36274,19169,17105,,29348,15521,13827,,6926,3648,3278,
UMER KOT,11,28891,15460,13431,,22046,11807,10239,,6845,3653,3192,
UMER KOT,12,32875,18460,14415,,26208,14712,11496,,6667,3748,2919,
UMER KOT,13,24236,12671,11565,,18346,9646,8700,,5890,3025,2865,
UMER KOT,14,24883,13865,11013,5,19258,10753,8501,4,5625,3112,2512,1
UMER KOT,15,23455,13349,10104,2,18088,10375,7711,2,5367,2974,2393,
UMER KOT,16,22872,12953,9918,1,17420,9972,7448,,5452,2981,2470,1
UMER KOT,17,19139,10735,8404,,14090,7965,6125,,5049,2770,2279,
UMER KOT,18,18879,10277,8602,,14528,7897,6631,,4351,2380,1971,
UMER KOT,19,17210,9332,7878,,12431,6746,5685,,4779,2586,2193,
UMER KOT,20,18566,9470,9095,1,14311,7271,7039,1,4255,2199,2056,
UMER KOT,21,17705,8931,8773,1,13131,6615,6515,1,4574,2316,2258,
UMER KOT,22,17922,8907,9015,,13702,6772,6930,,4220,2135,2085,
UMER KOT,23,18865,9646,9219,,14380,7315,7065,,4485,2331,2154,
UMER KOT,24,18726,9408,9317,1,14268,7193,7074,1,4458,2215,2243,
UMER KOT,25,15602,8398,7203,1,11881,6418,5462,1,3721,1980,1741,
UMER KOT,26,16815,8821,7994,,12465,6564,5901,,4350,2257,2093,
UMER KOT,27,15565,8163,7402,,11601,6131,5470,,3964,2032,1932,
UMER KOT,28,13835,7179,6656,,10318,5365,4953,,3517,1814,1703,
UMER KOT,29,14311,7277,7034,,10483,5326,5157,,3828,1951,1877,
UMER KOT,30,10967,5776,5191,,8148,4264,3884,,2819,1512,1307,
UMER KOT,31,14204,7214,6990,,10443,5275,5168,,3761,1939,1822,
UMER KOT,32,12836,6375,6459,2,9542,4722,4818,2,3294,1653,1641,
