name_admin_unit,admin_unit,part_of_district,region,rural_localities_by_pop_size,number_of_rural_localities,all_sexes,male,female,tgend,note
SEHWAN,TALUKA,JAMSHORO,RURAL,500 -- 999,7,5605,2906,2699,,Rural Localities
SEHWAN,TALUKA,JAMSHORO,RURAL,200 -- 499,5,1924,1000,924,,Rural Localities
SEHWAN,TALUKA,JAMSHORO,RURAL,LESS THAN 200,4,482,264,218,,Rural Localities
SEHWAN,TALUKA,JAMSHORO,RURAL,UN-INHABITED,,,,,,Rural Localities
THANO BULA KHAN,TALUKA,JAMSHORO,RURAL,OVERALL,28,144038,74529,69506,3,Rural Localities
THANO BULA KHAN,TALUKA,JAMSHORO,RURAL,"5,000 AND ABOVE",13,111676,57358,54315,3,Rural Localities
THANO BULA KHAN,TALUKA,JAMSHORO,RURAL,"2,000 -- 4,999",6,18182,9574,8608,,Rural Localities
THANO BULA KHAN,TALUKA,JAMSHORO,RURAL,"1,000 -- 1,999",8,13209,7078,6131,,Rural Localities
THANO BULA KHAN,TALUKA,JAMSHORO,RURAL,500 -- 999,1,971,519,452,,Rural Localities
THANO BULA KHAN,TALUKA,JAMSHORO,RURAL,200 -- 499,,,,,,Rural Localities
THANO BULA KHAN,TALUKA,JAMSHORO,RURAL,LESS THAN 200,,,,,,Rural Localities
THANO BULA KHAN,TALUKA,JAMSHORO,RURAL,UN-INHABITED,,,,,,Rural Localities
KAMBAR SHAHDAD KOT,DISTRICT,KAMBAR SHAHDAD KOT,RURAL,OVERALL,267,1093004,571677,521312,15,Rural Localities
KAMBAR SHAHDAD KOT,DISTRICT,KAMBAR SHAHDAD KOT,RURAL,"5,000 AND ABOVE",87,647162,338659,308495,8,Rural Localities
KAMBAR SHAHDAD KOT,DISTRICT,KAMBAR SHAHDAD KOT,RURAL,"2,000 -- 4,999",103,353822,184703,169114,5,Rural Localities
KAMBAR SHAHDAD KOT,DISTRICT,KAMBAR SHAHDAD KOT,RURAL,"1,000 -- 1,999",48,74058,38841,35216,1,Rural Localities
KAMBAR SHAHDAD KOT,DISTRICT,KAMBAR SHAHDAD KOT,RURAL,500 -- 999,19,15666,8259,7406,1,Rural Localities
KAMBAR SHAHDAD KOT,DISTRICT,KAMBAR SHAHDAD KOT,RURAL,200 -- 499,3,1467,774,693,,Rural Localities
KAMBAR SHAHDAD KOT,DISTRICT,KAMBAR SHAHDAD KOT,RURAL,LESS THAN 200,7,829,441,388,,Rural Localities
KAMBAR SHAHDAD KOT,DISTRICT,KAMBAR SHAHDAD KOT,RURAL,UN-INHABITED,,,,,,Rural Localities
KAMBAR ALI KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,OVERALL,69,336677,176244,160427,6,Rural Localities
KAMBAR ALI KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"5,000 AND ABOVE",31,225483,117862,107618,3,Rural Localities
KAMBAR ALI KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"2,000 -- 4,999",28,100078,52410,47666,2,Rural Localities
KAMBAR ALI KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"1,000 -- 1,999",6,8968,4847,4121,,Rural Localities
KAMBAR ALI KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,500 -- 999,3,2008,1052,955,1,Rural Localities
KAMBAR ALI KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,200 -- 499,,,,,,Rural Localities
KAMBAR ALI KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,LESS THAN 200,1,140,73,67,,Rural Localities
KAMBAR ALI KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,UN-INHABITED,,,,,,Rural Localities
MIRO KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,OVERALL,33,135354,71361,63993,,Rural Localities
MIRO KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"5,000 AND ABOVE",10,68291,35922,32369,,Rural Localities
MIRO KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"2,000 -- 4,999",17,59683,31520,28163,,Rural Localities
MIRO KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"1,000 -- 1,999",3,4687,2513,2174,,Rural Localities
MIRO KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,500 -- 999,3,2693,1406,1287,,Rural Localities
MIRO KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,200 -- 499,,,,,,Rural Localities
MIRO KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,LESS THAN 200,,,,,,Rural Localities
MIRO KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,UN-INHABITED,,,,,,Rural Localities
NASIRABAD,TALUKA,KAMBAR SHAHDAD KOT,RURAL,OVERALL,23,136603,71440,65160,3,Rural Localities
NASIRABAD,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"5,000 AND ABOVE",15,108733,56851,51880,2,Rural Localities
NASIRABAD,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"2,000 -- 4,999",8,27870,14589,13280,1,Rural Localities
NASIRABAD,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"1,000 -- 1,999",,,,,,Rural Localities
NASIRABAD,TALUKA,KAMBAR SHAHDAD KOT,RURAL,500 -- 999,,,,,,Rural Localities
NASIRABAD,TALUKA,KAMBAR SHAHDAD KOT,RURAL,200 -- 499,,,,,,Rural Localities
NASIRABAD,TALUKA,KAMBAR SHAHDAD KOT,RURAL,LESS THAN 200,,,,,,Rural Localities
NASIRABAD,TALUKA,KAMBAR SHAHDAD KOT,RURAL,UN-INHABITED,,,,,,Rural Localities
QUBO SAEED KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,OVERALL,34,68662,35528,33134,,Rural Localities
QUBO SAEED KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"5,000 AND ABOVE",2,14587,7595,6992,,Rural Localities
QUBO SAEED KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"2,000 -- 4,999",9,27898,14360,13538,,Rural Localities
QUBO SAEED KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"1,000 -- 1,999",14,21787,11228,10559,,Rural Localities
QUBO SAEED KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,500 -- 999,4,3484,1872,1612,,Rural Localities
QUBO SAEED KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,200 -- 499,1,488,252,236,,Rural Localities
QUBO SAEED KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,LESS THAN 200,4,418,221,197,,Rural Localities
QUBO SAEED KHAN,TALUKA,KAMBAR SHAHDAD KOT,RURAL,UN-INHABITED,,,,,,Rural Localities
SHAHDAD KOT,TALUKA,KAMBAR SHAHDAD KOT,RURAL,OVERALL,38,104399,54824,49572,3,Rural Localities
SHAHDAD KOT,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"5,000 AND ABOVE",5,43801,23100,20699,2,Rural Localities
SHAHDAD KOT,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"2,000 -- 4,999",10,30994,16218,14776,,Rural Localities
SHAHDAD KOT,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"1,000 -- 1,999",17,24965,13093,11871,1,Rural Localities
SHAHDAD KOT,TALUKA,KAMBAR SHAHDAD KOT,RURAL,500 -- 999,4,3660,1891,1769,,Rural Localities
SHAHDAD KOT,TALUKA,KAMBAR SHAHDAD KOT,RURAL,200 -- 499,2,979,522,457,,Rural Localities
SHAHDAD KOT,TALUKA,KAMBAR SHAHDAD KOT,RURAL,LESS THAN 200,,,,,,Rural Localities
SHAHDAD KOT,TALUKA,KAMBAR SHAHDAD KOT,RURAL,UN-INHABITED,,,,,,Rural Localities
SUJAWAL JUNEJO,TALUKA,KAMBAR SHAHDAD KOT,RURAL,OVERALL,32,130635,67877,62756,2,Rural Localities
SUJAWAL JUNEJO,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"5,000 AND ABOVE",8,56373,29510,26863,,Rural Localities
SUJAWAL JUNEJO,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"2,000 -- 4,999",18,64441,33225,31214,2,Rural Localities
SUJAWAL JUNEJO,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"1,000 -- 1,999",6,9821,5142,4679,,Rural Localities
SUJAWAL JUNEJO,TALUKA,KAMBAR SHAHDAD KOT,RURAL,500 -- 999,,,,,,Rural Localities
SUJAWAL JUNEJO,TALUKA,KAMBAR SHAHDAD KOT,RURAL,200 -- 499,,,,,,Rural Localities
SUJAWAL JUNEJO,TALUKA,KAMBAR SHAHDAD KOT,RURAL,LESS THAN 200,,,,,,Rural Localities
SUJAWAL JUNEJO,TALUKA,KAMBAR SHAHDAD KOT,RURAL,UN-INHABITED,,,,,,Rural Localities
WARAH,TALUKA,KAMBAR SHAHDAD KOT,RURAL,OVERALL,38,180674,94403,86270,1,Rural Localities
WARAH,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"5,000 AND ABOVE",16,129894,67819,62074,1,Rural Localities
WARAH,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"2,000 -- 4,999",13,42858,22381,20477,,Rural Localities
WARAH,TALUKA,KAMBAR SHAHDAD KOT,RURAL,"1,000 -- 1,999",2,3830,2018,1812,,Rural Localities
WARAH,TALUKA,KAMBAR SHAHDAD KOT,RURAL,500 -- 999,5,3821,2038,1783,,Rural Localities
WARAH,TALUKA,KAMBAR SHAHDAD KOT,RURAL,200 -- 499,,,,,,Rural Localities
WARAH,TALUKA,KAMBAR SHAHDAD KOT,RURAL,LESS THAN 200,2,271,147,124,,Rural Localities
WARAH,TALUKA,KAMBAR SHAHDAD KOT,RURAL,UN-INHABITED,,,,,,Rural Localities
KARACHI WEST,DISTRICT,KARACHI WEST,RURAL,OVERALL,6,248952,132585,116360,7,Rural Localities
KARACHI WEST,DISTRICT,KARACHI WEST,RURAL,"5,000 AND ABOVE",4,244394,129990,114397,7,Rural Localities
KARACHI WEST,DISTRICT,KARACHI WEST,RURAL,"2,000 -- 4,999",1,4184,2381,1803,,Rural Localities
KARACHI WEST,DISTRICT,KARACHI WEST,RURAL,"1,000 -- 1,999",,,,,,Rural Localities
KARACHI WEST,DISTRICT,KARACHI WEST,RURAL,500 -- 999,,,,,,Rural Localities
KARACHI WEST,DISTRICT,KARACHI WEST,RURAL,200 -- 499,1,374,214,160,,Rural Localities
KARACHI WEST,DISTRICT,KARACHI WEST,RURAL,LESS THAN 200,,,,,,Rural Localities
KARACHI WEST,DISTRICT,KARACHI WEST,RURAL,UN-INHABITED,,,,,,Rural Localities
MANGHOPIR,SUB-DIVISION,KARACHI WEST,RURAL,OVERALL,6,248952,132585,116360,7,Rural Localities
MANGHOPIR,SUB-DIVISION,KARACHI WEST,RURAL,"5,000 AND ABOVE",4,244394,129990,114397,7,Rural Localities
MANGHOPIR,SUB-DIVISION,KARACHI WEST,RURAL,"2,000 -- 4,999",1,4184,2381,1803,,Rural Localities
MANGHOPIR,SUB-DIVISION,KARACHI WEST,RURAL,"1,000 -- 1,999",,,,,,Rural Localities
MANGHOPIR,SUB-DIVISION,KARACHI WEST,RURAL,500 -- 999,,,,,,Rural Localities
MANGHOPIR,SUB-DIVISION,KARACHI WEST,RURAL,200 -- 499,1,374,214,160,,Rural Localities
MANGHOPIR,SUB-DIVISION,KARACHI WEST,RURAL,LESS THAN 200,,,,,,Rural Localities
MANGHOPIR,SUB-DIVISION,KARACHI WEST,RURAL,UN-INHABITED,,,,,,Rural Localities
KASHMORE,DISTRICT,KASHMORE,RURAL,OVERALL,147,962175,492641,469512,22,Rural Localities
KASHMORE,DISTRICT,KASHMORE,RURAL,"5,000 AND ABOVE",95,804630,413807,390807,16,Rural Localities
KASHMORE,DISTRICT,KASHMORE,RURAL,"2,000 -- 4,999",42,147410,73778,73626,6,Rural Localities
KASHMORE,DISTRICT,KASHMORE,RURAL,"1,000 -- 1,999",5,7214,3591,3623,,Rural Localities
KASHMORE,DISTRICT,KASHMORE,RURAL,500 -- 999,3,2778,1390,1388,,Rural Localities
KASHMORE,DISTRICT,KASHMORE,RURAL,200 -- 499,,,,,,Rural Localities
KASHMORE,DISTRICT,KASHMORE,RURAL,LESS THAN 200,2,143,75,68,,Rural Localities
KASHMORE,DISTRICT,KASHMORE,RURAL,UN-INHABITED,,,,,,Rural Localities
KANDHKOT,TALUKA,KASHMORE,RURAL,OVERALL,49,264961,139002,125949,10,Rural Localities
KANDHKOT,TALUKA,KASHMORE,RURAL,"5,000 AND ABOVE",23,195458,104360,91091,7,Rural Localities
KANDHKOT,TALUKA,KASHMORE,RURAL,"2,000 -- 4,999",19,63779,31801,31975,3,Rural Localities
KANDHKOT,TALUKA,KASHMORE,RURAL,"1,000 -- 1,999",2,2803,1376,1427,,Rural Localities
KANDHKOT,TALUKA,KASHMORE,RURAL,500 -- 999,3,2778,1390,1388,,Rural Localities
KANDHKOT,TALUKA,KASHMORE,RURAL,200 -- 499,,,,,,Rural Localities
KANDHKOT,TALUKA,KASHMORE,RURAL,LESS THAN 200,2,143,75,68,,Rural Localities
KANDHKOT,TALUKA,KASHMORE,RURAL,UN-INHABITED,,,,,,Rural Localities
KASHMORE,TALUKA,KASHMORE,RURAL,OVERALL,57,390515,196434,194072,9,Rural Localities
KASHMORE,TALUKA,KASHMORE,RURAL,"5,000 AND ABOVE",40,336951,169561,167384,6,Rural Localities
KASHMORE,TALUKA,KASHMORE,RURAL,"2,000 -- 4,999",14,49153,24658,24492,3,Rural Localities
KASHMORE,TALUKA,KASHMORE,RURAL,"1,000 -- 1,999",3,4411,2215,2196,,Rural Localities
KASHMORE,TALUKA,KASHMORE,RURAL,500 -- 999,,,,,,Rural Localities
KASHMORE,TALUKA,KASHMORE,RURAL,200 -- 499,,,,,,Rural Localities
KASHMORE,TALUKA,KASHMORE,RURAL,LESS THAN 200,,,,,,Rural Localities
KASHMORE,TALUKA,KASHMORE,RURAL,UN-INHABITED,,,,,,Rural Localities
TANGWANI,TALUKA,KASHMORE,RURAL,OVERALL,41,306699,157205,149491,3,Rural Localities
TANGWANI,TALUKA,KASHMORE,RURAL,"5,000 AND ABOVE",32,272221,139886,132332,3,Rural Localities
TANGWANI,TALUKA,KASHMORE,RURAL,"2,000 -- 4,999",9,34478,17319,17159,,Rural Localities
TANGWANI,TALUKA,KASHMORE,RURAL,"1,000 -- 1,999",,,,,,Rural Localities
TANGWANI,TALUKA,KASHMORE,RURAL,500 -- 999,,,,,,Rural Localities
TANGWANI,TALUKA,KASHMORE,RURAL,200 -- 499,,,,,,Rural Localities
TANGWANI,TALUKA,KASHMORE,RURAL,LESS THAN 200,,,,,,Rural Localities
TANGWANI,TALUKA,KASHMORE,RURAL,UN-INHABITED,,,,,,Rural Localities
KEAMARI,DISTRICT----,KEAMARI ----,RURAL,OVERALL,,,,,,Rural Localities
KEAMARI,DISTRICT----,KEAMARI ----,RURAL,"5,000 AND ABOVE",,,,,,Rural Localities
KEAMARI,DISTRICT----,KEAMARI ----,RURAL,"2,000 -- 4,999",,,,,,Rural Localities
KEAMARI,DISTRICT----,KEAMARI ----,RURAL,"1,000 -- 1,999",,,,,,Rural Localities
KEAMARI,DISTRICT----,KEAMARI ----,RURAL,500 -- 999,,,,,,Rural Localities
KEAMARI,DISTRICT----,KEAMARI ----,RURAL,200 -- 499,,,,,,Rural Localities
KEAMARI,DISTRICT----,KEAMARI ----,RURAL,LESS THAN 200,,,,,,Rural Localities
KEAMARI,DISTRICT----,KEAMARI ----,RURAL,UN-INHABITED,,,,,,Rural Localities
MAURIPUR,SUB-DIVISION----,KEAMARI ----,RURAL,OVERALL,,,,,,Rural Localities
MAURIPUR,SUB-DIVISION----,KEAMARI ----,RURAL,"5,000 AND ABOVE",,,,,,Rural Localities
MAURIPUR,SUB-DIVISION----,KEAMARI ----,RURAL,"2,000 -- 4,999",,,,,,Rural Localities
MAURIPUR,SUB-DIVISION----,KEAMARI ----,RURAL,"1,000 -- 1,999",,,,,,Rural Localities
MAURIPUR,SUB-DIVISION----,KEAMARI ----,RURAL,500 -- 999,,,,,,Rural Localities
MAURIPUR,SUB-DIVISION----,KEAMARI ----,RURAL,200 -- 499,,,,,,Rural Localities
MAURIPUR,SUB-DIVISION----,KEAMARI ----,RURAL,LESS THAN 200,,,,,,Rural Localities
MAURIPUR,SUB-DIVISION----,KEAMARI ----,RURAL,UN-INHABITED,,,,,,Rural Localities
KHAIRPUR,DISTRICT,KHAIRPUR,RURAL,OVERALL,355,1753272,889075,864154,43,Rural Localities
KHAIRPUR,DISTRICT,KHAIRPUR,RURAL,"5,000 AND ABOVE",155,1266959,641297,625627,35,Rural Localities
KHAIRPUR,DISTRICT,KHAIRPUR,RURAL,"2,000 -- 4,999",115,407302,206734,200560,8,Rural Localities
KHAIRPUR,DISTRICT,KHAIRPUR,RURAL,"1,000 -- 1,999",35,52013,26694,25319,,Rural Localities
KHAIRPUR,DISTRICT,KHAIRPUR,RURAL,500 -- 999,27,18874,9973,8901,,Rural Localities
KHAIRPUR,DISTRICT,KHAIRPUR,RURAL,200 -- 499,18,7584,4088,3496,,Rural Localities
KHAIRPUR,DISTRICT,KHAIRPUR,RURAL,LESS THAN 200,4,540,289,251,,Rural Localities
KHAIRPUR,DISTRICT,KHAIRPUR,RURAL,UN-INHABITED,1,,,,,Rural Localities
FAIZ GANJ,TALUKA,KHAIRPUR,RURAL,OVERALL,53,194539,97913,96621,5,Rural Localities
FAIZ GANJ,TALUKA,KHAIRPUR,RURAL,"5,000 AND ABOVE",13,102805,51782,51018,5,Rural Localities
FAIZ GANJ,TALUKA,KHAIRPUR,RURAL,"2,000 -- 4,999",22,73895,37147,36748,,Rural Localities
FAIZ GANJ,TALUKA,KHAIRPUR,RURAL,"1,000 -- 1,999",7,11819,5965,5854,,Rural Localities
FAIZ GANJ,TALUKA,KHAIRPUR,RURAL,500 -- 999,7,4756,2344,2412,,Rural Localities
FAIZ GANJ,TALUKA,KHAIRPUR,RURAL,200 -- 499,2,946,497,449,,Rural Localities
FAIZ GANJ,TALUKA,KHAIRPUR,RURAL,LESS THAN 200,2,318,178,140,,Rural Localities
FAIZ GANJ,TALUKA,KHAIRPUR,RURAL,UN-INHABITED,,,,,,Rural Localities
GAMBAT,TALUKA,KHAIRPUR,RURAL,OVERALL,44,181776,92186,89587,3,Rural Localities
GAMBAT,TALUKA,KHAIRPUR,RURAL,"5,000 AND ABOVE",16,107753,54520,53231,2,Rural Localities
GAMBAT,TALUKA,KHAIRPUR,RURAL,"2,000 -- 4,999",18,64402,32397,32004,1,Rural Localities
GAMBAT,TALUKA,KHAIRPUR,RURAL,"1,000 -- 1,999",5,6440,3511,2929,,Rural Localities
GAMBAT,TALUKA,KHAIRPUR,RURAL,500 -- 999,3,2614,1472,1142,,Rural Localities
GAMBAT,TALUKA,KHAIRPUR,RURAL,200 -- 499,2,567,286,281,,Rural Localities
GAMBAT,TALUKA,KHAIRPUR,RURAL,LESS THAN 200,,,,,,Rural Localities
GAMBAT,TALUKA,KHAIRPUR,RURAL,UN-INHABITED,,,,,,Rural Localities
KHAIRPUR,TALUKA,KHAIRPUR,RURAL,OVERALL,35,217992,109233,108754,5,Rural Localities
KHAIRPUR,TALUKA,KHAIRPUR,RURAL,"5,000 AND ABOVE",18,170000,85119,84878,3,Rural Localities
KHAIRPUR,TALUKA,KHAIRPUR,RURAL,"2,000 -- 4,999",12,44648,22418,22228,2,Rural Localities
KHAIRPUR,TALUKA,KHAIRPUR,RURAL,"1,000 -- 1,999",1,1376,683,693,,Rural Localities
KHAIRPUR,TALUKA,KHAIRPUR,RURAL,500 -- 999,3,1742,905,837,,Rural Localities
KHAIRPUR,TALUKA,KHAIRPUR,RURAL,200 -- 499,1,226,108,118,,Rural Localities
KHAIRPUR,TALUKA,KHAIRPUR,RURAL,LESS THAN 200,,,,,,Rural Localities
KHAIRPUR,TALUKA,KHAIRPUR,RURAL,UN-INHABITED,,,,,,Rural Localities
KINGRI,TALUKA,KHAIRPUR,RURAL,OVERALL,46,263932,133460,130458,14,Rural Localities
KINGRI,TALUKA,KHAIRPUR,RURAL,"5,000 AND ABOVE",23,206086,104352,101723,11,Rural Localities
KINGRI,TALUKA,KHAIRPUR,RURAL,"2,000 -- 4,999",13,48650,24421,24226,3,Rural Localities
KINGRI,TALUKA,KHAIRPUR,RURAL,"1,000 -- 1,999",4,5626,2832,2794,,Rural Localities
KINGRI,TALUKA,KHAIRPUR,RURAL,500 -- 999,4,3049,1612,1437,,Rural Localities
KINGRI,TALUKA,KHAIRPUR,RURAL,200 -- 499,1,435,202,233,,Rural Localities
KINGRI,TALUKA,KHAIRPUR,RURAL,LESS THAN 200,1,86,41,45,,Rural Localities
KINGRI,TALUKA,KHAIRPUR,RURAL,UN-INHABITED,,,,,,Rural Localities
KOT DIJI,TALUKA,KHAIRPUR,RURAL,OVERALL,42,291472,150059,141411,2,Rural Localities
KOT DIJI,TALUKA,KHAIRPUR,RURAL,"5,000 AND ABOVE",35,266680,136394,130284,2,Rural Localities
KOT DIJI,TALUKA,KHAIRPUR,RURAL,"2,000 -- 4,999",6,24792,13665,11127,,Rural Localities
KOT DIJI,TALUKA,KHAIRPUR,RURAL,"1,000 -- 1,999",,,,,,Rural Localities
KOT DIJI,TALUKA,KHAIRPUR,RURAL,500 -- 999,,,,,,Rural Localities
KOT DIJI,TALUKA,KHAIRPUR,RURAL,200 -- 499,,,,,,Rural Localities
KOT DIJI,TALUKA,KHAIRPUR,RURAL,LESS THAN 200,,,,,,Rural Localities
KOT DIJI,TALUKA,KHAIRPUR,RURAL,UN-INHABITED,1,,,,,Rural Localities
MIRWAH,TALUKA,KHAIRPUR,RURAL,OVERALL,43,278046,140773,137260,13,Rural Localities
MIRWAH,TALUKA,KHAIRPUR,RURAL,"5,000 AND ABOVE",26,222809,112863,109935,11,Rural Localities
MIRWAH,TALUKA,KHAIRPUR,RURAL,"2,000 -- 4,999",15,53344,26959,26383,2,Rural Localities
MIRWAH,TALUKA,KHAIRPUR,RURAL,"1,000 -- 1,999",1,1757,881,876,,Rural Localities
MIRWAH,TALUKA,KHAIRPUR,RURAL,500 -- 999,,,,,,Rural Localities
MIRWAH,TALUKA,KHAIRPUR,RURAL,200 -- 499,,,,,,Rural Localities
MIRWAH,TALUKA,KHAIRPUR,RURAL,LESS THAN 200,1,136,70,66,,Rural Localities
MIRWAH,TALUKA,KHAIRPUR,RURAL,UN-INHABITED,,,,,,Rural Localities
NARA,TALUKA,KHAIRPUR,RURAL,OVERALL,54,133663,68903,64760,,Rural Localities
NARA,TALUKA,KHAIRPUR,RURAL,"5,000 AND ABOVE",6,55419,28390,27029,,Rural Localities
NARA,TALUKA,KHAIRPUR,RURAL,"2,000 -- 4,999",16,50471,25845,24626,,Rural Localities
NARA,TALUKA,KHAIRPUR,RURAL,"1,000 -- 1,999",11,16076,8248,7828,,Rural Localities
NARA,TALUKA,KHAIRPUR,RURAL,500 -- 999,10,6713,3640,3073,,Rural Localities
NARA,TALUKA,KHAIRPUR,RURAL,200 -- 499,11,4984,2780,2204,,Rural Localities
NARA,TALUKA,KHAIRPUR,RURAL,LESS THAN 200,,,,,,Rural Localities
NARA,TALUKA,KHAIRPUR,RURAL,UN-INHABITED,,,,,,Rural Localities
SOBHO DERO,TALUKA,KHAIRPUR,RURAL,OVERALL,38,191852,96548,95303,1,Rural Localities
SOBHO DERO,TALUKA,KHAIRPUR,RURAL,"5,000 AND ABOVE",18,135407,67877,67529,1,Rural Localities
SOBHO DERO,TALUKA,KHAIRPUR,RURAL,"2,000 -- 4,999",13,47100,23882,23218,,Rural Localities
SOBHO DERO,TALUKA,KHAIRPUR,RURAL,"1,000 -- 1,999",6,8919,4574,4345,,Rural Localities
SOBHO DERO,TALUKA,KHAIRPUR,RURAL,500 -- 999,,,,,,Rural Localities
SOBHO DERO,TALUKA,KHAIRPUR,RURAL,200 -- 499,1,426,215,211,,Rural Localities
SOBHO DERO,TALUKA,KHAIRPUR,RURAL,LESS THAN 200,,,,,,Rural Localities
SOBHO DERO,TALUKA,KHAIRPUR,RURAL,UN-INHABITED,,,,,,Rural Localities
LARKANA,DISTRICT,LARKANA,RURAL,OVERALL,181,986302,514138,472135,29,Rural Localities
LARKANA,DISTRICT,LARKANA,RURAL,"5,000 AND ABOVE",79,705866,367747,338106,13,Rural Localities
LARKANA,DISTRICT,LARKANA,RURAL,"2,000 -- 4,999",69,244941,127747,117179,15,Rural Localities
LARKANA,DISTRICT,LARKANA,RURAL,"1,000 -- 1,999",20,27961,14692,13268,1,Rural Localities
LARKANA,DISTRICT,LARKANA,RURAL,500 -- 999,8,5997,3146,2851,,Rural Localities
LARKANA,DISTRICT,LARKANA,RURAL,200 -- 499,3,1158,606,552,,Rural Localities
LARKANA,DISTRICT,LARKANA,RURAL,LESS THAN 200,2,379,200,179,,Rural Localities
LARKANA,DISTRICT,LARKANA,RURAL,UN-INHABITED,,,,,,Rural Localities
BAKRANI,TALUKA,LARKANA,RURAL,OVERALL,40,234495,122825,111668,2,Rural Localities
BAKRANI,TALUKA,LARKANA,RURAL,"5,000 AND ABOVE",20,185280,96498,88780,2,Rural Localities
BAKRANI,TALUKA,LARKANA,RURAL,"2,000 -- 4,999",12,41970,22447,19523,,Rural Localities
BAKRANI,TALUKA,LARKANA,RURAL,"1,000 -- 1,999",4,4598,2445,2153,,Rural Localities
BAKRANI,TALUKA,LARKANA,RURAL,500 -- 999,3,2462,1332,1130,,Rural Localities
BAKRANI,TALUKA,LARKANA,RURAL,200 -- 499,,,,,,Rural Localities
BAKRANI,TALUKA,LARKANA,RURAL,LESS THAN 200,1,185,103,82,,Rural Localities
BAKRANI,TALUKA,LARKANA,RURAL,UN-INHABITED,,,,,,Rural Localities
DOKRI,TALUKA,LARKANA,RURAL,OVERALL,30,186513,96536,89976,1,Rural Localities
DOKRI,TALUKA,LARKANA,RURAL,"5,000 AND ABOVE",13,134636,69675,64960,1,Rural Localities
DOKRI,TALUKA,LARKANA,RURAL,"2,000 -- 4,999",15,50290,26063,24227,,Rural Localities
DOKRI,TALUKA,LARKANA,RURAL,"1,000 -- 1,999",,,,,,Rural Localities
DOKRI,TALUKA,LARKANA,RURAL,500 -- 999,2,1587,798,789,,Rural Localities
DOKRI,TALUKA,LARKANA,RURAL,200 -- 499,,,,,,Rural Localities
DOKRI,TALUKA,LARKANA,RURAL,LESS THAN 200,,,,,,Rural Localities
DOKRI,TALUKA,LARKANA,RURAL,UN-INHABITED,,,,,,Rural Localities
LARKANA,TALUKA,LARKANA,RURAL,OVERALL,53,322152,169207,152925,20,Rural Localities
LARKANA,TALUKA,LARKANA,RURAL,"5,000 AND ABOVE",28,258552,135726,122820,6,Rural Localities
LARKANA,TALUKA,LARKANA,RURAL,"2,000 -- 4,999",15,51163,26915,24235,13,Rural Localities
LARKANA,TALUKA,LARKANA,RURAL,"1,000 -- 1,999",8,11463,6035,5427,1,Rural Localities
LARKANA,TALUKA,LARKANA,RURAL,500 -- 999,1,545,293,252,,Rural Localities
LARKANA,TALUKA,LARKANA,RURAL,200 -- 499,1,429,238,191,,Rural Localities
LARKANA,TALUKA,LARKANA,RURAL,LESS THAN 200,,,,,,Rural Localities
LARKANA,TALUKA,LARKANA,RURAL,UN-INHABITED,,,,,,Rural Localities
RATODERO,TALUKA,LARKANA,RURAL,OVERALL,58,243142,125570,117566,6,Rural Localities
RATODERO,TALUKA,LARKANA,RURAL,"5,000 AND ABOVE",18,127398,65848,61546,4,Rural Localities
RATODERO,TALUKA,LARKANA,RURAL,"2,000 -- 4,999",27,101518,52322,49194,2,Rural Localities
RATODERO,TALUKA,LARKANA,RURAL,"1,000 -- 1,999",8,11900,6212,5688,,Rural Localities
