name_admin_unit,admin_unit,relation_to_hh_head,marital_status,female_overall,male_overall,tgend_overall,female_rural,male_rural,tgend_rural,female_urban,male_urban,tgend_urban
BANNU,DISTRICT,DAUGHTER IN-LAW/SON IN-LAW,WIDOWED,356,13,,349,13,,7,0,
BANNU,DISTRICT,FATHER/MOTHER,DIVORCED,12,1,,11,1,,1,0,
BANNU,DISTRICT,FATHER/MOTHER,MARRIED,11939,5825,,11589,5722,,350,103,
BANNU,DISTRICT,FATHER/MOTHER,NEVER MARRIED,0,0,,0,0,,0,0,
BANNU,DISTRICT,FATHER/MOTHER,SEPARATION,52,6,,51,5,,1,1,
BANNU,DISTRICT,FATHER/MOTHER,WIDOWED,9182,1041,,8797,1012,,385,29,
BANNU,DISTRICT,GRAND FATHER/GRAND MOTHER,DIVORCED,0,0,,0,0,,0,0,
BANNU,DISTRICT,GRAND FATHER/GRAND MOTHER,MARRIED,238,115,,234,114,,4,1,
BANNU,DISTRICT,GRAND FATHER/GRAND MOTHER,NEVER MARRIED,0,1,,0,1,,0,0,
BANNU,DISTRICT,GRAND FATHER/GRAND MOTHER,SEPARATION,4,2,,4,2,,0,0,
BANNU,DISTRICT,GRAND FATHER/GRAND MOTHER,WIDOWED,289,59,,283,59,,6,0,
BANNU,DISTRICT,GRAND SON/GRAND DAUGHTER,DIVORCED,2,0,0,2,0,0,0,0,0
BANNU,DISTRICT,GRAND SON/GRAND DAUGHTER,MARRIED,412,900,0,407,885,0,5,15,0
BANNU,DISTRICT,GRAND SON/GRAND DAUGHTER,NEVER MARRIED,3255,4570,1,3142,4426,1,113,144,0
BANNU,DISTRICT,GRAND SON/GRAND DAUGHTER,SEPARATION,1,1,0,1,1,0,0,0,0
BANNU,DISTRICT,GRAND SON/GRAND DAUGHTER,WIDOWED,5,1,0,5,1,0,0,0,0
BANNU,DISTRICT,HEAD,DIVORCED,44,33,0,39,32,0,5,1,0
BANNU,DISTRICT,HEAD,MARRIED,9339,160973,0,9147,154740,0,192,6233,0
BANNU,DISTRICT,HEAD,NEVER MARRIED,260,6165,4,235,5796,2,25,369,2
BANNU,DISTRICT,HEAD,SEPARATION,65,94,0,64,91,0,1,3,0
BANNU,DISTRICT,HEAD,WIDOWED,2995,2589,0,2840,2474,0,155,115,0
BANNU,DISTRICT,NEPHEW/NIECE,DIVORCED,3,0,0,3,0,0,0,0,0
BANNU,DISTRICT,NEPHEW/NIECE,MARRIED,420,2237,0,409,2185,0,11,52,0
BANNU,DISTRICT,NEPHEW/NIECE,NEVER MARRIED,3677,5621,0,3484,5388,0,193,233,0
BANNU,DISTRICT,NEPHEW/NIECE,SEPARATION,0,1,0,0,1,0,0,0,0
BANNU,DISTRICT,NEPHEW/NIECE,WIDOWED,13,6,0,13,5,0,0,1,0
BANNU,DISTRICT,NON-RELATIVE,DIVORCED,2,0,0,1,0,0,1,0,0
BANNU,DISTRICT,NON-RELATIVE,MARRIED,92,957,0,72,514,0,20,443,0
BANNU,DISTRICT,NON-RELATIVE,NEVER MARRIED,605,3189,3,419,1130,0,186,2059,3
BANNU,DISTRICT,NON-RELATIVE,SEPARATION,0,0,0,0,0,0,0,0,0
BANNU,DISTRICT,NON-RELATIVE,WIDOWED,8,4,0,5,4,0,3,0,0
BANNU,DISTRICT,OTHER RELATIVE,DIVORCED,20,4,0,20,3,0,0,1,0
BANNU,DISTRICT,OTHER RELATIVE,MARRIED,4911,1951,0,4830,1910,0,81,41,0
BANNU,DISTRICT,OTHER RELATIVE,NEVER MARRIED,1880,1625,3,1792,1470,3,88,155,0
BANNU,DISTRICT,OTHER RELATIVE,SEPARATION,27,4,0,26,4,0,1,0,0
BANNU,DISTRICT,OTHER RELATIVE,WIDOWED,695,96,0,674,93,0,21,3,0
BANNU,DISTRICT,SISTER IN-LAW/BROTHER IN-LAW,DIVORCED,5,0,0,5,0,0,0,0,0
BANNU,DISTRICT,SISTER IN-LAW/BROTHER IN-LAW,MARRIED,22188,620,0,21557,605,0,631,15,0
BANNU,DISTRICT,SISTER IN-LAW/BROTHER IN-LAW,NEVER MARRIED,883,153,1,868,152,1,15,1,0
BANNU,DISTRICT,SISTER IN-LAW/BROTHER IN-LAW,SEPARATION,11,0,0,11,0,0,0,0,0
BANNU,DISTRICT,SISTER IN-LAW/BROTHER IN-LAW,WIDOWED,624,7,0,594,7,0,30,0,0
BANNU,DISTRICT,SON/DAUGHTER,DIVORCED,142,25,0,133,23,0,9,2,0
BANNU,DISTRICT,SON/DAUGHTER,MARRIED,2673,50329,0,2531,48761,0,142,1568,0
BANNU,DISTRICT,SON/DAUGHTER,NEVER MARRIED,54300,88922,5,51444,85282,4,2856,3640,1
BANNU,DISTRICT,SON/DAUGHTER,SEPARATION,115,27,0,110,26,0,5,1,0
BANNU,DISTRICT,SON/DAUGHTER,WIDOWED,250,90,0,235,89,0,15,1,0
BANNU,DISTRICT,SPOUSE,DIVORCED,0,0,,0,0,,0,0,
BANNU,DISTRICT,SPOUSE,MARRIED,159734,2289,,153838,2254,,5896,35,
BANNU,DISTRICT,SPOUSE,NEVER MARRIED,1,0,,1,0,,0,0,
BANNU,DISTRICT,SPOUSE,SEPARATION,0,0,,0,0,,0,0,
BANNU,DISTRICT,SPOUSE,WIDOWED,0,0,,0,0,,0,0,
BATAGRAM,DISTRICT,BROTHER/SISTER,DIVORCED,31,16,0,31,16,0,0,0,0
BATAGRAM,DISTRICT,BROTHER/SISTER,MARRIED,281,3970,0,281,3970,0,0,0,0
BATAGRAM,DISTRICT,BROTHER/SISTER,NEVER MARRIED,3108,5085,5,3108,5085,5,0,0,0
BATAGRAM,DISTRICT,BROTHER/SISTER,SEPARATION,17,5,0,17,5,0,0,0,0
BATAGRAM,DISTRICT,BROTHER/SISTER,WIDOWED,88,93,0,88,93,0,0,0,0
BATAGRAM,DISTRICT,DAUGHTER IN-LAW/SON IN-LAW,DIVORCED,0,0,,0,0,,0,0,
BATAGRAM,DISTRICT,DAUGHTER IN-LAW/SON IN-LAW,MARRIED,20641,430,,20641,430,,0,0,
BATAGRAM,DISTRICT,DAUGHTER IN-LAW/SON IN-LAW,NEVER MARRIED,0,0,,0,0,,0,0,
BATAGRAM,DISTRICT,DAUGHTER IN-LAW/SON IN-LAW,SEPARATION,0,0,,0,0,,0,0,
BATAGRAM,DISTRICT,DAUGHTER IN-LAW/SON IN-LAW,WIDOWED,169,7,,169,7,,0,0,
BATAGRAM,DISTRICT,FATHER/MOTHER,DIVORCED,8,0,,8,0,,0,0,
BATAGRAM,DISTRICT,FATHER/MOTHER,MARRIED,4579,2129,,4579,2129,,0,0,
BATAGRAM,DISTRICT,FATHER/MOTHER,NEVER MARRIED,0,0,,0,0,,0,0,
BATAGRAM,DISTRICT,FATHER/MOTHER,SEPARATION,17,6,,17,6,,0,0,
BATAGRAM,DISTRICT,FATHER/MOTHER,WIDOWED,5037,720,,5037,720,,0,0,
BATAGRAM,DISTRICT,GRAND FATHER/GRAND MOTHER,DIVORCED,0,0,,0,0,,0,0,
BATAGRAM,DISTRICT,GRAND FATHER/GRAND MOTHER,MARRIED,81,59,,81,59,,0,0,
BATAGRAM,DISTRICT,GRAND FATHER/GRAND MOTHER,NEVER MARRIED,0,0,,0,0,,0,0,
BATAGRAM,DISTRICT,GRAND FATHER/GRAND MOTHER,SEPARATION,0,2,,0,2,,0,0,
BATAGRAM,DISTRICT,GRAND FATHER/GRAND MOTHER,WIDOWED,293,54,,293,54,,0,0,
BATAGRAM,DISTRICT,GRAND SON/GRAND DAUGHTER,DIVORCED,1,0,0,1,0,0,0,0,0
BATAGRAM,DISTRICT,GRAND SON/GRAND DAUGHTER,MARRIED,111,273,0,111,273,0,0,0,0
BATAGRAM,DISTRICT,GRAND SON/GRAND DAUGHTER,NEVER MARRIED,1214,1627,0,1214,1627,0,0,0,0
BATAGRAM,DISTRICT,GRAND SON/GRAND DAUGHTER,SEPARATION,0,0,0,0,0,0,0,0,0
BATAGRAM,DISTRICT,GRAND SON/GRAND DAUGHTER,WIDOWED,2,1,0,2,1,0,0,0,0
BATAGRAM,DISTRICT,HEAD,DIVORCED,9,23,0,9,23,0,0,0,0
BATAGRAM,DISTRICT,HEAD,MARRIED,7915,72491,0,7915,72491,0,0,0,0
BATAGRAM,DISTRICT,HEAD,NEVER MARRIED,28,2278,0,28,2278,0,0,0,0
BATAGRAM,DISTRICT,HEAD,SEPARATION,20,28,0,20,28,0,0,0,0
BATAGRAM,DISTRICT,HEAD,WIDOWED,1676,1426,0,1676,1426,0,0,0,0
BATAGRAM,DISTRICT,NEPHEW/NIECE,DIVORCED,0,0,0,0,0,0,0,0,0
BATAGRAM,DISTRICT,NEPHEW/NIECE,MARRIED,62,221,0,62,221,0,0,0,0
BATAGRAM,DISTRICT,NEPHEW/NIECE,NEVER MARRIED,642,856,1,642,856,1,0,0,0
BATAGRAM,DISTRICT,NEPHEW/NIECE,SEPARATION,0,0,0,0,0,0,0,0,0
BATAGRAM,DISTRICT,NEPHEW/NIECE,WIDOWED,3,3,0,3,3,0,0,0,0
BATAGRAM,DISTRICT,NON-RELATIVE,DIVORCED,1,0,0,1,0,0,0,0,0
BATAGRAM,DISTRICT,NON-RELATIVE,MARRIED,39,80,0,39,80,0,0,0,0
BATAGRAM,DISTRICT,NON-RELATIVE,NEVER MARRIED,20,389,0,20,389,0,0,0,0
BATAGRAM,DISTRICT,NON-RELATIVE,SEPARATION,2,0,0,2,0,0,0,0,0
BATAGRAM,DISTRICT,NON-RELATIVE,WIDOWED,4,5,0,4,5,0,0,0,0
BATAGRAM,DISTRICT,OTHER RELATIVE,DIVORCED,2,1,0,2,1,0,0,0,0
BATAGRAM,DISTRICT,OTHER RELATIVE,MARRIED,845,289,0,845,289,0,0,0,0
BATAGRAM,DISTRICT,OTHER RELATIVE,NEVER MARRIED,195,264,0,195,264,0,0,0,0
BATAGRAM,DISTRICT,OTHER RELATIVE,SEPARATION,6,0,0,6,0,0,0,0,0
BATAGRAM,DISTRICT,OTHER RELATIVE,WIDOWED,360,63,0,360,63,0,0,0,0
BATAGRAM,DISTRICT,SISTER IN-LAW/BROTHER IN-LAW,DIVORCED,3,0,0,3,0,0,0,0,0
BATAGRAM,DISTRICT,SISTER IN-LAW/BROTHER IN-LAW,MARRIED,5050,204,0,5050,204,0,0,0,0
BATAGRAM,DISTRICT,SISTER IN-LAW/BROTHER IN-LAW,NEVER MARRIED,230,141,0,230,141,0,0,0,0
BATAGRAM,DISTRICT,SISTER IN-LAW/BROTHER IN-LAW,SEPARATION,1,0,0,1,0,0,0,0,0
BATAGRAM,DISTRICT,SISTER IN-LAW/BROTHER IN-LAW,WIDOWED,130,4,0,130,4,0,0,0,0
BATAGRAM,DISTRICT,SON/DAUGHTER,DIVORCED,75,15,0,75,15,0,0,0,0
BATAGRAM,DISTRICT,SON/DAUGHTER,MARRIED,733,16590,0,733,16590,0,0,0,0
BATAGRAM,DISTRICT,SON/DAUGHTER,NEVER MARRIED,24377,38492,3,24377,38492,3,0,0,0
BATAGRAM,DISTRICT,SON/DAUGHTER,SEPARATION,23,14,0,23,14,0,0,0,0
BATAGRAM,DISTRICT,SON/DAUGHTER,WIDOWED,65,81,0,65,81,0,0,0,0
BATAGRAM,DISTRICT,SPOUSE,DIVORCED,0,0,,0,0,,0,0,
BATAGRAM,DISTRICT,SPOUSE,MARRIED,73501,1508,,73501,1508,,0,0,
BATAGRAM,DISTRICT,SPOUSE,NEVER MARRIED,0,0,,0,0,,0,0,
BATAGRAM,DISTRICT,SPOUSE,SEPARATION,0,0,,0,0,,0,0,
BATAGRAM,DISTRICT,SPOUSE,WIDOWED,0,0,,0,0,,0,0,
BUNER,DISTRICT,BROTHER/SISTER,DIVORCED,121,15,0,121,15,0,0,0,0
BUNER,DISTRICT,BROTHER/SISTER,MARRIED,981,17739,0,981,17739,0,0,0,0
BUNER,DISTRICT,BROTHER/SISTER,NEVER MARRIED,10214,11624,1,10214,11624,1,0,0,0
BUNER,DISTRICT,BROTHER/SISTER,SEPARATION,72,7,0,72,7,0,0,0,0
BUNER,DISTRICT,BROTHER/SISTER,WIDOWED,279,82,0,279,82,0,0,0,0
BUNER,DISTRICT,DAUGHTER IN-LAW/SON IN-LAW,DIVORCED,0,0,,0,0,,0,0,
BUNER,DISTRICT,DAUGHTER IN-LAW/SON IN-LAW,MARRIED,57499,1133,,57499,1133,,0,0,
BUNER,DISTRICT,DAUGHTER IN-LAW/SON IN-LAW,NEVER MARRIED,0,0,,0,0,,0,0,
BUNER,DISTRICT,DAUGHTER IN-LAW/SON IN-LAW,SEPARATION,4,5,,4,5,,0,0,
BUNER,DISTRICT,DAUGHTER IN-LAW/SON IN-LAW,WIDOWED,363,5,,363,5,,0,0,
BUNER,DISTRICT,FATHER/MOTHER,DIVORCED,40,0,,40,0,,0,0,
BUNER,DISTRICT,FATHER/MOTHER,MARRIED,13056,6442,,13056,6442,,0,0,
BUNER,DISTRICT,FATHER/MOTHER,NEVER MARRIED,0,0,,0,0,,0,0,
BUNER,DISTRICT,FATHER/MOTHER,SEPARATION,83,8,,83,8,,0,0,
BUNER,DISTRICT,FATHER/MOTHER,WIDOWED,9385,871,,9385,871,,0,0,
