name_admin_unit,part_of_district,admin_unit,region,households,drink_wtr_improve,drink_wtr_inside,drink_wtr_outside,drink_wtr_tap,drink_wtr_motor,drink_wtr_well,drink_wtr_filter,drink_wtr_bottle,drink_wtr_other
GWADAR,GWADAR,SUB-DIVISION,RURAL,10503,9892,6858,3645,9070,74,155,2,35,1167
GWADAR,GWADAR,SUB-DIVISION,URBAN,14030,13394,12367,1663,11964,295,346,9,12,1404
JIWANI,GWADAR,TEHSIL,OVERALL,4420,4303,1724,2696,3874,54,264,,1,227
JIWANI,GWADAR,TEHSIL,RURAL,1586,1499,726,860,1366,22,192,,1,5
JIWANI,GWADAR,TEHSIL,URBAN,2834,2804,998,1836,2508,32,72,,,222
ORMARA,GWADAR,TEHSIL,OVERALL,5415,4073,3036,2379,2887,93,713,266,45,1411
ORMARA,GWADAR,TEHSIL,RURAL,1789,616,184,1605,296,22,653,,20,798
ORMARA,GWADAR,TEHSIL,URBAN,3626,3457,2852,774,2591,71,60,266,25,613
PASNI,GWADAR,SUB-DIVISION,OVERALL,13708,10837,7149,6559,7867,94,512,4,7,5224
PASNI,GWADAR,SUB-DIVISION,RURAL,6380,3557,431,5949,959,21,298,3,,5099
PASNI,GWADAR,SUB-DIVISION,URBAN,7328,7280,6718,610,6908,73,214,1,7,125
SUNTSER,GWADAR,SUB-TEHSIL,OVERALL,2281,1729,438,1843,1349,328,253,,4,347
SUNTSER,GWADAR,SUB-TEHSIL,RURAL,2281,1729,438,1843,1349,328,253,,4,347
SUNTSER,GWADAR,SUB-TEHSIL,URBAN,,,,,,,,,,
HARNAI,HARNAI,DISTRICT,OVERALL,16393,8677,8343,8050,3264,1467,3816,1,26,7819
HARNAI,HARNAI,DISTRICT,RURAL,11891,4723,4736,7155,1826,769,2240,1,14,7041
HARNAI,HARNAI,DISTRICT,URBAN,4502,3954,3607,895,1438,698,1576,,12,778
HARNAI,HARNAI,SUB-DIVISION,OVERALL,10170,5487,5571,4599,2075,910,2659,1,18,4507
HARNAI,HARNAI,SUB-DIVISION,RURAL,8051,3422,3562,4489,1445,499,1609,1,12,4485
HARNAI,HARNAI,SUB-DIVISION,URBAN,2119,2065,2009,110,630,411,1050,,6,22
KHOAST,HARNAI,SUB-DIVISION,OVERALL,2212,874,734,1478,231,254,358,,1,1368
KHOAST,HARNAI,SUB-DIVISION,RURAL,2212,874,734,1478,231,254,358,,1,1368
KHOAST,HARNAI,SUB-DIVISION,URBAN,,,,,,,,,,
SHAHRIG,HARNAI,TEHSIL,OVERALL,4011,2316,2038,1973,958,303,799,,7,1944
SHAHRIG,HARNAI,TEHSIL,RURAL,1628,427,440,1188,150,16,273,,1,1188
SHAHRIG,HARNAI,TEHSIL,URBAN,2383,1889,1598,785,808,287,526,,6,756
JAFFARABAD,JAFFARABAD,DISTRICT,OVERALL,81562,39465,19819,61743,21839,13193,4774,261,291,41204
JAFFARABAD,JAFFARABAD,DISTRICT,RURAL,62763,22628,9034,53729,12361,7589,4001,142,118,38552
JAFFARABAD,JAFFARABAD,DISTRICT,URBAN,18799,16837,10785,8014,9478,5604,773,119,173,2652
GANDAKHA,JAFFARABAD,TEHSIL,OVERALL,14259,2533,320,13939,1720,515,386,22,43,11573
GANDAKHA,JAFFARABAD,TEHSIL,RURAL,14259,2533,320,13939,1720,515,386,22,43,11573
GANDAKHA,JAFFARABAD,TEHSIL,URBAN,,,,,,,,,,
JHAT PAT,JAFFARABAD,SUB-DIVISION,OVERALL,37693,19479,13618,24075,10877,6782,4101,205,19,15709
JHAT PAT,JAFFARABAD,SUB-DIVISION,RURAL,26891,10004,5900,20991,5107,3584,3495,90,15,14600
JHAT PAT,JAFFARABAD,SUB-DIVISION,URBAN,10802,9475,7718,3084,5770,3198,606,115,4,1109
USTA MUHAMMAD,JAFFARABAD,SUB-DIVISION,OVERALL,29610,17453,5881,23729,9242,5896,287,34,229,13922
USTA MUHAMMAD,JAFFARABAD,SUB-DIVISION,RURAL,21613,10091,2814,18799,5534,3490,120,30,60,12379
USTA MUHAMMAD,JAFFARABAD,SUB-DIVISION,URBAN,7997,7362,3067,4930,3708,2406,167,4,169,1543
JHAL MAGSI,JHAL MAGSI,DISTRICT,OVERALL,30953,12153,5652,25301,5350,4464,2496,45,100,18498
JHAL MAGSI,JHAL MAGSI,DISTRICT,RURAL,27257,9461,3541,23716,2844,4444,2472,45,98,17354
JHAL MAGSI,JHAL MAGSI,DISTRICT,URBAN,3696,2692,2111,1585,2506,20,24,,2,1144
GANDAWA,JHAL MAGSI,TEHSIL,OVERALL,11109,5548,3665,7444,3942,1035,498,,34,5600
GANDAWA,JHAL MAGSI,TEHSIL,RURAL,7413,2856,1554,5859,1436,1015,474,,32,4456
GANDAWA,JHAL MAGSI,TEHSIL,URBAN,3696,2692,2111,1585,2506,20,24,,2,1144
JHAL MAGSI,JHAL MAGSI,TEHSIL,OVERALL,17155,6346,1917,15238,1394,3416,1614,44,64,10623
JHAL MAGSI,JHAL MAGSI,TEHSIL,RURAL,17155,6346,1917,15238,1394,3416,1614,44,64,10623
JHAL MAGSI,JHAL MAGSI,TEHSIL,URBAN,,,,,,,,,,
MIRPUR,JHAL MAGSI,SUB-TEHSIL,OVERALL,2689,259,70,2619,14,13,384,1,2,2275
MIRPUR,JHAL MAGSI,SUB-TEHSIL,RURAL,2689,259,70,2619,14,13,384,1,2,2275
MIRPUR,JHAL MAGSI,SUB-TEHSIL,URBAN,,,,,,,,,,
KACHHI,KACHHI,DISTRICT,OVERALL,50032,13678,10930,39102,8383,2647,2813,84,82,36023
KACHHI,KACHHI,DISTRICT,RURAL,41450,9694,7037,34413,4544,2565,2718,83,81,31459
KACHHI,KACHHI,DISTRICT,URBAN,8582,3984,3893,4689,3839,82,95,1,1,4564
BALANARI,KACHHI,SUB-TEHSIL,OVERALL,6523,1731,1053,5470,487,1022,66,2,9,4937
BALANARI,KACHHI,SUB-TEHSIL,RURAL,6523,1731,1053,5470,487,1022,66,2,9,4937
BALANARI,KACHHI,SUB-TEHSIL,URBAN,,,,,,,,,,
